entloss,meankl,TimestepsSoFar,entropy,TimeElapsed,Fce,EpisodesSoFar,TtR,AttC,AttNC,optimgain,MtR,surrgain
0.0,0.008933204,3529861,-0.21385661,99472.67934942245,1.0,14486,2500.0,0.0,10.0,0.0003200073,142.8784238871937,0.0003200073
0.0,0.01017476,3539861,-0.31144714,99666.99474978447,1.0,14526,2500.0,0.0,10.0,0.00018472933,142.8784238871937,0.00018472933
0.0,0.008933416,3549861,-0.21385661,99865.01316285133,1.0,14566,2500.0,0.0,10.0,0.00076880335,142.8784238871937,0.00076880335
0.0,0.008933102,3559861,-0.11626653,100067.37040877342,1.0,14606,2500.0,0.0,10.0,9.033764e-05,142.8784238871937,9.033764e-05
0.0,0.010174751,3569861,-0.21385661,100265.24591302872,1.0,14646,2500.0,0.0,10.0,2.8908424e-05,142.8784238871937,2.8908424e-05
0.0,0.008933204,3579861,-0.11626641,100456.51076602936,1.0,14686,2500.0,0.0,10.0,0.0006686905,142.8784238871937,0.0006686905
0.0,0.008933204,3589861,-0.018676693,100658.56734442711,1.0,14726,2500.0,0.0,10.0,6.1420633e-06,142.8784238871937,6.1420633e-06
0.0,0.008933204,3599861,0.07891389,100854.71873569489,1.0,14766,2500.0,0.0,10.0,0.00012486603,142.8784238871937,0.00012486603
0.0,0.008933102,3609861,0.17650406,101053.89399337769,1.0,14806,2500.0,0.0,10.0,0.00026568348,142.8784238871937,0.00026568348
0.0,0.010174863,3619861,0.07891389,101258.2519338131,1.0,14846,2500.0,0.0,10.0,0.000259552,142.8784238871937,0.000259552
0.0,0.008933204,3629861,0.17650406,101472.1472170353,1.0,14886,2500.0,0.0,10.0,0.00015548118,142.8784238871937,0.00015548118
0.0,0.008933204,3639861,0.27409363,101666.21607542038,0.9999,14926,2499.75,0.0,10.0,0.00027580993,142.87091666296655,0.00027580993
0.0,0.010174781,3649861,0.17650406,101878.94858264923,1.0,14966,2500.0,0.0,10.0,0.00015762403,142.8784238871937,0.00015762403
0.0,0.008933204,3659861,0.27409363,102084.96017193794,1.0,15006,2500.0,0.0,10.0,0.00079287705,142.8784238871937,0.00079287705
0.0,0.008933102,3669861,0.37168387,102298.20298314095,0.9999,15046,2499.75,0.0,10.0,0.00029953258,142.86863223208047,0.00029953258
0.0,0.008933204,3679861,0.4692708,102498.26378655434,1.0,15086,2500.0,0.0,10.0,0.00033018552,142.8784238871937,0.00033018552
0.0,0.010174863,3689886,0.37168387,102696.20983433723,0.9858536585365852,15127,2440.487804878049,0.24390243902439024,9.75609756097561,0.0005908797,139.60027234806174,0.0005908797
0.0,0.010174871,3699886,0.2740934,102897.25489425659,0.9993000000000002,15167,2498.25,0.0,10.0,0.0009990829,142.77282770609207,0.0009990829
0.0,0.008933204,3709886,0.37168387,103107.22736930847,1.0,15207,2500.0,0.0,10.0,0.00018486827,142.8784238871937,0.00018486827
0.0,0.008933204,3719886,0.4692708,103303.94362473488,0.9997999999999999,15247,2499.5,0.0,10.0,0.00017094727,142.8566174719311,0.00017094727
0.0,0.008933204,3729886,0.5668639,103503.53492283821,0.9985999999999999,15287,2496.5,0.0,10.0,0.0003427995,142.66979316687554,0.0003427995
0.0,0.010174863,3739886,0.46926945,103703.63132572174,0.9961,15327,2490.25,0.0,10.0,0.00015040158,142.33768117424444,0.00015040158
0.0,0.008933204,3749886,0.5668639,103908.6592605114,0.9989000000000001,15367,2497.25,0.0,10.0,0.00040289556,142.70576549369676,0.00040289556
0.0,0.00893351,3759910,0.664457,104107.25583481789,0.9652348939575827,15409,2375.2380952380954,0.47619047619047616,9.523809523809524,9.508964e-05,135.85441969100526,9.508964e-05
0.0,0.008933204,3769960,0.76204485,104309.29239320755,0.9262479338842973,15453,2256.818181818182,0.9545454545454546,9.045454545454545,0.00014239014,129.08850203843306,0.00014239014
0.0,0.01017476,3779783,0.6644573,104516.0908665657,0.9247013658176448,15495,2277.6190476190477,0.7142857142857143,9.285714285714286,1.6189766e-05,130.31332173214884,1.6189766e-05
