optimgain,EpisodesSoFar,entloss,meankl,AttNC,Tbt,TimeElapsed,entropy,TimestepsSoFar,Ptt,MpbtN,surrgain,TtR,MtR,Tmc,AttC,Tmt,MpbtA
0.0021829305,3308,0.0,0.0032589375,1.2619047619047619,317732.5714285714,8379.635773658752,0.27283463,239753,75.60555832253631,63.33953905108886,0.0021829305,-147.57142857142858,-29.475837779476127,26.428571428571427,1.7380952380952381,77.57142857142857,36.66046094891113
0.0038829835,3351,0.0,0.0051591275,1.7209302325581395,319869.0232558139,8516.977308988571,0.3250247,249947,76.08985593564253,63.037600316003,0.0038829835,-147.97674418604652,-29.159935034298684,25.906976744186046,1.2790697674418605,78.09302325581395,36.962399683997
0.0033156134,3394,0.0,0.003550257,1.2093023255813953,318535.4418604651,8651.61446070671,0.30972028,259973,75.78968252702083,61.24678515906765,0.0033156134,-143.1627906976744,-28.8007104827883,26.232558139534884,1.7906976744186047,77.76744186046511,38.753214840932344
0.0028911936,3439,0.0,0.0037298854,0.5555555555555556,315027.9111111111,8793.23310470581,0.28201202,269826,74.98522495145643,62.04268473409555,0.0028911936,-143.2,-28.929561643337006,27.08888888888889,2.4444444444444446,76.91111111111111,37.95731526590446
0.0033019602,3483,0.0,0.004679171,1.1363636363636365,316229.8181818182,8930.494208335876,0.32820415,279913,75.26243149854673,62.04332231896901,0.0033019602,-143.72727272727272,-29.519026767896676,26.795454545454547,1.8636363636363635,77.20454545454545,37.95667768103098
0.0023165059,3526,0.0,0.003226123,1.2093023255813953,318630.6976744186,9069.249618530273,0.2819877,289979,75.80895841652264,62.38963347036907,0.0023165059,-145.8139534883721,-29.00357284003851,26.209302325581394,1.7906976744186047,77.79069767441861,37.61036652963092
0.0020921163,3570,0.0,0.0036395995,1.0,315578.1818181818,9208.204522132874,0.2937498,299932,75.09796953459757,61.68352774632992,0.0020921163,-142.5,-29.00534405127296,26.977272727272727,2.0,77.04545454545455,38.31647225367007
0.006266978,3613,0.0,0.007055716,1.4651162790697674,320535.81395348837,9344.114026784897,0.3345095,309929,76.24353129591513,63.116019067837264,0.006266978,-148.25581395348837,-29.60654870739964,25.74418604651163,1.5348837209302326,78.25581395348837,36.88398093216273
0.0024202708,3655,0.0,0.003021409,1.0238095238095237,319390.4761904762,9480.059184074402,0.3081267,319825,75.98203520926475,61.70055099237098,0.0024202708,-144.5,-28.508190168425152,26.023809523809526,1.9761904761904763,77.97619047619048,38.299449007629015
0.0033170742,3698,0.0,0.0038335018,0.9767441860465116,320726.32558139536,9615.99158859253,0.32894003,329820,76.28688125896946,61.15906625679381,0.0033170742,-143.86046511627907,-28.770903948650467,25.697674418604652,2.0232558139534884,78.30232558139535,38.84093374320619
0.0035760407,3745,0.0,0.0052849394,0.574468085106383,317745.02127659577,9759.874537706375,0.274961,339833,75.60479439967612,65.30117237150257,0.0035760407,-152.4255319148936,-30.275864637092393,26.425531914893618,2.425531914893617,77.57446808510639,34.69882762849745
0.003974067,3787,0.0,0.0046459134,1.1904761904761905,312173.71428571426,9897.06158733368,0.33109316,349732,74.33580815703262,60.280861134122524,0.003974067,-137.85714285714286,-27.727944244394177,27.785714285714285,1.8095238095238095,76.21428571428571,39.71913886587748
0.0044218036,3833,0.0,0.0053764894,0.5434782608695652,314679.652173913,10038.758895158768,0.28425834,359921,74.87732723861188,63.15855816274681,0.0044218036,-145.95652173913044,-28.859675686291013,27.217391304347824,2.4565217391304346,76.82608695652173,36.84144183725318
0.0034572587,3877,0.0,0.0053526084,0.8409090909090909,314647.2727272727,10177.01315665245,0.28405693,369870,74.86891506603057,60.531959807830326,0.0034572587,-139.77272727272728,-28.028083422425915,27.227272727272727,2.159090909090909,76.81818181818181,39.468040192169674
0.0025331823,3922,0.0,0.003447671,1.0222222222222221,314117.68888888886,10313.699351549149,0.3029905,379976,74.76522300103485,62.016922560848144,0.0025331823,-142.8,-28.91155823085078,27.333333333333332,1.9777777777777779,76.68888888888888,37.98307743915184
0.0037489114,3965,0.0,0.006693546,0.9302325581395349,313677.3953488372,10453.666141748428,0.2589299,389793,74.67884674896987,63.022288875258496,0.0037489114,-144.90697674418604,-28.84129693606962,27.41860465116279,2.0697674418604652,76.5813953488372,36.97771112474151
0.003062505,4007,0.0,0.0045105587,1.4761904761904763,312563.8095238095,10590.73298072815,0.2649481,399778,74.42504706915969,61.32142813234538,0.003062505,-140.5,-28.3321185685897,27.69047619047619,1.5238095238095237,76.30952380952381,38.678571867654604
0.0044653257,4050,0.0,0.0051268195,1.7209302325581395,313010.6046511628,10729.14176249504,0.2919139,409959,74.51080405235,62.93223983227231,0.0044653257,-144.41860465116278,-29.017444557098205,27.6046511627907,1.2790697674418605,76.4186046511628,37.067760167727684
0.002307383,4092,0.0,0.0027230051,1.3333333333333333,311783.61904761905,10869.043721199036,0.27127144,419933,74.21477365624303,63.36494678262071,0.002307383,-144.92857142857142,-28.69978714300202,27.928571428571427,1.6666666666666667,76.11904761904762,36.63505321737929
0.0025817556,4134,0.0,0.0034870154,1.5238095238095237,315782.09523809527,11008.003317117691,0.2586644,429835,75.1438438243873,64.51743372501787,0.0025817556,-149.42857142857142,-29.639471791259975,26.928571428571427,1.4761904761904763,77.0952380952381,35.48256627498212
0.0032290472,4177,0.0,0.0036299464,1.7209302325581395,313201.11627906974,11144.869933605194,0.28580892,439901,74.56962374418947,62.37421156025078,0.0032290472,-143.1627906976744,-29.149199002807435,27.53488372093023,1.2790697674418605,76.46511627906976,37.62578843974922
0.0033256328,4220,0.0,0.004498946,1.5813953488372092,315010.9767441861,11284.033591985703,0.31195801,449938,74.98253610902773,63.19484246065199,0.0033256328,-145.95348837209303,-29.31775066100748,27.093023255813954,1.4186046511627908,76.90697674418605,36.80515753934801
0.003652758,4264,0.0,0.0039052654,1.0454545454545454,312320.0,11426.470866441727,0.29528216,459847,74.36732831945153,63.110600946083075,0.003652758,-144.54545454545453,-28.631693699049265,27.75,1.9545454545454546,76.25,36.88939905391695
0.0036260278,4308,0.0,0.0038468004,1.2954545454545454,313344.0,11561.412322759628,0.31576687,469989,74.5594227964196,61.81601839576397,0.0036260278,-142.02272727272728,-28.65300890317452,27.568181818181817,1.7045454545454546,76.5,38.18398160423602
0.0030652762,4352,0.0,0.0039696847,1.3409090909090908,317253.8181818182,11700.285696983337,0.29848126,479938,75.48014950226599,60.43402227278473,0.0030652762,-140.5909090909091,-28.12763770170193,26.568181818181817,1.6590909090909092,77.45454545454545,39.56597772721526
0.0030250386,4395,0.0,0.0039647003,1.372093023255814,314725.20930232556,11840.33689069748,0.27601907,489840,74.90199166537579,63.05067137046812,0.0030250386,-145.6046511627907,-29.235783431215566,27.186046511627907,1.627906976744186,76.83720930232558,36.94932862953189
0.00383224,4436,0.0,0.0043279906,1.6829268292682926,314792.5853658537,11977.569653511047,0.3199983,499754,74.93200772113866,62.72631588014288,0.00383224,-144.73170731707316,-28.537932315969943,27.146341463414632,1.3170731707317074,76.85365853658537,37.273684119857094
0.005154831,4482,0.0,0.005310033,1.1956521739130435,313789.2173913043,12119.466719150543,0.27883622,509917,74.67349911626842,63.32451158924221,0.005154831,-146.15217391304347,-29.710765109420144,27.434782608695652,1.8043478260869565,76.6086956521739,36.675488410757794
0.00419929,4525,0.0,0.004725001,1.1162790697674418,313772.6511627907,12257.224821805954,0.2965299,519946,74.69899650936982,61.635650629612435,0.00419929,-141.90697674418604,-27.912261514286296,27.3953488372093,1.8837209302325582,76.6046511627907,38.364349370387544
0.0031885682,4567,0.0,0.0042187152,1.5,315099.4285714286,12393.46270442009,0.2633278,529986,74.98668046697995,60.95669270128883,0.0031885682,-140.71428571428572,-28.51563979523083,27.095238095238095,1.5,76.92857142857143,39.043307298711184
0.0052228016,4610,0.0,0.0056309113,1.558139534883721,315392.0,12533.432693958282,0.28841752,540000,75.03992383517263,64.31721592441694,0.0052228016,-148.67441860465115,-29.62323158068935,27.046511627906977,1.441860465116279,77.0,35.68278407558305
0.003844149,4654,0.0,0.0039737998,1.4545454545454546,314833.45454545453,12673.002370357513,0.30055538,549948,74.92774927429068,62.90911163547678,0.003844149,-144.95454545454547,-28.892987417056926,27.15909090909091,1.5454545454545454,76.86363636363636,37.09088836452321
0.0028931336,4696,0.0,0.0058081285,1.4761904761904763,313734.09523809527,12807.694776535034,0.2526253,559804,74.67381547031778,62.78351318107562,0.0028931336,-144.71428571428572,-28.428654896556314,27.428571428571427,1.5238095238095237,76.5952380952381,37.21648681892436
0.004594927,4738,0.0,0.0055691944,1.5952380952380953,317440.0,12943.110180854797,0.2761668,569795,75.48914660458,61.39274924014434,0.004594927,-143.07142857142858,-28.007263044297765,26.571428571428573,1.4047619047619047,77.5,38.60725075985566
0.003601945,4781,0.0,0.00480488,1.558139534883721,312724.83720930235,13079.871228456497,0.29206678,579985,74.4626027418574,60.8165408661821,0.003601945,-139.32558139534885,-28.182730602274077,27.651162790697676,1.441860465116279,76.34883720930233,39.183459133817905
0.0036276062,4825,0.0,0.004156603,1.0681818181818181,312785.45454545453,13216.77895975113,0.28670764,589803,74.46182075757551,61.03364465113955,0.0036276062,-139.9090909090909,-28.489630657855045,27.65909090909091,1.9318181818181819,76.36363636363636,38.96635534886043
0.003643906,4870,0.0,0.0043996377,0.9333333333333333,313662.5777777778,13357.830522060394,0.30803248,599826,74.6761627002014,58.23907576088505,0.003643906,-133.8,-27.50990134265315,27.42222222222222,2.066666666666667,76.57777777777778,41.76092423911494
0.002510081,4916,0.0,0.0044415486,0.8913043478260869,312898.7826086957,13498.440472364426,0.26765516,609933,74.45958148426388,60.15634371325621,0.002510081,-138.0,-27.66089030673427,27.67391304347826,2.108695652173913,76.3913043478261,39.84365628674377
0.0031739955,4960,0.0,0.005229656,1.1136363636363635,312226.9090909091,13636.683535575867,0.29601556,619885,74.33441538282143,59.46648075083544,0.0031739955,-136.1590909090909,-27.330964248231826,27.795454545454547,1.8863636363636365,76.22727272727273,40.53351924916455
0.004468468,5004,0.0,0.0063221585,1.2727272727272727,317719.2727272727,13774.190462350845,0.2676446,629856,75.59958732572325,63.17468553817267,0.004468468,-147.27272727272728,-29.376854143140555,26.431818181818183,1.7272727272727273,77.56818181818181,36.82531446182732
0.0032263265,5048,0.0,0.0042878552,1.2272727272727273,316043.63636363635,13910.968207359314,0.26321137,639881,75.22029255724752,60.87930107728415,0.0032263265,-141.13636363636363,-28.275554595503763,26.84090909090909,1.7727272727272727,77.1590909090909,39.120698922715825
0.003455483,5092,0.0,0.004246393,1.3636363636363635,314274.9090909091,14047.441808700562,0.28067058,649925,74.80107769620446,63.05991094422552,0.003455483,-145.36363636363637,-29.136417390194026,27.295454545454547,1.6363636363636365,76.72727272727273,36.94008905577447
0.0031921454,5135,0.0,0.0043590097,1.1627906976744187,314820.4651162791,14183.729058265686,0.2647739,659815,74.93933566889599,61.51392640585888,0.0031921454,-141.8372093023256,-28.09143027663525,27.13953488372093,1.8372093023255813,76.86046511627907,38.48607359414111
0.0036711793,5180,0.0,0.004618396,0.8444444444444444,314572.8,14325.456552743912,0.24916622,669852,74.86717815822587,63.05884023004798,0.0036711793,-145.46666666666667,-28.901903527397256,27.22222222222222,2.1555555555555554,76.8,36.94115976995201
0.004006721,5223,0.0,0.0055724164,1.4883720930232558,317392.37209302327,14462.566744089127,0.23423879,679861,75.5244626306452,62.642872089794636,0.004006721,-145.8139534883721,-29.22473198111917,26.511627906976745,1.5116279069767442,77.48837209302326,37.35712791020536
0.00401602,5267,0.0,0.004061167,1.4772727272727273,312413.0909090909,14602.778629541397,0.26771852,689956,74.37487764467018,62.724096882234285,0.00401602,-143.6590909090909,-28.909451311340682,27.75,1.5227272727272727,76.27272727272727,37.27590311776571
0.0048963623,5310,0.0,0.005621155,1.255813953488372,315106.23255813954,14742.625984668732,0.27544186,699945,74.98898583924996,62.31029080405326,0.0048963623,-143.7906976744186,-29.02633534549985,27.093023255813954,1.744186046511628,76.93023255813954,37.68970919594675
0.0037216705,5354,0.0,0.0048864745,1.0909090909090908,309527.2727272727,14883.21469116211,0.26779255,709739,73.7180896155981,60.04302038915143,0.0037216705,-136.1590909090909,-27.913148755932607,28.454545454545453,1.9090909090909092,75.56818181818181,39.95697961084857
0.0024862874,5399,0.0,0.0029718706,0.7333333333333333,312752.35555555555,15022.759024620056,0.24381192,719900,74.45221576582153,61.236067864329044,0.0024862874,-140.4,-27.895992855084486,27.666666666666668,2.2666666666666666,76.35555555555555,38.76393213567094
0.0037164693,5444,0.0,0.004095974,0.9333333333333333,318122.6666666667,15166.502365350723,0.2442464,729943,75.69149297491654,62.761555890265235,0.0037164693,-146.53333333333333,-29.517944062071066,26.333333333333332,2.066666666666667,77.66666666666667,37.238444109734765
0.0040508835,5489,0.0,0.0049407543,0.6,314845.86666666664,15309.633991718292,0.23213609,739768,74.93033791345752,62.6491173434197,0.0040508835,-144.53333333333333,-29.081450872700472,27.155555555555555,2.4,76.86666666666666,37.35088265658032
0.0032965902,5533,0.0,0.0036953066,1.2727272727272727,312320.0,15447.917362213135,0.263898,749804,74.3255336084141,60.745389205119174,0.0032965902,-139.1590909090909,-28.138823115917127,27.818181818181817,1.7272727272727273,76.25,39.25461079488082
0.0037891173,5578,0.0,0.0049044746,1.288888888888889,310931.9111111111,15587.137864589691,0.2819129,759891,74.02363639981441,61.151970013493894,0.0037891173,-139.46666666666667,-28.57380661631239,28.133333333333333,1.711111111111111,75.91111111111111,38.84802998650612
0.0049958783,5620,0.0,0.005268721,0.7619047619047619,312271.2380952381,15725.037987470627,0.25819686,769798,74.34127465210902,60.93280736820924,0.0049958783,-139.57142857142858,-27.37200808118223,27.785714285714285,2.238095238095238,76.23809523809524,39.06719263179077
0.00288606,5664,0.0,0.0040409523,0.6136363636363636,309154.9090909091,15863.537705898285,0.23699723,779848,73.63071628179915,61.7895546413232,0.00288606,-140.11363636363637,-27.588733299560033,28.545454545454547,2.3863636363636362,75.47727272727273,38.21044535867682
0.003217786,5708,0.0,0.0046669645,1.2272727272727273,311761.45454545453,16002.50967001915,0.26880637,789819,74.22814022823916,59.74768664038982,0.003217786,-136.4318181818182,-27.718390695190113,27.90909090909091,1.7727272727272727,76.11363636363636,40.25231335961018
0.003790999,5749,0.0,0.0044298503,1.3658536585365855,313493.85365853657,16138.257257699966,0.24368875,799728,74.61895706716972,59.60806654904119,0.003790999,-136.97560975609755,-26.7234370555428,27.48780487804878,1.6341463414634145,76.53658536585365,40.391933450958796
0.0031961608,5792,0.0,0.0045948476,1.697674418604651,313582.1395348837,16272.178060293198,0.2529273,809889,74.6577285509543,61.702888571177546,0.0031961608,-141.8372093023256,-27.66519779717871,27.441860465116278,1.302325581395349,76.55813953488372,38.29711142882247
0.0037544016,5834,0.0,0.0047217975,1.4047619047619047,316074.6666666667,16406.37508058548,0.23025888,819981,75.20773652486831,62.23778213278255,0.0037544016,-144.42857142857142,-27.913437293203703,26.857142857142858,1.5952380952380953,77.16666666666667,37.76221786721743
0.0054952814,5877,0.0,0.005732905,1.558139534883721,315677.76744186046,16541.941054821014,0.26290876,829776,75.13637990684336,59.95157192222089,0.0054952814,-138.7674418604651,-28.036693530722676,26.930232558139537,1.441860465116279,77.06976744186046,40.04842807777909
0.0032095881,5921,0.0,0.0035943578,1.2045454545454546,313064.7272727273,16678.851754188538,0.2740471,839852,74.52405909592868,59.04157277010432,0.0032095881,-135.20454545454547,-27.081090899925414,27.59090909090909,1.7954545454545454,76.43181818181819,40.95842722989569
0.0038407603,5964,0.0,0.0045132963,1.1627906976744187,309962.4186046512,16817.826549768448,0.26119494,849804,73.80131413103727,60.79891054952363,0.0038407603,-138.06976744186048,-27.60832246939052,28.372093023255815,1.8372093023255813,75.67441860465117,39.20108945047635
0.0040473244,6008,0.0,0.0060984376,1.4772727272727273,312040.7272727273,16958.194890737534,0.24236393,859848,74.28972939502681,59.904454348919174,0.0040473244,-137.25,-27.529423313969,27.84090909090909,1.5227272727272727,76.18181818181819,40.09554565108085
0.0042980984,6051,0.0,0.0053361277,1.7674418604651163,316630.32558139536,17090.707416057587,0.24229258,869848,75.3233057895412,61.2826937872288,0.0042980984,-142.04651162790697,-27.87092364021081,26.74418604651163,1.2325581395348837,77.30232558139535,38.7173062127712
0.0032130126,6095,0.0,0.0033711516,1.2045454545454546,315112.7272727273,17226.957485198975,0.27026212,879979,75.00691718001025,58.215389676673524,0.0032130126,-134.52272727272728,-27.263252541571322,27.068181818181817,1.7954545454545454,76.93181818181819,41.78461032332648
0.0032749677,6139,0.0,0.0044680377,1.2272727272727273,315764.36363636365,17363.881850004196,0.24784277,889805,75.15690422355864,58.5669214668048,0.0032749677,-135.61363636363637,-27.44959060127889,26.90909090909091,1.7727272727272727,77.0909090909091,41.433078533195186
0.004083141,6182,0.0,0.0050168345,1.2093023255813953,309581.3953488372,17499.121235132217,0.28676355,899818,73.69755835135412,59.28170690515316,0.004083141,-134.65116279069767,-26.683181624984563,28.488372093023255,1.7906976744186047,75.5813953488372,40.71829309484687
0.0033792276,6226,0.0,0.004590433,0.8863636363636364,313995.63636363635,17632.35342144966,0.2839052,909874,74.73645799737845,59.445124265945125,0.0033792276,-136.9090909090909,-27.279624107750077,27.363636363636363,2.1136363636363638,76.6590909090909,40.55487573405485
0.0036965043,6271,0.0,0.005111414,0.9333333333333333,313844.6222222222,17769.582109689713,0.23894313,919995,74.68750179940177,60.54769909379775,0.0036965043,-139.4,-27.630869697795138,27.42222222222222,2.066666666666667,76.62222222222222,39.45230090620225
0.0046379925,6315,0.0,0.005680238,1.1818181818181819,311016.7272727273,17907.394994735718,0.2852897,929951,74.04318353761545,57.416099061234036,0.0046379925,-130.97727272727272,-26.93525365572067,28.113636363636363,1.8181818181818181,75.93181818181819,42.58390093876597
0.0045242505,6358,0.0,0.005578016,1.3488372093023255,311677.0232558139,18040.155688762665,0.27764904,939979,74.19222142668137,59.508913153670754,0.0045242505,-135.90697674418604,-27.01257888909126,27.953488372093023,1.6511627906976745,76.09302325581395,40.49108684632924
0.0057708435,6401,0.0,0.005605767,1.0930232558139534,313105.8604651163,18176.160116910934,0.28924298,949953,74.53091318555052,61.87088673666196,0.0057708435,-142.1860465116279,-28.274730265948953,27.58139534883721,1.9069767441860466,76.44186046511628,38.12911326333804
0.0036748657,6445,0.0,0.004542666,0.8636363636363636,318184.7272727273,18313.61959028244,0.24563727,959925,75.70563123384703,63.674725676407995,0.0036748657,-148.8409090909091,-29.344480289968132,26.318181818181817,2.1363636363636362,77.68181818181819,36.32527432359199
0.003128069,6489,0.0,0.004921816,0.7727272727272727,313623.2727272727,18452.134474754333,0.25820258,969923,74.62184507843817,60.679370407955616,0.003128069,-139.63636363636363,-27.679198471371954,27.5,2.227272727272727,76.56818181818181,39.32062959204438
0.004086156,6530,0.0,0.0041345316,1.2195121951219512,315691.7073170732,18585.737041711807,0.26353157,979738,75.13892181703844,62.44886966727002,0.004086156,-144.58536585365854,-28.456295237840706,26.926829268292682,1.7804878048780488,77.07317073170732,37.55113033272997
0.0036620798,6576,0.0,0.0049125385,0.6521739130434783,312720.6956521739,18725.291424274445,0.23988314,989846,74.44629496917743,60.44850498141522,0.0036620798,-138.58695652173913,-27.946714968375662,27.67391304347826,2.347826086956522,76.34782608695652,39.551495018584774
0.0031205541,6621,0.0,0.004605455,1.2,313025.4222222222,18864.727850675583,0.2567444,999896,74.50202631664827,57.35031866972334,0.0031205541,-131.46666666666667,-26.744518557403744,27.622222222222224,1.8,76.42222222222222,42.64968133027664
0.0038330236,6666,0.0,0.005743357,1.0222222222222221,315118.93333333335,19004.590261936188,0.2222694,1009823,75.00778161889863,61.63942721339319,0.0038330236,-142.66666666666666,-28.730719471997947,27.066666666666666,1.9777777777777779,76.93333333333334,38.36057278660682
0.004612554,6710,0.0,0.0052394937,1.3636363636363635,314926.54545454547,19143.016459703445,0.25041816,1019883,74.93206763463238,59.658689865539515,0.004612554,-137.86363636363637,-27.870909617952794,27.15909090909091,1.6363636363636365,76.88636363636364,40.34131013446048
0.004007821,6756,0.0,0.0050320355,1.3695652173913044,313433.04347826086,19285.914798259735,0.2463684,1029977,74.62164844272218,60.37292320544851,0.004007821,-138.84782608695653,-28.222893049062687,27.47826086956522,1.6304347826086956,76.52173913043478,39.627076794551506
0.003665211,6800,0.0,0.0042233155,1.6363636363636365,312599.2727272727,19422.149054527283,0.23111373,1039949,74.43151252094717,59.220670343443956,0.003665211,-135.8181818181818,-27.32407534035749,27.681818181818183,1.3636363636363635,76.31818181818181,40.77932965655605
0.004598711,6842,0.0,0.0058369557,2.0,309540.5714285714,19560.345604658127,0.23508441,1049907,73.73461640321754,58.964032005234124,0.004598711,-133.78571428571428,-26.64123033031957,28.428571428571427,1.0,75.57142857142857,41.03596799476588
0.002975895,6886,0.0,0.004134874,1.4545454545454546,311854.54545454547,19700.270337581635,0.22391209,1059788,74.18969980666748,60.50562593553925,0.002975895,-138.27272727272728,-27.990863905332798,27.977272727272727,1.5454545454545454,76.13636363636364,39.49437406446072
0.0041416707,6930,0.0,0.0046337857,1.8409090909090908,316229.8181818182,19835.137610912323,0.2401792,1069781,75.26347009484344,61.12125651334381,0.0041416707,-141.47727272727272,-29.108311406194296,26.795454545454547,1.1590909090909092,77.20454545454545,38.878743486656184
0.005056892,6974,0.0,0.004297529,1.6590909090909092,315578.1818181818,19973.940166950226,0.26366666,1079993,75.11323392605487,59.472128527770884,0.005056892,-137.45454545454547,-27.9170933566801,26.954545454545453,1.3409090909090908,77.04545454545455,40.527871472229094
0.004394155,7018,0.0,0.0053887595,1.1136363636363635,316229.8181818182,20111.772639989853,0.23351835,1089835,75.25880439284384,62.3229932158734,0.004394155,-144.61363636363637,-28.9439899826972,26.795454545454547,1.8863636363636365,77.20454545454545,37.6770067841266
0.003932901,7062,0.0,0.0042691818,1.0,310551.2727272727,20253.915779829025,0.23905201,1099920,73.94776647929444,61.111224026722496,0.003932901,-139.22727272727272,-28.11345052148563,28.204545454545453,2.0,75.81818181818181,38.888775973277504
