TimestepsSoFar,MpbtN,Tmc,entropy,Tbt,AttC,TtR,MtR,EpisodesSoFar,AttNC,Tmt,entloss,meankl,MpbtA,Ptt,TimeElapsed,optimgain,surrgain
719913,26.875345890963242,46.06349206349206,0.3708495,241794.03174603175,7.126984126984127,-159.84126984126985,-10.895064509486858,6232,2.873015873015873,59.03174603174603,0.0,0.0048634005,73.12465410903674,57.534183773617286,26717.286738872528,0.0019069803,0.0019069803
729946,22.58834816984988,47.317460317460316,0.3063311,236657.77777777778,4.507936507936508,-130.31746031746033,-9.181130877179687,6295,5.492063492063492,57.77777777777778,0.0,0.006426327,77.41165183015009,56.35116366135596,27058.595963954926,0.0016210879,0.0016210879
739910,24.057117215118488,46.98412698412698,0.35096782,238088.12698412698,4.428571428571429,-139.36507936507937,-10.368298534594825,6358,5.571428571428571,58.12698412698413,0.0,0.0059543285,75.94288278488149,56.674624705318934,27402.11439180374,0.002191287,0.002191287
749932,24.032269215548475,47.507936507936506,0.38864383,235682.53968253967,5.095238095238095,-137.93650793650792,-9.915592121661051,6421,4.904761904761905,57.53968253968254,0.0,0.0073555824,75.96773078445152,56.15023798932776,27757.03550553322,0.0023349794,0.0023349794
759926,27.124896572721152,44.95161290322581,0.39310294,246090.32258064515,7.790322580645161,-164.19354838709677,-10.868003418296803,6483,2.2096774193548385,60.08064516129032,0.0,0.004106649,72.87510342727884,58.554039376366426,28107.720490694046,0.0016430881,0.0016430881
769976,25.939673342492114,47.01587301587302,0.35672507,237828.0634920635,6.9523809523809526,-152.6984126984127,-10.245623923465626,6546,3.0476190476190474,58.06349206349206,0.0,0.0051658177,74.06032665750787,56.63155517947703,28461.1797914505,0.0017902686,0.0017902686
779971,23.701124269487327,47.32258064516129,0.3467258,236841.29032258064,6.241935483870968,-137.25806451612902,-9.658489375332408,6608,3.7580645161290325,57.82258064516129,0.0,0.0040077157,76.29887573051266,56.368796435422325,28807.013882160187,0.0014563941,0.0014563941
789921,23.42819614723321,46.82539682539682,0.3429824,238673.26984126985,6.238095238095238,-137.3015873015873,-9.79668671236398,6671,3.761904761904762,58.26984126984127,0.0,0.004060127,76.57180385276678,56.8162911533737,29160.11131834984,0.0014076317,0.0014076317
799925,22.33225855037291,47.95238095238095,0.3375074,234122.15873015873,6.079365079365079,-128.25396825396825,-9.221354409792252,6734,3.9206349206349205,57.15873015873016,0.0,0.0050890124,77.66774144962707,55.75676758956756,29522.28910279274,0.0016513324,0.0016513324
809903,22.389449686006405,47.296875,0.33606225,236800.0,5.03125,-129.84375,-9.381910861712585,6798,4.96875,57.8125,0.0,0.0048915255,77.6105503139936,56.37631002352473,29867.709267616272,0.0028883424,0.0028883424
819919,23.858699166113475,47.58461538461538,0.3530107,235677.53846153847,5.184615384615385,-137.23076923076923,-9.852433641111412,6863,4.815384615384615,57.53846153846154,0.0,0.0050832015,76.14130083388655,56.11336659610345,30226.18647146225,0.002338252,0.002338252
829890,25.27645907268343,46.58461538461538,0.34141567,239773.53846153847,7.2615384615384615,-149.23076923076923,-10.184728479284951,6928,2.7384615384615385,58.53846153846154,0.0,0.0037737293,74.72354092731658,57.05587597506132,30566.62846660614,0.0015032853,0.0015032853
839861,22.443699572867242,49.13846153846154,0.35630327,229502.03076923077,6.123076923076923,-125.07692307692308,-9.101816910980357,6993,3.876923076923077,56.03076923076923,0.0,0.00633865,77.55630042713274,54.66443367114825,30916.81466984749,0.003061487,0.003061487
849923,28.287882843851072,45.609375,0.39739126,243584.0,7.984375,-169.53125,-10.934187880908821,7057,2.015625,59.46875,0.0,0.006131997,71.71211715614895,57.954914940891,31243.98387002945,0.002046442,0.002046442
859865,25.78882014485642,45.67741935483871,0.36351568,243183.48387096773,7.790322580645161,-153.5483870967742,-10.489740415831198,7119,2.2096774193548385,59.37096774193548,0.0,0.0046553677,74.2111798551436,57.878664463327645,31590.16583943367,0.001879696,0.001879696
869993,25.646159085967454,47.96875,0.33410975,234240.0,6.359375,-147.34375,-10.53457632985042,7183,3.640625,57.1875,0.0,0.0066075013,74.35384091403252,55.76563570700107,31904.024012327194,0.0019373981,0.0019373981
879869,26.19744229866657,46.714285714285715,0.32451156,239063.3650793651,7.412698412698413,-153.96825396825398,-10.942343820837635,7246,2.5873015873015874,58.36507936507937,0.0,0.005174092,73.80255770133341,56.91208558987794,32228.130819797516,0.0020807947,0.0020807947
889881,24.12784676330707,48.46031746031746,0.35586226,232171.68253968254,6.5396825396825395,-136.82539682539684,-10.128374832607443,7309,3.4603174603174605,56.682539682539684,0.0,0.0068641016,75.87215323669291,55.29209972506554,32544.430666446686,0.002691942,0.002691942
899887,25.373914983683335,46.25806451612903,0.3477095,240937.29032258064,7.32258064516129,-150.6451612903226,-10.499285811929612,7371,2.6774193548387095,58.82258064516129,0.0,0.0041739703,74.62608501631667,57.3420896455381,32863.29943919182,0.0018098074,0.0018098074
909868,24.453509938987516,47.476190476190474,0.34115633,236202.66666666666,6.587301587301587,-142.06349206349208,-10.244397751925126,7434,3.4126984126984126,57.666666666666664,0.0,0.00525825,75.54649006101248,56.22304796664291,33198.05618810654,0.0020063422,0.0020063422
919880,23.764518016977938,47.90625,0.32274953,234240.0,6.875,-135.9375,-9.70064666307979,7498,3.125,57.1875,0.0,0.005089281,76.23548198302207,55.794279935026964,33528.78837108612,0.0015898279,0.0015898279
929960,23.634274029088598,47.52307692307692,0.35176238,235677.53846153847,6.2,-135.84615384615384,-10.153114021468513,7563,3.8,57.53846153846154,0.0,0.005795707,76.36572597091141,56.14292795017888,33874.93115186691,0.0025515417,0.0025515417
939942,22.511202117581878,47.109375,0.37130192,237760.0,6.015625,-131.09375,-9.54926155316783,7627,3.984375,58.046875,0.0,0.0060619246,77.48879788241811,56.57593677380516,34213.94259476662,0.001697555,0.001697555
949829,24.17837691947172,46.83870967741935,0.3619186,238360.7741935484,7.096774193548387,-141.4516129032258,-9.719162695982583,7689,2.903225806451613,58.193548387096776,0.0,0.0035025226,75.82162308052828,56.7741633030919,34552.442638874054,0.0014566679,0.0014566679
959886,25.01445917990534,46.645161290322584,0.35619032,239351.74193548388,6.82258064516129,-146.4516129032258,-10.137649354625754,7751,3.1774193548387095,58.435483870967744,0.0,0.0051102275,74.98554082009464,56.97940073508191,34891.18126702309,0.0025171726,0.0025171726
969902,24.600563550088154,45.93650793650794,0.3386124,242184.12698412698,7.523809523809524,-147.46031746031747,-10.011647077585145,7814,2.4761904761904763,59.12698412698413,0.0,0.005192478,75.39943644991185,57.63994379520257,35237.25848174095,0.0016731805,0.0016731805
979855,22.671821100051655,47.96825396825397,0.32909694,233992.12698412698,5.396825396825397,-129.36507936507937,-9.352351333200275,7877,4.603174603174603,57.12698412698413,0.0,0.0041541606,77.32817889994836,55.73536044295264,35582.93393421173,0.0016682809,0.0016682809
989827,24.31228558905718,47.88709677419355,0.34948218,234330.83870967742,6.145161290322581,-139.83870967741936,-10.103614652303845,7939,3.8548387096774195,57.20967741935484,0.0,0.0049150456,75.6877144109428,55.81297715705337,35930.88059782982,0.0023211315,0.0023211315
999968,21.946805612306648,46.492063492063494,0.32601395,239843.55555555556,6.126984126984127,-129.20634920634922,-9.189865733238936,8002,3.873015873015873,58.55555555555556,0.0,0.0055830353,78.05319438769338,57.10810439673463,36272.17879462242,0.0021567864,0.0021567864
1009975,23.219787584842,48.8125,0.3569418,230848.0,5.546875,-130.46875,-9.567586965811278,8066,4.453125,56.359375,0.0,0.004404859,76.78021241515799,54.97475047180609,36605.822278022766,0.0019321741,0.0019321741
1019966,22.322056977499685,46.806451612903224,0.35762167,238691.09677419355,6.096774193548387,-130.32258064516128,-9.251108551377456,8128,3.903225806451613,58.274193548387096,0.0,0.00547841,77.67794302250032,56.827073793720835,36922.786334991455,0.0019038027,0.0019038027
1029886,23.788497184720516,48.40625,0.34115785,232384.0,7.25,-134.375,-9.746786179163946,8192,2.75,56.734375,0.0,0.004425027,76.21150281527949,55.343157315385966,37227.583021879196,0.0021579077,0.0021579077
1039860,21.494346889284294,47.3125,0.34414697,236736.0,4.6875,-123.75,-9.170101057849132,8256,5.3125,57.796875,0.0,0.0052326084,78.50565311071568,56.36371667458262,37549.87177681923,0.0019899076,0.0019899076
1049968,24.91493350460632,44.90163934426229,0.3823163,246431.47540983607,6.590163934426229,-151.31147540983608,-10.136418413859476,8317,3.4098360655737703,60.16393442622951,0.0,0.0062764375,75.08506649539366,58.616474446066746,37899.327815532684,0.0023117599,0.0023117599
1059882,23.462767662408982,46.828125,0.36002773,238848.0,6.078125,-137.5,-9.783305201960783,8381,3.921875,58.3125,0.0,0.0059735277,76.53723233759099,56.83493283825335,38251.02716970444,0.0026964212,0.0026964212
