MtR,TimeElapsed,AttNC,MpbtA,TimestepsSoFar,Tbt,MpbtN,optimgain,Tmc,surrgain,Tmt,EpisodesSoFar,meankl,Ptt,TtR,entloss,AttC,entropy
-30.859917478912408,9506.669157028198,0.7441860465116279,32.09224235942504,369809,321583.62790697673,67.90775764057497,0.005152526,25.488372093023255,0.005152526,78.51162790697674,3947,0.0039938223,76.48068243086992,-159.97674418604652,0.0,2.255813953488372,0.40025184
-31.171521502829663,9624.524666070938,0.7111111111111111,32.014400607540615,379830,324585.2444444444,67.98559939245939,0.005051705,24.755555555555556,0.005051705,79.24444444444444,3992,0.0031748144,77.16556377975633,-161.53333333333333,0.0,2.2888888888888888,0.40315157
-30.794296732282177,9745.570957183838,0.6595744680851063,33.78542729294549,389925,321143.829787234,66.21457270705451,0.0056249094,25.617021276595743,0.0056249094,78.40425531914893,4039,0.0039842376,76.36578905510085,-155.87234042553192,0.0,2.3404255319148937,0.37740794
-30.194330332546517,9864.871297359467,0.6818181818181818,34.762032641246314,399916,321163.63636363635,65.23796735875369,0.0055009765,25.59090909090909,0.0055009765,78.4090909090909,4083,0.0041792733,76.3865001414701,-153.61363636363637,0.0,2.3181818181818183,0.39820853
-30.140581124443326,9980.648783922195,0.6744186046511628,33.78417207074127,409784,321583.62790697673,66.21582792925871,0.0054571126,25.488372093023255,0.0054571126,78.51162790697674,4126,0.003935638,76.48008905080052,-156.2093023255814,0.0,2.3255813953488373,0.40585276
-30.720930223459522,10099.7880859375,0.4888888888888889,32.413777926423414,419873,321399.4666666667,67.58622207357658,0.005753372,25.533333333333335,0.005753372,78.46666666666667,4171,0.0041893814,76.43852957663685,-159.26666666666668,0.0,2.511111111111111,0.40055537
-32.02263170139678,10223.144123077393,0.5,31.97765427883476,429813,323157.3333333333,68.02234572116524,0.005657849,25.104166666666668,0.005657849,78.89583333333333,4219,0.004052822,76.84000728298014,-161.0625,0.0,2.5,0.38099736
-29.027576390230855,10333.029675722122,0.7906976744186046,36.18237150156856,439914,317582.88372093026,63.817628498431446,0.0050677834,26.46511627906977,0.0050677834,77.53488372093024,4262,0.0044227466,75.56820198948274,-148.53488372093022,0.0,2.2093023255813953,0.40452912
-32.39553954505235,10453.429847240448,0.6382978723404256,31.158334455669877,449956,323845.44680851063,68.84166554433013,0.0049385987,24.93617021276596,0.0049385987,79.06382978723404,4309,0.0038550033,76.99733434632935,-163.27659574468086,0.0,2.3617021276595747,0.38479778
-31.220972310563614,10571.472139835358,0.7906976744186046,32.28772638297616,459962,321297.8604651163,67.71227361702385,0.005178137,25.558139534883722,0.005178137,78.44186046511628,4352,0.003471283,76.41361914901861,-159.41860465116278,0.0,2.2093023255813953,0.4181881
-29.988369775500747,10685.081257343292,0.75,34.966994333393274,469932,322001.45454545453,65.03300566660673,0.004690197,25.386363636363637,0.004690197,78.61363636363636,4396,0.003261591,76.57710961735438,-153.4090909090909,0.0,2.25,0.4194034
-31.417076893549574,10807.023467540741,0.4666666666666667,30.59803959217493,479957,322855.8222222222,69.40196040782507,0.0062487964,25.177777777777777,0.0062487964,78.82222222222222,4441,0.0036983085,76.76949803188089,-164.4,0.0,2.533333333333333,0.42305282
-30.72068822651547,10926.95022034645,0.5454545454545454,31.291059740382863,489859,316602.1818181818,68.70894025961711,0.0061405934,26.704545454545453,0.0061405934,77.29545454545455,4485,0.0040918477,75.34411695011771,-159.47727272727272,0.0,2.4545454545454546,0.40487102
-31.52176581110222,11044.036966562271,0.5333333333333333,31.692945498367727,499832,322855.8222222222,68.30705450163228,0.0077751223,25.177777777777777,0.0077751223,78.82222222222222,4530,0.004325475,76.76908580085538,-161.6,0.0,2.466666666666667,0.40542322
-30.03999469706635,11160.914274454117,0.6976744186046512,32.513861282669346,509846,318630.6976744186,67.48613871733066,0.0055307657,26.209302325581394,0.0055307657,77.79069767441861,4573,0.0035148817,75.80615970180355,-157.67441860465115,0.0,2.302325581395349,0.39493704
-31.035387859400057,11279.598456859589,0.7777777777777778,32.57440823388686,519942,323037.86666666664,67.42559176611313,0.005786632,25.133333333333333,0.005786632,78.86666666666666,4618,0.0040709944,76.81218025733659,-159.53333333333333,0.0,2.2222222222222223,0.39418456
-30.46762280098884,11393.795201539993,0.75,32.82949097631525,529977,320325.8181818182,67.17050902368474,0.0057968087,25.795454545454547,0.0057968087,78.20454545454545,4662,0.0041835634,76.19287805242001,-157.5681818181818,0.0,2.25,0.3893868
-30.52722194536463,11508.083281993866,0.9302325581395349,32.97076797961518,539947,321012.0930232558,67.02923202038481,0.005886623,25.627906976744185,0.005886623,78.37209302325581,4705,0.0038667866,76.35129913817883,-157.67441860465115,0.0,2.0697674418604652,0.40048862
-30.092504258482844,11621.241928100586,0.975609756097561,33.94990766267344,549816,322984.5853658537,66.05009233732656,0.006530497,25.146341463414632,0.006530497,78.85365853658537,4746,0.0037842211,76.79817842567877,-156.5121951219512,0.0,2.024390243902439,0.40436387
-30.919140816296316,11733.972138404846,0.7441860465116279,33.122358726151695,559734,326632.18604651163,66.8776412738483,0.0061899093,24.25581395348837,0.0061899093,79.74418604651163,4789,0.0040364647,77.630299263308,-160.1860465116279,0.0,2.255813953488372,0.39849856
-29.058190765587895,11850.563497781754,0.8409090909090909,36.10734152314745,569877,318929.45454545453,63.89265847685254,0.0049630646,26.136363636363637,0.0049630646,77.86363636363636,4833,0.0034305959,75.87567545692349,-149.45454545454547,0.0,2.159090909090909,0.36655927
-30.18884400435944,11965.86034321785,1.2272727272727273,35.0497563189205,579836,321815.2727272727,64.9502436810795,0.0059107016,25.431818181818183,0.0059107016,78.56818181818181,4877,0.0039924458,76.5367636137722,-153.13636363636363,0.0,1.7727272727272727,0.37028146
-28.673617463921186,12080.112116575241,0.8863636363636364,37.30501821639113,589926,317719.2727272727,62.69498178360888,0.004725001,26.454545454545453,0.004725001,77.56818181818181,4921,0.0035909892,75.5856743856971,-146.11363636363637,0.0,2.1136363636363638,0.35220188
-29.142031839901254,12196.547195672989,1.0,36.47894773140162,599907,319773.76744186046,63.52105226859835,0.005716737,25.930232558139537,0.005716737,78.06976744186046,4964,0.0040396275,76.06894884939909,-149.02325581395348,0.0,2.0,0.38616484
-29.3882069750141,12309.88850069046,1.2142857142857142,35.188739677216056,609799,318122.6666666667,64.81126032278394,0.0060127736,26.357142857142858,0.0060127736,77.66666666666667,5006,0.0040095826,75.67706707656129,-151.14285714285714,0.0,1.7857142857142858,0.3878905
-30.116185247468117,12429.366422653198,0.9565217391304348,35.887515486478584,619933,320289.39130434784,64.1124845135214,0.004636032,25.82608695652174,0.004636032,78.19565217391305,5052,0.0029685055,76.1738001835341,-150.58695652173913,0.0,2.0434782608695654,0.38832656
-28.895525311294207,12541.776774168015,0.9761904761904762,36.062095245032495,629826,316757.3333333333,63.93790475496749,0.004972657,26.69047619047619,0.004972657,77.33333333333333,5094,0.003499282,75.36442111355599,-148.64285714285714,0.0,2.0238095238095237,0.38704944
-29.60661601891936,12664.788567304611,0.8260869565217391,34.77108683209574,639858,316015.3043478261,65.22891316790427,0.006284205,26.869565217391305,0.006284205,77.15217391304348,5140,0.004612119,75.19638499881981,-151.1086956521739,0.0,2.1739130434782608,0.3831271
-29.583953956926408,12781.750927448273,1.0909090909090908,36.06830610532788,649833,319767.2727272727,63.93169389467214,0.005304195,25.931818181818183,0.005304195,78.06818181818181,5184,0.0038197108,76.06743801548136,-150.0,0.0,1.9090909090909092,0.37426785
-29.423903144672824,12899.421023607254,0.8222222222222222,35.287934012570325,659863,319032.8888888889,64.71206598742967,0.0057067703,26.133333333333333,0.0057067703,77.88888888888889,5229,0.0040298686,75.88432303378548,-151.53333333333333,0.0,2.1777777777777776,0.355292
-29.615512201927984,13016.350665569305,0.8888888888888888,36.525013973346354,669915,318213.68888888886,63.47498602665365,0.005464806,26.31111111111111,0.005464806,77.68888888888888,5274,0.0037364452,75.71448177810319,-148.06666666666666,0.0,2.111111111111111,0.3723166
-29.688556612227416,13134.480407953262,0.9555555555555556,37.216106820657224,679970,319032.8888888889,62.78389317934278,0.006465645,26.11111111111111,0.006465645,77.88888888888889,5319,0.0051727584,75.9002004349091,-146.93333333333334,0.0,2.0444444444444443,0.3647543
-29.315275527757052,13252.482974529266,1.1428571428571428,35.31389115487909,689844,313344.0,64.68610884512093,0.0058157737,27.571428571428573,0.0058157737,76.5,5361,0.0042857965,74.5545387691533,-148.57142857142858,0.0,1.8571428571428572,0.373253
-29.194748994784376,13369.561698198318,1.1363636363636365,36.883686438452116,699812,318650.1818181818,63.11631356154789,0.00402323,26.204545454545453,0.00402323,77.79545454545455,5405,0.0029641413,75.81351752166243,-147.47727272727272,0.0,1.8636363636363635,0.34590906
-29.55148294010977,13486.334950208664,1.0232558139534884,35.45075928560619,709835,318059.16279069765,64.5492407143938,0.0045265746,26.348837209302324,0.0045265746,77.65116279069767,5448,0.0035669156,75.67662252943337,-150.62790697674419,0.0,1.9767441860465116,0.36349317
-28.1974499830293,13600.467285871506,1.2954545454545454,39.4604402302992,719909,316322.9090909091,60.53955976970079,0.00621638,26.795454545454547,0.00621638,77.22727272727273,5492,0.005620569,75.26861033140842,-140.38636363636363,0.0,1.7045454545454546,0.3704894
-30.01954839216893,13718.188302278519,1.1111111111111112,36.35464343246611,729891,319396.97777777776,63.645356567533874,0.00529539,26.044444444444444,0.00529539,77.97777777777777,5537,0.0042094355,75.96976017485831,-149.13333333333333,0.0,1.8888888888888888,0.3609389
-28.7464188963695,13836.301826953888,0.9545454545454546,37.264225584196836,739941,316788.36363636365,62.735774415803164,0.005894335,26.681818181818183,0.005894335,77.3409090909091,5581,0.005024588,75.37299633824888,-145.9090909090909,0.0,2.0454545454545454,0.35882422
-31.18712533518244,13952.481838464737,1.0930232558139534,32.397934946956234,749949,317106.6046511628,67.60206505304376,0.0051489356,26.58139534883721,0.0051489356,77.4186046511628,5624,0.0034693072,75.46090293640341,-157.11627906976744,0.0,1.9069767441860466,0.3661722
-28.312698914231287,14068.575380563736,1.2619047619047619,38.690062518878754,759883,316757.3333333333,61.30993748112126,0.004591863,26.666666666666668,0.004591863,77.33333333333333,5666,0.0038035524,75.38015210139758,-142.42857142857142,0.0,1.7380952380952381,0.35292286
-28.163857905840658,14184.368013620377,1.4523809523809523,38.526234374963416,769845,315977.14285714284,61.47376562503657,0.005741984,26.857142857142858,0.005741984,77.14285714285714,5708,0.0043293578,75.20412335762417,-142.42857142857142,0.0,1.5476190476190477,0.3354386
-29.505020956137773,14299.803716659546,1.302325581395349,35.98126236732121,779931,319392.74418604653,64.0187376326788,0.0057033673,26.023255813953487,0.0057033673,77.97674418604652,5751,0.00434454,75.98376668602228,-149.7906976744186,0.0,1.697674418604651,0.35975632
-28.24473581084249,14411.856427907944,1.1395348837209303,38.0627507330057,789917,315773.0232558139,61.93724926699429,0.005010236,26.906976744186046,0.005010236,77.09302325581395,5794,0.0044318056,75.15765092500621,-143.4418604651163,0.0,1.8604651162790697,0.36552605
-28.640781235412913,14528.14208316803,1.2790697674418605,37.29496262287019,799847,314820.4651162791,62.7050373771298,0.0049532177,27.162790697674417,0.0049532177,76.86046511627907,5837,0.003350517,74.92384425462954,-144.62790697674419,0.0,1.7209302325581395,0.34856716
-29.54865894212387,14647.098652124405,1.1777777777777778,36.61404736296828,809875,319579.02222222224,63.385952637031714,0.0053422917,26.0,0.0053422917,78.02222222222223,5882,0.00374047,76.0109381465327,-148.53333333333333,0.0,1.8222222222222222,0.34480566
-30.228703208794297,14762.691444635391,1.3095238095238095,34.787568176378464,819889,319585.5238095238,65.21243182362153,0.006218685,25.976190476190474,0.006218685,78.02380952380952,5924,0.004947752,76.0247938631401,-152.92857142857142,0.0,1.6904761904761905,0.36384872
-29.794986318769148,14882.356571674347,0.9302325581395349,34.03396012136958,829791,318916.4651162791,65.9660398786304,0.006022805,26.13953488372093,0.006022805,77.86046511627907,5967,0.0047573047,75.87289077044994,-154.32558139534885,0.0,2.0697674418604652,0.34616715
-29.36581949432144,14996.004961013794,1.0465116279069768,36.47507001939633,839787,317678.1395348837,63.5249299806037,0.0058638607,26.441860465116278,0.0058638607,77.55813953488372,6010,0.0043121013,75.59055464727385,-148.04651162790697,0.0,1.9534883720930232,0.3552543
-29.859441785300024,15115.240291833878,0.8636363636363636,34.052361464398956,849937,317160.7272727273,65.94763853560104,0.00592761,26.568181818181817,0.00592761,77.43181818181819,6054,0.004469951,75.47129805714148,-153.47727272727272,0.0,2.1363636363636362,0.33642262
-27.995769437375635,15228.308012485504,1.1904761904761905,38.342892898148826,859757,315489.5238095238,61.65710710185117,0.006531173,26.976190476190474,0.006531173,77.02380952380952,6096,0.004787664,75.09193567516759,-142.64285714285714,0.0,1.8095238095238095,0.3559534
-26.797091508996722,15341.686248540878,0.9512195121951219,38.46648401924343,869882,311895.4146341463,61.533515980756576,0.0068911077,27.878048780487806,0.0068911077,76.14634146341463,6137,0.005525732,74.25490629809963,-140.70731707317074,0.0,2.048780487804878,0.3512544
-29.186621777533485,15455.006499767303,0.9761904761904762,34.62025023086113,879963,316854.85714285716,65.37974976913885,0.0069298665,26.642857142857142,0.0069298665,77.35714285714286,6179,0.0049928264,75.40386654069519,-152.0,0.0,2.0238095238095237,0.3718208
-30.371312215201193,15574.738563776016,1.302325581395349,33.85689228861968,889739,318535.4418604651,66.14310771138032,0.005000883,26.232558139534884,0.005000883,77.76744186046511,6222,0.004169118,75.78484905760344,-154.46511627906978,0.0,1.697674418604651,0.34111956
-29.721466817583295,15697.578506469727,0.8695652173913043,35.12946118820211,899803,317261.9130434783,64.87053881179791,0.004741519,26.565217391304348,0.004741519,77.45652173913044,6268,0.004147446,75.48180404709811,-150.7173913043478,0.0,2.130434782608696,0.34630644
-29.777417522424226,15814.464154958725,0.9111111111111111,35.070361490641105,909922,315574.0444444445,64.92963850935891,0.0058872537,26.977777777777778,0.0058872537,77.04444444444445,6313,0.004607012,75.09649816093001,-150.26666666666668,0.0,2.088888888888889,0.35712716
-29.094132624380045,15933.511763095856,1.0465116279069768,36.954429045656404,919810,313391.62790697673,63.04557095434361,0.0048413537,27.488372093023255,0.0048413537,76.51162790697674,6356,0.0044906912,74.61235556045875,-144.97674418604652,0.0,1.9534883720930232,0.326511
-29.04471244020733,16048.63403391838,1.186046511627907,36.20486971474705,929883,313296.37209302327,63.79513028525295,0.0060824538,27.511627906976745,0.0060824538,76.48837209302326,6399,0.0050372183,74.59145671651903,-146.4418604651163,0.0,1.813953488372093,0.33633777
-29.674823824176304,16165.582348108292,1.1590909090909092,34.110525006499884,939960,316416.0,65.88947499350012,0.0064410656,26.75,0.0064410656,77.25,6443,0.004713645,75.30399151577649,-152.79545454545453,0.0,1.8409090909090908,0.32948568
-27.674017492205177,16279.81552195549,1.1428571428571428,37.670137248559456,949926,313636.5714285714,62.32986275144053,0.005384351,27.428571428571427,0.005384351,76.57142857142857,6485,0.0039786994,74.66796781358859,-143.35714285714286,0.0,1.8571428571428572,0.32646656
-29.375901382483825,16395.74008655548,1.3636363636363635,37.30012658479797,959964,318743.2727272727,62.69987341520202,0.0053683287,26.15909090909091,0.0053683287,77.81818181818181,6529,0.003773771,75.8528139527802,-146.5909090909091,0.0,1.6363636363636365,0.32035828
-29.145195568594946,16510.850611448288,1.4523809523809523,35.1113261386547,969996,312271.2380952381,64.8886738613453,0.004188905,27.785714285714285,0.004188905,76.23809523809524,6571,0.0033951467,74.34165441551657,-148.64285714285714,0.0,1.5476190476190477,0.31963515
-28.12418647595552,16626.04076910019,1.4523809523809523,38.44319905714323,979851,317244.95238095237,61.55680094285677,0.006378294,26.547619047619047,0.006378294,77.45238095238095,6613,0.0045175035,75.49167596440012,-143.14285714285714,0.0,1.5476190476190477,0.30372062
-29.29963330596137,16742.944113969803,1.5609756097560976,35.34001125841996,989827,318389.0731707317,64.65998874158004,0.0062118885,26.26829268292683,0.0062118885,77.73170731707317,6654,0.0046588005,75.75190968990832,-150.8048780487805,0.0,1.4390243902439024,0.3201314
-31.078909716566205,16861.727945804596,1.372093023255814,31.884532334699642,999949,318535.4418604651,68.11546766530039,0.005321141,26.25581395348837,0.005321141,77.76744186046511,6697,0.0042377627,75.7681946579407,-159.2093023255814,0.0,1.627906976744186,0.30950728
-30.725619416586547,16978.553861618042,1.4761904761904763,32.94977977107965,1009758,320170.6666666667,67.05022022892037,0.0057482226,25.833333333333332,0.0057482226,78.16666666666667,6739,0.003932521,76.16033060806902,-157.28571428571428,0.0,1.5238095238095237,0.3193429
-29.76787051534371,17092.520582914352,1.6666666666666667,33.655582112235756,1019915,315879.61904761905,66.34441788776424,0.0060885358,26.904761904761905,0.0060885358,77.11904761904762,6781,0.005154338,75.16518560182223,-153.71428571428572,0.0,1.3333333333333333,0.32778716
-29.576938313941714,17206.07028913498,1.2682926829268293,34.121072966111385,1029785,315392.0,65.8789270338886,0.0059780385,27.0,0.0059780385,77.0,6822,0.005358485,75.06985873616722,-152.41463414634146,0.0,1.7317073170731707,0.31743497
-30.56051130359467,17324.524351596832,1.1162790697674418,31.716625222774944,1039817,315773.0232558139,68.28337477722506,0.005836274,26.930232558139537,0.005836274,77.09302325581395,6865,0.003979638,75.14167818580268,-157.95348837209303,0.0,1.8837209302325582,0.3274897
-27.989095792724907,17441.088103294373,1.4883720930232558,38.22769800478709,1049921,314534.6976744186,61.772301995212906,0.0062937937,27.209302325581394,0.0062937937,76.79069767441861,6908,0.004684849,74.8738710297763,-142.3953488372093,0.0,1.5116279069767442,0.3076211
-28.42910980316414,17557.9809589386,1.2439024390243902,36.864250217420185,1059809,312794.53658536583,63.135749782579815,0.0046718484,27.634146341463413,0.0046718484,76.36585365853658,6949,0.0041651293,74.47583208758259,-144.8048780487805,0.0,1.7560975609756098,0.31357336
-28.968046131542064,17669.867988348007,1.4878048780487805,34.69764484175808,1069829,313893.46341463417,65.30235515824194,0.0053042276,27.365853658536587,0.0053042276,76.63414634146342,6990,0.004519346,74.72673591150283,-150.29268292682926,0.0,1.5121951219512195,0.33951703
-30.282402970816086,17786.884261369705,1.4761904761904763,33.49956916520099,1079999,317927.61904761905,66.500430834799,0.005961367,26.404761904761905,0.005961367,77.61904761904762,7032,0.004612971,75.63163133514745,-155.28571428571428,0.0,1.5238095238095237,0.34547475
-30.524277347513177,17899.76938509941,1.0975609756097562,32.34930362090243,1089814,316790.6341463415,67.65069637909757,0.007198802,26.682926829268293,0.007198802,77.34146341463415,7073,0.006361864,75.37220446679756,-157.09756097560975,0.0,1.9024390243902438,0.35742456
