meankl,AttC,Ptt,MpbtA,MtR,surrgain,entloss,EpisodesSoFar,Tmt,TtR,Tmc,optimgain,AttNC,MpbtN,TimeElapsed,entropy,TimestepsSoFar,Tbt
0.003163152,1.951219512195122,75.63729729344364,34.95990016782005,-28.403014072725497,0.0045829294,0.0,3730,77.60975609756098,-151.609756097561,26.390243902439025,0.0045829294,1.048780487804878,65.04009983217993,8875.320413827896,0.36328393,309915,317889.56097560975
0.0031146526,2.0697674418604652,76.28532791204285,32.98640865365419,-30.7298959413037,0.005318564,0.0,3773,78.30232558139535,-157.6046511627907,25.697674418604652,0.005318564,0.9302325581395349,67.0135913463458,8991.86508846283,0.36353645,319931,320726.32558139536
0.0031063303,2.2142857142857144,76.54205959402489,32.24096513591752,-30.82587167059383,0.00524432,0.0,3815,78.5952380952381,-160.0,25.428571428571427,0.00524432,0.7857142857142857,67.75903486408247,9108.058721542358,0.37201446,329756,321926.09523809527
0.0034991028,1.8837209302325582,76.15385808131076,35.478520693776595,-29.748607092615778,0.005114035,0.0,3858,78.16279069767442,-151.3953488372093,25.837209302325583,0.005114035,1.1162790697674418,64.5214793062234,9225.237341165543,0.35743022,339944,320154.79069767444
0.003895259,1.7380952380952381,77.17950143708256,31.24156454132708,-32.40445112259273,0.00557394,0.0,3900,79.26190476190476,-163.78571428571428,24.738095238095237,0.00557394,1.2619047619047619,68.75843545867292,9340.751319169998,0.38917336,349795,324656.7619047619
0.0031771678,1.9761904761904763,76.00450251441676,34.9443190507633,-29.611979509144664,0.0044300477,0.0,3942,78.0,-152.5,26.0,0.0044300477,1.0238095238095237,65.0556809492367,9456.788259983063,0.3630429,359819,319488.0
0.0036031222,1.813953488372093,76.89218946485306,33.90967735444365,-30.98900827145514,0.004917411,0.0,3985,78.95348837209302,-156.7674418604651,25.046511627906977,0.004917411,1.186046511627907,66.09032264555628,9571.449128389359,0.36682558,369832,323393.488372093
0.0039341687,1.5909090909090908,76.53377573377125,33.36925365477896,-31.593785583688284,0.004663456,0.0,4029,78.56818181818181,-157.22727272727272,25.431818181818183,0.004663456,1.4090909090909092,66.63074634522106,9687.195930957794,0.35478163,379974,321815.2727272727
0.002820715,1.9545454545454546,76.40635959105185,35.04863563049902,-30.44108341863555,0.0047294525,0.0,4073,78.43181818181819,-153.0,25.568181818181817,0.0047294525,1.0454545454545454,64.95136436950098,9805.36853981018,0.35299382,389990,321256.7272727273
0.0029655965,1.6744186046511629,76.35118378628476,34.97824982287318,-30.344149596868593,0.0040152487,0.0,4116,78.37209302325581,-152.7906976744186,25.627906976744185,0.0040152487,1.3255813953488371,65.02175017712682,9920.371853590012,0.35710034,399814,321012.0930232558
0.0033431726,1.9545454545454546,76.19437050012861,35.72857943808029,-29.627758093266447,0.0057765828,0.0,4160,78.20454545454545,-150.95454545454547,25.795454545454547,0.0057765828,1.0454545454545454,64.27142056191973,10038.889529943466,0.3641565,409882,320325.8181818182
0.0033936214,1.9772727272727273,76.02535558373977,35.63897385420096,-29.821179606086012,0.0046390677,0.0,4204,78.02272727272727,-150.61363636363637,25.977272727272727,0.0046390677,1.0227272727272727,64.36102614579906,10155.406636953354,0.35599726,419938,319581.0909090909
0.003692166,1.9047619047619047,75.60433425777234,38.269832699241725,-28.02111401455114,0.0050562583,0.0,4246,77.57142857142857,-143.71428571428572,26.428571428571427,0.0050562583,1.0952380952380953,61.730167300758275,10269.500319242477,0.3808976,429797,317732.5714285714
0.0033747687,1.9318181818181819,75.47328400958084,35.35913560146668,-29.611172977831327,0.005173468,0.0,4290,77.43181818181819,-150.27272727272728,26.568181818181817,0.005173468,1.0681818181818181,64.64086439853332,10386.687846422195,0.3848528,439944,317160.7272727273
0.0033834386,2.0697674418604652,76.32590068426592,35.572372439104925,-29.310060290036095,0.004765753,0.0,4333,78.34883720930233,-151.67441860465115,25.651162790697676,0.004765753,0.9302325581395349,64.42762756089506,10502.343483448029,0.36183405,449878,320916.83720930235
0.0037862211,2.088888888888889,75.58945305985162,36.03046227174525,-29.638298175740825,0.00487744,0.0,4378,77.55555555555556,-148.86666666666667,26.444444444444443,0.00487744,0.9111111111111111,63.96953772825475,10617.886860370636,0.34839416,459945,317667.55555555556
0.003514102,2.0697674418604652,76.11159651275212,34.21540772754549,-30.154981287424455,0.0049432614,0.0,4421,78.11627906976744,-154.25581395348837,25.88372093023256,0.0049432614,0.9302325581395349,65.78459227245452,10733.993895292282,0.36808437,469827,319964.27906976745
0.004143392,2.090909090909091,75.42885925922486,35.66153057443404,-29.365850369594774,0.0053184247,0.0,4465,77.38636363636364,-149.52272727272728,26.613636363636363,0.0053184247,0.9090909090909091,64.33846942556596,10854.665149450302,0.36222532,479992,316974.54545454547
0.0037368515,1.8780487804878048,75.50819948768877,36.885449769035446,-28.700849175655847,0.0051034363,0.0,4506,77.48780487804878,-146.9268292682927,26.536585365853657,0.0051034363,1.1219512195121952,63.11455023096456,10966.797851800919,0.36649367,489928,317390.0487804878
0.0034805236,2.0444444444444443,75.33806480928126,34.82319966812701,-29.92153853325921,0.0053623393,0.0,4551,77.28888888888889,-151.4,26.711111111111112,0.0053623393,0.9555555555555556,65.176800331873,11088.24890947342,0.35412753,499939,316575.2888888889
0.0034203457,1.8372093023255813,75.74303134873044,37.26427794536819,-28.987493991388995,0.005197754,0.0,4594,77.72093023255815,-146.51162790697674,26.27906976744186,0.005197754,1.1627906976744187,62.73572205463179,11203.257656097412,0.3687331,509879,318344.93023255817
0.0034489715,2.0,75.49827371078226,34.45947698097001,-29.747079633880762,0.0050666523,0.0,4636,77.47619047619048,-152.64285714285714,26.547619047619047,0.0050666523,1.0,65.54052301902996,11320.682533502579,0.35191283,519806,317342.4761904762
0.0034539923,1.9090909090909092,75.72693493063885,34.145569978155045,-30.330840486072887,0.004893876,0.0,4680,77.70454545454545,-153.6818181818182,26.295454545454547,0.004893876,1.0909090909090908,65.85443002184493,11436.896224975586,0.32469538,529860,318277.8181818182
0.0040881885,1.619047619047619,76.50009163418791,36.323256420261,-29.531758112054167,0.0058358177,0.0,4722,78.54761904761905,-150.14285714285714,25.476190476190474,0.0058358177,1.380952380952381,63.676743579739004,11551.710780620575,0.35582197,539946,321731.04761904763
0.003961174,1.8571428571428572,75.15809935769363,36.681904674631404,-29.182770614643314,0.004549191,0.0,4764,77.0952380952381,-146.57142857142858,26.904761904761905,0.004549191,1.1428571428571428,63.31809532536859,11670.565355300903,0.33006248,549812,315782.09523809527
0.0037017828,1.5348837209302326,76.02654038246216,35.36233360880119,-30.264735590118743,0.0053293724,0.0,4807,78.02325581395348,-151.46511627906978,25.976744186046513,0.0053293724,1.4651162790697674,64.63766639119882,11786.0092151165,0.3516529,559762,319583.25581395347
0.003336801,1.697674418604651,75.80899089415902,35.32627325863332,-29.476189403925172,0.0049906108,0.0,4850,77.79069767441861,-151.04651162790697,26.209302325581394,0.0049906108,1.302325581395349,64.67372674136668,11901.605335235596,0.3546683,569874,318630.6976744186
0.003991862,1.5952380952380953,76.1801261808083,35.44273480021344,-29.691518891408947,0.005907013,0.0,4892,78.19047619047619,-151.64285714285714,25.80952380952381,0.005907013,1.4047619047619047,64.55726519978656,12014.44555735588,0.36135766,579845,320268.1904761905
0.004025544,1.8604651162790697,76.16073374450345,34.86435085025887,-30.0641401416338,0.0054528196,0.0,4935,78.18604651162791,-153.13953488372093,25.837209302325583,0.0054528196,1.1395348837209303,65.13564914974108,12130.053484916687,0.37379953,589802,320250.0465116279
0.0033829813,1.9545454545454546,75.93881703667216,36.19881343619101,-30.043030568123275,0.0049803006,0.0,4979,77.93181818181819,-149.25,26.068181818181817,0.0049803006,1.0454545454545454,63.80118656380899,12246.12878203392,0.36365068,599892,319208.7272727273
0.004651445,1.7857142857142858,74.64629738541575,35.913381726002335,-28.545758781025796,0.0059855906,0.0,5021,76.54761904761905,-147.35714285714286,27.452380952380953,0.0059855906,1.2142857142857142,64.08661827399763,12359.33155298233,0.3693809,609948,313539.04761904763
0.0036921643,2.0476190476190474,75.78890088206225,36.11603828677704,-29.525502206251854,0.004518866,0.0,5063,77.78571428571429,-149.14285714285714,26.238095238095237,0.004518866,0.9523809523809523,63.88396171322295,12476.697309494019,0.37582543,619749,318610.28571428574
0.00425396,1.9545454545454546,75.09722527732039,36.228003580561264,-28.803990893719007,0.0057142754,0.0,5107,77.04545454545455,-147.54545454545453,26.977272727272727,0.0057142754,1.0454545454545454,63.77199641943873,12593.00390458107,0.34646866,629787,315578.1818181818
0.003381189,1.8837209302325582,75.2704819755688,37.64926281813615,-28.485304268603894,0.0055448497,0.0,5150,77.23255813953489,-144.5581395348837,26.790697674418606,0.0055448497,1.1162790697674418,62.35073718186385,12710.004527568817,0.3640072,639918,316344.5581395349
0.0037069463,1.9545454545454546,75.87607072861901,35.25013031470581,-29.89805986500985,0.0057463716,0.0,5194,77.86363636363636,-151.29545454545453,26.136363636363637,0.0057463716,1.0454545454545454,64.74986968529419,12826.700947523117,0.36875108,649962,318929.45454545453
0.0032900136,1.8604651162790697,76.13447413378428,35.65656309047842,-29.917350216505902,0.0048612235,0.0,5237,78.13953488372093,-150.8372093023256,25.86046511627907,0.0048612235,1.1395348837209303,64.34343690952157,12942.833019733429,0.34912473,659900,320059.5348837209
0.0029520416,1.7272727272727273,76.06854392279685,37.1326017464526,-29.133789967564557,0.003898652,0.0,5281,78.06818181818181,-147.27272727272728,25.931818181818183,0.003898652,1.2727272727272727,62.86739825354741,13057.66579413414,0.3486575,669980,319767.2727272727
0.0044222777,2.088888888888889,76.39734892566875,34.51576612260679,-30.909381869150074,0.006679249,0.0,5326,78.42222222222222,-154.2,25.57777777777778,0.006679249,0.9111111111111111,65.48423387739321,13176.165707111359,0.34361017,679880,321217.4222222222
0.00497204,1.5952380952380953,75.80365352805546,38.07186917161313,-28.90167613581899,0.0064187874,0.0,5368,77.78571428571429,-144.57142857142858,26.214285714285715,0.0064187874,1.4047619047619047,61.92813082838687,13289.106722593307,0.3527038,689806,318610.28571428574
0.003374959,1.8863636363636365,75.6626303791705,36.192933052831926,-29.55411646475678,0.004515914,0.0,5412,77.63636363636364,-148.77272727272728,26.363636363636363,0.004515914,1.1136363636363635,63.80706694716809,13408.040982961655,0.3747886,699766,317998.54545454547
0.0038348152,2.0454545454545454,76.40696448377633,34.94673440892001,-30.004126896185287,0.005104819,0.0,5456,78.43181818181819,-153.20454545454547,25.568181818181817,0.005104819,0.9545454545454546,65.05326559107999,13527.47139620781,0.37040585,709856,321256.7272727273
0.0046172636,1.7209302325581395,76.28691048193436,35.97835669199602,-29.812558784840338,0.0066910014,0.0,5499,78.30232558139535,-150.34883720930233,25.697674418604652,0.0066910014,1.2790697674418605,64.021643308004,13645.097650051117,0.38410246,719799,320726.32558139536
0.004120464,2.066666666666667,75.65185673268883,37.36674575071061,-28.629993778899106,0.0057426267,0.0,5544,77.62222222222222,-146.0,26.377777777777776,0.0057426267,0.9333333333333333,62.63325424928938,13760.926097393036,0.38091448,729862,317940.6222222222
0.003886765,2.217391304347826,76.24771623935453,35.98904739293838,-29.713097910717693,0.005365401,0.0,5590,78.26086956521739,-150.65217391304347,25.73913043478261,0.005365401,0.782608695652174,64.01095260706163,13881.33472108841,0.3745014,739808,320556.52173913043
0.0042362013,1.9555555555555555,76.19015410613517,35.147257577244666,-29.572384304366633,0.0058084186,0.0,5635,78.2,-152.2,25.8,0.0058084186,1.0444444444444445,64.85274242275531,14000.601124048233,0.38618565,749939,320307.2
0.0037403025,2.272727272727273,75.70463629133603,35.33314641421462,-28.9838960528145,0.006191045,0.0,5679,77.68181818181819,-150.88636363636363,26.318181818181817,0.006191045,0.7272727272727273,64.66685358578536,14120.861284255981,0.3970793,759836,318184.7272727273
0.0036258802,1.7045454545454546,76.05163838450983,37.64871772186345,-28.828271359924642,0.0051513743,0.0,5723,78.06818181818181,-146.3181818181818,25.954545454545453,0.0051513743,1.2954545454545454,62.351282278136544,14237.871629714966,0.36767074,769881,319767.2727272727
0.0039996123,1.8936170212765957,75.74613723561374,34.42338934654769,-30.85249605052062,0.00676315,0.0,5770,77.72340425531915,-153.25531914893617,26.27659574468085,0.00676315,1.1063829787234043,65.57661065345232,14361.539857149124,0.3655625,779739,318355.06382978725
0.003651114,1.9069767441860466,75.46277425502602,38.119110095136946,-28.031935445850138,0.0048370524,0.0,5813,77.4186046511628,-143.72093023255815,26.58139534883721,0.0048370524,1.0930232558139534,61.88088990486304,14474.734370708466,0.36437914,789833,317106.6046511628
0.0037991225,1.744186046511628,75.65750543497619,37.79200572593131,-28.382557648561328,0.0048625143,0.0,5856,77.62790697674419,-144.8372093023256,26.372093023255815,0.0048625143,1.255813953488372,62.20799427406869,14589.711449623108,0.37743002,799949,317963.9069767442
0.004073303,1.8372093023255813,75.59134182183725,37.85557690306815,-28.443886438563723,0.005059946,0.0,5899,77.55813953488372,-144.7674418604651,26.441860465116278,0.005059946,1.1627906976744187,62.14442309693184,14701.383409500122,0.38063484,809869,317678.1395348837
0.0037195566,1.9777777777777779,75.82922320905017,35.34582039479781,-29.835660380898915,0.0047881664,0.0,5944,77.84444444444445,-151.2,26.2,0.0047881664,1.0222222222222221,64.65417960520219,14815.888834476471,0.36997393,819989,318850.84444444446
0.0042531225,2.022727272727273,75.79230834954342,36.794385633190785,-29.056423634796968,0.006001589,0.0,5988,77.77272727272727,-147.61363636363637,26.227272727272727,0.006001589,0.9772727272727273,63.205614366809186,14930.200212717056,0.37986678,829895,318557.0909090909
0.0045519276,1.9318181818181819,74.96256407060439,36.81369005646936,-28.779876003978938,0.0061976244,0.0,6032,76.88636363636364,-145.8409090909091,27.113636363636363,0.0061976244,1.0681818181818181,63.18630994353064,15047.774700403214,0.34938827,839825,314926.54545454547
0.0039750044,1.5476190476190477,74.94334062893475,37.149615961842336,-28.651587362610968,0.0042546694,0.0,6074,76.88095238095238,-145.14285714285714,27.142857142857142,0.0042546694,1.4523809523809523,62.850384038157664,15162.980965614319,0.36455247,849854,314904.38095238095
0.0039776624,1.930232558139535,75.72082846357688,35.71831791148109,-29.615237187218952,0.0043163197,0.0,6117,77.69767441860465,-150.13953488372093,26.302325581395348,0.0043163197,1.069767441860465,64.28168208851893,15280.323224544525,0.36206484,859995,318249.67441860464
0.0044050473,1.7380952380952381,74.93735691764307,38.359625679465545,-27.805649934846006,0.0049746973,0.0,6159,76.85714285714286,-142.28571428571428,27.142857142857142,0.0049746973,1.2619047619047619,61.640374320534455,15393.810321092606,0.32874432,869954,314806.85714285716
0.0045521166,2.0232558139534884,75.16247619378122,37.77471121251477,-28.406270548449125,0.0079388125,0.0,6202,77.11627906976744,-144.13953488372093,26.906976744186046,0.0079388125,0.9767441860465116,62.22528878748522,15512.984327316284,0.35249114,879983,315868.27906976745
0.00380968,1.8837209302325582,74.91662124032202,36.26710717063947,-28.955020786654348,0.006340672,0.0,6245,76.83720930232558,-147.06976744186048,27.162790697674417,0.006340672,1.1162790697674418,63.73289282936055,15632.260803937912,0.34164882,889861,314725.20930232556
0.004168836,1.9772727272727273,75.00723003762896,36.996136860062514,-29.1373038335188,0.0051010274,0.0,6289,76.93181818181819,-145.5,27.068181818181817,0.0051010274,1.0227272727272727,63.00386313993749,15750.963092327118,0.34805775,899826,315112.7272727273
0.0033249506,2.3333333333333335,76.14126360100384,33.369659047496064,-31.654865705003875,0.0051262137,0.0,6337,78.14583333333333,-156.4375,25.854166666666668,0.0051262137,0.6666666666666666,66.63034095250393,15869.284205913544,0.36589563,909971,320085.3333333333
0.004277977,2.2222222222222223,75.59406862178386,36.330488754433134,-29.395288699970074,0.006283311,0.0,6382,77.57777777777778,-148.06666666666666,26.444444444444443,0.006283311,0.7777777777777778,63.66951124556687,15991.679656505585,0.33463126,919785,317758.5777777778
0.0034020788,1.7333333333333334,75.98450322851065,35.35445397331404,-30.352399868593288,0.0048471335,0.0,6427,77.97777777777777,-151.4,26.022222222222222,0.0048471335,1.2666666666666666,64.64554602668595,16112.503172636032,0.3285703,929777,319396.97777777776
0.0034452465,1.8666666666666667,75.38147335066066,36.0412729042775,-29.31715151516272,0.005103421,0.0,6472,77.33333333333333,-148.66666666666666,26.666666666666668,0.005103421,1.1333333333333333,63.958727095722494,16229.052443027496,0.34903985,939902,316757.3333333333
0.0051057097,1.7272727272727273,75.53505002568839,36.87550400321522,-29.502710782280317,0.007425258,0.0,6516,77.5,-147.0681818181818,26.5,0.007425258,1.2727272727272727,63.12449599678476,16350.259502887726,0.3645284,949800,317440.0
0.003947015,1.5227272727272727,75.62293570627358,38.57480834416733,-28.682934242392207,0.0055340086,0.0,6560,77.5909090909091,-143.04545454545453,26.40909090909091,0.0055340086,1.4772727272727273,61.42519165583266,16460.7492685318,0.3565289,959929,317812.36363636365
0.0045031467,2.066666666666667,75.33969335444864,34.868254902190806,-29.447368974068564,0.0057797907,0.0,6605,77.28888888888889,-151.26666666666668,26.711111111111112,0.0057797907,0.9333333333333333,65.13174509780922,16579.63925719261,0.37052056,969969,316575.2888888889
0.0041178335,1.930232558139535,76.24242720424394,37.845495776368004,-28.405877563227502,0.005019514,0.0,6648,78.25581395348837,-146.2325581395349,25.74418604651163,0.005019514,1.069767441860465,62.154504223631996,16694.863140821457,0.35590944,979923,320535.81395348837
0.0046158247,2.108695652173913,75.82213312009547,36.75092904511091,-29.149584811726655,0.0054536466,0.0,6694,77.80434782608695,-147.65217391304347,26.195652173913043,0.0054536466,0.8913043478260869,63.24907095488909,16814.739585399628,0.33511597,989903,318686.60869565216
0.0041136513,1.7674418604651163,76.00427124969478,36.843340412263544,-29.280995384526022,0.005647173,0.0,6737,78.0,-147.90697674418604,26.0,0.005647173,1.2325581395348837,63.15665958773646,16929.59815120697,0.3354637,999842,319488.0
0.00475192,1.7954545454545454,75.60756777448363,36.60374012969489,-29.32193496839527,0.0076540913,0.0,6781,77.5909090909091,-147.75,26.431818181818183,0.0076540913,1.2045454545454546,63.39625987030508,17049.03025007248,0.32911327,1009844,317812.36363636365
0.0046831593,1.6046511627906976,75.24491895866146,38.788757086416936,-28.39455180749831,0.006044025,0.0,6824,77.18604651162791,-141.7674418604651,26.813953488372093,0.006044025,1.3953488372093024,61.21124291358306,17163.629796743393,0.30399135,1019888,316154.0465116279
0.0045745866,2.0,74.90581609527774,37.39983224268249,-28.4248452309599,0.0063390024,0.0,6868,76.8409090909091,-144.3409090909091,27.181818181818183,0.0063390024,1.0,62.600167757317465,17279.19336771965,0.34680364,1029841,314740.36363636365
0.0040823044,1.8222222222222222,76.32175161444806,38.37315540920145,-29.14662631413037,0.0055148574,0.0,6913,78.35555555555555,-144.93333333333334,25.666666666666668,0.0055148574,1.1777777777777778,61.62684459079856,17394.736298799515,0.3054063,1039849,320944.35555555555
0.004791401,1.6904761904761905,75.11400431750296,37.62604381135003,-28.339327934753328,0.0063099377,0.0,6955,77.04761904761905,-144.21428571428572,26.952380952380953,0.0063099377,1.3095238095238095,62.37395618864995,17512.79484319687,0.33654577,1049882,315587.04761904763
0.005348584,1.75,75.79359706153546,36.31058087773402,-29.939562485026503,0.006739036,0.0,6999,77.77272727272727,-148.5681818181818,26.227272727272727,0.006739036,1.25,63.68941912226598,17628.5933675766,0.3487379,1059959,318557.0909090909
0.0035040022,1.9772727272727273,76.25802492006265,34.980426628420126,-30.195346770002292,0.0054356223,0.0,7043,78.27272727272727,-152.79545454545453,25.727272727272727,0.0054356223,1.0227272727272727,65.0195733715799,17746.399575948715,0.3437556,1069836,320605.0909090909
0.0047170073,1.9772727272727273,75.34751868668347,36.57787668546123,-29.548864098616455,0.0066595054,0.0,7087,77.29545454545455,-147.13636363636363,26.704545454545453,0.0066595054,1.0227272727272727,63.422123314538794,17862.325424432755,0.34748328,1079858,316602.1818181818
0.0038924073,2.108695652173913,75.90312869098784,36.946483341237794,-29.570770608063118,0.0058381143,0.0,7133,77.8913043478261,-147.45652173913044,26.108695652173914,0.0058381143,0.8913043478260869,63.05351665876221,17980.854224443436,0.33786762,1089918,319042.7826086957
