meankl,TimeElapsed,AttC,optimgain,EpisodesSoFar,entropy,surrgain,entloss,MtR,Tmc,Tmt,TtR,TimestepsSoFar,Tbt,AttNC,Ptt,MpbtN,MpbtA
0.0087154275,1645.344591140747,3.0,0.009308903,686,0.6844676,0.009308903,0.0,-71.03896068865143,23.848396501457724,80.15014577259475,-227.95626822157433,9991,328294.9970845481,0.0,78.00445407634359,94.82610390996093,5.1738960900389275
0.008161347,2977.752516269684,3.0,0.0064336206,1272,0.6606427,0.0064336206,0.0,-69.86062268323131,23.406143344709896,80.58532423208192,-226.8839590443686,19987,330077.48805460753,0.0,78.41500939824274,93.88062043383717,6.119379566162726
0.00849268,4129.561395645142,3.0,0.0092124045,1760,0.62352186,0.0092124045,0.0,-68.05175718743114,23.151639344262296,80.83401639344262,-224.6987704918033,30000,331096.131147541,0.0,78.65116218900128,92.68518390825491,7.314816091745057
0.009281198,5051.2832798957825,3.0,0.011176654,2155,0.57169104,0.011176654,0.0,-66.32277152062436,22.448101265822785,81.53417721518987,-223.78481012658227,39995,333963.9898734177,0.0,79.30602505681921,91.519112802471,8.480887197528986
0.008684254,5696.6306211948395,3.0,0.010633217,2430,0.52700776,0.010633217,0.0,-62.29106963865803,22.134545454545453,81.84727272727272,-220.2,49995,335246.4290909091,0.0,79.59794792647867,89.7116051582342,10.288394841765733
0.008437385,6092.081777572632,3.0,0.009256618,2597,0.48708007,0.009256618,0.0,-55.04120790366039,22.55688622754491,81.4311377245509,-212.67664670658684,59982,333541.94011976046,0.0,79.20577193027708,87.0873676179317,12.912632382068274
0.007965499,6344.009425163269,2.990566037735849,0.00749918,2703,0.4488968,0.00749918,0.0,-47.378113000082124,22.69811320754717,81.27358490566037,-203.77358490566039,69982,332896.6037735849,0.009433962264150943,79.07277662639922,83.60196847432827,16.398031525671723
0.00647174,6493.674681901932,2.8833333333333333,0.0046786135,2763,0.42686987,0.0046786135,0.0,-37.101996856224496,23.533333333333335,80.46666666666667,-185.9,79930,329591.4666666667,0.11666666666666667,78.30075003736366,76.99744423496696,23.002555765033062
0.0034857208,6616.1483199596405,2.466666666666667,0.0038469504,2808,0.43983862,0.0038469504,0.0,-33.86879751108608,23.377777777777776,80.62222222222222,-178.86666666666667,89988,330228.6222222222,0.5333333333333333,78.44582568554281,73.92902762787227,26.070972372127695
0.005727419,6734.560547113419,2.3255813953488373,0.004011613,2851,0.40910935,0.004011613,0.0,-31.239881692170048,25.13953488372093,78.86046511627907,-162.0,99945,323012.4651162791,0.6744186046511628,76.80394053390654,68.4919618244484,31.50803817555162
0.0032274495,6847.308212518692,1.4878048780487805,0.0032594819,2892,0.38514826,0.0032594819,0.0,-30.755616263946106,24.853658536585368,79.14634146341463,-160.17073170731706,109897,324183.4146341463,1.5121951219512195,77.07208432009423,67.35211521387708,32.64788478612292
0.0033712734,6963.3322930336,1.8048780487804879,0.0034266775,2933,0.35584143,0.0034266775,0.0,-30.044233113551744,25.4390243902439,78.5609756097561,-153.8780487804878,119997,321785.756097561,1.1951219512195121,76.52685380739985,65.25746489956047,34.74253510043953
0.0034536307,7079.8243980407715,1.5365853658536586,0.0035149008,2974,0.33686465,0.0035149008,0.0,-29.916628546220686,25.4390243902439,78.5609756097561,-151.46341463414635,129873,321785.756097561,1.4634146341463414,76.52735392676769,64.19472416991833,35.80527583008167
0.0042613344,7194.789260149002,1.1666666666666667,0.0037208558,3016,0.3634635,0.0037208558,0.0,-29.167590524734837,25.785714285714285,78.21428571428571,-147.57142857142858,139943,320365.71428571426,1.8333333333333333,76.20304109416277,62.82538333962233,37.17461666037767
0.0047917278,7314.293167591095,1.9545454545454546,0.0044125803,3060,0.33966425,0.0044125803,0.0,-29.65830482251164,25.954545454545453,78.04545454545455,-149.45454545454547,149865,319674.1818181818,1.0454545454545454,76.04508495406255,63.7771476298613,36.22285237013869
0.002772528,7431.3495581150055,1.25,0.003045582,3104,0.311989,0.003045582,0.0,-30.819557872888165,25.40909090909091,78.5909090909091,-151.5,159908,321908.36363636365,1.75,76.55612530891176,64.23532635998932,35.76467364001069
0.004857402,7550.78795170784,1.5681818181818181,0.004721389,3148,0.34757578,0.004721389,0.0,-28.680642445949864,26.613636363636363,77.4090909090909,-141.4090909090909,169965,317067.63636363635,1.4318181818181819,75.4380760640213,60.807934750492954,39.19206524950703
0.0047409735,7665.753970623016,1.9772727272727273,0.003974938,3192,0.34546816,0.003974938,0.0,-30.08510961773969,25.0,79.0,-149.38636363636363,179995,323584.0,1.0227272727272727,76.93697034441419,62.995617433127116,37.00438256687286
0.004114003,7781.5629823207855,1.6590909090909092,0.004955831,3236,0.34855375,0.004955831,0.0,-29.464298664331306,26.272727272727273,77.72727272727273,-142.22727272727272,189842,318370.9090909091,1.3409090909090908,75.75152415953924,60.9623967995551,39.0376032004449
0.0034509571,7896.030767202377,1.7906976744186047,0.003122221,3279,0.3708522,0.003122221,0.0,-28.021007646238907,26.3953488372093,77.62790697674419,-141.62790697674419,199849,317963.9069767442,1.2093023255813953,75.64220735177916,60.698132858587435,39.30186714141256
0.0051492285,8012.454174041748,1.7272727272727273,0.0037195485,3323,0.35882956,0.0037195485,0.0,-28.088400817124047,26.886363636363637,77.11363636363636,-141.47727272727272,209992,315857.45454545453,1.2727272727272727,75.17675843660221,61.11155080621547,38.88844919378453
0.004536283,8129.755494356155,1.7727272727272727,0.0041046264,3367,0.36549127,0.0041046264,0.0,-28.763504338032963,26.75,77.25,-143.9318181818182,219956,316416.0,1.2272727272727273,75.30438548224873,62.07735741572815,37.92264258427185
0.0035882182,8245.691535949707,1.8181818181818181,0.00358746,3411,0.3446024,0.00358746,0.0,-28.382606893808568,27.113636363636363,76.9090909090909,-140.1818181818182,229981,315019.63636363635,1.1818181818181819,74.97016995815731,60.748908202003626,39.251091797996374
0.0060218787,8360.374834299088,1.5714285714285714,0.005017667,3453,0.37529942,0.005017667,0.0,-27.376954204562324,27.738095238095237,76.26190476190476,-138.64285714285714,239957,312368.7619047619,1.4285714285714286,74.37888862878488,60.53893105799737,39.461068942002605
0.0032479966,8477.005005121231,2.066666666666667,0.0036511128,3498,0.36492872,0.0036511128,0.0,-28.908962808360805,26.622222222222224,77.37777777777778,-143.13333333333333,249959,316939.3777777778,0.9333333333333333,75.42295478344812,61.68772886449632,38.31227113550369
0.003822174,8594.962381362915,1.7777777777777777,0.0038710907,3543,0.3661901,0.0038710907,0.0,-28.854232605004885,25.977777777777778,78.02222222222223,-140.66666666666666,259987,319579.02222222224,1.2222222222222223,76.02655271912494,60.05192826318166,39.948071736818356
0.004662961,8716.207739830017,2.1956521739130435,0.0042494484,3589,0.36458886,0.0042494484,0.0,-28.383034956849603,27.043478260869566,76.95652173913044,-143.47826086956522,269959,315213.9130434783,0.8043478260869565,75.02858826043484,62.02195509011047,37.97804490988955
0.003973925,8831.005374670029,2.0,0.0041010296,3631,0.37961197,0.0041010296,0.0,-28.516159586469445,26.547619047619047,77.45238095238095,-142.64285714285714,279800,317244.95238095237,1.0,75.49206485733013,61.33670459506067,38.66329540493931
0.004467775,8943.32375907898,1.8636363636363635,0.0042079254,3675,0.37677383,0.0042079254,0.0,-29.63524750959118,26.045454545454547,77.95454545454545,-147.3409090909091,289877,319301.8181818182,1.1363636363636365,75.96274869396333,62.96843279288444,37.03156720711555
0.003700025,9057.944965362549,1.697674418604651,0.004311903,3718,0.35161728,0.004311903,0.0,-27.20676121081981,27.046511627906977,77.0,-134.4418604651163,299755,315392.0,1.302325581395349,75.04005973592548,58.16871138888347,41.83128861111653
0.0045298035,9170.982788324356,1.9111111111111112,0.0044793426,3763,0.3831763,0.0044793426,0.0,-28.187316872919432,26.511111111111113,77.4888888888889,-139.93333333333334,310000,317394.4888888889,1.0888888888888888,75.52845679755457,60.13921659386989,39.860783406130096
0.0049141794,9285.880265951157,1.9090909090909092,0.003825838,3807,0.35750818,0.003825838,0.0,-27.292456236850832,26.25,77.75,-136.8409090909091,319787,318464.0,1.0909090909090908,75.77113119909966,58.63468544332063,41.36531455667936
0.0038011307,9404.967146873474,1.5217391304347827,0.00341369,3853,0.35605815,0.00341369,0.0,-27.954691723483926,26.67391304347826,77.32608695652173,-139.56521739130434,329985,316727.652173913,1.4782608695652173,75.37458144377571,60.04009691435063,39.95990308564937
0.0042420942,9519.471680164337,1.7142857142857142,0.0035832408,3895,0.36251023,0.0035832408,0.0,-27.901191581450696,25.714285714285715,78.28571428571429,-141.5,339837,320658.28571428574,1.2857142857142858,76.2726097903617,60.17402077623526,39.82597922376475
0.0038387964,9636.15684723854,1.6363636363636365,0.0038361093,3939,0.35705662,0.0038361093,0.0,-26.78295336722418,27.568181818181817,76.45454545454545,-133.77272727272728,349995,313157.8181818182,1.3636363636363635,74.54676609241677,58.30723597857985,41.69276402142014
