meankl,TimeElapsed,AttC,optimgain,EpisodesSoFar,entropy,surrgain,entloss,MtR,Tmc,Tmt,TtR,TimestepsSoFar,Tbt,AttNC,Ptt,MpbtN,MpbtA
0.0054470226,9750.74106836319,1.8636363636363635,0.0045218323,3983,0.37142676,0.0045218323,0.0,-28.812944692058423,27.022727272727273,76.97727272727273,-143.79545454545453,359873,315298.9090909091,1.1363636363636365,75.04833793034904,62.21928374632762,37.78071625367239
0.004673056,9866.734462976456,1.4651162790697674,0.003936499,4026,0.37062156,0.003936499,0.0,-27.571188543980888,28.162790697674417,75.86046511627907,-137.7906976744186,369927,310724.4651162791,1.5348837209302326,73.99090793983636,60.53701097176998,39.462989028230005
0.0030135387,9986.863595485687,1.6444444444444444,0.0027573933,4071,0.3497825,0.0027573933,0.0,-27.541164041247065,27.755555555555556,76.28888888888889,-135.33333333333334,379953,312479.2888888889,1.3555555555555556,74.37601373038291,59.11411901445275,40.885880985547246
0.0036526907,10104.916951417923,1.9333333333333333,0.004017999,4116,0.36478528,0.004017999,0.0,-27.737676277458817,27.08888888888889,76.91111111111111,-139.0,389911,315027.9111111111,1.0666666666666667,74.98678109230771,60.207198447950276,39.792801552049724
0.004003518,10218.52982711792,1.8409090909090908,0.0037852265,4160,0.36348847,0.0037852265,0.0,-27.011940738841645,26.795454545454547,77.20454545454545,-133.70454545454547,399790,316229.8181818182,1.1590909090909092,75.26072108939424,57.67809286088775,42.321907139112255
0.0033238423,10333.128882408142,1.7045454545454546,0.0036880788,4204,0.3559755,0.0036880788,0.0,-27.26106265178711,27.09090909090909,76.93181818181819,-136.9090909090909,409799,315112.7272727273,1.2954545454545454,74.99350223293278,59.28338684526845,40.716613154731526
0.0028317184,10446.18640947342,1.511111111111111,0.0030293986,4249,0.36360648,0.0030293986,0.0,-28.42701873031621,26.644444444444446,77.35555555555555,-140.6,419932,316848.35555555555,1.488888888888889,75.40269335232864,60.465976551553474,39.534023448446504
0.00408643,10561.43489933014,2.13953488372093,0.003735726,4292,0.36673132,0.003735726,0.0,-27.097543106194962,26.74418604651163,77.25581395348837,-138.0,429760,316439.81395348837,0.8604651162790697,75.30909568159967,59.486357825768124,40.51364217423188
0.004888078,10675.174746990204,1.6444444444444444,0.0042092074,4337,0.346554,0.0042092074,0.0,-27.34113352383467,26.044444444444444,77.95555555555555,-136.8,439964,319305.9555555555,1.3555555555555556,75.96309835356581,58.46755808482306,41.53244191517693
0.0051130336,10791.444613933563,1.5454545454545454,0.0048270705,4381,0.3280485,0.0048270705,0.0,-27.914984207593815,26.636363636363637,77.36363636363636,-136.70454545454547,449807,316881.45454545453,1.4545454545454546,75.41126197532016,58.83151632545896,41.16848367454102
0.004069293,10907.21094918251,1.1555555555555554,0.0036379476,4426,0.3319687,0.0036379476,0.0,-27.185492795856124,27.42222222222222,76.57777777777778,-132.53333333333333,459921,313662.5777777778,1.8444444444444446,74.67737883897188,57.625842501960456,42.374157498039544
0.0035625752,11023.522699832916,1.3333333333333333,0.0036823873,4471,0.32933402,0.0036823873,0.0,-27.985641599517127,26.844444444444445,77.15555555555555,-136.6,469934,316029.15555555554,1.6666666666666667,75.21608049831264,58.97640423510249,41.02359576489749
0.0051512304,11139.758223295212,1.4772727272727273,0.0043712445,4515,0.32632846,0.0043712445,0.0,-27.280022108910554,27.386363636363637,76.6590909090909,-133.5681818181818,479920,313995.63636363635,1.5227272727272727,74.72258421335654,58.05136157845149,41.94863842154853
0.0036082577,11252.477719306946,1.0681818181818181,0.0036181794,4559,0.3180384,0.0036181794,0.0,-25.907501845890454,27.227272727272727,76.79545454545455,-126.81818181818181,489944,314554.1818181818,1.9318181818181819,74.86357252118728,55.04079098026536,44.95920901973464
0.0050271484,11369.768867969513,1.2727272727272727,0.0044031106,4603,0.314554,0.0044031106,0.0,-27.23459473537712,27.15909090909091,76.8409090909091,-134.1818181818182,499882,314740.36363636365,1.7272727272727273,74.92262641877018,58.10536003772813,41.89463996227187
0.003863781,11485.046837329865,1.6511627906976745,0.0033566367,4646,0.31769687,0.0033566367,0.0,-26.878969479368457,27.186046511627907,76.81395348837209,-133.04651162790697,509783,314629.9534883721,1.3488372093023255,74.89643234661354,57.62359673171461,42.376403268285394
0.0037741438,11597.55414891243,1.3409090909090908,0.003637079,4690,0.33339968,0.003637079,0.0,-27.098227259092713,27.363636363636363,76.63636363636364,-133.8409090909091,519790,313902.54545454547,1.6590909090909092,74.73026716299195,58.15347512164199,41.84652487835801
0.004076728,11715.685301542282,1.711111111111111,0.0033489594,4735,0.30793852,0.0033489594,0.0,-26.71605705825586,27.711111111111112,76.28888888888889,-130.4,529811,312479.2888888889,1.288888888888889,74.40521714690543,56.877899413816735,43.12210058618325
0.004786721,11832.917132854462,1.0666666666666667,0.0046970923,4780,0.33217305,0.0046970923,0.0,-27.78794026154111,26.844444444444445,77.15555555555555,-134.66666666666666,539742,316029.15555555554,1.9333333333333333,75.21922466603209,58.14766654896527,41.85233345103471
0.005316639,11946.10701084137,1.4545454545454546,0.004993574,4824,0.36776912,0.004993574,0.0,-26.59921920700036,27.75,76.27272727272727,-129.8181818181818,549890,312413.0909090909,1.5454545454545454,74.37508995807555,56.65690267705183,43.34309732294816
0.004891339,12064.16559100151,2.2222222222222223,0.0050490927,4869,0.36085302,0.0050490927,0.0,-27.074333772689705,26.866666666666667,77.15555555555555,-139.93333333333334,559797,316029.15555555554,0.7777777777777778,75.20203649802775,60.416409115833304,39.5835908841667
0.004344674,12180.021790742874,1.5,0.0037230528,4915,0.3482367,0.0037230528,0.0,-28.43451526454962,26.891304347826086,77.1086956521739,-137.34782608695653,569854,315837.2173913043,1.5,75.17148971795879,59.24807588376805,40.75192411623193
0.0039556404,12296.808244466782,1.6888888888888889,0.0037093959,4960,0.31532386,0.0037093959,0.0,-26.75334431433277,28.377777777777776,75.62222222222222,-131.06666666666666,579824,309748.6222222222,1.3111111111111111,73.78237170340228,57.73181144392238,42.26818855607762
0.004180167,12410.120970487595,1.3863636363636365,0.0047381907,5004,0.35428345,0.0047381907,0.0,-25.608948158751506,28.34090909090909,75.72727272727273,-127.0909090909091,589774,310178.9090909091,1.6136363636363635,73.83691197627384,55.77448117801855,44.22551882198145
0.0045591956,12523.462265729904,1.5869565217391304,0.0049730986,5050,0.35039082,0.0049730986,0.0,-27.120648120375183,26.5,77.5,-135.45652173913044,599914,317440.0,1.4130434782608696,75.53903699983405,58.25481917135507,41.745180828644926
0.003481698,12639.343529939651,1.4772727272727273,0.0044019776,5094,0.33434987,0.0044019776,0.0,-26.804288839871653,27.295454545454547,76.70454545454545,-131.79545454545453,609884,314181.8181818182,1.5227272727272727,74.79573731503578,57.208837516665746,42.79116248333426
0.0062551214,12753.79538679123,1.8181818181818181,0.0050575,5138,0.32376927,0.0050575,0.0,-26.403793230820895,27.772727272727273,76.27272727272727,-133.02272727272728,619781,312413.0909090909,1.1818181818181819,74.36184775005664,58.10897863607491,41.89102136392509
0.0046943235,12868.471294641495,1.3409090909090908,0.0047591226,5182,0.32808375,0.0047591226,0.0,-26.05834676390684,27.977272727272727,76.02272727272727,-128.6590909090909,629945,311389.0909090909,1.6590909090909092,74.15543739820204,56.37548260521519,43.62451739478484
0.003280323,12982.911601543427,1.5,0.0040856497,5226,0.30190712,0.0040856497,0.0,-25.23470908918564,28.0,76.02272727272727,-126.20454545454545,639977,311389.0909090909,1.5,74.14093178022851,55.1757993896749,44.82420061032511
0.0044898656,13103.273367643356,1.441860465116279,0.0046715513,5269,0.3138503,0.0046715513,0.0,-26.237915996558655,28.813953488372093,75.23255813953489,-127.81395348837209,649806,308152.5581395349,1.558139534883721,73.38847917222209,56.598615402866145,43.401384597133855
0.00659794,13218.735525369644,1.511111111111111,0.0061606383,5314,0.34517655,0.0061606383,0.0,-26.020874871733415,27.444444444444443,76.57777777777778,-125.4,659928,313662.5777777778,1.488888888888889,74.6643318645785,54.5535379381022,45.446462061897805
0.003970828,13333.45937037468,1.7272727272727273,0.0037218782,5358,0.32644826,0.0037218782,0.0,-25.683657825229037,27.90909090909091,76.13636363636364,-126.68181818181819,669871,311854.54545454547,1.2727272727272727,74.23428038511825,55.40643667862212,44.593563321377886
0.0029173216,13449.323258161545,1.7777777777777777,0.0038821148,5403,0.33755872,0.0038821148,0.0,-26.86263502450726,27.377777777777776,76.62222222222222,-132.86666666666667,679968,313844.6222222222,1.2222222222222223,74.71823937299892,57.72114600894718,42.27885399105283
0.0045324564,13564.143949747086,1.5227272727272727,0.004872106,5447,0.3233817,0.004872106,0.0,-25.69293821546299,28.15909090909091,75.88636363636364,-125.18181818181819,689916,310830.54545454547,1.4772727272727273,74.0017770002873,54.94587370215815,45.05412629784185
0.0043881577,13680.042835950851,1.8043478260869565,0.0049443087,5493,0.30509686,0.0049443087,0.0,-27.16495145556238,26.97826086956522,77.04347826086956,-133.3695652173913,699884,315570.0869565217,1.1956521739130435,75.09684050356137,57.522265468159524,42.47773453184046
0.0043921955,13800.058404922485,1.2727272727272727,0.0050345603,5537,0.28822377,0.0050345603,0.0,-26.04761728785904,28.227272727272727,75.81818181818181,-127.56818181818181,709804,310551.2727272727,1.7272727272727273,73.93674681034594,56.043013500973444,43.95698649902655
0.0034942774,13916.027354717255,1.3111111111111111,0.0033112555,5582,0.2776909,0.0033112555,0.0,-26.285708200432246,28.31111111111111,75.71111111111111,-127.26666666666667,719848,310112.7111111111,1.6888888888888889,73.85155338540848,55.955513065874854,44.044486934125175
0.0036188848,14032.74367070198,1.3181818181818181,0.003629747,5626,0.28463846,0.003629747,0.0,-26.47039326391799,27.886363636363637,76.1590909090909,-129.0,729857,311947.63636363635,1.6818181818181819,74.25698756087887,56.41842851871258,43.58157148128742
0.0050420547,14148.874980926514,1.2272727272727273,0.0048823464,5670,0.2986629,0.0048823464,0.0,-26.977985618830242,28.15909090909091,75.86363636363636,-128.11363636363637,739858,310737.45454545453,1.7727272727272727,73.9935751153176,56.320856977002116,43.67914302299788
0.00513748,14261.349769830704,1.108695652173913,0.0050213593,5716,0.30771455,0.0050213593,0.0,-26.67696741942792,28.195652173913043,75.80434782608695,-126.52173913043478,749876,310494.60869565216,1.891304347826087,73.95404076547361,55.63543398056203,44.364566019438
0.004024938,14380.773514270782,1.673913043478261,0.0041950173,5762,0.29768994,0.0041950173,0.0,-25.81516467285317,27.804347826086957,76.21739130434783,-123.1304347826087,759876,312186.4347826087,1.326086956521739,74.32514519485424,53.8149488357671,46.18505116423292
0.0037533059,14498.121900081635,1.4782608695652173,0.0043757916,5808,0.2941373,0.0043757916,0.0,-25.66819875875483,27.76086956521739,76.23913043478261,-123.45652173913044,769982,312275.47826086957,1.5217391304347827,74.36143734645096,53.99566315922081,46.00433684077916
0.004505534,14615.098554134369,1.2444444444444445,0.004283187,5853,0.28998098,0.004283187,0.0,-25.529414930489683,27.377777777777776,76.62222222222222,-122.86666666666666,779802,313844.6222222222,1.7555555555555555,74.71973567429528,53.48179509141914,46.51820490858086
0.0047403136,14732.154017210007,1.0217391304347827,0.004668347,5899,0.2922689,0.004668347,0.0,-26.49858835117699,28.0,76.0,-127.43478260869566,789995,311296.0,1.9782608695652173,74.1350583942881,55.86857621754227,44.131423782457716
0.004764441,14844.820042610168,0.8444444444444444,0.00539153,5944,0.30332604,0.00539153,0.0,-26.104717258027257,27.31111111111111,76.71111111111111,-124.46666666666667,799945,314208.7111111111,2.1555555555555554,74.78719645389924,54.10691419116242,45.89308580883758
0.0059026266,14960.165189504623,1.5777777777777777,0.0050084037,5989,0.30546802,0.0050084037,0.0,-25.254606836646648,28.4,75.62222222222222,-121.8,809863,309748.6222222222,1.4222222222222223,73.76841154155218,53.641548703833685,46.35845129616631
0.0049408744,15078.262127876282,1.6956521739130435,0.0049156374,6035,0.30209258,0.0049156374,0.0,-26.791869041473955,26.891304347826086,77.1086956521739,-133.5,819986,315837.2173913043,1.3043478260869565,75.17024450553748,57.5496687278171,42.45033127218289
0.005061577,15195.95053076744,1.2325581395348837,0.0049469545,6078,0.28580165,0.0049469545,0.0,-25.361533357484262,28.6046511627907,75.3953488372093,-124.46511627906976,829859,308819.3488372093,1.7674418604651163,73.56926953121695,54.96636075899607,45.033639241003925
0.0034320275,15312.156456232071,1.1136363636363635,0.0035120356,6122,0.25892335,0.0035120356,0.0,-24.81876853697679,28.522727272727273,75.5,-122.11363636363636,839814,309248.0,1.8863636363636365,73.65515362524442,53.902193040728235,46.097806959271765
0.005403303,15429.91063952446,1.2,0.004597288,6167,0.2838332,0.004597288,0.0,-25.335197103066395,28.6,75.4,-121.66666666666667,849990,308838.4,1.8,73.5749713229462,53.76775195771102,46.23224804228899
0.0039694216,15545.322241544724,1.288888888888889,0.0045141876,6212,0.28605935,0.0045141876,0.0,-25.416623183726376,28.066666666666666,75.95555555555555,-122.33333333333333,859998,311113.9555555555,1.711111111111111,74.08228970810711,53.638795606979144,46.36120439302087
0.0055227457,15660.460885047913,1.3333333333333333,0.005029598,6257,0.29121304,0.005029598,0.0,-24.902412162690748,27.488888888888887,76.5111111111111,-119.93333333333334,869831,313389.5111111111,1.6666666666666667,74.61341393539993,52.230867805413524,47.769132194586476
0.00456479,15774.670325994492,1.8297872340425532,0.0049524475,6304,0.30012155,0.0049524475,0.0,-25.530396176846086,27.170212765957448,76.82978723404256,-123.8936170212766,879934,314694.8085106383,1.1702127659574468,74.91208739707174,53.64993349804985,46.35006650195015
0.0046956786,15888.506801605225,1.7555555555555555,0.0045490395,6349,0.3134239,0.0045490395,0.0,-25.83512374594796,27.622222222222224,76.37777777777778,-126.26666666666667,889937,312843.3777777778,1.2444444444444445,74.49136798528909,55.08007232555725,44.91992767444277
0.0047362973,16010.727400064468,1.8297872340425532,0.004184015,6396,0.3019142,0.004184015,0.0,-26.32381918422434,27.4468085106383,76.55319148936171,-127.97872340425532,899918,313561.87234042556,1.1702127659574468,74.65336734632236,55.52919531358301,44.47080468641699
0.003623575,16125.346492528915,1.7555555555555555,0.004202874,6441,0.27859968,0.004202874,0.0,-26.393817613598923,27.6,76.4,-131.13333333333333,909947,312934.4,1.2444444444444445,74.5102710365993,57.1516857839405,42.8483142160595
0.0039179297,16237.943363904953,1.2666666666666666,0.0047510336,6486,0.2808783,0.0047510336,0.0,-26.032909450966805,28.133333333333333,75.88888888888889,-125.46666666666667,919870,310840.8888888889,1.7333333333333334,74.01778020389371,55.145541357347724,44.85445864265228
0.0037750916,16353.880278587341,1.8043478260869565,0.0036896178,6532,0.26258686,0.0036896178,0.0,-25.57362133700324,27.847826086956523,76.17391304347827,-123.52173913043478,929990,312008.347826087,1.1956521739130435,74.2870487789124,54.01131385345788,45.988686146542115
0.0039614867,16470.314655065536,1.3777777777777778,0.004451767,6577,0.2806741,0.004451767,0.0,-26.27460838258423,28.266666666666666,75.73333333333333,-126.26666666666667,939931,310203.73333333334,1.6222222222222222,73.88749080073914,55.56395705789954,44.43604294210046
0.0053064465,16586.988537311554,1.8043478260869565,0.004272924,6623,0.25351012,0.004272924,0.0,-25.963026767853467,27.652173913043477,76.34782608695652,-124.5,949868,312720.6956521739,1.1956521739130435,74.46256595487533,54.429078575318194,45.57092142468182
0.0036958384,16699.54940676689,1.2,0.0046558487,6668,0.2544289,0.0046558487,0.0,-25.343860357609845,28.244444444444444,75.8,-122.86666666666666,959959,310476.8,1.8,73.92072047379291,53.95955696241578,46.04044303758422
0.005536333,16814.411900520325,1.3409090909090908,0.006033705,6712,0.26796672,0.006033705,0.0,-25.205940525722784,27.795454545454547,76.22727272727273,-121.9090909090909,969780,312226.9090909091,1.6590909090909092,74.33388199162488,53.32157093474079,46.6784290652592
0.005416325,16929.701788187027,1.673913043478261,0.0053530755,6758,0.23813269,0.0053530755,0.0,-27.050354038738266,26.76086956521739,77.23913043478261,-131.93478260869566,979808,316371.47826086957,1.326086956521739,75.29493810644263,56.834489038767344,43.165510961232634
0.0049085272,17043.571081638336,1.3111111111111111,0.005247511,6803,0.26396707,0.005247511,0.0,-25.977832697324985,27.57777777777778,76.44444444444444,-125.6,989813,313116.44444444444,1.6888888888888889,74.53872117591403,54.740459486752755,45.259540513247245
0.005681153,17156.373311042786,1.1521739130434783,0.0059959833,6849,0.26023054,0.0059959833,0.0,-26.85873597524662,27.695652173913043,76.34782608695652,-129.32608695652175,999901,312720.6956521739,1.8478260869565217,74.43424526532303,56.39072630787804,43.60927369212197
0.003922037,17270.725330352783,0.9333333333333333,0.0044344654,6894,0.2630823,0.0044344654,0.0,-24.858842797638513,27.88888888888889,76.11111111111111,-120.33333333333333,1009863,311751.1111111111,2.066666666666667,74.24085562227735,52.66546692307237,47.33453307692763
0.0030626347,17388.432391166687,1.6956521739130435,0.00439576,6940,0.2717583,0.00439576,0.0,-25.708245071136044,27.869565217391305,76.15217391304348,-125.93478260869566,1019908,311919.3043478261,1.3043478260869565,74.26498027793818,55.04267418210892,44.95732581789109
0.004835435,17508.37525677681,1.2553191489361701,0.0051371665,6987,0.26527652,0.0051371665,0.0,-25.78862446599407,27.19148936170213,76.80851063829788,-123.19148936170212,1029988,314607.6595744681,1.7446808510638299,74.89353401608098,53.35659876460664,46.643401235393384
0.004455915,17620.8101913929,1.2666666666666666,0.004829195,7032,0.2738447,0.004829195,0.0,-24.46070842726823,28.4,75.64444444444445,-118.73333333333333,1039875,309839.64444444445,1.7333333333333334,73.7767186534443,52.29376454703324,47.70623545296676
0.0046109953,17733.167861700058,1.2727272727272727,0.0054457,7076,0.27765155,0.0054457,0.0,-26.02471394432437,26.75,77.27272727272727,-128.5909090909091,1049813,316509.0909090909,1.7272727272727273,75.31316706263794,55.33961559455317,44.66038440544682
0.0050764503,17846.96146774292,1.2222222222222223,0.0051457016,7121,0.26046905,0.0051457016,0.0,-27.287409856682334,27.31111111111111,76.71111111111111,-131.66666666666666,1059779,314208.7111111111,1.7777777777777777,74.78599580451088,57.06032437939058,42.93967562060944
0.005795395,17957.74793601036,1.3478260869565217,0.005236261,7167,0.28216597,0.005236261,0.0,-24.477856727082276,27.847826086956523,76.19565217391305,-119.6086956521739,1069985,312097.39130434784,1.6521739130434783,74.29239761772031,52.30669270612793,47.69330729387207
0.004381837,18072.938299417496,1.6222222222222222,0.0041743224,7212,0.27366212,0.0041743224,0.0,-25.076164968447166,28.08888888888889,75.93333333333334,-121.73333333333333,1079799,311022.93333333335,1.3777777777777778,74.05967772866279,53.32057972618596,46.67942027381403
0.003919316,18187.093333482742,1.7291666666666667,0.0053826435,7260,0.2777953,0.0053826435,0.0,-26.18879583456565,27.083333333333332,76.9375,-125.25,1089855,315136.0,1.2708333333333333,75.00085531207608,54.15456447627716,45.84543552372285
0.0044796662,18298.729595661163,1.7333333333333334,0.005156841,7305,0.27654672,0.005156841,0.0,-25.759242127968076,27.755555555555556,76.26666666666667,-126.53333333333333,1099759,312388.26666666666,1.2666666666666666,74.37131368024427,55.24423224102102,44.75576775897897
