AttC,Tbt,TimeElapsed,Ptt,entropy,EpisodesSoFar,TimestepsSoFar,AttNC,Tmt,MpbtA,MtR,TtR,surrgain,Tmc,entloss,MpbtN,meankl,optimgain
2.25,322280.7272727273,8207.68817782402,76.64086179888282,0.3801507,3484,229820,0.75,78.68181818181819,32.817745739709224,-31.451436558929917,-158.72727272727272,0.005366496,25.318181818181817,0.0,67.18225426029078,0.0035366311,0.005366496
2.2444444444444445,319670.0444444445,8328.781375169754,76.04470433544941,0.35847217,3529,239916,0.7555555555555555,78.04444444444445,32.38601813540616,-30.93562859133029,-158.53333333333333,0.006843276,25.955555555555556,0.0,67.61398186459382,0.0035890264,0.006843276
2.0,323490.9090909091,8445.045528411865,76.91553507108428,0.3834765,3573,249871,1.0,78.97727272727273,33.95464682014727,-30.55528600345425,-156.47727272727272,0.0073855836,25.022727272727273,0.0,66.04535317985271,0.0037703877,0.0073855836
2.4444444444444446,320853.3333333333,8565.814333677292,76.31436136593899,0.40318304,3618,259797,0.5555555555555556,78.33333333333333,33.442592772485646,-30.603443367465864,-156.6,0.0051780455,25.666666666666668,0.0,66.55740722751435,0.0031300243,0.0051780455
2.425531914893617,322973.9574468085,8683.83955669403,76.79577363687423,0.39963531,3665,269990,0.574468085106383,78.85106382978724,32.12731066743529,-31.35097870767088,-160.6595744680851,0.0051710163,25.148936170212767,0.0,67.87268933256472,0.0036978927,0.0051710163
2.1956521739130435,325008.6956521739,8805.88922739029,77.25966117458591,0.38037458,3711,279858,0.8043478260869565,79.34782608695652,34.39180099605773,-31.120809217106586,-156.7826086956522,0.005468219,24.652173913043477,0.0,65.60819900394226,0.0031071599,0.005468219
2.2222222222222223,324676.26666666666,8929.54492688179,77.18567062485384,0.37369314,3756,289858,0.7777777777777778,79.26666666666667,32.80491898232615,-31.500310922053348,-159.86666666666667,0.0064816163,24.733333333333334,0.0,67.19508101767389,0.004308304,0.0064816163
2.1904761904761907,322121.14285714284,9045.821819782257,76.60109086219666,0.3897209,3798,299829,0.8095238095238095,78.64285714285714,34.593357898640924,-30.27290194566179,-154.64285714285714,0.003998282,25.357142857142858,0.0,65.40664210135904,0.0027251383,0.003998282
2.227272727272727,320791.2727272727,9164.001743793488,76.30088857004051,0.38846406,3842,309872,0.7727272727272727,78.31818181818181,33.08713943683849,-30.723996495157863,-157.29545454545453,0.0049276277,25.681818181818183,0.0,66.91286056316149,0.0028859498,0.0049276277
2.227272727272727,323677.0909090909,9282.75051164627,76.958016551976,0.40414432,3886,319937,0.7727272727272727,79.02272727272727,32.85321372304839,-31.05743312948346,-159.20454545454547,0.0050524264,24.977272727272727,0.0,67.1467862769516,0.003878022,0.0050524264
2.6382978723404253,322799.6595744681,9407.317877054214,76.77241882112047,0.39520043,3933,329958,0.3617021276595745,78.80851063829788,31.870473896757733,-31.34528998412103,-161.36170212765958,0.0045302385,25.170212765957448,0.0,68.12952610324224,0.0026074988,0.0045302385
2.2045454545454546,322373.8181818182,9526.688929319382,76.64551762063454,0.36328444,3977,339860,0.7954545454545454,78.70454545454545,33.78110933425425,-30.617699701300673,-156.75,0.0050129932,25.318181818181817,0.0,66.21889066574575,0.0038268315,0.0050129932
2.0232558139534884,318630.6976744186,9644.707537651062,75.80724092044647,0.36503044,4020,349826,0.9767441860465116,77.79069767441861,33.29042187735314,-30.171543464122657,-155.7906976744186,0.0053961547,26.209302325581394,0.0,66.70957812264683,0.003940978,0.0053961547
2.1363636363636362,323584.0,9760.029439210892,76.93738004284977,0.37977225,4064,359793,0.8636363636363636,79.0,32.20901009917099,-31.798182893132886,-160.77272727272728,0.0060971268,25.0,0.0,67.79098990082902,0.003806207,0.0060971268
2.217391304347826,322604.52173913043,9883.071596860886,76.70100882594947,0.3728226,4110,369851,0.782608695652174,78.76086956521739,35.26000822559362,-30.557878357880124,-153.0,0.0055170897,25.26086956521739,0.0,64.73999177440636,0.0037232745,0.0055170897
2.1818181818181817,324142.54545454547,9998.400916814804,77.04839034798005,0.37391725,4154,379819,0.8181818181818182,79.13636363636364,34.51838559811172,-30.3530134288381,-155.6590909090909,0.0049361554,24.886363636363637,0.0,65.48161440188827,0.0027720688,0.0049361554
1.8333333333333333,320658.28571428574,10112.18743610382,76.26923970932133,0.39045253,4196,389863,1.1666666666666667,78.28571428571429,35.78148422186337,-29.293063420841815,-150.92857142857142,0.0069281426,25.714285714285715,0.0,64.21851577813663,0.0052550356,0.0069281426
2.488888888888889,318941.86666666664,10232.56986451149,75.87810429756877,0.38774797,4241,399883,0.5111111111111111,77.86666666666666,33.53759916682506,-30.000170563788075,-155.33333333333334,0.0054898933,26.133333333333333,0.0,66.46240083317493,0.0034310108,0.0054898933
2.227272727272727,319860.36363636365,10350.315771579742,76.08937616379376,0.37520155,4285,409787,0.7727272727272727,78.0909090909091,34.06532236319225,-30.315446982382085,-154.5,0.0045541995,25.90909090909091,0.0,65.93467763680775,0.0039305347,0.0045541995
2.2045454545454546,318929.45454545453,10468.122130155563,75.8752456703647,0.36733204,4329,419953,0.7954545454545454,77.86363636363636,34.49754121486788,-29.761564106688105,-153.0681818181818,0.0058186525,26.136363636363637,0.0,65.50245878513213,0.0038384125,0.0058186525
1.9523809523809523,318220.1904761905,10582.85665512085,75.71502292672751,0.38440514,4371,429947,1.0476190476190477,77.69047619047619,33.89700132453058,-29.55023206914151,-154.0,0.006812725,26.30952380952381,0.0,66.10299867546942,0.004597989,0.006812725
2.046511627906977,320535.81395348837,10700.278614997864,76.24161287990601,0.37630743,4414,439879,0.9534883720930233,78.25581395348837,33.47134479722094,-30.648462503911105,-156.41860465116278,0.005375452,25.74418604651163,0.0,66.52865520277906,0.0036288132,0.005375452
2.0930232558139537,323488.74418604653,10814.47608923912,76.91561018327913,0.37838763,4457,449873,0.9069767441860465,78.97674418604652,35.680663327767384,-30.002817965402514,-152.4418604651163,0.0064322944,25.023255813953487,0.0,64.31933667223262,0.004479178,0.0064322944
2.0681818181818183,321256.7272727273,10932.889921188354,76.40695880538611,0.37203354,4501,459926,0.9318181818181818,78.43181818181819,32.745595911445896,-30.541880622955485,-158.3181818181818,0.00657958,25.568181818181817,0.0,67.2544040885541,0.004109175,0.00657958
1.9069767441860466,318440.18604651163,11051.883341550827,75.76409402574697,0.3756069,4544,469843,1.0930232558139534,77.74418604651163,32.26407219689573,-30.8341205714163,-157.95348837209303,0.005453013,26.25581395348837,0.0,67.73592780310425,0.0036169444,0.005453013
2.2045454545454546,317253.8181818182,11167.582395076752,75.47870733407225,0.3944252,4588,479934,0.7954545454545454,77.45454545454545,34.890387955735974,-29.57617689350741,-151.4318181818182,0.0054284697,26.568181818181817,0.0,65.10961204426404,0.004013209,0.0054284697
2.108695652173913,321268.8695652174,11288.468729019165,76.41037804493044,0.3742045,4634,489970,0.8913043478260869,78.43478260869566,32.609106353628,-31.195045027496736,-158.47826086956522,0.005198879,25.565217391304348,0.0,67.39089364637199,0.0034185012,0.005198879
2.25,321163.63636363635,11406.417994737625,76.38657781632243,0.35567087,4678,499895,0.75,78.4090909090909,34.16375196721179,-30.41543835943783,-154.97727272727272,0.0041349893,25.59090909090909,0.0,65.83624803278819,0.0042276154,0.0041349893
1.9767441860465116,322059.9069767442,11524.791835784912,76.58961556128563,0.34100708,4721,509881,1.0232558139534884,78.62790697674419,34.149657806642296,-30.62656341234107,-155.4418604651163,0.00485708,25.372093023255815,0.0,65.8503421933577,0.0037305676,0.00485708
1.829268292682927,318688.7804878049,11640.90809726715,75.81981203702338,0.35230222,4762,519779,1.170731707317073,77.8048780487805,34.031272310619535,-30.00460954577581,-153.9512195121951,0.0054025543,26.195121951219512,0.0,65.96872768938047,0.0038323668,0.0054025543
2.2093023255813953,316249.3023255814,11759.156071186066,75.23415204601578,0.34901568,4805,529844,0.7906976744186046,77.20930232558139,33.16099925414364,-30.104969770324264,-154.74418604651163,0.005332309,26.837209302325583,0.0,66.83900074585637,0.003617457,0.005332309
1.7380952380952381,319292.95238095237,11874.745988368988,75.95999306921708,0.3571058,4847,539992,1.2619047619047619,77.95238095238095,36.919766764096934,-28.964030799625686,-147.71428571428572,0.00490064,26.047619047619047,0.0,63.080233235903066,0.0035152747,0.00490064
1.9285714285714286,319000.38095238095,11990.365118980408,75.89218508620786,0.3583683,4889,549977,1.0714285714285714,77.88095238095238,34.6806479032242,-29.523929663988557,-152.78571428571428,0.0058974363,26.11904761904762,0.0,65.3193520967758,0.0042546014,0.0058974363
1.7380952380952381,321145.90476190473,12105.09603714943,76.38118248519784,0.35668918,4931,559983,1.2619047619047619,78.4047619047619,36.32388487866384,-28.990609635230385,-149.85714285714286,0.0056986553,25.595238095238095,0.0,63.67611512133614,0.0046249502,0.0056986553
1.8333333333333333,321536.0,12220.223674297333,76.45522374403433,0.38048002,4973,569923,1.1666666666666667,78.5,33.507339933262244,-30.725308531243556,-156.64285714285714,0.00572983,25.523809523809526,0.0,66.49266006673776,0.004428127,0.00572983
2.159090909090909,320977.45454545453,12335.919479370117,76.3432792354571,0.37916234,5017,579967,0.8409090909090909,78.36363636363636,34.93778862162907,-29.80537504947304,-153.13636363636363,0.0052654166,25.636363636363637,0.0,65.06221137837092,0.00339402,0.0052654166
2.186046511627907,317297.11627906974,12453.971853733063,75.50369778564614,0.39985514,5060,589831,0.813953488372093,77.46511627906976,34.94472910214198,-30.223397293736003,-151.32558139534885,0.007067904,26.53488372093023,0.0,65.05527089785802,0.0051466594,0.007067904
2.425531914893617,320708.08510638296,12577.671873569489,76.28127352268274,0.3913577,5107,599916,0.574468085106383,78.29787234042553,33.75304840108845,-30.516672199460555,-155.80851063829786,0.0059845583,25.70212765957447,0.0,66.24695159891154,0.0034524868,0.0059845583
2.090909090909091,319115.63636363635,12695.762063503265,75.91861288621377,0.38228098,5151,609976,0.9090909090909091,77.9090909090909,33.43935047737208,-30.185370918480416,-155.52272727272728,0.005352454,26.09090909090909,0.0,66.5606495226279,0.004280424,0.005352454
2.2790697674418605,321488.37209302327,12814.094305992126,76.45929191085189,0.3920959,5194,619993,0.7209302325581395,78.48837209302326,33.29329590705545,-30.065501467070316,-157.11627906976744,0.0068147085,25.511627906976745,0.0,66.70670409294455,0.00421204,0.0068147085
2.2222222222222223,321126.4,12934.40631055832,76.37686386733478,0.36154544,5239,629835,0.7777777777777778,78.4,34.43961935698607,-30.16337032213827,-154.46666666666667,0.0065039378,25.6,0.0,65.56038064301391,0.004643747,0.0065039378
2.1555555555555554,321945.6,13055.817822217941,76.5630264559152,0.3698267,5284,639838,0.8444444444444444,78.6,32.76509194073066,-31.227950092028756,-158.93333333333334,0.005338152,25.4,0.0,67.23490805926934,0.0038672902,0.005338152
2.1956521739130435,318864.6956521739,13175.106459379196,75.86127250326867,0.3651621,5330,649960,0.8043478260869565,77.84782608695652,34.70699964835588,-29.472642274992946,-152.54347826086956,0.0063288617,26.152173913043477,0.0,65.29300035164411,0.0040516634,0.0063288617
2.4,318941.86666666664,13294.020451307297,75.8953566850742,0.3627649,5375,659940,0.6,77.86666666666666,34.58740582079927,-29.5635003118368,-153.0,0.0054820925,26.11111111111111,0.0,65.4125941792007,0.0030344645,0.0054820925
2.25,318557.0909090909,13415.686398506165,75.79079557689724,0.3709371,5419,669829,0.75,77.77272727272727,33.65780540265995,-30.31438715600351,-154.9090909090909,0.0072245705,26.227272727272727,0.0,66.34219459734005,0.003952466,0.0072245705
2.340909090909091,314181.8181818182,13531.855716228485,74.7776644506339,0.3751653,5463,679932,0.6590909090909091,76.70454545454545,33.09702276525152,-29.89593798584465,-154.1590909090909,0.0057083606,27.318181818181817,0.0,66.90297723474846,0.0037526635,0.0057083606
2.1555555555555554,319123.9111111111,13651.600546121597,75.92012522152307,0.3663418,5508,689799,0.8444444444444444,77.91111111111111,35.32107805146996,-30.23265786492846,-151.46666666666667,0.0064874184,26.08888888888889,0.0,64.67892194853003,0.0044346447,0.0064874184
2.369565217391304,318063.3043478261,13769.800192117691,75.67896683488591,0.37513357,5554,699977,0.6304347826086957,77.65217391304348,34.40242803354104,-29.667045179121963,-152.93478260869566,0.006395569,26.347826086956523,0.0,65.59757196645896,0.0038397019,0.006395569
2.4782608695652173,320378.4347826087,13889.099842309952,76.2220700151274,0.34330827,5600,709979,0.5217391304347826,78.21739130434783,34.872197587797636,-30.083358924398897,-152.8695652173913,0.0056592915,25.76086956521739,0.0,65.12780241220234,0.0037833196,0.0056592915
2.3777777777777778,320398.22222222225,14005.327815294266,76.21286047894205,0.36210567,5645,719953,0.6222222222222222,78.22222222222223,35.646140404063416,-29.354429026845526,-151.0,0.0061528636,25.77777777777778,0.0,64.3538595959366,0.004258823,0.0061528636
2.3181818181818183,315019.63636363635,14123.577343702316,74.98373006156694,0.35517657,5689,729855,0.6818181818181818,76.9090909090909,35.101940073616014,-29.43957531415253,-149.79545454545453,0.00686021,27.09090909090909,0.0,64.898059926384,0.0042321035,0.00686021
2.2666666666666666,322764.8,14242.988035917282,76.75015910726778,0.35483497,5734,739864,0.7333333333333333,78.8,33.65561416025051,-30.769032621711126,-157.0,0.0056047076,25.2,0.0,66.34438583974949,0.0043056766,0.0056047076
2.2790697674418605,317106.6046511628,14362.728370666504,75.4595624446699,0.3331407,5777,749883,0.7209302325581395,77.4186046511628,36.82486834005772,-28.63801905355815,-146.86046511627907,0.005713175,26.58139534883721,0.0,63.17513165994227,0.0045522847,0.005713175
2.119047619047619,317830.09523809527,14477.97307920456,75.62430649469636,0.34319425,5819,759833,0.8809523809523809,77.5952380952381,33.76176771397176,-29.61056066976533,-154.5,0.0047726817,26.404761904761905,0.0,66.23823228602822,0.0035850434,0.0047726817
2.046511627906977,313772.6511627907,14597.470316410065,74.69757391073794,0.33361715,5862,769888,0.9534883720930233,76.6046511627907,32.920791102031025,-29.88258881037435,-154.25581395348837,0.006281259,27.3953488372093,0.0,67.07920889796898,0.0045871977,0.006281259
2.0952380952380953,317342.4761904762,14712.822213888168,75.51497555612006,0.34139323,5904,779811,0.9047619047619048,77.47619047619048,35.45577487444686,-29.46865192293817,-150.14285714285714,0.005436708,26.523809523809526,0.0,64.54422512555315,0.0045735175,0.005436708
1.9534883720930232,318535.4418604651,14829.665817975998,75.78497884960936,0.33026147,5947,789871,1.0465116279069768,77.76744186046511,35.72002282806721,-29.440209624696116,-149.93023255813952,0.0052112537,26.232558139534884,0.0,64.27997717193279,0.0039613997,0.0052112537
1.930232558139535,314534.6976744186,14943.86241197586,74.84243934556639,0.32124862,5990,799986,1.069767441860465,76.79069767441861,34.98669936059759,-28.796196237415728,-149.86046511627907,0.0057602185,27.25581395348837,0.0,65.0133006394024,0.0043141367,0.0057602185
2.1363636363636362,317160.7272727273,15059.212502241135,75.45758499260226,0.33200687,6034,809994,0.8636363636363636,77.43181818181819,35.62505144766518,-29.28673750833402,-149.6590909090909,0.0060161934,26.59090909090909,0.0,64.37494855233483,0.00450804,0.0060161934
1.9047619047619047,316074.6666666667,15175.205274820328,75.20810124773581,0.30827194,6076,819994,1.0952380952380953,77.16666666666667,36.96144698809232,-28.251625483532695,-146.07142857142858,0.0048661255,26.857142857142858,0.0,63.03855301190769,0.0040937327,0.0048661255
2.1136363636363638,314926.54545454547,15294.758625984192,74.94827092177053,0.32383016,6120,829995,0.8863636363636364,76.88636363636364,34.872425072586815,-29.569951249055304,-150.3409090909091,0.006597966,27.136363636363637,0.0,65.12757492741318,0.0042234566,0.006597966
2.13953488372093,317678.1395348837,15412.57097029686,75.5910184141385,0.31414327,6163,839996,0.8604651162790697,77.55813953488372,34.46571809101015,-30.042052463168677,-152.51162790697674,0.0058891424,26.441860465116278,0.0,65.53428190898984,0.004654538,0.0058891424
2.3333333333333335,318395.73333333334,15537.178540468216,75.75384121542173,0.3124636,6208,849951,0.6666666666666666,77.73333333333333,34.926401092268534,-30.036397570716357,-151.86666666666667,0.0071446626,26.266666666666666,0.0,65.07359890773147,0.0048849364,0.0071446626
2.090909090909091,318464.0,15654.378002405167,75.77131956661358,0.3261073,6252,859958,0.9090909090909091,77.75,35.438720676364156,-29.794067228227416,-150.4090909090909,0.0058667744,26.25,0.0,64.56127932363584,0.0038827152,0.0058667744
2.0697674418604652,316344.5581395349,15771.283130168915,75.28503642060026,0.3412596,6295,869904,0.9302325581395349,77.23255813953489,36.58763250296888,-29.41425694070156,-147.06976744186048,0.006034572,26.767441860465116,0.0,63.41236749703109,0.004362599,0.006034572
2.25,313530.1818181818,15891.55620932579,74.62822085266954,0.333911,6339,879974,0.75,76.54545454545455,35.93013059063197,-28.61671187531324,-147.27272727272728,0.0063290843,27.477272727272727,0.0,64.06986940936802,0.004341164,0.0063290843
2.022727272727273,312971.63636363635,16009.087308168411,74.50285171897202,0.34212983,6383,889988,0.9772727272727273,76.4090909090909,37.6067113927769,-28.3755439372875,-143.11363636363637,0.005584021,27.613636363636363,0.0,62.393288607223106,0.0040930286,0.005584021
2.1627906976744184,319773.76744186046,16130.04985165596,76.06908297936384,0.3555492,6426,899974,0.8372093023255814,78.06976744186046,34.421762713413614,-29.76935836028213,-153.69767441860466,0.0059970357,25.930232558139537,0.0,65.57823728658639,0.0047258763,0.0059970357
2.046511627906977,316535.06976744183,16247.153467655182,75.3157358734751,0.33785287,6469,909963,0.9534883720930233,77.27906976744185,36.61995851648376,-28.717534747009292,-147.0,0.00534999,26.74418604651163,0.0,63.38004148351623,0.004408156,0.00534999
2.2,319579.02222222224,16367.57551407814,76.0238056716921,0.32758042,6514,919805,0.8,78.02222222222223,34.88705690811946,-30.477752035197096,-152.33333333333334,0.004606982,25.977777777777778,0.0,65.11294309188052,0.0038971063,0.004606982
2.1136363636363638,318650.1818181818,16485.98341202736,75.8130570071784,0.34873667,6558,929779,0.8863636363636364,77.79545454545455,34.95141601069519,-30.300527209310818,-151.97727272727272,0.0059382757,26.204545454545453,0.0,65.04858398930479,0.0041863522,0.0059382757
2.239130434782609,316816.6956521739,16606.253101825714,75.3927611468844,0.3378605,6604,939969,0.7608695652173914,77.34782608695652,33.455773191661144,-30.431325212915425,-154.56521739130434,0.0066658338,26.652173913043477,0.0,66.54422680833888,0.004751472,0.0066658338
2.2093023255813953,319202.23255813954,16725.45907831192,75.92302078563773,0.33657405,6647,949819,0.7906976744186046,77.93023255813954,33.10793120696596,-30.948793747617792,-156.41860465116278,0.005062871,26.093023255813954,0.0,66.89206879303403,0.0044310223,0.005062871
2.272727272727273,318464.0,16842.43712258339,75.75634309672688,0.33784735,6691,959825,0.7272727272727273,77.75,35.41487383648883,-29.840042815790238,-150.6818181818182,0.0055476534,26.272727272727273,0.0,64.58512616351116,0.004115545,0.0055476534
2.1136363636363638,316322.9090909091,16960.12273287773,75.28227036639576,0.33932337,6735,969907,0.8863636363636364,77.22727272727273,38.37109391597201,-28.715320368731888,-142.63636363636363,0.0063893525,26.772727272727273,0.0,61.628906084027996,0.0042948825,0.0063893525
2.1555555555555554,319396.97777777776,17077.563856124878,75.98341562436754,0.31465775,6780,979953,0.8444444444444444,77.97777777777777,37.16375208132982,-29.384429076479197,-147.13333333333333,0.0056523653,26.022222222222222,0.0,62.83624791867016,0.004436018,0.0056523653
2.1818181818181817,317253.8181818182,17197.48499059677,75.48037766487916,0.32361403,6824,989846,0.8181818181818182,77.45454545454545,36.80996331987606,-29.26558098601636,-147.0681818181818,0.0057728686,26.568181818181817,0.0,63.1900366801239,0.0046041557,0.0057728686
1.7906976744186047,316249.3023255814,17313.043741703033,75.26281338381939,0.3276827,6867,999857,1.2093023255813953,77.20930232558139,36.21286687942009,-29.35126629845347,-147.90697674418604,0.0055490867,26.790697674418606,0.0,63.78713312057991,0.0044710217,0.0055490867
2.022727272727273,313344.0,17429.566799879074,74.58723267331754,0.31260657,6911,1009928,0.9772727272727273,76.5,36.542701044306604,-28.81070330665221,-145.77272727272728,0.005331486,27.522727272727273,0.0,63.45729895569339,0.004423452,0.005331486
1.7906976744186047,316820.83720930235,17542.8727953434,75.3953459963612,0.30442134,6954,1019998,1.2093023255813953,77.34883720930233,35.67666897279797,-29.41856564828038,-149.58139534883722,0.006140097,26.651162790697676,0.0,64.32333102720203,0.005007195,0.006140097
1.8636363636363635,317253.8181818182,17664.293847560883,75.49485729803847,0.3023018,6998,1029968,1.1363636363636365,77.45454545454545,36.169485311099514,-29.73368403776124,-148.1590909090909,0.006282341,26.545454545454547,0.0,63.83051468890048,0.0040986743,0.006282341
1.627906976744186,313105.8604651163,17782.782712697983,74.5489262625775,0.3006328,7041,1039806,1.372093023255814,76.44186046511628,36.27318141295528,-29.827076382772887,-146.1627906976744,0.0060470705,27.558139534883722,0.0,63.72681858704471,0.0045714905,0.0060470705
2.0476190476190474,313246.4761904762,17897.176609277725,74.56314798761647,0.29881436,7083,1049921,0.9523809523809523,76.47619047619048,37.68962293897488,-28.158951488709352,-143.07142857142858,0.006216709,27.547619047619047,0.0,62.31037706102514,0.004998654,0.006216709
2.022727272727273,316229.8181818182,18013.09178185463,75.26205898152222,0.3059209,7127,1059874,0.9772727272727273,77.20454545454545,37.44381143020126,-28.71559507516237,-144.95454545454547,0.006394762,26.795454545454547,0.0,62.55618856979873,0.0054371655,0.006394762
2.2045454545454546,315671.2727272727,18128.227030992508,75.11920094441761,0.3125495,7171,1069878,0.7954545454545454,77.06818181818181,35.84213154080865,-29.215074617034283,-148.4318181818182,0.0053938334,26.954545454545453,0.0,64.15786845919133,0.0043157907,0.0053938334
2.2,312388.26666666666,18249.63153719902,74.38319908754309,0.30088642,7216,1079990,0.8,76.26666666666667,37.415851496037604,-28.4659112172802,-143.33333333333334,0.007142259,27.733333333333334,0.0,62.58414850396239,0.0045395927,0.007142259
2.1136363636363638,315764.36363636365,18370.570839881897,75.13900271209242,0.3097468,7260,1089771,0.8863636363636364,77.0909090909091,36.052177857272255,-29.21906729507314,-147.8181818181818,0.006168406,26.931818181818183,0.0,63.947822142727745,0.0041315444,0.006168406
2.0652173913043477,319488.0,18485.86590385437,76.00574146332329,0.30847618,7306,1099923,0.9347826086956522,78.0,38.20392349113411,-29.397914242773947,-144.84782608695653,0.0054464145,26.0,0.0,61.79607650886589,0.004370401,0.0054464145
