surrgain,entloss,Tbt,EpisodesSoFar,AttNC,MtR,entropy,Ptt,TimeElapsed,optimgain,Tmc,Tmt,AttC,MpbtA,meankl,MpbtN,TimestepsSoFar,TtR
0.005795585,0.0,310850.7826086957,6324,2.0,-25.5607909860856,0.2835812,74.02125925292209,15574.109443187714,0.005795585,28.130434782608695,75.8913043478261,1.0,46.02665564358744,0.0058163735,53.97334435641256,899948,-122.8695652173913
0.0046887696,0.0,309515.1304347826,6370,1.4130434782608696,-26.022628940859878,0.26577508,73.70257798812328,15690.754267692566,0.0046887696,28.47826086956522,75.56521739130434,1.5869565217391304,44.99676761787659,0.005588693,55.00323238212341,909915,-124.6304347826087
0.0054445313,0.0,312479.2888888889,6415,1.8444444444444446,-25.475842327561104,0.28527558,74.39218921202065,15802.493483543396,0.0054445313,27.733333333333334,76.28888888888889,1.1555555555555554,45.858384866064675,0.005105172,54.141615133935325,919878,-124.2
0.004432955,0.0,312516.08510638296,6462,1.7872340425531914,-25.996181975699063,0.2714303,74.40285815747066,15918.390530109406,0.004432955,27.72340425531915,76.29787234042553,1.2127659574468086,45.41719746582999,0.0043365946,54.58280253417002,929835,-125.1063829787234
0.005154472,0.0,308929.4222222222,6507,1.7555555555555555,-25.107259797229887,0.28062582,73.56902116225177,16031.303396701813,0.005154472,28.622222222222224,75.42222222222222,1.2444444444444445,46.4698484364908,0.0051054414,53.530151563509186,939794,-121.33333333333333
0.0051521873,0.0,312864.6808510638,6554,1.297872340425532,-27.810385740177303,0.25450808,74.46656600276232,16152.418895483017,0.0051521873,27.659574468085108,76.38297872340425,1.702127659574468,41.40272890482442,0.0047963113,58.59727109517558,949963,-134.5531914893617
0.005050193,0.0,309293.5111111111,6599,1.6666666666666667,-24.961659515199557,0.2543604,73.6511764043912,16268.926223754883,0.005050193,28.533333333333335,75.5111111111111,1.3333333333333333,45.890586386140754,0.004991397,54.109413613859225,959921,-122.73333333333333
0.004972632,0.0,315857.45454545453,6643,1.9318181818181819,-26.08065852958713,0.24607503,75.17645125090732,16379.922569274902,0.004972632,26.886363636363637,77.11363636363636,1.0681818181818181,44.02494827831247,0.0050890353,55.975051721687535,969820,-129.61363636363637
0.00479923,0.0,308802.7826086957,6689,1.391304347826087,-24.966219598771342,0.25801346,73.54041484319589,16491.167806386948,0.00479923,28.652173913043477,75.3913043478261,1.608695652173913,46.85912092069565,0.005047489,53.14087907930434,979932,-120.26086956521739
0.0048398306,0.0,312631.652173913,6735,1.1521739130434783,-25.670126622497797,0.2669249,74.4269734808411,16608.381489515305,0.0048398306,27.695652173913043,76.32608695652173,1.8478260869565217,45.80175119827363,0.00494056,54.19824880172637,989833,-124.3695652173913
0.0037111419,0.0,308268.52173913043,6781,1.7391304347826086,-26.313641205920675,0.27828783,73.44483305066186,16724.67191886902,0.0037111419,28.73913043478261,75.26086956521739,1.2608695652173914,44.49968903833982,0.0037600505,55.50031096166019,999929,-125.6086956521739
0.003980949,0.0,312297.2444444444,6826,1.3777777777777778,-25.425550911147006,0.27132043,74.32146802256467,16838.749022722244,0.003980949,27.822222222222223,76.24444444444444,1.6222222222222222,45.71886176904007,0.0039377823,54.28113823095993,1009872,-124.26666666666667
0.0055097113,0.0,310761.73913043475,6872,1.4130434782608696,-25.351317802823193,0.2945004,74.01532161127913,16954.282754182816,0.0055097113,28.130434782608695,75.8695652173913,1.5869565217391304,46.600242519459805,0.0058692046,53.399757480540195,1019878,-121.5
0.004643043,0.0,310583.652173913,6918,1.3043478260869565,-24.47182012700413,0.27272516,73.97492442545615,17067.003576040268,0.004643043,28.17391304347826,75.82608695652173,1.6956521739130435,47.327005092168775,0.0046976274,52.67299490783121,1029884,-119.8695652173913
0.005503708,0.0,312542.60869565216,6964,1.565217391304348,-24.797354200667804,0.27637702,74.40568469673977,17181.546633005142,0.005503708,27.717391304347824,76.30434782608695,1.434782608695652,47.347540168165075,0.0060933013,52.652459831834925,1039955,-120.65217391304348
0.00541091,0.0,312206.22222222225,7009,1.6666666666666667,-26.227034080135308,0.24664603,74.32713807375464,17294.03978085518,0.00541091,27.8,76.22222222222223,1.3333333333333333,44.47827962483775,0.005332598,55.52172037516225,1049865,-127.13333333333334
0.0066146017,0.0,311761.45454545453,7053,1.5681818181818181,-25.21774213064966,0.2977492,74.22836117903559,17407.112003087997,0.0066146017,27.90909090909091,76.11363636363636,1.4318181818181819,46.81628790155414,0.007065418,53.18371209844585,1059779,-121.5
0.0035942332,0.0,308201.2444444444,7098,1.6222222222222222,-25.426968395888288,0.2754104,73.40186387354001,17522.619906663895,0.0035942332,28.8,75.24444444444444,1.3777777777777778,44.9447615317636,0.0036380976,55.055238468236396,1069836,-124.33333333333333
0.0038773988,0.0,310658.84444444446,7143,1.3555555555555556,-24.45821170066821,0.2787582,73.99156058231922,17638.442408561707,0.0038773988,28.155555555555555,75.84444444444445,1.6444444444444444,48.20566541058579,0.003038823,51.79433458941422,1079786,-117.93333333333334
0.0038353642,0.0,312206.22222222225,7188,1.488888888888889,-25.303660138553575,0.2676719,74.32759758516454,17748.60488343239,0.0038353642,27.8,76.22222222222223,1.511111111111111,45.81876823512218,0.003162494,54.18123176487779,1089923,-124.13333333333334
0.0044374075,0.0,312275.47826086957,7234,1.6304347826086956,-24.893963417620284,0.2570224,74.3477339020184,17863.071302890778,0.0044374075,27.782608695652176,76.23913043478261,1.3695652173913044,47.90924816025196,0.004984278,52.09075183974804,1099991,-119.21739130434783
