TtR,Tmt,Tbt,MpbtA,optimgain,entropy,surrgain,meankl,EpisodesSoFar,MtR,Ptt,MpbtN,entloss,Tmc,AttC,TimestepsSoFar,AttNC,TimeElapsed
-173.0,60.166666666666664,246442.66666666666,71.5150570579083,0.0008589624,0.42655164,0.0008589624,0.0065453867,4195,-11.452286874538482,58.65394388714608,28.484942942091724,0.0,44.833333333333336,5.816666666666666,429888,4.183333333333334,10115.843752622604
-140.79365079365078,58.301587301587304,238803.3015873016,75.84804142203039,0.0015514197,0.36472145,0.0015514197,0.0064087096,4258,-9.785912055617842,56.862047298083446,24.151958577969637,0.0,46.76190476190476,5.936507936507937,439902,4.063492063492063,10260.569392681122
-134.6153846153846,58.184615384615384,238324.1846153846,76.86405252470203,0.0015589392,0.36209363,0.0015589392,0.006666167,4323,-9.658212297884228,56.75406199388824,23.13594747529796,0.0,46.87692307692308,4.246153846153846,449990,5.753846153846154,10414.738842248917
-157.41935483870967,59.88709677419355,245297.5483870968,73.81332547241806,0.0014574161,0.34566242,0.0014574161,0.008114845,4385,-10.861248942067743,58.358695292728356,26.18667452758194,0.0,45.17741935483871,5.612903225806452,459860,4.387096774193548,10565.109205722809
-143.03030303030303,58.21212121212121,238436.84848484848,75.42791298989138,0.0016928997,0.34114072,0.0016928997,0.0077958936,4451,-10.783511979426136,56.771853101945275,24.572087010108604,0.0,46.86363636363637,3.0606060606060606,469990,6.9393939393939394,10726.55371260643
-151.63934426229508,58.42622950819672,239313.83606557376,74.02048813032806,0.0011893683,0.4084561,0.0011893683,0.0065222764,4512,-10.377467087547194,57.00266363104012,25.979511869671946,0.0,46.59016393442623,5.704918032786885,479897,4.295081967213115,10877.075276613235
-209.47368421052633,62.80701754385965,257257.54385964913,66.94466785653955,0.0016114111,0.40006733,0.0016114111,0.008520331,4569,-12.871570392455705,61.13783392767464,33.05533214346047,0.0,42.19298245614035,7.192982456140351,489934,2.807017543859649,11025.93713927269
-155.87301587301587,59.04761904761905,241859.04761904763,73.6171128276164,0.00069244567,0.29816008,0.00069244567,0.005320584,4632,-11.025926423539795,57.562963724220914,26.382887172383587,0.0,46.01587301587302,2.619047619047619,499975,7.380952380952381,11189.858193159103
-146.34920634920636,58.26984126984127,238673.26984126985,74.89633559876934,0.002031988,0.33042997,0.002031988,0.010420441,4695,-10.599146452573311,56.82365635375581,25.10366440123062,0.0,46.80952380952381,2.1746031746031744,509945,7.825396825396825,11353.25174832344
-165.48387096774192,60.12903225806452,246288.51612903227,72.6035254008447,0.0016142905,0.35417223,0.0016142905,0.0071007507,4757,-11.298762712238132,58.58540331745139,27.396474599155315,0.0,44.935483870967744,4.919354838709677,519910,5.080645161290323,11511.17878651619
-137.8125,58.390625,239168.0,76.33803609722355,0.0014940228,0.35113811,0.0014940228,0.00834078,4821,-9.782736402583208,56.947496395881466,23.661963902776417,0.0,46.671875,4.84375,529852,5.15625,11663.894392251968
-174.03225806451613,60.75806451612903,248865.03225806452,71.58630072832736,0.001660383,0.32184815,0.001660383,0.007845629,4883,-11.454657338155775,59.21245959405299,28.41369927167262,0.0,44.24193548387097,5.612903225806452,539878,4.387096774193548,11820.852153301239
-142.96875,57.5,235520.0,75.11651486984462,0.0015506103,0.32865328,0.0015506103,0.0080100065,4947,-10.080164409721876,56.06070391630449,24.88348513015536,0.0,47.65625,4.234375,549950,5.765625,11979.763964891434
-145.625,58.171875,238272.0,74.94868211556886,0.0018833185,0.30551037,0.0018833185,0.007043507,5011,-10.16244715316404,56.72619121579065,25.05131788443115,0.0,46.921875,5.125,559956,4.875,12137.22600364685
-135.78125,56.515625,231488.0,75.8514371065693,0.0017819897,0.29554468,0.0017819897,0.0069875387,5075,-9.949038404764925,55.12256010939223,24.148562893430697,0.0,48.65625,4.21875,569883,5.78125,12295.776829719543
-131.06060606060606,56.45454545454545,231237.81818181818,76.82093496677037,0.0014607175,0.33274594,0.0014607175,0.0088692345,5141,-9.622581756066257,55.08115559153066,23.179065033229616,0.0,48.68181818181818,3.303030303030303,579872,6.696969696969697,12462.74201130867
-151.74603174603175,58.507936507936506,239648.50793650793,74.1243173426097,0.0018132355,0.36121672,0.0018132355,0.009385689,5204,-10.284121295552195,57.07133558232981,25.87568265739031,0.0,46.523809523809526,6.349206349206349,589905,3.6507936507936507,12616.341595172882
-139.84375,57.265625,234560.0,75.6340908757046,0.0011176519,0.3249652,0.0011176519,0.007282284,5268,-9.889334281136389,55.838112228464645,24.365909124295396,0.0,47.890625,5.375,599947,4.625,12773.1311044693
-137.12121212121212,56.63636363636363,231982.54545454544,75.75491825732385,0.0016208264,0.3287796,0.0016208264,0.0087885875,5334,-10.042496168404062,55.26869201912628,24.24508174267617,0.0,48.46969696969697,2.5606060606060606,609986,7.4393939393939394,12939.95887541771
-145.53846153846155,58.04615384615385,237757.04615384617,74.95546808292652,0.0015891308,0.3600889,0.0015891308,0.008019559,5399,-10.446614501918086,56.61447203244743,25.04453191707346,0.0,47.03076923076923,4.2153846153846155,619992,5.7846153846153845,13097.766990661621
-154.3548387096774,58.274193548387096,238691.09677419355,73.58732391214774,0.0013957258,0.36128113,0.0013957258,0.009017472,5461,-10.553813081930594,56.79636602045662,26.412676087852272,0.0,46.87096774193548,5.548387096774194,629907,4.451612903225806,13249.855929613113
-151.11111111111111,57.74603174603175,236527.74603174604,73.86003035417079,0.0008348727,0.32457852,0.0008348727,0.0058367397,5524,-10.467718740211925,56.3300093236539,26.139969645829186,0.0,47.333333333333336,6.746031746031746,639862,3.253968253968254,13395.513694047928
-143.125,57.75,236544.0,75.23112288872328,0.0013935437,0.30697274,0.0013935437,0.0117826145,5588,-9.9726734799432,56.34901029681759,24.768877111276723,0.0,47.296875,5.5,649951,4.5,13547.00708770752
-124.32835820895522,55.08955223880597,225646.80597014926,77.35301979005936,0.0017734461,0.31735316,0.0017734461,0.008629689,5655,-9.352143180602477,53.70016585320551,22.646980209940626,0.0,50.23880597014925,2.373134328358209,659954,7.626865671641791,13712.499644994736
-140.15625,58.5625,239872.0,76.03615890710219,0.0012580603,0.38312116,0.0012580603,0.008467925,5719,-9.752793534586656,57.086181487777665,23.96384109289784,0.0,46.546875,5.1875,669966,4.8125,13864.604062080383
-215.51724137931035,63.724137931034484,261014.06896551725,66.57155700290492,0.0013633672,0.41311046,0.0013633672,0.008431032,5777,-13.398132538586232,61.99995441889821,33.4284429970951,0.0,41.275862068965516,7.155172413793103,679971,2.8448275862068964,14008.577781677246
-148.25396825396825,58.15873015873016,238218.15873015873,74.56744386887044,0.0016779964,0.3237414,0.0016779964,0.0077941697,5840,-10.230757899641949,56.7115590234813,25.43255613112956,0.0,46.93650793650794,4.888888888888889,689863,5.111111111111111,14161.343178987503
-150.0,58.0625,237824.0,74.11745599739352,0.0011738907,0.3029803,0.0011738907,0.007786349,5904,-10.531724437550439,56.613788085531844,25.882544002606476,0.0,47.046875,4.0,699993,6.0,14317.434369564056
-144.53125,58.109375,238016.0,75.15923671704405,0.001492403,0.32155335,0.001492403,0.0093224235,5968,-10.416614326517397,56.68208820885085,24.840763282955947,0.0,46.953125,3.609375,709875,6.390625,14481.129797697067
-164.19354838709677,59.04838709677419,241862.1935483871,72.29624721293823,0.0011408435,0.31650484,0.0011408435,0.0072042425,6030,-11.155663708976457,57.58189898929653,27.70375278706177,0.0,45.983870967741936,5.435483870967742,719977,4.564516129032258,14638.179975032806
-143.8095238095238,58.84126984126984,241013.84126984127,75.616108430197,0.0019393989,0.337191,0.0019393989,0.00873928,6093,-10.121671068820506,57.37337264609268,24.383891569803,0.0,46.22222222222222,4.698412698412699,729971,5.301587301587301,14797.87458896637
-163.5483870967742,59.87096774193548,245231.48387096773,72.85780761053783,0.0011852575,0.35069036,0.0011852575,0.009369282,6155,-10.880185430175251,58.35716741869258,27.14219238946219,0.0,45.16129032258065,5.516129032258065,739942,4.483870967741935,14949.101696252823
-209.32203389830508,62.57627118644068,256312.40677966102,66.75386479767423,0.0014689456,0.32362404,0.0014689456,0.008082019,6214,-13.350757932009431,60.932690492147515,33.24613520232577,0.0,42.40677966101695,7.389830508474576,749920,2.610169491525424,15099.037327528
-165.24590163934425,58.77049180327869,240723.9344262295,71.90986630143375,0.0014744006,0.26674432,0.0014744006,0.008044301,6275,-11.097493586642809,57.31110037332695,28.090133698566248,0.0,46.278688524590166,6.081967213114754,759919,3.918032786885246,15255.41590499878
-144.375,56.765625,232512.0,74.56287800662861,0.0024146435,0.3027092,0.0024146435,0.009607423,6339,-10.330769411610218,55.39609377043836,25.437121993371402,0.0,48.328125,4.078125,769934,5.921875,15416.4572327137
-201.16666666666666,61.15,250470.4,67.65158252748786,0.0014786685,0.24388662,0.0014786685,0.008188481,6399,-12.671713781300575,59.61684266184283,32.34841747251214,0.0,43.78333333333333,7.15,779995,2.85,15571.088273525238
-134.21875,56.265625,230464.0,76.19353566767064,0.0017664804,0.24563295,0.0017664804,0.008176969,6463,-9.464383976503102,54.91559136613062,23.80646433232933,0.0,48.84375,3.203125,789938,6.796875,15732.126516580582
-123.48484848484848,55.666666666666664,228010.66666666666,77.8015084734083,0.0015113543,0.26909697,0.0015113543,0.0068380376,6529,-9.194073881379534,54.323902905517,22.198491526591692,0.0,49.5,1.8484848484848484,799861,8.151515151515152,15898.819169044495
-136.06060606060606,56.53030303030303,231548.12121212122,75.90884019621814,0.0010721475,0.2794068,0.0010721475,0.009489294,6595,-9.880042478622205,55.1621936192007,24.091159803781885,0.0,48.59090909090909,3.515151515151515,809868,6.484848484848484,16060.970135211945
-138.4848484848485,57.71212121212121,236388.84848484848,76.17566976207574,0.0011609527,0.2580944,0.0011609527,0.0069336006,6661,-9.899613338187155,56.28634672804061,23.824330237924286,0.0,47.39393939393939,5.121212121212121,819996,4.878787878787879,16220.95631480217
-138.6153846153846,55.292307692307695,226477.29230769232,74.91171964824264,0.0025321168,0.28098333,0.0025321168,0.010410033,6726,-9.997250230796768,53.87886411095473,25.088280351757376,0.0,50.06153846153846,3.9076923076923076,829824,6.092307692307692,16386.06848692894
-127.5,54.94117647058823,225039.0588235294,76.76480976219284,0.0011590323,0.29139328,0.0011590323,0.008669325,6794,-9.434143615733072,53.589089400250934,23.23519023780714,0.0,50.3235294117647,3.3529411764705883,839915,6.647058823529412,16550.2237906456
-141.25,57.265625,234560.0,75.2032509140751,0.0020261202,0.31420335,0.0020261202,0.009699228,6858,-9.839363325801527,55.899562349178694,24.796749085924883,0.0,47.765625,5.453125,849897,4.546875,16710.90990948677
-140.0,57.89230769230769,237126.8923076923,75.87926861991522,0.0011004312,0.33244663,0.0011004312,0.007992397,6923,-9.786509531071328,56.477473632909096,24.120731380084795,0.0,47.16923076923077,5.630769230769231,859997,4.369230769230769,16864.299191236496
-209.83050847457628,62.30508474576271,255201.62711864407,66.71159377491517,0.0024959089,0.37544173,0.0024959089,0.009370989,6982,-13.045258625969396,60.677392306168514,33.28840622508482,0.0,42.67796610169491,8.067796610169491,869843,1.9322033898305084,17018.419249534607
-136.6153846153846,58.07692307692308,237883.07692307694,76.4521074184346,0.0013472879,0.2916989,0.0013472879,0.008313081,7047,-9.55328009723725,56.613238189583555,23.547892581565392,0.0,47.06153846153846,5.123076923076923,879973,4.876923076923077,17172.42503118515
-130.6060606060606,55.77272727272727,228445.0909090909,76.56140740058393,0.0023275549,0.28261304,0.0023275549,0.008645502,7113,-9.583504020036532,54.372194829324094,23.438592599416047,0.0,49.5,2.6363636363636362,889996,7.363636363636363,17345.967508792877
-130.15384615384616,56.353846153846156,230825.35384615386,76.8542386035313,0.0015000943,0.27822876,0.0015000943,0.008340261,7178,-9.50319624108257,54.94050635951578,23.1457613964687,0.0,48.87692307692308,3.923076923076923,899901,6.076923076923077,17509.10452055931
-131.9402985074627,54.91044776119403,224913.19402985074,75.87110688864142,0.0025775812,0.29335126,0.0025775812,0.009418095,7245,-9.836924959158175,53.537166469100114,24.128893111358597,0.0,50.40298507462686,4.059701492537314,909986,5.940298507462686,17677.904465198517
-153.28125,57.875,237056.0,73.73060512894685,0.0010123274,0.26027006,0.0010123274,0.008518992,7309,-10.297441578320685,56.476134685264405,26.269394871053144,0.0,47.15625,6.34375,919895,3.65625,17832.834363937378
-135.82089552238807,55.73134328358209,228275.58208955225,75.61942533581369,0.0022763037,0.28799453,0.0022763037,0.010145758,7376,-10.105062788843517,54.36347046588266,24.380574664186323,0.0,49.47761194029851,2.7611940298507465,929872,7.2388059701492535,17999.668887615204
-146.875,57.828125,236864.0,74.76792697655098,0.001731911,0.24775258,0.001731911,0.008208377,7440,-10.188764094847901,56.39201675889181,25.232073023449,0.0,47.28125,5.4375,939889,4.5625,18151.73070883751
-116.71641791044776,54.95522388059702,225096.59701492538,78.7758799663745,0.0017838889,0.2778112,0.0017838889,0.009721956,7507,-8.731367932349649,53.59300505563508,21.2241200336255,0.0,50.32835820895522,4.08955223880597,949915,5.91044776119403,18310.042904138565
-154.12698412698413,58.492063492063494,239583.49206349207,73.82506570309128,0.0014542011,0.20522787,0.0014542011,0.0077029387,7570,-10.33498135691856,57.04106026647869,26.174934296908738,0.0,46.57142857142857,6.873015873015873,959932,3.126984126984127,18461.968071699142
-126.11940298507463,55.23880597014925,226258.14925373133,77.12121652637462,0.001743991,0.2536746,0.001743991,0.010259209,7637,-9.333608312801136,53.86125592745963,22.87878347362538,0.0,50.04477611940298,3.343283582089552,969987,6.656716417910448,18621.452822446823
-136.8181818181818,56.03030303030303,229500.12121212122,75.62170724075372,0.002653916,0.25452563,0.002653916,0.011263679,7703,-9.930249320902554,54.629352816244364,24.378292759246303,0.0,49.21212121212121,4.742424242424242,979855,5.257575757575758,18780.176786661148
-136.11940298507463,55.298507462686565,226502.68656716417,75.44049138226082,0.0017741192,0.26195335,0.0017741192,0.007948405,7770,-10.109376829792586,53.96197765981966,24.559508617739194,0.0,49.8955223880597,4.865671641791045,989909,5.134328358208955,18940.696276903152
-135.3030303030303,56.121212121212125,229872.48484848486,75.88309622547825,0.0013749755,0.25172874,0.0013749755,0.008601879,7836,-9.722067401166496,54.74548221417573,24.11690377452175,0.0,49.06060606060606,5.333333333333333,999977,4.666666666666667,19100.82994866371
-130.6060606060606,55.31818181818182,226583.27272727274,76.43788865614817,0.0020552503,0.29726583,0.0020552503,0.010166347,7902,-9.589983286855297,54.00078973340414,23.562111343851832,0.0,49.833333333333336,4.257575757575758,1009981,5.742424242424242,19260.303284406662
-157.58064516129033,59.11290322580645,242126.4516129032,73.33252805576718,0.0019556696,0.3101244,0.0019556696,0.009553558,7964,-10.557627159966872,57.65121016810318,26.66747194423282,0.0,45.903225806451616,7.225806451612903,1019888,2.774193548387097,19406.6562230587
-151.5625,57.515625,235584.0,73.61929162220855,0.0013396969,0.2889368,0.0013396969,0.00909799,8028,-10.582774538128035,56.0900194574757,26.380708377791475,0.0,47.609375,5.015625,1029875,4.984375,19562.71524834633
-132.46153846153845,55.93846153846154,229123.93846153846,76.34383953275979,0.0014106522,0.27782822,0.0014106522,0.008647191,8093,-9.512628785032739,54.541503792064816,23.6561604672402,0.0,49.30769230769231,4.230769230769231,1039890,5.769230769230769,19719.868431329727
-160.96774193548387,58.096774193548384,237964.38709677418,72.43451385169575,0.0019561513,0.27393052,0.0019561513,0.008478208,8155,-11.054111669818253,56.66000859331638,27.565486148304238,0.0,46.983870967741936,5.516129032258065,1049877,4.483870967741935,19872.051577806473
-142.92307692307693,56.90769230769231,233093.9076923077,74.90290123025417,0.0012593494,0.2302837,0.0012593494,0.0078042834,8220,-10.353944168691733,55.517890300080786,25.097098769745838,0.0,48.215384615384615,2.6153846153846154,1059876,7.384615384615385,20028.877773284912
-149.0909090909091,56.803030303030305,232665.21212121213,73.79534923182781,0.0017926532,0.2517521,0.0017926532,0.008875028,8286,-11.08966410229053,55.419136504109694,26.20465076817212,0.0,48.31818181818182,2.303030303030303,1069929,7.696969696969697,20192.253650426865
-147.69230769230768,57.84615384615385,236937.84615384616,74.4300090014145,0.0018327362,0.27495888,0.0018327362,0.01091266,8351,-10.502335519601472,56.41899889711711,25.56999099858552,0.0,47.246153846153845,3.8923076923076922,1079898,6.107692307692307,20347.82816028595
-143.69230769230768,58.4,239206.4,75.42990555436494,0.0014960483,0.2573501,0.0014960483,0.008239745,8416,-10.291705855869658,56.97876067925339,24.570094445635068,0.0,46.61538461538461,5.138461538461539,1089971,4.861538461538461,20503.63253593445
-148.4126984126984,58.63492063492063,240168.6349206349,74.67018783748146,0.001066947,0.24764441,0.001066947,0.006160628,8479,-10.467289279495926,57.194103594726684,25.329812162518547,0.0,46.3968253968254,5.26984126984127,1099865,4.73015873015873,20647.972418785095
-141.96969696969697,56.72727272727273,232354.9090909091,74.90253195770029,0.0020635931,0.26060554,0.0020635931,0.009238416,8545,-10.19532564297505,55.34729513396342,25.0974680422997,0.0,48.39393939393939,4.5,1109944,5.5,20797.485366106033
-174.0983606557377,59.78688524590164,244887.0819672131,70.85563400199841,0.0019369202,0.27035597,0.0019369202,0.010240242,8606,-11.671661852853058,58.295702510521096,29.1443659980016,0.0,45.21311475409836,6.311475409836065,1119980,3.6885245901639343,20942.22871041298
