entropy,TimestepsSoFar,TimeElapsed,AttC,meankl,TtR,MtR,AttNC,Tmt,entloss,Tmc,Tbt,Ptt,surrgain,MpbtN,MpbtA,EpisodesSoFar,optimgain
0.19502181,959952,19012.00321149826,0.3333333333333333,0.005426976,-67.41025641025641,-37.71595754553531,0.6666666666666666,82.28205128205128,0.0,21.641025641025642,337027.28205128206,80.04863130616998,0.005466913,81.90940966786467,18.09059033213533,7055,0.005466913
0.23846768,969826,19123.619671344757,0.21621621621621623,0.006524318,-67.54054054054055,-37.68336875509253,0.7837837837837838,82.64864864864865,0.0,21.2972972972973,338528.86486486485,80.37142369080406,0.008597408,81.66489286790315,18.335107132096834,7092,0.008597408
0.1876036,979762,19236.981031656265,0.28205128205128205,0.0062517454,-67.35897435897436,-37.44755332964594,0.717948717948718,82.0,0.0,21.974358974358974,335872.0,79.74728623334265,0.0067330874,82.1007485912633,17.899251408736685,7131,0.0067330874
0.20559685,989896,19346.294435739517,0.07894736842105263,0.0034714479,-68.26315789473684,-38.63809439569557,0.9210526315789473,82.92105263157895,0.0,21.05263157894737,339644.63157894736,80.60357444827493,0.0035775283,82.31781136900806,17.682188630991934,7169,0.0035775283
0.20410486,999834,19453.22143983841,0.21052631578947367,0.005229135,-66.92105263157895,-37.31961326341537,0.7894736842105263,82.05263157894737,0.0,21.94736842105263,336087.5789473684,79.77739239872568,0.005073465,81.5621186915911,18.43788130840889,7207,0.005073465
0.19709605,1009915,19559.303905963898,0.15789473684210525,0.0034506042,-69.55263157894737,-39.186164987037834,0.8421052631578947,82.89473684210526,0.0,21.07894736842105,339536.84210526315,80.5794784758867,0.0042726686,83.89323254315337,16.106767456846637,7245,0.0042726686
0.20059076,1019808,19667.117187023163,0.24324324324324326,0.0031785124,-68.02702702702703,-37.762272244627475,0.7567567567567568,81.54054054054055,0.0,22.43243243243243,333990.0540540541,79.32043431700217,0.0041339113,83.42087079779992,16.579129202200075,7282,0.0041339113
0.2114104,1029737,19775.36348414421,0.34210526315789475,0.003877163,-68.52631578947368,-38.46950273967743,0.6578947368421053,82.44736842105263,0.0,21.55263157894737,337704.4210526316,80.14399854328222,0.0049919523,83.09271554641553,16.907284453584463,7320,0.0049919523
0.21137734,1039939,19889.75688791275,0.425,0.005479655,-67.125,-37.683392777906604,0.575,81.875,0.0,22.075,335360.0,79.64866074153858,0.006649759,81.97092420045036,18.029075799549666,7360,0.006649759
0.19330215,1049899,20000.04589653015,0.41025641025641024,0.00547834,-67.8974358974359,-37.932313949210396,0.5897435897435898,82.56410256410257,0.0,21.358974358974358,338182.5641025641,80.31016067350284,0.0046501723,82.22949667557404,17.770503324425945,7399,0.0046501723
