TimeElapsed,meankl,surrgain,TimestepsSoFar,optimgain,entloss,EpisodesSoFar,TtR,MtR,entropy,AttNC,AttC,Fce
46294.027559518814,0.008933204,2.1806736e-05,1459948,2.1806736e-05,0.0,6426,2500.0,142.8784238871937,0.13004254,10.0,0.0,1.0
46599.24378800392,0.010174781,9.7100376e-05,1469948,9.7100376e-05,0.0,6466,2500.0,142.8784238871937,0.03245164,10.0,0.0,1.0
46883.79043865204,0.008933204,0.00024765867,1479948,0.00024765867,0.0,6506,2500.0,142.8784238871937,0.13004257,10.0,0.0,1.0
47146.30318069458,0.010174751,0.0002796764,1489948,0.0002796764,0.0,6546,2500.0,142.8784238871937,0.03245209,10.0,0.0,1.0
47457.150857687,0.008933196,0.00013571374,1499948,0.00013571374,0.0,6586,2500.0,142.8784238871937,0.13004288,10.0,0.0,1.0
47734.24325442314,0.008933204,0.0006046802,1509948,0.0006046802,0.0,6626,2500.0,142.8784238871937,0.22763097,10.0,0.0,1.0
48038.13220047951,0.010174863,0.00033280815,1519948,0.00033280815,0.0,6666,2500.0,142.8784238871937,0.13004291,10.0,0.0,1.0
48327.67819929123,0.010174781,0.00027516574,1529948,0.00027516574,0.0,6706,2500.0,142.8784238871937,0.032452945,10.0,0.0,1.0
48616.37555527687,0.008933102,0.0003667784,1539948,0.0003667784,0.0,6746,2500.0,142.8784238871937,0.13004291,10.0,0.0,1.0
48897.04422521591,0.008933204,0.00018268295,1549948,0.00018268295,0.0,6786,2500.0,142.8784238871937,0.22763094,10.0,0.0,1.0
49189.10678648949,0.010174751,0.0006107554,1559948,0.0006107554,0.0,6826,2499.75,142.87024890124295,0.13004288,10.0,0.0,0.9999
49464.5584757328,0.008933204,0.0005735104,1569948,0.0005735104,0.0,6866,2500.0,142.8784238871937,0.22763097,10.0,0.0,1.0
49762.87006878853,0.01017476,0.000104906976,1579948,0.000104906976,0.0,6906,2500.0,142.8784238871937,0.13004291,10.0,0.0,1.0
50059.73888850212,0.010174863,0.00034330302,1589948,0.00034330302,0.0,6946,2500.0,142.8784238871937,0.032452192,10.0,0.0,1.0
50347.00861430168,0.008933102,0.00049743504,1599948,0.00049743504,0.0,6986,2500.0,142.8784238871937,0.13004287,10.0,0.0,1.0
50619.42380738258,0.008933416,0.00013675418,1609948,0.00013675418,0.0,7026,2500.0,142.8784238871937,0.22763094,10.0,0.0,1.0
50907.999425411224,0.008933196,0.00044331467,1619948,0.00044331467,0.0,7066,2500.0,142.8784238871937,0.32522488,10.0,0.0,1.0
51192.04245567322,0.008933204,0.00033540727,1629948,0.00033540727,0.0,7106,2499.75,142.86108485299786,0.42281204,10.0,0.0,0.9998999999999999
51460.80585360527,0.008933204,4.7919082e-05,1639948,4.7919082e-05,0.0,7146,2498.75,142.81856692252055,0.5204068,10.0,0.0,0.9994999999999999
51740.2848572731,0.008933204,0.0004226097,1649948,0.0004226097,0.0,7186,2495.5,142.60780541496737,0.6179885,10.0,0.0,0.9982
52033.640493154526,0.008933196,0.0003550169,1659978,0.0003550169,0.0,7228,2368.5714285714284,135.4875968019423,0.71557784,9.476190476190476,0.5238095238095238,0.9633877551020407
52333.58088326454,0.010174781,3.7792626e-05,1669983,3.7792626e-05,0.0,7269,2403.6585365853657,137.33080863745187,0.6179875,9.75609756097561,0.24390243902439024,0.9710243902439022
