MpbtN,MpbtA,Tmc,EpisodesSoFar,surrgain,MtR,TtR,Ptt,Tbt,entropy,TimestepsSoFar,AttC,AttNC,optimgain,TimeElapsed,meankl,Tmt,entloss
24.757367187613113,75.24263281238687,49.13846153846154,23912,0.0015535379,-9.932895553608452,-138.46153846153845,54.67241785400902,229565.04615384617,0.19601777,3539864,5.7384615384615385,4.2615384615384615,0.0015535379,57330.56157159805,0.007883952,56.04615384615385,0.0
25.271766621489366,74.72823337851064,48.38461538461539,23977,0.0015585324,-10.074547489033101,-143.3846153846154,55.385387188458616,232652.8,0.20076442,3549948,5.615384615384615,4.384615384615385,0.0015585324,57482.00052380562,0.008824566,56.8,0.0
25.333647760504906,74.66635223949511,47.6875,24041,0.0018661142,-9.971926117929103,-145.3125,56.00867841488378,235200.0,0.19230796,3559945,5.84375,4.15625,0.0018661142,57633.13150501251,0.00909546,57.421875,0.0
25.93600782538613,74.06399217461386,49.18181818181818,24107,0.0020462137,-10.397217919708575,-144.6969696969697,54.62943902177438,229376.0,0.22666703,3569967,4.287878787878788,5.712121212121212,0.0020462137,57794.56699466705,0.0108606145,56.0,0.0
27.224360874171072,72.77563912582892,47.22222222222222,24170,0.0009427417,-10.70111612327388,-157.77777777777777,56.42540111137171,236917.84126984127,0.18589771,3579972,6.968253968253968,3.0317460317460316,0.0009427417,57944.43001675606,0.008230666,57.84126984126984,0.0
23.575392374524004,76.42460762547597,49.234375,24234,0.0012591851,-9.360885963663945,-131.875,54.582974982452285,229184.0,0.20449972,3589919,4.796875,5.203125,0.0012591851,58099.44559955597,0.009492282,55.953125,0.0
24.97114421379261,75.0288557862074,48.90625,24298,0.0015085291,-9.84495731877247,-140.3125,54.8853642801836,230464.0,0.18671636,3599909,5.640625,4.359375,0.0015085291,58254.131325006485,0.008481181,56.265625,0.0
26.48306886123022,73.51693113876975,47.203125,24362,0.001393978,-10.809234085343048,-153.28125,56.459832993867415,237120.0,0.1691682,3609881,5.609375,4.390625,0.001393978,58406.15679383278,0.008805172,57.890625,0.0
25.662023743223056,74.33797625677695,50.10769230769231,24427,0.0011746271,-10.34855513309543,-141.3846153846154,53.799062722905745,225973.16923076924,0.19028533,3619887,2.8923076923076922,7.107692307692307,0.0011746271,58567.89342188835,0.0077667567,55.16923076923077,0.0
26.481142943537932,73.51885705646204,47.5625,24491,0.0018095056,-10.909403337727662,-151.875,56.119738559387905,235648.0,0.21436113,3629988,3.84375,6.15625,0.0018095056,58727.246613264084,0.010113257,57.53125,0.0
28.316209530544047,71.68379046945591,46.6031746031746,24554,0.0010400898,-11.597376064108229,-165.0793650793651,57.0047243126562,239388.44444444444,0.19347097,3639919,6.158730158730159,3.8412698412698414,0.0010400898,58878.175557136536,0.008109246,58.44444444444444,0.0
27.241813913179318,72.75818608682069,47.171875,24618,0.0015939261,-11.161070849475625,-157.5,56.48185777195695,237184.0,0.16981281,3649959,5.859375,4.140625,0.0015939261,59032.70650792122,0.008319923,57.90625,0.0
26.153138660720302,73.84686133927967,47.80952380952381,24681,0.0014988352,-10.718428505620812,-149.84126984126985,55.915664174060765,234902.3492063492,0.18622507,3659932,4.063492063492063,5.936507936507937,0.0014988352,59190.1544175148,0.008994977,57.34920634920635,0.0
27.35896789894516,72.64103210105483,47.57142857142857,24744,0.0023076835,-11.116660986348311,-157.3015873015873,56.13383011144584,235812.57142857142,0.20745043,3669977,4.5396825396825395,5.4603174603174605,0.0023076835,59348.57899880409,0.009624399,57.57142857142857,0.0
27.2810488547765,72.71895114522347,46.81967213114754,24805,0.00075218413,-10.841449530011339,-159.01639344262296,56.80762147229559,238575.2131147541,0.17758809,3679980,6.688524590163935,3.3114754098360657,0.00075218413,59500.01466679573,0.007290707,58.24590163934426,0.0
28.530226540192864,71.46977345980714,44.81967213114754,24866,0.0018559191,-11.610311431488265,-171.9672131147541,58.66477575883764,246498.62295081967,0.19328211,3689964,5.868852459016393,4.131147540983607,0.0018559191,59651.20375108719,0.010202346,60.18032786885246,0.0
25.39349390262087,74.60650609737911,47.483870967741936,24928,0.0013677571,-10.211400062103037,-146.7741935483871,56.21701052958828,236180.64516129033,0.18397656,3699850,5.483870967741935,4.516129032258065,0.0013677571,59807.53390097618,0.009261261,57.66129032258065,0.0
25.995539637683617,74.00446036231641,47.666666666666664,24991,0.0016438257,-10.370691649902838,-149.20634920634922,56.01612381030877,235162.4126984127,0.19741169,3709862,4.571428571428571,5.428571428571429,0.0016438257,59962.404861450195,0.009397736,57.41269841269841,0.0
26.52860050935925,73.47139949064078,46.1875,25055,0.0016869006,-10.766493126127902,-156.25,57.41119216681558,241216.0,0.18504344,3719937,5.25,4.75,0.0016869006,60116.94815158844,0.008527626,58.890625,0.0
25.248102121680073,74.75189787831997,47.78125,25119,0.001129073,-10.371425178740482,-145.0,55.928631485331564,234880.0,0.17399062,3729921,4.1875,5.8125,0.001129073,60274.83842468262,0.008743657,57.34375,0.0
23.11735052360108,76.88264947639895,49.16923076923077,25184,0.002772552,-9.390996084385288,-129.23076923076923,54.65886947837044,229565.04615384617,0.201558,3739992,3.476923076923077,6.523076923076923,0.002772552,60434.70804333687,0.011169725,56.04615384615385,0.0
25.304151616845076,74.69584838315495,48.791044776119406,25251,0.0015951226,-10.354167746985508,-142.6865671641791,54.99206665382973,230904.35820895524,0.20570682,3749967,3.6865671641791047,6.313432835820896,0.0015951226,60595.59118270874,0.008898091,56.37313432835821,0.0
26.43966988368298,73.56033011631703,46.666666666666664,25314,0.0014062616,-10.632518636597142,-154.9206349206349,56.96702318969378,239323.42857142858,0.20335883,3759941,5.079365079365079,4.920634920634921,0.0014062616,60748.8604695797,0.009433137,58.42857142857143,0.0
