meankl,TtR,Fce,entropy,AttC,MtR,surrgain,TimeElapsed,TimestepsSoFar,EpisodesSoFar,optimgain,entloss,AttNC
0.0048302994,2424.390243902439,0.9745365853658537,0.6011114,0.24390243902439024,138.53969199115147,0.00050885027,2331.4472799301147,329772,1670,0.00050885027,0.0,9.75609756097561
0.004067208,2473.75,0.9894999999999999,0.60079795,0.0,141.35109478624776,0.0003980658,2399.402266025543,339772,1710,0.0003980658,0.0,10.0
0.00065534294,2209.3333333333335,0.9069220458553792,0.6180344,1.1111111111111112,126.27655653146792,0.00012125567,2466.866751909256,349797,1755,0.00012125567,0.0,8.88888888888889
0.008723605,2482.25,0.9929000000000002,0.7143768,0.0,141.88914202146896,0.0005678387,2536.217994451523,359797,1795,0.0005678387,0.0,10.0
0.0072079888,2408.5365853658536,0.9634146341463413,0.63472915,0.24390243902439024,137.71478268754447,0.00043710807,2604.814534664154,369802,1836,0.00043710807,0.0,9.75609756097561
0.010103126,2270.0,0.9327559303441654,0.5374831,0.9090909090909091,129.99197554004638,0.0005690894,2677.3991055488586,379872,1880,0.0005690894,0.0,9.090909090909092
0.009781083,2494.0,0.9975999999999999,0.44176394,0.0,142.5553185839721,0.00031859372,2746.5026803016663,389872,1920,0.00031859372,0.0,10.0
0.008881339,2496.25,0.9984999999999999,0.539062,0.0,142.62785352710915,0.00019892534,2813.219344854355,399872,1960,0.00019892534,0.0,10.0
0.010131468,2490.25,0.9960999999999999,0.44167814,0.075,142.32488656795695,0.0012442863,2881.974162340164,409872,2000,0.0012442863,0.0,9.925
0.008844909,2496.75,0.9987,0.5387591,0.0,142.71733128653574,0.0001314283,2947.3950474262238,419872,2040,0.0001314283,0.0,10.0
0.010163941,2435.3658536585367,0.9783858093126386,0.4412232,0.24390243902439024,139.22410598079827,0.00038415348,3013.2327597141266,429883,2081,0.00038415348,0.0,9.75609756097561
0.0052760895,2498.75,0.9994999999999999,0.37032822,0.0,142.80210872939756,1.623619e-05,3080.0139989852905,439883,2121,1.623619e-05,0.0,10.0
0.008933196,2499.5,0.9997999999999999,0.4679175,0.0,142.84590855734464,0.0006288285,3146.899366378784,449883,2161,0.0006288285,0.0,10.0
0.01017476,2495.75,0.9983000000000001,0.37032822,0.0,142.65291340489503,0.0001840767,3214.1369132995605,459883,2201,0.0001840767,0.0,10.0
0.010174871,2499.75,0.9998999999999999,0.27273563,0.0,142.87099154752818,0.00021891849,3283.797858476639,469883,2241,0.00021891849,0.0,10.0
0.008933204,2499.75,0.9999,0.37032822,0.0,142.86868119035603,0.00015620359,3350.6772770881653,479883,2281,0.00015620359,0.0,10.0
0.008933204,2437.560975609756,0.9830569105691056,0.4679175,0.24390243902439024,139.33099122522088,0.0006209614,3418.731057405472,489886,2322,0.0006209614,0.0,9.75609756097561
0.010174274,2498.75,0.9994999999999999,0.37033054,0.0,142.80873295274517,2.5291787e-05,3485.4073309898376,499886,2362,2.5291787e-05,0.0,10.0
0.01017476,2499.0,0.9996,0.27273676,0.0,142.7995034157794,0.00040545312,3550.503439426422,509886,2402,0.00040545312,0.0,10.0
0.008933102,2499.5,0.9998000000000001,0.37033054,0.0,142.84274411870047,0.00030990058,3615.964321374893,519886,2442,0.00030990058,0.0,10.0
0.008933416,2499.25,0.9997000000000001,0.46792337,0.0,142.83249349843317,0.00024392492,3681.590336561203,529886,2482,0.00024392492,0.0,10.0
0.01017476,2438.2926829268295,0.9820905923344947,0.37033063,0.24390243902439024,139.388443351117,0.0002210368,3748.708437204361,539893,2523,0.0002210368,0.0,9.75609756097561
0.010174781,2499.5,0.9998000000000001,0.27273902,0.0,142.8612497622426,9.072128e-05,3816.218441724777,549893,2563,9.072128e-05,0.0,10.0
0.01017476,2499.5,0.9998000000000001,0.17514895,0.0,142.85320920665632,0.0004021208,3885.852218389511,559893,2603,0.0004021208,0.0,10.0
0.010174781,2500.0,1.0,0.07756023,0.0,142.8784238871937,8.026592e-05,3953.43701672554,569893,2643,8.026592e-05,0.0,10.0
0.008933204,2500.0,1.0,0.17514895,0.0,142.8784238871937,0.00011988968,4021.036455631256,579893,2683,0.00011988968,0.0,10.0
0.008933204,2500.0,1.0,0.2727391,0.0,142.8784238871937,0.00046167034,4092.5912532806396,589893,2723,0.00046167034,0.0,10.0
0.008933204,2500.0,1.0,0.3703307,0.0,142.8784238871937,0.0005871582,4159.656779050827,599893,2763,0.0005871582,0.0,10.0
0.008933204,2499.0,0.9995999999999998,0.46792352,0.0,142.8209640746335,0.00052847853,4226.236170768738,609893,2803,0.00052847853,0.0,10.0
0.008933204,2437.8048780487807,0.9858211382113821,0.5655141,0.24390243902439024,139.42914789128426,5.2355233e-05,4293.100626945496,619908,2844,5.2355233e-05,0.0,9.75609756097561
0.008933196,2492.75,0.9971,0.66309345,0.0,142.45698046286233,0.00021125766,4358.782288074493,629908,2884,0.00021125766,0.0,10.0
0.008933196,2482.25,0.9929,0.7606861,0.0,141.8267119650286,0.00015807957,4424.801604986191,639908,2924,0.00015807957,0.0,10.0
0.010174863,2403.9024390243903,0.96580044345898,0.6630934,0.24390243902439024,137.36014356241412,0.00014409664,4490.863435983658,649919,2965,0.00014409664,0.0,9.75609756097561
0.008933204,2359.5238095238096,0.9516507936507933,0.7606861,0.47619047619047616,134.88278782669883,0.00040722106,4556.218656539917,659925,3007,0.00040722106,0.0,9.523809523809524
0.008933102,2238.8636363636365,0.9095989465080372,0.8582767,0.9090909090909091,127.96353285266638,0.00020962479,4624.257389545441,669961,3051,0.00020962479,0.0,9.090909090909092
0.010174751,2429.0,0.9715999999999999,0.7606861,0.0,138.91918213326952,8.9399946e-05,4692.79607129097,679961,3091,8.9399946e-05,0.0,10.0
0.010174871,2189.777777777778,0.9133813051146384,0.6630934,1.1111111111111112,125.32702970861659,0.00048420182,4758.290568590164,689994,3136,0.00048420182,0.0,8.88888888888889
0.010174863,2420.487804878049,0.9762276422764232,0.56551296,0.24390243902439024,138.31532689249437,0.00032923013,4829.121232509613,699997,3177,0.00032923013,0.0,9.75609756097561
0.010174781,2488.25,0.9953,0.46792346,0.05,142.22201451971253,8.452473e-05,4894.793852090836,709997,3217,8.452473e-05,0.0,9.95
0.01017476,2497.5,0.999,0.3703307,0.0,142.73162303866786,0.00076958846,4960.839459657669,719997,3257,0.00076958846,0.0,10.0
0.010174781,2437.5,0.9857111111111111,0.2727391,0.25,139.34852512239894,0.00016816537,5027.737370014191,729756,3297,0.00016816537,0.0,9.75
0.0023052692,2499.25,0.9997,0.3215334,0.0,142.85184351899656,4.9476622e-08,5093.196934700012,739756,3337,4.9476622e-08,0.0,10.0
0.008933196,2500.0,1.0,0.41912618,0.0,142.8784238871937,0.0002779174,5159.009676456451,749756,3377,0.0002779174,0.0,10.0
0.010174781,2498.5,0.9994,0.32153326,0.0,142.79974986020815,9.333531e-05,5224.5886878967285,759756,3417,9.333531e-05,0.0,10.0
0.010174871,2499.75,0.9998999999999999,0.22394252,0.0,142.85816995274826,6.097748e-05,5289.459912538528,769756,3457,6.097748e-05,0.0,10.0
0.008933102,2500.0,1.0,0.32153323,0.0,142.8784238871937,0.00014007016,5354.519223451614,779756,3497,0.00014007016,0.0,10.0
0.010174863,2499.25,0.9997,0.2239425,0.0,142.8231235239948,0.00020200478,5421.15528011322,789756,3537,0.00020200478,0.0,10.0
0.01017476,2499.75,0.9998999999999999,0.12635273,0.0,142.85935232059015,0.00016273449,5486.093802928925,799756,3577,0.00016273449,0.0,10.0
0.010174744,2500.0,1.0,0.028764555,0.0,142.8784238871937,1.2420845e-05,5551.9235508441925,809756,3617,1.2420845e-05,0.0,10.0
0.0023053025,2499.75,0.9998999999999999,0.07755965,0.0,142.87110247612677,5.5221176e-06,5618.1032128334045,819756,3657,5.5221176e-06,0.0,10.0
0.008933204,2500.0,1.0,0.17514887,0.0,142.8784238871937,0.00013391419,5683.909807443619,829756,3697,0.00013391419,0.0,10.0
0.01017476,2500.0,1.0,0.077559665,0.0,142.8784238871937,8.8818204e-05,5749.341556549072,839756,3737,8.8818204e-05,0.0,10.0
0.008933102,2500.0,1.0,0.17514883,0.0,142.8784238871937,0.00035122878,5815.967219352722,849756,3777,0.00035122878,0.0,10.0
0.00058567524,2500.0,1.0,0.19954543,0.0,142.8784238871937,7.1517945e-07,5882.972182512283,859756,3817,7.1517945e-07,0.0,10.0
0.010174781,2499.75,0.9999,0.101956785,0.0,142.87045124233842,1.4360314e-05,5948.639139413834,869756,3857,1.4360314e-05,0.0,10.0
0.01017476,2500.0,1.0,0.0043668747,0.0,142.8784238871937,0.00015000015,6015.7804164886475,879756,3897,0.00015000015,0.0,10.0
0.00893351,2500.0,1.0,0.10195845,0.0,142.8784238871937,0.00010359219,6080.531370639801,889756,3937,0.00010359219,0.0,10.0
0.01017476,2500.0,1.0,0.004367422,0.0,142.8784238871937,0.000474389,6147.121073722839,899756,3977,0.000474389,0.0,10.0
0.010174781,2500.0,1.0,-0.09322337,0.0,142.8784238871937,0.00037701186,6213.548773288727,909756,4017,0.00037701186,0.0,10.0
0.008933102,2500.0,1.0,0.004366945,0.0,142.8784238871937,0.00015139839,6278.043878793716,919756,4057,0.00015139839,0.0,10.0
0.010174863,2500.0,1.0,-0.09322351,0.0,142.8784238871937,8.081497e-05,6343.878881931305,929756,4097,8.081497e-05,0.0,10.0
0.008933204,2500.0,1.0,0.004367113,0.0,142.8784238871937,0.00011555935,6408.765047073364,939756,4137,0.00011555935,0.0,10.0
0.010174871,2500.0,1.0,-0.09322341,0.0,142.8784238871937,0.00041186935,6474.166965723038,949756,4177,0.00041186935,0.0,10.0
0.01017476,2500.0,1.0,-0.19081156,0.0,142.8784238871937,0.00030369087,6540.254952669144,959756,4217,0.00030369087,0.0,10.0
0.008933196,2500.0,1.0,-0.09322338,0.0,142.8784238871937,0.00018879383,6605.132189750671,969756,4257,0.00018879383,0.0,10.0
0.008933204,2500.0,1.0,0.004367113,0.0,142.8784238871937,0.00022345665,6670.339012145996,979756,4297,0.00022345665,0.0,10.0
0.010174781,2500.0,1.0,-0.09322338,0.0,142.8784238871937,5.925751e-06,6736.389300823212,989756,4337,5.925751e-06,0.0,10.0
0.010174863,2500.0,1.0,-0.19081156,0.0,142.8784238871937,4.418335e-06,6802.900632858276,999756,4377,4.418335e-06,0.0,10.0
0.00058573484,2500.0,1.0,-0.16641414,0.0,142.8784238871937,2.8302002e-06,6870.258350372314,1009756,4417,2.8302002e-06,0.0,10.0
0.008933204,2500.0,1.0,-0.06882505,0.0,142.8784238871937,0.00011720714,6937.119077205658,1019756,4457,0.00011720714,0.0,10.0
0.010174863,2500.0,1.0,-0.16641422,0.0,142.8784238871937,0.00022194881,7002.25643825531,1029756,4497,0.00022194881,0.0,10.0
0.008933204,2500.0,1.0,-0.06882504,0.0,142.8784238871937,0.00034401,7067.778093338013,1039756,4537,0.00034401,0.0,10.0
0.008933204,2500.0,1.0,0.028764727,0.0,142.8784238871937,0.00027761093,7133.684281110764,1049756,4577,0.00027761093,0.0,10.0
0.010174863,2500.0,1.0,-0.06882504,0.0,142.8784238871937,6.8317335e-05,7199.075955629349,1059756,4617,6.8317335e-05,0.0,10.0
0.008933196,2500.0,1.0,0.028764565,0.0,142.8784238871937,0.00016997429,7264.231503486633,1069756,4657,0.00016997429,0.0,10.0
0.008933196,2500.0,1.0,0.12635554,0.0,142.8784238871937,1.2037659e-06,7329.532683610916,1079756,4697,1.2037659e-06,0.0,10.0
0.008933204,2500.0,1.0,0.22394331,0.0,142.8784238871937,0.00024880463,7395.855307817459,1089756,4737,0.00024880463,0.0,10.0
0.008933196,2499.75,0.9998999999999999,0.3215334,0.0,142.85452664773476,7.5535963e-06,7460.65033364296,1099756,4777,7.5535963e-06,0.0,10.0
0.008933204,2500.0,1.0,0.41912618,0.0,142.8784238871937,0.0002511253,7526.803773880005,1109756,4817,0.0002511253,0.0,10.0
0.008933416,2497.5,0.999,0.5167162,0.0,142.7281839341778,0.00025839446,7592.519323587418,1119756,4857,0.00025839446,0.0,10.0
0.010174781,2485.5,0.9941999999999996,0.41912764,0.075,142.0955482406843,0.000371764,7658.913861036301,1129756,4897,0.000371764,0.0,9.925
0.01017476,2498.25,0.9993000000000002,0.32153344,0.0,142.7990434809738,0.00021187565,7724.95935177803,1139756,4937,0.00021187565,0.0,10.0
0.008933204,2498.75,0.9995,0.41912764,0.0,142.79132317738896,0.0005799412,7789.38689661026,1149756,4977,0.0005799412,0.0,10.0
0.008933196,2499.25,0.9997000000000001,0.5167162,0.0,142.84098399179558,8.713371e-05,7854.921984195709,1159756,5017,8.713371e-05,0.0,10.0
0.01017476,2433.6585365853657,0.9878048780487805,0.41912618,0.24390243902439024,139.10660983579808,0.00023423618,7920.011316537857,1169761,5058,0.00023423618,0.0,9.75609756097561
0.010174863,2499.0,0.9996,0.3215334,0.0,142.81761693396243,8.372059e-05,7985.333795309067,1179761,5098,8.372059e-05,0.0,10.0
0.010174781,2499.75,0.9999,0.22394331,0.0,142.8699144199862,0.00045794586,8050.125913143158,1189761,5138,0.00045794586,0.0,10.0
0.010174751,2500.0,1.0,0.12635571,0.0,142.8784238871937,3.0371208e-05,8116.871153116226,1199761,5178,3.0371208e-05,0.0,10.0
0.010174863,2500.0,1.0,0.028764712,0.0,142.8784238871937,0.00014163036,8182.536285877228,1209761,5218,0.00014163036,0.0,10.0
0.008933204,2500.0,1.0,0.12635571,0.0,142.8784238871937,0.00044005318,8247.520905971527,1219761,5258,0.00044005318,0.0,10.0
0.010174781,2500.0,1.0,0.028764898,0.0,142.8784238871937,0.00014880761,8314.60238790512,1229761,5298,0.00014880761,0.0,10.0
0.010174871,2500.0,1.0,-0.068824835,0.0,142.8784238871937,0.0006420711,8380.24240398407,1239761,5338,0.0006420711,0.0,10.0
0.008933196,2500.0,1.0,0.028764736,0.0,142.8784238871937,0.00028198192,8445.679424762726,1249761,5378,0.00028198192,0.0,10.0
0.008933204,2500.0,1.0,0.12635571,0.0,142.8784238871937,0.0003648796,8511.088980913162,1259761,5418,0.0003648796,0.0,10.0
0.008933204,2500.0,1.0,0.2239435,0.0,142.8784238871937,0.00014317269,8576.012823581696,1269761,5458,0.00014317269,0.0,10.0
0.010174781,2499.75,0.9998999999999999,0.12635572,0.0,142.86151401571388,0.0002991144,8641.662275791168,1279761,5498,0.0002991144,0.0,10.0
0.01017476,2500.0,1.0,0.028765244,0.0,142.8784238871937,0.00038433753,8706.68874168396,1289761,5538,0.00038433753,0.0,10.0
0.008933204,2500.0,1.0,0.12635604,0.0,142.8784238871937,0.0003278174,8772.42008304596,1299761,5578,0.0003278174,0.0,10.0
0.008933204,2500.0,1.0,0.22394356,0.0,142.8784238871937,0.0003255272,8839.763771772385,1309761,5618,0.0003255272,0.0,10.0
0.01017476,2499.75,0.9999,0.12635614,0.0,142.87099154752818,0.00046759914,8905.045897722244,1319761,5658,0.00046759914,0.0,10.0
0.008933416,2500.0,1.0,0.22394769,0.0,142.8784238871937,0.00038652204,8971.071656703949,1329761,5698,0.00038652204,0.0,10.0
0.008933204,2500.0,1.0,0.32153413,0.0,142.8784238871937,0.00017618533,9036.852197170258,1339761,5738,0.00017618533,0.0,10.0
0.008933196,2440.731707317073,0.9883271162123387,0.41912782,0.24390243902439024,139.58761702888566,0.00024339298,9101.78360080719,1349778,5779,0.00024339298,0.0,9.75609756097561
0.008933204,2498.5,0.9994,0.51671636,0.0,142.76316454815338,0.0004466135,9168.988391160965,1359778,5819,0.0004466135,0.0,10.0
0.008933102,2435.8536585365855,0.980118769883351,0.61431086,0.24390243902439024,139.23454626370057,0.00012437528,9234.59349155426,1369801,5860,0.00012437528,0.0,9.75609756097561
0.008933204,2372.8571428571427,0.9681315192743764,0.7118926,0.47619047619047616,135.6492584548801,7.283859e-05,9299.69676041603,1379811,5902,7.283859e-05,0.0,9.523809523809524
0.010174863,2392.1951219512193,0.964910569105691,0.61431086,0.3170731707317073,136.7045118290636,0.0004134345,9365.593339204788,1389814,5943,0.0004134345,0.0,9.682926829268293
0.01017476,2310.232558139535,0.9412836465859722,0.51671624,0.7441860465116279,132.16639531116945,0.000749836,9430.345493078232,1399867,5986,0.000749836,0.0,9.255813953488373
0.010174871,2493.5,0.9973999999999998,0.41912764,0.0,142.45450461234924,0.00019740642,9496.048412799835,1409867,6026,0.00019740642,0.0,10.0
0.010174781,2498.0,0.9992000000000001,0.32153347,0.0,142.74519456405514,0.00010142499,9561.21775174141,1419867,6066,0.00010142499,0.0,10.0
0.008933204,2499.25,0.9997000000000001,0.41912764,0.0,142.8430000040766,0.00011843723,9626.053849935532,1429867,6106,0.00011843723,0.0,10.0
0.008933102,2498.0,0.9991999999999999,0.51671624,0.0,142.7878232809266,0.00010835114,9691.845173835754,1439867,6146,0.00010835114,0.0,10.0
0.010174781,2495.0,0.9980000000000002,0.41912764,0.0,142.61101751329915,0.00025858812,9756.96005821228,1449867,6186,0.00025858812,0.0,10.0
0.0101747215,2498.5,0.9994,0.32153413,0.0,142.8048578596194,2.2542572e-06,9822.75446176529,1459867,6226,2.2542572e-06,0.0,10.0
0.008933204,2499.5,0.9998000000000001,0.41912782,0.0,142.8537575701668,0.0002622723,9887.970462083817,1469867,6266,0.0002622723,0.0,10.0
0.010174781,2493.5,0.9974000000000001,0.32153413,0.075,142.49732005629758,9.67687e-05,9952.999051809311,1479867,6306,9.67687e-05,0.0,9.925
0.01017476,2499.25,0.9997,0.22394773,0.0,142.83827833819834,3.0793362e-05,10018.422590494156,1489867,6346,3.0793362e-05,0.0,10.0
0.008933204,2500.0,1.0,0.32153413,0.0,142.8784238871937,8.4174804e-05,10082.150833845139,1499867,6386,8.4174804e-05,0.0,10.0
9.298325e-06,2498.25,0.9992999999999999,0.32458517,0.0,142.7662513399151,2.708435e-08,10150.523120880127,1509867,6426,2.708435e-08,0.0,10.0
0.008933416,2499.5,0.9997999999999999,0.42217946,0.0,142.85516648549182,0.00029418303,10215.138005495071,1519867,6466,0.00029418303,0.0,10.0
0.008933204,2499.0,0.9996,0.51976806,0.0,142.8133429105936,8.3042985e-05,10279.354817152023,1529867,6506,8.3042985e-05,0.0,10.0
0.010174781,2430.243902439024,0.976878048780488,0.42217797,0.24390243902439024,138.90615821450388,0.0005887068,10343.357546329498,1539872,6547,0.0005887068,0.0,9.75609756097561
0.008933196,2438.7804878048782,0.9859620596205962,0.51976806,0.24390243902439024,139.4135960576489,1.52553175e-05,10408.116762399673,1549881,6588,1.52553175e-05,0.0,9.75609756097561
0.008933196,2431.7073170731705,0.9794564459930313,0.61736256,0.2682926829268293,138.9510262916785,0.0001202367,10471.965811491013,1559888,6629,0.0001202367,0.0,9.731707317073171
0.01017476,2426.5853658536585,0.9786666666666666,0.51976806,0.24390243902439024,138.59537057482103,0.00029011266,10536.067001342773,1569891,6670,0.00029011266,0.0,9.75609756097561
0.010174863,2494.5,0.9978,0.42217946,0.0,142.56023332058007,0.0001381203,10601.297886371613,1579891,6710,0.0001381203,0.0,10.0
0.008933204,2436.829268292683,0.9795121951219513,0.51976806,0.24390243902439024,139.26434016918947,0.00015101879,10664.687395334244,1589896,6751,0.00015101879,0.0,9.75609756097561
0.008933204,2494.25,0.9976999999999998,0.6173627,0.025,142.53429893953552,0.00043368843,10728.61410188675,1599896,6791,0.00043368843,0.0,9.975
0.008933204,2315.3488372093025,0.946406884017655,0.71494436,0.6976744186046512,132.42272272908,1.8753357e-05,10793.984762907028,1609929,6834,1.8753357e-05,0.0,9.30232558139535
0.008933196,2355.0,0.9543174603174605,0.8125378,0.47619047619047616,134.6547235867895,0.00016823511,10856.993496418,1619943,6876,0.00016823511,0.0,9.523809523809524
0.01017476,2338.5365853658536,0.9429694585508905,0.71494436,0.4878048780487805,133.89963776061145,0.00015033898,10921.142370939255,1629797,6917,0.00015033898,0.0,9.512195121951219
0.008933204,2476.5,0.9905999999999999,0.81253797,0.0,141.48807544677078,0.00013427965,10984.795664310455,1639797,6957,0.00013427965,0.0,10.0
0.008933204,2225.909090909091,0.9147616501145912,0.9101344,0.9090909090909091,127.38798987787678,0.00028900272,11047.56141591072,1649867,7001,0.00028900272,0.0,9.090909090909092
0.010174863,2093.2608695652175,0.8556420101637494,0.81253797,1.326086956521739,119.8517559957147,0.00029861045,11110.102710008621,1659905,7047,0.00029861045,0.0,8.673913043478262
0.008933196,2269.767441860465,0.9247357293868921,0.9101344,0.7209302325581395,129.87075578969143,2.865408e-05,11172.218695163727,1669946,7090,2.865408e-05,0.0,9.279069767441861
0.010174781,2239.7619047619046,0.904910052910053,0.81253797,0.7142857142857143,128.16259425319043,0.000102749975,11234.432350635529,1679753,7132,0.000102749975,0.0,9.285714285714286
0.008933416,2263.0232558139537,0.9216751604168982,0.9101344,0.7674418604651163,129.43927952817805,0.0003677852,11297.290429592133,1689786,7175,0.0003677852,0.0,9.232558139534884
0.008933204,2137.1111111111113,0.8731527336860668,1.00771,1.1555555555555554,122.52472860913886,0.0006500751,11359.765146255493,1699919,7220,0.0006500751,0.0,8.844444444444445
0.010174871,2139.7727272727275,0.8620814022578728,0.9101344,0.9545454545454546,122.56353899968168,0.00024745235,11420.951941251755,1709953,7264,0.00024745235,0.0,9.045454545454545
0.010174781,2168.139534883721,0.8886789854413034,0.81253797,1.0232558139534884,124.30256299064627,0.0004580857,11482.533257246017,1719799,7307,0.0004580857,0.0,8.976744186046512
0.010174781,2389.512195121951,0.9665021520803444,0.71494436,0.2926829268292683,136.71491794579708,0.00025649287,11544.211617469788,1729816,7348,0.00025649287,0.0,9.707317073170731
0.008933196,2352.3809523809523,0.9581818181818178,0.81253797,0.47619047619047616,134.4673097011837,0.00011241837,11605.019637823105,1739842,7390,0.00011241837,0.0,9.523809523809524
0.010174781,2422.0,0.9688000000000001,0.71494436,0.075,138.42682605827875,5.2687872e-05,11666.565491199493,1749842,7430,5.2687872e-05,0.0,9.925
0.010174871,2343.5714285714284,0.9503703703703704,0.6173627,0.5238095238095238,133.98617780788695,8.266674e-05,11727.50304722786,1759854,7472,8.266674e-05,0.0,9.476190476190476
0.010174781,2427.0731707317073,0.9756097560975612,0.51976806,0.2682926829268293,138.70741207737393,3.5953253e-05,11788.449830293655,1769859,7513,3.5953253e-05,0.0,9.731707317073171
