Tmt,MtR,surrgain,EpisodesSoFar,Ptt,meankl,optimgain,AttNC,entloss,TtR,Tmc,TimeElapsed,TimestepsSoFar,Tbt,AttC,entropy,MpbtA,MpbtN
58.45762711864407,-10.61567904064681,0.0031042092,21234,57.005653542497356,0.0037518684,0.0031042092,3.406779661016949,0.0,-157.96610169491527,46.610169491525426,56443.844421863556,3269887,239442.4406779661,6.593220338983051,0.26018938,73.02867197036043,26.97132802963958
60.15,-11.114246121370643,0.0033305872,21294,58.63564583381648,0.0048051104,0.0033305872,3.433333333333333,0.0,-165.33333333333334,44.85,56597.88405227661,3279955,246374.4,6.566666666666666,0.23750886,72.71528314027498,27.28471685972503
60.57627118644068,-11.870450831557351,0.0033541063,21353,59.012295870245424,0.004161526,0.0033541063,2.440677966101695,0.0,-177.6271186440678,44.47457627118644,56748.28906106949,3289882,248120.40677966102,7.559322033898305,0.24250777,70.84350672256548,29.15649327743454
58.88135593220339,-11.43066700888476,0.0032700822,21412,57.41542394343479,0.0037850905,0.0032700822,2.610169491525424,0.0,-172.03389830508473,46.16949152542373,56907.93821597099,3299879,241178.0338983051,7.389830508474576,0.23604645,70.89171275400928,29.108287245990724
57.36065573770492,-10.63208864052063,0.0033782702,21473,55.9555439627764,0.0040513533,0.0033782702,2.737704918032787,0.0,-155.40983606557376,47.73770491803279,57059.65927314758,3309924,234949.24590163934,7.262295081967213,0.25125524,72.97516768642232,27.02483231357766
58.903225806451616,-11.976212443900765,0.002821231,21535,57.42052270355408,0.003986582,0.002821231,2.3870967741935485,0.0,-177.58064516129033,46.17741935483871,57222.95311975479,3319934,241267.61290322582,7.612903225806452,0.27241534,70.12759685655433,29.87240314344564
59.95,-11.587488184907812,0.0026311262,21595,58.430262577564235,0.0039192596,0.0026311262,1.9666666666666666,0.0,-178.83333333333334,45.083333333333336,57374.58528089523,3329991,245555.2,8.033333333333333,0.23169675,70.53315376058046,29.466846239419553
59.101694915254235,-11.016404514498566,0.002700202,21654,57.629087422305986,0.003109979,0.002700202,2.7288135593220337,0.0,-162.3728813559322,45.932203389830505,57529.99322128296,3339835,242080.54237288135,7.271186440677966,0.23534234,72.7131110477891,27.286888952210894
59.54838709677419,-11.263010936590037,0.0034380364,21716,58.029494118725346,0.0040039863,0.0034380364,3.161290322580645,0.0,-164.03225806451613,45.53225806451613,57683.25009512901,3349878,243910.1935483871,6.838709677419355,0.25352132,72.52704027395916,27.472959726040823
58.36065573770492,-10.766113975828272,0.0029166306,21777,56.90799593378629,0.0040580262,0.0029166306,3.19672131147541,0.0,-156.55737704918033,46.721311475409834,57839.334401369095,3359850,239045.24590163934,6.80327868852459,0.257388,73.29507910433107,26.704920895668938
59.483870967741936,-11.433047487770533,0.002915963,21839,58.00017927157893,0.0040737605,0.002915963,3.0483870967741935,0.0,-168.06451612903226,45.53225806451613,57993.822565078735,3369949,243645.93548387097,6.951612903225806,0.23999481,71.86074902874165,28.139250971258345
58.0,-10.861139468659164,0.0032470333,21901,56.584931741230264,0.003978253,0.0032470333,3.6129032258064515,0.0,-156.4516129032258,47.04838709677419,58154.37247681618,3379985,237568.0,6.387096774193548,0.26900047,73.00798157519829,26.99201842480172
57.81967213114754,-10.462155616703777,0.0025689832,21962,56.395824089291395,0.0037225536,0.0025689832,2.9672131147540983,0.0,-152.45901639344262,47.26229508196721,58305.36577630043,3390000,236829.37704918033,7.032786885245901,0.24261121,73.78335927570629,26.21664072429372
58.131147540983605,-11.273146734421873,0.0031309894,22023,56.6809664213735,0.004082623,0.0031309894,2.4918032786885247,0.0,-161.80327868852459,46.967213114754095,58460.85269212723,3399945,238105.18032786885,7.508196721311475,0.25915498,72.33705451953486,27.662945480465144
58.66129032258065,-10.62810151225719,0.0031595868,22085,57.20110344556029,0.004062366,0.0031595868,2.6774193548387095,0.0,-153.5483870967742,46.403225806451616,58611.557720184326,3409951,240276.64516129033,7.32258064516129,0.24616441,73.81151241859614,26.18848758140387
58.01639344262295,-11.511230103757352,0.0031477893,22146,56.57415249627137,0.0042362413,0.0031477893,2.6721311475409837,0.0,-167.37704918032787,47.08196721311475,58763.64115643501,3419883,237635.1475409836,7.327868852459017,0.2524096,71.293956340155,28.70604365984499
58.91803278688525,-11.64909155228642,0.0027914257,22207,57.43867890266261,0.004317796,0.0027914257,3.1311475409836067,0.0,-170.1639344262295,46.14754098360656,58925.266337156296,3429995,241328.26229508198,6.868852459016393,0.25371554,71.28768725630441,28.712312743695577
57.540983606557376,-11.455060948339968,0.0027976956,22268,56.107219710623575,0.0035104034,0.0027976956,3.1147540983606556,0.0,-170.49180327868854,47.59016393442623,59080.94364118576,3439965,235687.868852459,6.885245901639344,0.25146973,70.49991155753669,29.500088442463298
58.6,-10.886164377370237,0.0029243114,22328,57.11573076541801,0.003996661,0.0029243114,3.2,0.0,-158.33333333333334,46.516666666666666,59240.545713186264,3449924,240025.6,6.8,0.2500952,73.15688430563225,26.84311569436774
58.90163934426229,-11.561553899726155,0.003397685,22389,57.434531676640574,0.003984296,0.003397685,3.278688524590164,0.0,-168.36065573770492,46.14754098360656,59392.93676733971,3459865,241261.11475409835,6.721311475409836,0.26170868,71.47506243878276,28.52493756121725
58.166666666666664,-10.763382955241436,0.0029952514,22449,56.7252921037568,0.004101686,0.0029952514,2.7666666666666666,0.0,-158.83333333333334,46.916666666666664,59549.15742230415,3469927,238250.66666666666,7.233333333333333,0.25419825,72.66976161570855,27.330238384291444
57.58064516129032,-11.25581411773545,0.0025729896,22511,56.18250558655258,0.0034205285,0.0025729896,2.5806451612903225,0.0,-165.96774193548387,47.483870967741936,59704.047909259796,3479913,235850.32258064515,7.419354838709677,0.25599545,71.39124976623171,28.608750233768305
59.08196721311475,-10.785736626436542,0.0027951044,22572,57.5882153327569,0.003255345,0.0027951044,2.9344262295081966,0.0,-159.18032786885246,46.0,59858.842151880264,3489942,241999.73770491802,7.065573770491803,0.26805884,73.11096253460472,26.889037465395294
