optimgain,EpisodesSoFar,Fce,entloss,AttNC,surrgain,entropy,TimestepsSoFar,TtR,AttC,MtR,TimeElapsed,meankl
4.1773652e-05,10615,1.0,0.0,10.0,4.1773652e-05,-0.542997,2559965,2500.0,0.0,142.8784238871937,77289.04471445084,0.010174781
0.00033489612,10655,1.0,0.0,10.0,0.00033489612,-0.44540352,2569965,2500.0,0.0,142.8784238871937,77546.4511756897,0.008933204
0.00014760111,10695,1.0,0.0,10.0,0.00014760111,-0.54299694,2579965,2500.0,0.0,142.8784238871937,77800.18429517746,0.010174863
0.00018365745,10735,1.0,0.0,10.0,0.00018365745,-0.64058703,2589965,2500.0,0.0,142.8784238871937,78063.08656454086,0.010174751
0.00024057415,10775,1.0,0.0,10.0,0.00024057415,-0.7381656,2599965,2500.0,0.0,142.8784238871937,78313.81183481216,0.010174863
0.00016040863,10815,1.0,0.0,10.0,0.00016040863,-0.64058703,2609965,2500.0,0.0,142.8784238871937,78567.37427353859,0.008933102
0.00050443335,10855,1.0,0.0,10.0,0.00050443335,-0.7381656,2619965,2500.0,0.0,142.8784238871937,78821.66035866737,0.010174871
3.0504227e-06,10895,1.0,0.0,10.0,3.0504227e-06,-0.8357559,2629965,2500.0,0.0,142.8784238871937,79076.44115614891,0.01017476
8.913215e-05,10935,1.0,0.0,10.0,8.913215e-05,-0.9333499,2639965,2500.0,0.0,142.8784238871937,79323.48419189453,0.010175116
0.00017763946,10975,1.0,0.0,10.0,0.00017763946,-0.8357559,2649965,2500.0,0.0,142.8784238871937,79583.18247771263,0.008933204
0.00022766758,11015,1.0,0.0,10.0,0.00022766758,-0.9333499,2659965,2500.0,0.0,142.8784238871937,79818.93462133408,0.010174744
0.0003751686,11055,1.0,0.0,10.0,0.0003751686,-1.0309446,2669965,2500.0,0.0,142.8784238871937,80081.1292321682,0.010174871
0.00047834325,11095,1.0,0.0,10.0,0.00047834325,-1.1285366,2679965,2500.0,0.0,142.8784238871937,80337.63016343117,0.010174751
0.00012512552,11135,1.0,0.0,10.0,0.00012512552,-1.0309439,2689965,2500.0,0.0,142.8784238871937,80586.2302634716,0.008933204
0.00020810387,11175,1.0,0.0,10.0,0.00020810387,-0.93334967,2699965,2500.0,0.0,142.8784238871937,80856.72313117981,0.008933416
7.160581e-05,11215,1.0,0.0,10.0,7.160581e-05,-0.8357559,2709965,2500.0,0.0,142.8784238871937,81114.46153497696,0.008933102
0.00049887225,11255,1.0,0.0,10.0,0.00049887225,-0.93334967,2719965,2500.0,0.0,142.8784238871937,81365.80264902115,0.01017476
0.0002908201,11295,1.0,0.0,10.0,0.0002908201,-1.0309439,2729965,2500.0,0.0,142.8784238871937,81611.16328215599,0.010174871
0.00042105603,11335,1.0,0.0,10.0,0.00042105603,-0.93334967,2739965,2500.0,0.0,142.8784238871937,81871.59733748436,0.008933102
2.3136454e-05,11375,1.0,0.0,10.0,2.3136454e-05,-0.8357559,2749965,2500.0,0.0,142.8784238871937,82124.9759926796,0.008933204
0.00011254909,11415,1.0,0.0,10.0,0.00011254909,-0.7381656,2759965,2500.0,0.0,142.8784238871937,82378.94527745247,0.008933204
9.2497314e-05,11455,1.0,0.0,10.0,9.2497314e-05,-0.8357559,2769965,2500.0,0.0,142.8784238871937,82625.93715190887,0.01017476
0.00015535008,11495,1.0,0.0,10.0,0.00015535008,-0.9333498,2779965,2500.0,0.0,142.8784238871937,82875.127191782,0.010175116
0.0003031311,11535,1.0,0.0,10.0,0.0003031311,-0.8357559,2789965,2500.0,0.0,142.8784238871937,83138.68776535988,0.008933204
0.00061970775,11575,1.0,0.0,10.0,0.00061970775,-0.7381656,2799965,2500.0,0.0,142.8784238871937,83398.82097101212,0.008933196
0.00046408238,11615,1.0,0.0,10.0,0.00046408238,-0.64058703,2809965,2500.0,0.0,142.8784238871937,83651.8071899414,0.008933102
0.0001905049,11655,1.0,0.0,10.0,0.0001905049,-0.54299694,2819965,2500.0,0.0,142.8784238871937,83895.65337705612,0.008933102
6.0587503e-05,11695,1.0,0.0,10.0,6.0587503e-05,-0.64058703,2829965,2500.0,0.0,142.8784238871937,84147.13497447968,0.010174781
8.409319e-06,11735,1.0,0.0,10.0,8.409319e-06,-0.59179014,2839965,2500.0,0.0,142.8784238871937,84424.30798530579,0.0023052692
0.00054388656,11775,1.0,0.0,10.0,0.00054388656,-0.68937033,2849965,2500.0,0.0,142.8784238871937,84679.4779932499,0.010174863
0.000195154,11815,1.0,0.0,10.0,0.000195154,-0.78696704,2859965,2500.0,0.0,142.8784238871937,84928.28782892227,0.01017476
0.00015839156,11855,1.0,0.0,10.0,0.00015839156,-0.6893848,2869965,2500.0,0.0,142.8784238871937,85175.35548067093,0.008933102
