entloss,meankl,surrgain,EpisodesSoFar,AttC,AttNC,TtR,Fce,TimestepsSoFar,TimeElapsed,entropy,optimgain,MtR
0.0,0.0047652554,0.0010728781,8364,0.2682926829268293,9.731707317073171,2407.8048780487807,0.9709848384970337,2019957,12595.491353988647,0.4178349,0.0010728781,137.1487066094725
0.0,0.0039949412,0.00053108233,8404,0.0,10.0,2470.0,0.9879999999999999,2029957,12644.842537641525,0.36914402,0.00053108233,140.6799226124909
0.0,0.004785302,0.0006336317,8444,0.0,10.0,2477.0,0.9908000000000001,2039957,12696.265576601028,0.34719843,0.0006336317,141.10471037252026
0.0,0.003390173,0.0005349136,8485,0.24390243902439024,9.75609756097561,2423.6585365853657,0.9774959349593496,2049960,12747.366646289825,0.34924313,0.0005349136,138.07433074820923
0.0,0.007409833,0.0007804921,8525,0.0,10.0,2483.5,0.9933999999999996,2059960,12799.734708547592,0.272706,0.0007804921,141.47983768143735
0.0,0.005429939,0.00044067638,8565,0.0,10.0,2487.5,0.9950000000000001,2069960,12848.548316717148,0.27560422,0.00044067638,141.737202077886
0.0,0.0059792125,0.0009084169,8605,0.0,10.0,2480.5,0.9921999999999999,2079960,12897.647618055344,0.31253144,0.0009084169,141.23674186233552
0.0,0.0044012377,0.00045865157,8645,0.0,10.0,2474.5,0.9898000000000003,2089960,12944.63868021965,0.36613238,0.00045865157,140.87308191669433
0.0,0.006543634,0.0011493566,8685,0.0,10.0,2481.0,0.9924,2099960,12992.467438697815,0.432911,0.0011493566,141.33178706954422
0.0,0.0039805556,0.00070034654,8725,0.0,10.0,2465.0,0.9859999999999995,2109960,13042.327259540558,0.42393145,0.00070034654,140.4785630335753
0.0,0.0060853832,0.00069429656,8766,0.24390243902439024,9.75609756097561,2420.243902439024,0.9765764966740578,2119971,13093.057606458664,0.36324796,0.00069429656,137.97810439598837
0.0,0.0030836225,0.00051457994,8806,0.0,10.0,2479.25,0.9917000000000001,2129971,13143.526953697205,0.37882525,0.00051457994,141.23600935796637
0.0,0.0058606938,0.0006662538,8846,0.0,10.0,2486.75,0.9947000000000001,2139971,13193.280571222305,0.3129305,0.0006662538,141.73634173541103
0.0,0.0059094555,0.00080910063,8886,0.0,10.0,2486.5,0.9945999999999999,2149971,13242.1434943676,0.3032195,0.00080910063,141.65840962108692
0.0,0.0039473837,0.00077083934,8926,0.0,10.0,2481.75,0.9926999999999998,2159971,13288.222061634064,0.31755164,0.00077083934,141.39701948928254
0.0,0.0060455627,0.0008994644,8966,0.0,10.0,2478.25,0.9912999999999995,2169971,13336.666651725769,0.34404087,0.0008994644,141.00433402537152
0.0,0.0046276674,0.0006867639,9006,0.0,10.0,2474.5,0.9898,2179971,13384.450627565384,0.3995641,0.0006867639,141.05050017824203
0.0,0.003960653,0.00064385805,9046,0.0,10.0,2467.0,0.9867999999999995,2189971,13433.769460201263,0.38276976,0.00064385805,140.63751349383378
0.0,0.006422997,0.00082545076,9086,0.0,10.0,2469.0,0.9876000000000003,2199971,13482.971366405487,0.34632772,0.00082545076,140.55631188177924
0.0,0.003830306,0.0006048773,9126,0.0,10.0,2477.75,0.9911,2209971,13531.09426355362,0.36823788,0.0006048773,141.0445459791833
0.0,0.008015992,0.0007144312,9166,0.0,10.0,2483.25,0.9933000000000002,2219971,13580.126864433289,0.36798024,0.0007144312,141.39640463825378
0.0,0.006661289,0.0010627822,9206,0.025,9.975,2461.25,0.9844999999999997,2229971,13628.834028959274,0.40045407,0.0010627822,140.08400436071827
0.0,0.0061979326,0.00085032,9246,0.0,10.0,2438.75,0.9755000000000003,2239971,13678.112926244736,0.45306656,0.00085032,138.6734767045878
0.0,0.0050257277,0.00077599625,9286,0.05,9.95,2413.5,0.9654,2249971,13726.995198965073,0.4133814,0.00077599625,137.4402146996079
0.0,0.0064614965,0.0006911419,9327,0.24390243902439024,9.75609756097561,2374.6341463414633,0.9546341463414634,2259976,13773.835719823837,0.37711895,0.0006911419,135.38658373327453
0.0,0.007623221,0.0010150919,9367,0.0,10.0,2452.5,0.9810000000000001,2269976,13821.196632862091,0.32719424,0.0010150919,139.5898771763778
0.0,0.0053287623,0.00086386164,9407,0.0,10.0,2461.5,0.9846000000000006,2279976,13869.262397766113,0.39498642,0.00086386164,139.86879791925034
0.0,0.0050105476,0.0008882193,9447,0.0,10.0,2457.0,0.9827999999999999,2289976,13918.41162610054,0.35407624,0.0008882193,139.77112812813633
0.0,0.006575668,0.00086920004,9487,0.0,10.0,2460.75,0.9842999999999998,2299976,13965.484917163849,0.3503589,0.00086920004,140.05286565047533
0.0,0.004448775,0.000919547,9527,0.0,10.0,2444.25,0.9776999999999999,2309976,14014.66476893425,0.32647678,0.000919547,138.7786775245905
0.0,0.005224842,0.0006663423,9567,0.0,10.0,2447.25,0.9789000000000001,2319976,14061.777437210083,0.32880852,0.0006663423,139.11750602244788
0.0,0.0046186973,0.0005111658,9607,0.0,10.0,2455.5,0.9821999999999997,2329976,14107.75961446762,0.27942005,0.0005111658,139.45981104257706
0.0,0.005342499,0.0009772833,9647,0.0,10.0,2467.75,0.9871000000000001,2339976,14154.744096040726,0.24362664,0.0009772833,140.4125701889438
0.0,0.0038125769,0.00060719077,9687,0.0,10.0,2476.75,0.9907000000000001,2349976,14204.087442398071,0.26176336,0.00060719077,140.8543619349236
0.0,0.004351642,0.00071601546,9727,0.0,10.0,2482.0,0.9927999999999997,2359976,14251.272286176682,0.28915507,0.00071601546,141.25609311572254
0.0,0.003904621,0.0008471391,9768,0.24390243902439024,9.75609756097561,2414.1463414634145,0.9758188153310103,2369983,14298.140182495117,0.28858954,0.0008471391,137.43243279471343
0.0,0.008712789,0.00081441127,9808,0.0,10.0,2476.5,0.9906,2379983,14344.716711521149,0.32785055,0.00081441127,140.96608185079333
0.0,0.0048949523,0.0008187397,9848,0.0,10.0,2462.5,0.9849999999999998,2389983,14390.6416182518,0.3507187,0.0008187397,140.03841396016003
0.0,0.0042511933,0.0007546292,9888,0.0,10.0,2476.0,0.9903999999999996,2399983,14437.374033689499,0.33024493,0.0007546292,141.04882998735138
0.0,0.004685075,0.0006297326,9928,0.0,10.0,2477.25,0.9909000000000001,2409983,14483.140377521515,0.2864957,0.0006297326,141.08046555561882
0.0,0.0059967027,0.0009283047,9968,0.0,10.0,2474.0,0.9895999999999999,2419983,14531.638955831528,0.3259421,0.0009283047,140.79212597618576
0.0,0.0034181573,0.0005006251,10008,0.0,10.0,2475.5,0.9902,2429983,14575.526366233826,0.37370804,0.0005006251,140.92383709661536
0.0,0.003972232,0.0007023978,10048,0.0,10.0,2480.0,0.9919999999999994,2439983,14621.383735179901,0.42010796,0.0007023978,141.18394838708963
0.0,0.0061307787,0.00047967993,10088,0.0,10.0,2470.25,0.9881000000000002,2449983,14667.634179115295,0.44308195,0.00047967993,140.65817837620727
0.0,0.006312821,0.00067416794,10128,0.0,10.0,2482.75,0.9930999999999999,2459983,14715.090345144272,0.5178433,0.00067416794,141.47455182734328
0.0,0.006030598,0.000789394,10168,0.0,10.0,2464.25,0.9856999999999998,2469983,14760.301842927933,0.5134582,0.000789394,140.3642977269779
0.0,0.004331771,0.00065194495,10208,0.0,10.0,2455.25,0.9821,2479983,14806.35173869133,0.4986802,0.00065194495,139.94244415294918
0.0,0.008732309,0.0006236766,10248,0.0,10.0,2462.0,0.9847999999999996,2489983,14853.989766836166,0.4524453,0.0006236766,140.3252682050133
0.0,0.007574944,0.0010171338,10288,0.05,9.95,2423.75,0.9694999999999998,2499983,14900.768258810043,0.41887236,0.0010171338,138.03005378822417
0.0,0.0047485675,0.0007432811,10328,0.0,10.0,2415.25,0.9661,2509983,14948.011522054672,0.40881047,0.0007432811,137.3932523318452
0.0,0.0040663783,0.0006405963,10368,0.0,10.0,2419.75,0.9678999999999999,2519983,14995.411677837372,0.44204977,0.0006405963,137.70149258161234
