TtR,MpbtN,Tmc,AttNC,TimeElapsed,optimgain,AttC,entloss,TimestepsSoFar,Ptt,EpisodesSoFar,surrgain,Tmt,Tbt,MtR,MpbtA,entropy,meankl
-73.65,87.96980526380317,20.2,0.4,10860.814945697784,0.006425409,0.6,0.0,229890,81.37852335510625,4143,0.006425409,83.675,342732.8,-41.04246678886641,12.03019473619683,0.20392029,0.0022437703
-74.2051282051282,88.76547932154443,20.307692307692307,0.46153846153846156,10981.740917682648,0.0066044466,0.5384615384615384,0.0,239837,81.28434998560476,4182,0.0066044466,83.58974358974359,342383.58974358975,-41.571681025513726,11.234520678455556,0.2164398,0.0025796127
-73.36585365853658,88.64337402963979,21.24390243902439,0.3902439024390244,11104.579047679901,0.0059626135,0.6097560975609756,0.0,249844,80.42520926831857,4223,0.0059626135,82.73170731707317,338869.0731707317,-41.239421078200834,11.356625970360207,0.23700914,0.0025857429
-72.1842105263158,87.33295847332933,21.236842105263158,0.5526315789473685,11222.60508799553,0.005652713,0.4473684210526316,0.0,259813,80.4226304157745,4261,0.005652713,82.6842105263158,338674.5263157895,-40.34537535638888,12.667041526670669,0.22871402,0.002979611
-74.14634146341463,88.70666234339018,20.341463414634145,0.6829268292682927,11345.015716552734,0.00675034,0.3170731707317073,0.0,269932,81.25375201715117,4302,0.00675034,83.5609756097561,342265.756097561,-42.015956081976775,11.29333765660983,0.21607792,0.0017287106
-73.10526315789474,88.20601455403309,21.07894736842105,0.7368421052631579,11460.692836761475,0.0067948243,0.2631578947368421,0.0,279874,80.57322550220196,4340,0.0067948243,82.86842105263158,339429.05263157893,-40.67772198030011,11.793985445966934,0.21031518,0.0024275917
-71.80555555555556,86.91603912150748,21.36111111111111,0.7777777777777778,11574.840910673141,0.006220192,0.2222222222222222,0.0,289953,80.30977975288356,4376,0.006220192,82.58333333333333,338261.3333333333,-38.86111406839183,13.083960878492542,0.2338135,0.003418055
-73.70270270270271,88.18900512661199,20.405405405405407,0.8648648648648649,11696.278341770172,0.0058888383,0.13513513513513514,0.0,299943,81.19919098054301,4413,0.0058888383,83.54054054054055,342182.0540540541,-40.65458387645756,11.810994873388017,0.23437314,0.0027175217
-73.53846153846153,88.4115028724247,20.692307692307693,0.8461538461538461,11817.40883564949,0.008512683,0.15384615384615385,0.0,309912,80.92253103319011,4452,0.008512683,83.17948717948718,340703.1794871795,-41.64400980227628,11.588497127575245,0.21921396,0.0048374804
-72.17073170731707,87.17051558316201,21.121951219512194,0.6097560975609756,11943.657011508942,0.0076311766,0.3902439024390244,0.0,319955,80.52144017885118,4493,0.0076311766,82.7560975609756,338968.9756097561,-41.26116405626268,12.82948441683798,0.1976682,0.0030767245
-73.65789473684211,88.58480575845589,20.81578947368421,0.7631578947368421,12062.729204416275,0.008966501,0.23684210526315788,0.0,329891,80.81864163408149,4531,0.008966501,83.13157894736842,340506.94736842107,-41.69853605208482,11.415194241544125,0.19672419,0.0036954903
-73.41025641025641,88.36489305387947,20.846153846153847,0.6923076923076923,12183.106342792511,0.0064658877,0.3076923076923077,0.0,339872,80.7834376372376,4570,0.0064658877,83.05128205128206,340178.0512820513,-41.01750285635986,11.635106946120532,0.21999013,0.0031805395
-72.65789473684211,87.64483282301539,21.07894736842105,0.5789473684210527,12311.67979669571,0.0045179995,0.42105263157894735,0.0,349807,80.57276095659492,4608,0.0045179995,82.86842105263158,339429.05263157893,-40.05792884538752,12.355167176984615,0.18377556,0.0042081205
-74.14285714285714,89.05686017512625,20.714285714285715,1.0,12420.67008113861,0.0067843935,0.0,0.0,359815,80.9115035092134,4643,0.0067843935,83.22857142857143,340904.22857142857,-40.545772274170496,10.943139824873763,0.22069968,0.0035475963
-72.02702702702703,86.94935274022664,21.16216216216216,0.6216216216216216,12539.184677124023,0.0066244286,0.3783783783783784,0.0,369715,80.4960419514499,4680,0.0066244286,82.78378378378379,339082.3783783784,-39.727919071446195,13.050647259773353,0.21415478,0.0034725475
-72.52631578947368,87.71145175067421,21.31578947368421,0.7631578947368421,12662.59128499031,0.0060559968,0.23684210526315788,0.0,379993,80.35242587457913,4718,0.0060559968,82.63157894736842,338458.94736842107,-39.66975080937696,12.288548249325787,0.19035876,0.0021247563
-73.35135135135135,87.56362918355953,20.16216216216216,0.8648648648648649,12774.686928510666,0.0064608688,0.13513513513513514,0.0,389990,81.42272873890471,4755,0.0064608688,83.75675675675676,343067.6756756757,-40.94229750051634,12.436370816440466,0.21566784,0.0028023827
-72.80555555555556,88.19774821600768,21.444444444444443,0.75,12890.799881219864,0.008441834,0.25,0.0,399985,80.23705316214965,4791,0.008441834,82.52777777777777,338033.77777777775,-39.15054134065857,11.802251783992341,0.23421006,0.0045553315
-72.48717948717949,87.45017773065155,21.128205128205128,0.5897435897435898,13021.953270435333,0.0062887208,0.41025641025641024,0.0,409878,80.53693911041576,4830,0.0062887208,82.87179487179488,339442.8717948718,-40.32432846209227,12.54982226934846,0.21000044,0.0029850814
-73.94871794871794,88.19706216382897,20.025641025641026,0.7948717948717948,13138.667254924774,0.006904086,0.20512820512820512,0.0,419959,81.54217973279495,4869,0.006904086,83.84615384615384,343433.8461538461,-41.507229502260536,11.802937836171044,0.17769936,0.0034238868
-73.33333333333333,88.445323259572,21.055555555555557,0.8055555555555556,13254.839915513992,0.007750461,0.19444444444444445,0.0,429764,80.59520266003118,4905,0.007750461,82.88888888888889,339512.8888888889,-40.513716277030625,11.554676740427963,0.20101693,0.0042873686
-73.58974358974359,88.7585566875409,21.076923076923077,0.6153846153846154,13372.821166992188,0.0069057005,0.38461538461538464,0.0,439939,80.58030981493782,4944,0.0069057005,82.8974358974359,339547.89743589744,-40.34400419291024,11.241443312459088,0.18326527,0.0035001985
-72.29729729729729,87.71521631139323,21.56756756756757,0.6486486486486487,13487.948064804077,0.0054164426,0.35135135135135137,0.0,449876,80.11903269262156,4981,0.0054164426,82.37837837837837,337421.8378378378,-40.01478442653037,12.284783688606774,0.18110937,0.0025310877
-71.86111111111111,87.29688748285439,21.694444444444443,0.7222222222222222,13603.745139598846,0.0093686385,0.2777777777777778,0.0,459933,80.00862293677768,5017,0.0093686385,82.30555555555556,337123.55555555556,-38.976408726131645,12.703112517145634,0.2208273,0.004138749
-73.43589743589743,87.5413779473416,20.05128205128205,0.5384615384615384,13724.427752017975,0.005328729,0.46153846153846156,0.0,469886,81.52558254939636,5056,0.005328729,83.87179487179488,343538.8717948718,-41.04007549234901,12.458622052658399,0.16446176,0.0036600204
-73.47222222222223,88.8354100050835,21.305555555555557,0.7777777777777778,13836.245817422867,0.0086274715,0.2222222222222222,0.0,479944,80.36991226750106,5092,0.0086274715,82.69444444444444,338716.44444444444,-40.17740898608989,11.16458999491648,0.22601567,0.0043132654
-73.94871794871794,88.67991437780708,20.58974358974359,0.6153846153846154,13952.972877979279,0.0061122132,0.38461538461538464,0.0,489898,81.02796793057863,5131,0.0061122132,83.35897435897436,341438.358974359,-41.51622015253644,11.320085622192908,0.18935344,0.0033416855
-73.75,89.12574455166614,21.22222222222222,0.8055555555555556,14071.583921909332,0.010658359,0.19444444444444445,0.0,499841,80.44049266760625,5167,0.010658359,82.72222222222223,338830.22222222225,-40.25314981974868,10.874255448333848,0.21989219,0.0046863165
-73.73684210526316,88.04580765169882,20.157894736842106,0.6578947368421053,14187.208367347717,0.0067544607,0.34210526315789475,0.0,509735,81.42260895176862,5205,0.0067544607,83.73684210526316,342986.1052631579,-41.47582011517323,11.954192348301193,0.22601612,0.0025482823
-71.62162162162163,87.8885155475852,22.486486486486488,0.8378378378378378,14304.440740585327,0.008696627,0.16216216216216217,0.0,519976,79.26911046218197,5242,0.008696627,81.48648648648648,333768.64864864864,-38.9643016709506,12.111484452414805,0.23020782,0.0038497734
-72.43589743589743,86.8499604970806,20.512820512820515,0.5897435897435898,14431.510020971298,0.00710156,0.41025641025641024,0.0,529752,81.09778180067227,5281,0.00710156,83.41025641025641,341648.41025641025,-40.62095152714632,13.150039502919398,0.22749141,0.002649079
-71.825,86.9857883074391,21.4,0.475,14548.07690501213,0.01035979,0.525,0.0,539982,80.27593968763888,5321,0.01035979,82.55,338124.8,-40.20692963099684,13.01421169256091,0.23645112,0.0045343074
-72.53658536585365,87.4293199752588,20.975609756097562,0.3902439024390244,14671.665483236313,0.0070332396,0.6097560975609756,0.0,549928,80.66718676884504,5362,0.0070332396,82.95121951219512,339768.1951219512,-41.61777321428911,12.570680024741206,0.24310926,0.0029138236
-71.23076923076923,86.38184008650056,21.512820512820515,0.41025641025641024,14801.384648561478,0.0070893248,0.5897435897435898,0.0,559753,80.1709340843944,5401,0.0070893248,82.43589743589743,337657.4358974359,-39.290223213064365,13.618159913499444,0.21964805,0.0025944463
-72.1951219512195,87.30288648632853,21.26829268292683,0.34146341463414637,14928.688112258911,0.008073205,0.6585365853658537,0.0,569717,80.3981632268712,5442,0.008073205,82.6829268292683,338669.26829268294,-40.6662208058389,12.69711351367148,0.21615708,0.0031271158
-73.17073170731707,88.2969843519531,21.097560975609756,0.3902439024390244,15055.252072572708,0.00917337,0.6097560975609756,0.0,579929,80.55410876929967,5483,0.00917337,82.82926829268293,339268.68292682926,-41.13805282841601,11.703015648046918,0.24086063,0.0039020553
-72.29268292682927,87.38820024825338,21.24390243902439,0.3170731707317073,15182.764108181,0.0065898346,0.6829268292682927,0.0,589800,80.42047374509959,5524,0.0065898346,82.70731707317073,338769.1707317073,-40.818754895002755,12.611799751746647,0.21202989,0.002647584
-71.05,87.07822580580124,22.4,0.275,15306.941448688507,0.008802796,0.725,0.0,599910,79.35233226839338,5564,0.008802796,81.6,334233.6,-38.94238045076087,12.921774194198758,0.23955598,0.0034918091
-71.35,87.05176062471767,22.05,0.45,15438.212782621384,0.0076331147,0.55,0.0,609914,79.6794414637589,5604,0.0076331147,81.95,335667.2,-40.14855639649129,12.948239375282336,0.20769285,0.0025483738
-71.37837837837837,87.08740047432191,22.054054054054053,0.5675675675675675,15554.539202690125,0.008296795,0.43243243243243246,0.0,619864,79.67506645366899,5641,0.008296795,81.94594594594595,335650.5945945946,-39.499006874589995,12.912599525678093,0.21972026,0.0034372192
-72.66666666666667,88.19189039384734,21.58974358974359,0.38461538461538464,15680.168798208237,0.0072406335,0.6153846153846154,0.0,629739,80.10631500659775,5680,0.0072406335,82.41025641025641,337552.41025641025,-40.06742538208609,11.808109606152662,0.21414654,0.0027288334
-71.97435897435898,87.0375033114608,21.256410256410255,0.5384615384615384,15801.63287782669,0.0075691496,0.46153846153846156,0.0,639877,80.40937618495255,5719,0.0075691496,82.6923076923077,338707.6923076923,-39.80161510361579,12.962496688539186,0.22194432,0.0035286841
-72.65789473684211,87.73791206745024,21.157894736842106,0.6578947368421053,15917.525444507599,0.010095655,0.34210526315789475,0.0,649988,80.50648584776629,5757,0.010095655,82.8157894736842,339213.4736842105,-40.23397070918526,12.262087932549745,0.25707757,0.005738086
-70.8157894736842,86.17960335717088,21.789473684210527,0.42105263157894735,16040.414058446884,0.0051893634,0.5789473684210527,0.0,659705,79.9183415210161,5795,0.0051893634,82.1842105263158,336626.5263157895,-39.681564252494766,13.820396642829133,0.23182319,0.0026501939
-71.48717948717949,86.43191287952172,21.23076923076923,0.5384615384615384,16163.126992940903,0.007706064,0.46153846153846156,0.0,669870,80.43267494459744,5834,0.007706064,82.71794871794872,338812.71794871794,-39.27126454816025,13.568087120478271,0.24230805,0.0029803154
-70.71794871794872,85.50223287864728,21.28205128205128,0.5641025641025641,16281.392636299133,0.011386853,0.4358974358974359,0.0,679985,80.38946791952542,5873,0.011386853,82.6923076923077,338707.6923076923,-39.40245767467533,14.497767121352739,0.28186426,0.006045864
-70.69047619047619,85.68012830857444,21.476190476190474,0.47619047619047616,16409.280842781067,0.006881961,0.5238095238095238,0.0,689950,80.20489930531035,5915,0.006881961,82.47619047619048,337822.4761904762,-39.840520479534845,14.31987169142557,0.23575747,0.002903862
-69.5945945945946,84.75943873679535,21.864864864864863,0.6486486486486487,16531.674171447754,0.005798372,0.35135135135135137,0.0,699756,79.84697426306631,5952,0.005798372,82.10810810810811,336314.8108108108,-38.11100188551025,15.240561263204638,0.24942766,0.0024724721
-70.46153846153847,85.87152349316901,21.94871794871795,0.5897435897435898,16648.90252685547,0.008584455,0.41025641025641024,0.0,709772,79.77346360180576,5991,0.008584455,82.05128205128206,336082.0512820513,-39.38915939607558,14.128476506831007,0.25748453,0.003387151
-71.0,86.0668090175466,21.390243902439025,0.5121951219512195,16773.537261009216,0.006465521,0.4878048780487805,0.0,719975,80.2770108201825,6032,0.006465521,82.51219512195122,337969.9512195122,-39.62426585784445,13.93319098245341,0.23901482,0.0025171791
-71.07894736842105,86.1063745600071,21.42105263157895,0.6842105263157895,16891.30397748947,0.006751941,0.3157894736842105,0.0,729859,80.26158413885662,6070,0.006751941,82.55263157894737,338135.5789473684,-40.021756503343134,13.89362543999288,0.24523608,0.0023132626
-70.4390243902439,85.69471929525695,21.78048780487805,0.4146341463414634,17016.03421330452,0.0073989853,0.5853658536585366,0.0,739905,79.92287903113814,6111,0.0073989853,82.17073170731707,336571.31707317074,-39.4309972615304,14.305280704743037,0.25843197,0.0027882808
-71.12820512820512,86.19127626177345,21.41025641025641,0.5128205128205128,17134.928330659866,0.0072617005,0.48717948717948717,0.0,749806,80.26347936058211,6150,0.0072617005,82.51282051282051,337972.5128205128,-39.63599229709018,13.808723738226522,0.23008165,0.002645998
-70.55263157894737,85.82841969333116,21.763157894736842,0.5789473684210527,17260.689567804337,0.008057059,0.42105263157894735,0.0,759682,79.94044592927068,6188,0.008057059,82.21052631578948,336734.3157894737,-39.6234657803243,14.171580306668835,0.20852463,0.0028211288
-71.975,86.94834604125573,21.225,0.575,17377.47330212593,0.0060381694,0.425,0.0,769916,80.44691382181371,6228,0.0060381694,82.775,339046.4,-40.199079756441805,13.051653958744271,0.23381256,0.0027019237
-71.3157894736842,86.09331288001572,21.105263157894736,0.631578947368421,17497.985759973526,0.005289252,0.3684210526315789,0.0,779849,80.54542926559503,6266,0.005289252,82.8157894736842,339213.4736842105,-39.49270225611112,13.906687119984296,0.20803428,0.0027440807
-72.86111111111111,87.84112731210716,21.02777777777778,0.8888888888888888,17614.50904750824,0.008783604,0.1111111111111111,0.0,789787,80.62547874281869,6302,0.008783604,82.94444444444444,339740.44444444444,-40.09556502989146,12.158872687892838,0.23988213,0.0035662984
-72.29729729729729,87.38931492286761,21.243243243243242,0.8648648648648649,17729.217622041702,0.006906836,0.13513513513513514,0.0,799850,80.42059244829282,6339,0.006906836,82.70270270270271,338750.2702702703,-39.992169288911626,12.610685077132421,0.2401063,0.0035792054
-71.1842105263158,85.67723541876046,20.842105263157894,0.7631578947368421,17849.737424135208,0.00832077,0.23684210526315788,0.0,809958,80.79088862510628,6377,0.00832077,83.07894736842105,340291.36842105264,-39.71124657385531,14.32276458123954,0.2878236,0.004332907
-71.04761904761905,86.15608352560126,21.523809523809526,0.4523809523809524,17978.397391319275,0.008030408,0.5476190476190477,0.0,819694,80.16087665868729,6419,0.008030408,82.42857142857143,337627.4285714286,-40.01282252374113,13.843916474398766,0.23145415,0.0020421175
-69.42105263157895,84.4877172405484,21.81578947368421,0.6578947368421053,18096.345092773438,0.0056374082,0.34210526315789475,0.0,829975,79.88795951850932,6457,0.0056374082,82.13157894736842,336410.94736842107,-38.79361786690416,15.512282759451614,0.25720772,0.002731401
-71.56410256410257,85.94418542253422,20.692307692307693,0.5641025641025641,18215.630666732788,0.006644574,0.4358974358974359,0.0,839802,80.93435000482269,6496,0.006644574,83.25641025641026,341018.25641025644,-39.76606578113668,14.055814577465759,0.251922,0.0031185036
-70.82051282051282,85.87154304498871,21.46153846153846,0.6666666666666666,18340.160188674927,0.011584909,0.3333333333333333,0.0,849816,80.21113812481441,6535,0.011584909,82.43589743589743,337657.4358974359,-39.724624704350916,14.128456955011279,0.30259204,0.006070847
-70.46341463414635,84.93970946580437,20.951219512195124,0.4878048780487805,18456.56674003601,0.0075113648,0.5121951219512195,0.0,859891,80.68567973295033,6576,0.0075113648,82.95121951219512,339768.1951219512,-40.085073948436275,15.060290534195673,0.25808457,0.0035132633
-70.95238095238095,85.59090590586527,21.071428571428573,0.47619047619047616,18589.749337673187,0.007210992,0.5238095238095238,0.0,869999,80.57781937442111,6618,0.007210992,82.85714285714286,339382.85714285716,-40.42524025032741,14.409094094134705,0.22962976,0.0020850333
-71.075,85.51372429471914,20.875,0.575,18709.199539661407,0.0063679903,0.425,0.0,879965,80.76512296606353,6658,0.0063679903,83.075,340275.2,-40.08721223302255,14.486275705280846,0.23958088,0.0023677587
-71.07894736842105,86.61324891692253,21.94736842105263,0.631578947368421,18826.49204349518,0.006272421,0.3684210526315789,0.0,889912,79.77438929646236,6696,0.006272421,82.05263157894737,336087.5789473684,-39.407495575994766,13.386751083077444,0.26897153,0.003311795
-69.39473684210526,84.2219828019975,21.57894736842105,0.5789473684210527,18947.97756099701,0.006023207,0.42105263157894735,0.0,899961,80.10806642216424,6734,0.006023207,82.36842105263158,337381.05263157893,-37.88533685946151,15.7780171980025,0.26323873,0.002335393
-68.97435897435898,84.80522154256164,22.641025641025642,0.5384615384615384,19074.455053329468,0.0076456023,0.46153846153846156,0.0,909969,79.12504008342128,6773,0.0076456023,81.33333333333333,333141.3333333333,-38.86406479543937,15.194778457438375,0.2588797,0.0027468335
-70.47368421052632,85.01389364053155,21.07894736842105,0.7631578947368421,19190.051772356033,0.0090299435,0.23684210526315788,0.0,919900,80.57514649247172,6811,0.0090299435,82.86842105263158,339429.05263157893,-39.45961464333247,14.98610635946846,0.30181643,0.0051938463
-69.6590909090909,84.51431833695449,21.5,0.45454545454545453,19330.027445793152,0.008270004,0.5454545454545454,0.0,929810,80.17954652978098,6855,0.008270004,82.43181818181819,337640.7272727273,-41.578932705847656,15.485681663045476,0.24666998,0.004592513
-69.92857142857143,84.23634766834168,20.88095238095238,0.5,19453.33779978752,0.00731505,0.5,0.0,939936,80.75234925762803,6897,0.00731505,83.02380952380952,340065.5238095238,-39.12689501530396,15.763652331658315,0.25485402,0.0027999138
-70.0,84.9936621274485,21.609756097560975,0.43902439024390244,19577.3618183136,0.0059558195,0.5609756097560976,0.0,949919,80.08976247023548,6938,0.0059558195,82.39024390243902,337470.43902439025,-39.61745477132423,15.00633787255149,0.24537939,0.0024952576
-69.61538461538461,84.48312383798745,21.53846153846154,0.46153846153846156,19701.396695375443,0.007781473,0.5384615384615384,0.0,959752,80.1425538638314,6977,0.007781473,82.38461538461539,337447.3846153846,-38.90200515186628,15.516876162012549,0.24501069,0.0024639438
-69.28205128205128,84.52684528029597,22.05128205128205,0.4358974358974359,19820.588351726532,0.006881128,0.5641025641025641,0.0,969891,79.67813038401516,7016,0.006881128,81.94871794871794,335661.9487179487,-38.436507890712214,15.473154719704025,0.26092386,0.0032416924
-70.23809523809524,85.45434482372063,21.80952380952381,0.3333333333333333,19950.037644147873,0.007894181,0.6666666666666666,0.0,979943,79.89852568714288,7058,0.007894181,82.16666666666667,336554.6666666667,-39.82667231495698,14.545655176279357,0.23562744,0.0025234872
-70.9,85.7994405695637,21.375,0.525,20074.679622411728,0.008372529,0.475,0.0,989938,80.30673443268222,7098,0.008372529,82.625,338432.0,-40.43609249656041,14.200559430436295,0.23049927,0.0038668716
-71.25,85.91311239530648,21.0,0.5,20199.096056699753,0.009329309,0.5,0.0,999956,80.64311373015785,7138,0.009329309,82.925,339660.8,-40.58256508672493,14.086887604693505,0.21168154,0.0032369678
-70.92105263157895,85.2824833113649,20.842105263157894,0.631578947368421,20316.752250432968,0.007763962,0.3684210526315789,0.0,1009917,80.7988465034005,7176,0.007763962,83.13157894736842,340506.94736842107,-39.819173401988074,14.7175166886351,0.24550605,0.005791482
-70.76923076923077,86.30930370467075,22.0,0.41025641025641024,20447.071229457855,0.008583172,0.5897435897435898,0.0,1019799,79.72501545770137,7215,0.008583172,82.0,335872.0,-39.09294654612553,13.690696295329227,0.21397297,0.0033311406
-70.92682926829268,85.93493182313097,21.4390243902439,0.5121951219512195,20565.49406194687,0.0070897727,0.4878048780487805,0.0,1029952,80.24216400335828,7256,0.0070897727,82.51219512195122,337969.9512195122,-40.27277632714788,14.065068176869012,0.2100832,0.0029404578
-70.66666666666667,85.66646513173396,21.487179487179485,0.41025641025641024,20687.621303081512,0.008341528,0.5897435897435898,0.0,1039806,80.19489950417913,7295,0.008341528,82.46153846153847,337762.46153846156,-39.728359473631876,14.33353486826602,0.22101621,0.0028724615
-70.6,85.38757410499191,21.25,0.45,20811.19252061844,0.009901336,0.55,0.0,1049937,80.41285864815839,7335,0.009901336,82.675,338636.8,-39.55027239489814,14.612425895008082,0.24137905,0.0040427865
-70.61538461538461,85.4592646392119,21.307692307692307,0.41025641025641024,20929.07991051674,0.0099695865,0.5897435897435898,0.0,1059827,80.35817480625367,7374,0.0099695865,82.61538461538461,338392.6153846154,-39.222738907147836,14.540735360788108,0.2625538,0.0058583566
-70.0,84.86394383514269,21.5,0.325,21060.41780614853,0.006919598,0.675,0.0,1069798,80.18831428371506,7414,0.006919598,82.475,337817.6,-39.355151414089434,15.136056164857331,0.22512622,0.0038476253
-70.73809523809524,85.7749366307595,21.523809523809526,0.2857142857142857,21188.92454957962,0.008205087,0.7142857142857143,0.0,1079810,80.16899055243066,7456,0.008205087,82.47619047619048,337822.4761904762,-40.13475224584957,14.225063369240486,0.2296357,0.0037115288
-70.7,85.31304422212705,21.15,0.325,21310.902349233627,0.0071632415,0.675,0.0,1089793,80.51392302422099,7496,0.0071632415,82.85,339353.6,-39.14485442700708,14.686955777872964,0.22893415,0.0031273938
-70.1219512195122,85.27341351007134,21.70731707317073,0.2682926829268293,21435.22491955757,0.009368497,0.7317073170731707,0.0,1099987,79.99013406533074,7537,0.009368497,82.2439024390244,336871.0243902439,-39.317078986846724,14.726586489928653,0.28067333,0.006768062
-70.35714285714286,85.69110052370635,21.80952380952381,0.2857142857142857,21564.613697767258,0.009865178,0.7142857142857143,0.0,1109884,79.89577932631877,7579,0.009865178,82.14285714285714,336457.14285714284,-40.05473323196103,14.308899476293643,0.25423905,0.0027403636
