TimestepsSoFar,Fce,meankl,optimgain,entloss,AttNC,AttC,MtR,TimeElapsed,EpisodesSoFar,surrgain,entropy,TtR
269877,0.14841968902739192,0.0046982476,0.0011745336,0.0,0.746031746031746,2.253968253968254,13.867733732945501,1139.4129691123962,1314,0.0011745336,1.5433023,71.23809523809524
279938,0.14396898497290656,0.0019614813,0.0005554202,0.0,1.3111111111111111,1.6888888888888889,19.265921856177233,1180.4621515274048,1359,0.0005554202,1.5609123,102.06666666666666
289964,0.11778098025123422,0.0042030322,0.0007872095,0.0,0.8909090909090909,2.109090909090909,15.343171476264082,1221.0583872795105,1414,0.0007872095,1.5460203,79.2
299999,0.16916013437849942,0.002726524,0.00045765482,0.0,1.3617021276595744,1.6382978723404256,17.629132426481053,1262.0059700012207,1461,0.00045765482,1.5558741,91.97872340425532
309922,0.15744706606857922,0.002960441,0.0008668978,0.0,1.3125,1.6875,17.505397879051504,1302.346957206726,1509,0.0008668978,1.5417155,90.9375
319997,0.14240896358543412,0.006807657,0.0008273987,0.0,1.0816326530612246,1.9183673469387754,16.55888788767523,1343.7921669483185,1558,0.0008273987,1.5454512,87.36734693877551
329768,0.13713024976961552,0.005049322,0.0007180697,0.0,1.0,2.0,16.642466382147052,1384.898006439209,1609,0.0007180697,1.5415914,84.3529411764706
339915,0.1418556702831109,0.001984838,0.0006060031,0.0,1.1224489795918366,1.8775510204081634,17.50926332280193,1425.635531425476,1658,0.0006060031,1.5311607,92.3265306122449
349774,0.14817188269819845,0.0035881007,0.000645005,0.0,1.0,2.0,17.405323312335824,1467.1759235858917,1706,0.000645005,1.5355122,90.75
359953,0.153649064238489,0.0035382118,0.0005690211,0.0,0.8461538461538461,2.1538461538461537,16.42429922273392,1507.8173897266388,1758,0.0005690211,1.5311258,86.71153846153847
369793,0.14326638959096757,0.0035867593,0.0008084935,0.0,1.0784313725490196,1.9215686274509804,16.229259163285988,1548.531841993332,1809,0.0008084935,1.5107526,84.6470588235294
379818,0.12211358024691357,0.0024883829,0.0006554395,0.0,1.288888888888889,1.711111111111111,17.096594452254507,1587.7661392688751,1854,0.0006554395,1.4912199,89.8
389874,0.14084533984533984,0.002070213,0.0007036682,0.0,1.2916666666666667,1.7083333333333333,16.458115141056368,1629.667201757431,1902,0.0007036682,1.4930531,85.4375
399874,0.1387,0.006437726,0.0011181254,0.0,1.6,1.4,19.56411698926365,1670.2448291778564,1942,0.0011181254,1.5051706,104.025
409921,0.12878722710980775,0.0026854177,0.00060396676,0.0,1.6222222222222222,1.3777777777777778,18.163160429880342,1711.0334706306458,1987,0.00060396676,1.5232719,94.2
419862,0.19033522640092343,0.0022505391,0.00094260264,0.0,1.22,1.78,16.60017100647543,1751.1082608699799,2037,0.00094260264,1.5185527,87.48
429836,0.130701749548481,0.005987213,0.0011054047,0.0,1.0,2.0,17.097277439892174,1792.3840346336365,2088,0.0011054047,1.4923089,89.29411764705883
439845,0.13479069767441862,0.0036948363,0.00063591107,0.0,1.5348837209302326,1.4651162790697674,18.630472056507568,1832.162747144699,2131,0.00063591107,1.4862083,97.67441860465117
449889,0.14117138161009904,0.002774148,0.0008763535,0.0,1.1063829787234043,1.8936170212765957,18.547791121651546,1873.4858469963074,2178,0.0008763535,1.4611907,95.42553191489361
459972,0.14267833894500562,0.0044284537,0.00090853067,0.0,1.2,1.8,19.263755157408028,1913.7963480949402,2223,0.00090853067,1.4533324,100.26666666666667
469982,0.1256103896103896,0.003941003,0.00075207517,0.0,1.5454545454545454,1.4545454545454546,17.454121618257474,1955.7692141532898,2267,0.00075207517,1.4473993,91.8409090909091
479766,0.12848780487804878,0.0040301373,0.0009072145,0.0,1.6829268292682926,1.3170731707317074,18.44003729221571,1995.952929019928,2308,0.0009072145,1.4730672,96.36585365853658
489816,0.123012987012987,0.0036654866,0.0010768748,0.0,1.375,1.625,15.62388819963337,2037.1565623283386,2356,0.0010768748,1.4635122,83.625
499824,0.12733333333333335,0.005226042,0.00083221996,0.0,1.6904761904761905,1.3095238095238095,18.068363550901978,2076.403466463089,2398,0.00083221996,1.4816014,95.5
509901,0.1391016724442012,0.0035302038,0.00064183207,0.0,1.4666666666666666,1.5333333333333334,18.529987062914948,2117.1375603675842,2443,0.00064183207,1.4845853,96.73333333333333
519754,0.14290351526656067,0.006441778,0.00086149445,0.0,1.0408163265306123,1.9591836734693877,18.479353601394163,2156.761997461319,2492,0.00086149445,1.4721593,94.83673469387755
529792,0.1366161616161616,0.005129834,0.001265858,0.0,1.6590909090909092,1.3409090909090908,19.245571899717334,2197.1279554367065,2536,0.001265858,1.4661077,100.77272727272727
539860,0.1428002479306827,0.0019269485,0.00056637486,0.0,1.0869565217391304,1.9130434782608696,18.753741369095174,2236.9573299884796,2582,0.00056637486,1.4491836,97.76086956521739
549940,0.12166138763197587,0.0024309438,0.0008701711,0.0,1.2291666666666667,1.7708333333333333,16.99505485388097,2278.6626241207123,2630,0.0008701711,1.4296963,88.6875
559941,0.14468292682926825,0.004018039,0.000911892,0.0,1.5121951219512195,1.4878048780487805,20.59532429730797,2319.100750684738,2671,0.000911892,1.4240282,108.51219512195122
569982,0.13357385620915033,0.0076241423,0.0011782898,0.0,1.3333333333333333,1.6666666666666667,19.0254464479584,2361.336821079254,2716,0.0011782898,1.3994164,99.26666666666667
579753,0.14140136054421767,0.0060934387,0.0012437165,0.0,1.619047619047619,1.380952380952381,19.39141264886668,2402.696645975113,2758,0.0012437165,1.4062028,103.57142857142857
589877,0.12714034707471789,0.0024628947,0.0008144572,0.0,1.2608695652173914,1.7391304347826086,17.621091689033786,2443.887547492981,2804,0.0008144572,1.3984472,91.6304347826087
599993,0.14985275283855926,0.004668701,0.0009081271,0.0,1.2,1.8,17.002607483993696,2483.9441356658936,2854,0.0009081271,1.4064171,88.14
