TimestepsSoFar,entloss,optimgain,AttC,MtR,entropy,Fce,TtR,EpisodesSoFar,meankl,TimeElapsed,surrgain,AttNC
819892,0.0,0.001106163,0.09090909090909091,19.426163069111105,0.33514753,0.14449396979831766,33.61363636363637,4288,0.001844072,6441.847264289856,0.001106163,0.9090909090909091
829921,0.0,0.00222648,0.06976744186046512,19.233232125656553,0.37652984,0.13699898887765424,33.7906976744186,4331,0.0036024987,6526.015879392624,0.00222648,0.9302325581395349
839931,0.0,0.0027484747,0.047619047619047616,19.324632553170915,0.3608867,0.13571428571428573,33.92857142857143,4373,0.0029434022,6599.054536342621,0.0027484747,0.9523809523809523
849961,0.0,0.0028228515,0.16666666666666666,17.491946683995323,0.31305966,0.14316666666666664,30.604166666666668,4421,0.00938285,6668.629029035568,0.0028228515,0.8333333333333334
859986,0.0,0.0024956993,0.1111111111111111,19.309121335933884,0.34149197,0.13872169312169308,33.71111111111111,4466,0.0055313073,6758.801600933075,0.0024956993,0.8888888888888888
869988,0.0,0.0014682007,0.047619047619047616,19.007730719684048,0.33754316,0.1328571428571429,33.214285714285715,4508,0.004434532,6838.8745374679565,0.0014682007,0.9523809523809523
879988,0.0,0.0025658882,0.0,20.575968635309195,0.32304406,0.14370000000000002,35.925,4548,0.0045045614,6919.1595821380615,0.0025658882,1.0
889993,0.0,0.0026849883,0.024390243902439025,18.76966301549973,0.28608707,0.1326829268292683,33.170731707317074,4589,0.005667274,7001.235423088074,0.0026849883,0.975609756097561
899994,0.0,0.0028248902,0.024390243902439025,18.323764968224566,0.2814025,0.12790243902439025,31.975609756097562,4630,0.005239608,7074.8510138988495,0.0028248902,0.975609756097561
909998,0.0,0.0026745591,0.047619047619047616,18.413613113765717,0.26762247,0.12895238095238093,32.23809523809524,4672,0.00268656,7165.349806070328,0.0026745591,0.9523809523809523
919753,0.0,0.0026037993,0.11363636363636363,16.958426557968565,0.24824521,0.11872727272727275,29.681818181818183,4716,0.0054886523,7244.8456156253815,0.0026037993,0.8863636363636364
929762,0.0,0.002133516,0.1111111111111111,16.72480009279628,0.25966844,0.12213333333333336,29.444444444444443,4761,0.002772282,7319.75768828392,0.002133516,0.8888888888888888
939763,0.0,0.0017763535,0.024390243902439025,17.798179797035633,0.29843113,0.1522926829268293,32.0,4802,0.00603209,7403.3338186740875,0.0017763535,0.975609756097561
949766,0.0,0.0029383178,0.06976744186046512,17.7615027295897,0.26615787,0.12455813953488373,31.13953488372093,4845,0.0046767723,7479.869020700455,0.0029383178,0.9302325581395349
959767,0.0,0.0032773148,0.024390243902439025,18.382991580459073,0.27114436,0.12770731707317073,31.926829268292682,4886,0.007117386,7569.718986034393,0.0032773148,0.975609756097561
969775,0.0,0.005122754,0.09090909090909091,18.066656512106807,0.2788848,0.15575757575757573,31.40909090909091,4930,0.006786803,7650.4850652217865,0.005122754,0.9090909090909091
979779,0.0,0.0029236248,0.09090909090909091,18.005901592002573,0.26991275,0.12654545454545454,31.636363636363637,4974,0.0047993436,7730.920737028122,0.0029236248,0.9090909090909091
989791,0.0,0.0023759345,0.047619047619047616,18.347933621897983,0.27515084,0.13235497835497836,32.57142857142857,5016,0.003915892,7807.734529495239,0.0023759345,0.9523809523809523
999793,0.0,0.00128886,0.047619047619047616,18.417265777703186,0.25900722,0.12876190476190474,32.19047619047619,5058,0.0036288055,7898.819266319275,0.00128886,0.9523809523809523
1009795,0.0,0.0027491765,0.047619047619047616,18.493911250681556,0.2856344,0.1285714285714286,32.142857142857146,5100,0.0032605445,7975.548980474472,0.0027491765,0.9523809523809523
1019815,0.0,0.003387343,0.13043478260869565,16.732779788195376,0.28397712,0.11669565217391308,29.17391304347826,5146,0.0057979315,8053.848784685135,0.003387343,0.8695652173913043
1029817,0.0,0.00091906433,0.047619047619047616,18.689821039869777,0.26582372,0.13266666666666665,33.166666666666664,5188,0.0016907955,8145.228280305862,0.00091906433,0.9523809523809523
1039821,0.0,0.0028948442,0.09090909090909091,17.7152454380764,0.2578632,0.14627272727272728,30.90909090909091,5232,0.0023841953,8219.335705757141,0.0028948442,0.9090909090909091
1049854,0.0,0.0021336442,0.06976744186046512,17.271405307213392,0.24291389,0.12325581395348836,30.3953488372093,5275,0.003923819,8297.440631389618,0.0021336442,0.9302325581395349
1059854,0.0,0.003502774,0.0,18.820885289985327,0.20574947,0.1327,33.175,5315,0.005288344,8384.903131961823,0.003502774,1.0
1069854,0.0,0.0023667847,0.0,19.509459123995676,0.19644128,0.13640000000000005,34.1,5355,0.005400591,8467.689348459244,0.0023667847,1.0
1079871,0.0,0.004236239,0.1111111111111111,16.82391660773563,0.15404764,0.12343931623931628,29.644444444444446,5400,0.0074481857,8552.069261550903,0.004236239,0.8888888888888888
1089872,0.0,0.00404422,0.024390243902439025,19.99618463333909,0.10294348,0.13746341463414635,34.36585365853659,5441,0.009244039,8621.142758846283,0.00404422,0.975609756097561
1099872,0.0,0.0046650805,0.0,18.99084639491995,0.13712312,0.1337,33.425,5481,0.006934694,8704.01818728447,0.0046650805,1.0
1109875,0.0,0.0034135147,0.06976744186046512,17.062903453547346,0.14263412,0.11981395348837214,29.953488372093023,5524,0.004473929,8785.580153465271,0.0034135147,0.9302325581395349
1119877,0.0,0.0029467528,0.047619047619047616,18.325871015949524,0.1493607,0.13047619047619047,32.61904761904762,5566,0.0042233244,8863.462666988373,0.0029467528,0.9523809523809523
1129877,0.0,0.0042877686,0.0,19.035668097564717,0.18860431,0.1345,33.625,5606,0.0068170126,8945.56023979187,0.0042877686,1.0
1139879,0.0,0.004309775,0.047619047619047616,18.510440853128628,0.21630871,0.13,32.5,5648,0.0064988784,9026.75890469551,0.004309775,0.9523809523809523
1149887,0.0,0.0029284875,0.047619047619047616,18.43401768846367,0.18884988,0.12933333333333333,32.333333333333336,5690,0.0049817553,9113.531866788864,0.0029284875,0.9523809523809523
1159889,0.0,0.0031697596,0.047619047619047616,18.77119227975114,0.18833913,0.1305714285714286,32.642857142857146,5732,0.0051725507,9190.317941904068,0.0031697596,0.9523809523809523
1169894,0.0,0.003765564,0.06976744186046512,17.765994090816086,0.19719857,0.12520930232558145,31.302325581395348,5775,0.005632687,9266.121861934662,0.003765564,0.9302325581395349
1179898,0.0,0.0019275601,0.09090909090909091,17.628658707240756,0.20584853,0.12400000000000001,31.0,5819,0.0018176587,9347.081246614456,0.0019275601,0.9090909090909091
1189913,0.0,0.003605262,0.06976744186046512,19.176364767134658,0.15253432,0.13583542039355992,33.53488372093023,5862,0.008070153,9431.932514667511,0.003605262,0.9302325581395349
1199914,0.0,0.0029765184,0.024390243902439025,19.090992039094537,0.12176575,0.1335609756097561,33.390243902439025,5903,0.004655053,9510.602620363235,0.0029765184,0.975609756097561
1209918,0.0,0.0024039003,0.047619047619047616,19.12175736977322,0.08798703,0.13390476190476192,33.476190476190474,5945,0.005207957,9589.610681772232,0.0024039003,0.9523809523809523
1219918,0.0,0.0031542382,0.0,20.194746450885294,0.11286142,0.1411,35.275,5985,0.0047858045,9669.844947338104,0.0031542382,1.0
1229918,0.0,0.0036538627,0.0,19.818530908192987,0.11987565,0.14220000000000002,35.55,6025,0.0057677734,9758.840634346008,0.0036538627,1.0
1239918,0.0,0.0023217984,0.0,20.86352073276502,0.15324959,0.14540000000000003,36.35,6065,0.0051659537,9837.117398262024,0.0023217984,1.0
1249919,0.0,0.0033053618,0.024390243902439025,18.792144485427404,0.18783571,0.13102439024390244,32.75609756097561,6106,0.004104123,9915.238518238068,0.0033053618,0.975609756097561
1259920,0.0,0.0043774596,0.024390243902439025,19.361525579534014,0.16704512,0.1353170731707317,33.829268292682926,6147,0.0066102617,10000.80038189888,0.0043774596,0.975609756097561
1269935,0.0,0.0038175292,0.024390243902439025,19.822660272322132,0.18517464,0.14299186991869917,35.36585365853659,6188,0.006207612,10077.050432682037,0.0038175292,0.975609756097561
1279961,0.0,0.0030125158,0.047619047619047616,19.058638714151158,0.17604843,0.1335942028985507,32.92857142857143,6230,0.0070457826,10158.561503887177,0.0030125158,0.9523809523809523
1289962,0.0,0.0039906357,0.024390243902439025,18.767949912523992,0.18465371,0.13092682926829272,32.73170731707317,6271,0.005040094,10233.976567029953,0.0039906357,0.975609756097561
1299962,0.0,0.0019779052,0.0,19.162729616671434,0.16633062,0.1355,33.875,6311,0.004210293,10314.617912530899,0.0019779052,1.0
1309963,0.0,0.0043083266,0.024390243902439025,19.294094640414297,0.14977005,0.13580487804878055,33.951219512195124,6352,0.007848845,10397.463010072708,0.0043083266,0.975609756097561
1319972,0.0,0.0030804435,0.06976744186046512,18.699137699267336,0.15788268,0.1401063122923588,32.604651162790695,6395,0.004175894,10474.235706090927,0.0030804435,0.9302325581395349
1329827,0.0,0.0028424913,0.11363636363636363,18.428088025239195,0.19364205,0.13176023295196393,32.0,6439,0.004820142,10554.762146234512,0.0028424913,0.8863636363636364
1339827,0.0,0.00348265,0.0,19.673914958073784,0.13543414,0.139,34.75,6479,0.0056487173,10632.857924461365,0.00348265,1.0
1349828,0.0,0.0035918313,0.024390243902439025,20.18618579945523,0.16654424,0.14195121951219508,35.48780487804878,6520,0.00593764,10714.484364748001,0.0035918313,0.975609756097561
1359839,0.0,0.004480107,0.06976744186046512,19.20824291942831,0.1517256,0.1408888888888889,33.97674418604651,6563,0.004473317,10791.15580201149,0.004480107,0.9302325581395349
1369875,0.0,0.0032743816,0.047619047619047616,19.934790284221666,0.14470656,0.14511688311688312,35.11904761904762,6605,0.004859005,10867.21243095398,0.0032743816,0.9523809523809523
1379891,0.0,0.0025476066,0.047619047619047616,20.075448213533793,0.12454298,0.13885714285714287,34.714285714285715,6647,0.005724237,10947.79480791092,0.0025476066,0.9523809523809523
1389909,0.0,0.004189723,0.047619047619047616,20.423706338976892,0.07761415,0.14387675070028014,35.642857142857146,6689,0.008355251,11022.976342916489,0.004189723,0.9523809523809523
1399909,0.0,0.002281073,0.0,21.116254369825917,0.11462317,0.147,36.75,6729,0.004564149,11109.881455898285,0.002281073,1.0
1409912,0.0,0.0034004783,0.06976744186046512,19.045093900022405,0.09297483,0.1351627906976744,33.7906976744186,6772,0.005229796,11182.728143930435,0.0034004783,0.9302325581395349
1419933,0.0,0.0031522526,0.06976744186046512,19.82913910601177,0.06967154,0.14311674888419076,34.651162790697676,6815,0.005771601,11260.33353471756,0.0031522526,0.9302325581395349
1429946,0.0,0.0047260285,0.024390243902439025,21.074503818590326,0.045166016,0.14872795497185742,36.292682926829265,6856,0.006774521,11342.702707529068,0.0047260285,0.975609756097561
1439955,0.0,0.0044084745,0.06976744186046512,18.72818628028433,0.024059042,0.13153488372093025,32.883720930232556,6899,0.0069182054,11420.444514036179,0.0044084745,0.9302325581395349
1449955,0.0,0.00396165,0.0,21.303734199801745,-0.011069809,0.1479,36.975,6939,0.005999539,11509.673990011215,0.00396165,1.0
1459955,0.0,0.0033672957,0.0,21.73445927782037,0.009228706,0.1535,38.375,6979,0.004826486,11576.674661159515,0.0033672957,1.0
1469956,0.0,0.003940634,0.024390243902439025,20.23877401762953,0.03487724,0.14185365853658535,35.46341463414634,7020,0.0044245305,11666.116503477097,0.003940634,0.975609756097561
1479977,0.0,0.0050421874,0.1836734693877551,16.813714224036634,0.0012212992,0.12169096209912537,29.714285714285715,7069,0.008059364,11750.149835824966,0.0050421874,0.8163265306122449
1489977,0.0,0.0031821395,0.0,21.40983323391718,-0.034401484,0.1507,37.675,7109,0.0063930047,11825.044796228409,0.0031821395,1.0
1499978,0.0,0.0033613984,0.024390243902439025,20.336016458043588,-0.040758092,0.139609756097561,34.90243902439025,7150,0.0051601403,11906.546700954437,0.0033613984,0.975609756097561
1509979,0.0,0.0038797394,0.024390243902439025,20.514550151091413,-0.053922545,0.14409756097560975,36.02439024390244,7191,0.006323492,11982.152753829956,0.0038797394,0.975609756097561
1519979,0.0,0.003950983,0.0,21.50004891383064,-0.041715477,0.1506,37.65,7231,0.0058503584,12071.009992361069,0.003950983,1.0
1529979,0.0,0.001562026,0.0,21.353733757168996,-0.053846486,0.15020000000000003,37.55,7271,0.0024637475,12143.60452079773,0.001562026,1.0
1539990,0.0,0.002860535,0.024390243902439025,21.22678828678043,-0.02908345,0.14897560975609758,37.24390243902439,7312,0.0036460327,12216.822186946869,0.002860535,0.975609756097561
1549999,0.0,0.0037721852,0.06976744186046512,19.693891988007135,-0.05665959,0.1403455149501661,34.27906976744186,7355,0.004899064,12295.299161195755,0.0037721852,0.9302325581395349
1560000,0.0,0.005066699,0.024390243902439025,20.767723241055933,-0.099198356,0.1435121951219512,35.8780487804878,7396,0.007996019,12373.240166664124,0.005066699,0.975609756097561
1569764,0.0,0.0051245876,0.04878048780487805,20.303083551978208,-0.17301995,0.14426480836236932,35.21951219512195,7437,0.009265306,12458.275989055634,0.0051245876,0.9512195121951219
1579764,0.0,0.0041565886,0.0,21.524152818405433,-0.20957798,0.1492,37.3,7477,0.009187046,12519.983214855194,0.0041565886,1.0
1589764,0.0,0.0036144515,0.0,21.006739376981024,-0.21746814,0.14709999999999998,36.775,7517,0.0069994065,12606.961322307587,0.0036144515,1.0
1599764,0.0,0.004009887,0.0,20.696304672722423,-0.2539265,0.1477,36.925,7557,0.00842595,12680.436342954636,0.004009887,1.0
1609764,0.0,0.0033941811,0.0,19.64820017662564,-0.29329938,0.13900000000000004,34.75,7597,0.008324365,12757.421100854874,0.0033941811,1.0
1619764,0.0,0.00520612,0.0,20.901539183671304,-0.29654938,0.14800000000000005,37.0,7637,0.0063885218,12833.88455080986,0.00520612,1.0
1629764,0.0,0.0056017214,0.0,20.200646398202196,-0.29019272,0.14340000000000003,35.85,7677,0.00680352,12900.43966960907,0.0056017214,1.0
