Tbt,entropy,AttNC,surrgain,TimeElapsed,TimestepsSoFar,Tmt,TtR,EpisodesSoFar,MpbtN,entloss,meankl,AttC,MpbtA,optimgain,Tmc,MtR,Ptt
317868.6511627907,0.36270997,1.2790697674418605,0.004703934,11066.876079320908,449968,77.6046511627907,-152.1627906976744,4499,65.33094039302496,0.0,0.003272713,1.7209302325581395,34.66905960697504,0.004703934,26.3953488372093,-30.029740831173516,75.63444757673751
321985.56097560975,0.37447357,1.0731707317073171,0.0050215432,11183.445474147797,459886,78.60975609756098,-159.29268292682926,4540,67.47075599639766,0.0,0.0032762242,1.9268292682926829,32.52924400360233,0.0050215432,25.390243902439025,-30.72287089119886,76.57076800922808
319581.0909090909,0.34176385,1.1363636363636365,0.005396683,11300.708467006683,469800,78.02272727272727,-150.13636363636363,4584,64.13063694311576,0.0,0.0038252044,1.8636363636363635,35.86936305688425,0.005396683,25.977272727272727,-29.542821998049295,76.02623225957981
320073.14285714284,0.3416358,1.2857142857142858,0.004913544,11416.623282670975,479917,78.14285714285714,-157.71428571428572,4626,67.25262084591408,0.0,0.003413187,1.7142857142857142,32.74737915408592,0.004913544,25.857142857142858,-30.091107807474064,76.13600652324648
322440.93023255817,0.35640195,1.069767441860465,0.0066160155,11532.68858742714,489877,78.72093023255815,-158.2325581395349,4669,66.91758499203684,0.0,0.0043050293,1.930232558139535,33.08241500796316,0.0066160155,25.27906976744186,-31.385919334879222,76.67554955909999
316172.1904761905,0.3469396,1.0714285714285714,0.006775403,11647.874725580215,499985,77.19047619047619,-152.0,4711,65.5871835354938,0.0,0.004861193,1.9285714285714286,34.41281646450619,0.006775403,26.80952380952381,-29.76942392744944,75.24603060164716
318836.36363636365,0.35009617,0.8636363636363636,0.004992594,11767.992880105972,509888,77.8409090909091,-150.61363636363637,4755,64.49390134155831,0.0,0.0028697809,2.1363636363636362,35.506098658441665,0.004992594,26.15909090909091,-30.086197304658484,75.85588653351599
319301.8181818182,0.36042595,0.7272727272727273,0.0051284493,11885.512529850006,519887,77.95454545454545,-152.11363636363637,4799,64.97591094672488,0.0,0.0043234774,2.272727272727273,35.02408905327513,0.0051284493,26.045454545454547,-30.379450590712974,75.96079099341374
318965.10638297873,0.33852765,0.6382978723404256,0.0050485544,12009.672396183014,529848,77.87234042553192,-154.6595744680851,4846,66.15343509097328,0.0,0.003251223,2.3617021276595747,33.846564909026725,0.0050485544,26.127659574468087,-30.593119011134924,75.88418833095855
317212.44444444444,0.3616783,0.6444444444444445,0.0061512003,12130.142987012863,539975,77.44444444444444,-154.06666666666666,4891,66.24253865885915,0.0,0.0043678284,2.3555555555555556,33.75746134114083,0.0061512003,26.555555555555557,-30.485053903059946,75.48437542046608
318864.6956521739,0.34173,0.5869565217391305,0.0047319876,12254.398901700974,549965,77.84782608695652,-155.54347826086956,4937,66.56177988952548,0.0,0.0037883525,2.4130434782608696,33.43822011047452,0.0047319876,26.152173913043477,-30.634852627164122,75.8606821807499
320686.8292682927,0.3570498,0.9024390243902439,0.0066510094,12370.069296121597,559858,78.29268292682927,-154.97560975609755,4978,65.97987642760823,0.0,0.00395908,2.097560975609756,34.02012357239176,0.0066510094,25.70731707317073,-29.81252247878429,76.27733516348258
321964.6511627907,0.35942513,1.0465116279069768,0.005496349,12483.572114944458,569944,78.6046511627907,-151.32558139534885,5021,64.1353466267077,0.0,0.0042878306,1.9534883720930232,35.8646533732923,0.005496349,25.3953488372093,-29.794036381841728,76.56865553088716
318277.8181818182,0.35541856,0.7045454545454546,0.0049010715,12603.97542667389,579969,77.70454545454545,-148.9090909090909,5065,63.79891393270113,0.0,0.0034110968,2.2954545454545454,36.201086067298874,0.0049010715,26.295454545454547,-29.41675911503271,75.72758717271077
318154.4186046512,0.35876808,0.7906976744186046,0.005477887,12720.811740875244,589895,77.67441860465117,-154.46511627906978,5108,66.19961414938417,0.0,0.0035221511,2.2093023255813953,33.80038585061583,0.005477887,26.325581395348838,-30.328728024930978,75.69934448758016
319860.36363636365,0.34195518,0.8636363636363636,0.0060784556,12840.94300198555,599934,78.0909090909091,-153.8181818181818,5152,65.57049408925789,0.0,0.0048425086,2.1363636363636362,34.429505910742066,0.0060784556,25.90909090909091,-30.332434255039058,76.0891472146384
315298.9090909091,0.34717986,0.8863636363636364,0.0054383525,12960.078767061234,609904,76.97727272727273,-150.61363636363637,5196,65.21552293840848,0.0,0.0039462163,2.1136363636363638,34.78447706159153,0.0054383525,27.045454545454547,-30.059714762192574,75.03370104487111
319488.0,0.35925564,0.8409090909090909,0.0056890775,13082.300130367279,619905,78.0,-150.47727272727272,5240,64.23861084571274,0.0,0.0040902053,2.159090909090909,35.76138915428722,0.0056890775,26.0,-29.57939221633163,76.00258064639743
321442.9090909091,0.36055714,0.7727272727272727,0.0056283427,13204.221955537796,629792,78.47727272727273,-162.61363636363637,5284,68.99355472201468,0.0,0.0037097572,2.227272727272727,31.00644527798531,0.0056283427,25.522727272727273,-31.17510074622285,76.4479022713418
317253.8181818182,0.36374488,0.75,0.0068550915,13324.416581869125,639962,77.45454545454545,-151.22727272727272,5328,65.03289919591997,0.0,0.005151593,2.25,34.96710080408004,0.0068550915,26.545454545454547,-29.72696074423527,75.49311319551295
319022.54545454547,0.36198232,0.6363636363636364,0.0062909224,13444.672966241837,649804,77.88636363636364,-152.38636363636363,5372,65.21047469267172,0.0,0.005198677,2.3636363636363638,34.78952530732828,0.0062909224,26.113636363636363,-30.08862800926165,75.89723282353158
318864.6956521739,0.34029213,0.4782608695652174,0.00756717,13567.324082612991,660000,77.84782608695652,-152.54347826086956,5418,65.2064770819334,0.0,0.0043823095,2.5217391304347827,34.793522918066586,0.00756717,26.152173913043477,-29.824786166497166,75.85911662109274
314915.72093023255,0.33870253,0.6744186046511628,0.004912738,13684.829185247421,669874,76.88372093023256,-149.58139534883722,5461,64.7486153320801,0.0,0.0036583166,2.3255813953488373,35.25138466791989,0.004912738,27.11627906976744,-29.39724918048752,74.95984699914872
318122.6666666667,0.3293678,0.8888888888888888,0.005100185,13803.286328077316,679931,77.66666666666667,-150.2,5506,64.4742021662959,0.0,0.0032232779,2.111111111111111,35.52579783370407,0.005100185,26.333333333333332,-29.87968342891539,75.69388556899337
318557.0909090909,0.339147,0.7954545454545454,0.005762194,13921.700718641281,689894,77.77272727272727,-149.86363636363637,5550,64.22678905256602,0.0,0.0039987834,2.2045454545454546,35.77321094743398,0.005762194,26.227272727272727,-29.882977852459373,75.79309531618988
317998.54545454547,0.3538083,0.6363636363636364,0.0057505695,14038.935750961304,699830,77.63636363636364,-148.36363636363637,5594,63.69465371644305,0.0,0.004049694,2.3636363636363638,36.305346283556936,0.0057505695,26.386363636363637,-29.4529189707726,75.64766434946736
317485.5111111111,0.33695167,0.6222222222222222,0.005352546,14158.214337587357,709994,77.5111111111111,-149.86666666666667,5639,64.40293148761032,0.0,0.0034071864,2.3777777777777778,35.59706851238972,0.005352546,26.488888888888887,-29.71784204925042,75.5475379761622
317732.5714285714,0.34928796,0.6190476190476191,0.0060767345,14277.003268003464,719797,77.57142857142857,-150.42857142857142,5681,64.62728921792306,0.0,0.004569613,2.380952380952381,35.372710782076936,0.0060767345,26.428571428571427,-28.914559747141546,75.60281079405719
319131.82608695654,0.34667143,0.6521739130434783,0.006503366,14397.46347618103,729944,77.91304347826087,-153.3913043478261,5727,65.58768488641056,0.0,0.0057704747,2.347826086956522,34.412315113589436,0.006503366,26.08695652173913,-30.277772830003503,75.92205512893223
317106.6046511628,0.35745135,0.7906976744186046,0.00648951,14512.931186199188,739893,77.4186046511628,-150.06976744186048,5770,64.61129906689045,0.0,0.004687439,2.2093023255813953,35.38870093310956,0.00648951,26.6046511627907,-29.87611863906769,75.44629511144304
315963.5348837209,0.37856853,0.6744186046511628,0.0067018443,14629.302755832672,749829,77.13953488372093,-148.04651162790697,5813,63.91034423952821,0.0,0.0048978063,2.3255813953488373,36.08965576047183,0.0067018443,26.86046511627907,-29.308565705327133,75.19938583201184
316229.8181818182,0.37130135,0.6136363636363636,0.005230695,14745.167565107346,759919,77.20454545454545,-148.4318181818182,5857,64.0320122277195,0.0,0.003785127,2.3863636363636362,35.96798777228051,0.005230695,26.795454545454547,-28.949257336210703,75.26005234923659
320853.3333333333,0.3702254,0.5777777777777777,0.006860693,14865.154632806778,769783,78.33333333333333,-152.66666666666666,5902,64.85889904373325,0.0,0.0045282347,2.422222222222222,35.141100956266776,0.006860693,25.68888888888889,-30.065466554587157,76.30116949285801
316136.7272727273,0.37238073,0.8636363636363636,0.0049334383,14982.08915400505,779935,77.18181818181819,-149.72727272727272,5946,64.64316031817307,0.0,0.0037638664,2.1363636363636362,35.35683968182691,0.0049334383,26.818181818181817,-29.276148716567842,75.23932699575903
319878.09523809527,0.38764226,0.7380952380952381,0.0053837034,15095.361754179,789782,78.0952380952381,-157.85714285714286,5988,67.3217583120212,0.0,0.0039070565,2.261904761904762,32.67824168797879,0.0053837034,25.904761904761905,-30.48977602773935,76.09218860387251
318486.7555555556,0.38594756,0.6444444444444445,0.0062828357,15215.936817884445,799839,77.75555555555556,-151.93333333333334,6033,65.14887240436836,0.0,0.0044020913,2.3555555555555556,34.85112759563165,0.0062828357,26.244444444444444,-29.6800589643346,75.77386300920026
321217.4222222222,0.3713493,0.8444444444444444,0.0053743417,15334.879008769989,809958,78.42222222222222,-156.8,6078,66.54393522692362,0.0,0.003968127,2.1555555555555554,33.45606477307637,0.0053743417,25.57777777777778,-30.767879844314475,76.39780266657479
324421.8181818182,0.34835374,1.0227272727272727,0.0053589153,15447.87546658516,819813,79.20454545454545,-152.25,6122,63.969420027238804,0.0,0.004047119,1.9772727272727273,36.030579972761196,0.0053589153,24.795454545454547,-30.672133620658744,77.12795347636833
316630.32558139536,0.3753741,1.0,0.005931818,15562.339929819107,829795,77.30232558139535,-147.90697674418604,6165,63.6602571344671,0.0,0.0047393716,2.0,36.33974286553291,0.005931818,26.697674418604652,-29.67361427547426,75.3533509833977
314915.72093023255,0.38216865,0.8372093023255814,0.0052810404,15680.37711763382,839834,76.88372093023256,-146.7906976744186,6208,63.54738660067893,0.0,0.0038961577,2.1627906976744184,36.45261339932107,0.0052810404,27.11627906976744,-28.523312125190476,74.95916237519597
316484.26666666666,0.38780972,0.8666666666666667,0.005494664,15794.154790878296,849905,77.26666666666667,-151.06666666666666,6253,65.16899697370256,0.0,0.0046875537,2.1333333333333333,34.83100302629743,0.005494664,26.733333333333334,-29.70575556762048,75.31811388594845
317346.9090909091,0.37592575,0.5909090909090909,0.0062034233,15914.088602542877,859858,77.47727272727273,-161.25,6297,69.31454601644411,0.0,0.0049414886,2.409090909090909,30.685453983555863,0.0062034233,26.522727272727273,-30.822988061303565,75.51302222587232
318557.0909090909,0.37495884,0.8409090909090909,0.005422215,16029.578534841537,869971,77.77272727272727,-154.9090909090909,6341,66.39896121784358,0.0,0.0044071656,2.159090909090909,33.6010387821564,0.005422215,26.227272727272727,-30.10578709066134,75.78941206859916
319396.97777777776,0.36643958,0.9111111111111111,0.005620453,16142.851778268814,879953,77.97777777777777,-146.4,6386,62.529987248751596,0.0,0.0047738147,2.088888888888889,37.47001275124842,0.005620453,26.022222222222222,-28.81114843885258,75.9842259893295
318059.16279069765,0.3525304,0.813953488372093,0.0060643656,16260.671246290207,889755,77.65116279069767,-152.72093023255815,6429,65.45954842215085,0.0,0.004631708,2.186046511627907,34.540451577849154,0.0060643656,26.348837209302324,-29.8411282188282,75.67826003266913
318916.4651162791,0.36803275,0.9767441860465116,0.0055501536,16376.308349609375,899891,77.86046511627907,-152.4418604651163,6472,65.20577299862967,0.0,0.0044784485,2.0232558139534884,34.794227001370324,0.0055501536,26.13953488372093,-30.006312963373073,75.8725486741046
319773.76744186046,0.37859204,1.069767441860465,0.006410372,16491.985657453537,909846,78.06976744186046,-157.32558139534885,6515,67.10993526815389,0.0,0.005008439,1.930232558139535,32.89006473184612,0.006410372,25.930232558139537,-30.627610678838575,76.07079517685432
315963.5348837209,0.3616059,0.9302325581395349,0.0057224245,16606.285900831223,919938,77.13953488372093,-152.30232558139534,6558,65.75925294597147,0.0,0.0045633987,2.0697674418604652,34.24074705402856,0.0057224245,26.86046511627907,-29.841479783322733,75.19852417165461
313902.54545454547,0.3517187,0.8409090909090909,0.0051212804,16726.926061153412,929929,76.63636363636364,-149.38636363636363,6602,64.93906763056845,0.0,0.0039305617,2.159090909090909,35.06093236943156,0.0051212804,27.386363636363637,-29.188812609764522,74.71552025166967
318512.7619047619,0.38709158,0.8809523809523809,0.006320105,16842.68135380745,939784,77.76190476190476,-157.85714285714286,6644,67.64471075326493,0.0,0.005331821,2.119047619047619,32.35528924673512,0.006320105,26.238095238095237,-30.527212630702486,75.78066145816686
317160.7272727273,0.33579066,1.25,0.005611328,16963.943251371384,949863,77.43181818181819,-150.95454545454547,6688,64.95952411673566,0.0,0.0041074767,1.75,35.04047588326432,0.005611328,26.568181818181817,-30.046465990155607,75.47313979960963
318512.7619047619,0.34801626,1.3095238095238095,0.0043413583,17079.91794538498,959842,77.76190476190476,-149.64285714285714,6730,64.02432632177813,0.0,0.003557283,1.6904761904761905,35.97567367822184,0.0043413583,26.238095238095237,-29.37939702440657,75.77877790318556
318249.67441860464,0.3242766,1.4883720930232558,0.004737544,17195.441930294037,969998,77.69767441860465,-150.41860465116278,6773,64.39787820453517,0.0,0.0036927515,1.5116279069767442,35.60212179546483,0.004737544,26.302325581395348,-29.63272843846482,75.71911888145995
315001.90476190473,0.35011387,1.3333333333333333,0.005880007,17309.712239027023,979949,76.9047619047619,-146.57142857142858,6815,63.387155921019236,0.0,0.0039650616,1.6666666666666667,36.61284407898078,0.005880007,27.095238095238095,-29.046138712458802,74.98107774969463
317244.95238095237,0.37562403,1.2142857142857142,0.00555476,17423.88162946701,989940,77.45238095238095,-150.92857142857142,6857,64.93384920987089,0.0,0.0059571667,1.7857142857142858,35.06615079012907,0.00555476,26.547619047619047,-29.12198557378653,75.4911672882526
322855.8222222222,0.3647078,0.7777777777777778,0.005189751,17544.075931549072,999928,78.82222222222222,-160.2,6902,67.5961120047516,0.0,0.0040639993,2.2222222222222223,32.40388799524842,0.005189751,25.177777777777777,-31.13236704367109,76.77075379766927
315392.0,0.35634863,1.0,0.005944292,17663.216276168823,1009870,77.0,-148.8139534883721,6945,64.19214930685601,0.0,0.0041574347,2.0,35.80785069314399,0.005944292,27.0,-29.394246281936432,75.06807111661719
317297.11627906974,0.34973907,0.9767441860465116,0.0047517163,17778.54581451416,1019812,77.46511627906976,-151.11627906976744,6988,64.85025635533684,0.0,0.0040229824,2.0232558139534884,35.14974364466313,0.0047517163,26.6046511627907,-29.389784560373077,75.4579587100041
318464.0,0.37575597,1.0,0.006433917,17894.59193468094,1029940,77.75,-150.4090909090909,7032,64.38073874333779,0.0,0.004983244,2.0,35.61926125666223,0.006433917,26.25,-29.46081397367703,75.7707711400805
321179.82608695654,0.33884454,0.8695652173913043,0.005197516,18011.054790258408,1039966,78.41304347826087,-153.19565217391303,7078,65.10102390301812,0.0,0.004682,2.130434782608696,34.89897609698188,0.005197516,25.58695652173913,-30.79039425555629,76.38869295758742
315677.76744186046,0.3312987,1.2325581395348837,0.0042292043,18128.43667793274,1049895,77.06976744186046,-143.7906976744186,7121,62.161844508034676,0.0,0.004159566,1.7674418604651163,37.83815549196531,0.0042292043,26.953488372093023,-28.500632052269953,75.11952769548448
312466.28571428574,0.32689187,1.2380952380952381,0.0044647567,18243.919666051865,1059777,76.28571428571429,-141.21428571428572,7163,61.71652617037493,0.0,0.0039367066,1.7619047619047619,38.2834738296251,0.0044647567,27.714285714285715,-28.02612890436878,74.40260691180607
315587.04761904763,0.36215162,1.2142857142857142,0.0072077005,18359.18677830696,1069815,77.04761904761905,-144.42857142857142,7205,62.41806978525849,0.0,0.005310169,1.7857142857142858,37.581930214741504,0.0072077005,26.952380952380953,-28.61664790176125,75.11449034745678
315764.36363636365,0.3499812,1.0,0.0054033124,18480.383945465088,1079823,77.0909090909091,-148.9090909090909,7249,64.34842861470408,0.0,0.004013433,2.0,35.65157138529593,0.0054033124,26.90909090909091,-29.419481297995457,75.15433878798115
315582.511627907,0.37673923,1.2790697674418605,0.006067531,18596.453782081604,1089832,77.04651162790698,-147.7674418604651,7292,63.834908420936564,0.0,0.0047995555,1.7209302325581395,36.165091579063436,0.006067531,26.953488372093023,-29.392161987383385,75.11335443166232
