Tbt,entropy,AttC,TtR,MpbtA,Tmc,surrgain,optimgain,MtR,meankl,TimestepsSoFar,entloss,AttNC,Tmt,TimeElapsed,EpisodesSoFar,MpbtN,Ptt
314833.45454545453,0.3498495,0.6818181818181818,-131.25,43.114153423433194,27.136363636363637,0.0037185801,0.0037185801,-26.93958648406308,0.009466669,629888,0.0,2.3181818181818183,76.86363636363636,12498.057456731796,5114,56.8858465765668,74.94369012802987
313935.64444444445,0.33932123,1.488888888888889,-130.13333333333333,43.46372742044644,27.355555555555554,0.0033595378,0.0033595378,-26.278907982200398,0.006026127,639779,0.0,1.511111111111111,76.64444444444445,12614.887798786163,5159,56.53627257955357,74.73789876971577
316416.0,0.37814093,0.8409090909090909,-130.70454545454547,43.684258850801555,26.772727272727273,0.0029155624,0.0029155624,-26.84759745066476,0.0070858956,649799,0.0,2.159090909090909,77.25,12731.080860376358,5203,56.31574114919843,75.29095875306649
316160.0,0.35770768,2.0625,-141.4375,39.06052788250083,26.8125,0.0031061117,0.0031061117,-28.607555110960018,0.006147927,659885,0.0,0.9375,77.1875,12853.517781734467,5251,60.93947211749918,75.24531999217496
313433.04347826086,0.33526623,1.2173913043478262,-136.04347826086956,40.77976700246891,27.5,0.0028165833,0.0028165833,-27.753262817401332,0.0075337463,669987,0.0,1.7826086956521738,76.52173913043478,12971.810308218002,5297,59.220232997531106,74.6090647324987
313611.1304347826,0.31268477,1.673913043478261,-132.65217391304347,42.308356487795564,27.456521739130434,0.0035248678,0.0035248678,-27.465608049663548,0.007108835,679981,0.0,1.326086956521739,76.56521739130434,13089.469418048859,5343,57.691643512204436,74.64962729120658
313486.88372093026,0.37343913,0.8604651162790697,-133.46511627906978,41.87406706710721,27.46511627906977,0.0045521404,0.0045521404,-27.053799459669,0.009003679,689783,0.0,2.13953488372093,76.53488372093024,13204.195832014084,5386,58.12593293289279,74.63600632572214
317184.0,0.32375443,1.6458333333333333,-137.0625,41.098193887188536,26.5625,0.003401774,0.003401774,-28.012263768229875,0.0067718253,699872,0.0,1.3541666666666667,77.4375,13318.54130244255,5434,58.90180611281144,75.47975521112834
315392.0,0.35067087,0.9555555555555556,-131.8,43.08031534618257,27.0,0.0027856294,0.0027856294,-27.217520009702735,0.0064826976,709922,0.0,2.0444444444444443,77.0,13434.22138953209,5479,56.919684653817434,75.07166806275025
317121.4222222222,0.34754264,1.4,-134.8,42.01567702058449,26.57777777777778,0.0029781798,0.0029781798,-27.46473850974773,0.0063362457,719976,0.0,1.6,77.42222222222222,13548.972685813904,5524,57.98432297941551,75.4675532737156
317346.9090909091,0.35030133,1.5454545454545454,-134.38636363636363,42.20819115880815,26.522727272727273,0.0026708373,0.0026708373,-27.18138568273512,0.007209716,729838,0.0,1.4545454545454546,77.47727272727273,13660.460540294647,5568,57.791808841191845,75.51831337382204
316371.47826086957,0.32752872,2.0869565217391304,-140.08695652173913,39.55637964447488,26.76086956521739,0.0020256815,0.0020256815,-27.96654498714827,0.0037386736,739807,0.0,0.9130434782608695,77.23913043478261,13781.639616012573,5614,60.44362035552513,75.29315098243141
314501.5652173913,0.3070014,1.173913043478261,-131.41304347826087,43.02795435115328,27.217391304347824,0.001817214,0.001817214,-27.274077237350916,0.0053116907,749860,0.0,1.826086956521739,76.78260869565217,13895.819729566574,5660,56.97204564884673,74.86880733790058
318941.86666666664,0.31184205,1.3777777777777778,-142.93333333333334,38.848987546286224,26.133333333333333,0.001892212,0.001892212,-28.503283134373174,0.004056067,759906,0.0,1.6222222222222222,77.86666666666666,14010.929141998291,5705,61.15101245371376,75.88234623775612
317030.4,0.31527984,0.6,-132.0,43.18973416636287,26.6,0.0041496977,0.0041496977,-27.406966137382586,0.010544525,769829,0.0,2.4,77.4,14128.094722747803,5750,56.810265833637146,75.44573977124591
317707.1304347826,0.31495735,1.391304347826087,-127.56521739130434,45.12529212682451,26.434782608695652,0.0025108084,0.0025108084,-26.025353532518892,0.005797385,779983,0.0,1.608695652173913,77.56521739130434,14240.806064605713,5796,54.874707873175474,75.60129818684901
317796.17391304346,0.32958138,1.7173913043478262,-138.52173913043478,40.505689313480154,26.434782608695652,0.0012274323,0.0012274323,-28.029501428813585,0.0056680543,789934,0.0,1.2826086956521738,77.58695652173913,14353.09044456482,5842,59.49431068651987,75.60461608902554
319573.3333333333,0.30928868,1.8125,-140.6875,40.00624315024715,26.0,0.0023454647,0.0023454647,-28.318881706855063,0.004744872,799875,0.0,1.1875,78.02083333333333,14475.25737452507,5890,59.993756849752856,76.0098238529424
314197.3333333333,0.32101464,1.3541666666666667,-127.1875,44.74244485356457,27.291666666666668,0.0020594771,0.0020594771,-26.48361952690196,0.0036679567,809987,0.0,1.6458333333333333,76.70833333333333,14596.164175271988,5938,55.25755514643543,74.80016426748509
313941.3333333333,0.27295545,1.8541666666666667,-134.4375,41.577868035226366,27.375,0.0019495863,0.0019495863,-26.993132142253447,0.0060619973,819813,0.0,1.1458333333333333,76.64583333333333,14716.885105371475,5986,58.422131964773605,74.72616318459882
311206.95652173914,0.30373085,1.3043478260869565,-125.73913043478261,44.86856213380356,28.043478260869566,0.0014384399,0.0014384399,-25.889871425927275,0.0100777205,829803,0.0,1.6956521739130435,75.97826086956522,14833.700890302658,6032,55.13143786619642,74.10247035803927
319320.8163265306,0.27703476,1.9387755102040816,-142.10204081632654,39.32809239435697,26.040816326530614,0.0022719828,0.0022719828,-28.842585006249134,0.0068101715,839925,0.0,1.0612244897959184,77.95918367346938,14949.798256635666,6081,60.67190760564302,75.9672058048888
310840.8888888889,0.28744823,1.6666666666666667,-133.73333333333332,41.2787947611228,28.155555555555555,0.0013461253,0.0013461253,-26.57626409891185,0.0065828003,849877,0.0,1.3333333333333333,75.88888888888889,15067.739660024643,6126,58.7212052388772,74.00347507292145
315847.1111111111,0.2710414,1.3555555555555556,-128.33333333333334,44.5369244766982,26.91111111111111,0.0031238596,0.0031238596,-26.04475387718422,0.006775805,859790,0.0,1.6444444444444444,77.11111111111111,15179.8626101017,6171,55.463075523301804,75.16348722085549
312167.4893617021,0.2806719,1.702127659574468,-129.06382978723406,43.62468582060942,27.78723404255319,0.0035673094,0.0035673094,-26.20541488781543,0.009174665,869880,0.0,1.297872340425532,76.2127659574468,15295.570100545883,6218,56.375314179390585,74.33554648039568
312898.7826086957,0.27670652,1.5,-132.84782608695653,42.0878148824184,27.630434782608695,0.0033983928,0.0033983928,-27.076782877645368,0.007987897,879879,0.0,1.5,76.3913043478261,15410.897269248962,6264,57.912185117581586,74.48981638793903
313474.72340425535,0.2643619,1.5106382978723405,-126.0,45.155734225846786,27.48936170212766,0.0041506584,0.0041506584,-25.919206021334848,0.0076940195,889890,0.0,1.4893617021276595,76.53191489361703,15525.41392660141,6311,54.844265774153214,74.62159949593844
312479.2888888889,0.22813176,1.3111111111111111,-125.26666666666667,45.28463931117001,27.711111111111112,0.0021311704,0.0021311704,-25.36541975846345,0.006129482,899834,0.0,1.6888888888888889,76.28888888888889,15637.064050912857,6356,54.71536068882998,74.40830296943544
312428.93617021275,0.25434327,0.5106382978723404,-119.74468085106383,47.696135997512506,27.72340425531915,0.0026722606,0.0026722606,-25.22818477925587,0.00952125,909856,0.0,2.4893617021276597,76.27659574468085,15750.196403503418,6403,52.30386400248748,74.39784446833843
305544.170212766,0.22655472,1.0851063829787233,-113.80851063829788,49.10264460014966,29.4468085106383,0.0027365296,0.0027365296,-23.6405646273466,0.008263552,919992,0.0,1.9148936170212767,74.59574468085107,15864.569814443588,6450,50.89735539985034,72.79647230087886
308224.0,0.1978792,1.1136363636363635,-125.31818181818181,44.611665037700824,28.818181818181817,0.0016992879,0.0016992879,-25.271339576408696,0.008018391,929888,0.0,1.8863636363636365,75.25,15976.963605642319,6494,55.38833496229916,73.39042498782982
312987.82608695654,0.19586939,1.2173913043478262,-128.67391304347825,43.794250085474964,27.608695652173914,0.003845405,0.003845405,-26.45629422155275,0.008887417,939953,0.0,1.7826086956521738,76.41304347826087,16093.05285024643,6540,56.20574991452504,74.50968902535132
308891.82608695654,0.18945442,1.1304347826086956,-119.02173913043478,47.41265550853031,28.608695652173914,0.001068687,0.001068687,-24.954191150729127,0.005044792,949915,0.0,1.8695652173913044,75.41304347826087,16206.464573383331,6586,52.5873444914697,73.57504852710886
307114.6666666667,0.19397375,0.9166666666666666,-122.5625,45.49707690599943,29.0625,0.0017554667,0.0017554667,-25.994649107194068,0.0067032445,959997,0.0,2.0833333333333335,74.97916666666667,16323.095633029938,6634,54.50292309400058,73.15689830126605
311569.06666666665,0.19314925,1.3111111111111111,-121.46666666666667,46.756579659214694,27.933333333333334,0.0015743958,0.0015743958,-24.86375991734824,0.006390836,969802,0.0,1.6888888888888889,76.06666666666666,16437.48720765114,6679,53.243420340785306,74.19977478758065
309901.6170212766,0.20218349,0.851063829787234,-119.29787234042553,47.43943531749951,28.340425531914892,0.0040927064,0.0040927064,-25.121341045906355,0.008334453,979980,0.0,2.148936170212766,75.65957446808511,16551.98575901985,6726,52.560564682500484,73.81973468760087
312080.3404255319,0.21035543,0.574468085106383,-122.1063829787234,46.636434700793735,27.872340425531913,0.0034238708,0.0034238708,-26.143623772611054,0.006401444,989909,0.0,2.425531914893617,76.19148936170212,16670.259494781494,6773,53.363565299206265,74.27557794330258
309426.0869565217,0.18688571,0.8913043478260869,-122.67391304347827,45.90633481114438,28.52173913043478,0.0022039928,0.0022039928,-25.203448317125268,0.0076734903,999961,0.0,2.108695652173913,75.54347826086956,16785.526277780533,6819,54.093665188855596,73.66830264431123
311906.0425531915,0.22953695,0.9574468085106383,-120.51063829787235,47.27004225473718,27.851063829787233,0.0032075602,0.0032075602,-25.2718898649844,0.008751912,1009951,0.0,2.0425531914893615,76.14893617021276,16901.010877132416,6866,52.729957745262816,74.27788684863485
315118.93333333335,0.21153933,0.9777777777777777,-123.2,46.703703232278876,27.08888888888889,0.002875291,0.002875291,-25.29398719396453,0.008016915,1019797,0.0,2.022222222222222,76.93333333333334,17012.154432058334,6911,53.2962967677211,74.99644206006022
315124.8695652174,0.19664,1.3478260869565217,-128.08695652173913,44.55024716622013,27.065217391304348,0.0025208634,0.0025208634,-25.78850288888352,0.00695961,1029806,0.0,1.6521739130434783,76.93478260869566,17127.674377918243,6957,55.44975283377987,75.01192587669959
312864.6808510638,0.19024831,1.446808510638298,-130.27659574468086,43.16671517342326,27.617021276595743,0.0026686757,0.0026686757,-26.7183115181338,0.007361115,1039825,0.0,1.553191489361702,76.38297872340425,17245.900665283203,7004,56.83328482657673,74.4953032642586
311296.0,0.22909757,0.8043478260869565,-121.76086956521739,46.67751929981258,28.02173913043478,0.004847229,0.004847229,-25.177551752320873,0.010734363,1049873,0.0,2.1956521739130435,76.0,17359.340687036514,7050,53.32248070018742,74.12391036349477
311296.0,0.21753941,1.0851063829787233,-119.68085106382979,47.573263344648076,28.0,0.002073173,0.002073173,-24.982520921416352,0.005280308,1059959,0.0,1.9148936170212767,76.0,17471.436504364014,7097,52.426736655351924,74.13556851600674
311383.1489361702,0.2118441,1.2340425531914894,-119.87234042553192,47.4192152712294,28.02127659574468,0.0028474773,0.0028474773,-24.933336753545717,0.0073227976,1069880,0.0,1.7659574468085106,76.02127659574468,17585.750785827637,7144,52.5807847287706,74.13065631327397
314234.4347826087,0.19365196,1.0434782608695652,-126.84782608695652,45.01534908232978,27.282608695652176,0.0025060133,0.0025060133,-26.421377685962323,0.007538577,1079779,0.0,1.9565217391304348,76.71739130434783,17702.054833173752,7190,54.98465091767022,74.80825226140712
306415.6595744681,0.21065716,1.1914893617021276,-118.02127659574468,47.42388409029068,29.25531914893617,0.0012726155,0.0012726155,-24.478316152491328,0.005313084,1089878,0.0,1.8085106382978724,74.80851063829788,17814.11550593376,7237,52.57611590970933,72.98160114792773
313254.95652173914,0.20829979,0.9565217391304348,-120.97826086956522,47.3713111363974,27.58695652173913,0.003644336,0.003644336,-25.039954248802477,0.008041628,1099914,0.0,2.0434782608695654,76.47826086956522,17927.932210206985,7283,52.6286888636026,74.54266165003511
