AttC,Fce,EpisodesSoFar,TtR,AttNC,TimestepsSoFar,meankl,entropy,surrgain,TimeElapsed,optimgain,entloss,MtR
0.0,1.0,10741,2500.0,10.0,2579883,0.010174863,-1.9536519,6.960883e-05,26157.776933431625,6.960883e-05,0.0,142.8784238871937
0.0,1.0,10781,2500.0,10.0,2589883,0.01017476,-2.0512621,0.00042874538,26248.265627861023,0.00042874538,0.0,142.8784238871937
0.0,1.0,10821,2500.0,10.0,2599883,0.008933204,-1.9536519,0.0003452877,26343.04598546028,0.0003452877,0.0,142.8784238871937
0.0,1.0,10861,2500.0,10.0,2609883,0.010174781,-2.0512621,0.00010248905,26434.77343392372,0.00010248905,0.0,142.8784238871937
0.0,1.0,10901,2500.0,10.0,2619883,0.010174781,-2.148832,5.5910463e-05,26535.915665388107,5.5910463e-05,0.0,142.8784238871937
0.0,1.0,10941,2500.0,10.0,2629883,0.008933204,-2.0512621,0.00068941317,26630.574036359787,0.00068941317,0.0,142.8784238871937
0.0,1.0,10981,2500.0,10.0,2639883,0.010174781,-2.148832,0.00021358211,26726.724981307983,0.00021358211,0.0,142.8784238871937
0.0,1.0,11021,2500.0,10.0,2649883,0.010174863,-2.2464511,0.00015285135,26821.911381483078,0.00015285135,0.0,142.8784238871937
0.0,1.0,11061,2500.0,10.0,2659883,0.0024603605,-2.2952008,4.9015425e-06,26923.394928216934,4.9015425e-06,0.0,142.8784238871937
0.0,1.0,11101,2500.0,10.0,2669883,0.008931765,-2.197634,0.00056081277,27018.731636047363,0.00056081277,0.0,142.8784238871937
0.0,1.0,11141,2500.0,10.0,2679883,0.01017476,-2.2952538,0.00032300278,27116.325121879578,0.00032300278,0.0,142.8784238871937
0.0,1.0,11181,2500.0,10.0,2689883,0.008933204,-2.197634,0.00026899626,27214.215470075607,0.00026899626,0.0,142.8784238871937
0.0,1.0,11221,2500.0,10.0,2699883,0.008933416,-2.1000667,0.00011043844,27301.255081892014,0.00011043844,0.0,142.8784238871937
0.0,1.0,11261,2500.0,10.0,2709883,0.010174781,-2.197634,0.00017074661,27401.83063864708,0.00017074661,0.0,142.8784238871937
0.0,1.0,11301,2500.0,10.0,2719883,0.010172003,-2.2952003,0.0003500176,27495.844257354736,0.0003500176,0.0,142.8784238871937
0.0,1.0,11341,2500.0,10.0,2729883,0.008933416,-2.1976318,0.00045320648,27593.61985850334,0.00045320648,0.0,142.8784238871937
0.0,1.0,11381,2500.0,10.0,2739883,0.010174781,-2.2952003,0.00020819725,27692.66081047058,0.00020819725,0.0,142.8784238871937
0.0,1.0,11421,2500.0,10.0,2749883,0.01017476,-2.3928204,0.0001493953,27797.803401708603,0.0001493953,0.0,142.8784238871937
0.0,1.0,11461,2500.0,10.0,2759883,0.010174871,-2.4903824,0.000104472936,27890.011605978012,0.000104472936,0.0,142.8784238871937
0.0,1.0,11501,2500.0,10.0,2769883,0.0101734325,-2.588005,0.00038570756,27994.51751446724,0.00038570756,0.0,142.8784238871937
0.0,1.0,11541,2500.0,10.0,2779883,0.01017476,-2.6855543,0.0005169768,28085.398433208466,0.0005169768,0.0,142.8784238871937
0.0,1.0,11581,2500.0,10.0,2789883,0.010174245,-2.7831798,0.00055904913,28183.38343143463,0.00055904913,0.0,142.8784238871937
0.0,1.0,11621,2500.0,10.0,2799883,0.008933204,-2.685554,6.7953035e-05,28284.840250730515,6.7953035e-05,0.0,142.8784238871937
0.0,1.0,11661,2500.0,10.0,2809883,0.008933196,-2.5879893,0.00064087013,28378.826842069626,0.00064087013,0.0,142.8784238871937
0.0,1.0,11701,2500.0,10.0,2819883,0.010174781,-2.685554,0.000355679,28474.362926006317,0.000355679,0.0,142.8784238871937
0.0,1.0,11741,2500.0,10.0,2829883,0.008931765,-2.5880053,0.0005285048,28564.734005451202,0.0005285048,0.0,142.8784238871937
0.0,1.0,11781,2500.0,10.0,2839883,0.008931671,-2.490387,0.00061682233,28666.35182785988,0.00061682233,0.0,142.8784238871937
0.0,1.0,11821,2500.0,10.0,2849883,0.008933204,-2.3928218,0.00014071286,28755.665432214737,0.00014071286,0.0,142.8784238871937
0.0,1.0,11861,2500.0,10.0,2859883,0.010174781,-2.490387,5.4363154e-05,28851.070049762726,5.4363154e-05,0.0,142.8784238871937
0.0,1.0,11901,2500.0,10.0,2869883,0.010172836,-2.5880053,0.00043098617,28948.72129058838,0.00043098617,0.0,142.8784238871937
0.0,1.0,11941,2500.0,10.0,2879883,0.01017476,-2.6855543,8.697561e-05,29037.53981089592,8.697561e-05,0.0,142.8784238871937
