Tmt,TimestepsSoFar,optimgain,MtR,Ptt,MpbtN,TimeElapsed,MpbtA,AttNC,Tbt,entropy,entloss,meankl,EpisodesSoFar,AttC,Tmc,TtR,surrgain
81.48717948717949,2269738,0.0046526613,-38.92726405983223,79.2891901934515,83.40719987020873,38555.793808698654,16.592800129791268,0.5384615384615384,333771.4871794872,0.1733239,0.0,0.006446886,11921,0.46153846153846156,22.46153846153846,-68.05128205128206,0.0046526613
82.42105263157895,2279783,0.0046662474,-39.05566552262147,80.1599243175145,83.41801756318462,38681.21751475334,16.581982436815373,0.8157894736842105,337596.63157894736,0.19745871,0.0,0.005025734,11959,0.18421052631578946,21.526315789473685,-68.76315789473684,0.0046662474
81.78947368421052,2289948,0.0049759615,-37.57009484427676,79.53163685507667,82.42231695644747,38825.22400999069,17.577683043552526,0.6842105263157895,335009.6842105263,0.20746431,0.0,0.0057983063,11997,0.3157894736842105,22.210526315789473,-67.42105263157895,0.0049759615
81.56410256410257,2299946,0.006243097,-38.9483818651554,79.36025014688724,82.93413845693573,38967.61890745163,17.06586154306428,0.6923076923076923,334086.5641025641,0.18867023,0.0,0.006754422,12036,0.3076923076923077,22.384615384615383,-67.66666666666667,0.006243097
81.27027027027027,2309892,0.008382553,-37.193262150580594,79.06779064418616,82.23852370313354,39095.620976924896,17.761476296866444,0.7567567567567568,332883.02702702704,0.2137774,0.0,0.007868157,12073,0.24324324324324326,22.7027027027027,-66.83783783783784,0.008382553
82.24324324324324,2319710,0.0045058317,-38.04144371086805,79.99666502493875,82.17445577939965,39238.74195289612,17.825544220600356,0.7027027027027027,336868.3243243243,0.19585803,0.0,0.0050448156,12110,0.2972972972972973,21.7027027027027,-67.56756756756756,0.0045058317
81.95918367346938,2329928,0.009622736,-43.5192580266451,79.71814387463093,85.32898319879986,39399.912378549576,14.671016801200158,0.40816326530612246,335704.8163265306,0.17085852,0.0,0.007658681,12159,0.5918367346938775,22.0,-69.95918367346938,0.009622736
81.10526315789474,2339766,0.0066207,-38.2393944634948,78.9146444420536,82.82685295055819,39537.324326753616,17.173147049441813,0.5789473684210527,332207.15789473685,0.18331197,0.0,0.0064955056,12197,0.42105263157894735,22.86842105263158,-67.1842105263158,0.0066207
82.12820512820512,2349850,0.00483497,-38.84706568559767,79.8470585739117,83.07479926195165,39676.17964220047,16.92520073804836,0.6410256410256411,336397.1282051282,0.16880985,0.0,0.004333012,12236,0.358974358974359,21.871794871794872,-68.23076923076923,0.00483497
81.6923076923077,2359913,0.006567709,-38.69657770313042,79.48010876203064,83.29309221697181,39810.75784802437,16.706907783028186,0.6410256410256411,334611.6923076923,0.16307902,0.0,0.006856933,12275,0.358974358974359,22.256410256410255,-68.05128205128206,0.006567709
82.53846153846153,2369935,0.006321605,-39.12560944321789,80.26702695628383,84.21539830863436,39950.66855454445,15.784601691365651,0.5128205128205128,338077.53846153844,0.16588491,0.0,0.006352596,12314,0.48717948717948717,21.41025641025641,-69.51282051282051,0.006321605
81.24324324324324,2379838,0.005683963,-38.15488060350812,79.02238340091147,84.36616381811305,40092.20471739769,15.633836181886947,0.5405405405405406,332772.3243243243,0.16632412,0.0,0.0057645496,12351,0.4594594594594595,22.756756756756758,-68.54054054054055,0.005683963
82.0,2389763,0.005886041,-39.162859894423754,79.74800594190859,84.6263510665541,40219.98812699318,15.373648933445892,0.7105263157894737,335872.0,0.15656379,0.0,0.0047553414,12389,0.2894736842105263,21.973684210526315,-69.39473684210526,0.005886041
81.45945945945945,2399754,0.006197003,-37.804940375156804,79.24486092977328,83.27842615622947,40360.761575222015,16.721573843770514,0.5135135135135135,333657.9459459459,0.17314266,0.0,0.006066358,12426,0.4864864864864865,22.513513513513512,-67.83783783783784,0.006197003
81.89189189189189,2409770,0.00591598,-37.81332514299661,79.62417378182622,83.13979202365114,40499.39042401314,16.860207976348853,0.5945945945945946,335429.1891891892,0.18029863,0.0,0.005601486,12463,0.40540540540540543,22.10810810810811,-68.08108108108108,0.00591598
82.44736842105263,2419772,0.00629906,-38.000202399110144,80.1812666648737,82.80479153900254,40633.89131259918,17.19520846099744,0.5526315789473685,337704.4210526316,0.17471007,0.0,0.0053044455,12501,0.4473684210526316,21.5,-68.26315789473684,0.00629906
81.48717948717949,2429960,0.007273601,-37.1902044421756,79.26924078677136,83.10583716393762,40775.12250685692,16.894162836062357,0.5897435897435898,333771.4871794872,0.1822851,0.0,0.0064361,12540,0.41025641025641024,22.487179487179485,-67.71794871794872,0.007273601
81.27027027027027,2439780,0.0067268186,-37.3973680080679,79.0885968289236,82.65200796492579,40915.281541109085,17.34799203507422,0.5675675675675675,332883.02702702704,0.19863568,0.0,0.0061566345,12577,0.43243243243243246,22.675675675675677,-67.16216216216216,0.0067268186
82.51282051282051,2449945,0.0052655763,-38.14430685753763,80.24347542916384,81.74696139040414,41049.468975543976,18.25303860959585,0.6153846153846154,337972.5128205128,0.18327603,0.0,0.0054121385,12616,0.38461538461538464,21.435897435897434,-67.48717948717949,0.0052655763
81.87179487179488,2459958,0.0059682596,-38.276279825735905,79.60779069415653,82.41681507760967,41195.90405035019,17.58318492239033,0.6410256410256411,335346.8717948718,0.18617076,0.0,0.0049934005,12655,0.358974358974359,22.128205128205128,-67.46153846153847,0.0059682596
