MtR,meankl,Tbt,optimgain,TtR,surrgain,Ptt,entropy,AttNC,Tmc,AttC,EpisodesSoFar,TimeElapsed,MpbtN,MpbtA,Tmt,TimestepsSoFar,entloss
-8.812894094087904,0.0049073207,233341.96825396825,0.0018341461,-124.60317460317461,0.0018341461,55.540311374398485,0.3144319,5.492063492063492,48.22222222222222,4.507936507936508,8813,41011.81452059746,21.89407578737062,78.10592421262939,56.96825396825397,1139940,0.0
-8.103487207777448,0.004729121,229636.0634920635,0.0019628515,-110.7936507936508,0.0019628515,54.67026608394232,0.32007834,5.079365079365079,49.15873015873016,4.920634920634921,8876,41369.041420936584,19.791147127251442,80.20885287274855,56.06349206349206,1149925,0.0
-9.122347694208662,0.006020005,236973.4193548387,0.0024847498,-133.8709677419355,0.0024847498,56.414617620173765,0.33852282,4.306451612903226,47.25806451612903,5.693548387096774,8938,41720.07736992836,22.77719168788408,77.2228083121159,57.854838709677416,1159996,0.0
-9.12452950335519,0.007333844,232243.2,0.0029649225,-126.33333333333333,0.0029649225,55.298378048721716,0.34494936,3.533333333333333,48.46666666666667,6.466666666666667,8998,42089.624519109726,22.24177591993901,77.75822408006098,56.7,1169875,0.0
-11.421632457408993,0.0060828016,252108.8,0.0019163949,-185.33333333333334,0.0019163949,59.95325708593205,0.36174336,1.5833333333333333,43.45,8.416666666666666,9058,42457.2987883091,29.648581938365016,70.35141806163496,61.55,1179914,0.0
-8.805548413840416,0.005028091,229506.03174603175,0.0019632557,-122.85714285714286,0.0019632557,54.662052055153055,0.29205564,3.761904761904762,49.142857142857146,6.238095238095238,9121,42835.23995256424,21.96068979477869,78.03931020522133,56.03174603174603,1189887,0.0
-8.555111266060466,0.0053194663,226496.0,0.0020436747,-117.5,0.0020436747,53.9552234321824,0.2867468,3.8125,49.90625,6.1875,9185,43186.82721447945,21.256003329001402,78.74399667099858,55.296875,1199913,0.0
-9.48140168935128,0.007044403,229628.06153846154,0.0033322237,-138.6153846153846,0.0033322237,54.692160503329426,0.3241851,3.0153846153846153,49.10769230769231,6.984615384615385,9250,43534.879332304,24.629005198046325,75.37099480195367,56.06153846153846,1209931,0.0
-10.07044417143795,0.0061223833,237832.25806451612,0.0025154292,-152.74193548387098,0.0025154292,56.56950653266741,0.32211778,4.306451612903226,47.12903225806452,5.693548387096774,9312,43868.69912624359,25.813730475331408,74.18626952466859,58.064516129032256,1219972,0.0
-8.868527277084214,0.0040860088,234132.64516129033,0.0017962415,-123.70967741935483,0.0017962415,55.7291858274459,0.29720408,5.596774193548387,48.016129032258064,4.403225806451613,9374,44217.796102523804,21.51540971184751,78.48459028815252,57.16129032258065,1229901,0.0
-9.326034313419694,0.006244042,235357.46031746033,0.002595223,-132.22222222222223,0.002595223,56.036675370634704,0.30968773,6.333333333333333,47.666666666666664,3.6666666666666665,9437,44567.08172464371,22.718195791496058,77.28180420850391,57.46031746031746,1239959,0.0
-9.473092204764125,0.0055201817,235162.4126984127,0.0018102643,-132.06349206349208,0.0018102643,55.97454053625263,0.3000133,5.26984126984127,47.74603174603175,4.73015873015873,9500,44904.668132543564,22.970456867756464,77.02954313224356,57.41269841269841,1249847,0.0
-9.125535743322573,0.005290555,235200.0,0.001979062,-132.34375,0.001979062,55.99373789301181,0.29882565,4.109375,47.71875,5.890625,9564,45247.34832763672,22.963499435897134,77.03650056410285,57.421875,1259941,0.0
-8.177842155055371,0.0061825207,237433.70491803277,0.0022884223,-119.50819672131148,0.0022884223,56.51257331058275,0.2892892,5.475409836065574,47.16393442622951,4.524590163934426,9625,45583.65204501152,20.593609910184774,79.40639008981522,57.967213114754095,1269864,0.0
-8.969243365559057,0.0060540675,235136.0,0.001839414,-126.875,0.001839414,55.991509516317464,0.2796588,5.34375,47.703125,4.65625,9689,45933.19735097885,22.018319850447668,77.98168014955232,57.40625,1279917,0.0
-9.016272527830619,0.0041368273,230144.0,0.00177508,-126.40625,0.00177508,54.81234310153409,0.28911367,5.609375,48.984375,4.390625,9753,46275.97818017006,22.519301461990818,77.48069853800914,56.1875,1289979,0.0
-8.540823614392034,0.0050969543,230234.83870967742,0.0021499665,-116.45161290322581,0.0021499665,54.82961186912297,0.29561144,6.354838709677419,48.96774193548387,3.6451612903225805,9815,46634.77397799492,20.785145547926124,79.21485445207387,56.20967741935484,1299847,0.0
-8.32660581533757,0.004949577,232216.7741935484,0.0015138427,-119.03225806451613,0.0015138427,55.318261072074975,0.30577445,5.532258064516129,48.41935483870968,4.467741935483871,9877,46981.53799653053,21.05491583497728,78.94508416502273,56.693548387096776,1309927,0.0
-8.813607426028815,0.0052620484,234727.2258064516,0.0021816825,-125.80645161290323,0.0021816825,55.89835924653184,0.31786934,5.17741935483871,47.806451612903224,4.82258064516129,9939,47317.31544780731,21.899754168545364,78.10024583145463,57.306451612903224,1319884,0.0
-9.352014513660723,0.006346914,234000.51612903227,0.0024203742,-132.74193548387098,0.0024203742,55.698486667996605,0.30679765,5.580645161290323,48.04838709677419,4.419354838709677,10001,47650.18281173706,23.251338733093004,76.74866126690704,57.12903225806452,1329935,0.0
-9.87447064671001,0.007058822,238660.26666666666,0.0021922486,-145.0,0.0021922486,56.84237342850587,0.34160474,4.733333333333333,46.766666666666666,5.266666666666667,10061,47964.5771856308,24.755676350617833,75.24432364938215,58.266666666666666,1339886,0.0
-9.652742478757355,0.006113881,235520.0,0.0017636304,-141.1290322580645,0.0017636304,56.063155184096715,0.29950988,3.6451612903225805,47.645161290322584,6.354838709677419,10123,48265.560135126114,24.313310665288423,75.68668933471157,57.5,1349861,0.0
-8.54509313777354,0.0059447833,232414.96774193548,0.0017918779,-119.03225806451613,0.0017918779,55.3479070628554,0.30984685,4.516129032258065,48.403225806451616,5.483870967741935,10185,48566.107424259186,20.980905426660915,79.0190945733391,56.74193548387097,1359954,0.0
-8.825779699057879,0.0052442066,229514.84745762713,0.0018437585,-126.77966101694915,0.0018437585,54.6662820459498,0.28968576,4.389830508474576,49.13559322033898,5.610169491525424,10244,48880.486277103424,22.63505441395136,77.36494558604863,56.03389830508475,1369895,0.0
-8.427192419367179,0.0046804845,226667.35483870967,0.0019056683,-118.2258064516129,0.0019056683,54.00663463730532,0.28156257,5.032258064516129,49.83870967741935,4.967741935483871,10306,49207.29366374016,21.331850950270162,78.6681490497298,55.33870967741935,1379912,0.0
-8.396679451958585,0.0049927486,229772.38709677418,0.0020357,-117.25806451612904,0.0020357,54.73773491107183,0.29421663,5.532258064516129,49.04838709677419,4.467741935483871,10368,49536.582092523575,20.929383272430478,79.07061672756953,56.096774193548384,1389873,0.0
-9.575907143772373,0.0064270655,236896.52459016393,0.0022930691,-138.52459016393442,0.0022930691,56.420315322059146,0.30053627,4.688524590163935,47.22950819672131,5.311475409836065,10429,49868.13636803627,23.649913196110624,76.3500868038894,57.83606557377049,1399922,0.0
-11.432590412299833,0.0056317556,242536.9180327869,0.0024351433,-177.70491803278688,0.0024351433,57.723106980742735,0.27686128,4.262295081967213,45.85245901639344,5.737704918032787,10490,50195.912910461426,29.20786529838085,70.79213470161913,59.21311475409836,1409930,0.0
-9.175200903644228,0.0066256365,238306.62295081967,0.0024560844,-134.59016393442624,0.0024560844,56.74702373029181,0.27683792,5.262295081967213,46.885245901639344,4.737704918032787,10551,50528.077589035034,22.94087431639073,77.05912568360927,58.18032786885246,1419875,0.0
-8.971029327345772,0.006917785,239234.16949152542,0.0024283088,-136.61016949152543,0.0024283088,56.94978193172744,0.28193524,5.305084745762712,46.67796610169491,4.694915254237288,10610,50860.66015505791,23.13345546510044,76.86654453489953,58.40677966101695,1429936,0.0
-9.058184701271838,0.0071844347,230611.3015873016,0.0026460825,-120.31746031746032,0.0026460825,54.93281842894324,0.26098505,5.714285714285714,48.84126984126984,4.285714285714286,10673,51192.52166771889,21.383578064146548,78.61642193585347,56.301587301587304,1439933,0.0
-8.809097896737464,0.0063130897,234991.48387096773,0.0025980885,-125.3225806451613,0.0025980885,55.93394062211825,0.2612439,6.516129032258065,47.79032258064516,3.4838709677419355,10735,51532.111218214035,21.695437073817793,78.3045629261822,57.37096774193548,1449973,0.0
-8.967149252595263,0.005450967,232084.64516129033,0.0023489038,-124.6774193548387,0.0023489038,55.29738355362408,0.26388022,6.338709677419355,48.435483870967744,3.661290322580645,10797,51870.25717043877,22.05368098294254,77.94631901705746,56.66129032258065,1459837,0.0
-9.146656471147956,0.0055699293,231490.06451612903,0.00217175,-127.25806451612904,0.00217175,55.11807748560416,0.26718864,6.096774193548387,48.66129032258065,3.903225806451613,10859,52212.98182654381,22.346000918885547,77.65399908111446,56.516129032258064,1469867,0.0
-8.301098153175067,0.0046814405,231976.6349206349,0.0017475273,-115.71428571428571,0.0017475273,55.248361114409484,0.27446905,6.507936507936508,48.507936507936506,3.492063492063492,10922,52542.45350122452,20.362766603803465,79.63723339619652,56.63492063492063,1479883,0.0
-8.393755259938448,0.0057283654,229961.14285714287,0.0024173644,-115.87301587301587,0.0024173644,54.744643545628925,0.28430632,5.857142857142857,49.07936507936508,4.142857142857143,10985,52883.12065219879,20.695373688278043,79.30462631172195,56.142857142857146,1489911,0.0
-8.72011072494432,0.004496927,228054.70967741936,0.0019374806,-122.58064516129032,0.0019374806,54.264470517548716,0.2825064,5.241935483870968,49.62903225806452,4.758064516129032,11047,53209.40980267525,21.869397489580514,78.13060251041951,55.67741935483871,1499871,0.0
-9.175700804669779,0.0064600883,231976.6349206349,0.003250019,-127.3015873015873,0.003250019,55.24063939154261,0.2943066,5.555555555555555,48.523809523809526,4.444444444444445,11110,53535.78451871872,22.454629334924995,77.545370665075,56.63492063492063,1509859,0.0
-7.803507932136066,0.005591445,233868.38709677418,0.0025203289,-110.64516129032258,0.0025203289,55.668670439189306,0.31456843,4.467741935483871,48.08064516129032,5.532258064516129,11172,53830.52524352074,19.277017870335875,80.72298212966412,57.096774193548384,1519850,0.0
-8.637041195197568,0.006702916,235453.93548387097,0.0024422198,-127.74193548387096,0.0024422198,56.03801964442006,0.29894063,3.4838709677419355,47.67741935483871,6.516129032258065,11234,54137.077063798904,21.992514506366806,78.00748549363321,57.483870967741936,1530000,0.0
-8.344528659429505,0.006357948,230036.64516129033,0.0023353796,-116.7741935483871,0.0023353796,54.76770738327731,0.2877591,4.338709677419355,49.04838709677419,5.661290322580645,11296,54450.879855155945,20.762738120969555,79.23726187903046,56.16129032258065,1539987,0.0
-9.149758399009553,0.0039041468,234132.64516129033,0.0019657111,-131.4516129032258,0.0019657111,55.75036216291558,0.28535724,3.7903225806451615,47.96774193548387,6.209677419354839,11358,54781.93620824814,22.51437832299967,77.48562167700031,57.16129032258065,1549957,0.0
-8.742318631263618,0.00589223,229512.53333333333,0.0024216892,-124.66666666666667,0.0024216892,54.650788695530544,0.28650355,4.233333333333333,49.166666666666664,5.766666666666667,11418,55121.26745390892,22.162206961630236,77.83779303836975,56.03333333333333,1559841,0.0
-9.044949648618443,0.0072576054,232638.91525423728,0.0023596017,-130.16949152542372,0.0023596017,55.37071494812073,0.29394534,5.169491525423729,48.40677966101695,4.830508474576271,11477,55467.407067775726,22.683079945645254,77.3169200543547,56.79661016949152,1569851,0.0
-9.054547200192507,0.005956321,223892.64516129033,0.002120302,-126.12903225806451,0.002120302,53.29477891846458,0.26554593,3.6451612903225805,50.66129032258065,6.354838709677419,11539,55803.8007440567,23.049756449550724,76.95024355044927,54.66129032258065,1579973,0.0
-8.470820008312453,0.006509812,224174.73015873015,0.0028346288,-116.5079365079365,0.0028346288,53.37109114425344,0.2870506,5.126984126984127,50.57142857142857,4.873015873015873,11602,56156.2941672802,21.30196129178632,78.69803870821367,54.73015873015873,1589865,0.0
-8.340531015620279,0.0066766846,230806.3492063492,0.0024170585,-118.57142857142857,0.0024170585,54.94763734384183,0.30546224,5.841269841269841,48.857142857142854,4.158730158730159,11665,56502.898997068405,20.945132794053812,79.05486720594618,56.34920634920635,1599966,0.0
-7.717453492150092,0.0056166807,229115.9365079365,0.0027771036,-106.66666666666667,0.0027771036,54.557101996680125,0.30301186,4.555555555555555,49.26984126984127,5.444444444444445,11728,56854.50379157066,19.119332030515654,80.88066796948436,55.93650793650794,1609895,0.0
-10.912221093679191,0.0057685687,242566.50847457626,0.002314049,-166.27118644067798,0.002314049,57.729665573727296,0.32569972,4.559322033898305,45.83050847457627,5.440677966101695,11787,57209.40505504608,27.479572821660447,72.52042717833956,59.220338983050844,1619952,0.0
-7.559798679123976,0.0036999572,226112.0,0.0015684811,-99.21875,0.0015684811,53.836616165319015,0.26486167,6.28125,50.0625,3.71875,11851,57572.8204767704,18.00129402182249,81.99870597817753,55.203125,1629906,0.0
-9.206514999506584,0.0077778636,227712.0,0.0027085973,-126.25,0.0027085973,54.235208778610264,0.25524876,5.28125,49.609375,4.71875,11915,57935.85310482979,22.591325777681156,77.40867422231885,55.59375,1639979,0.0
-8.828245736138848,0.0052680196,230102.70967741936,0.0027444928,-118.54838709677419,0.0027444928,54.79162171734103,0.27087143,6.370967741935484,49.016129032258064,3.629032258064516,11977,58291.268543720245,21.169466792956044,78.83053320704394,56.17741935483871,1649918,0.0
-8.15057444518604,0.0073219514,225475.04761904763,0.0027800226,-111.26984126984127,0.0027800226,53.66392468840072,0.30657408,6.174603174603175,50.26984126984127,3.8253968253968256,12040,58655.938643693924,20.121880682836018,79.87811931716398,55.04761904761905,1659986,0.0
-11.466801369273531,0.005398844,249409.16363636364,0.0024037226,-187.45454545454547,0.0024037226,59.34760313771484,0.334266,4.745454545454545,44.09090909090909,5.254545454545455,12095,59012.46252155304,29.577420021651605,70.42257997834838,60.89090909090909,1669978,0.0
-7.97864885575303,0.005637421,229990.4,0.0019093072,-112.5,0.0019093072,54.794006038961264,0.28960258,6.183333333333334,48.983333333333334,3.816666666666667,12155,59368.95237183571,19.86741598917542,80.13258401082456,56.15,1679871,0.0
-9.183668623848403,0.005953551,234905.6,0.002347278,-129.66666666666666,0.002347278,55.9448217277705,0.2822492,6.1,47.75,3.9,12215,59731.02466011047,22.46597101222835,77.53402898777163,57.35,1689885,0.0
-8.85953847781989,0.0047526434,230697.29032258064,0.0016015826,-125.80645161290323,0.0016015826,54.928186596174086,0.28705528,5.693548387096774,48.87096774193548,4.306451612903226,12277,60079.98548054695,22.2469399376191,77.75306006238092,56.32258064516129,1699997,0.0
-10.094407983332173,0.0042013116,239985.31147540984,0.001879152,-154.0983606557377,0.001879152,57.129637971440296,0.28720146,3.819672131147541,46.47540983606557,6.180327868852459,12338,60443.43465304375,25.46459739811216,74.53540260188782,58.59016393442623,1709923,0.0
-8.437758554550975,0.0067333453,232282.83870967742,0.0021943743,-117.74193548387096,0.0021943743,55.28633919705704,0.23951364,6.129032258064516,48.5,3.870967741935484,12400,60796.04921126366,20.633029528978525,79.36697047102147,56.70967741935484,1719905,0.0
-9.077527488151402,0.0064658006,229640.25806451612,0.0033205529,-120.3225806451613,0.0033205529,54.70831157349703,0.2691877,4.870967741935484,49.08064516129032,5.129032258064516,12462,61146.01787877083,21.440059677261942,78.55994032273809,56.064516129032256,1729885,0.0
-9.24656091097634,0.005903209,232800.52459016393,0.00232161,-130.0,0.00232161,55.42689543586202,0.31955063,6.098360655737705,48.32786885245902,3.901639344262295,12523,61502.85455918312,22.692660933989323,77.30733906601067,56.83606557377049,1739967,0.0
-9.883579297135944,0.00574495,247588.57142857142,0.002289805,-155.53571428571428,0.002289805,58.9060072857608,0.34283444,5.375,44.57142857142857,4.625,12579,61821.30342245102,25.437170458236974,74.56282954176302,60.44642857142857,1749947,0.0
-8.762028389965149,0.0059045227,235718.1935483871,0.0022374706,-121.12903225806451,0.0022374706,56.102630383480985,0.29572797,5.451612903225806,47.61290322580645,4.548387096774194,12641,62119.59842681885,21.00034750275598,78.999652497244,57.54838709677419,1759875,0.0
-9.419260418307253,0.0068798577,233538.06451612903,0.0033802383,-132.74193548387098,0.0033802383,55.606173781484294,0.28733268,4.838709677419355,48.12903225806452,5.161290322580645,12703,62431.626057863235,23.133349043710453,76.86665095628953,57.016129032258064,1769902,0.0
-8.302323498956445,0.005491129,229701.07936507938,0.0027925153,-116.03174603174604,0.0027925153,54.64656861609103,0.3012295,5.396825396825397,49.22222222222222,4.603174603174603,12766,62746.92928695679,20.589439555541887,79.41056044445814,56.07936507936508,1779902,0.0
-9.52642887459079,0.006430529,237637.42372881356,0.0020862336,-146.77966101694915,0.0020862336,56.56270976478878,0.32323557,5.237288135593221,47.101694915254235,4.762711864406779,12825,63084.03186297417,24.78648928725525,75.21351071274474,58.016949152542374,1789883,0.0
-7.832526619305296,0.0067044273,228480.0,0.002708398,-105.15625,0.002708398,54.40583618539182,0.31901628,6.203125,49.4375,3.796875,12889,63430.13764286041,18.793561769935586,81.2064382300644,55.78125,1799914,0.0
-11.140200620934962,0.0055078124,250287.15789473685,0.00244528,-180.17543859649123,0.00244528,59.5236805284494,0.3665577,3.43859649122807,43.91228070175438,6.56140350877193,12946,63780.18600678444,28.892240839799797,71.10775916020025,61.10526315789474,1809809,0.0
-8.832256861498825,0.0055504576,236267.68253968254,0.002432045,-128.88888888888889,0.002432045,56.22790519089331,0.26720247,5.2063492063492065,47.476190476190474,4.7936507936507935,13009,64138.55265831947,22.101414833255372,77.89858516674464,57.682539682539684,1819877,0.0
-8.779965819250945,0.00599758,227831.60655737706,0.002377844,-118.85245901639344,0.002377844,54.22596609790448,0.26506034,6.131147540983607,49.65573770491803,3.8688524590163933,13070,64499.9567220211,21.370577812109136,78.62942218789087,55.622950819672134,1829867,0.0
-8.674733883338696,0.007124856,236312.7741935484,0.0024491076,-121.61290322580645,0.0024491076,56.254017898166744,0.3158721,7.064516129032258,47.435483870967744,2.935483870967742,13132,64859.93553876877,20.96698172034209,79.03301827965792,57.693548387096776,1839879,0.0
-10.415109538308483,0.00631891,250294.85714285713,0.0022902994,-165.17857142857142,0.0022902994,59.528279212191414,0.34668788,4.410714285714286,43.910714285714285,5.589285714285714,13188,65219.99797177315,26.606122612729596,73.39387738727035,61.107142857142854,1849860,0.0
-8.46426158144199,0.006276963,233927.11111111112,0.0024228198,-115.23809523809524,0.0024228198,55.737170124741354,0.2901446,6.238095238095238,47.95238095238095,3.761904761904762,13251,65582.35201954842,20.179204449359286,79.82079555064072,57.111111111111114,1859954,0.0
-9.36462977494694,0.006409364,236157.90163934426,0.002673651,-145.7377049180328,0.002673651,56.19546971773826,0.3021191,2.80327868852459,47.50819672131148,7.19672131147541,13312,65939.87086367607,24.94516989529498,75.05483010470502,57.65573770491803,1869929,0.0
-8.391620661146252,0.005374386,231820.38709677418,0.002212019,-119.19354838709677,0.002212019,55.1851260386085,0.28425837,5.145161290322581,48.596774193548384,4.854838709677419,13374,66304.24192285538,20.842139568661292,79.1578604313387,56.596774193548384,1879914,0.0
-8.70269286747909,0.0056373696,230631.2258064516,0.0022585106,-118.70967741935483,0.0022585106,54.88133206393221,0.28056687,3.8225806451612905,48.95161290322581,6.17741935483871,13436,66653.84576654434,20.991678200789227,79.00832179921078,56.306451612903224,1889850,0.0
-9.0951076443451,0.0070256763,233736.25806451612,0.0027725669,-132.90322580645162,0.0027725669,55.650451116441914,0.2732066,4.370967741935484,48.08064516129032,5.629032258064516,13498,67011.42890381813,22.921442659378204,77.07855734062177,57.064516129032256,1899927,0.0
-7.717147418606081,0.004596084,230400.0,0.0016617444,-111.0,0.0016617444,54.87155569510511,0.26119202,5.883333333333334,48.916666666666664,4.116666666666666,13558,67366.0024638176,19.67025528937249,80.3297447106275,56.25,1909963,0.0
-8.633831429751504,0.0064687575,233402.57627118644,0.0025996454,-121.1864406779661,0.0025996454,55.53800058314827,0.26458228,5.8474576271186445,48.23728813559322,4.1525423728813555,13617,67728.46475172043,21.2853386500291,78.71466134997092,56.983050847457626,1919909,0.0
-8.385030705643299,0.005811372,235997.86666666667,0.0019789045,-123.5,0.0019789045,56.170092885092814,0.2708865,5.65,47.53333333333333,4.35,13677,68076.73123264313,21.277343433501606,78.72265656649837,57.61666666666667,1929999,0.0
-8.298020179503927,0.0058292346,229785.6,0.002490064,-117.83333333333333,0.002490064,54.69123562318906,0.2700038,6.1,49.15,3.9,13737,68424.71405434608,20.88917852075483,79.11082147924516,56.1,1939852,0.0
-8.891514533066978,0.0055473205,230316.0655737705,0.0021110545,-124.75409836065573,0.0021110545,54.84520076585843,0.2566509,5.901639344262295,48.950819672131146,4.098360655737705,13798,68789.2990899086,22.17733239946334,77.82266760053668,56.22950819672131,1949932,0.0
-7.7898084134125165,0.005746134,227464.53333333333,0.0020374593,-109.66666666666667,0.0020374593,54.17811402395151,0.24898347,5.616666666666666,49.666666666666664,4.383333333333334,13858,69141.76874279976,19.7863702109174,80.21362978908259,55.53333333333333,1959989,0.0
-8.765152959400334,0.006844573,228612.33898305084,0.002193681,-120.50847457627118,0.002193681,54.467153968875365,0.27717188,5.4576271186440675,49.33898305084746,4.5423728813559325,13917,69509.61819291115,21.576308751770792,78.4236912482292,55.813559322033896,1969965,0.0
-8.34247342606811,0.005614017,239651.9298245614,0.0024900953,-122.98245614035088,0.0024900953,57.03497404631242,0.30466565,5.807017543859649,46.59649122807018,4.192982456140351,13974,69868.16111850739,20.928957874916776,79.07104212508321,58.50877192982456,1979812,0.0
-8.11424195295002,0.005114307,233949.86666666667,0.0020444312,-118.66666666666667,0.0020444312,55.706610690855,0.29893193,5.216666666666667,48.016666666666666,4.783333333333333,14034,70214.84949707985,20.562603160826782,79.4373968391732,57.11666666666667,1989857,0.0
-8.335759905511258,0.00559322,232348.90322580645,0.0022419598,-118.38709677419355,0.0022419598,55.33246977643831,0.2782593,5.129032258064516,48.41935483870968,4.870967741935484,14096,70558.52947211266,20.872074119942702,79.12792588005728,56.725806451612904,1999925,0.0
-8.245238891380373,0.006930293,222526.95081967214,0.0030670278,-113.60655737704919,0.0030670278,52.985511530295454,0.29302773,4.344262295081967,50.98360655737705,5.655737704918033,14157,70905.49483442307,20.93002884994553,79.06997115005446,54.32786885245902,2009899,0.0
-6.984347760712286,0.005763667,229510.29508196723,0.0021852045,-100.0,0.0021852045,54.6603752578216,0.3139906,5.180327868852459,49.14754098360656,4.819672131147541,14218,71235.80028939247,17.783151269000204,82.21684873099977,56.032786885245905,2019914,0.0
-8.988435838178065,0.0059086373,241664.0,0.0027629847,-135.16666666666666,0.0027629847,57.492435491123516,0.31877956,4.483333333333333,46.11666666666667,5.516666666666667,14278,71564.93033695221,22.551374385577937,77.44862561442206,59.0,2029974,0.0
-8.265106936811296,0.006389824,231353.37931034484,0.0035396616,-122.24137931034483,0.0035396616,55.0957162696875,0.31258658,4.603448275862069,48.672413793103445,5.396551724137931,14336,71885.92837262154,21.324137286506886,78.67586271349313,56.48275862068966,2039925,0.0
-8.833588217760944,0.006907389,235308.1379310345,0.0034124262,-135.86206896551724,0.0034124262,55.985081800448654,0.30162534,3.3793103448275863,47.758620689655174,6.620689655172414,14394,72212.86575865746,22.839625564117593,77.16037443588239,57.44827586206897,2049937,0.0
-9.11545301590891,0.006951981,234390.06896551725,0.0057238787,-135.51724137931035,0.0057238787,55.78853057453398,0.28474683,3.4655172413793105,47.94827586206897,6.5344827586206895,14452,72519.84212875366,23.12275310404457,76.87724689595547,57.224137931034484,2059872,0.0
-7.541104137044254,0.004541835,231424.0,0.0035271079,-104.35483870967742,0.0035271079,55.104397973973796,0.28205594,5.112903225806452,48.67741935483871,4.887096774193548,14514,72843.54254937172,18.405318774348732,81.59468122565127,56.5,2069974,0.0
-7.373425895105166,0.0055381837,232397.6393442623,0.0023065484,-103.93442622950819,0.0023065484,55.310945953888876,0.27571073,4.737704918032787,48.47540983606557,5.262295081967213,14575,73132.67961215973,18.394172198671818,81.6058278013282,56.73770491803279,2079949,0.0
-8.086863801909299,0.004378654,230517.50819672132,0.0019189892,-112.45901639344262,0.0019189892,54.87665467862669,0.2816878,4.770491803278689,48.9344262295082,5.229508196721311,14636,73430.09261608124,20.0951817349611,79.90481826503891,56.278688524590166,2089990,0.0
-8.201409043695714,0.00570859,232847.18644067796,0.0020558003,-118.64406779661017,0.0020558003,55.43486135796971,0.2922282,4.745762711864407,48.32203389830509,5.254237288135593,14695,73706.16932964325,20.686355687182584,79.3136443128174,56.847457627118644,2099884,0.0
-9.607134301473662,0.0064935964,237638.62068965516,0.0028434594,-147.58620689655172,0.0028434594,56.59783380993212,0.2939361,3.4827586206896552,47.03448275862069,6.517241379310345,14753,73992.02029561996,25.028318529732676,74.9716814702673,58.01724137931034,2109973,0.0
-7.940400525807213,0.0049955454,231666.98305084746,0.0016960602,-111.69491525423729,0.0016960602,55.12262295434614,0.26406336,4.440677966101695,48.69491525423729,5.559322033898305,14812,74290.85630249977,19.701634699902577,80.2983653000974,56.559322033898304,2119840,0.0
-8.601411718085064,0.006283054,231121.83606557376,0.0020088018,-119.67213114754098,0.0020088018,55.04040779435279,0.28202242,4.475409836065574,48.73770491803279,5.524590163934426,14873,74599.70217633247,21.113383434550272,78.8866165654497,56.42622950819672,2129857,0.0
-7.8317295131501545,0.0061050435,233539.1475409836,0.0019307751,-110.98360655737704,0.0019307751,55.599764326243076,0.27667123,3.8524590163934427,48.14754098360656,6.147540983606557,14934,74913.18223547935,19.45120278248405,80.54879721751597,57.01639344262295,2139888,0.0
-8.11586585765736,0.006544483,228517.16129032258,0.002210804,-111.29032258064517,0.002210804,54.434013635686746,0.2823444,3.435483870967742,49.38709677419355,6.564516129032258,14996,75229.39799427986,19.89997720403041,80.10002279596956,55.79032258064516,2149830,0.0
-8.092405043516186,0.0065963683,232397.6393442623,0.002342655,-117.04918032786885,0.002342655,55.31920165408814,0.2682931,2.377049180327869,48.459016393442624,7.622950819672131,15057,75548.94834661484,20.5746564218063,79.42534357819369,56.73770491803279,2159916,0.0
-8.571319704402306,0.005733833,230786.09836065574,0.0025037096,-125.57377049180327,0.0025037096,54.970008335272716,0.27038786,2.639344262295082,48.80327868852459,7.360655737704918,15118,75874.94116091728,22.0885324159306,77.9114675840694,56.34426229508197,2169902,0.0
-7.2885850178687255,0.0059876293,226690.09836065574,0.002862954,-101.9672131147541,0.002862954,53.99459529639675,0.26364225,4.032786885245901,49.868852459016395,5.967213114754099,15179,76187.94255137444,18.36150170068654,81.63849829931347,55.34426229508197,2179940,0.0
-7.90992940772491,0.006572576,224949.67741935485,0.0026456988,-110.0,0.0026456988,53.51593835886137,0.26261157,3.935483870967742,50.45161290322581,6.064516129032258,15241,76510.013174057,20.018495212261726,79.98150478773826,54.91935483870968,2189940,0.0
-8.134670802763686,0.0058635497,224512.0,0.0025396727,-117.5,0.0025396727,53.44350455944338,0.25401774,3.03125,50.5,6.96875,15305,76829.17236065865,21.349849763668562,78.65015023633144,54.8125,2199973,0.0
-7.0929300567951215,0.004930667,229571.04761904763,0.0017001006,-95.55555555555556,0.0017001006,54.670701559277475,0.24043594,5.73015873015873,49.142857142857146,4.26984126984127,15368,77145.53344392776,17.065548537957284,82.93445146204269,56.04761904761905,2209936,0.0
-8.260499515432393,0.0067115035,234747.80327868852,0.002793705,-115.73770491803279,0.002793705,55.907933341583814,0.26986668,5.508196721311475,47.78688524590164,4.491803278688525,15429,77457.5084810257,20.0248456634002,79.97515433659977,57.31147540983606,2219947,0.0
-8.099811272039975,0.0054566907,234009.18032786885,0.0020266974,-120.32786885245902,0.0020266974,55.744841029241606,0.24966082,3.6721311475409837,47.950819672131146,6.327868852459017,15490,77756.76091957092,20.961688671494144,79.03831132850586,57.131147540983605,2229918,0.0
-7.953670157128633,0.0058554932,232756.82539682538,0.0021864984,-111.74603174603175,0.0021864984,55.412975339427135,0.2725264,4.888888888888889,48.34920634920635,5.111111111111111,15553,78067.94750452042,19.81997549225212,80.18002450774787,56.82539682539682,2239991,0.0
