MtR,meankl,Tbt,optimgain,TtR,surrgain,Ptt,entropy,AttNC,Tmc,AttC,EpisodesSoFar,TimeElapsed,MpbtN,MpbtA,Tmt,TimestepsSoFar,entloss
-11.200286111736887,0.0041768607,246420.64516129033,0.0014518705,-153.06451612903226,0.0014518705,58.63122961249864,0.36541116,5.5,44.87096774193548,4.5,3350,11339.616863489151,25.506493404800306,74.4935065951997,60.16129032258065,269992,0.0
-11.234766844695514,0.0053816335,247940.12903225806,0.0016724335,-165.32258064516128,0.0016724335,58.999245529709306,0.3278332,2.4838709677419355,44.46774193548387,7.516129032258065,3412,11655.666633844376,27.247277555041713,72.75272244495827,60.53225806451613,279967,0.0
-11.377424714926898,0.0074227946,247079.05084745763,0.0025761775,-164.40677966101694,0.0025761775,58.789416405721816,0.3908779,4.4576271186440675,44.69491525423729,5.5423728813559325,3471,11980.850839853287,27.18216684608568,72.81783315391432,60.32203389830509,289846,0.0
-11.165632487652442,0.0054062945,249270.85714285713,0.0013022772,-163.8095238095238,0.0013022772,59.2889995675805,0.329106,2.0952380952380953,44.17460317460318,7.904761904761905,3534,12305.340917110443,26.80565529366774,73.19434470633227,60.857142857142854,299936,0.0
-10.830873257953536,0.0035182824,240342.70967741936,0.0013920978,-150.32258064516128,0.0013920978,57.21590037244776,0.36181504,4.403225806451613,46.38709677419355,5.596774193548387,3596,12650.180200576782,25.669047133705433,74.33095286629458,58.67741935483871,309872,0.0
-11.356647532180306,0.002955249,243778.06451612903,0.001287232,-165.6451612903226,0.001287232,58.01463019689308,0.37785304,2.7903225806451615,45.53225806451613,7.209677419354839,3658,12980.570111513138,27.73101753592439,72.2689824640756,59.516129032258064,319979,0.0
-10.799768255086173,0.0034752626,245896.53333333333,0.0013797532,-159.16666666666666,0.0013797532,58.5204359955065,0.34895173,2.716666666666667,44.983333333333334,7.283333333333333,3718,13317.274698257446,26.345588393007272,73.65441160699272,60.03333333333333,329927,0.0
-10.514949582709983,0.004022393,243484.44444444444,0.0016476425,-145.71428571428572,0.0016476425,57.932548503066656,0.3550976,4.682539682539683,45.63492063492063,5.317460317460317,3781,13625.204263925552,24.529169710642822,75.4708302893572,59.44444444444444,339916,0.0
-10.696476444597664,0.0039144447,242201.18032786885,0.0013922006,-151.14754098360655,0.0013922006,57.64262808988993,0.37816978,3.9836065573770494,45.9344262295082,6.016393442622951,3842,13924.925323486328,25.54829067472776,74.45170932527222,59.131147540983605,349946,0.0
-11.148430431485533,0.0047140187,244589.7142857143,0.002109488,-167.61904761904762,0.002109488,58.191799618190856,0.3550671,2.5555555555555554,45.34920634920635,7.444444444444445,3905,14223.988599300385,27.80046017200861,72.19953982799143,59.714285714285715,359994,0.0
-10.425180212440516,0.0033732362,238865.06666666668,0.0016632566,-148.5,0.0016632566,56.866207057370154,0.36728182,2.716666666666667,46.766666666666666,7.283333333333333,3965,14520.17077088356,25.368515595600083,74.63148440439993,58.31666666666667,369812,0.0
-10.085095393340117,0.0025676142,236224.0,0.0011749608,-142.5,0.0011749608,56.28350408564729,0.3492384,2.921875,47.359375,7.078125,4029,14849.879596233368,24.655832869034914,75.34416713096508,57.671875,379914,0.0
-10.64202518624542,0.0043680747,237568.0,0.0014202549,-148.75,0.0014202549,56.570201615060675,0.3494483,3.125,47.078125,6.875,4093,15191.611315488815,25.72471786705474,74.27528213294528,58.0,389921,0.0
-10.655109738130495,0.0033615264,239713.52380952382,0.0014536496,-152.85714285714286,0.0014536496,57.07173823284416,0.35041153,3.2222222222222223,46.53968253968254,6.777777777777778,4156,15535.160144090652,26.048273841308944,73.95172615869107,58.523809523809526,399877,0.0
-10.519374800617763,0.0034052662,234396.90322580645,0.0015014113,-149.03225806451613,0.0015014113,55.80646047547223,0.34088892,2.935483870967742,47.91935483870968,7.064516129032258,4218,15884.18319106102,25.99221365396539,74.0077863460346,57.225806451612904,409877,0.0
-10.797920394577574,0.0043928153,243289.39682539683,0.0015267826,-158.25396825396825,0.0015267826,57.90335436011884,0.36964,2.857142857142857,45.65079365079365,7.142857142857143,4281,16229.949206113815,26.636218577787478,73.36378142221253,59.3968253968254,419986,0.0
-10.995485293501444,0.0034542028,244306.5806451613,0.0016588429,-162.41935483870967,0.0016588429,58.14273131785934,0.34575915,3.1774193548387095,45.38709677419355,6.82258064516129,4343,16566.69092273712,27.069499574446645,72.93050042555336,59.645161290322584,429968,0.0
-11.126749000974236,0.0044904663,239985.31147540984,0.0015546265,-156.0655737704918,0.0015546265,57.12492186481971,0.33483166,5.049180327868853,46.49180327868852,4.950819672131147,4404,16902.03794193268,26.5051283311092,73.49487166889081,58.59016393442623,439949,0.0
-10.576997098182469,0.0044273175,239179.54098360657,0.0017939182,-147.37704918032787,0.0017939182,56.93923954960494,0.3595045,4.704918032786885,46.68852459016394,5.295081967213115,4465,17251.865736484528,25.188927408193038,74.81107259180699,58.39344262295082,449873,0.0
-12.28618906980905,0.004500437,245248.0,0.001673097,-182.8125,0.001673097,58.353702508817435,0.35797733,2.515625,45.171875,7.484375,4529,17591.813181638718,30.20524430035932,69.7947556996407,59.875,459961,0.0
-11.817480774866299,0.0029584565,239616.0,0.0014002362,-165.6451612903226,0.0014002362,57.04032276339915,0.34019282,4.419354838709677,46.58064516129032,5.580645161290323,4591,17952.309987068176,28.356115696287617,71.6438843037124,58.5,469909,0.0
-10.252069511627226,0.0046663503,237763.04761904763,0.0019537017,-140.63492063492063,0.0019537017,56.63679720002584,0.33138087,4.968253968253968,46.98412698412698,5.031746031746032,4654,18315.91986846924,24.21057484075775,75.78942515924224,58.04761904761905,479990,0.0
-11.290016148035217,0.006266398,235032.38095238095,0.0019890189,-150.95238095238096,0.0019890189,55.93775456641012,0.3668242,6.095238095238095,47.79365079365079,3.9047619047619047,4717,18671.139717578888,26.402898159349213,73.5971018406508,57.38095238095238,489941,0.0
-10.648379133517333,0.0046774764,239680.0,0.0017868384,-153.90625,0.0017868384,57.04827356612879,0.37187994,2.578125,46.578125,7.421875,4781,19020.88196992874,26.214496439312484,73.78550356068753,58.515625,499918,0.0
-11.026901812214037,0.004186839,243778.06451612903,0.0015212524,-159.83870967741936,0.0015212524,58.039390768748426,0.34632388,4.967741935483871,45.483870967741936,5.032258064516129,4843,19368.687821626663,26.780689810125363,73.21931018987466,59.516129032258064,509861,0.0
-10.738990952733538,0.0059603774,244240.51612903227,0.0023120486,-153.70967741935485,0.0023120486,58.137662951342634,0.31302074,6.225806451612903,45.38709677419355,3.774193548387097,4905,19725.759928703308,25.646941575228137,74.35305842477187,59.62903225806452,519849,0.0
-10.956363306174744,0.008872804,239778.53968253967,0.0031130554,-146.5079365079365,0.0031130554,57.07858952275196,0.3734762,6.476190476190476,46.53968253968254,3.5238095238095237,4968,20080.180222272873,24.940614628865756,75.05938537113423,58.53968253968254,529965,0.0
-11.399793657216616,0.004835316,247255.3650793651,0.0016996167,-176.82539682539684,0.0016996167,58.837707200505115,0.4203863,2.0476190476190474,44.63492063492063,7.9523809523809526,5031,20426.541023015976,29.135877602508955,70.86412239749104,60.36507936507937,539996,0.0
-11.346963282577407,0.004525466,248354.13333333333,0.001294715,-168.5,0.001294715,59.07557984325586,0.38921675,3.533333333333333,44.4,6.466666666666667,5091,20767.77434515953,27.710233625909833,72.28976637409018,60.63333333333333,549874,0.0
-9.777048744929552,0.0043481765,239193.39682539683,0.0018044617,-137.14285714285714,0.0018044617,56.950328572663956,0.38601017,5.650793650793651,46.666666666666664,4.349206349206349,5154,21112.89566063881,23.50165807168534,76.49834192831464,58.3968253968254,559896,0.0
-10.306793603036315,0.0060219713,245558.55737704918,0.0015575943,-153.27868852459017,0.0015575943,58.43013526319947,0.36760634,3.377049180327869,45.08196721311475,6.622950819672131,5215,21431.623244524002,25.404793557265968,74.59520644273405,59.950819672131146,569883,0.0
-9.96267549170394,0.0038130896,240342.70967741936,0.0010552243,-139.83870967741936,0.0010552243,57.19169897354031,0.32762805,4.983870967741935,46.435483870967744,5.016129032258065,5277,21750.44351029396,23.753469661231026,76.24653033876896,58.67741935483871,579902,0.0
-10.0681916607808,0.0071576317,239515.2786885246,0.0022640405,-138.36065573770492,0.0022640405,57.00840311080001,0.36967203,5.721311475409836,46.622950819672134,4.278688524590164,5338,22058.98859143257,23.73620258169153,76.26379741830844,58.47540983606557,589893,0.0
-11.325874792986586,0.0060214894,244352.0,0.002275638,-169.53125,0.002275638,58.15551009858374,0.39816436,2.578125,45.375,7.421875,5402,22371.343781232834,28.102273147746654,71.89772685225334,59.65625,599953,0.0
-10.243223020103798,0.0060382667,236841.29032258064,0.0020512885,-146.1290322580645,0.0020512885,56.39862571618589,0.3433353,3.532258064516129,47.25806451612903,6.467741935483871,5464,22705.665791511536,25.009216090052707,74.9907839099473,57.82258064516129,609848,0.0
-10.416934376658935,0.006344733,235776.0,0.002053808,-141.09375,0.002053808,56.164497673534484,0.36937186,3.96875,47.5,6.03125,5528,23038.545434474945,24.60074994366796,75.39925005633204,57.5625,619890,0.0
-10.022753580138565,0.0047271755,239087.48387096773,0.0015445953,-144.19354838709677,0.0015445953,56.909790838342516,0.3568824,3.8548387096774195,46.725806451612904,6.145161290322581,5590,23392.688475608826,24.71523693566801,75.28476306433198,58.37096774193548,629848,0.0
-9.862139294287813,0.00487262,239648.50793650793,0.0016155735,-137.14285714285714,0.0016155735,57.04804105221545,0.36892468,5.587301587301587,46.57142857142857,4.412698412698413,5653,23743.59275150299,23.471865195988524,76.52813480401147,58.507936507936506,639896,0.0
-11.46675684622419,0.0061063026,251562.66666666666,0.0018637094,-176.66666666666666,0.0018637094,59.84056631856408,0.40515617,2.85,43.56666666666667,7.15,5713,24097.697744846344,28.59543376898035,71.40456623101964,61.416666666666664,649948,0.0
-9.020628421624254,0.005560553,240871.2258064516,0.001622273,-127.41935483870968,0.001622273,57.320236991340785,0.31444547,4.096774193548387,46.29032258064516,5.903225806451613,5775,24452.766729831696,21.70125467193752,78.29874532806247,58.806451612903224,659833,0.0
-11.302586579818556,0.0070143193,238656.0,0.0021887682,-152.1875,0.0021887682,56.80006305195251,0.33089525,5.625,46.859375,4.375,5839,24822.708751916885,26.104298651533917,73.89570134846612,58.265625,669928,0.0
-10.830865179593067,0.0040841997,241013.84126984127,0.0014974716,-155.55555555555554,0.0014974716,57.32221292422895,0.3460778,3.6825396825396823,46.317460317460316,6.317460317460317,5902,25183.667035102844,26.33119793334398,73.668802066656,58.84126984126984,679929,0.0
-9.69793699402907,0.0039871526,228672.0,0.0019015942,-134.21875,0.0019015942,54.472235069388425,0.34582484,4.515625,49.34375,5.484375,5966,25545.527017593384,24.048431923910442,75.95156807608957,55.828125,689957,0.0
-11.001288414747174,0.0044583916,237568.0,0.0014620147,-162.5,0.0014620147,56.54636331087361,0.3515704,2.546875,47.125,7.453125,6030,25904.46487236023,27.73410205458347,72.26589794541654,58.0,699951,0.0
-10.029342699754372,0.005576327,236072.6349206349,0.002191479,-142.22222222222223,0.002191479,56.19204785486059,0.31453186,4.412698412698413,47.507936507936506,5.587301587301587,6093,26257.36803627014,24.494632338340505,75.50536766165946,57.63492063492063,709868,0.0
-10.169192791338375,0.004885341,233472.0,0.0018085343,-139.84126984126985,0.0018085343,55.571269837201584,0.31624362,4.380952380952381,48.19047619047619,5.619047619047619,6156,26616.31759405136,24.52556692163307,75.47443307836693,57.0,719969,0.0
-10.181193331514756,0.005903352,232951.87301587302,0.0021889783,-134.76190476190476,0.0021889783,55.512021512983104,0.34019962,4.238095238095238,48.19047619047619,5.761904761904762,6219,26963.89070558548,23.742196569702283,76.25780343029771,56.87301587301587,729973,0.0
-9.68217685636987,0.005622007,234727.2258064516,0.002437486,-137.90322580645162,0.002437486,55.88041271420183,0.33503148,3.9193548387096775,47.83870967741935,6.080645161290323,6281,27317.964543819427,23.902011352885747,76.09798864711425,57.306451612903224,739886,0.0
-9.947670262566987,0.005500764,231040.0,0.0021382559,-137.03125,0.0021382559,55.01134397787981,0.36100262,4.234375,48.78125,5.765625,6345,27678.512114286423,24.348974595597035,75.65102540440296,56.40625,749915,0.0
-10.14307674715173,0.0053504286,234102.15384615384,0.0024263952,-144.46153846153845,0.0024263952,55.7340109847193,0.36184272,2.5538461538461537,48.0,7.446153846153846,6410,28032.324012041092,25.031545134282286,74.9684548657177,57.15384615384615,759988,0.0
-10.275517608776292,0.0037623597,236592.7619047619,0.0015876044,-149.04761904761904,0.0015876044,56.334997871004894,0.3566138,3.111111111111111,47.333333333333336,6.888888888888889,6473,28393.297984838486,25.647611995940867,74.35238800405912,57.76190476190476,769970,0.0
-10.092238887162473,0.004636449,234512.25396825396,0.0019657193,-143.015873015873,0.0019657193,55.85662869631334,0.35325968,3.619047619047619,47.84126984126984,6.380952380952381,6536,28736.04208636284,25.008537458061138,74.99146254193887,57.25396825396825,779954,0.0
-9.993667356498431,0.0059517818,233797.07936507938,0.0016804454,-136.5079365079365,0.0016804454,55.70046159983341,0.35994196,3.6984126984126986,48.0,6.301587301587301,6599,29083.93617773056,23.900506410030037,76.09949358997001,57.07936507936508,789897,0.0
-11.274271703231314,0.0053317663,251522.16949152542,0.002284911,-174.57627118644066,0.002284911,59.806632968127694,0.4022487,4.220338983050848,43.6271186440678,5.779661016949152,6658,29412.723977804184,28.074627359779686,71.92537264022032,61.40677966101695,799928,0.0
-9.733977296124875,0.0042601926,236288.0,0.0014812164,-133.125,0.0014812164,56.260325525614675,0.32704824,5.5625,47.421875,4.4375,6722,29734.70341348648,23.044088507816227,76.95591149218376,57.6875,809986,0.0
-10.23225248102592,0.0050781155,232384.0,0.0015930829,-139.6875,0.0015930829,55.359593230911535,0.35514972,4.546875,48.375,5.453125,6786,30051.33674645424,24.582247750171163,75.41775224982878,56.734375,819857,0.0
-12.569571459677,0.006246537,245940.70588235295,0.0019650906,-189.7058823529412,0.0019650906,58.50491028194508,0.35384423,2.426470588235294,45.01470588235294,7.573529411764706,6854,30366.62446498871,30.84389139423731,69.1561086057627,60.044117647058826,829972,0.0
-9.990717835451955,0.006595068,235877.5873015873,0.002435857,-139.68253968253967,0.002435857,56.16502325004027,0.3693726,5.222222222222222,47.523809523809526,4.777777777777778,6917,30701.709037303925,24.22538607797205,75.77461392202795,57.58730158730159,839862,0.0
-13.688288524839349,0.0067633144,251620.43076923076,0.0022580668,-216.92307692307693,0.0022580668,59.89467801618041,0.40527323,1.646153846153846,43.47692307692308,8.353846153846154,6982,31028.424038887024,34.53096236596074,65.46903763403927,61.43076923076923,849861,0.0
-11.22094980844168,0.005882108,241267.61290322582,0.0021549398,-168.2258064516129,0.0021549398,57.41199591937175,0.36607462,3.3225806451612905,46.193548387096776,6.67741935483871,7044,31369.4454267025,28.184129280868635,71.81587071913137,58.903225806451616,859911,0.0
-9.887543022883497,0.004182624,230026.15873015873,0.0013797781,-134.28571428571428,0.0013797781,54.758980870763374,0.31435996,5.0,49.06349206349206,5.0,7107,31708.746797561646,24.017528471726433,75.98247152827356,56.15873015873016,869886,0.0
-8.974863663479939,0.006517071,230481.26984126985,0.001987498,-126.82539682539682,0.001987498,54.856938159746264,0.32379475,4.2063492063492065,48.96825396825397,5.7936507936507935,7170,32064.408779382706,22.428405108055692,77.57159489194432,56.26984126984127,879863,0.0
-9.241774852332934,0.0044871746,225984.0,0.0013622089,-125.9375,0.0013622089,53.799590399589235,0.32145014,4.9375,50.109375,5.0625,7234,32403.257607460022,22.873076111363783,77.1269238886362,55.171875,889950,0.0
-9.257881597093782,0.0045996257,231936.0,0.002029231,-126.25,0.002029231,55.22663270297744,0.31817737,3.75,48.546875,6.25,7298,32749.84053516388,22.259031257329685,77.74096874267035,56.625,899971,0.0
-9.712014918457918,0.005535397,230848.0,0.0023635998,-132.65625,0.0023635998,54.975231859619065,0.3394142,3.6875,48.8125,6.3125,7362,33090.84640622139,23.457959408668266,76.54204059133173,56.359375,909872,0.0
-10.077444832509405,0.0038128681,236787.80952380953,0.0019126453,-149.84126984126985,0.0019126453,56.38207169469618,0.3698825,3.873015873015873,47.285714285714285,6.126984126984127,7425,33439.39070010185,25.407900540163176,74.59209945983686,57.80952380952381,919815,0.0
-8.366233513438234,0.0062026903,233081.90476190476,0.0023418094,-119.2063492063492,0.0023418094,55.46391324929315,0.3211353,4.634920634920635,48.317460317460316,5.365079365079365,7488,33787.381741046906,20.72563524422801,79.27436475577197,56.904761904761905,929877,0.0
-9.37850527760444,0.005696638,234732.3076923077,0.0028076868,-125.23076923076923,0.0028076868,55.86692576163225,0.32848945,5.553846153846154,47.87692307692308,4.446153846153846,7553,34135.31889271736,21.898625310463824,78.10137468953616,57.30769230769231,939944,0.0
-10.274197958274788,0.0068008355,243191.3220338983,0.0029589098,-155.08474576271186,0.0029589098,57.877130839041975,0.3530061,4.305084745762712,45.67796610169491,5.694915254237288,7612,34474.90886712074,25.621620189449615,74.37837981055041,59.3728813559322,949824,0.0
-10.13776874764232,0.0068791304,233211.9365079365,0.002388759,-135.3968253968254,0.002388759,55.55638567174869,0.31721032,6.238095238095238,48.15873015873016,3.761904761904762,7675,34816.32337450981,23.69825608133194,76.30174391866808,56.93650793650794,959865,0.0
-12.387061972774294,0.007642021,247015.2258064516,0.0026619816,-195.96774193548387,0.0026619816,58.739357914588425,0.35182488,2.467741935483871,44.774193548387096,7.532258064516129,7737,35138.16851067543,31.696507076142325,68.30349292385766,60.306451612903224,969949,0.0
-9.800662133823668,0.00597736,237369.8064516129,0.0022295213,-135.80645161290323,0.0022295213,56.53142344223992,0.314115,4.306451612903226,47.11290322580645,5.693548387096774,7799,35461.056559085846,23.30844575513715,76.69155424486283,57.95161290322581,979901,0.0
-9.484498216096583,0.006230646,234496.0,0.002369218,-133.28125,0.002369218,55.83087650528795,0.341955,3.984375,47.890625,6.015625,7863,35764.732330322266,23.270771263163287,76.72922873683672,57.25,989903,0.0
-9.929971905237652,0.008017804,241536.0,0.0025034302,-143.59375,0.0025034302,57.481776706586025,0.33916497,4.203125,46.109375,5.796875,7927,36091.298515081406,24.06555940253376,75.93444059746622,58.96875,999975,0.0
-8.167516487135181,0.0056442018,235072.0,0.0022071588,-113.4375,0.0022071588,55.99445159111732,0.3229624,6.421875,47.6875,3.578125,7991,36415.70582127571,19.789945656828056,80.21005434317192,57.390625,1009869,0.0
-8.343332068879029,0.0051164837,236160.0,0.0021482417,-116.40625,0.0021482417,56.22282207557948,0.31490907,5.8125,47.46875,4.1875,8055,36760.24720811844,20.156948950010978,79.84305104998903,57.65625,1019917,0.0
-8.553041054011477,0.0059377565,230592.0,0.0019133771,-114.53125,0.0019133771,54.92306440571664,0.32604423,5.015625,48.859375,4.984375,8119,37095.28689074516,20.43686188744618,79.56313811255382,56.296875,1029922,0.0
-9.03892143561819,0.0060989503,231744.0,0.0026971838,-125.3125,0.0026971838,55.18964340749939,0.34404257,6.25,48.578125,3.75,8183,37449.739428043365,22.1785526935874,77.82144730641255,56.578125,1039927,0.0
-8.942423808754317,0.0081415055,234030.54545454544,0.0028403436,-127.57575757575758,0.0028403436,55.73294433611328,0.33151892,5.0,47.984848484848484,5.0,8249,37812.84415125847,22.207991375570685,77.79200862442929,57.13636363636363,1049985,0.0
-9.534419206502568,0.0063634,239351.74193548388,0.0023326795,-138.2258064516129,0.0023326795,56.99596956869376,0.34987274,6.306451612903226,46.61290322580645,3.693548387096774,8311,38190.549674749374,23.657071009052313,76.34292899094768,58.435483870967744,1059873,0.0
-9.356878590257288,0.006761632,240832.0,0.002093559,-132.96875,0.002093559,57.32688544748022,0.36430874,5.96875,46.265625,4.03125,8375,38566.64172792435,22.557031746983107,77.4429682530169,58.796875,1069881,0.0
-10.420883145609015,0.0067879567,245263.51515151514,0.0026356336,-157.42424242424244,0.0026356336,58.36545223301199,0.35235164,3.8333333333333335,45.15151515151515,6.166666666666667,8441,38939.527333498,25.779835405222364,74.22016459477764,59.878787878787875,1079982,0.0
-9.105944585081847,0.0050503034,229506.03174603175,0.0014663351,-128.73015873015873,0.0014663351,54.62521420324478,0.3344539,3.7777777777777777,49.22222222222222,6.222222222222222,8504,39302.429525613785,22.785811325583815,77.2141886744162,56.03174603174603,1089898,0.0
-9.005303544515323,0.0062715053,235877.5873015873,0.0017532506,-127.46031746031746,0.0017532506,56.16211972265337,0.2994385,5.666666666666667,47.523809523809526,4.333333333333333,8567,39663.94556117058,21.938270615848765,78.06172938415122,57.58730158730159,1099891,0.0
-9.060098625580444,0.0058537987,225408.0,0.002638628,-121.40625,0.002638628,53.659321196341935,0.30432063,5.65625,50.265625,4.34375,8631,40026.034677028656,22.20824454074195,77.79175545925808,55.03125,1109902,0.0
-13.541961318861098,0.007298042,255820.35087719298,0.002712523,-208.94736842105263,0.002712523,60.838914609256136,0.36679962,3.807017543859649,42.49122807017544,6.192982456140351,8688,40351.32621884346,32.87682514002045,67.12317485997954,62.45614035087719,1119864,0.0
-10.35635545310786,0.0067894966,238757.16129032258,0.0028646716,-141.93548387096774,0.0028646716,56.83551371514643,0.29088545,5.193548387096774,46.806451612903224,4.806451612903226,8750,40682.95564007759,24.23936433315497,75.76063566684503,58.29032258064516,1129902,0.0
