EpisodesSoFar,TtR,AttNC,entropy,Fce,TimestepsSoFar,optimgain,AttC,surrgain,MtR,meankl,TimeElapsed,entloss
14778,2499.0,10.0,-0.05099871,0.9996,3609872,0.0009152516,0.0,0.0009152516,142.82101402049267,0.0059644002,20546.965020656586,0.0
14818,2499.5,10.0,-0.11003857,0.9997999999999999,3619872,0.00037633628,0.0,0.00037633628,142.83801728797508,0.006153749,20590.33755326271,0.0
14858,2498.25,10.0,-0.09915925,0.9992999999999999,3629872,0.0007803394,0.0,0.0007803394,142.79758264795277,0.007224999,20633.628220319748,0.0
14898,2499.75,10.0,-0.06108197,0.9999,3639872,0.0007336521,0.0,0.0007336521,142.85658838479304,0.0048301234,20676.340716838837,0.0
14938,2500.0,10.0,-0.045188468,1.0,3649872,0.00054138695,0.0,0.00054138695,142.8784238871937,0.0067718746,20719.436324834824,0.0
14978,2500.0,10.0,-0.048112486,1.0,3659872,0.0003088703,0.0,0.0003088703,142.8784238871937,0.0048659425,20762.115350961685,0.0
15018,2499.75,10.0,-0.03213309,0.9999,3669872,0.0004927475,0.0,0.0004927475,142.8659687581258,0.002196968,20805.204063653946,0.0
15058,2500.0,10.0,0.0045063496,1.0,3679872,0.0009851867,0.0,0.0009851867,142.8784238871937,0.008188148,20848.32854604721,0.0
15098,2500.0,10.0,-0.018901825,1.0,3689872,0.0008888311,0.0,0.0008888311,142.8784238871937,0.007796876,20892.389874219894,0.0
15138,2499.5,10.0,-0.063678816,0.9998000000000001,3699872,0.0006140356,0.0,0.0006140356,142.84223626259373,0.004881725,20936.691026449203,0.0
15178,2499.0,10.0,-0.030870449,0.9996,3709872,0.0013700132,0.0,0.0013700132,142.82145803208581,0.007620495,20979.480174303055,0.0
15218,2499.25,10.0,-0.060554758,0.9997,3719872,0.0008894379,0.0,0.0008894379,142.84098792237964,0.005402678,21024.98251605034,0.0
15258,2499.75,10.0,-0.04553182,0.9998999999999999,3729872,0.0005517337,0.0,0.0005517337,142.85744667193438,0.0034208319,21070.30495738983,0.0
15298,2499.75,10.0,-0.0910263,0.9998999999999999,3739872,0.00077130395,0.0,0.00077130395,142.87068745179926,0.0040823366,21115.98663711548,0.0
15338,2499.0,10.0,-0.14522606,0.9996,3749872,0.0006948773,0.0,0.0006948773,142.81293448326474,0.006326177,21159.504801034927,0.0
15378,2499.75,10.0,-0.131647,0.9999,3759872,0.0003817968,0.0,0.0003817968,142.87099154752818,0.00309681,21202.64870786667,0.0
15418,2499.5,10.0,-0.08497625,0.9997999999999999,3769872,0.0009569484,0.0,0.0009569484,142.85151672256598,0.0059564374,21245.84688091278,0.0
15458,2499.25,10.0,-0.0732041,0.9997000000000001,3779872,0.0006476122,0.0,0.0006476122,142.8302887920191,0.0014403708,21289.050924301147,0.0
15498,2499.75,10.0,-0.041954074,0.9998999999999999,3789872,0.00073953805,0.0,0.00073953805,142.86046566511618,0.006001742,21332.13604593277,0.0
15538,2500.0,10.0,-0.032987554,1.0,3799872,0.00016935947,0.0,0.00016935947,142.8784238871937,0.00063171686,21375.76978135109,0.0
15578,2500.0,10.0,0.010309339,1.0,3809872,0.0007635191,0.0,0.0007635191,142.8784238871937,0.006808977,21418.94049167633,0.0
15618,2499.25,10.0,-0.03927609,0.9997,3819872,0.0004795766,0.0,0.0004795766,142.83144547942305,0.004951463,21461.536738157272,0.0
