Ptt,MpbtA,TimestepsSoFar,MpbtN,surrgain,optimgain,entropy,Tmc,entloss,AttC,meankl,EpisodesSoFar,AttNC,TimeElapsed,TtR,Tbt,MtR,Tmt
55.75285181385533,82.00527094176756,2909851,17.994729058232476,0.002391899,0.002391899,0.25662434,47.96363636363636,0.0,4.127272727272727,0.0051957984,19549,5.872727272727273,99191.60125255585,-103.63636363636364,234142.25454545455,-7.0832426039438126,57.163636363636364
57.54164150559769,76.33501903197423,2919998,23.66498096802578,0.0016793518,0.0016793518,0.2540276,46.035714285714285,0.0,5.946428571428571,0.0068876087,19605,4.053571428571429,99519.69184303284,-142.67857142857142,241737.14285714287,-9.047734462380705,59.017857142857146
55.955655559660045,78.80407868974322,2929990,21.195921310256793,0.0029905348,0.0029905348,0.2510291,47.74074074074074,0.0,4.777777777777778,0.005270883,19659,5.222222222222222,99857.14347696304,-125.0,234989.03703703705,-8.521020304249841,57.370370370370374
55.64885578539947,82.54903382961632,2939894,17.45096617038365,0.0024528673,0.0024528673,0.2531638,48.07017543859649,0.0,4.421052631578948,0.0064610103,19716,5.578947368421052,100182.30164647102,-99.82456140350877,233687.57894736843,-7.197826940998199,57.05263157894737
55.76475543569136,80.76765723792974,2949965,19.23234276207024,0.0019182019,0.0019182019,0.25358215,47.9622641509434,0.0,4.226415094339623,0.0041385544,19769,5.773584905660377,100517.55920243263,-110.75471698113208,234244.83018867925,-7.412001753308428,57.18867924528302
55.99885611531827,79.53906876095294,2959892,20.46093123904707,0.002832065,0.002832065,0.24578097,47.7037037037037,0.0,4.444444444444445,0.0059655774,19823,5.555555555555555,100849.48613142967,-118.88888888888889,235216.59259259258,-7.913123300788649,57.425925925925924
55.80921229036357,81.48644453535346,2969955,18.513555464646533,0.0032512182,0.0032512182,0.27274558,47.924528301886795,0.0,3.7547169811320753,0.0067936825,19876,6.245283018867925,101189.13604331017,-106.22641509433963,234476.679245283,-6.880284597784277,57.24528301886792
56.07881263551076,80.48850211588291,2979932,19.51149788411708,0.0026501874,0.0026501874,0.24779664,47.629629629629626,0.0,4.333333333333333,0.0060893823,19930,5.666666666666667,101526.74921345711,-112.5925925925926,235595.85185185185,-7.463330927093919,57.51851851851852
56.046122983144755,78.28155335729427,2989854,21.71844664270574,0.0022039118,0.0022039118,0.23475347,47.666666666666664,0.0,4.627450980392157,0.0061180894,19981,5.372549019607843,101876.71342086792,-127.84313725490196,235479.8431372549,-8.048528148509392,57.490196078431374
54.04642585826901,83.18726047646392,2999836,16.812739523536067,0.0024793206,0.0024793206,0.24391545,49.857142857142854,0.0,4.625,0.0065530115,20037,5.375,102223.21980071068,-93.39285714285714,227108.57142857142,-6.611443126817163,55.44642857142857
57.287138838866085,80.69128400556806,3009948,19.308715994431942,0.0019008493,0.0019008493,0.2413796,46.310344827586206,0.0,5.344827586206897,0.0054807262,20095,4.655172413793103,102557.1752102375,-115.0,240675.3103448276,-7.490781447193884,58.758620689655174
56.47696995062746,78.35937759551798,3019782,21.64062240448203,0.0027037524,0.0027037524,0.23624852,47.18867924528302,0.0,5.377358490566038,0.006471211,20148,4.622641509433962,102888.6199889183,-127.16981132075472,237258.8679245283,-7.945370404441981,57.924528301886795
55.73388751689974,82.48522579876243,3029973,17.51477420123759,0.0028027014,0.0028027014,0.24136512,47.98245614035088,0.0,5.245614035087719,0.007164579,20205,4.754385964912281,103212.23085093498,-100.52631578947368,234046.87719298244,-7.022065157013344,57.14035087719298
58.05108794868259,76.78013677379009,3039986,23.219863226209924,0.0027493706,0.0027493706,0.22027469,45.50909090909091,0.0,6.890909090909091,0.007627155,20260,3.109090909090909,103531.89606809616,-141.27272727272728,244047.12727272726,-8.382428565472518,59.58181818181818
55.8511974664102,82.02822966849041,3049880,17.971770331509585,0.0023643544,0.0023643544,0.22165811,47.875,0.0,5.339285714285714,0.006516538,20316,4.660714285714286,103840.94209623337,-103.75,234642.2857142857,-6.992406524081468,57.285714285714285
56.33255449580836,81.59890636103152,3059943,18.401093638968483,0.002742594,0.002742594,0.221988,47.357142857142854,0.0,3.9285714285714284,0.0066051213,20372,6.071428571428571,104135.36710548401,-106.96428571428571,236690.2857142857,-7.254465624194064,57.785714285714285
53.59173082438175,84.9610446058558,3069829,15.038955394144182,0.002316982,0.002316982,0.22596371,50.30357142857143,0.0,4.178571428571429,0.0052618766,20428,5.821428571428571,104420.45409703255,-82.5,224987.42857142858,-6.10459379345883,54.92857142857143
54.975616884398505,84.67781789716781,3079876,15.322182102832194,0.0026053889,0.0026053889,0.23682225,48.793103448275865,0.0,4.068965517241379,0.006725315,20486,5.931034482758621,104701.36771321297,-86.37931034482759,230788.41379310345,-6.366920712640533,56.3448275862069
58.96864481535773,71.24916962903708,3089967,28.750830370962937,0.0020090258,0.0020090258,0.18732902,44.483333333333334,0.0,7.566666666666666,0.007067919,20546,2.433333333333333,105005.48956155777,-182.33333333333334,247739.73333333334,-11.250979117188136,60.483333333333334
54.066677207549226,84.73225568003326,3099872,15.267744319966704,0.0020805902,0.0020805902,0.19867648,49.824561403508774,0.0,6.0701754385964914,0.004812455,20603,3.9298245614035086,105323.1032845974,-84.91228070175438,227148.35087719298,-5.841575681001133,55.45614035087719
53.57282962164037,84.59371801838621,3109988,15.406281981613816,0.002631193,0.002631193,0.21783227,50.3448275862069,0.0,5.482758620689655,0.00656497,20661,4.517241379310345,105648.53130412102,-84.13793103448276,224997.5172413793,-6.070255540252587,54.93103448275862
56.53023396960836,74.47457243429257,3119972,25.525427565707453,0.0019050749,0.0019050749,0.18211243,47.13333333333333,0.0,5.75,0.0062848027,20721,4.25,105989.0683927536,-151.83333333333334,237499.73333333334,-9.705550971720744,57.983333333333334
54.687915955888386,84.24756341266736,3129982,15.752436587332637,0.002655609,0.002655609,0.19550855,49.142857142857146,0.0,3.767857142857143,0.0055766357,20777,6.232142857142857,106326.96622872353,-88.75,229741.7142857143,-6.200795929030429,56.089285714285715
54.688565484850656,83.88282820814206,3139830,16.117171791857942,0.0023917004,0.0023917004,0.21268314,49.14035087719298,0.0,3.526315789473684,0.0058036395,20834,6.473684210526316,106664.87281703949,-90.35087719298245,229735.29824561405,-6.700004447368554,56.08771929824562
54.272630221492406,85.49696133757591,3149983,14.503038662424085,0.0029541443,0.0029541443,0.22266977,49.55172413793103,0.0,2.6379310344827585,0.0064936206,20892,7.362068965517241,107006.26737833023,-80.17241379310344,227822.3448275862,-5.857099060957597,55.62068965517241
52.6984397341561,84.6406241033176,3159831,15.35937589668238,0.0022851885,0.0022851885,0.21306129,51.31481481481482,0.0,4.611111111111111,0.0054834783,20946,5.388888888888889,107345.30018782616,-82.77777777777777,221411.55555555556,-6.031518055300629,54.05555555555556
54.03413773231207,80.82617447263083,3169994,19.17382552736917,0.002767488,0.002767488,0.20395578,49.84313725490196,0.0,5.137254901960785,0.0056002205,20997,4.862745098039215,107693.72848367691,-106.66666666666667,226966.58823529413,-6.735192685507331,55.411764705882355
55.81951170486573,79.5858679688306,3179813,20.414132031169412,0.0018682495,0.0018682495,0.19338195,47.88,0.0,4.88,0.004765393,21047,5.12,108017.17884421349,-117.2,234373.12,-7.513428823401188,57.22
52.837437098249296,84.13113332447007,3189844,15.868866675529935,0.003115196,0.003115196,0.22831637,51.092592592592595,0.0,3.7222222222222223,0.005223193,21101,6.277777777777778,108352.40543627739,-85.74074074074075,221714.96296296295,-6.273624690397675,54.129629629629626
