EpisodesSoFar,surrgain,AttC,TtR,TimeElapsed,entloss,meankl,optimgain,TimestepsSoFar,Fce,AttNC,entropy,MtR
3437,0.00019830276,0.0,2497.75,8423.214236021042,0.0,0.008933416,0.00019830276,709965,0.9991,10.0,0.46911618,142.7738722011039
3478,0.000246749,0.2682926829268293,2437.317073170732,8535.131940364838,0.0,0.010174781,0.000246749,719972,0.9817003484320559,9.731707317073171,0.3715236,139.2822813842141
3519,0.0001082536,0.24390243902439024,2439.268292682927,8651.862581253052,0.0,0.008933204,0.0001082536,729985,0.9846003752345217,9.75609756097561,0.46911618,139.4707557516994
3559,0.00047639429,0.0,2495.25,8759.081362962723,0.0,0.008933196,0.00047639429,739985,0.9980999999999998,10.0,0.5667094,142.61886305968045
3599,0.0005049201,0.0,2490.75,8875.396981239319,0.0,0.008933196,0.0005049201,749985,0.9963,10.0,0.66430056,142.37183551828207
3641,1.3465538e-05,0.7142857142857143,2308.095238095238,8985.221772670746,0.0,0.008933196,1.3465538e-05,759778,0.9428847481021392,9.285714285714286,0.7618821,132.00951172061392
3683,0.00022082365,0.5476190476190477,2334.285714285714,9090.520651102066,0.0,0.010174863,0.00022082365,769802,0.9464862155388468,9.452380952380953,0.66430044,133.56521270842325
3724,9.828907e-05,0.2682926829268293,2421.4634146341464,9207.825784921646,0.0,0.010174863,9.828907e-05,779807,0.9781463414634146,9.731707317073171,0.5667094,138.43712469124287
3765,0.00017202931,0.24390243902439024,2431.951219512195,9316.946997880936,0.0,0.008933204,0.00017202931,789824,0.9808034433285509,9.75609756097561,0.66430044,139.04804599582695
3805,3.436907e-05,0.0,2482.0,9436.0053358078,0.0,0.01017476,3.436907e-05,799824,0.9927999999999999,10.0,0.5667094,141.81430933658243
3846,0.0005861189,0.24390243902439024,2429.0243902439024,9540.631449699402,0.0,0.008933196,0.0005861189,809827,0.9796422764227644,9.75609756097561,0.66430044,138.81852751228354
3888,0.0001300391,0.5238095238095238,2360.4761904761904,9653.47134900093,0.0,0.01017476,0.0001300391,819849,0.9679782790309103,9.476190476190476,0.5667094,134.95235159795334
3929,0.00023163785,0.24390243902439024,2433.170731707317,9770.752085208893,0.0,0.008933204,0.00023163785,829858,0.9889430894308943,9.75609756097561,0.66430056,139.0847076074191
3970,0.0007787539,0.24390243902439024,2422.1951219512193,9880.383311033249,0.0,0.010175116,0.0007787539,839867,0.9741029810298105,9.75609756097561,0.5667094,138.49813272797613
4010,6.1627026e-05,0.0,2489.0,9999.330355882645,0.0,0.008933196,6.1627026e-05,849867,0.9955999999999998,10.0,0.66430044,142.25063840006837
4050,0.0003702154,0.0,2480.25,10109.107927322388,0.0,0.008933204,0.0003702154,859867,0.9921000000000001,10.0,0.7618821,141.71154685937455
4091,0.00013476612,0.24390243902439024,2391.2195121951218,10221.483668804169,0.0,0.010174781,0.00013476612,869884,0.9618364418938304,9.75609756097561,0.66430056,136.8389410427999
4133,0.00036856026,0.47619047619047616,2366.6666666666665,10329.986882686615,0.0,0.010174863,0.00036856026,879908,0.9670276110444178,9.523809523809524,0.5667094,135.4182814773663
4173,0.00025862502,0.0,2493.0,10454.963398694992,0.0,0.008933204,0.00025862502,889908,0.9972,10.0,0.66430056,142.42517875584863
4214,1.8354207e-05,0.24390243902439024,2420.9756097560976,10569.254659175873,0.0,0.008933196,1.8354207e-05,899919,0.976869179600887,9.75609756097561,0.7618821,138.40055364396824
4259,0.00038765575,1.1111111111111112,2190.8888888888887,10674.499897480011,0.0,0.010174781,0.00038765575,909970,0.8991907647907648,8.88888888888889,0.66430056,125.27898003039226
4300,0.00047050338,0.24390243902439024,2421.4634146341464,10791.475109815598,0.0,0.010174863,0.00047050338,919995,0.9764878048780488,9.75609756097561,0.56670964,138.41527113640024
4341,0.00021506553,0.4878048780487805,2370.487804878049,10898.026732444763,0.0,0.01017476,0.00021506553,929759,0.9566740576496675,9.512195121951219,0.46911618,135.52276841723608
4382,0.000104985884,0.24390243902439024,2437.560975609756,11011.359729290009,0.0,0.008933204,0.000104985884,939764,0.9798048780487805,9.75609756097561,0.56670964,139.3338495681006
4423,0.00023795365,0.24390243902439024,2437.0731707317073,11119.463314533234,0.0,0.008933204,0.00023795365,949807,0.983283040272263,9.75609756097561,0.6643006,139.44879855810817
4465,0.00018826929,0.47619047619047616,2364.7619047619046,11240.581588029861,0.0,0.010174863,0.00018826929,959819,0.961396825396825,9.523809523809524,0.56670964,135.1605750565314
4505,0.00012499878,0.0,2489.5,11343.72928905487,0.0,0.008933204,0.00012499878,969819,0.9958000000000002,10.0,0.6643006,142.21574048775702
4546,0.00020037999,0.24390243902439024,2419.512195121951,11465.729502677917,0.0,0.010174781,0.00020037999,979822,0.9758373983739836,9.75609756097561,0.56670964,138.28387890459058
4587,0.0004792001,0.2682926829268293,2428.048780487805,11572.572190761566,0.0,0.010174863,0.0004792001,989825,0.9792520325203253,9.731707317073171,0.46911618,138.77104643293504
4628,0.00035189776,0.24390243902439024,2436.829268292683,11686.963499069214,0.0,0.010174751,0.00035189776,999834,0.9799566395663957,9.75609756097561,0.37152374,139.30282358882306
4668,0.00024717694,0.0,2498.5,11798.674794912338,0.0,0.010174863,0.00024717694,1009834,0.9994000000000002,10.0,0.27393743,142.78886204587553
4709,3.8202972e-05,0.24390243902439024,2442.1951219512193,11912.8649725914,0.0,0.010174781,3.8202972e-05,1019867,0.9852180339985217,9.75609756097561,0.17634584,139.69236414916128
4749,0.0002598362,0.0,2500.0,12024.230610132217,0.0,0.010174863,0.0002598362,1029867,1.0,10.0,0.0787554,142.8784238871937
4789,0.000228451,0.0,2500.0,12129.357647418976,0.0,0.008933102,0.000228451,1039867,1.0,10.0,0.17634584,142.8784238871937
4829,8.480835e-05,0.0,2499.75,12251.081605434418,0.0,0.010174781,8.480835e-05,1049867,0.9999,10.0,0.07875541,142.8688266013242
4869,0.0002085709,0.0,2500.0,12352.691303014755,0.0,0.010174781,0.0002085709,1059867,1.0,10.0,-0.018834049,142.8784238871937
4909,0.00020455572,0.0,2500.0,12473.968255519867,0.0,0.010174781,0.00020455572,1069867,1.0,10.0,-0.11642451,142.8784238871937
4949,0.00063421275,0.0,2500.0,12585.028617143631,0.0,0.010175116,0.00063421275,1079867,1.0,10.0,-0.21401504,142.8784238871937
4989,0.0002713626,0.0,2500.0,12705.052656650543,0.0,0.010174744,0.0002713626,1089867,1.0,10.0,-0.3116028,142.8784238871937
5029,0.000477853,0.0,2500.0,12812.418441772461,0.0,0.010174871,0.000477853,1099867,1.0,10.0,-0.40919188,142.8784238871937
5069,0.0004714116,0.0,2500.0,12920.563045740128,0.0,0.01017476,0.0004714116,1109867,1.0,10.0,-0.5067825,142.8784238871937
5109,0.00091233826,0.0,2500.0,13033.502857923508,0.0,0.008933204,0.00091233826,1119867,1.0,10.0,-0.40919188,142.8784238871937
5149,0.0007350215,0.0,2500.0,13143.341487407684,0.0,0.008933416,0.0007350215,1129867,1.0,10.0,-0.31160274,142.8784238871937
5189,0.00022442524,0.0,2500.0,13253.946263074875,0.0,0.01017476,0.00022442524,1139867,1.0,10.0,-0.40919185,142.8784238871937
5229,0.00044017387,0.0,2500.0,13357.589432477951,0.0,0.010174781,0.00044017387,1149867,1.0,10.0,-0.5067824,142.8784238871937
5269,0.000153204,0.0,2500.0,13475.369651079178,0.0,0.010174781,0.000153204,1159867,1.0,10.0,-0.60437167,142.8784238871937
5309,0.00064665085,0.0,2500.0,13590.603034734726,0.0,0.010174781,0.00064665085,1169867,1.0,10.0,-0.70196515,142.8784238871937
5349,0.0006377059,0.0,2500.0,13702.384845256805,0.0,0.010174781,0.0006377059,1179867,1.0,10.0,-0.79955906,142.8784238871937
5389,0.0006371178,0.0,2500.0,13817.12783575058,0.0,0.008933204,0.0006371178,1189867,1.0,10.0,-0.70196515,142.8784238871937
5429,0.00023784424,0.0,2500.0,13924.66264128685,0.0,0.008933204,0.00023784424,1199867,1.0,10.0,-0.60437065,142.8784238871937
5469,0.00012434708,0.0,2500.0,14033.029907226562,0.0,0.008933204,0.00012434708,1209867,1.0,10.0,-0.5067824,142.8784238871937
5509,0.0007237595,0.0,2500.0,14139.672744512558,0.0,0.010174871,0.0007237595,1219867,1.0,10.0,-0.60437065,142.8784238871937
5549,0.00049478555,0.0,2500.0,14254.817349672318,0.0,0.008933204,0.00049478555,1229867,1.0,10.0,-0.5067824,142.8784238871937
5589,0.00033009693,0.0,2500.0,14372.455337524414,0.0,0.010174781,0.00033009693,1239867,1.0,10.0,-0.60437167,142.8784238871937
5629,0.0003721936,0.0,2500.0,14478.841812610626,0.0,0.01017476,0.0003721936,1249867,1.0,10.0,-0.70196515,142.8784238871937
5669,0.00016647049,0.0,2500.0,14598.907396316528,0.0,0.010174863,0.00016647049,1259867,1.0,10.0,-0.799559,142.8784238871937
5709,0.00035783555,0.0,2500.0,14707.762707233429,0.0,0.008933416,0.00035783555,1269867,1.0,10.0,-0.7019649,142.8784238871937
5749,0.00022034043,0.0,2500.0,14822.119970321655,0.0,0.01017476,0.00022034043,1279867,1.0,10.0,-0.799559,142.8784238871937
