MtR,entloss,AttC,Fce,optimgain,meankl,TimeElapsed,AttNC,TtR,TimestepsSoFar,EpisodesSoFar,surrgain,entropy
5.248662952964353,0.0,0.7784431137724551,0.0726837293532564,0.0018347017,0.0031883563,31.216381072998047,0.2215568862275449,8.8562874251497,9914,167,0.0018347017,1.417646
8.173196985600367,0.0,0.6138613861386139,0.10135824261159151,0.0017068085,0.0061522657,63.13007473945618,0.38613861386138615,14.0,19864,268,0.0017068085,1.4100384
11.426752146294994,0.0,0.4594594594594595,0.09381824556697223,0.0012466339,0.003960025,93.24819755554199,0.5405405405405406,20.0,29998,342,0.0012466339,1.3845212
10.382782004213801,0.0,0.44285714285714284,0.08275725493262438,0.0012067475,0.005102784,124.59406423568726,0.5571428571428572,18.014285714285716,39879,412,0.0012067475,1.3834047
10.136145425651879,0.0,0.5064935064935064,0.10842272791952809,0.0033101968,0.006547456,155.20756483078003,0.4935064935064935,17.324675324675326,49772,489,0.0033101968,1.3621033
12.209382505951751,0.0,0.38461538461538464,0.09196190476190476,0.0019530082,0.0051415376,185.4195683002472,0.6153846153846154,20.70769230769231,59835,554,0.0019530082,1.3153533
13.33299318717068,0.0,0.3220338983050847,0.10266294157819579,0.0015111092,0.0040611085,216.70137810707092,0.6779661016949152,23.372881355932204,69886,613,0.0015111092,1.3095282
13.752600252691353,0.0,0.3220338983050847,0.1428584664476987,0.0023803406,0.0058251647,247.70589089393616,0.6779661016949152,23.593220338983052,79965,672,0.0023803406,1.2836303
13.567790052947736,0.0,0.36065573770491804,0.09771164354770914,0.0017846832,0.004138991,278.748929977417,0.639344262295082,23.475409836065573,89803,733,0.0017846832,1.2641038
13.104960580988129,0.0,0.4,0.12814357363156037,0.0015509812,0.0040513244,309.3536489009857,0.6,22.53846153846154,99783,798,0.0015509812,1.2240437
13.338105191529497,0.0,0.3333333333333333,0.129320319669817,0.0014302658,0.0037252388,340.1928927898407,0.6666666666666666,23.466666666666665,109961,858,0.0014302658,1.2106324
12.839088574867857,0.0,0.35,0.11415505796885107,0.0018180603,0.0036240378,371.8607397079468,0.65,22.416666666666668,119822,918,0.0018180603,1.1887368
12.925464789225842,0.0,0.3939393939393939,0.12573341945778388,0.0019974809,0.003528463,402.90368008613586,0.6060606060606061,22.363636363636363,130000,984,0.0019974809,1.1722413
12.7796427777552,0.0,0.417910447761194,0.10344075292845838,0.0024608353,0.005921174,433.7398726940155,0.582089552238806,22.17910447761194,139930,1051,0.0024608353,1.1264635
13.76344452258531,0.0,0.3275862068965517,0.11639403640354888,0.0020258643,0.0050688344,464.3281157016754,0.6724137931034483,24.03448275862069,149785,1109,0.0020258643,1.0997487
11.751250924182056,0.0,0.40298507462686567,0.09711355311355307,0.0021931385,0.0048737074,495.6384108066559,0.5970149253731343,20.432835820895523,159874,1176,0.0021931385,1.0766788
13.014987177426473,0.0,0.3333333333333333,0.09435924426450742,0.0023614564,0.005214901,526.3811621665955,0.6666666666666666,23.083333333333332,169934,1236,0.0023614564,1.0373532
14.605673533212828,0.0,0.2727272727272727,0.1402695187165775,0.0011600708,0.0028963143,557.6834020614624,0.7272727272727273,25.763636363636362,179977,1291,0.0011600708,1.0081192
12.589630675108282,0.0,0.3389830508474576,0.09351412429378535,0.0023851916,0.00623624,588.6609408855438,0.6610169491525424,21.983050847457626,189753,1350,0.0023851916,0.9738833
14.52323360544902,0.0,0.21568627450980393,0.10125490196078435,0.002077562,0.0050832354,619.5907723903656,0.7843137254901961,25.313725490196077,199772,1401,0.002077562,0.94244397
15.986947607926805,0.0,0.2,0.14517333333333332,0.0022693444,0.0039034549,650.7048647403717,0.8,28.02,209788,1451,0.0022693444,0.96134484
14.173443706602015,0.0,0.2727272727272727,0.09774545454545457,0.0023524857,0.0042902525,681.3630785942078,0.7272727272727273,24.436363636363637,219807,1506,0.0023524857,0.95283985
17.104322634273675,0.0,0.13043478260869565,0.14365217391304347,0.0028271957,0.00574342,712.3062446117401,0.8695652173913043,30.5,229819,1552,0.0028271957,0.9078368
14.902948071076151,0.0,0.2727272727272727,0.10478383838383838,0.0020266417,0.0050903824,743.7349894046783,0.7272727272727273,25.70909090909091,239844,1607,0.0020266417,0.8634015
18.330459346508963,0.0,0.09090909090909091,0.1511818181818181,0.0016372787,0.0030498027,774.6183381080627,0.9090909090909091,32.13636363636363,249848,1651,0.0016372787,0.8559334
15.597845108574997,0.0,0.2,0.11682666666666666,0.0025607368,0.004879533,805.6785633563995,0.8,27.56,259862,1701,0.0025607368,0.85080665
14.499178735986318,0.0,0.25925925925925924,0.10706172839506174,0.0024190343,0.004928913,836.4056944847107,0.7407407407407407,25.24074074074074,269882,1755,0.0024190343,0.82125235
16.55020481314585,0.0,0.09090909090909091,0.11672727272727278,0.002090802,0.0038943358,867.1813008785248,0.9090909090909091,29.181818181818183,279886,1799,0.002090802,0.8212299
15.640844834386844,0.0,0.1836734693877551,0.10914285714285714,0.0013965351,0.0017177823,898.5639796257019,0.8163265306122449,27.285714285714285,289895,1848,0.0013965351,0.8263833
16.6217386781769,0.0,0.16666666666666666,0.11649999999999999,0.0019232666,0.0024020034,929.2144441604614,0.8333333333333334,29.125,299903,1896,0.0019232666,0.80047756
17.20378759842443,0.0,0.1111111111111111,0.12026666666666669,0.0029171817,0.005139731,960.1213347911835,0.8888888888888888,30.066666666666666,309912,1941,0.0029171817,0.82067686
13.184935373517956,0.0,0.3442622950819672,0.09841061670569867,0.003248098,0.0058572656,990.9494993686676,0.6557377049180327,22.950819672131146,319989,2002,0.003248098,0.78738457
17.45952395355369,0.0,0.1702127659574468,0.12612765957446812,0.0031168228,0.0048176805,1021.4255764484406,0.8297872340425532,30.48936170212766,329751,2049,0.0031168228,0.82028186
