TimestepsSoFar,TimeElapsed,Fce,TtR,AttC,entropy,optimgain,entloss,EpisodesSoFar,MtR,surrgain,AttNC,meankl
1599924,9802.821177721024,0.13862592431491952,84.68181818181819,1.4090909090909092,1.4424675,0.0012474167,0.0,7433,16.09733647236915,0.0012474167,1.5909090909090908,0.004452401
1609906,9861.316596508026,0.11358714797382696,75.51063829787235,1.3191489361702127,1.417312,0.0009685679,0.0,7480,14.239552826649106,0.0009685679,1.6808510638297873,0.0023543665
1619912,9920.329449176788,0.11419047619047622,85.64285714285714,1.3095238095238095,1.398361,0.00055059715,0.0,7522,16.04064189810715,0.00055059715,1.6904761904761905,0.0011841034
1629993,9978.289200305939,0.10864139433551201,79.4,1.2444444444444445,1.3967279,0.00031958314,0.0,7567,15.252144331348452,0.00031958314,1.7555555555555555,0.000865756
1639999,10046.24355006218,0.11114285714285718,83.35714285714286,1.1666666666666667,1.3972073,0.0026366995,0.0,7609,15.741881136767645,0.0026366995,1.8333333333333333,0.007774309
1649869,10098.842685937881,0.12003241081763655,83.30232558139535,1.255813953488372,1.3847628,0.0007483314,0.0,7652,15.738251259668214,0.0007483314,1.744186046511628,0.003945775
1659885,10157.130441904068,0.11243434343434347,82.5,1.3636363636363635,1.3596927,0.0005894427,0.0,7696,15.776521582983667,0.0005894427,1.6363636363636365,0.004534016
1669893,10218.818629980087,0.14676190476190476,92.28571428571429,1.380952380952381,1.3499656,0.00056489155,0.0,7738,17.338967222410584,0.00056489155,1.619047619047619,0.0008359318
1679933,10280.53176498413,0.11560446570972886,82.9090909090909,1.3863636363636365,1.3700806,0.00067526853,0.0,7782,16.018690273203095,0.00067526853,1.6136363636363635,0.002549701
1689996,10340.61257982254,0.12489502836169508,86.06666666666666,1.3555555555555556,1.3762113,0.00209011,0.0,7827,16.25349465008264,0.00209011,1.6444444444444444,0.00828344
1699757,10407.785082817078,0.1247,93.525,1.2,1.369506,0.0013549057,0.0,7867,17.837121495200346,0.0013549057,1.8,0.009184221
1709764,10459.58688735962,0.13296124031007753,93.97674418604652,1.558139534883721,1.3582762,0.0015806752,0.0,7910,17.922953404066565,0.0015806752,1.441860465116279,0.004585097
1719876,10525.523138523102,0.13514610054548135,95.92857142857143,1.4523809523809523,1.3665378,0.0010270218,0.0,7952,18.431457966779732,0.0010270218,1.5476190476190477,0.00402576
1729881,10590.208712339401,0.12234146341463417,91.7560975609756,1.1951219512195121,1.3761016,0.0012716481,0.0,7993,17.366537619346996,0.0012716481,1.8048780487804879,0.0035868662
1739759,10646.592423200607,0.14925834263024534,79.71428571428571,1.6326530612244898,1.389526,0.0022707016,0.0,8042,15.477130558002157,0.0022707016,1.3673469387755102,0.0035848592
1749772,10708.473109006882,0.12676411960132894,92.65116279069767,1.255813953488372,1.4102758,0.0007761143,0.0,8085,17.45444507743007,0.0007761143,1.744186046511628,0.0024928714
1759801,10768.413293838501,0.15172576832151302,93.06382978723404,1.7446808510638299,1.3942846,0.0008850993,0.0,8132,17.61047104324691,0.0008850993,1.2553191489361701,0.0047682496
1769855,10828.913020133972,0.13045575368997528,88.82608695652173,1.3478260869565217,1.3948498,0.00097331736,0.0,8178,17.024582482090608,0.00097331736,1.6521739130434783,0.0014722059
1779880,10890.333703994751,0.12148686868686873,89.66666666666667,1.6,1.3796756,0.0015585248,0.0,8223,16.898345269225214,0.0015585248,1.4,0.0043457886
1789944,10944.848120212555,0.12677049565421658,90.95454545454545,1.5909090909090908,1.387375,0.001120814,0.0,8267,17.644927701870994,0.001120814,1.4090909090909092,0.00083156547
1799951,11011.518204212189,0.1571472868217054,94.74418604651163,1.255813953488372,1.3896371,0.00087283633,0.0,8310,17.979022926153558,0.00087283633,1.744186046511628,0.0022399244
1809851,11072.339920759201,0.11639175493362687,78.79591836734694,1.6734693877551021,1.3713498,0.0008533081,0.0,8359,15.177747685748454,0.0008533081,1.3265306122448979,0.0030123284
1819919,11129.694531679153,0.1234819897084048,87.75,1.2954545454545454,1.368493,0.0015161652,0.0,8403,16.961379733632945,0.0015161652,1.7045454545454546,0.0023004634
1829942,11181.358934879303,0.12970940170940173,79.46666666666667,1.4,1.3784658,0.00095187605,0.0,8448,14.996923038465757,0.00095187605,1.6,0.0012308242
1839951,11249.242376804352,0.13925581395348843,83.65116279069767,1.3488372093023255,1.3827667,0.0006837349,0.0,8491,15.94503210487154,0.0006837349,1.6511627906976745,0.0029254155
1849801,11302.536917448044,0.12028376791167494,84.0,1.302325581395349,1.4177358,0.0009348136,0.0,8534,16.396195703597385,0.0009348136,1.697674418604651,0.0033467768
1859806,11369.508006334305,0.12222266027324007,80.15217391304348,1.2826086956521738,1.4214997,0.0011621667,0.0,8580,15.45852413895543,0.0011621667,1.7173913043478262,0.0007632379
1869875,11424.809495210648,0.11022977063746073,73.38,1.52,1.4455575,0.0017927797,0.0,8630,14.132074679495595,0.0017927797,1.48,0.011407348
1879783,11480.377787828445,0.1329553840620459,78.9795918367347,1.6734693877551021,1.4616244,0.0008329346,0.0,8679,15.376636823859704,0.0008329346,1.3265306122448979,0.0032613091
1889798,11541.237298727036,0.12204899554705313,82.95652173913044,1.4782608695652173,1.467285,0.0009950739,0.0,8725,16.170802744244483,0.0009950739,1.5217391304347827,0.004220688
1899844,11602.925899267197,0.12247935518377609,73.11764705882354,1.5686274509803921,1.472369,0.00061321486,0.0,8776,14.346419604739344,0.00061321486,1.4313725490196079,0.0028046214
1909933,11662.500008583069,0.10530579979027187,72.42857142857143,1.4285714285714286,1.4534128,0.00017682317,0.0,8825,13.841507295476404,0.00017682317,1.5714285714285714,0.0012995766
1919940,11728.776829957962,0.11941463414634149,89.5609756097561,1.0731707317073171,1.4519831,0.00246065,0.0,8866,17.028753849470682,0.00246065,1.9268292682926829,0.003008406
1929805,11785.541094303131,0.11814287115938406,81.68181818181819,1.3181818181818181,1.4504281,1.8269857e-05,0.0,8910,15.696514782991683,1.8269857e-05,1.6818181818181819,0.00080888317
1939988,11848.77727985382,0.11361030088030485,84.48837209302326,1.2093023255813953,1.4531248,0.00039866942,0.0,8953,16.242354015032316,0.00039866942,1.7906976744186047,0.0020975184
1950000,11900.640818357468,0.12191304347826092,75.19565217391305,1.2173913043478262,1.4527956,0.0013521098,0.0,8999,14.139342892905093,0.0013521098,1.7826086956521738,0.0035742715
1959811,11960.56129193306,0.11839938080495359,82.36363636363636,1.3181818181818181,1.4507685,0.00033124734,0.0,9043,15.586208520187261,0.00033124734,1.6818181818181819,0.0077546067
1969906,12020.302679777145,0.11935213889156317,79.97872340425532,1.4680851063829787,1.4706687,0.0013524743,0.0,9090,15.31424171084678,0.0013524743,1.5319148936170213,0.0055444418
1979943,12083.17021393776,0.1326294446250576,72.34615384615384,1.6538461538461537,1.4751852,0.0008483108,0.0,9142,14.130786820006328,0.0008483108,1.3461538461538463,0.004848109
1989913,12140.604812145233,0.14002590938521325,82.25,1.6458333333333333,1.4599159,0.00033925884,0.0,9190,15.81585536842928,0.00033925884,1.3541666666666667,0.0016564553
1999766,12196.40371799469,0.11369841269841273,82.63636363636364,1.4090909090909092,1.4702922,5.707499e-05,0.0,9234,15.800974594909924,5.707499e-05,1.5909090909090908,0.0014839218
2009992,12253.493026733398,0.138980977315032,69.63461538461539,1.5192307692307692,1.4602144,0.00010938288,0.0,9286,13.313016738707308,0.00010938288,1.4807692307692308,0.0033250763
2019751,12319.420598745346,0.12336363636363638,75.54545454545455,1.2045454545454546,1.4613123,0.00013766276,0.0,9330,14.338022085385358,0.00013766276,1.7954545454545454,0.0022952992
2029813,12377.973928928375,0.10799198568316215,75.5625,1.4791666666666667,1.4339976,0.0011949575,0.0,9378,14.089686726499059,0.0011949575,1.5208333333333333,0.0030216698
2039985,12431.049618721008,0.14571651869964194,81.24,1.6,1.4281029,0.00038919653,0.0,9428,15.66792988327747,0.00038919653,1.4,0.008327482
2049950,12492.743831634521,0.10939503161471127,73.6304347826087,1.326086956521739,1.4065807,0.00010715942,0.0,9474,14.235470689061863,0.00010715942,1.673913043478261,0.003235674
2059964,12554.799698352814,0.11272773701414333,76.53061224489795,1.469387755102041,1.4077986,0.0009945572,0.0,9523,14.70192714274937,0.0009945572,1.530612244897959,0.0011260818
2069759,12610.692806243896,0.11375634242300911,78.92857142857143,0.8333333333333334,1.409386,0.00022418925,0.0,9565,15.142531835216051,0.00022418925,2.1666666666666665,0.0010982198
2079946,12670.686217308044,0.10145813648402188,62.23529411764706,1.392156862745098,1.4038928,0.00026617278,0.0,9616,11.853527990661192,0.00026617278,1.607843137254902,0.0012070126
2089990,12731.83750629425,0.11039882697947219,79.9090909090909,1.1818181818181819,1.4193114,0.0004146754,0.0,9660,15.2697388984578,0.0004146754,1.8181818181818181,0.006217525
2099755,12789.894011259079,0.11377927761192398,77.14285714285714,1.5714285714285714,1.4047472,0.0013094726,0.0,9709,14.796192439676162,0.0013094726,1.4285714285714286,0.002004966
2109873,12852.189423799515,0.10424560188827695,73.5,1.5,1.4097781,0.00043904217,0.0,9759,14.25469676169102,0.00043904217,1.5,0.0008363037
2119976,12904.169240474701,0.10156661970486858,72.48979591836735,1.489795918367347,1.3822858,0.00036479085,0.0,9808,13.850066110135625,0.00036479085,1.510204081632653,0.0020948579
2129815,12961.667850255966,0.11348614348614353,80.45454545454545,1.4318181818181819,1.382688,0.00037023416,0.0,9852,15.125536982796222,0.00037023416,1.5681818181818181,0.0011741015
2139834,13021.296252250671,0.11796825396825397,81.53333333333333,1.3777777777777778,1.3554572,0.0006887276,0.0,9897,15.378141544649667,0.0006887276,1.6222222222222222,0.0035951834
2149854,13081.061120986938,0.13631468531468532,79.43181818181819,1.2954545454545454,1.3383883,0.000668986,0.0,9941,15.23249109632515,0.000668986,1.7045454545454546,0.0060883947
2159937,13138.95163846016,0.11404841861235303,81.4,1.3777777777777778,1.3272203,0.0004185678,0.0,9986,15.27330508930565,0.0004185678,1.6222222222222222,0.0035359564
2169973,13199.019451618195,0.10810526315789476,80.25,1.2954545454545454,1.3222555,0.00021498158,0.0,10030,15.437339133849912,0.00021498158,1.7045454545454546,0.005073015
2179756,13255.764463186264,0.1181587301587302,84.14285714285714,1.119047619047619,1.3143698,6.663615e-05,0.0,10072,16.06908596506688,6.663615e-05,1.880952380952381,0.0040751924
2189773,13316.897593736649,0.10037209302325588,75.27906976744185,1.1627906976744187,1.3154804,0.00029034627,0.0,10115,14.157663619609215,0.00029034627,1.8372093023255813,0.002127067
2199819,13377.884375333786,0.1061881957571939,74.21739130434783,1.3478260869565217,1.3072518,0.00079461007,0.0,10161,14.350812110079964,0.00079461007,1.6521739130434783,0.0007402916
2209838,13438.846658229828,0.13499124131682275,77.51162790697674,1.1395348837209303,1.3069654,0.001044548,0.0,10204,14.93717439530092,0.001044548,1.8604651162790697,0.0076816548
2219888,13500.694808721542,0.12018614718614722,83.79545454545455,1.2727272727272727,1.2724578,0.00059055607,0.0,10248,15.877937074337384,0.00059055607,1.7272727272727273,0.0027001547
2229775,13559.033323287964,0.11049943757030373,81.21428571428571,1.2619047619047619,1.2711313,0.00030368348,0.0,10290,15.609166484660502,0.00030368348,1.7380952380952381,0.0027994928
2239830,13620.078707933426,0.10425848547587682,71.66666666666667,1.1555555555555554,1.2626984,0.00030496623,0.0,10335,13.745452079557774,0.00030496623,1.8444444444444446,0.0027012592
2249867,13679.68403673172,0.10437671957671962,72.06666666666666,1.2222222222222223,1.251099,0.00042786612,0.0,10380,13.68161485202717,0.00042786612,1.7777777777777777,0.010054592
2259893,13739.622171401978,0.10588888888888892,77.5909090909091,1.1818181818181819,1.250245,0.0008527344,0.0,10424,14.88814094378509,0.0008527344,1.8181818181818181,0.0017140671
2269944,13799.697237491608,0.10583227143227147,76.06666666666666,1.2222222222222223,1.2438455,4.8535538e-05,0.0,10469,14.771371510712534,4.8535538e-05,1.7777777777777777,0.0035782945
2279987,13860.750108242035,0.10437686344663093,76.3953488372093,1.1162790697674418,1.277872,0.0007765411,0.0,10512,14.855033683882738,0.0007765411,1.8837209302325582,0.0028977778
2289996,13920.17796421051,0.1066976744186047,80.02325581395348,1.2093023255813953,1.2905271,0.0010877731,0.0,10555,15.306537965811907,0.0010877731,1.7906976744186047,0.005470749
2299798,13973.088026762009,0.1215131516021043,89.70731707317073,1.170731707317073,1.291394,0.00043894432,0.0,10596,17.199898359075583,0.00043894432,1.829268292682927,0.0016848705
2309804,14030.897684335709,0.1143809523809524,85.78571428571429,1.1904761904761905,1.2687998,0.0007319392,0.0,10638,16.52298138407691,0.0007319392,1.8095238095238095,0.0019291769
2319824,14090.888505458832,0.10472727272727278,78.54545454545455,1.1363636363636365,1.2710658,0.0007760231,0.0,10682,14.959500076025599,0.0007760231,1.8636363636363635,0.0018506311
2329828,14158.85404419899,0.10790476190476192,80.92857142857143,1.0476190476190477,1.301379,0.0012730492,0.0,10724,15.41985897437999,0.0012730492,1.9523809523809523,0.0038663368
2339854,14213.261610984802,0.11060894660894666,80.28571428571429,1.2380952380952381,1.3311864,0.0008717122,0.0,10766,15.365112507402495,0.0008717122,1.7619047619047619,0.0017510066
2349872,14275.433119058609,0.10478260869565222,78.58695652173913,1.3695652173913044,1.3650025,0.0019936461,0.0,10812,15.001512443701479,0.0019936461,1.6304347826086956,0.007090627
2359891,14334.335069179535,0.11949629629629632,84.13333333333334,1.4222222222222223,1.371958,0.0008743248,0.0,10857,15.78696354052849,0.0008743248,1.5777777777777777,0.0023082113
2369920,14394.07284450531,0.12110638297872342,87.70212765957447,1.6382978723404256,1.3765985,0.0008895266,0.0,10904,16.48203078434397,0.0008895266,1.3617021276595744,0.0011954627
2379935,14455.271936655045,0.12297674418604654,92.23255813953489,1.4651162790697674,1.3557012,0.0009166007,0.0,10947,17.347050961078196,0.0009166007,1.5348837209302326,0.004038683
2389956,14514.62048959732,0.11762432915921289,85.67441860465117,1.3953488372093024,1.3595368,0.0006128916,0.0,10990,16.337793455750127,0.0006128916,1.6046511627906976,0.0011129989
2399959,14572.857549667358,0.1314418604651163,81.20930232558139,1.2325581395348837,1.3700347,0.00057014974,0.0,11033,15.394104244346765,0.00057014974,1.7674418604651163,0.003108576
2409980,14635.24830532074,0.12115921288014314,88.32558139534883,1.186046511627907,1.3892791,0.0012682282,0.0,11076,17.081852914286763,0.0012682282,1.813953488372093,0.0060240338
2419768,14692.78792500496,0.10936170212765961,82.02127659574468,1.702127659574468,1.3996223,0.00091231946,0.0,11123,15.47549061847752,0.00091231946,1.297872340425532,0.004971381
2429781,14746.348333597183,0.12093023255813949,90.69767441860465,1.302325581395349,1.4134904,0.0007123314,0.0,11166,16.986002562355928,0.0007123314,1.697674418604651,0.001239202
2439794,14807.360743284225,0.11288888888888889,84.66666666666667,1.3111111111111111,1.424758,0.0012560898,0.0,11211,16.281088435563962,0.0012560898,1.6888888888888889,0.005371602
2449856,14872.609236240387,0.12017660936973376,79.3695652173913,1.434782608695652,1.431969,0.0011766576,0.0,11257,15.060802074891903,0.0011766576,1.565217391304348,0.003218478
2459892,14933.232706308365,0.12852525252525251,92.72727272727273,1.3636363636363635,1.4202998,0.0013715042,0.0,11301,17.52259383339772,0.0013715042,1.6363636363636365,0.0037372194
2469895,14991.027988433838,0.1366178861788618,96.4390243902439,1.3414634146341464,1.4182034,0.0011113533,0.0,11342,18.236320606602565,0.0011113533,1.6585365853658536,0.0052756346
2479940,15048.903785705566,0.13549448865310937,80.86666666666666,1.3111111111111111,1.3928193,0.0009466339,0.0,11387,15.064190621085997,0.0009466339,1.6888888888888889,0.005115388
2489982,15105.945304632187,0.10708361204013381,77.93478260869566,1.5,1.4173675,0.00038310548,0.0,11433,14.648544297688204,0.00038310548,1.5,0.0030229003
2500000,15172.409288406372,0.1163636363636364,80.5909090909091,1.3181818181818181,1.4406282,0.0005499382,0.0,11477,15.636994843306718,0.0005499382,1.6818181818181819,0.002090507
2509757,15228.451741933823,0.12227142857142856,89.1,1.325,1.4613007,0.00032102052,0.0,11517,16.795257742841283,0.00032102052,1.675,0.0016298483
2519811,15284.085830450058,0.1106956521739131,79.95652173913044,1.326086956521739,1.4542695,0.0010529052,0.0,11563,15.237488394114111,0.0010529052,1.673913043478261,0.0030740818
2529835,15345.155621051788,0.10922080136402389,75.65217391304348,1.2391304347826086,1.4494277,0.000365862,0.0,11609,14.483814543622652,0.000365862,1.7608695652173914,0.0012994087
2539905,15404.127096414566,0.14486818495514148,89.92857142857143,1.4285714285714286,1.4595177,0.0007632065,0.0,11651,17.016476102534096,0.0007632065,1.5714285714285714,0.0010417595
2549919,15462.88240480423,0.1201391941391942,87.5,1.1666666666666667,1.4795007,0.00084057567,0.0,11693,16.546201252782147,0.00084057567,1.8333333333333333,0.003959812
2559944,15521.760605096817,0.1191802469135803,87.6,1.4,1.5007323,0.00041368153,0.0,11738,16.480978384002032,0.00041368153,1.6,0.0012612751
2569964,15579.029277563095,0.13652066115702477,83.93181818181819,1.2727272727272727,1.5336506,0.0008276545,0.0,11782,16.125076684425434,0.0008276545,1.7272727272727273,0.0054259673
2579883,15635.540173053741,0.12260717200848888,80.73913043478261,1.3695652173913044,1.5400062,0.0006497414,0.0,11828,15.494199351153762,0.0006497414,1.6304347826086956,0.0039868583
2589914,15703.59602856636,0.1443555555555556,88.53333333333333,1.2666666666666666,1.531939,0.00088314974,0.0,11873,16.969707175151164,0.00088314974,1.7333333333333334,0.004180074
2599782,15752.198724508286,0.1306581295849589,93.65853658536585,1.170731707317073,1.5200168,0.00092465174,0.0,11914,18.189201862023758,0.00092465174,1.829268292682927,0.0052139433
2609899,15815.88678431511,0.15084251291075987,85.95918367346938,1.530612244897959,1.4859645,0.00065009104,0.0,11963,16.402181062818475,0.00065009104,1.469387755102041,0.004180817
2619949,15880.046626091003,0.12340559440559443,87.61363636363636,1.4090909090909092,1.4739982,0.00042202123,0.0,12007,16.656602215188162,0.00042202123,1.5909090909090908,0.0013041174
2629991,15934.287489891052,0.10401054018445323,74.15217391304348,1.3043478260869565,1.4645889,0.00045959878,0.0,12053,14.27273991093828,0.00045959878,1.6956521739130435,0.00062218594
2640000,15996.890457391739,0.14567441860465113,88.46511627906976,1.5116279069767442,1.4105201,0.00068908895,0.0,12096,16.931907394904623,0.00068908895,1.4883720930232558,0.0039097294
2649856,16054.176273584366,0.12393841987329328,91.02439024390245,1.0975609756097562,1.4374912,0.0011078082,0.0,12137,17.114447500606662,0.0011078082,1.9024390243902438,0.0036120142
2659786,16110.578709840775,0.11592401677391737,80.02173913043478,1.5869565217391304,1.4185885,0.0015060405,0.0,12183,15.389980181602947,0.0015060405,1.4130434782608696,0.0027418146
2669850,16175.981775045395,0.1201165501165501,83.79545454545455,1.3409090909090908,1.410203,0.00022997538,0.0,12227,16.07468030414565,0.00022997538,1.6590909090909092,0.0029194427
2679860,16232.34819316864,0.11990476190476192,89.92857142857143,1.2857142857142858,1.4174335,0.0005314214,0.0,12269,16.9839540482225,0.0005314214,1.7142857142857142,0.0052530384
2689763,16286.447901725769,0.13379415633541503,78.95744680851064,1.574468085106383,1.4350151,0.0012041687,0.0,12316,15.088467790514313,0.0012041687,1.425531914893617,0.002414174
2699867,16345.90298652649,0.15377136752136752,75.125,1.375,1.4210198,0.0005976995,0.0,12364,14.188582607786904,0.0005976995,1.625,0.0026941444
2709886,16406.557715415955,0.1184862579281184,87.34883720930233,1.302325581395349,1.4101939,0.00016771215,0.0,12407,16.650418910978768,0.00016771215,1.697674418604651,0.0056078555
2719898,16468.050850391388,0.1232108843537415,89.92857142857143,1.3333333333333333,1.4061273,0.0011763813,0.0,12449,17.00793176589778,0.0011763813,1.6666666666666667,0.0016590852
2729943,16521.642273426056,0.12020740740740743,84.66666666666667,1.4444444444444444,1.3938371,0.00018507436,0.0,12494,16.06282388023918,0.00018507436,1.5555555555555556,0.001039609
2739945,16579.172427415848,0.10866666666666672,81.5,1.119047619047619,1.4121449,0.0003011795,0.0,12536,15.57213742076498,0.0003011795,1.880952380952381,0.0027449334
2749997,16642.278084039688,0.13886847195357835,84.81818181818181,1.1590909090909092,1.415028,0.00085545855,0.0,12580,16.28829683612446,0.00085545855,1.8409090909090908,0.003416681
2759813,16708.83802843094,0.12571490514905148,76.66666666666667,1.2222222222222223,1.4154915,0.00056978554,0.0,12625,14.612645515158825,0.00056978554,1.7777777777777777,0.0074529746
2769867,16761.406215667725,0.11090636499931854,77.93478260869566,1.2391304347826086,1.3880231,0.0011563817,0.0,12671,14.984239336062313,0.0011563817,1.7608695652173914,0.0022056345
2779945,16820.69420480728,0.11349125812328358,79.8913043478261,1.391304347826087,1.395761,0.0009999679,0.0,12717,15.253252381036663,0.0009999679,1.608695652173913,0.0031906697
2789800,16879.55145263672,0.12178569985630489,87.06818181818181,1.1818181818181819,1.4024563,0.0010999298,0.0,12761,16.48183454725269,0.0010999298,1.8181818181818181,0.0026592123
2799805,16943.204003334045,0.12589147286821706,88.67441860465117,1.3488372093023255,1.4266714,0.0010549388,0.0,12804,16.970148341972088,0.0010549388,1.6511627906976745,0.002856876
2809818,17005.70061326027,0.1332093023255814,93.06976744186046,1.3488372093023255,1.4204882,0.0006391688,0.0,12847,17.44530511887188,0.0006391688,1.6511627906976745,0.0044711777
2819848,17059.042353868484,0.11167832167832172,81.27272727272727,1.2045454545454546,1.4329804,0.0010379285,0.0,12891,15.337171934202878,0.0010379285,1.7954545454545454,0.003814859
2829897,17119.737163305283,0.11295090439276488,82.46666666666667,1.3777777777777778,1.4281033,0.00036559193,0.0,12936,15.90950980196596,0.00036559193,1.6222222222222222,0.0023180847
2839975,17179.50811314583,0.1170663688163688,77.25,1.4791666666666667,1.4223189,0.0010013935,0.0,12984,14.702423810387792,0.0010013935,1.5208333333333333,0.0029951294
2849823,17244.28357052803,0.1126915160241028,81.57446808510639,1.4680851063829787,1.4564555,0.0012399557,0.0,13031,15.479933894990147,0.0012399557,1.5319148936170213,0.0026771256
2859869,17302.043414115906,0.13101541292845642,82.56521739130434,1.4130434782608696,1.4450711,0.0004871475,0.0,13077,15.763677090856966,0.0004871475,1.5869565217391304,0.0029775056
2869908,17359.778839588165,0.1405579196217494,82.97872340425532,1.5957446808510638,1.4350936,0.0010844818,0.0,13124,15.985592297263162,0.0010844818,1.4042553191489362,0.0029533808
2879820,17422.83775115013,0.11956581319870176,85.40425531914893,1.702127659574468,1.4290017,0.0015177839,0.0,13171,16.516923298472683,0.0015177839,1.297872340425532,0.0036165104
2889753,17489.720677137375,0.12132664995822892,90.5,1.4285714285714286,1.4174796,0.00042812194,0.0,13213,17.130811201772943,0.00042812194,1.5714285714285714,0.0008471752
2899806,17543.92728281021,0.11347803617571064,82.88372093023256,1.1627906976744187,1.4284692,4.7468566e-05,0.0,13256,15.983903729986592,4.7468566e-05,1.8372093023255813,0.0040990296
2909819,17605.356554985046,0.1252444444444445,77.33333333333333,1.288888888888889,1.4142976,0.00038962503,0.0,13301,14.96126260775403,0.00038962503,1.711111111111111,0.0016264905
2919821,17666.52837371826,0.10809523809523813,81.07142857142857,1.0238095238095237,1.4080927,0.00017084197,0.0,13343,15.618028348867814,0.00017084197,1.9761904761904763,0.0010099823
2929860,17730.23132777214,0.11126990838618749,82.53488372093024,1.0930232558139534,1.4430373,0.00048066865,0.0,13386,15.744756655171267,0.00048066865,1.9069767441860466,0.0020247684
2939863,17792.448843479156,0.11687804878048783,87.65853658536585,0.926829268292683,1.4323294,0.00036552263,0.0,13427,16.456837252632152,0.00036552263,2.073170731707317,0.0011772166
2949872,17843.36459851265,0.10918272425249173,79.46511627906976,1.2790697674418605,1.443558,0.0008727407,0.0,13470,15.049405281825347,0.0008727407,1.7209302325581395,0.0028128081
2959872,17900.469210386276,0.12260000000000001,91.95,1.25,1.5172203,3.363851e-05,0.0,13510,17.207658030874832,3.363851e-05,1.75,0.011531258
2969908,17968.794673204422,0.11630870279146142,86.14285714285714,1.2142857142857142,1.5219373,0.00061387074,0.0,13552,16.376540347518407,0.00061387074,1.7857142857142858,0.012233455
2979904,18027.05927014351,0.10809514503900965,73.89795918367346,1.6122448979591837,1.5584803,0.00058914593,0.0,13601,14.401453584810817,0.00058914593,1.3877551020408163,0.0023500226
2989771,18089.265947818756,0.1364265080713679,84.61363636363636,1.4318181818181819,1.573641,0.00048100686,0.0,13645,16.367392412959752,0.00048100686,1.5681818181818181,0.0029972051
2999850,18140.547509670258,0.1261765565984253,83.2,1.4222222222222223,1.5599359,0.0006264587,0.0,13690,16.12528471456282,0.0006264587,1.5777777777777777,0.0024169916
3009880,18204.49960064888,0.12613564213564213,87.06818181818181,1.3181818181818181,1.5549322,0.00024842782,0.0,13734,16.711986040554994,0.00024842782,1.6818181818181819,0.00086923776
3019896,18269.933314085007,0.10565217391304355,79.23913043478261,1.565217391304348,1.5121284,0.00012826944,0.0,13780,15.194380965415217,0.00012826944,1.434782608695652,0.007351695
3029987,18328.70490050316,0.11401190185049322,82.34042553191489,1.574468085106383,1.5315732,0.0003570455,0.0,13827,15.522749965289048,0.0003570455,1.425531914893617,0.0006468956
3039764,18385.426830291748,0.12385347985347986,90.28571428571429,1.4523809523809523,1.5216068,0.0002427653,0.0,13869,17.08853318439725,0.0002427653,1.5476190476190477,0.0047425833
3049802,18448.27599453926,0.13230100334448164,80.6086956521739,1.391304347826087,1.5132256,0.0005811335,0.0,13915,15.310728792863019,0.0005811335,1.608695652173913,0.0048826365
3059870,18505.1896378994,0.1517111444277861,88.95652173913044,1.608695652173913,1.5041089,0.001184842,0.0,13961,17.101254036091895,0.001184842,1.391304347826087,0.0060804165
3069963,18568.603887796402,0.10751622721302022,76.89795918367346,1.4489795918367347,1.5193743,0.00029089686,0.0,14010,14.532308194728557,0.00029089686,1.5510204081632653,0.0009348808
3079966,18628.834510564804,0.13497674418604652,83.86046511627907,1.255813953488372,1.5125735,0.0007534279,0.0,14053,15.910881958758864,0.0007534279,1.744186046511628,0.009547173
3089803,18685.30938720703,0.12176909398550095,84.8,1.5333333333333334,1.4849763,0.001163024,0.0,14098,16.36359799368534,0.001163024,1.4666666666666666,0.0030801129
3099809,18751.31867623329,0.12209523809523812,91.57142857142857,1.1428571428571428,1.4591409,0.00048197224,0.0,14140,17.343328458172145,0.00048197224,1.8571428571428572,0.0019027451
3109845,18811.447850465775,0.10636111111111113,74.75,1.375,1.487382,0.0009032463,0.0,14188,14.287618077321035,0.0009032463,1.625,0.0066492087
3119934,18865.76800251007,0.11451252726117497,74.87234042553192,1.1702127659574468,1.509433,0.00088724744,0.0,14235,14.25373455528226,0.00088724744,1.8297872340425532,0.0033973812
3129951,18921.889528036118,0.13644444444444445,85.73333333333333,1.3555555555555556,1.4978908,0.00051391043,0.0,14280,16.450819423852103,0.00051391043,1.6444444444444444,0.0024545584
3139897,18984.410602092743,0.12374775479543536,82.08510638297872,1.6595744680851063,1.4732639,0.0013087997,0.0,14327,15.68310168095456,0.0013087997,1.3404255319148937,0.003322322
3149931,19042.89685845375,0.11451871657754013,84.95454545454545,1.3409090909090908,1.459387,0.0002997396,0.0,14371,16.442086457800194,0.0002997396,1.6590909090909092,0.0034131324
3159815,19100.785551309586,0.11835658914728685,83.72093023255815,1.3255813953488371,1.4600852,0.00020571747,0.0,14414,15.798622473973175,0.00020571747,1.6744186046511629,0.0007272855
3169858,19158.42882514,0.12088485536018154,88.90243902439025,1.1219512195121952,1.46167,0.0012417038,0.0,14455,17.15441873143369,0.0012417038,1.8780487804878048,0.004009317
3179900,19212.420206069946,0.12454501537110235,87.54545454545455,1.2727272727272727,1.485309,0.000547525,0.0,14499,16.766870147450575,0.000547525,1.7272727272727273,0.0009821038
3189911,19273.087989091873,0.12472727272727276,90.36585365853658,1.2682926829268293,1.4780381,0.00074953155,0.0,14540,17.086325233577437,0.00074953155,1.7317073170731707,0.0032860206
