optimgain,Tbt,Ptt,AttNC,entropy,MpbtA,AttC,meankl,MpbtN,TimestepsSoFar,surrgain,Tmt,TimeElapsed,Tmc,TtR,EpisodesSoFar,MtR,entloss
0.0026906685,306290.5734265734,72.96550015369573,0.0,0.6848296,2.5834113362266136,10.0,0.008561384,97.4165886637733,9987,0.0026906685,74.77797202797203,1348.8762538433075,29.253496503496503,-728.4090909090909,572,-67.10660559624125,0.0
0.0027285563,300844.99393939396,71.68173427079805,0.0,0.6582425,3.1789721897979453,10.0,0.0100662615,96.82102781020205,19997,0.0027285563,73.44848484848485,2518.7815749645233,30.644444444444446,-711.010101010101,1067,-64.61781689273734,0.0
0.0046124305,296330.61463414633,70.59716984205305,0.0,0.6128836,4.6967524269839895,10.0,0.010171484,95.303247573016,29987,0.0046124305,72.34634146341463,3459.6391882896423,31.829268292682926,-689.3414634146342,1477,-61.3860333756798,0.0
0.0046942076,291695.58974358975,69.4393401881249,0.0,0.55690175,8.128518035302685,10.0,0.0090049235,91.87148196469738,39999,0.0046942076,71.21474358974359,4155.206306695938,33.11538461538461,-654.0064102564103,1789,-56.135530082563946,0.0
0.0036206308,290619.91489361704,69.20127059778535,0.0,0.5223652,16.95312219961532,10.0,0.004649995,83.04687780038465,49942,0.0036206308,70.95212765957447,4581.26532793045,33.36702127659574,-589.0425531914893,1977,-46.36132652921879,0.0
0.0041050743,285464.77419354836,67.91515018879585,0.056451612903225805,0.45663336,29.389541410694626,9.943548387096774,0.007120875,70.61045858930538,59959,0.0041050743,69.69354838709677,4856.822866439819,34.79838709677419,-493.9516129032258,2101,-35.19037521422407,0.0
0.0026743885,268868.77611940296,63.884011724087685,3.014925373134328,0.3556877,59.46959305502665,6.985074626865671,0.003518808,40.53040694497335,69921,0.0026743885,65.64179104477611,5025.949207544327,39.223880597014926,-268.5074626865672,2168,-17.615103190530068,0.0
0.0026251704,262656.0,62.38873099093407,2.890625,0.35166064,62.83503637437566,7.109375,0.0028870385,37.164963625624345,79922,0.0026251704,64.125,5190.62281703949,40.859375,-240.15625,2232,-15.736596074606064,0.0
0.002530253,258389.33333333334,61.40961453615031,4.333333333333333,0.35351062,69.7842331669979,5.666666666666667,0.0025298754,30.215766833002085,89951,0.002530253,63.083333333333336,5354.595409393311,41.9,-190.83333333333334,2292,-13.246676175026007,0.0
0.0025667138,259891.2,61.77405063485279,2.7666666666666666,0.36863625,68.021222983209,7.233333333333333,0.0033826586,31.97877701679098,99882,0.0025667138,63.45,5512.388378381729,41.5,-202.83333333333334,2352,-13.702226288328893,0.0
0.0028157178,260096.0,61.81201147125027,3.206896551724138,0.3787838,68.58713851087992,6.793103448275862,0.0033621134,31.41286148912005,109862,0.0028157178,63.5,5674.716373682022,41.46551724137931,-200.3448275862069,2410,-13.206363947133715,0.0
0.002495693,260846.93333333332,61.98286232599204,2.433333333333333,0.37465867,65.82860140507815,7.566666666666666,0.0020335256,34.17139859492186,119835,0.002495693,63.68333333333333,5839.162640810013,41.28333333333333,-218.83333333333334,2470,-14.091687655648855,0.0
0.0029698377,258184.53333333333,61.38213377435377,3.4833333333333334,0.37959954,70.38824080306132,6.516666666666667,0.0029119554,29.611759196938685,129951,0.0029698377,63.03333333333333,6007.849165678024,41.916666666666664,-187.16666666666666,2530,-12.741908022255503,0.0
0.0021465416,255590.4,60.78879758853793,3.05,0.35991642,69.83678433438764,6.95,0.0016977784,30.16321566561237,139985,0.0021465416,62.4,6170.080239057541,42.55,-188.0,2590,-12.57001441752761,0.0
0.0033049886,257072.7619047619,61.107011883573364,2.746031746031746,0.34798,68.10991313174681,7.253968253968254,0.0034675954,31.89008686825315,149916,0.0033049886,62.76190476190476,6333.429523468018,42.22222222222222,-202.22222222222223,2653,-13.697982601944918,0.0
0.0033684662,256070.62068965516,60.88751603092155,4.051724137931035,0.36924234,70.12657247422152,5.948275862068965,0.003672595,29.873427525778474,159990,0.0033684662,62.51724137931034,6501.991682052612,42.44827586206897,-187.41379310344828,2711,-12.902605195709086,0.0
0.0030055197,254021.42372881356,60.39602488628723,3.2033898305084745,0.37911266,70.3163304263173,6.796610169491525,0.002609184,29.68366957368274,169886,0.0030055197,62.016949152542374,6660.201410293579,42.983050847457626,-184.74576271186442,2770,-12.716150050275951,0.0
0.0029881592,256705.04918032786,61.00182275816859,2.2950819672131146,0.38956973,68.47030087328204,7.704918032786885,0.0024084132,31.52969912671795,179918,0.0029881592,62.67213114754098,6840.840044736862,42.34426229508197,-198.19672131147541,2831,-13.151004874490802,0.0
0.0027977857,260894.37288135593,62.00520327935711,2.6779661016949152,0.37795362,67.15316157809582,7.322033898305085,0.0033077109,32.8468384219042,189877,0.0027977857,63.69491525423729,7002.850693941116,41.25423728813559,-210.84745762711864,2890,-13.751377839549324,0.0
0.002453192,253396.61016949153,60.25011210008416,3.3220338983050848,0.37715456,69.06532977259873,6.677966101694915,0.002288291,30.93467022740125,199847,0.002453192,61.86440677966102,7168.369834184647,43.13559322033898,-192.20338983050848,2949,-13.063003817702588,0.0
0.0027883018,255966.4262295082,60.851265986611246,3.4262295081967213,0.3803361,69.75816406735724,6.573770491803279,0.0027249942,30.241835932642786,209922,0.0027883018,62.49180327868852,7329.444966316223,42.49180327868852,-190.327868852459,3010,-12.87872232445227,0.0
0.0020858874,256451.25423728814,60.96498879244533,2.983050847457627,0.38504133,70.44138263076103,7.016949152542373,0.0024220853,29.558617369238984,219871,0.0020858874,62.610169491525426,7494.973645687103,42.3728813559322,-185.59322033898306,3069,-12.296373624334754,0.0
0.0030587274,253347.67213114753,60.23276274012419,2.721311475409836,0.39808655,69.44932082577799,7.278688524590164,0.004310136,30.550679174222008,229942,0.0030587274,61.85245901639344,7663.351256132126,43.16393442622951,-190.1639344262295,3130,-12.823774906898153,0.0
0.0034187268,254907.73333333334,60.617230020633876,2.8,0.39084572,67.34986753913786,7.2,0.0024976295,32.650132460862125,239927,0.0034187268,62.233333333333334,7829.2981724739075,42.733333333333334,-204.16666666666666,3190,-13.677398212229878,0.0
0.0032741956,253405.86666666667,60.24700490500011,2.9166666666666665,0.37900558,68.34319739164614,7.083333333333333,0.003790442,31.656802608353882,249950,0.0032741956,61.86666666666667,8007.115628242493,43.15,-197.33333333333334,3250,-13.163314798468338,0.0
0.0028175872,253610.66666666666,60.292218567013784,3.716666666666667,0.3769193,71.50064451119952,6.283333333333333,0.002660767,28.499355488800436,259998,0.0028175872,61.916666666666664,8169.507944583893,43.1,-177.5,3310,-12.209340758218255,0.0
0.0023090814,252077.5593220339,59.9680920818783,3.2711864406779663,0.37160954,68.81278256200983,6.728813559322034,0.0025450513,31.187217437990153,269928,0.0023090814,61.54237288135593,8338.674673557281,43.42372881355932,-192.3728813559322,3369,-13.047870439157622,0.0
0.0032292828,254940.6896551724,60.61814263039092,3.6379310344827585,0.3970589,69.71123472980105,6.362068965517241,0.0046366653,30.28876527019894,279898,0.0032292828,62.241379310344826,8501.008146047592,42.741379310344826,-189.13793103448276,3427,-12.826977884799073,0.0
0.00310872,252822.06896551725,60.1236964557184,2.4655172413793105,0.41123676,68.52982414820352,7.5344827586206895,0.0033509356,31.470175851796476,289847,0.00310872,61.724137931034484,8673.705968141556,43.275862068965516,-194.82758620689654,3485,-12.825424000368177,0.0
0.003536068,257694.89655172414,61.26083508285847,2.5517241379310347,0.40728894,66.51091320697765,7.448275862068965,0.00372407,33.489086793022366,299955,0.003536068,62.91379310344828,8846.99927020073,42.05172413793103,-212.06896551724137,3543,-13.753706191398676,0.0
0.0033904298,253387.0344827586,60.26868755969316,2.9655172413793105,0.401053,69.69703527712436,7.0344827586206895,0.0035635123,30.302964722875657,309941,0.0033904298,61.86206896551724,9015.16687631607,43.10344827586207,-188.27586206896552,3601,-12.449576797423662,0.0
0.0031437369,256776.8275862069,61.048016466556824,2.9655172413793105,0.38592976,67.73256434922939,7.0344827586206895,0.00365531,32.2674356507706,319847,0.0031437369,62.689655172413794,9199.469760894775,42.275862068965516,-204.31034482758622,3659,-13.454848740817399,0.0
0.0034247153,251938.71186440677,59.91835504496848,3.3220338983050848,0.38710827,70.37855303370073,6.677966101694915,0.00338492,29.62144696629927,329960,0.0034247153,61.50847457627118,9366.902841806412,43.49152542372882,-182.54237288135593,3718,-12.357511973152237,0.0
0.0033019169,255249.06666666668,60.67738270463404,2.55,0.39008173,66.57212913041502,7.45,0.003811405,33.427870869584986,339832,0.0033019169,62.31666666666667,9554.049357891083,42.68333333333333,-210.33333333333334,3778,-14.091264640220931,0.0
0.003763598,252518.4,60.05056215347533,2.9,0.38844475,70.99345056666039,7.1,0.004143763,29.006549433339647,349956,0.003763598,61.65,9722.404125213623,43.35,-179.16666666666666,3838,-12.241409883359294,0.0
0.0037866638,249721.70491803277,59.40652166683352,2.4098360655737703,0.38752273,69.81832498330147,7.590163934426229,0.0032468762,30.181675016698527,359962,0.0037866638,60.967213114754095,9918.609112262726,44.032786885245905,-184.91803278688525,3899,-12.553948307687588,0.0
0.0042811427,252877.6393442623,60.13540192436169,2.2295081967213113,0.3994767,66.18054883254139,7.770491803278689,0.0039806496,33.819451167458595,369825,0.0042811427,61.73770491803279,10090.18266749382,43.26229508196721,-210.98360655737704,3960,-13.989876791113888,0.0
0.003872554,251870.4262295082,59.902187426895985,2.622950819672131,0.39510265,65.21491210926902,7.377049180327869,0.004336612,34.78508789073097,379856,0.003872554,61.49180327868852,10274.530022621155,43.50819672131148,-215.08196721311475,4021,-14.29829508157839,0.0
0.0032671066,251904.0,59.91043517768616,2.6379310344827585,0.40540045,67.15167637315908,7.362068965517241,0.0038181504,32.848323626840916,389864,0.0032671066,61.5,10440.62084388733,43.5,-203.27586206896552,4079,-13.541349007166712,0.0
0.003586291,254368.54237288135,60.48304678061967,2.3728813559322033,0.4006009,67.68688088762107,7.627118644067797,0.0036144867,32.313119112378914,399797,0.003586291,62.101694915254235,10620.051435947418,42.88135593220339,-202.03389830508473,4138,-13.273994346145676,0.0
0.0032291217,255132.2033898305,60.650876797542686,2.4745762711864407,0.39788678,67.56305616264959,7.52542372881356,0.0035568543,32.436943837350384,409954,0.0032291217,62.28813559322034,10790.361842155457,42.71186440677966,-202.71186440677965,4197,-13.310471634967145,0.0
0.0028738931,250897.35593220338,59.668519569910835,2.610169491525424,0.3922408,69.38567016586775,7.389830508474576,0.0038331687,30.614329834132235,419860,0.0028738931,61.25423728813559,10974.480547904968,43.76271186440678,-188.135593220339,4256,-12.67682667749788,0.0
0.0039496045,252586.66666666666,60.066960521687186,3.15,0.4033321,69.98005969445721,6.85,0.004351893,30.01994030554279,429945,0.0039496045,61.666666666666664,11139.237369775772,43.333333333333336,-185.83333333333334,4316,-12.75966787200218,0.0
0.0030255879,252791.46666666667,60.11263359333858,1.9333333333333333,0.3940108,65.5131680369024,8.066666666666666,0.004538988,34.48683196309761,439922,0.0030255879,61.71666666666667,11319.339234352112,43.28333333333333,-214.16666666666666,4376,-13.960227035746644,0.0
0.0043873372,248968.53333333333,59.21525244509233,1.9333333333333333,0.40867254,68.00529057831352,8.066666666666666,0.003962338,31.994709421686498,449880,0.0043873372,60.78333333333333,11485.003969192505,44.25,-194.83333333333334,4436,-12.747801492068799,0.0
0.0031361203,256173.5593220339,60.897767295664174,1.9322033898305084,0.40658915,65.24795765778435,8.067796610169491,0.003218487,34.75204234221563,459919,0.0031361203,62.54237288135593,11673.561836242676,42.440677966101696,-218.8135593220339,4495,-14.001329857762439,0.0
0.0037190008,250606.93333333332,59.60245327374199,2.566666666666667,0.38675234,68.36704849801728,7.433333333333334,0.004305258,31.632951501982724,469862,0.0037190008,61.18333333333333,11852.00867509842,43.833333333333336,-194.33333333333334,4555,-12.88785109070576,0.0
0.0038631784,250827.93220338982,59.643716140358286,1.8983050847457628,0.39169514,64.877960743765,8.101694915254237,0.0036683665,35.12203925623499,479857,0.0038631784,61.23728813559322,12031.802712202072,43.79661016949152,-216.10169491525423,4614,-13.870408041090963,0.0
0.0033671253,248600.7741935484,59.16006669059525,2.032258064516129,0.37120563,67.88933724337473,7.967741935483871,0.003753777,32.110662756625295,489966,0.0033671253,60.693548387096776,12204.223930835724,44.29032258064516,-196.1290322580645,4676,-13.132731268504747,0.0
0.0034214454,249036.8,59.240973123332296,2.4166666666666665,0.37249124,69.64506845636852,7.583333333333333,0.003524432,30.354931543631494,499962,0.0034214454,60.8,12380.855819225311,44.21666666666667,-185.33333333333334,4736,-12.581874865521149,0.0
0.0038161548,249856.0,59.42911317570627,2.4098360655737703,0.3588821,69.1813003480313,7.590163934426229,0.0039905678,30.818699651968714,509895,0.0038161548,61.0,12568.700595617294,44.01639344262295,-188.85245901639345,4797,-12.791170933461776,0.0
0.0037128027,250197.33333333334,59.526218712388406,2.7333333333333334,0.35714993,68.59804837727832,7.266666666666667,0.0035353883,31.401951622721672,519846,0.0037128027,61.083333333333336,12746.996984004974,43.9,-191.66666666666666,4857,-13.08494954234241,0.0
