optimgain,Fce,AttNC,MtR,AttC,entloss,surrgain,TimeElapsed,EpisodesSoFar,TtR,entropy,TimestepsSoFar,meankl
0.0030406548,0.1228571428571429,0.9523809523809523,17.384348681858437,0.047619047619047616,0.0,0.0030406548,3039.817013025284,4064,30.714285714285715,0.6509724,729765,0.0026187385
0.0030689575,0.09803921568627452,0.7843137254901961,13.874128633808246,0.21568627450980393,0.0,0.0030689575,3082.9376215934753,4115,24.50980392156863,0.6119669,739782,0.0035261635
0.0034676027,0.11283720930232563,0.9302325581395349,16.118851969056905,0.06976744186046512,0.0,0.0034676027,3127.9695148468018,4158,28.209302325581394,0.6301368,749787,0.00420197
0.0029746003,0.09772727272727275,0.7692307692307693,13.49393319322368,0.23076923076923078,0.0,0.0029746003,3168.693610906601,4210,23.596153846153847,0.59829456,759809,0.0024840208
0.003100457,0.10595555555555557,0.8888888888888888,15.118747535649296,0.1111111111111111,0.0,0.003100457,3212.1431472301483,4255,26.488888888888887,0.5658064,769814,0.0021426314
0.003538147,0.10240000000000003,0.8888888888888888,14.690613673198797,0.1111111111111111,0.0,0.003538147,3253.3661856651306,4300,25.6,0.56021184,779819,0.0026986527
0.0027828612,0.11551552795031055,0.8695652173913043,15.522922725175118,0.13043478260869565,0.0,0.0027828612,3293.9112231731415,4346,27.369565217391305,0.55953753,789835,0.002250614
0.0026274726,0.12316666666666663,0.8333333333333334,14.761742771321808,0.16666666666666666,0.0,0.0026274726,3336.3439536094666,4394,25.604166666666668,0.5476683,799843,0.0015531554
0.0029510192,0.11069565217391306,0.8695652173913043,15.922667017360558,0.13043478260869565,0.0,0.0029510192,3379.5186080932617,4440,27.67391304347826,0.54135126,809853,0.0017375641
0.004343688,0.1049166666666667,0.8333333333333334,15.040549184205274,0.16666666666666666,0.0,0.004343688,3422.13467335701,4488,26.229166666666668,0.5170379,819861,0.0036482047
0.0046184706,0.11688888888888892,0.8888888888888888,16.614839225228344,0.1111111111111111,0.0,0.0046184706,3465.522097349167,4533,29.22222222222222,0.53580874,829872,0.0027591395
0.0033412671,0.12373913043478259,0.8695652173913043,14.49488940858239,0.13043478260869565,0.0,0.0033412671,3506.5862429142,4579,25.52173913043478,0.5078032,839878,0.0027434418
0.0044552316,0.12438095238095238,0.9523809523809523,17.767471722156877,0.047619047619047616,0.0,0.0044552316,3548.785658121109,4621,31.095238095238095,0.52459997,849888,0.0021140792
0.004334398,0.10800000000000004,0.8888888888888888,14.876162145495508,0.1111111111111111,0.0,0.004334398,3591.3858625888824,4666,25.91111111111111,0.5374341,859897,0.003420752
0.0041362047,0.11200000000000004,0.9090909090909091,15.87181015827217,0.09090909090909091,0.0,0.0041362047,3627.0894677639008,4710,28.0,0.5715534,869901,0.004050765
0.0037638939,0.10485106382978727,0.851063829787234,14.999499153578547,0.14893617021276595,0.0,0.0037638939,3670.199740409851,4757,26.21276595744681,0.57672113,879908,0.0021664386
0.0045474917,0.11933497942386831,0.8888888888888888,16.89946748677404,0.1111111111111111,0.0,0.0045474917,3714.2009823322296,4802,29.466666666666665,0.58630574,889939,0.004854855
0.0038370453,0.09960000000000002,0.8,14.3321447159796,0.2,0.0,0.0038370453,3754.006238937378,4852,24.9,0.5783691,899951,0.0033463142
0.0035302765,0.1202727272727273,0.9090909090909091,17.338412463223296,0.09090909090909091,0.0,0.0035302765,3796.5586309432983,4896,30.068181818181817,0.5935363,909957,0.002739713
0.0036063858,0.11272727272727275,0.9090909090909091,16.02142450838489,0.09090909090909091,0.0,0.0036063858,3842.1720130443573,4940,28.181818181818183,0.59407765,919961,0.002172352
0.004695446,0.11127272727272727,0.9090909090909091,15.899668753756528,0.09090909090909091,0.0,0.004695446,3880.190587043762,4984,27.818181818181817,0.5998537,929967,0.0056742067
0.0046383445,0.12586046511627907,0.9302325581395349,17.74827529140902,0.06976744186046512,0.0,0.0046383445,3922.0367393493652,5027,31.46511627906977,0.5760476,939974,0.0039779176
0.004279275,0.11555555555555558,0.8666666666666667,16.102999867734543,0.13333333333333333,0.0,0.004279275,3965.4698028564453,5072,28.488888888888887,0.55761486,949754,0.0020989676
0.003892974,0.14292344497607654,0.9090909090909091,17.069054874097933,0.09090909090909091,0.0,0.003892974,4008.4985616207123,5116,29.795454545454547,0.5479019,959780,0.0023314876
0.0045165145,0.12455813953488372,0.9302325581395349,17.849350733294088,0.06976744186046512,0.0,0.0045165145,4048.9580085277557,5159,31.13953488372093,0.5351652,969785,0.0029508674
0.0047853165,0.1263519404572036,0.9090909090909091,17.40019758212679,0.09090909090909091,0.0,0.0047853165,4090.3217000961304,5203,29.818181818181817,0.5299777,979817,0.0032949196
0.004706287,0.11843797250311015,0.8478260869565217,16.239459766322003,0.15217391304347827,0.0,0.004706287,4132.028577804565,5249,28.152173913043477,0.55151635,989764,0.0041773217
0.005976683,0.11185858585858584,0.8,15.202392664485872,0.2,0.0,0.005976683,4174.448892116547,5299,26.56,0.52177984,999792,0.004689527
0.005459683,0.11642020202020201,0.8888888888888888,16.625287300977593,0.1111111111111111,0.0,0.005459683,4216.470337152481,5344,28.622222222222224,0.49103042,1009807,0.004194854
0.0050237672,0.10572444444444447,0.8,14.572380648397937,0.2,0.0,0.0050237672,4258.747050523758,5394,25.44,0.4699838,1019845,0.0037041886
0.006163656,0.11379829059829061,0.8888888888888888,15.886314966507486,0.1111111111111111,0.0,0.006163656,4304.832474470139,5439,28.044444444444444,0.4480285,1029862,0.003677024
0.004444324,0.12478048780487806,0.975609756097561,17.695633237282234,0.024390243902439025,0.0,0.004444324,4343.693931341171,5480,31.195121951219512,0.46633834,1039863,0.0033099614
0.0045642974,0.1184,0.8888888888888888,16.625961813500922,0.1111111111111111,0.0,0.0045642974,4381.81231713295,5525,29.6,0.44967577,1049868,0.0036224537
0.0062056365,0.1211087719298246,0.8888888888888888,16.622272003232982,0.1111111111111111,0.0,0.0062056365,4423.852742910385,5570,29.466666666666665,0.4717912,1059891,0.0055599404
0.0042038686,0.12939817629179334,0.851063829787234,16.324506981542942,0.14893617021276595,0.0,0.0042038686,4465.651490211487,5617,28.78723404255319,0.4839785,1069908,0.0039023715
0.004716591,0.12124444444444449,0.8888888888888888,17.134477874059865,0.1111111111111111,0.0,0.004716591,4511.742945432663,5662,30.31111111111111,0.48148575,1079913,0.003205967
0.004892922,0.1221979797979798,0.8888888888888888,17.4182330219758,0.1111111111111111,0.0,0.004892922,4551.4402577877045,5707,30.066666666666666,0.46429774,1089930,0.003695192
0.004127834,0.11739130434782608,0.8695652173913043,17.070673282371637,0.13043478260869565,0.0,0.004127834,4592.360319852829,5753,29.347826086956523,0.4575528,1099936,0.0036606023
0.004985109,0.1311219512195122,0.975609756097561,19.002188841887932,0.024390243902439025,0.0,0.004985109,4638.217695713043,5794,32.78048780487805,0.44394204,1109937,0.0036902886
0.0049153026,0.12858914728682172,0.9302325581395349,17.234798056547127,0.06976744186046512,0.0,0.0049153026,4682.2972548007965,5837,30.232558139534884,0.45222008,1119942,0.0028569777
0.0042655137,0.11422222222222224,0.8888888888888888,16.303862997545576,0.1111111111111111,0.0,0.0042655137,4719.939501523972,5882,28.555555555555557,0.44814736,1129947,0.0030539131
0.006080122,0.12324637681159423,0.8695652173913043,17.058321615118096,0.13043478260869565,0.0,0.006080122,4762.93146109581,5928,30.130434782608695,0.4464252,1139967,0.004177043
0.0063245054,0.11936904761904761,0.8333333333333334,16.50785116897053,0.16666666666666666,0.0,0.0063245054,4810.608464717865,5976,28.395833333333332,0.41993755,1149987,0.005306224
0.005930136,0.108,0.7959183673469388,14.988260833390168,0.20408163265306123,0.0,0.005930136,4856.367918014526,6025,26.0,0.41250536,1159751,0.003679696
0.0052768583,0.12263636363636365,0.9090909090909091,17.19820521636515,0.09090909090909091,0.0,0.0052768583,4895.090501070023,6069,30.65909090909091,0.4234128,1169755,0.0034214775
0.0060606077,0.1318,1.0,18.688568174245443,0.0,0.0,0.0060606077,4937.640904426575,6109,32.95,0.4144736,1179755,0.007386776
0.006480684,0.15425185185185183,0.8888888888888888,17.80462450221759,0.1111111111111111,0.0,0.006480684,4980.233244419098,6154,31.2,0.377991,1189764,0.005632275
0.005347013,0.1125957446808511,0.851063829787234,16.300345718668893,0.14893617021276595,0.0,0.005347013,5024.172589302063,6201,28.148936170212767,0.3730466,1199771,0.0032345895
0.0055798213,0.13047619047619047,0.9523809523809523,18.65354979427162,0.047619047619047616,0.0,0.0055798213,5062.282378911972,6243,32.61904761904762,0.393154,1209773,0.003569459
0.005009294,0.1182727272727273,0.9090909090909091,16.58623686367897,0.09090909090909091,0.0,0.005009294,5107.940304040909,6287,29.568181818181817,0.3743896,1219777,0.004657451
0.0053373533,0.10668557919621752,0.851063829787234,14.595133644778269,0.14893617021276595,0.0,0.0053373533,5151.37450003624,6334,25.53191489361702,0.3457345,1229794,0.004856436
0.005864195,0.13300000000000003,1.0,18.981929172446538,0.0,0.0,0.005864195,5188.045897722244,6374,33.25,0.3623242,1239794,0.0042548887
0.005505925,0.12126129266521425,0.8888888888888888,16.574223956029286,0.1111111111111111,0.0,0.005505925,5232.009661912918,6419,29.11111111111111,0.35628095,1249823,0.0056560943
0.005329895,0.12450000000000006,1.0,17.67857491157053,0.0,0.0,0.005329895,5279.908934354782,6459,31.125,0.33309916,1259823,0.0036857247
0.00506582,0.12723809523809526,0.9523809523809523,18.18869439686349,0.047619047619047616,0.0,0.00506582,5320.733858585358,6501,31.80952380952381,0.35965392,1269825,0.003829924
0.005298932,0.115,0.9090909090909091,16.529266745475528,0.09090909090909091,0.0,0.005298932,5364.337299346924,6545,28.75,0.33567786,1279829,0.003929539
0.0045965104,0.11431111111111115,0.8888888888888888,16.429045673492592,0.1111111111111111,0.0,0.0045965104,5404.1722757816315,6590,28.57777777777778,0.36132815,1289834,0.0041819033
0.0052321297,0.12325581395348839,0.9302325581395349,17.420108058771266,0.06976744186046512,0.0,0.0052321297,5439.664452314377,6633,30.3953488372093,0.3389587,1299861,0.004531954
0.0044024047,0.11441860465116278,0.9302325581395349,16.51372490533006,0.06976744186046512,0.0,0.0044024047,5488.622615814209,6676,28.6046511627907,0.36314398,1309864,0.0038444442
0.004933852,0.12028571428571434,0.9523809523809523,16.940557724419495,0.047619047619047616,0.0,0.004933852,5534.630430459976,6718,30.071428571428573,0.38040262,1319866,0.0046186694
0.005767449,0.11195136778115505,0.851063829787234,15.25905595297865,0.14893617021276595,0.0,0.005767449,5571.491830587387,6765,26.51063829787234,0.35954693,1329879,0.005286275
0.004949957,0.12243902439024394,0.975609756097561,17.162485311118637,0.024390243902439025,0.0,0.004949957,5616.647878170013,6806,30.609756097560975,0.37635726,1339880,0.0029502336
0.004951178,0.11866666666666667,0.8888888888888888,16.747871787323138,0.1111111111111111,0.0,0.004951178,5658.311937093735,6851,29.666666666666668,0.39501956,1349885,0.0038404057
0.0054657953,0.12171428571428572,0.9523809523809523,17.135158451029284,0.047619047619047616,0.0,0.0054657953,5700.428777694702,6893,30.428571428571427,0.41891852,1359887,0.0040443116
0.0062252227,0.12117073170731707,0.975609756097561,17.192047631821897,0.024390243902439025,0.0,0.0062252227,5739.161395788193,6934,30.29268292682927,0.4318041,1369888,0.004535743
0.0069574844,0.11876190476190483,0.9523809523809523,16.783791571456508,0.047619047619047616,0.0,0.0069574844,5780.995813369751,6976,29.69047619047619,0.40818763,1379892,0.0059971553
0.0064911866,0.10166666666666668,0.8333333333333334,14.420419924139878,0.16666666666666666,0.0,0.0064911866,5825.6791796684265,7024,25.416666666666668,0.39627448,1389900,0.0044423523
0.006717474,0.11888372093023256,0.9302325581395349,16.72610947601038,0.06976744186046512,0.0,0.006717474,5868.201381206512,7067,29.72093023255814,0.3931572,1399903,0.005095456
0.005967403,0.10678260869565219,0.8695652173913043,15.185214818057771,0.13043478260869565,0.0,0.005967403,5904.514876842499,7113,26.695652173913043,0.39248678,1409909,0.003350409
0.006006206,0.12848780487804878,0.975609756097561,18.252689953056084,0.024390243902439025,0.0,0.006006206,5952.717453718185,7154,32.1219512195122,0.4139548,1419910,0.0041676057
0.0043149577,0.11293023255813957,0.9302325581395349,16.3218404591655,0.06976744186046512,0.0,0.0043149577,5996.402042388916,7197,28.232558139534884,0.42099372,1429913,0.0035652695
0.0064668534,0.11876190476190479,0.9523809523809523,16.981143320831833,0.047619047619047616,0.0,0.0064668534,6033.969341516495,7239,29.69047619047619,0.4375494,1439915,0.005584351
0.005814267,0.11370048309178746,0.8695652173913043,15.503441783125163,0.13043478260869565,0.0,0.005814267,6077.29908156395,7285,27.26086956521739,0.4400296,1449939,0.00436012
0.005440126,0.1301904761904762,0.9523809523809523,18.706203287166872,0.047619047619047616,0.0,0.005440126,6123.970472812653,7327,32.54761904761905,0.44774014,1459941,0.0046023335
0.005944027,0.1138156028368794,0.851063829787234,15.274506651195239,0.14893617021276595,0.0,0.005944027,6160.539057016373,7374,26.70212765957447,0.42116123,1469950,0.0044497326
0.005294603,0.11525581395348838,0.9302325581395349,16.606760701154244,0.06976744186046512,0.0,0.005294603,6200.34968662262,7417,28.813953488372093,0.444811,1479955,0.0033282773
0.007302006,0.12632558139534886,0.9302325581395349,18.136944100820504,0.06976744186046512,0.0,0.007302006,6242.88267660141,7460,31.58139534883721,0.42448014,1489964,0.0056661707
0.005651614,0.12476251575209078,0.9069767441860465,17.111394415368796,0.09302325581395349,0.0,0.005651614,6285.4948263168335,7503,30.093023255813954,0.43214267,1499882,0.0038354814
0.005848178,0.12093023255813956,0.9302325581395349,17.089096726695065,0.06976744186046512,0.0,0.005848178,6329.6925003528595,7546,29.3953488372093,0.42719623,1509909,0.003792222
0.0073684296,0.12130232558139538,0.9302325581395349,17.175781401835437,0.06976744186046512,0.0,0.0073684296,6369.281545639038,7589,30.325581395348838,0.4212959,1519912,0.0055570723
0.005264294,0.1208372093023256,0.9302325581395349,16.76787458243173,0.06976744186046512,0.0,0.005264294,6411.319308757782,7632,29.372093023255815,0.4347805,1529939,0.0041745957
0.006039285,0.12054545454545457,0.9090909090909091,17.02077786141493,0.09090909090909091,0.0,0.006039285,6452.0577981472015,7676,30.136363636363637,0.4446987,1539943,0.004802549
0.0049890135,0.12347286821705426,0.9302325581395349,17.348782252470233,0.06976744186046512,0.0,0.0049890135,6492.331036329269,7719,30.13953488372093,0.44576696,1549962,0.0034611726
0.005387735,0.11977777777777777,0.8333333333333334,15.992415336441754,0.16666666666666666,0.0,0.005387735,6533.939616918564,7767,28.229166666666668,0.43587983,1559978,0.004330842
0.0060688006,0.1084255319148936,0.851063829787234,15.434593673781002,0.14893617021276595,0.0,0.0060688006,6579.51197552681,7814,27.106382978723403,0.42444125,1569987,0.0039823856
0.005952701,0.124562962962963,0.8888888888888888,16.697852759453824,0.1111111111111111,0.0,0.005952701,6619.609424352646,7859,29.31111111111111,0.42066827,1579994,0.00511577
0.0053406446,0.1489978858350951,0.9069767441860465,17.754767520697833,0.09302325581395349,0.0,0.0053406446,6660.7994866371155,7902,30.953488372093023,0.4407041,1589766,0.0035932672
0.0066758697,0.11752380952380956,0.9523809523809523,16.64213588238683,0.047619047619047616,0.0,0.0066758697,6699.2093279361725,7944,29.38095238095238,0.44391152,1599770,0.0042732744
