meankl,Ptt,surrgain,optimgain,TtR,TimeElapsed,EpisodesSoFar,AttNC,TimestepsSoFar,MpbtN,AttC,Tbt,Tmt,Tmc,MpbtA,entropy,MtR,entloss
0.004472526,81.27594423221805,0.005219781,0.005219781,-72.92307692307692,11297.350379228592,4178,0.6923076923076923,229796,87.24322189900201,0.3076923076923077,342173.53846153844,83.53846153846153,20.307692307692307,12.756778100997977,0.19910401,-40.73785948948953,0.0
0.0042941025,80.26374158986346,0.0035895936,0.0035895936,-71.73684210526316,11427.658668279648,4216,0.5263157894736842,239764,86.87057005644688,0.47368421052631576,338243.36842105264,82.57894736842105,21.42105263157895,13.129429943553113,0.20131716,-40.08469899219037,0.0
0.005528505,80.7603080958741,0.0049945754,0.0049945754,-73.97368421052632,11562.040493488312,4254,0.8157894736842105,249953,89.10644665014532,0.18421052631578946,340075.7894736842,83.02631578947368,20.86842105263158,10.893553349854692,0.16060965,-40.58939773026847,0.0
0.006368866,81.27886186150546,0.006755585,0.006755585,-74.37142857142857,11695.204695224762,4289,0.8,259750,88.94194266083323,0.2,342425.6,83.6,20.314285714285713,11.058057339166785,0.22852297,-40.53147813773335,0.0
0.003782909,80.21588978923204,0.0038200896,0.0038200896,-72.39473684210526,11824.474499702454,4327,0.6578947368421053,269978,87.70690045159597,0.34210526315789475,338027.7894736842,82.52631578947368,21.473684210526315,12.293099548404003,0.24518804,-40.003016429209204,0.0
0.0029230164,79.82230235536285,0.00279353,0.00279353,-70.8108108108108,11962.081998825073,4364,0.3783783783783784,279891,86.25577361982741,0.6216216216216216,336204.1081081081,82.08108108108108,21.89189189189189,13.74422638017258,0.21762379,-38.74177779814543,0.0
0.0053189653,80.03307802672096,0.004254386,0.004254386,-70.97368421052632,12089.997984170914,4402,0.6842105263157895,289985,86.2804649961406,0.3157894736842105,336949.8947368421,82.26315789473684,21.657894736842106,13.719535003859422,0.25553575,-39.10461254531906,0.0
0.00569967,79.91226525031954,0.005989218,0.005989218,-70.76923076923077,12231.59292459488,4441,0.7435897435897436,299802,86.11886655454941,0.2564102564102564,336607.1794871795,82.17948717948718,21.794871794871796,13.881133445450596,0.21135357,-40.80558058345485,0.0
0.0074869734,80.62185568445865,0.006347,0.006347,-70.94594594594595,12366.18229842186,4478,0.8918918918918919,309956,85.55728144628247,0.10810810810810811,339635.8918918919,82.91891891891892,21.027027027027028,14.442718553717484,0.29512963,-39.55275944648518,0.0
0.0041953176,79.95525805589942,0.0046028746,0.0046028746,-69.35,12502.500552892685,4518,0.55,320000,84.32136920537776,0.45,336793.6,82.225,21.75,15.678630794622222,0.23017068,-39.637769761038626,0.0
0.0030536687,80.43261928820004,0.0036154983,0.0036154983,-70.42105263157895,12638.503041505814,4556,0.6052631578947368,329828,85.11882108572902,0.39473684210526316,338890.1052631579,82.73684210526316,21.236842105263158,14.881178914270965,0.26117328,-40.02609487857507,0.0
0.0043584816,80.57292232836487,0.0089518,0.0089518,-70.95,12772.16967368126,4596,0.7,339810,85.5623034996834,0.3,339353.6,82.85,21.075,14.437696500316608,0.24148892,-40.948429404654284,0.0
0.004107922,79.83710853486782,0.005605847,0.005605847,-70.475,12918.508746385574,4636,0.475,349981,85.84842803959732,0.525,336281.6,82.1,21.875,14.151571960402649,0.21659969,-39.75239597224699,0.0
0.0036862914,79.69207666037126,0.0044388673,0.0044388673,-69.97297297297297,13051.920909881592,4673,0.5675675675675675,359915,85.42452150197433,0.43243243243243246,335539.8918918919,81.91891891891892,22.027027027027028,14.575478498025678,0.25829428,-38.81999439309413,0.0
0.0044794544,80.58264707086818,0.0056004766,0.0056004766,-70.425,13190.714425563812,4713,0.6,369760,84.8851375701292,0.4,339558.4,82.9,21.075,15.114862429870797,0.22518772,-40.438874716065335,0.0
0.0044963243,79.62524816220021,0.004358014,0.004358014,-71.05,13329.456507205963,4753,0.65,379947,86.79378712195897,0.35,335257.6,81.85,22.1,13.20621287804102,0.1979278,-40.009886652554684,0.0
0.005812928,81.21668405478484,0.00789294,0.00789294,-72.05405405405405,13453.110894918442,4790,0.7027027027027027,389941,86.25006290824916,0.2972972972972973,342071.35135135136,83.51351351351352,20.37837837837838,13.749937091750859,0.24826108,-39.817975371993334,0.0
0.0038609246,80.02709299614665,0.0044081956,0.0044081956,-70.25641025641026,13596.855276346207,4829,0.48717948717948717,399845,85.34424001008762,0.5128205128205128,337027.28205128206,82.28205128205128,21.666666666666668,14.655759989912376,0.21887822,-38.824297853252276,0.0
0.0044066794,80.93748771968654,0.004418875,0.004418875,-71.44736842105263,13729.474783658981,4867,0.7368421052631579,409721,85.79616766168711,0.2631578947368421,340938.1052631579,83.23684210526316,20.68421052631579,14.203832338312868,0.2658981,-39.84407753396828,0.0
0.0030499503,80.26441690867902,0.0042112656,0.0042112656,-69.94736842105263,13857.624911785126,4905,0.6578947368421053,419801,84.78539884319174,0.34210526315789475,337704.4210526316,82.44736842105263,21.394736842105264,15.214601156808262,0.28800687,-39.01730781976165,0.0
0.0077670836,79.82861093391273,0.004021378,0.004021378,-69.1,13998.326201677322,4945,0.475,429956,84.18296160394543,0.525,336076.8,82.05,21.875,15.817038396054599,0.22670586,-38.3682715260078,0.0
0.003403387,81.26132575794131,0.004750206,0.004750206,-72.33333333333333,14131.82317996025,4984,0.8974358974358975,439948,86.55000508658479,0.10256410256410256,342278.5641025641,83.56410256410257,20.333333333333332,13.449994913415221,0.23354885,-40.86548275532216,0.0
0.003493993,81.15327145973849,0.0030993375,0.0030993375,-71.47368421052632,14264.523475885391,5022,0.8157894736842105,449984,85.60045610013833,0.18421052631578946,341800.4210526316,83.44736842105263,20.44736842105263,14.399543899861639,0.20527883,-40.30346618491394,0.0
0.00588111,80.2210064645226,0.004623057,0.004623057,-70.24324324324324,14404.120393037796,5059,0.6486486486486487,459878,85.13726273270139,0.35135135135135137,337864.64864864864,82.48648648648648,21.45945945945946,14.86273726729861,0.19902043,-38.84102065143664,0.0
0.003407629,81.74846191221641,0.0046554185,0.0046554185,-73.77777777777777,14527.278116703033,5095,1.0,469984,87.73520581208257,0.0,344405.3333333333,84.08333333333333,19.805555555555557,12.264794187917417,0.22091314,-40.022567182778324,0.0
0.003609803,80.41299905485302,0.005113877,0.005113877,-71.62162162162163,14661.215510845184,5132,0.8378378378378378,479805,86.64341556075838,0.16216216216216217,338528.86486486485,82.64864864864865,21.243243243243242,13.356584439241606,0.23574412,-39.85581434729172,0.0
0.006793555,79.89706484131187,0.006566826,0.006566826,-70.13888888888889,14801.611551046371,5168,0.7777777777777778,489895,85.33758069093227,0.2222222222222222,336440.8888888889,82.13888888888889,21.805555555555557,14.662419309067742,0.29060465,-38.02278677731685,0.0
0.004779152,80.45748200116442,0.005780182,0.005780182,-69.92307692307692,14934.382736682892,5207,0.6666666666666666,499741,84.45565929391792,0.3333333333333333,338917.74358974356,82.74358974358974,21.205128205128204,15.5443407060821,0.25501868,-39.259555358503704,0.0
0.0061028404,79.8994632875874,0.0044627013,0.0044627013,-69.16666666666667,15081.264800071716,5249,0.5952380952380952,509997,84.17473737789274,0.40476190476190477,336554.6666666667,82.16666666666667,21.80952380952381,15.825262622107267,0.20927075,-39.262764526754076,0.0
0.005028826,80.8396043811372,0.006915216,0.006915216,-70.76315789473684,15214.351211071014,5287,0.7105263157894737,519818,85.10421878047802,0.2894736842105263,340506.94736842107,83.13157894736842,20.789473684210527,14.895781219521956,0.22309443,-40.02982670159802,0.0
0.005542187,80.79031847127591,0.006774002,0.006774002,-71.0,15344.882170200348,5325,0.6842105263157895,529888,85.4574676496746,0.3157894736842105,340291.36842105264,83.07894736842105,20.842105263157894,14.54253235032539,0.2719978,-38.80116111029047,0.0
0.003578737,80.77850602264286,0.003482782,0.003482782,-70.85,15484.541727781296,5365,0.475,539883,85.2660191815558,0.525,340172.8,83.05,20.85,14.733980818444213,0.20909487,-39.910235297602625,0.0
0.0050015533,80.74231298467191,0.0037789673,0.0037789673,-71.55263157894737,15615.760989665985,5403,0.7368421052631579,549898,86.18486926549349,0.2631578947368421,340075.7894736842,83.02631578947368,20.894736842105264,13.81513073450651,0.21093677,-40.27589219754133,0.0
0.0048516863,79.91253874365688,0.0055765337,0.0055765337,-70.76315789473684,15752.265559911728,5441,0.7368421052631579,559944,86.0741184669806,0.2631578947368421,336518.7368421053,82.15789473684211,21.789473684210527,13.925881533019387,0.20837578,-39.52002647273802,0.0
0.0058325822,81.39753042178627,0.0062042214,0.0062042214,-72.52777777777777,15884.208596229553,5477,0.8611111111111112,569681,86.60925953465143,0.1388888888888889,343040.0,83.75,20.194444444444443,13.390740465348566,0.2572068,-39.80579672920769,0.0
0.004820405,80.71892843184662,0.0047171144,0.0047171144,-70.35897435897436,16010.064280509949,5516,0.5641025641025641,579883,84.69075703484043,0.4358974358974359,340073.0256410256,83.02564102564102,20.923076923076923,15.309242965159573,0.2895375,-38.80012528119882,0.0
0.0057958933,80.10281727349667,0.004117557,0.004117557,-68.43589743589743,16154.647362709045,5555,0.5384615384615384,589847,83.09387993062936,0.46153846153846156,337447.3846153846,82.38461538461539,21.58974358974359,16.906120069370665,0.29116178,-37.97232072581572,0.0
0.0033412375,80.13062619435749,0.0040327394,0.0040327394,-68.34146341463415,16291.324117660522,5596,0.2682926829268293,599882,82.94277731249718,0.7317073170731707,337570.34146341466,82.41463414634147,21.5609756097561,17.057222687502815,0.2483168,-37.91881709615407,0.0
0.004384198,80.53517013129594,0.005569995,0.005569995,-69.36585365853658,16432.0302901268,5637,0.2682926829268293,609953,83.73744649340803,0.7317073170731707,339268.68292682926,82.82926829268293,21.121951219512194,16.262553506591964,0.2662935,-39.17056783923436,0.0
0.004590445,80.55432262218108,0.0034775971,0.0034775971,-69.14634146341463,16572.1853787899,5678,0.2926829268292683,619809,83.44808307546091,0.7073170731707317,339268.68292682926,82.82926829268293,21.097560975609756,16.551916924539093,0.2228823,-39.550201473792136,0.0
0.0053440453,80.31712789446628,0.0064211823,0.0064211823,-69.87179487179488,16709.055014133453,5717,0.38461538461538464,629967,84.52758311387704,0.6153846153846154,338392.6153846154,82.61538461538461,21.358974358974358,15.472416886122982,0.2774402,-38.87294713494277,0.0
0.0077638132,80.33854625602173,0.0046032635,0.0046032635,-69.12820512820512,16842.749135017395,5756,0.5128205128205128,639979,83.69657683574711,0.48717948717948717,338392.6153846154,82.61538461538461,21.333333333333332,16.303423164252916,0.30232164,-38.58650164261511,0.0
0.007256302,80.1322094249556,0.0054345764,0.0054345764,-69.67441860465117,16989.341718912125,5799,0.20930232558139536,649846,84.53290966580548,0.7906976744186046,337586.6046511628,82.4186046511628,21.558139534883722,15.467090334194554,0.22428155,-38.97638842134535,0.0
0.0044955825,79.43146831070361,0.0041454895,0.0041454895,-67.84615384615384,17125.756541013718,5838,0.5128205128205128,659807,83.12395262944266,0.48717948717948717,334401.641025641,81.64102564102564,22.307692307692307,16.876047370557362,0.24367544,-38.257807076617084,0.0
0.0038796146,79.88746551994907,0.0033153566,0.0033153566,-68.575,17267.97557401657,5878,0.575,669978,83.48160242253678,0.425,336588.8,82.175,21.825,16.518397577463226,0.22151873,-38.562701160920156,0.0
0.00494541,80.77254405804268,0.0055565676,0.0055565676,-70.61538461538461,17400.172789096832,5917,0.6410256410256411,679966,84.95623234332722,0.358974358974359,340388.10256410256,83.1025641025641,20.871794871794872,15.043767656672784,0.1957553,-39.523611582640285,0.0
0.0038844256,80.203806385056,0.00544105,0.00544105,-70.22222222222223,17532.044457912445,5953,0.7777777777777778,689775,85.14501453613043,0.2222222222222222,337692.44444444444,82.44444444444444,21.47222222222222,14.854985463869562,0.2402935,-38.39156900872783,0.0
0.0070357956,80.46987086826941,0.007345184,0.007345184,-70.64864864864865,17665.505774259567,5990,0.8108108108108109,699923,85.39453763637687,0.1891891891891892,338971.6756756757,82.75675675675676,21.18918918918919,14.605462363623111,0.24000981,-39.158322755948845,0.0
0.00433601,79.96315778319033,0.003967413,0.003967413,-70.08108108108108,17797.04496192932,6027,0.7567567567567568,709861,85.26261024482051,0.24324324324324326,336646.91891891893,82.1891891891892,21.72972972972973,14.737389755179493,0.19527291,-38.58414568368503,0.0
0.0056504984,80.84227757584007,0.0044873995,0.0044873995,-71.21052631578948,17938.46628832817,6065,0.7105263157894737,719948,85.59502143823015,0.2894736842105263,340614.7368421053,83.15789473684211,20.789473684210527,14.404978561769846,0.19457231,-39.163489236600206,0.0
0.0066665267,79.74800085518707,0.007524519,0.007524519,-70.14285714285714,18064.998054027557,6100,0.9428571428571428,729856,85.56154271838196,0.05714285714285714,335872.0,82.0,21.97142857142857,14.438457281618032,0.24685791,-38.5478423000577,0.0
0.00788596,79.99548122469706,0.0075146547,0.0075146547,-69.64864864864865,18196.846790790558,6137,0.7837837837837838,739738,84.70902457278127,0.21621621621621623,336868.3243243243,82.24324324324324,21.7027027027027,15.290975427218743,0.28113985,-38.297696601677295,0.0
0.00497511,79.79483207327007,0.0049126595,0.0049126595,-68.95121951219512,18343.936272859573,6178,0.5853658536585366,749852,84.00550365818498,0.4146341463414634,336171.7073170732,82.07317073170732,21.926829268292682,15.99449634181504,0.2368524,-39.3984466991833,0.0
0.0040580267,80.32994064313361,0.004565662,0.004565662,-68.5,18471.58057165146,6216,0.6052631578947368,759789,82.91524789430565,0.39473684210526316,338351.15789473685,82.60526315789474,21.342105263157894,17.08475210569432,0.2431487,-38.27610786664045,0.0
0.00507387,80.22837342177553,0.0037962648,0.0037962648,-68.94736842105263,18614.678957939148,6254,0.7631578947368421,769870,83.60068858715935,0.23684210526315788,337812.2105263158,82.47368421052632,21.44736842105263,16.399311412840657,0.22607744,-38.75123557211375,0.0
0.004539568,79.44831544406962,0.0043163346,0.0043163346,-69.56756756756756,18745.830265283585,6291,0.6216216216216216,779828,85.18986671988056,0.3783783783783784,334654.2702702703,81.70270270270271,22.2972972972973,14.810133280119436,0.23591362,-38.40972003674671,0.0
0.0061997874,79.94391158427865,0.0055610198,0.0055610198,-69.5,18878.827231884003,6329,0.8157894736842105,789715,84.50332162320451,0.18421052631578946,336734.3157894737,82.21052631578948,21.763157894736842,15.496678376795495,0.24726406,-40.17838313900786,0.0
0.004468285,80.23109606764294,0.004640335,0.004640335,-70.02631578947368,19017.70536518097,6367,0.6842105263157895,799801,84.86683031840329,0.3157894736842105,337920.0,82.5,21.44736842105263,15.133169681596746,0.24458282,-39.00183604286078,0.0
0.00619703,80.40892354069274,0.0042681918,0.0042681918,-70.17948717948718,19147.56546807289,6406,0.48717948717948717,809941,84.8813042499371,0.5128205128205128,338707.6923076923,82.6923076923077,21.256410256410255,15.118695750062907,0.22632585,-38.930190690270834,0.0
0.0054239645,80.7470666616005,0.0039821165,0.0039821165,-69.4054054054054,19287.4075858593,6443,0.7027027027027027,819944,83.49898226141815,0.2972972972972973,340189.4054054054,83.05405405405405,20.89189189189189,16.50101773858183,0.26862442,-38.73018474370349,0.0
0.0066156145,79.54657141326905,0.004761168,0.004761168,-68.02631578947368,19424.07315015793,6481,0.6842105263157895,829846,83.14980223753228,0.3157894736842105,334901.8947368421,81.76315789473684,22.18421052631579,16.85019776246773,0.23888712,-38.2900895563773,0.0
0.0035985634,80.19938230857588,0.0039220825,0.0039220825,-69.55,19557.44439125061,6521,0.5,839987,84.37896134690948,0.5,337612.8,82.425,21.475,15.621038653090562,0.22856697,-39.12449540652057,0.0
0.0051759304,80.43186045541884,0.004573398,0.004573398,-70.10526315789474,19700.600732564926,6559,0.7105263157894737,849954,84.72941064763967,0.2894736842105263,338890.1052631579,82.73684210526316,21.236842105263158,15.270589352360327,0.22751817,-39.21546878646867,0.0
0.0050411406,80.24196467195331,0.004808374,0.004808374,-69.46153846153847,19833.574854373932,6598,0.41025641025641024,859803,84.14903139256262,0.5897435897435898,337972.5128205128,82.51282051282051,21.435897435897434,15.850968607437352,0.24497597,-38.92330804167929,0.0
0.004126706,80.77575001199203,0.005594275,0.005594275,-70.64102564102564,19968.65452504158,6637,0.8205128205128205,869799,84.95127877971377,0.1794871794871795,340493.1282051282,83.12820512820512,20.871794871794872,15.04872122028622,0.20744124,-39.725469471213906,0.0
0.0037686997,80.37117647666146,0.0044995164,0.0044995164,-69.94594594594595,20106.415813446045,6674,0.8378378378378378,879877,84.60550462338583,0.16216216216216217,338528.86486486485,82.64864864864865,21.2972972972973,15.39449537661417,0.24937451,-38.62138518316687,0.0
0.005423331,79.48884930512627,0.0057919584,0.0057919584,-68.48648648648648,20235.40310359001,6711,0.6216216216216216,889844,83.81413851467632,0.3783783783783784,334654.2702702703,81.70270270270271,22.243243243243242,16.18586148532368,0.2354643,-38.278030398871536,0.0
0.005477772,80.07778882566926,0.0046227127,0.0046227127,-69.07692307692308,20377.52215242386,6750,0.5897435897435898,899910,83.89572076056392,0.41025641025641024,337237.3333333333,82.33333333333333,21.615384615384617,16.104279239436085,0.22593333,-39.2932906414619,0.0
0.005189972,79.70220430967788,0.0038771867,0.0038771867,-69.35897435897436,20510.18466734886,6789,0.38461538461538464,909927,84.60334206856444,0.6153846153846154,335766.9743589744,81.97435897435898,22.025641025641026,15.396657931435561,0.20980276,-38.99150398592193,0.0
0.0082670655,79.83981202016372,0.0064456915,0.0064456915,-69.08108108108108,20637.280979394913,6826,0.7297297297297297,919845,84.17180688139679,0.2702702702702703,336093.4054054054,82.05405405405405,21.864864864864863,15.828193118603206,0.24521868,-38.64031481640812,0.0
0.0050625764,80.21123212951862,0.0052789054,0.0052789054,-68.07894736842105,20777.66267967224,6864,0.6842105263157895,929777,82.46065233119897,0.3157894736842105,337920.0,82.5,21.473684210526315,17.53934766880103,0.23239787,-38.43962972511495,0.0
0.0082027055,79.76335572595559,0.005522261,0.005522261,-68.29729729729729,20903.338456630707,6901,0.8378378378378378,939959,83.27027721553192,0.16216216216216217,335761.2972972973,81.97297297297297,21.945945945945947,16.729722784468088,0.2802061,-38.14540806936419,0.0
0.006008726,80.47302332003507,0.0078010284,0.0078010284,-68.58974358974359,21046.206063985825,6940,0.38461538461538464,949894,82.87715079541819,0.6153846153846154,338812.71794871794,82.71794871794872,21.17948717948718,17.122849204581804,0.27311018,-38.603302260693084,0.0
0.0051528164,80.11695126900817,0.005005515,0.005005515,-68.53488372093024,21188.850265979767,6983,0.20930232558139536,959844,83.16014501271695,0.7906976744186046,337586.6046511628,82.4186046511628,21.58139534883721,16.839854987283047,0.22584732,-38.851161781439,0.0
0.004781361,80.58148874402643,0.0044309697,0.0044309697,-69.1219512195122,21319.125601768494,7024,0.5365853658536586,969970,83.37684418451336,0.4634146341463415,339468.48780487804,82.8780487804878,21.073170731707318,16.623155815486644,0.22100757,-38.87196498761553,0.0
0.0056341505,80.48570977095497,0.005152161,0.005152161,-68.28205128205128,21464.261134386063,7063,0.41025641025641024,979821,82.47400565185447,0.5897435897435898,339127.7948717949,82.7948717948718,21.17948717948718,17.525994348145524,0.23883125,-38.41243321043137,0.0
0.0059887045,79.81875264344748,0.0054717683,0.0054717683,-68.02702702702703,21591.370735883713,7100,0.6486486486486487,989762,82.90578795701884,0.35135135135135137,336093.4054054054,82.05405405405405,21.89189189189189,17.094212042981155,0.25769144,-38.05232257901963,0.0
0.005913248,79.38307555110657,0.005641156,0.005641156,-68.25641025641026,21732.344670772552,7139,0.6410256410256411,999925,83.61404476301696,0.358974358974359,334191.58974358975,81.58974358974359,22.358974358974358,16.38595523698304,0.2629627,-37.69426853716375,0.0
0.0058276155,79.97296898741018,0.0075176423,0.0075176423,-68.625,21873.711087465286,7179,0.65,1009822,83.39425905968619,0.35,336793.6,82.225,21.725,16.605740940313808,0.21720722,-40.00035744825565,0.0
0.003897796,79.53145502694794,0.0039796783,0.0039796783,-67.28947368421052,22003.150396108627,7217,0.6578947368421053,1019895,82.25794701231291,0.34210526315789475,335009.6842105263,81.78947368421052,22.210526315789473,17.7420529876871,0.25080296,-37.59090259482603,0.0
0.006780522,79.91020872229383,0.005934964,0.005934964,-68.34210526315789,22145.401166439056,7255,0.7894736842105263,1029725,83.1696576724673,0.21052631578947367,336410.94736842107,82.13157894736842,21.789473684210527,16.83034232753271,0.21762598,-38.50736650625767,0.0
0.0053674607,80.25966150953218,0.004926407,0.004926407,-69.78048780487805,22284.625385046005,7296,0.4878048780487805,1039899,84.55257079710566,0.5121951219512195,337969.9512195122,82.51219512195122,21.414634146341463,15.44742920289435,0.19863881,-39.319274969580256,0.0
0.0050569624,80.81633146618967,0.005005327,0.005005327,-69.58974358974359,22417.978873729706,7335,0.6410256410256411,1049929,83.70436385438657,0.358974358974359,340493.1282051282,83.12820512820512,20.82051282051282,16.29563614561345,0.20614341,-39.19766104766467,0.0
0.0062431237,79.29754927494373,0.0073505556,0.0073505556,-68.64864864864865,22546.944776535034,7372,0.8648648648648649,1059957,84.150620417271,0.13513513513513514,333990.0540540541,81.54054054054055,22.45945945945946,15.849379582729005,0.24703701,-38.7710618901335,0.0
0.005634148,79.79701040652978,0.0061016236,0.0061016236,-67.94594594594595,22681.223222732544,7409,0.7027027027027027,1069839,82.77772096983466,0.2972972972972973,336093.4054054054,82.05405405405405,21.91891891891892,17.222279030165346,0.27484754,-38.1152592261583,0.0
0.004432943,79.650140867186,0.004995343,0.004995343,-67.58974358974359,22818.267647743225,7448,0.5641025641025641,1079864,82.56248083428633,0.4358974358974359,335451.89743589744,81.8974358974359,22.076923076923077,17.437519165713674,0.23942095,-38.079083011290564,0.0
0.0051126243,79.43537159961915,0.0066091414,0.0066091414,-67.46153846153847,22957.74862384796,7487,0.717948717948718,1089930,82.58594880693383,0.28205128205128205,334506.6666666667,81.66666666666667,22.307692307692307,17.41405119306616,0.25998428,-38.45858505727535,0.0
0.0061986097,80.15591216831167,0.0049753143,0.0049753143,-67.92105263157895,23090.90959262848,7525,0.5789473684210527,1099721,82.37783547320862,0.42105263157894735,337488.84210526315,82.39473684210526,21.526315789473685,17.622164526791416,0.2692917,-38.63747313900646,0.0
0.004523616,80.67662605725553,0.0055880737,0.0055880737,-67.55,23225.298087120056,7565,0.55,1109845,81.37784070697612,0.45,339968.0,83.0,20.975,18.622159293023895,0.25464633,-38.17990991477655,0.0
0.0064058187,79.68071953537249,0.005600665,0.005600665,-68.3,23366.25637102127,7605,0.6,1119895,83.32606751519714,0.4,335667.2,81.95,22.05,16.673932484802883,0.19145936,-39.113246211098485,0.0
