TtR,EpisodesSoFar,Tbt,MtR,meankl,Tmt,entropy,Tmc,entloss,Ptt,MpbtA,MpbtN,AttNC,optimgain,surrgain,TimestepsSoFar,AttC,TimeElapsed
-138.32608695652175,19812,310405.5652173913,-27.419068525558803,0.0056364653,75.78260869565217,0.21324304,28.23913043478261,0.0,73.91693802869308,39.11190399412062,60.88809600587936,1.0869565217391304,0.006766747,0.006766747,3899939,1.9130434782608696,52632.848105192184
-136.1086956521739,19858,315124.8695652174,-27.920930513325427,0.005534789,76.93478260869566,0.21163218,27.065217391304348,0.0,75.00907441911161,41.17049801427298,58.82950198572701,1.4782608695652173,0.0056957793,0.0056957793,3909927,1.5217391304347827,52752.08664679527
-138.4468085106383,19905,319139.40425531915,-28.667678256524972,0.00578759,77.91489361702128,0.20937686,26.085106382978722,0.0,75.92771624282892,40.79061831887413,59.20938168112585,1.3829787234042554,0.008309356,0.008309356,3919961,1.6170212765957446,52875.05392622948
-133.56521739130434,19951,312987.82608695654,-27.352175910223444,0.0055632773,76.41304347826087,0.20314294,27.58695652173913,0.0,74.5221284415767,41.75614166705499,58.24385833294504,1.4565217391304348,0.007652662,0.007652662,3929998,1.5434782608695652,52997.94514346123
-140.2,19996,315392.0,-28.07271907580494,0.005190912,77.0,0.207572,27.0,0.0,75.06995197706551,39.35737184506396,60.64262815493604,1.4,0.0062943157,0.0062943157,3939953,1.6,53117.971975803375
-136.63636363636363,20040,315857.45454545453,-27.786737966781246,0.006258181,77.11363636363636,0.2030096,26.886363636363637,0.0,75.17442641939232,41.057974577473786,58.94202542252622,1.6590909090909092,0.0061146244,0.0061146244,3949870,1.3409090909090908,53236.78130412102
-145.3695652173913,20086,316727.652173913,-29.698963985914222,0.0050149714,77.32608695652173,0.1869994,26.67391304347826,0.0,75.37300137385924,37.37688876200378,62.623111237996206,1.4782608695652173,0.005819914,0.005819914,3959865,1.5217391304347827,53360.038276433945
-141.13636363636363,20130,317253.8181818182,-27.858541603666048,0.0057066446,77.45454545454545,0.19401397,26.59090909090909,0.0,75.46655176635537,39.276112017909206,60.72388798209078,1.6590909090909092,0.0059451214,0.0059451214,3969878,1.3409090909090908,53479.225677251816
-139.4,20175,317667.55555555556,-28.05970811018196,0.0048584384,77.55555555555556,0.20671819,26.444444444444443,0.0,75.59026192290058,40.16047151087183,59.83952848912817,1.5333333333333334,0.0055260556,0.0055260556,3979846,1.4666666666666666,53597.84186172485
-134.33333333333334,20220,316120.1777777778,-26.9375308239366,0.0050025852,77.17777777777778,0.20204134,26.822222222222223,0.0,75.23714371127868,42.07680737466383,57.923192625336185,1.511111111111111,0.0052897707,0.0052897707,3989921,1.488888888888889,53717.534678936005
-133.13333333333333,20265,311022.93333333335,-27.25404837157479,0.0048288633,75.93333333333334,0.20248398,28.08888888888889,0.0,74.05878650709248,41.647523266954494,58.35247673304553,1.8,0.0050043385,0.0050043385,3999962,1.2,53836.1845638752
-138.88636363636363,20309,313530.1818181818,-27.934148748381293,0.005907537,76.54545454545455,0.2022587,27.454545454545453,0.0,74.64647695226088,39.56467825380725,60.43532174619274,1.7727272727272727,0.0059844907,0.0059844907,4009877,1.2272727272727273,53956.30846786499
-137.53333333333333,20354,314663.8222222222,-28.23239374751169,0.005713806,76.82222222222222,0.20971419,27.177777777777777,0.0,74.904478052725,40.29804758199934,59.701952418000666,1.5777777777777777,0.0063710366,0.0063710366,4019967,1.4222222222222223,54076.54764294624
-137.11363636363637,20398,315857.45454545453,-28.19655534136166,0.0060217967,77.11363636363636,0.20434059,26.90909090909091,0.0,75.16341873815317,40.78410036775797,59.215899632242035,1.9772727272727273,0.0060367696,0.0060367696,4029865,1.0227272727272727,54198.21915483475
-140.0,20443,314845.86666666664,-28.648679142407182,0.0046720873,76.86666666666666,0.19695802,27.155555555555555,0.0,74.93074739813996,39.39370721096833,60.60629278903168,1.7777777777777777,0.005213577,0.005213577,4039895,1.2222222222222223,54316.7642660141
-135.14634146341464,20484,314293.0731707317,-27.015266486606617,0.0059116813,76.73170731707317,0.2081181,27.29268292682927,0.0,74.80474375943635,41.35683946786747,58.643160532132505,1.7804878048780488,0.0070657637,0.0070657637,4049775,1.2195121951219512,54439.56490492821
-138.84782608695653,20530,313700.17391304346,-28.855309699704957,0.00420347,76.58695652173913,0.2020073,27.41304347826087,0.0,74.68653402303886,39.64736138555613,60.35263861444387,1.7608695652173914,0.005375684,0.005375684,4059883,1.2391304347826086,54557.89904713631
-134.4418604651163,20573,313867.9069767442,-27.152262428814417,0.0054817973,76.62790697674419,0.21397598,27.372093023255815,0.0,74.72154280636168,41.44783417992152,58.55216582007848,1.813953488372093,0.007442442,0.007442442,4069885,1.186046511627907,54675.51047992706
-138.20454545454547,20617,311668.36363636365,-27.726696969405793,0.005019105,76.0909090909091,0.20808785,27.954545454545453,0.0,74.19137500331796,39.45991337594229,60.54008662405772,1.6363636363636365,0.006197351,0.006197351,4079771,1.3636363636363635,54793.789686203
-132.73333333333332,20662,314845.86666666664,-27.498721374046838,0.0043846313,76.86666666666666,0.21344736,27.177777777777777,0.0,74.91935413893549,42.43751018953056,57.56248981046944,1.711111111111111,0.0053871353,0.0053871353,4089858,1.288888888888889,54915.78374218941
-137.1627906976744,20705,314058.4186046512,-27.98154221398777,0.0055818656,76.67441860465117,0.22328408,27.325581395348838,0.0,74.76644827217167,40.315301719587055,59.684698280412945,1.813953488372093,0.0057230694,0.0057230694,4099780,1.186046511627907,55035.5701777935
-131.72093023255815,20748,312915.3488372093,-26.52142039097566,0.006195063,76.3953488372093,0.2315085,27.627906976744185,0.0,74.49221944983657,42.55320256411319,57.44679743588679,1.813953488372093,0.0062319427,0.0062319427,4109760,1.186046511627907,55147.91404223442
-142.25581395348837,20791,314058.4186046512,-27.72007215868894,0.0058003357,76.67441860465117,0.21089648,27.372093023255815,0.0,74.735258615544,38.29016454465211,61.709835455347886,1.255813953488372,0.0062436187,0.0062436187,4119888,1.744186046511628,55264.93239092827
-140.5909090909091,20835,313716.36363636365,-27.784695792071147,0.005256714,76.5909090909091,0.222257,27.40909090909091,0.0,74.68688765561753,38.96267891560176,61.03732108439824,1.7272727272727273,0.005825878,0.005825878,4129849,1.2727272727272727,55384.17992067337
