optimgain,entloss,entropy,meankl,EpisodesSoFar,AttC,TimestepsSoFar,AttNC,surrgain,TimeElapsed,TtR,Fce,MtR
0.00015514501,0.0,1.4537463,0.0038919894,63,2.1587301587301586,9989,0.8412698412698413,0.00015514501,112.71568870544434,73.0952380952381,0.13268890351795787,14.26735917662356
0.00080325315,0.0,1.4674926,0.0050454945,151,2.5113636363636362,19826,0.48863636363636365,0.00080325315,250.79569506645203,51.54545454545455,0.13190784348638396,10.159758372055517
0.0005269226,0.0,1.4510612,0.0022722452,207,1.9821428571428572,29938,1.0178571428571428,0.0005269226,390.88941073417664,79.28571428571429,0.1347020469951504,15.24494942578059
0.0006480873,0.0,1.4448618,0.002749796,255,1.75,39815,1.25,0.0006480873,526.4746544361115,88.6875,0.1303934494195688,16.68214445597297
0.0007690642,0.0,1.4270397,0.004448409,302,1.7872340425531914,49856,1.2127659574468086,0.0007690642,666.7881624698639,93.0,0.13268600902643454,17.933808143041688
0.00060988666,0.0,1.4195446,0.0013948573,350,1.9166666666666667,59976,1.0833333333333333,0.00060988666,792.3315372467041,96.0,0.1405718119926682,18.444437804895895
0.0008098877,0.0,1.4015276,0.005295048,408,2.086206896551724,69973,0.9137931034482759,0.0008098877,953.654862165451,78.87931034482759,0.12274302883136855,15.102851809379969
0.000713797,0.0,1.4073844,0.0015098122,452,1.6590909090909092,79979,1.3409090909090908,0.000713797,1083.8079931735992,92.5909090909091,0.14609090909090908,17.492507115500228
0.0010140381,0.0,1.4124312,0.0045675444,497,1.6444444444444444,89761,1.3555555555555556,0.0010140381,1214.029420375824,96.0,0.13514074074074078,18.192518244329026
0.0009780945,0.0,1.4001935,0.006107399,554,1.912280701754386,99821,1.087719298245614,0.0009780945,1372.1003930568695,77.36842105263158,0.1263982708858905,15.122453611086934
0.00074380694,0.0,1.4097898,0.0017691284,597,1.302325581395349,109862,1.697674418604651,0.00074380694,1528.7169649600983,96.06976744186046,0.13011416490486258,18.286777511924743
0.0010600206,0.0,1.3969702,0.0052886275,646,1.7142857142857142,119796,1.2857142857142858,0.0010600206,1681.2891614437103,84.9795918367347,0.12621103865610092,16.300284462584173
0.0008928925,0.0,1.3931981,0.0023353135,690,1.6363636363636365,129828,1.3636363636363635,0.0008928925,1809.4432830810547,95.18181818181819,0.1371861471861472,17.656566939062838
0.0012432574,0.0,1.3918934,0.002455337,738,1.6041666666666667,139894,1.3958333333333333,0.0012432574,1956.5209531784058,86.5,0.1416541835357625,16.4004085247831
0.0009140223,0.0,1.3824466,0.0022970098,786,1.4166666666666667,149777,1.5833333333333333,0.0009140223,2103.906395673752,83.625,0.1248959839535287,16.066016207842644
0.0007598063,0.0,1.3868381,0.0013896293,829,1.3488372093023255,159792,1.6511627906976745,0.0007598063,2223.3963990211487,87.13953488372093,0.11820718816067653,16.87332873876143
0.00057063345,0.0,1.3813863,0.0009533451,877,1.3125,169966,1.6875,0.00057063345,2393.0681886672974,79.75,0.11729995579133508,15.324021516532804
0.0006607328,0.0,1.3963526,0.0014202617,920,1.0,179979,2.0,0.0006607328,2515.8376288414,84.06976744186046,0.11532225913621263,15.8884904978703
0.00090961205,0.0,1.4039211,0.004100956,966,1.5869565217391304,189780,1.4130434782608696,0.00090961205,2651.044897556305,86.41304347826087,0.14638127090301004,16.52556422705645
0.0012105113,0.0,1.4137057,0.004105993,1019,1.6037735849056605,199778,1.3962264150943395,0.0012105113,2791.0459661483765,73.41509433962264,0.12022868964585895,14.203526147723457
0.0010706205,0.0,1.420288,0.0027859386,1066,1.4042553191489362,209855,1.5957446808510638,0.0010706205,2923.745105743408,88.08510638297872,0.1210724425021532,16.744220722353486
0.00075537263,0.0,1.4079702,0.0024910613,1114,1.625,219919,1.375,0.00075537263,3072.8230471611023,87.25,0.126728627123364,16.49668383149157
0.0005770274,0.0,1.4005507,0.0025118282,1162,1.6041666666666667,229947,1.3958333333333333,0.0005770274,3201.067013025284,77.5625,0.1097314814814815,14.884977559284083
0.0015389969,0.0,1.4101652,0.0042661503,1204,1.4523809523809523,239758,1.5476190476190477,0.0015389969,3312.793142080307,95.71428571428571,0.15754870837223778,18.234908207097938
0.0007114347,0.0,1.4055539,0.0031619156,1249,1.3333333333333333,249787,1.6666666666666667,0.0007114347,3465.0620560646057,98.2,0.13255384615384616,18.626740494001773
0.0008768679,0.0,1.4272455,0.004269468,1292,1.5116279069767442,259798,1.4883720930232558,0.0008768679,3614.4011447429657,90.83720930232558,0.1533953488372093,17.15909319966583
0.00074131315,0.0,1.4361545,0.005094173,1337,1.488888888888889,269841,1.511111111111111,0.00074131315,3755.738926887512,91.53333333333333,0.15217929724596388,17.448944302949457
0.0010825765,0.0,1.4267688,0.0066166962,1382,1.8,279870,1.2,0.0010825765,3898.895525455475,93.8,0.15878787878787876,17.988669640325302
0.0007854314,0.0,1.4530461,0.0040064068,1423,1.4146341463414633,289885,1.5853658536585367,0.0007854314,4050.9775760173798,97.97560975609755,0.13369105691056912,18.982973149010036
0.0010827486,0.0,1.4465309,0.0061388086,1467,1.5909090909090908,299921,1.4090909090909092,0.0010827486,4185.121211051941,95.25,0.13302327624066754,18.119147191054452
0.0005476841,0.0,1.4731559,0.0018458494,1510,1.4651162790697674,309932,1.5348837209302326,0.0005476841,4331.26723074913,93.48837209302326,0.12465116279069766,17.962861300002576
0.000846312,0.0,1.4810342,0.0066941003,1555,1.4222222222222223,319963,1.5777777777777777,0.000846312,4466.356339931488,91.86666666666666,0.14134949494949492,17.515889856820856
0.00026851348,0.0,1.4744852,0.0015998628,1605,2.04,329940,0.96,0.00026851348,4597.933509588242,85.44,0.15195071297539853,16.388635528959593
0.0008670606,0.0,1.4644412,0.009955117,1655,1.94,339835,1.06,0.0008670606,4729.192371845245,90.66,0.12849976535541752,17.22186080286823
0.00039087678,0.0,1.4536024,0.0045410646,1705,1.74,349959,1.26,0.00039087678,4861.959760427475,88.02,0.12217760322608923,16.82170633524363
0.0013311859,0.0,1.4652972,0.0027452728,1752,1.3829787234042554,359972,1.6170212765957446,0.0013311859,5005.405267953873,88.08510638297872,0.13863829787234042,16.79587414292297
0.0018927857,0.0,1.4670858,0.0032926335,1796,1.3636363636363635,369771,1.6363636363636365,0.0018927857,5148.6278512477875,88.02272727272727,0.12230539157811887,16.261155912332015
0.00089383393,0.0,1.4572297,0.0009559265,1844,1.3958333333333333,379762,1.6041666666666667,0.00089383393,5278.282016992569,81.75,0.11694702032859927,15.644970125547376
0.0008017186,0.0,1.438317,0.000937346,1893,1.489795918367347,389848,1.510204081632653,0.0008017186,5414.80979180336,82.10204081632654,0.13038871915194633,15.444804696613938
0.00019452006,0.0,1.425406,0.009866917,1939,1.3478260869565217,399990,1.6521739130434783,0.00019452006,5548.650078296661,87.0,0.1263607280659202,16.475874203153705
0.00038194377,0.0,1.4273659,0.0010503386,1981,1.119047619047619,409775,1.880952380952381,0.00038194377,5681.2804255485535,80.64285714285714,0.11115270935960597,15.391799691001419
0.000882893,0.0,1.4825529,0.0057468987,2024,1.1162790697674418,419780,1.8837209302325582,0.000882893,5808.429709672928,83.02325581395348,0.11069767441860466,15.640605142656108
0.0012074155,0.0,1.5018313,0.0027418293,2067,0.9767441860465116,429805,2.0232558139534884,0.0012074155,5940.008095502853,91.81395348837209,0.12468053855569158,17.400014450779523
0.0009113098,0.0,1.5172112,0.004358324,2110,1.2790697674418605,439814,1.7209302325581395,0.0009113098,6057.673328399658,85.95348837209302,0.1146046511627907,16.352417778856083
0.0008999176,0.0,1.5362115,0.010533234,2154,1.2272727272727273,449840,1.7727272727272727,0.0008999176,6189.966766357422,91.02272727272727,0.12136363636363638,17.56504608758908
0.0003147883,0.0,1.5516385,0.0048125815,2194,1.425,459840,1.575,0.0003147883,6321.424906253815,108.075,0.14409999999999995,20.677205276108566
0.0006640953,0.0,1.5565287,0.005035208,2245,1.607843137254902,469913,1.392156862745098,0.0006640953,6440.251446962357,84.47058823529412,0.16196894685476004,16.13732500474844
0.00048193766,0.0,1.541837,0.0011772133,2293,1.7708333333333333,479862,1.2291666666666667,0.00048193766,6581.082326889038,90.25,0.15198104829976175,17.634011564442858
0.00031037,0.0,1.547894,0.005795086,2339,1.673913043478261,490000,1.326086956521739,0.00031037,6708.801347017288,101.73913043478261,0.16409409580923823,19.611612094915213
0.0007270439,0.0,1.5597823,0.005325366,2381,1.3571428571428572,499759,1.6428571428571428,0.0007270439,6851.356441259384,99.28571428571429,0.13568707482993198,19.0231193328232
0.00088264263,0.0,1.547494,0.006684611,2437,2.017857142857143,509979,0.9821428571428571,0.00088264263,6981.350250959396,80.57142857142857,0.1396985585578892,15.462768795745252
0.0006263489,0.0,1.5516461,0.0036051655,2482,1.6666666666666667,519755,1.3333333333333333,0.0006263489,7114.820269346237,88.86666666666666,0.14497777777777773,17.092501375703044
0.0005662379,0.0,1.5388516,0.0024757902,2530,1.75,529829,1.25,0.0005662379,7260.9964344501495,87.1875,0.12151613965744397,16.43021370220798
0.0008448171,0.0,1.5539557,0.00411719,2571,1.3414634146341464,539832,1.6585365853658536,0.0008448171,7394.875084638596,97.60975609756098,0.1381788617886179,18.876609519791536
0.00064713834,0.0,1.5386938,0.0016057276,2623,1.9038461538461537,549908,1.0961538461538463,0.00064713834,7534.438074588776,84.92307692307692,0.13989746708141354,15.865030861940776
0.00074594625,0.0,1.5242027,0.007977278,2668,1.8,559760,1.2,0.00074594625,7668.891672134399,91.66666666666667,0.13509066735733402,17.546225197614636
0.0005631752,0.0,1.5214821,0.0059734536,2719,1.6470588235294117,569847,1.3529411764705883,0.0005631752,7798.886392593384,84.52941176470588,0.11820188816267248,16.418703379771767
0.0006355357,0.0,1.5260112,0.0019561271,2762,1.3255813953488371,579856,1.6744186046511629,0.0006355357,7937.378296375275,90.76744186046511,0.14418604651162786,17.5932837702199
0.00061764347,0.0,1.5016291,0.0027487879,2807,1.4,589891,1.6,0.00061764347,8067.129911184311,87.26666666666667,0.1548496836496836,17.038905309458702
0.0008438897,0.0,1.5063124,0.0062785065,2847,1.275,599891,1.725,0.0008438897,8198.41720032692,102.675,0.13690000000000002,19.51881573351692
0.0010399604,0.0,1.4887694,0.0033370901,2894,1.5319148936170213,609976,1.4680851063829787,0.0010399604,8339.985642194748,88.85106382978724,0.12804924215470004,16.991996660181375
0.0006356295,0.0,1.4803578,0.0013608638,2942,1.5208333333333333,619931,1.4791666666666667,0.0006356295,8487.982838869095,83.125,0.1346013506064216,16.09031299153037
0.00025608775,0.0,1.4816467,0.0032549438,2988,1.326086956521739,629824,1.673913043478261,0.00025608775,8623.70001077652,86.08695652173913,0.14606946621565878,16.84700319643619
0.0002901525,0.0,1.464687,0.0034458714,3034,1.326086956521739,639868,1.673913043478261,0.0002901525,8771.992682933807,84.26086956521739,0.12790412486064662,16.22425089820985
0.00048450253,0.0,1.4981601,0.0015048077,3076,1.1904761904761905,649934,1.8095238095238095,0.00048450253,8911.047376871109,91.14285714285714,0.12597248440249562,17.456649153075514
0.0005866323,0.0,1.4921899,0.0033839536,3128,1.5384615384615385,659871,1.4615384615384615,0.0005866323,9050.39520406723,75.63461538461539,0.12520189847601018,14.3886900588943
0.0005252645,0.0,1.4993479,0.0077304794,3179,1.5098039215686274,669768,1.4901960784313726,0.0005252645,9182.807657957077,72.05882352941177,0.11147455495327714,14.059887813890775
0.00096422323,0.0,1.5020745,0.0027026245,3221,1.1904761904761905,679770,1.8095238095238095,0.00096422323,9307.897217988968,89.71428571428571,0.14333333333333337,17.167316026295747
0.0007827263,0.0,1.5133837,0.0032148717,3264,1.3488372093023255,689777,1.6511627906976745,0.0007827263,9441.079218149185,87.62790697674419,0.13999999999999996,16.599311395159198
0.0009905467,0.0,1.491619,0.0013270434,3314,1.46,699913,1.54,0.0009905467,9588.02984905243,79.2,0.15026313662945245,15.048619113356299
0.00055609946,0.0,1.4971141,0.0016830696,3363,1.4489795918367347,709984,1.5510204081632653,0.00055609946,9712.222128152847,82.10204081632654,0.12305722288915567,15.953462784367517
0.0012523575,0.0,1.5440695,0.005758337,3406,1.3488372093023255,719768,1.6511627906976745,0.0012523575,9828.786814689636,89.23255813953489,0.12170907432740541,16.790732839644374
0.00096721295,0.0,1.5391821,0.0026656569,3451,1.4,729843,1.6,0.00096721295,9965.937736034393,92.33333333333333,0.13035491915491917,17.348600682398786
0.00086744,0.0,1.5440348,0.0046777152,3495,1.5227272727272727,739859,1.4772727272727273,0.00086744,10101.7181661129,91.0909090909091,0.1309220779220779,17.32218647392584
0.0007629416,0.0,1.5318625,0.0080530895,3546,1.411764705882353,749988,1.588235294117647,0.0007629416,10239.319030284882,77.11764705882354,0.16387517840748644,14.705578629338966
0.00094198406,0.0,1.5111,0.003637167,3591,1.5777777777777777,759800,1.4222222222222223,0.00094198406,10374.156067609787,88.13333333333334,0.12496069804139981,16.743826130001388
0.0008510564,0.0,1.48726,0.005124946,3641,1.5,769757,1.5,0.0008510564,10497.944500684738,73.14,0.11055224577280302,13.910531622564376
0.0006236549,0.0,1.4962263,0.0020655706,3688,1.4042553191489362,779812,1.5957446808510638,0.0006236549,10637.460314750671,81.31914893617021,0.1125536213195788,15.543625795130335
0.0009809998,0.0,1.4874696,0.0033084627,3735,1.2553191489361701,789915,1.7446808510638299,0.0009809998,10769.914510726929,78.70212765957447,0.12218848635869912,15.331486053159493
0.0007305145,0.0,1.4921097,0.0033739288,3779,1.25,799870,1.75,0.0007305145,10909.368530988693,86.93181818181819,0.12395776417019942,16.724573885848354
0.00077977806,0.0,1.511963,0.003871815,3829,1.46,809991,1.54,0.00077977806,11059.040630817413,78.78,0.1197179535938231,15.14728066966133
0.0009370443,0.0,1.5047632,0.008923974,3876,1.6595744680851063,819820,1.3404255319148937,0.0009370443,11217.872033119202,86.74468085106383,0.1277319062265012,16.851843375112278
0.0015779969,0.0,1.4984021,0.0030042725,3923,1.425531914893617,829867,1.574468085106383,0.0015779969,11365.257048606873,82.2127659574468,0.11361702127659577,15.859573390211796
0.0013858707,0.0,1.489746,0.0058045136,3964,1.2439024390243902,839874,1.7560975609756098,0.0013858707,11505.279380321503,91.60975609756098,0.12214634146341467,17.09425171173649
0.00015052897,0.0,1.4974005,0.000792549,4012,1.1875,849934,1.8125,0.00015052897,11643.131040811539,70.25,0.09757268170426069,13.61791967502724
0.00015739695,0.0,1.4888116,0.0009821315,4055,1.2325581395348837,859989,1.7674418604651163,0.00015739695,11770.195152521133,91.46511627906976,0.12437384817902589,17.24958158618717
0.0006198385,0.0,1.490323,0.0027212,4097,1.0714285714285714,869778,1.9285714285714286,0.0006198385,11904.810380458832,84.78571428571429,0.1229073220686124,16.212759613870986
0.0008073161,0.0,1.4730252,0.0015322472,4142,1.1777777777777778,879895,1.8222222222222222,0.0008073161,12042.2998483181,81.86666666666666,0.11880060030453407,15.728305004822646
0.0008669622,0.0,1.4810362,0.004001721,4190,1.375,889939,1.625,0.0008669622,12157.736778259277,78.125,0.10995238095238098,14.76353745904976
0.0006898155,0.0,1.4753525,0.002652408,4236,1.391304347826087,899983,1.608695652173913,0.0006898155,12279.059564828873,90.26086956521739,0.12584795321637432,17.163793201598956
0.0006431508,0.0,1.4865276,0.0071856882,4287,1.5098039215686274,909836,1.4901960784313726,0.0006431508,12431.991523742676,73.52941176470588,0.1327060571015645,14.22412938833466
0.00015537224,0.0,1.5033737,0.003052805,4330,1.1395348837209303,919877,1.8604651162790697,0.00015537224,12559.46625328064,81.69767441860465,0.11459132813894012,15.629780065682716
0.00059446413,0.0,1.487549,0.0031000844,4376,1.4782608695652173,929921,1.5217391304347827,0.00059446413,12700.771692276001,79.17391304347827,0.11931871879186459,15.172220208423823
0.00056311034,0.0,1.5057033,0.0020750405,4425,1.3877551020408163,939976,1.6122448979591837,0.00056311034,12835.733566045761,74.63265306122449,0.1102312925170068,14.052680245096571
0.00086421764,0.0,1.5524988,0.005211215,4470,1.3111111111111111,949987,1.6888888888888889,0.00086421764,12945.857881784439,83.0,0.11066666666666669,15.73062025115923
0.0010157797,0.0,1.5667644,0.0030286592,4510,1.2,959987,1.8,0.0010157797,13072.37825703621,93.675,0.12490000000000001,17.87435696250336
0.00033920855,0.0,1.5688581,0.002048136,4554,1.5909090909090908,969752,1.4090909090909092,0.00033920855,13188.466016292572,81.88636363636364,0.13181818181818186,15.230290099728114
0.00055004004,0.0,1.585171,0.00055337173,4595,1.2195121951219512,979755,1.7804878048780488,0.00055004004,13322.729597568512,89.1219512195122,0.11882926829268296,17.01177290966884
0.00012338816,0.0,1.4977585,0.008128114,4637,1.2380952380952381,989763,1.7619047619047619,0.00012338816,13439.520137310028,87.07142857142857,0.11609523809523814,16.251188614714266
0.00025780385,0.0,1.5881262,0.007710447,4679,1.2380952380952381,999765,1.7619047619047619,0.00025780385,13556.38748884201,85.71428571428571,0.11428571428571435,16.21251389359059
4.4385273e-05,0.0,1.4984138,0.008548332,4723,1.4318181818181819,1009775,1.5681818181818181,4.4385273e-05,13684.592430830002,85.43181818181819,0.1139090909090909,16.474070972724828
0.00025269878,0.0,1.5501791,0.0031728628,4765,1.2142857142857142,1019785,1.7857142857142858,0.00025269878,13807.687997579575,83.07142857142857,0.11076190476190481,15.806707091325988
0.0009127373,0.0,1.5488282,0.008387436,4805,1.225,1029785,1.775,0.0009127373,13920.358045101166,91.05,0.1214,16.994855618889137
0.0005465505,0.0,1.5677489,0.0024174966,4853,1.4583333333333333,1039835,1.5416666666666667,0.0005465505,14038.371427297592,77.375,0.12482539682539678,14.837863069877
0.000546434,0.0,1.5616481,0.0029782879,4895,1.4523809523809523,1049839,1.5476190476190477,0.000546434,14184.484329462051,90.0,0.12000000000000002,17.06282920241191
0.00031349488,0.0,1.570591,0.0023007088,4937,1.0952380952380953,1059849,1.9047619047619047,0.00031349488,14311.775877952576,86.78571428571429,0.11826455026455032,16.656063888391902
0.00029938354,0.0,1.588987,0.0008962893,4982,1.4,1069872,1.6,0.00029938354,14449.274545907974,82.0,0.11126464646464646,15.55276348013499
0.00021549479,0.0,1.5677513,0.001480955,5022,1.15,1079872,1.85,0.00021549479,14571.50769996643,96.375,0.1285,18.36920113691074
6.26236e-05,0.0,1.5615655,0.0006404985,5071,1.3265306122448979,1089923,1.6734693877551021,6.26236e-05,14688.915582418442,74.57142857142857,0.10733390499056766,14.104154175361039
0.00014434305,0.0,1.631553,0.004716092,5117,1.4130434782608696,1099933,1.5869565217391304,0.00014434305,14816.686051607132,79.8913043478261,0.12817391304347822,15.390427945940328
0.00029512972,0.0,1.7265532,0.008480267,5161,1.3409090909090908,1109945,1.6590909090909092,0.00029512972,14936.68987107277,83.93181818181819,0.11636363636363639,15.952998922501324
0.00025569487,0.0,1.823643,0.008850582,5210,1.3877551020408163,1119980,1.6122448979591837,0.00025569487,15063.740952968597,75.85714285714286,0.1535885211227348,14.4331499174013
0.00015148468,0.0,1.9069562,0.0066339853,5254,1.4318181818181819,1129996,1.5681818181818181,0.00015148468,15179.56545329094,86.04545454545455,0.13736363636363638,16.356880806588627
0.00016731619,0.0,1.9086831,9.740089e-05,5301,1.6382978723404256,1139828,1.3617021276595744,0.00016731619,15298.91030049324,84.44680851063829,0.18707193515704154,16.382996478477697
6.99707e-05,0.0,2.006234,0.008933174,5343,1.3095238095238095,1149830,1.6904761904761905,6.99707e-05,15415.819089651108,91.92857142857143,0.14628571428571432,17.325229558405695
3.6457317e-05,0.0,2.1031477,0.008808254,5391,1.7708333333333333,1159850,1.2291666666666667,3.6457317e-05,15534.956351280212,83.25,0.13174999999999998,15.996058119827149
0.00012999421,0.0,2.005526,0.010174752,5438,1.5319148936170213,1169909,1.4680851063829787,0.00012999421,15645.611247777939,89.36170212765957,0.12644892695956528,17.017330193529247
0.00012596385,0.0,2.1030514,0.008919717,5483,1.6888888888888889,1179940,1.3111111111111111,0.00012596385,15778.08327960968,92.53333333333333,0.1305185185185185,17.595679491366027
4.5241036e-06,0.0,2.0054915,0.010172819,5533,1.68,1189785,1.32,4.5241036e-06,15887.917248725891,78.72,0.15917079365079365,14.98430812029525
1.8610637e-05,0.0,2.0985088,0.008139918,5577,1.75,1199815,1.25,1.8610637e-05,16019.886502504349,93.95454545454545,0.126377990430622,17.882124571546758
3.9738465e-05,0.0,2.194,0.008571235,5623,1.5869565217391304,1209863,1.4130434782608696,3.9738465e-05,16138.614547491074,87.97826086956522,0.12157730760288307,16.68759643789195
5.0045775e-05,0.0,2.1040292,0.008609456,5673,1.74,1219937,1.26,5.0045775e-05,16253.14263868332,80.82,0.15931047619047617,15.426055694483125
1.175003e-05,0.0,2.049471,0.003089434,5720,1.6808510638297873,1229759,1.3191489361702127,1.175003e-05,16390.0400493145,83.87234042553192,0.11799582811848144,15.746639890156898
1.4955139e-05,0.0,2.001498,0.002377423,5768,1.7083333333333333,1239823,1.2916666666666667,1.4955139e-05,16504.82930612564,84.5,0.12225686498855835,16.205588273756366
7.83137e-05,0.0,2.0991206,0.008933174,5815,1.425531914893617,1249866,1.574468085106383,7.83137e-05,16624.55882668495,87.51063829787235,0.12314893617021277,16.52689879082898
0.000107391104,0.0,2.1966844,0.008933181,5859,1.5681818181818181,1259872,1.4318181818181819,0.000107391104,16743.847142457962,89.93181818181819,0.11990909090909091,16.957347576149495
