optimgain,AttNC,EpisodesSoFar,AttC,Fce,surrgain,TimestepsSoFar,entropy,TimeElapsed,MtR,meankl,entloss,TtR
0.0037188302,0.7843137254901961,2512,0.21568627450980393,0.10953376906318084,0.0037188302,429989,0.6327439,3261.047166109085,14.887457304740037,0.004945178,0.0,26.333333333333332
0.002442382,0.8695652173913043,2558,0.13043478260869565,0.1413913043478261,0.002442382,439995,0.6295696,3330.984845638275,16.889226826593358,0.004252362,0.0,29.934782608695652
0.002023517,0.8478260869565217,2604,0.15217391304347827,0.11356521739130435,0.002023517,449754,0.6321696,3419.68216753006,15.998963118171782,0.003001902,0.0,28.391304347826086
0.0017537472,0.8695652173913043,2650,0.13043478260869565,0.11921739130434784,0.0017537472,459768,0.64206845,3499.1449496746063,17.07099790082542,0.0032373546,0.0,29.804347826086957
0.003018007,0.8888888888888888,2695,0.1111111111111111,0.15039999999999998,0.003018007,469773,0.6415704,3573.582226037979,18.154292278211198,0.004060947,0.0,32.06666666666667
0.002782777,0.8333333333333334,2743,0.16666666666666666,0.11458333333333333,0.002782777,479789,0.6736681,3665.4124472141266,16.02271181389627,0.0061542788,0.0,28.645833333333332
0.0023242417,0.8163265306122449,2792,0.1836734693877551,0.12085117367104943,0.0023242417,489880,0.6929931,3745.2049372196198,16.808429358507606,0.004022278,0.0,29.102040816326532
0.001777092,0.8163265306122449,2841,0.1836734693877551,0.12136307546274322,0.001777092,499931,0.6771455,3831.5195207595825,17.160156321293076,0.0052174754,0.0,29.653061224489797
0.0034528992,0.7407407407407407,2895,0.25925925925925924,0.10632206119162643,0.0034528992,509969,0.63405585,3911.6635122299194,14.443046724308275,0.0056042597,0.0,25.666666666666668
0.0018291832,0.7959183673469388,2944,0.20408163265306123,0.11410804321728693,0.0018291832,519769,0.59808356,3988.8152883052826,15.796119562540474,0.004219389,0.0,27.408163265306122
0.002896598,0.9302325581395349,2987,0.06976744186046512,0.12406566347469224,0.002896598,529788,0.55477834,4074.361648082733,17.635725729769895,0.0061120447,0.0,30.697674418604652
0.003437256,0.851063829787234,3034,0.14893617021276595,0.12666517357222842,0.003437256,539813,0.5649219,4150.992609739304,17.756625046163453,0.0060557416,0.0,31.148936170212767
0.002502785,0.7547169811320755,3087,0.24528301886792453,0.12038308382243693,0.002502785,549970,0.5392238,4225.730624437332,15.185718348946136,0.007836952,0.0,27.0188679245283
0.003352137,0.7959183673469388,3136,0.20408163265306123,0.12541628825443218,0.003352137,559998,0.50371146,4315.6805539131165,17.141278537429272,0.006326702,0.0,29.632653061224488
0.0037782167,0.9069767441860465,3179,0.09302325581395349,0.12678152358874453,0.0037782167,569814,0.48707256,4390.9445679187775,17.545278886582825,0.008655067,0.0,30.651162790697676
0.003815174,0.9090909090909091,3223,0.09090909090909091,0.12136363636363635,0.003815174,579818,0.4736936,4479.4232442379,17.030870656710256,0.005224858,0.0,30.34090909090909
0.0034472153,0.975609756097561,3264,0.024390243902439025,0.13795121951219513,0.0034472153,589819,0.45306465,4566.187735319138,19.791379713784515,0.0066508017,0.0,34.48780487804878
0.0047082826,0.9090909090909091,3308,0.09090909090909091,0.12363636363636364,0.0047082826,599825,0.4749651,4646.096859455109,17.46319344614964,0.0066044047,0.0,30.90909090909091
0.0030549308,0.8888888888888888,3353,0.1111111111111111,0.12039024390243905,0.0030549308,609870,0.47715527,4728.779279947281,16.79038036980905,0.005551345,0.0,29.644444444444446
0.0040369537,0.851063829787234,3400,0.14893617021276595,0.12294431869624264,0.0040369537,619925,0.5012818,4794.880082368851,17.101005493020235,0.0067438185,0.0,30.27659574468085
0.0029298507,0.8695652173913043,3446,0.13043478260869565,0.12881987577639753,0.0029298507,629937,0.5142828,4889.304057121277,17.312728813085062,0.0052882796,0.0,30.695652173913043
0.0036287643,0.7755102040816326,3495,0.22448979591836735,0.11715321779527081,0.0036287643,639784,0.49716166,4961.592612981796,16.252597076854375,0.006699121,0.0,28.979591836734695
0.0039731995,0.975609756097561,3536,0.024390243902439025,0.14851861360718868,0.0039731995,649803,0.46687526,5047.648100614548,20.617950741053136,0.007820656,0.0,36.53658536585366
0.003579194,0.7272727272727273,3591,0.2727272727272727,0.13270139518350663,0.003579194,659954,0.45280668,5129.707270622253,15.090499886666992,0.005620716,0.0,26.70909090909091
0.0045529786,0.8666666666666667,3636,0.13333333333333333,0.1444356017381368,0.0045529786,669954,0.45703384,5201.994097948074,18.71038838510408,0.006557974,0.0,32.31111111111111
0.003913045,0.8666666666666667,3681,0.13333333333333333,0.13942386831275722,0.003913045,679782,0.41421586,5277.307750463486,18.423659160585103,0.010690816,0.0,32.355555555555554
0.002262557,0.851063829787234,3728,0.14893617021276595,0.1290682379987836,0.002262557,689943,0.43191552,5362.130160808563,17.834672704377617,0.007695224,0.0,31.680851063829788
0.0036094817,0.9069767441860465,3771,0.09302325581395349,0.13131262233188934,0.0036094817,699827,0.47250617,5438.4195857048035,18.18550268078353,0.0060463334,0.0,31.767441860465116
0.002868574,0.975609756097561,3812,0.024390243902439025,0.13775609756097562,0.002868574,709828,0.4479946,5519.1968557834625,19.793923894423287,0.0070528258,0.0,34.4390243902439
0.0032369506,0.9090909090909091,3856,0.09090909090909091,0.11563636363636368,0.0032369506,719832,0.4682313,5588.660416841507,16.36533801382695,0.0049224515,0.0,28.90909090909091
0.0022704361,0.851063829787234,3903,0.14893617021276595,0.1155744680851064,0.0022704361,729845,0.48962706,5670.287898302078,15.87348958333102,0.004585408,0.0,27.851063829787233
0.0021908355,0.9523809523809523,3945,0.047619047619047616,0.13552380952380955,0.0021908355,739855,0.47270733,5755.689348220825,19.550110477810158,0.0036797135,0.0,33.88095238095238
0.0028384011,0.9090909090909091,3989,0.09090909090909091,0.12745454545454546,0.0028384011,749861,0.4728089,5828.808148384094,18.104900987327028,0.0048286673,0.0,31.863636363636363
0.0032671157,0.9523809523809523,4031,0.047619047619047616,0.1327838827838828,0.0032671157,759875,0.50297904,5915.9735679626465,18.713015015769972,0.005388304,0.0,32.76190476190476
0.0032890786,0.9090909090909091,4075,0.09090909090909091,0.12752173913043482,0.0032890786,769901,0.43944243,5987.149853944778,17.820259543592346,0.007409874,0.0,31.431818181818183
0.0027306199,0.8888888888888888,4120,0.1111111111111111,0.1241096926713948,0.0027306199,779952,0.3925934,6062.315150737762,17.141378550370902,0.006902208,0.0,30.355555555555554
0.0024857812,0.9069767441860465,4163,0.09302325581395349,0.13228336598852938,0.0024857812,789968,0.37980244,6148.142452001572,18.75154101696619,0.005541787,0.0,32.58139534883721
0.0022747314,0.8863636363636364,4207,0.11363636363636363,0.12198746081504704,0.0022747314,799769,0.40562144,6224.866882562637,16.906336264234127,0.004429065,0.0,29.977272727272727
0.0017085357,0.8695652173913043,4253,0.13043478260869565,0.11384707646176916,0.0017085357,809805,0.41302183,6304.416742324829,16.27720325033538,0.0031927929,0.0,28.130434782608695
