optimgain,AttNC,EpisodesSoFar,AttC,Fce,surrgain,TimestepsSoFar,entropy,TimeElapsed,MtR,meankl,entloss,TtR
0.0029430664,0.7407407407407407,1686,0.25925925925925924,0.11772079772079769,0.0029430664,259804,0.8077411,1912.2961721420288,13.930289335618514,0.0041934727,0.0,24.48148148148148
0.0025824173,0.8,1736,0.2,0.10311999999999999,0.0025824173,269814,0.825563,1995.1415586471558,14.642136230120231,0.004575927,0.0,25.78
0.0021041671,0.8163265306122449,1785,0.1836734693877551,0.1137142857142857,0.0021041671,279829,0.8057309,2086.8846690654755,16.230263649951613,0.0059517156,0.0,28.428571428571427
0.0023727722,0.8163265306122449,1834,0.1836734693877551,0.11547392290249435,0.0023727722,289852,0.79886603,2155.219276189804,15.917408014628435,0.004097376,0.0,27.775510204081634
0.0024316132,0.6724137931034483,1892,0.3275862068965517,0.12238049926258725,0.0024316132,299761,0.7590575,2230.6098721027374,13.304273209162913,0.005473448,0.0,23.586206896551722
0.001123246,0.8695652173913043,1938,0.13043478260869565,0.12145341614906834,0.001123246,309801,0.7400272,2305.6219358444214,17.21130381688344,0.0023859069,0.0,29.608695652173914
0.0015328812,0.851063829787234,1985,0.14893617021276595,0.1148085106382979,0.0015328812,319816,0.72305095,2397.4881217479706,16.217225130388,0.0063791634,0.0,28.70212765957447
0.0015277512,0.8163265306122449,2034,0.1836734693877551,0.1478367346938775,0.0015277512,329827,0.70306224,2478.020545244217,15.596012532868228,0.0052207457,0.0,26.79591836734694
0.0010293938,0.8163265306122449,2083,0.1836734693877551,0.12979591836734694,0.0010293938,339836,0.699768,2551.0193808078766,15.554914182341502,0.0021335355,0.0,27.367346938775512
0.0023439117,0.851063829787234,2130,0.14893617021276595,0.11310638297872344,0.0023439117,349847,0.6821272,2624.366203069687,16.105971690730776,0.0048209648,0.0,28.27659574468085
0.001822996,0.8888888888888888,2175,0.1111111111111111,0.11964444444444441,0.001822996,359852,0.69030774,2696.3407459259033,17.025661429518625,0.0033909308,0.0,29.91111111111111
0.0027378083,0.8695652173913043,2221,0.13043478260869565,0.10956521739130438,0.0027378083,369864,0.73272914,2787.6870374679565,15.64555549184393,0.0057291402,0.0,27.391304347826086
0.0024508063,0.8695652173913043,2267,0.13043478260869565,0.11539130434782612,0.0024508063,379876,0.70751995,2864.760380744934,16.438088741723075,0.0061130445,0.0,28.847826086956523
0.002425305,0.8333333333333334,2315,0.16666666666666666,0.11583333333333334,0.002425305,389888,0.71707207,2939.7268013954163,16.618827501727562,0.0038651454,0.0,28.958333333333332
0.0025325683,0.7843137254901961,2366,0.21568627450980393,0.1068683473389356,0.0025325683,399939,0.6776054,3022.4014706611633,14.99099180540571,0.005212399,0.0,26.235294117647058
0.0033382354,0.8333333333333334,2414,0.16666666666666666,0.11100000000000003,0.0033382354,409949,0.69939977,3100.096480846405,15.912796619941465,0.0039333506,0.0,27.75
0.0017062363,0.851063829787234,2461,0.14893617021276595,0.11974468085106384,0.0017062363,419960,0.6720961,3179.914978981018,16.907650378384126,0.004919986,0.0,29.93617021276596
