EpisodesSoFar,AttC,AttNC,MtR,MpbtN,TimeElapsed,Ptt,TtR,meankl,Tmc,optimgain,TimestepsSoFar,entropy,Tmt,entloss,MpbtA,surrgain,Tbt
20488,2.276595744680851,0.723404255319149,-29.274144891845257,62.38160621402823,53310.56298685074,75.32865446639192,-144.95744680851064,0.005041751,26.72340425531915,0.0062503205,4019949,0.18416703,77.27659574468085,0.0,37.61839378597175,0.0062503205,316524.93617021275
20533,1.6,1.4,-27.616821328506678,60.40143455402597,53430.2646920681,74.16494872569275,-137.86666666666667,0.006209679,27.977777777777778,0.0065375357,4029917,0.19777106,76.04444444444445,0.0,39.59856544597403,0.0065375357,311478.0444444445
20582,2.0408163265306123,0.9591836734693877,-29.8392862941244,63.88201476240387,53556.7929649353,75.5846290537345,-148.77551020408163,0.0044004447,26.448979591836736,0.005623519,4039934,0.18217576,77.55102040816327,0.0,36.117985237596116,0.005623519,317648.97959183675
20627,2.3333333333333335,0.6666666666666666,-28.309685252995486,61.46640176927829,53676.44350028038,75.35822106053836,-142.66666666666666,0.005564315,26.68888888888889,0.0062430054,4049770,0.18673334,77.31111111111112,0.0,38.5335982307217,0.0062430054,316666.31111111114
20675,2.0833333333333335,0.9166666666666666,-30.305930787454656,64.18560906010644,53800.06612634659,75.40701775923507,-149.25,0.0053625205,26.645833333333332,0.0066084666,4059928,0.16796076,77.375,0.0,35.81439093989356,0.0066084666,316928.0
20722,2.127659574468085,0.8723404255319149,-29.67669603222034,63.795612357832326,53922.12003278732,75.05085169052701,-147.5744680851064,0.0047645937,27.02127659574468,0.0053270357,4069878,0.17672919,76.97872340425532,0.0,36.20438764216768,0.0053270357,315304.8510638298
20768,2.1956521739130435,0.8043478260869565,-28.311825417506196,60.87435295680062,54041.96558499336,74.61396956875762,-139.95652173913044,0.004658054,27.5,0.005148579,4079786,0.18046416,76.54347826086956,0.0,39.1256470431994,0.005148579,313522.0869565217
20814,1.891304347826087,1.108695652173913,-28.972574478621787,62.65296448191338,54161.60431599617,74.7523911107587,-144.2608695652174,0.0056071025,27.347826086956523,0.0061995136,4089858,0.1836471,76.67391304347827,0.0,37.34703551808662,0.0061995136,314056.347826087
20860,1.826086956521739,1.173913043478261,-28.52572001729091,60.874977461633854,54280.27065038681,75.65959106537987,-141.84782608695653,0.0052522705,26.369565217391305,0.0067313304,4099759,0.18831384,77.6304347826087,0.0,39.12502253836615,0.0067313304,317974.26086956525
20905,1.488888888888889,1.511111111111111,-28.104756203315244,59.49564908529052,54399.896344423294,74.45310704557276,-136.46666666666667,0.0068221185,27.666666666666668,0.008550787,4109779,0.19957021,76.35555555555555,0.0,40.504350914709484,0.008550787,312752.35555555555
20950,2.0,1.0,-27.57241476040185,59.822093620938034,54514.19771671295,75.19536818195336,-138.6,0.0054618325,26.866666666666667,0.0060416493,4119807,0.19745739,77.13333333333334,0.0,40.17790637906198,0.0060416493,315938.13333333336
20996,1.9782608695652173,1.0217391304347827,-28.03616146457889,59.563064047324985,54634.09963274002,74.9489174551901,-137.6086956521739,0.0052195564,27.130434782608695,0.0065315655,4129942,0.19340508,76.8695652173913,0.0,40.43693595267501,0.0065315655,314857.73913043475
21042,2.239130434782609,0.7608695652173914,-28.54067552537569,62.09020146647936,54755.207502126694,75.29399929922286,-144.06521739130434,0.0046849516,26.76086956521739,0.0059628086,4139941,0.19918528,77.23913043478261,0.0,37.90979853352062,0.0059628086,316371.47826086957
21089,2.0,1.0,-29.826787403947638,62.2295211067878,54874.8482530117,75.04196190598485,-144.0,0.005266963,27.04255319148936,0.005156775,4149895,0.19422266,77.0,0.0,37.77047889321221,0.005156775,315392.0
21135,1.7608695652173914,1.2391304347826086,-28.093264107036372,60.29040646896238,54996.65575790405,74.24161852505203,-137.93478260869566,0.0055179475,27.891304347826086,0.005625477,4159998,0.20601025,76.1304347826087,0.0,39.709593531037605,0.005625477,311830.26086956525
21178,1.8372093023255813,1.1627906976744187,-28.431950141877053,61.42432504755407,55113.100323438644,74.54794351126382,-141.0,0.005616816,27.558139534883722,0.0069946186,4169792,0.21256052,76.44186046511628,0.0,38.57567495244593,0.0069946186,313105.8604651163
21223,2.1555555555555554,0.8444444444444444,-27.992338504373205,61.716022021233364,55229.7965657711,75.19430527988109,-143.26666666666668,0.005507649,26.866666666666667,0.006421569,4179924,0.20965521,77.13333333333334,0.0,38.283977978766636,0.006421569,315938.13333333336
21269,2.0869565217391304,0.9130434782608695,-29.840646180294506,63.62550902570374,55351.16963791847,75.6047645247641,-148.2391304347826,0.0052566,26.434782608695652,0.006126083,4189860,0.20671573,77.58695652173913,0.0,36.37449097429625,0.006126083,317796.17391304346
21314,1.7777777777777777,1.2222222222222223,-28.18653570769323,61.5809120844961,55469.23257064819,74.6819501065633,-141.86666666666667,0.0050301147,27.42222222222222,0.0043681078,4199981,0.19724362,76.6,0.0,38.41908791550388,0.0043681078,313753.6
21359,2.022222222222222,0.9777777777777777,-30.356201998743522,65.53688182281645,55587.060440540314,75.66935599327331,-153.26666666666668,0.005603245,26.377777777777776,0.0055506523,4209910,0.1920486,77.68888888888888,0.0,34.463118177183546,0.0055506523,318213.68888888886
21402,1.4186046511627908,1.5813953488372092,-27.252125312885415,59.73479595411791,55701.41464352608,74.63623913101112,-137.2325581395349,0.0057914183,27.46511627906977,0.0057812715,4219796,0.20511135,76.53488372093024,0.0,40.26520404588207,0.0057812715,313486.88372093026
21447,2.022222222222222,0.9777777777777777,-29.22756100260005,64.18085617724768,55818.71558737755,74.80576424115418,-147.93333333333334,0.00451284,27.288888888888888,0.004944217,4229908,0.18776365,76.73333333333333,0.0,35.819143822752295,0.004944217,314299.73333333334
21493,1.5434782608695652,1.4565217391304348,-28.829043686711042,61.09984784451159,55936.44025707245,75.13110850144187,-141.7826086956522,0.006117036,26.934782608695652,0.0065234522,4240000,0.19015698,77.06521739130434,0.0,38.90015215548843,0.0065234522,315659.1304347826
21539,1.9782608695652173,1.0217391304347827,-27.64758701321081,59.43138392816535,56057.23274946213,74.89391596483199,-137.2826086956522,0.0053984476,27.195652173913043,0.0062836143,4249861,0.21091785,76.82608695652173,0.0,40.56861607183465,0.0062836143,314679.652173913
21585,1.7826086956521738,1.2173913043478262,-27.374936020820904,59.564556257153846,56178.45586824417,74.28957311903568,-136.2391304347826,0.0044902717,27.847826086956523,0.005362262,4259897,0.21069674,76.19565217391305,0.0,40.43544374284616,0.005362262,312097.39130434784
21631,2.0217391304347827,0.9782608695652174,-27.087224621836572,58.76704881398321,56296.82132935524,75.05553224196186,-136.04347826086956,0.005495336,27.02173913043478,0.005759601,4269886,0.2085176,77.0,0.0,41.23295118601679,0.005759601,315392.0
21674,1.5348837209302326,1.4651162790697674,-27.705518155340577,61.01765304941095,56415.22235417366,74.29271697615292,-139.88372093023256,0.005903584,27.837209302325583,0.007046415,4279793,0.19807318,76.18604651162791,0.0,38.98234695058905,0.007046415,312058.0465116279
21718,1.6363636363636365,1.3636363636363635,-27.704828776558884,60.61167363618538,56532.56101799011,75.39417860203491,-140.9318181818182,0.006062683,26.65909090909091,0.0071877376,4289970,0.22164275,77.36363636363636,0.0,39.38832636381461,0.0071877376,316881.45454545453
21764,1.7391304347826086,1.2608695652173914,-28.245032985073834,60.21927763318035,56652.84908699989,75.19077135046906,-139.6304347826087,0.0048873974,26.869565217391305,0.0049780514,4299967,0.20093219,77.1304347826087,0.0,39.78072236681966,0.0049780514,315926.26086956525
21809,1.8666666666666667,1.1333333333333333,-27.80800441512565,59.761922613055425,56773.66144990921,74.35467300232774,-137.26666666666668,0.004971693,27.77777777777778,0.006579302,4309976,0.2113898,76.26666666666667,0.0,40.238077386944575,0.006579302,312388.26666666666
21853,1.4545454545454546,1.5454545454545454,-27.356570912490852,59.52640468820964,56890.73638343811,74.28988308137139,-136.36363636363637,0.0059206625,27.84090909090909,0.006180873,4319780,0.21031244,76.18181818181819,0.0,40.47359531179037,0.006180873,312040.7272727273
21902,1.836734693877551,1.163265306122449,-28.53913818876939,61.69811278755882,57014.10721182823,74.08320867963504,-140.69387755102042,0.005387742,28.06122448979592,0.0051307622,4329972,0.21256223,75.95918367346938,0.0,38.30188721244113,0.0051307622,311128.8163265306
21947,1.8,1.2,-26.72121497899281,58.87272930420864,57132.54750394821,73.43529334515003,-133.0,0.0055237706,28.755555555555556,0.005524019,4339962,0.1969283,75.26666666666667,0.0,41.12727069579138,0.005524019,308292.26666666666
21991,1.2272727272727273,1.7727272727272727,-27.60356971360658,60.35975544811884,57249.34962725639,73.33422863406003,-136.02272727272728,0.005674484,28.863636363636363,0.0065910653,4349890,0.20611529,75.1590909090909,0.0,39.64024455188115,0.0065910653,307851.63636363635
22036,1.2666666666666666,1.7333333333333334,-28.721943106847377,61.17827964524555,57369.98600959778,74.90901898916827,-141.6,0.0058308,27.177777777777777,0.0050593507,4359894,0.19127887,76.84444444444445,0.0,38.82172035475444,0.0050593507,314754.84444444446
22080,1.3181818181818181,1.6818181818181819,-27.125472550027304,59.18004312777336,57487.59987568855,74.11552619079201,-134.86363636363637,0.0051034708,28.022727272727273,0.0050432496,4369951,0.18715791,75.97727272727273,0.0,40.81995687222664,0.0050432496,311202.9090909091
22124,1.6363636363636365,1.3636363636363635,-27.23004642828643,58.81939602427327,57603.82113599777,74.19183447857836,-134.25,0.0046318276,27.954545454545453,0.004720054,4379981,0.18995668,76.0909090909091,0.0,41.18060397572673,0.004720054,311668.36363636365
22170,1.3043478260869565,1.6956521739130435,-28.21150694828335,59.26263996008318,57723.59926319122,73.05611207823883,-133.5,0.005763896,29.17391304347826,0.0060046734,4389896,0.18317051,74.8913043478261,0.0,40.7373600399168,0.0060046734,306754.7826086957
