Tbt,Tmc,AttNC,AttC,EpisodesSoFar,TimestepsSoFar,Ptt,surrgain,optimgain,TimeElapsed,meankl,Tmt,MpbtA,MpbtN,TtR,MtR,entropy,entloss
337657.4358974359,21.564102564102566,0.6923076923076923,0.3076923076923077,4375,229954,80.13230730738768,0.006304873,0.006304873,11347.639605045319,0.0055010635,82.43589743589743,15.922790352543561,84.07720964745646,-69.3076923076923,-38.371858962017335,0.27707753,0.0
335872.0,21.951219512195124,0.4634146341463415,0.5365853658536586,4416,239841,79.76358642318056,0.00559487,0.00559487,11470.462762594223,0.004448587,82.0,16.085318688567412,83.91468131143259,-68.8048780487805,-39.12946551728164,0.2435333,0.0
337421.8378378378,21.54054054054054,0.7297297297297297,0.2702702702702703,4453,249841,80.13943407250909,0.003887201,0.003887201,11579.335865020752,0.002661758,82.37837837837837,16.366035169214165,83.63396483078586,-68.89189189189189,-38.649351431529816,0.26375172,0.0
336588.8,21.775,0.6,0.4,4493,259914,79.92704369278997,0.0052796477,0.0052796477,11699.59723162651,0.0043818243,82.175,15.641869668582407,84.35813033141758,-69.325,-38.8531504616768,0.22376221,0.0
339860.2105263158,20.94736842105263,0.6842105263157895,0.3157894736842105,4531,269855,80.69326666887984,0.004190439,0.004190439,11809.533168554306,0.0042110826,82.97368421052632,14.509136778607623,85.49086322139237,-70.97368421052632,-39.88315328796767,0.24106568,0.0
339968.0,20.972972972972972,0.8378378378378378,0.16216216216216217,4568,279842,80.67752115559594,0.0069890837,0.0069890837,11913.367471933365,0.0071803452,83.0,14.481584469385092,85.5184155306149,-71.0,-39.32518375501158,0.3012273,0.0
338968.9756097561,21.24390243902439,0.36585365853658536,0.6341463414634146,4609,289944,80.42953024980183,0.005477265,0.005477265,12029.671256542206,0.00571979,82.7560975609756,17.211604273118322,82.78839572688169,-68.53658536585365,-38.41871267541597,0.2666296,0.0
336195.36842105264,21.86842105263158,0.868421052631579,0.13157894736842105,4647,299955,79.84081630461161,0.005074887,0.005074887,12140.416249513626,0.0050319224,82.07894736842105,15.582434447725147,84.41756555227485,-69.28947368421052,-38.66219182454645,0.23896621,0.0
335429.1891891892,22.054054054054053,0.8918918918918919,0.10810810810810811,4684,309977,79.66749121815589,0.004732897,0.004732897,12250.056858062744,0.0052205683,81.89189189189189,15.410605881443644,84.58939411855636,-69.27027027027027,-38.51595803049509,0.2692151,0.0
341477.05263157893,20.57894736842105,0.631578947368421,0.3684210526315789,4722,319913,81.0391660134549,0.0074737757,0.0074737757,12358.864877462387,0.0073043793,83.36842105263158,17.399493692049276,82.60050630795074,-68.86842105263158,-38.61177693365171,0.3181561,0.0
336538.79069767444,21.767441860465116,0.4186046511627907,0.5813953488372093,4765,329918,79.93195180063482,0.0068377806,0.0068377806,12480.043179750443,0.0043687113,82.16279069767442,16.651527988968084,83.34847201103194,-68.46511627906976,-39.39200458792067,0.2609498,0.0
339168.7804878049,21.195121951219512,0.4878048780487805,0.5121951219512195,4806,339883,80.47544379225081,0.0060845856,0.0060845856,12592.976701498032,0.0053504654,82.8048780487805,16.47726273157709,83.52273726842292,-69.1951219512195,-38.93719404557087,0.22757974,0.0
332721.23076923075,22.76923076923077,0.5384615384615384,0.46153846153846156,4845,349912,79.00935257501965,0.009050035,0.009050035,12707.309577703476,0.005599591,81.23076923076923,15.704613546110327,84.29538645388963,-68.46153846153847,-38.35849143984851,0.25765595,0.0
339870.4761904762,20.976190476190474,0.30952380952380953,0.6904761904761905,4887,359782,80.67179915265561,0.0043296632,0.0043296632,12830.586431980133,0.004461186,82.97619047619048,14.878811898432405,85.1211881015676,-70.64285714285714,-40.21187664036289,0.20679827,0.0
337812.2105263158,21.44736842105263,0.4473684210526316,0.5526315789473685,4925,369707,80.22726685336072,0.006341478,0.006341478,12942.300733327866,0.0049481317,82.47368421052632,15.816651986189514,84.18334801381047,-69.42105263157895,-38.2988821451091,0.22868621,0.0
341299.2,20.625,0.65,0.35,4965,379755,80.99883144527055,0.0053677564,0.0053677564,13054.723780870438,0.0039211935,83.325,16.295628101473536,83.70437189852647,-69.75,-39.781146346928175,0.23420991,0.0
339968.0,20.94736842105263,0.631578947368421,0.3684210526315789,5003,389796,80.69636455825967,0.0056138565,0.0056138565,13163.199237585068,0.006602832,83.0,15.001616958244782,84.99838304175522,-70.55263157894737,-39.24826963036512,0.2444079,0.0
