EpisodesSoFar,TimeElapsed,MtR,Fce,AttNC,entropy,meankl,AttC,optimgain,surrgain,TtR,entloss,TimestepsSoFar
1566,829.0823934078217,13.851036776077274,0.11837392795883364,0.7547169811320755,0.9379473,0.0062658526,0.24528301886792453,0.0015547532,0.0015547532,24.07547169811321,0.0,229791
1625,863.8102076053619,12.14829133573034,0.08955990149210488,0.6779661016949152,0.89491886,0.0047030104,0.3220338983050847,0.0016685341,0.0016685341,21.627118644067796,0.0,239840
1679,899.7392544746399,13.374608603243594,0.1180917107583774,0.7407407407407407,0.9538014,0.0050596925,0.25925925925925924,0.002176338,0.002176338,23.185185185185187,0.0,249878
1741,933.4736435413361,11.41510547467309,0.0897418002299317,0.6290322580645161,0.91780764,0.0024184438,0.3709677419354839,0.0010532791,0.0010532791,19.725806451612904,0.0,259761
1793,970.4717495441437,14.757172600751023,0.107,0.7692307692307693,0.92636603,0.0042439364,0.23076923076923078,0.0012091919,0.0012091919,25.846153846153847,0.0,269797
1848,1008.3028380870819,12.986811536558927,0.12690909090909094,0.7272727272727273,0.8926447,0.0042643487,0.2727272727272727,0.0014986648,0.0014986648,22.672727272727272,0.0,279822
1899,1042.761768579483,14.231713883635697,0.1,0.7843137254901961,0.87963194,0.0035222115,0.21568627450980393,0.000805859,0.000805859,25.0,0.0,289835
1950,1077.3466951847076,13.290904157908734,0.11278431372549019,0.7843137254901961,0.8182739,0.0062529123,0.21568627450980393,0.0013140686,0.0013140686,23.313725490196077,0.0,299848
1994,1114.4283690452576,15.869176754266539,0.11200000000000004,0.9090909090909091,0.77697945,0.004933163,0.09090909090909091,0.0005248703,0.0005248703,28.0,0.0,309858
2044,1151.37837100029,13.000022788469312,0.09144000000000004,0.8,0.74096626,0.0018594074,0.2,0.00046286936,0.00046286936,22.86,0.0,319868
2098,1187.878562450409,12.213317340801076,0.11649382716049385,0.7407407407407407,0.65485513,0.008341705,0.25925925925925924,0.0017099441,0.0017099441,21.462962962962962,0.0,329888
2144,1223.3781192302704,13.950785402784062,0.09747826086956528,0.8695652173913043,0.58279675,0.012728933,0.13043478260869565,0.0019926743,0.0019926743,24.369565217391305,0.0,339894
2189,1257.3906073570251,13.829443339086556,0.09573333333333336,0.8888888888888888,0.64081544,0.0065487777,0.1111111111111111,0.0018749023,0.0018749023,23.933333333333334,0.0,349903
2232,1294.2646305561066,16.20444857621862,0.112093023255814,0.9302325581395349,0.6554542,0.0027540186,0.06976744186046512,0.0013399124,0.0013399124,28.023255813953487,0.0,359906
2282,1330.7339770793915,15.101385428906822,0.11194666666666667,0.8,0.59877515,0.008939416,0.2,0.0006012451,0.0006012451,26.34,0.0,369922
2331,1366.4391469955444,14.145509697432711,0.09942857142857145,0.8163265306122449,0.6118373,0.002789766,0.1836734693877551,0.0013724762,0.0013724762,24.857142857142858,0.0,379933
2377,1407.2309696674347,15.535160693875458,0.10869565217391307,0.8695652173913043,0.5714939,0.0037645497,0.13043478260869565,0.0006206955,0.0006206955,27.17391304347826,0.0,389945
2426,1440.167488336563,14.18333643936823,0.10024489795918369,0.8163265306122449,0.509195,0.0057307547,0.1836734693877551,0.0021409576,0.0021409576,25.06122448979592,0.0,399956
2468,1475.172925710678,15.573689337080907,0.10990476190476194,0.9523809523809523,0.53919333,0.010283898,0.047619047619047616,0.0035408363,0.0035408363,27.476190476190474,0.0,409958
