AttC,AttNC,TtR,TimeElapsed,optimgain,EpisodesSoFar,TimestepsSoFar,Fce,MtR,entropy,meankl,surrgain,entloss
0.0,10.0,2499.0,10275.675139904022,0.0007458793,3625,769962,0.9996,142.81508451584006,0.30560613,0.008931977,0.0007458793,0.0
0.0,10.0,2498.25,10393.648709774017,0.00025407952,3665,779962,0.9993000000000001,142.77589364159772,0.20801742,0.010174863,0.00025407952,0.0
0.0,10.0,2500.0,10531.65240764618,0.00026547158,3705,789962,1.0,142.8784238871937,0.3056061,0.008933204,0.00026547158,0.0
0.0,10.0,2499.0,10653.98438668251,0.00039847573,3745,799962,0.9996,142.81412300270753,0.40318605,0.0089311255,0.00039847573,0.0
0.0,10.0,2499.25,10786.027856826782,4.4174863e-05,3785,809962,0.9997,142.83017503791842,0.50077236,0.008933416,4.4174863e-05,0.0
0.1,9.9,2480.25,10916.055403709412,0.00031286236,3825,819962,0.9920999999999998,141.754212540052,0.40318605,0.01017476,0.00031286236,0.0
0.0,10.0,2499.0,11062.281913280487,9.793605e-06,3865,829962,0.9996,142.83083594693198,0.3543892,0.0024604485,9.793605e-06,0.0
0.0,10.0,2499.75,11189.7493891716,5.0864314e-06,3905,839962,0.9998999999999999,142.87102870922655,0.25680172,0.010174639,5.0864314e-06,0.0
0.0,10.0,2499.75,11314.602225780487,0.00020602942,3945,849962,0.9998999999999999,142.86350565626853,0.35438982,0.008933204,0.00020602942,0.0
0.0,10.0,2499.5,11448.04462313652,0.00036183553,3985,859962,0.9998000000000001,142.83698866890882,0.25680166,0.010174863,0.00036183553,0.0
0.0,10.0,2499.75,11566.907596588135,0.00016624588,4025,869962,0.9998999999999999,142.87037091393012,0.35438937,0.008933204,0.00016624588,0.0
0.0,10.0,2498.5,11699.074851036072,5.0162813e-05,4065,879962,0.9994,142.79253584691924,0.25680175,0.01017476,5.0162813e-05,0.0
0.24390243902439024,9.75609756097561,2440.487804878049,11830.655937433243,0.00043239282,4106,889975,0.9868667917448405,139.53643811214377,0.15921059,0.010174781,0.00043239282,0.0
0.0,10.0,2500.0,11956.69644165039,1.8948022e-05,4146,899975,1.0,142.8784238871937,0.25680166,0.008933067,1.8948022e-05,0.0
0.0,10.0,2499.5,12079.687836647034,0.00022032048,4186,909975,0.9998000000000001,142.84937824160102,0.15921031,0.01017476,0.00022032048,0.0
0.0,10.0,2499.75,12212.357519388199,0.0006274613,4226,919975,0.9998999999999999,142.87020782091153,0.25679022,0.008931628,0.0006274613,0.0
0.0,10.0,2500.0,12338.889754533768,0.0005162847,4266,929975,1.0,142.8784238871937,0.35438153,0.008933102,0.0005162847,0.0
0.0,10.0,2499.25,12463.508609294891,3.5876637e-05,4306,939975,0.9997,142.84533985579623,0.25679046,0.0101747215,3.5876637e-05,0.0
0.0,10.0,2500.0,12598.60777258873,0.00032738165,4346,949975,1.0,142.8784238871937,0.35436743,0.008930343,0.00032738165,0.0
0.0,10.0,2499.25,12728.955053567886,3.5104313e-05,4386,959975,0.9997,142.843373533808,0.45195642,0.008933067,3.5104313e-05,0.0
0.0,10.0,2496.0,12858.934744358063,0.0002503609,4426,969975,0.9984000000000002,142.64119196837464,0.5495391,0.008933416,0.0002503609,0.0
0.3,9.7,2436.75,12990.211803674698,5.7344056e-05,4466,979794,0.9859797101449276,139.6084015678207,0.4519626,0.010173919,5.7344056e-05,0.0
0.0,10.0,2497.75,13130.665162563324,0.00013758973,4506,989794,0.9991,142.73526874623562,0.54955196,0.008933204,0.00013758973,0.0
0.0,10.0,2494.0,13256.58737897873,0.0005842151,4546,999794,0.9975999999999999,142.52583981029244,0.45196587,0.010172957,0.0005842151,0.0
0.0,10.0,2497.5,13379.21134853363,0.00017810028,4586,1009794,0.999,142.72322387612786,0.54956,0.008933204,0.00017810028,0.0
0.0,10.0,2493.0,13517.429921865463,0.00055405434,4626,1019794,0.9972000000000003,142.48083998108712,0.45198688,0.010171302,0.00055405434,0.0
0.0,10.0,2498.5,13653.214121580124,0.00044257188,4666,1029794,0.9994,142.7987301927307,0.35440087,0.010173208,0.00044257188,0.0
0.0,10.0,2499.0,13794.904001951218,2.3059846e-08,4706,1039794,0.9996,142.8065451187722,0.36658055,0.00014728308,2.3059846e-08,0.0
0.0,10.0,2497.5,13914.887669086456,0.00021115158,4746,1049794,0.9990000000000002,142.7181977956092,0.2689961,0.010174781,0.00021115158,0.0
0.0,10.0,2499.75,14062.240845680237,0.00027745517,4786,1059794,0.9999,142.8622599172748,0.1714034,0.010174863,0.00027745517,0.0
0.0,10.0,2500.0,14178.26801109314,0.00032248074,4826,1069794,1.0,142.8784238871937,0.07381438,0.010174781,0.00032248074,0.0
0.0,10.0,2500.0,14325.069751262665,0.0007996137,4866,1079794,1.0,142.8784238871937,0.1714034,0.008933416,0.0007996137,0.0
0.025,9.975,2499.75,14464.365238666534,0.00011183138,4906,1089794,0.9998999999999999,142.8688266013242,0.26893508,0.00892244,0.00011183138,0.0
0.24390243902439024,9.75609756097561,2439.512195121951,14599.935900688171,0.00019759,4947,1099805,0.9842838137472284,139.46738883250336,0.36648577,0.00892686,0.00019759,0.0
0.0,10.0,2499.75,14727.76548075676,0.0004463121,4987,1109805,0.9999,142.85523466297323,0.46407875,0.008933204,0.0004463121,0.0
0.0,10.0,2496.5,14855.762599945068,0.00020653785,5027,1119805,0.9986,142.68485397365535,0.36657643,0.0101558,0.00020653785,0.0
0.0,10.0,2498.25,14994.873841285706,0.00040621357,5067,1129805,0.9992999999999999,142.79825014955313,0.26899365,0.010172965,0.00040621357,0.0
0.0,10.0,2499.75,15122.732527971268,0.00012615795,5107,1139805,0.9998999999999999,142.87084102390523,0.36641172,0.00890306,0.00012615795,0.0
0.0,10.0,2499.75,15257.292198419571,0.0004077924,5147,1149805,0.9998999999999999,142.85580862518682,0.46397898,0.008928767,0.0004077924,0.0
0.24390243902439024,9.75609756097561,2436.0975609756097,15383.817886829376,0.00023961278,5188,1159808,0.9824715447154472,139.23239700973025,0.5615252,0.008926426,0.00023961278,0.0
0.24390243902439024,9.75609756097561,2433.6585365853657,15516.869297504425,6.419891e-05,5229,1169817,0.978688346883469,139.11155664234573,0.4639368,0.010174871,6.419891e-05,0.0
0.0,10.0,2495.75,15637.916542768478,0.00017105126,5269,1179817,0.9982999999999999,142.6026187067573,0.36634988,0.010174781,0.00017105126,0.0
0.24390243902439024,9.75609756097561,2440.487804878049,15773.905384778976,0.00017348008,5310,1189830,0.9886454033771108,139.54203203856608,0.46383664,0.008915079,0.00017348008,0.0
0.0,10.0,2497.25,15901.495887517929,0.0005309618,5350,1199830,0.9988999999999999,142.72100075221496,0.36625493,0.010172957,0.0005309618,0.0
0.0,10.0,2498.5,16030.314433813095,0.0006799324,5390,1209830,0.9994,142.80445980382842,0.26868823,0.010169991,0.0006799324,0.0
0.0,10.0,2500.0,16159.709849357605,0.00023017498,5430,1219830,1.0,142.8784238871937,0.17109677,0.010174863,0.00023017498,0.0
0.075,9.925,2496.75,16283.341121435165,0.00033511344,5470,1229830,0.9987,142.69719541520254,0.0735166,0.010172851,0.00033511344,0.0
0.0,10.0,2500.0,16421.187458992004,0.00015356722,5510,1239830,1.0,142.8784238871937,0.17110512,0.008933102,0.00015356722,0.0
0.0,10.0,2500.0,16548.840201854706,0.00019126659,5550,1249830,1.0,142.8784238871937,0.26869318,0.008933196,0.00019126659,0.0
0.0,10.0,2499.5,16691.275172948837,0.00055424945,5590,1259830,0.9997999999999999,142.84981174778773,0.17111254,0.010172965,0.00055424945,0.0
0.0,10.0,2500.0,16811.940519094467,8.320559e-05,5630,1269830,1.0,142.8784238871937,0.073524475,0.010174751,8.320559e-05,0.0
0.0,10.0,2500.0,16955.972030878067,0.00039644074,5670,1279830,1.0,142.8784238871937,-0.024065776,0.010174781,0.00039644074,0.0
0.0,10.0,2500.0,17070.856911182404,0.00018540218,5710,1289830,1.0,142.8784238871937,0.0735244,0.008933102,0.00018540218,0.0
0.0,10.0,2500.0,17200.04606771469,2.8883076e-06,5750,1299830,1.0,142.8784238871937,0.02472955,0.0024602725,2.8883076e-06,0.0
0.0,10.0,2500.0,17322.236163139343,0.00015213616,5790,1309830,1.0,142.8784238871937,-0.07286071,0.010174871,0.00015213616,0.0
0.0,10.0,2500.0,17457.101981401443,0.00031337637,5830,1319830,1.0,142.8784238871937,-0.17045002,0.01017476,0.00031337637,0.0
0.0,10.0,2500.0,17581.009449720383,0.0004682438,5870,1329830,1.0,142.8784238871937,-0.26803946,0.01017476,0.0004682438,0.0
0.0,10.0,2500.0,17713.16152691841,0.00029969856,5910,1339830,1.0,142.8784238871937,-0.36555,0.010157465,0.00029969856,0.0
0.0,10.0,2500.0,17848.142347335815,0.00027981773,5950,1349830,1.0,142.8784238871937,-0.26795956,0.008933204,0.00027981773,0.0
0.0,10.0,2500.0,17975.338976621628,0.00091299164,5990,1359830,1.0,142.8784238871937,-0.36552915,0.010170929,0.00091299164,0.0
0.0,10.0,2500.0,18106.389220237732,0.0002737408,6030,1369830,1.0,142.8784238871937,-0.46310422,0.010171384,0.0002737408,0.0
0.0,10.0,2500.0,18224.99543595314,0.00028936702,6070,1379830,1.0,142.8784238871937,-0.5606977,0.010174863,0.00028936702,0.0
0.0,10.0,2500.0,18357.891315221786,0.00010963458,6110,1389830,1.0,142.8784238871937,-0.6582884,0.01017476,0.00010963458,0.0
0.0,10.0,2500.0,18480.961189746857,3.8007965e-05,6150,1399830,1.0,142.8784238871937,-0.56114835,0.0088541,3.8007965e-05,0.0
0.0,10.0,2500.0,18612.916598796844,5.8608625e-06,6190,1409830,1.0,142.8784238871937,-0.5809636,0.00039858735,5.8608625e-06,0.0
0.0,10.0,2500.0,18745.85765194893,9.976816e-06,6230,1419830,1.0,142.8784238871937,-0.6297608,0.0024602413,9.976816e-06,0.0
0.0,10.0,2500.0,18874.348055124283,5.9443217e-05,6270,1429830,1.0,142.8784238871937,-0.53216743,0.00893351,5.9443217e-05,0.0
0.0,10.0,2500.0,18998.723307847977,0.0006710695,6310,1439830,1.0,142.8784238871937,-0.6297608,0.010174751,0.0006710695,0.0
0.0,10.0,2500.0,19133.40190386772,7.473725e-05,6350,1449830,1.0,142.8784238871937,-0.7273546,0.010175116,7.473725e-05,0.0
0.0,10.0,2500.0,19270.745277881622,0.00036679805,6390,1459830,1.0,142.8784238871937,-0.82494634,0.01017476,0.00036679805,0.0
0.0,10.0,2500.0,19391.875130414963,0.00039956634,6430,1469830,1.0,142.8784238871937,-0.7273546,0.008933102,0.00039956634,0.0
0.0,10.0,2500.0,19531.28986263275,0.00014239889,6470,1479830,1.0,142.8784238871937,-0.82494634,0.010174781,0.00014239889,0.0
0.0,10.0,2500.0,19656.064396619797,1.5377502e-05,6510,1489830,1.0,142.8784238871937,-0.9225302,0.010174751,1.5377502e-05,0.0
