entropy,AttC,MtR,TimeElapsed,optimgain,EpisodesSoFar,Fce,AttNC,TtR,meankl,entloss,surrgain,TimestepsSoFar
1.1492922,1.891304347826087,19.70994349106273,2091.330139875412,0.0010392887,2370,0.1527593767825695,1.108695652173913,101.73913043478261,0.0031774002,0.0,0.0010392887,509788
1.1286143,1.7209302325581395,20.261498509025508,2133.53266787529,0.0009905278,2413,0.14720351474566945,1.2790697674418605,105.48837209302326,0.0035316527,0.0,0.0009905278,519766
1.1129721,1.9607843137254901,17.99155835911209,2174.1381764411926,0.0016368518,2464,0.1451711530516091,1.0392156862745099,93.88235294117646,0.0063718404,0.0,0.0016368518,529995
1.0947304,1.3658536585365855,21.521008466803266,2215.967772960663,0.0013582974,2505,0.15492682926829268,1.6341463414634145,113.1951219512195,0.0072097206,0.0,0.0013582974,539795
1.0880125,1.3409090909090908,19.906679657212077,2256.8263251781464,0.0009929216,2549,0.1627272727272727,1.6590909090909092,105.06818181818181,0.0028656186,0.0,0.0009929216,549807
1.1091907,1.0731707317073171,21.784266288648226,2298.8534500598907,0.0011505396,2590,0.15365853658536588,1.9268292682926829,115.2439024390244,0.003365608,0.0,0.0011505396,559814
1.1049151,1.2857142857142858,20.07525838173529,2338.732934474945,0.001303333,2632,0.14172263993316628,1.7142857142857142,104.35714285714286,0.002958251,0.0,0.001303333,569876
1.0891846,1.380952380952381,20.73829832312508,2381.1212837696075,0.0013800196,2674,0.15019047619047615,1.619047619047619,108.78571428571429,0.0039350577,0.0,0.0013800196,579904
1.0699464,1.0952380952380953,19.87101225030965,2421.9119074344635,0.0013942365,2716,0.15018487394957983,1.9047619047619047,105.64285714285714,0.0036391148,0.0,0.0013942365,589958
1.0414461,1.170731707317073,20.27830037418187,2464.8244001865387,0.0015749789,2757,0.14185365853658538,1.829268292682927,106.39024390243902,0.0038144456,0.0,0.0015749789,599971
1.0609093,1.025,21.523229934112287,2508.531236410141,0.0015425517,2797,0.1517,1.975,113.775,0.0043466724,0.0,0.0015425517,609971
1.078903,1.225,20.478870949276562,2551.6414852142334,0.0012084498,2837,0.14630188679245285,1.775,107.775,0.005366788,0.0,0.0012084498,619774
1.1258664,1.0,21.064526243791484,2592.2457523345947,0.0010775145,2878,0.1486829268292683,2.0,111.51219512195122,0.0042622252,0.0,0.0010775145,629775
1.1143829,1.3333333333333333,19.395751697887334,2635.117716550827,0.0013269897,2920,0.1363809523809524,1.6666666666666667,102.28571428571429,0.0034035875,0.0,0.0013269897,639789
1.119095,1.2619047619047619,18.67970860171601,2678.558936357498,0.001487908,2962,0.13200000000000003,1.7380952380952381,99.0,0.0048518474,0.0,0.001487908,649799
1.150692,1.4761904761904763,19.89832738670017,2719.983559370041,0.001152896,3004,0.14121693121693124,1.5238095238095237,104.0,0.003616246,0.0,0.001152896,659809
1.1390492,1.1951219512195121,20.173170770404177,2761.331397294998,0.0011166204,3045,0.14299186991869917,1.8048780487804879,106.09756097560975,0.0038339365,0.0,0.0011166204,669824
1.1337311,1.4634146341463414,19.952747470957938,2803.010004758835,0.0013897321,3086,0.14195121951219514,1.5365853658536586,106.46341463414635,0.0034132898,0.0,0.0013897321,679825
1.1244011,1.5116279069767442,18.67946198351246,2845.732824087143,0.0011864381,3129,0.12911627906976744,1.4883720930232558,96.83720930232558,0.003797262,0.0,0.0011864381,689832
1.1142576,1.170731707317073,18.78225390787906,2886.5248260498047,0.0017117864,3170,0.13317073170731708,1.829268292682927,99.8780487804878,0.004279635,0.0,0.0017117864,699833
1.1060789,1.2954545454545454,19.451851323959605,2928.885783433914,0.0014041547,3214,0.13833689839572194,1.7045454545454546,101.5909090909091,0.0042993976,0.0,0.0014041547,709877
1.1078621,1.3095238095238095,19.735184390166243,2968.855246782303,0.0011448959,3256,0.13828571428571426,1.6904761904761905,103.71428571428571,0.0028616192,0.0,0.0011448959,719885
1.1212159,1.5365853658536586,20.780343429086713,3010.4253330230713,0.0014851888,3297,0.14585365853658538,1.4634146341463414,109.39024390243902,0.0042812405,0.0,0.0014851888,729908
1.1166878,1.380952380952381,20.457183197445737,3050.18510055542,0.0010718812,3339,0.1502808302808303,1.619047619047619,108.64285714285714,0.0028716903,0.0,0.0010718812,739988
1.0950435,1.441860465116279,20.074124797001595,3095.279907464981,0.0014959269,3382,0.14202114164904864,1.558139534883721,105.0,0.004512407,0.0,0.0014959269,749766
1.0847788,1.4318181818181819,19.976757849312904,3134.8436448574066,0.0011273165,3426,0.14454045954045955,1.5681818181818181,104.79545454545455,0.0034193504,0.0,0.0011273165,759794
1.0715187,1.5116279069767442,21.598181011762897,3176.465484380722,0.0011706258,3469,0.1470697674418605,1.4883720930232558,110.30232558139535,0.004297868,0.0,0.0011706258,769815
1.060611,1.7045454545454546,20.471770465727026,3217.0948951244354,0.0015083618,3513,0.1526960298513916,1.2954545454545454,107.31818181818181,0.0040355767,0.0,0.0015083618,779782
1.0692624,1.5555555555555556,21.660892550883904,3259.675229072571,0.0014081385,3558,0.157436123375904,1.4444444444444444,111.73333333333333,0.0035554997,0.0,0.0014081385,789905
1.0313731,1.558139534883721,20.817842086548104,3301.0520634651184,0.001679124,3601,0.1466770025839793,1.441860465116279,108.13953488372093,0.004270258,0.0,0.001679124,799926
1.0195762,1.4090909090909092,19.003697319804438,3342.2540810108185,0.001389198,3645,0.15702852049910876,1.5909090909090908,98.93181818181819,0.0035111124,0.0,0.001389198,809755
0.9869858,1.3953488372093024,19.454592854060927,3383.0931344032288,0.0015637586,3688,0.1644397463002114,1.6046511627906976,104.5813953488372,0.004576766,0.0,0.0015637586,819794
0.9593645,1.2439024390243902,21.605588787210188,3424.525897026062,0.0018996969,3729,0.15333797909407668,1.7560975609756098,112.60975609756098,0.004331308,0.0,0.0018996969,829815
0.9236406,1.5121951219512195,21.188583947051264,3465.7285182476044,0.0017035685,3770,0.14634146341463414,1.4878048780487805,109.7560975609756,0.0045926664,0.0,0.0017035685,839816
0.9194197,1.3902439024390243,21.731630784211102,3506.03763794899,0.0017459136,3811,0.14868292682926829,1.6097560975609757,111.51219512195122,0.0035014593,0.0,0.0017459136,849817
0.9035463,1.4883720930232558,20.490999548324066,3547.6246857643127,0.0017842072,3854,0.14588116751245767,1.5116279069767442,105.62790697674419,0.0039209095,0.0,0.0017842072,859972
0.89347863,1.325,22.143196629943528,3589.0082318782806,0.0013668437,3894,0.15904545454545455,1.675,116.325,0.004192407,0.0,0.0013668437,869755
0.86473066,1.62,18.73061992216602,3630.9227888584137,0.002001091,3944,0.14490561853962597,1.38,99.6,0.0060317824,0.0,0.002001091,879971
0.8849673,1.125,23.046893349220248,3671.729359149933,0.0020777502,3984,0.1611,1.875,120.825,0.0048215324,0.0,0.0020777502,889971
0.84069353,1.170731707317073,21.99931655851793,3712.3604204654694,0.0020999613,4025,0.15632123735871506,1.829268292682927,116.1219512195122,0.0053900634,0.0,0.0020999613,899763
0.84276855,1.0,22.39290680438797,3756.1986742019653,0.0018095482,4066,0.15843902439024393,2.0,118.82926829268293,0.0057912925,0.0,0.0018095482,909764
0.8678444,1.048780487804878,21.02231065010649,3796.6566758155823,0.0019776504,4107,0.1484878048780488,1.951219512195122,111.36585365853658,0.0047342507,0.0,0.0019776504,919765
0.8780974,0.825,23.389588746160168,3837.890305042267,0.0014882721,4147,0.16670000000000004,2.175,125.025,0.003400227,0.0,0.0014882721,929765
0.8921359,1.170731707317073,21.83915810445384,3878.529187440872,0.0015594274,4188,0.1533658536585366,1.829268292682927,115.02439024390245,0.0039727297,0.0,0.0015594274,939768
0.90904045,1.125,22.21701019603467,3920.3964211940765,0.0011607389,4228,0.15489999999999998,1.875,116.175,0.0032224904,0.0,0.0011607389,949768
0.8907506,1.1162790697674418,21.627167852925705,3961.0435955524445,0.0012273552,4271,0.15662581899344805,1.8837209302325582,113.86046511627907,0.0034058462,0.0,0.0012273552,959805
0.8538858,1.173913043478261,20.43770849717839,4003.813565969467,0.0023590252,4317,0.14848771266540642,1.826086956521739,106.3695652173913,0.0059993216,0.0,0.0023590252,969855
0.82104367,0.725,22.505544587502577,4044.656060695648,0.002281548,4357,0.15640000000000004,2.275,117.3,0.0046000895,0.0,0.002281548,979855
0.8126995,0.925,22.42415203684378,4085.6734335422516,0.002130584,4397,0.16000000000000006,2.075,120.0,0.0066656726,0.0,0.002130584,989855
0.78961146,0.9523809523809523,20.553026768882653,4126.768982172012,0.0017578867,4439,0.14666666666666664,2.0476190476190474,110.0,0.0032631042,0.0,0.0017578867,999861
0.8070512,0.775,21.70583209855599,4168.640609741211,0.001874531,4479,0.1529,2.225,114.675,0.00458197,0.0,0.001874531,1009861
0.836849,0.725,21.663220959400167,4210.770323753357,0.0016470973,4519,0.15519999999999998,2.275,116.4,0.0040873373,0.0,0.0016470973,1019861
0.83966565,0.775,22.20235270595456,4251.710227966309,0.0022000752,4559,0.1572,2.225,117.9,0.006001452,0.0,0.0022000752,1029861
0.82796174,1.2195121951219512,21.069828628420563,4292.841886043549,0.0017407124,4600,0.15053658536585368,1.7804878048780488,112.90243902439025,0.0041210847,0.0,0.0017407124,1039862
0.8046862,0.8333333333333334,22.599024644346372,4335.895146608353,0.0019848882,4642,0.16888013136288998,2.1666666666666665,122.07142857142857,0.0045215487,0.0,0.0019848882,1049896
0.788207,0.8780487804878049,22.6326605457079,4376.561370134354,0.0015763107,4683,0.16073371199465417,2.1219512195121952,118.2439024390244,0.0038896748,0.0,0.0015763107,1059969
0.7739857,1.2790697674418605,20.838173488407023,4417.609736442566,0.0020273712,4726,0.1514023881870451,1.7209302325581395,110.16279069767442,0.0041702096,0.0,0.0020273712,1069849
0.75710076,1.2926829268292683,22.470994218782828,4458.669786453247,0.0016979302,4767,0.16540766550522645,1.7073170731707317,119.26829268292683,0.0045131333,0.0,0.0016979302,1079870
0.75877124,1.3170731707317074,22.990654407958104,4501.879739999771,0.0012394155,4808,0.16580319596299406,1.6829268292682926,122.1219512195122,0.0029396587,0.0,0.0012394155,1089899
0.75048697,1.2,22.941807800822975,4542.979389429092,0.0023283325,4848,0.15930000000000005,1.8,119.475,0.005011129,0.0,0.0023283325,1099899
0.7556931,1.372093023255814,22.1165572783995,4584.9736115932465,0.0020908797,4891,0.15674086027324474,1.627906976744186,116.09302325581395,0.005487115,0.0,0.0020908797,1109857
0.71889085,1.2682926829268293,21.870617633831564,4626.180333137512,0.0021767186,4932,0.15395121951219515,1.7317073170731707,115.46341463414635,0.004735372,0.0,0.0021767186,1119858
0.71595997,1.3,22.790867901072012,4667.762926101685,0.0020983196,4972,0.15980000000000003,1.7,119.85,0.004430963,0.0,0.0020983196,1129858
0.68351305,1.3333333333333333,21.711001202908523,4711.194911003113,0.0024159662,5014,0.16212698412698415,1.6666666666666667,115.71428571428571,0.0057199136,0.0,0.0024159662,1139866
0.6772449,1.4047619047619047,22.697767058974485,4752.227169275284,0.0020268068,5056,0.16210471881060115,1.5952380952380953,118.21428571428571,0.0046345023,0.0,0.0020268068,1149787
0.67385274,1.2926829268292683,22.29155644168427,4794.116273880005,0.0026365991,5097,0.15664475079533408,1.7073170731707317,115.3170731707317,0.005598166,0.0,0.0026365991,1159810
0.6480714,1.024390243902439,22.186265368702298,4834.655565977097,0.0024484487,5138,0.15992761605035405,1.975609756097561,117.8780487804878,0.005661219,0.0,0.0024484487,1169841
0.65022707,0.9,22.75946796187745,4876.784154891968,0.002133235,5178,0.1627,2.1,122.025,0.0049815015,0.0,0.002133235,1179841
0.62455237,0.7560975609756098,22.28558285751941,4917.8118352890015,0.0027835155,5219,0.1589199828840394,2.2439024390243905,117.95121951219512,0.005317701,0.0,0.0027835155,1189898
0.5979073,0.925,21.947120299134085,4960.772812604904,0.0025409616,5259,0.1527,2.075,114.525,0.006306655,0.0,0.0025409616,1199898
0.5729298,0.8048780487804879,21.822435409410502,5000.8273322582245,0.0023901658,5300,0.15303178122690314,2.1951219512195124,114.29268292682927,0.004238892,0.0,0.0023901658,1209931
0.57424635,0.7073170731707317,23.06987498472173,5044.001804351807,0.0022113982,5341,0.16126829268292683,2.292682926829268,120.95121951219512,0.0040506553,0.0,0.0022113982,1219936
0.56796134,0.825,23.438710955668775,5084.544826507568,0.003177587,5381,0.16530000000000003,2.175,123.975,0.005816878,0.0,0.003177587,1229936
0.5825792,0.725,23.491670608347174,5127.4046058654785,0.0025611592,5421,0.16599999999999998,2.275,124.5,0.0049995943,0.0,0.0025611592,1239936
0.5665617,0.95,23.2481909726505,5167.31444644928,0.0020003335,5461,0.16230000000000003,2.05,121.725,0.00416641,0.0,0.0020003335,1249936
0.5486375,0.8536585365853658,22.55932013584672,5209.348486661911,0.0021128557,5502,0.1566829268292683,2.1463414634146343,117.51219512195122,0.0049550952,0.0,0.0021128557,1259945
0.52987677,0.775,22.579804431470187,5249.87891793251,0.0025311804,5542,0.15889999999999999,2.225,119.175,0.0067005698,0.0,0.0025311804,1269945
0.5588098,1.1,22.3706769424079,5292.202289104462,0.0024148049,5582,0.1578,1.9,118.35,0.005429962,0.0,0.0024148049,1279945
0.55569226,1.2,22.45257951548028,5333.550831317902,0.0020250026,5622,0.15460000000000002,1.8,115.95,0.0037185024,0.0,0.0020250026,1289945
0.5717705,1.2619047619047619,21.539882774102075,5373.89054274559,0.0032135244,5664,0.15465505226480833,1.7380952380952381,112.71428571428571,0.0053322255,0.0,0.0032135244,1299987
0.5565413,0.925,22.781714103129534,5417.663893699646,0.0024526112,5704,0.1597,2.075,119.775,0.0046728943,0.0,0.0024526112,1309987
0.5559988,0.85,23.34932373354273,5457.779444694519,0.0027107976,5744,0.16040000000000001,2.15,120.3,0.006852425,0.0,0.0027107976,1319987
0.53244066,1.225,21.6508266031504,5500.930458545685,0.0022582056,5784,0.1506,1.775,112.95,0.0047723604,0.0,0.0022582056,1329987
0.5199605,1.15,22.42150022522424,5540.523529291153,0.0028821563,5824,0.15902409638554216,1.85,116.25,0.006136733,0.0,0.0028821563,1339820
0.5486694,0.975609756097561,22.981172930737724,5583.520334243774,0.0032006109,5865,0.16429268292682925,2.024390243902439,120.65853658536585,0.0061545367,0.0,0.0032006109,1349895
0.54390764,0.975,20.96337041248315,5623.868806838989,0.0024254303,5905,0.14924685314685318,2.025,110.925,0.0048169903,0.0,0.0024254303,1359788
0.5628667,0.875,22.698805461073547,5667.076714515686,0.001961042,5945,0.15940000000000004,2.125,119.55,0.0037455084,0.0,0.001961042,1369788
0.5677212,0.775,22.998056719629467,5706.778566598892,0.0026215718,5985,0.16360000000000002,2.225,122.7,0.004615541,0.0,0.0026215718,1379788
0.5856319,0.975609756097561,22.638932526023094,5748.105388402939,0.00192876,6026,0.15925320231619577,2.024390243902439,117.21951219512195,0.0043875836,0.0,0.00192876,1389927
0.599217,1.2195121951219512,21.839646307186605,5790.7737596035,0.0019995535,6067,0.1551885782272457,1.7804878048780488,113.78048780487805,0.0038084656,0.0,0.0019995535,1399968
0.5788503,1.0,22.000117142195545,5831.994127988815,0.002177618,6108,0.15560975609756098,2.0,116.70731707317073,0.006471063,0.0,0.002177618,1409969
0.5476759,0.7804878048780488,21.914872340492636,5875.398159503937,0.0020818247,6149,0.1541463414634147,2.2195121951219514,115.60975609756098,0.0048971507,0.0,0.0020818247,1419970
0.5290591,0.6341463414634146,23.8681408325387,5916.109750747681,0.0027417538,6190,0.17350962772785622,2.3658536585365852,127.46341463414635,0.006613512,0.0,0.0027417538,1429989
0.5116657,0.675,21.31296090522525,5959.782406330109,0.0019453252,6230,0.15330000000000002,2.325,114.975,0.0036647522,0.0,0.0019453252,1439989
0.52484083,0.65,21.33847856262923,6000.14146232605,0.0026058878,6270,0.15334285714285711,2.35,113.625,0.00467025,0.0,0.0026058878,1449774
0.5516599,0.5365853658536586,22.056634012990436,6046.856444597244,0.0027548757,6311,0.1561951219512195,2.4634146341463414,117.14634146341463,0.006199072,0.0,0.0027548757,1459779
0.5699532,0.75,21.86181207176111,6087.203237295151,0.002510547,6351,0.15370000000000006,2.25,115.275,0.0049576596,0.0,0.002510547,1469779
0.5945379,0.75,21.643327067209658,6129.345662355423,0.0029511412,6391,0.15410000000000001,2.25,115.575,0.0052697184,0.0,0.0029511412,1479779
0.6087091,0.75,21.337407353601215,6170.299277067184,0.0026581527,6431,0.15220000000000003,2.25,114.15,0.0051174564,0.0,0.0026581527,1489779
0.6020771,0.8,21.419270521656387,6212.237983465195,0.002280746,6471,0.1497,2.2,112.275,0.0036195754,0.0,0.002280746,1499779
0.60998493,0.7560975609756098,21.47141933036679,6253.630537986755,0.0022160085,6512,0.15102439024390246,2.2439024390243905,113.26829268292683,0.0047064335,0.0,0.0022160085,1509782
0.6084647,0.65,22.127368554007738,6294.865462779999,0.0022489186,6552,0.153,2.35,114.75,0.0039029534,0.0,0.0022489186,1519782
0.5749784,0.875,22.29567653981717,6337.845967054367,0.0026225739,6592,0.15909999999999996,2.125,119.325,0.005870951,0.0,0.0026225739,1529782
0.54922694,0.975609756097561,21.755814996846674,6378.876269102097,0.0028311757,6633,0.15453658536585368,2.024390243902439,115.90243902439025,0.0052930634,0.0,0.0028311757,1539783
0.5594765,0.825,22.009613128425194,6422.911807775497,0.0020305612,6673,0.1542,2.175,115.65,0.00428246,0.0,0.0020305612,1549783
0.55255145,0.975,22.53009616884151,6462.634418487549,0.0025702657,6713,0.15920000000000004,2.025,119.4,0.004449824,0.0,0.0025702657,1559783
0.56475836,0.8292682926829268,21.185354150527807,6508.332400798798,0.002521372,6754,0.15257354028085734,2.1707317073170733,112.02439024390245,0.0047042775,0.0,0.002521372,1569816
0.5677201,0.9,24.001737338308782,6549.723993301392,0.00315677,6794,0.16969999999999996,2.1,127.275,0.004760507,0.0,0.00315677,1579816
0.54196936,1.1219512195121952,22.58669706251426,6594.043920278549,0.0027749527,6835,0.15658536585365856,1.8780487804878048,117.4390243902439,0.0073769777,0.0,0.0027749527,1589817
0.5085674,1.0,20.799961233663254,6634.285908460617,0.0028250173,6877,0.14964692218350759,2.0,111.14285714285714,0.005467166,0.0,0.0028250173,1599859
0.48910353,0.8,22.528642455639066,6676.43603181839,0.0023689338,6917,0.1617,2.2,121.275,0.0046742493,0.0,0.0023689338,1609859
0.4697858,0.6,21.863457233796662,6716.911804199219,0.0024549332,6957,0.1545,2.4,115.875,0.0052772462,0.0,0.0024549332,1619859
0.46483484,0.55,24.97192714101932,6758.463297128677,0.0020885072,6997,0.17910000000000004,2.45,134.325,0.0038891023,0.0,0.0020885072,1629859
0.4270654,0.775,22.050145718859156,6800.352234840393,0.0031550557,7037,0.156,2.225,117.0,0.005630674,0.0,0.0031550557,1639859
0.4039612,0.55,23.600757060002604,6842.1646547317505,0.002478185,7077,0.16770000000000002,2.45,125.775,0.0048637046,0.0,0.002478185,1649859
0.3890997,0.725,22.89333350885203,6882.753498792648,0.0022593213,7117,0.16269999999999996,2.275,122.025,0.0038851309,0.0,0.0022593213,1659859
0.36895823,0.4,24.332973619484257,6924.15259718895,0.0027638194,7157,0.17360000000000003,2.6,130.2,0.004664916,0.0,0.0027638194,1669859
