TimestepsSoFar,MtR,surrgain,AttNC,MpbtA,entloss,TimeElapsed,Tmt,TtR,Tmc,optimgain,AttC,Tbt,Ptt,MpbtN,meankl,EpisodesSoFar,entropy
459868,-26.358153666620225,0.0044037197,1.4545454545454546,42.47965744727444,0.0,10430.632868051529,75.22727272727273,-129.75,28.818181818181817,0.0044037197,1.5454545454545454,308130.9090909091,73.38503938967563,57.520342552725566,0.004195926,4308,0.29383144
469803,-27.821614452973733,0.0037854319,1.7333333333333334,42.50791785709901,0.0,10547.59218287468,76.55555555555556,-132.0,27.444444444444443,0.0037854319,1.2666666666666666,313571.55555555556,74.65699262467076,57.492082142900976,0.004353037,4353,0.30024844
479817,-27.367321448013982,0.003103029,1.6511627906976745,40.727956565356344,0.0,10662.482190847397,76.83720930232558,-136.67441860465115,27.209302325581394,0.003103029,1.3488372093023255,314725.20930232556,74.88701837846291,59.27204343464367,0.0029743917,4396,0.28772792
489801,-26.688150472956718,0.004057031,2.227272727272727,44.00663040232692,0.0,10779.143911361694,76.4090909090909,-128.3181818181818,27.59090909090909,0.004057031,0.7727272727272727,312971.63636363635,74.51859380910729,55.99336959767308,0.004265837,4440,0.31230325
499982,-27.121736046847953,0.0037869383,1.7173913043478262,43.26311464456045,0.0,10892.028662919998,77.21739130434783,-131.2826086956522,26.782608695652176,0.0037869383,1.2826086956521738,316282.4347826087,75.27495434022214,56.736885355439526,0.0033439717,4486,0.2868804
509816,-27.324449572447097,0.0046633566,1.6590909090909092,41.98376043824136,0.0,11005.564536333084,76.02272727272727,-132.27272727272728,27.977272727272727,0.0046633566,1.3409090909090908,311389.0909090909,74.15956909472776,58.01623956175863,0.0058248923,4530,0.32425573
519871,-26.281039274333253,0.0044924724,1.2173913043478262,44.408463919326074,0.0,11122.013154745102,76.67391304347827,-127.8913043478261,27.32608695652174,0.0044924724,1.7826086956521738,314056.347826087,74.76654501752355,55.59153608067391,0.004493509,4576,0.32922605
529865,-26.73046729407751,0.0031375631,1.2173913043478262,43.39985683370251,0.0,11239.036276817322,76.54347826086956,-130.04347826086956,27.456521739130434,0.0031375631,1.7826086956521738,313522.0869565217,74.64438097480787,56.600143166297485,0.0039161597,4622,0.2909621
539882,-25.370985830107568,0.0041363686,1.4545454545454546,44.278444976044256,0.0,11351.578636407852,76.04545454545455,-127.22727272727273,27.977272727272727,0.0041363686,1.5454545454545454,311482.1818181818,74.16236791009038,55.72155502395576,0.0042934846,4666,0.30505383
549825,-27.315791162345295,0.0047393697,1.4318181818181819,41.51924856398861,0.0,11463.059332370758,76.88636363636364,-135.0,27.113636363636363,0.0047393697,1.5681818181818181,314926.54545454547,74.96476039731853,58.48075143601139,0.004774982,4710,0.31278256
559964,-27.4083532850619,0.0045213136,1.608695652173913,41.95724807108463,0.0,11582.285573720932,77.5,-135.1304347826087,26.5,0.0045213136,1.391304347826087,317440.0,75.53684971140324,58.04275192891537,0.0041465573,4756,0.2915387
569886,-26.728577864322126,0.004587951,2.066666666666667,42.82723449419479,0.0,11695.325717449188,76.15555555555555,-130.8,27.844444444444445,0.004587951,0.9333333333333333,311933.15555555554,74.28261758086295,57.172765505805195,0.0050462694,4801,0.31110084
579853,-27.990436468100345,0.004977138,1.511111111111111,42.116386618892626,0.0,11809.250030517578,78.11111111111111,-135.93333333333334,25.88888888888889,0.004977138,1.488888888888889,319943.1111111111,76.10831838914231,57.88361338110738,0.005284558,4846,0.3331689
589803,-26.92846084372455,0.0038360495,1.5555555555555556,41.95633003434649,0.0,11923.785718679428,76.68888888888888,-133.73333333333332,27.31111111111111,0.0038360495,1.4444444444444444,314117.68888888886,74.77941109522284,58.0436699656535,0.00386766,4891,0.3058827
599952,-27.148088603185847,0.0034431538,1.6,42.38410924086323,0.0,12035.133746862411,77.6,-134.33333333333334,26.4,0.0034431538,1.4,317849.6,75.63148560475464,57.61589075913677,0.0030660362,4936,0.3278129
609889,-26.37702428463591,0.0043382933,1.5681818181818181,44.04545657767658,0.0,12146.531643152237,77.11363636363636,-129.75,26.886363636363637,0.0043382933,1.4318181818181819,315857.45454545453,75.17705680117892,55.95454342232342,0.004010569,4980,0.30815867
619949,-25.14937928018877,0.0039624185,1.4545454545454546,45.75266351574251,0.0,12258.959757089615,76.93181818181819,-125.31818181818181,27.09090909090909,0.0039624185,1.5454545454545454,315112.7272727273,74.99234327880882,54.24733648425745,0.004550856,5024,0.33384135
629913,-26.723248136272527,0.004984127,1.4,42.92831171184699,0.0,12374.742557525635,76.77777777777777,-131.86666666666667,27.244444444444444,0.004984127,1.6,314481.77777777775,74.84903605733513,57.07168828815302,0.005826949,5069,0.29170775
639789,-26.44064364904664,0.0038928501,1.5227272727272727,44.51120904742367,0.0,12485.94817996025,76.93181818181819,-128.1818181818182,27.09090909090909,0.0038928501,1.4772727272727273,315112.7272727273,74.99246929743214,55.48879095257633,0.0035396693,5113,0.3278808
649998,-26.939613856842886,0.0042093988,1.0851063829787233,43.6513451920064,0.0,12601.256973743439,76.61702127659575,-129.7659574468085,27.404255319148938,0.0042093988,1.9148936170212767,313823.3191489362,74.69957949148665,56.3486548079936,0.0038981223,5160,0.3022216
659806,-26.63525896598062,0.00449798,1.2666666666666666,44.5827586425665,0.0,12714.793299913406,76.91111111111111,-128.06666666666666,27.11111111111111,0.00449798,1.7333333333333334,315027.9111111111,74.97352630304754,55.41724135743349,0.0044916156,5205,0.30078933
669961,-26.674945469909517,0.0037628978,0.851063829787234,42.949418760808484,0.0,12828.38880443573,76.04255319148936,-130.14893617021278,27.97872340425532,0.0037628978,2.148936170212766,311470.2978723404,74.1632491890919,57.0505812391915,0.0039844727,5252,0.3130398
679904,-26.036124535009204,0.0036807922,1.4,45.21333129919167,0.0,12941.699189424515,76.95555555555555,-126.6,27.066666666666666,0.0036807922,1.6,315209.9555555555,75.01672441789054,54.78666870080832,0.0032649075,5297,0.29771286
689955,-26.712114840409665,0.0036964507,1.488888888888889,43.44373988054144,0.0,13057.035453081131,76.2,-129.4,27.8,0.0036964507,1.511111111111111,312115.2,74.32348048446426,56.55626011945855,0.004323835,5342,0.27603838
699904,-26.85715209929024,0.0043549174,1.711111111111111,43.55407243592653,0.0,13173.417453050613,76.22222222222223,-129.13333333333333,27.8,0.0043549174,1.288888888888889,312206.22222222225,74.33031410310261,56.44592756407347,0.004245863,5387,0.3036207
709897,-27.01455283633383,0.0060475115,1.4130434782608696,44.33193081341551,0.0,13284.153623342514,76.84782608695652,-128.34782608695653,27.152173913043477,0.0060475115,1.5869565217391304,314768.6956521739,74.93138655129124,55.66806918658448,0.006173933,5433,0.32198703
719807,-26.542294314485364,0.0036887084,0.7446808510638298,43.29260325165509,0.0,13399.455049991608,76.42553191489361,-130.14893617021278,27.574468085106382,0.0036887084,2.25531914893617,313038.97872340423,74.53464851365202,56.70739674834493,0.0032224988,5480,0.2969126
729871,-25.15591540799576,0.004354589,1.2391304347826086,46.46822869389341,0.0,13513.37366104126,76.15217391304348,-122.34782608695652,27.869565217391305,0.004354589,1.7608695652173914,311919.3043478261,74.26495823938542,53.53177130610659,0.0035844126,5526,0.30789122
739990,-25.78111949309026,0.0054720356,1.3695652173913044,44.66142317056706,0.0,13628.027944087982,75.84782608695652,-125.8695652173913,28.152173913043477,0.0054720356,1.6304347826086956,310672.6956521739,73.99456123056116,55.338576829432924,0.006477479,5572,0.33500782
749962,-27.084979252770268,0.005850218,0.9130434782608695,42.33911897807944,0.0,13742.088805675507,76.97826086956522,-133.3695652173913,27.02173913043478,0.005850218,2.0869565217391304,315302.95652173914,75.05088469161392,57.66088102192057,0.0047478797,5618,0.33559966
759859,-26.027813768943496,0.0043462007,1.0444444444444445,44.73026065303735,0.0,13855.170127630234,76.57777777777778,-127.13333333333334,27.466666666666665,0.0043462007,1.9555555555555555,313662.5777777778,74.64750990743393,55.26973934696267,0.0033708194,5663,0.3273722
769789,-27.034442947946747,0.004554903,1.1304347826086956,42.581741269341215,0.0,13967.592624902725,77.04347826086956,-133.1086956521739,26.97826086956522,0.004554903,1.8695652173913044,315570.0869565217,75.0993549690572,57.418258730658785,0.0046680053,5709,0.33155107
779995,-25.569251655601235,0.004410971,1.3617021276595744,45.71689987918963,0.0,14079.94519662857,76.61702127659575,-125.1063829787234,27.382978723404257,0.004410971,1.6382978723404256,313823.3191489362,74.71378883024303,54.28310012081035,0.0029424545,5756,0.32044846
789870,-26.26789983955123,0.0041920603,1.2272727272727273,43.380417616131346,0.0,14190.604846715927,77.06818181818181,-130.97727272727272,26.931818181818183,0.0041920603,1.7727272727272727,315671.2727272727,75.1334087327201,56.619582383868654,0.0036353683,5800,0.33335206
799811,-25.943441634510567,0.00463242,1.7272727272727273,43.82986791420005,0.0,14303.785840272903,76.9090909090909,-129.8181818181818,27.09090909090909,0.00463242,1.2727272727272727,315019.63636363635,74.9873039314911,56.17013208579994,0.0035155113,5844,0.3103658
809962,-26.777507273545282,0.003813023,2.021276595744681,45.02589841845215,0.0,14417.11310505867,77.23404255319149,-127.46808510638297,26.829787234042552,0.003813023,0.9787234042553191,316350.6382978723,75.24984133477274,54.974101581547856,0.0038338853,5891,0.3084163
819959,-25.618466400154272,0.003824119,1.565217391304348,46.04125185864086,0.0,14530.80258178711,76.0,-123.06521739130434,28.043478260869566,0.003824119,1.434782608695652,311296.0,74.10769242165948,53.95874814135913,0.002797848,5937,0.30638936
829909,-25.630782901430795,0.004589171,1.425531914893617,46.51950235055885,0.0,14645.117705583572,76.57446808510639,-122.87234042553192,27.4468085106383,0.004589171,1.574468085106383,313649.02127659577,74.66113373737606,53.48049764944115,0.0044371276,5984,0.3056194
839975,-24.861532654005927,0.0050019063,1.2608695652173914,46.435456080620085,0.0,14759.454266548157,76.19565217391305,-122.73913043478261,27.847826086956523,0.0050019063,1.7391304347826086,312097.39130434784,74.29141834724653,53.5645439193799,0.0054398812,6030,0.27762574
849902,-25.541416206141562,0.0048088115,1.8695652173913044,47.66305555172867,0.0,14873.043875217438,77.1086956521739,-121.23913043478261,26.891304347826086,0.0048088115,1.1304347826086956,315837.2173913043,75.17502271540451,52.336944448271325,0.0043974607,6076,0.2951982
859796,-25.504814118262388,0.0048731975,1.2,44.871563120559294,0.0,14992.471708536148,74.97777777777777,-124.13333333333334,29.066666666666666,0.0048731975,1.8,307108.97777777776,73.15157186536634,55.128436879440706,0.0038430411,6121,0.2855877
869908,-27.15393384566993,0.0038631603,1.1702127659574468,43.35858797826913,0.0,15108.707047700882,77.12765957446808,-131.2340425531915,26.872340425531913,0.0038631603,1.8297872340425532,315914.89361702127,75.19045408701193,56.64141202173088,0.0035147755,6168,0.27162468
879826,-26.244082420676733,0.0056277364,1.826086956521739,46.1048375952192,0.0,15222.017800569534,77.26086956521739,-124.95652173913044,26.73913043478261,0.0056277364,1.173913043478261,316460.52173913043,75.31689633607027,53.89516240478082,0.005040422,6214,0.29811198
889946,-26.385319585377097,0.004048698,1.297872340425532,45.1952585248062,0.0,15337.52268576622,76.72340425531915,-126.31914893617021,27.27659574468085,0.004048698,1.702127659574468,314259.06382978725,74.81338075160276,54.8047414751938,0.0031559037,6261,0.30913314
899962,-26.597651287963625,0.0038233995,1.0425531914893618,44.452596498491225,0.0,15456.279484272003,76.8936170212766,-128.17021276595744,27.106382978723403,0.0038233995,1.9574468085106382,314956.25531914894,74.97198809603762,55.547403501508754,0.0036725143,6308,0.28541595
909899,-26.283183962175485,0.0039322316,1.108695652173913,44.07398452260299,0.0,15570.187322854996,76.30434782608695,-128.08695652173913,27.695652173913043,0.0039322316,1.891304347826087,312542.60869565216,74.42254870501883,55.92601547739701,0.0038836699,6354,0.27584594
919993,-25.299929031290883,0.0051688435,1.7173913043478262,47.05784695368331,0.0,15684.907338380814,75.8913043478261,-120.52173913043478,28.130434782608695,0.0051688435,1.2826086956521738,310850.7826086957,74.02229660134307,52.942153046316704,0.0049297237,6400,0.31593117
929927,-25.189864212698737,0.005520974,1.0227272727272727,44.62676993958429,0.0,15797.72991490364,75.97727272727273,-126.4090909090909,28.09090909090909,0.005520974,1.9772727272727273,311202.9090909091,74.0714166668506,55.373230060415715,0.004702387,6444,0.28828418
939870,-26.194545083687228,0.0045944643,1.673913043478261,44.0561705902639,0.0,15915.147317647934,76.08695652173913,-127.8913043478261,27.934782608695652,0.0045944643,1.326086956521739,311652.17391304346,74.20405905032398,55.943829409736104,0.0043411474,6490,0.28968012
949991,-26.169195161295583,0.0044628424,1.5,44.893265327204034,0.0,16027.650454759598,77.06521739130434,-127.43478260869566,26.956521739130434,0.0044628424,1.5,315659.1304347826,75.11971780928616,55.10673467279598,0.0034704737,6536,0.29758105
959850,-26.825134439633118,0.0043533226,1.372093023255814,42.29418441800507,0.0,16139.00305223465,76.44186046511628,-132.48837209302326,27.58139534883721,0.0043533226,1.627906976744186,313105.8604651163,74.5333922173508,57.70581558199492,0.004751347,6579,0.28728846
969882,-25.78777545055508,0.0047425474,1.488888888888889,44.1323332560414,0.0,16253.542022705078,75.15555555555555,-126.0,28.91111111111111,0.0047425474,1.511111111111111,307837.15555555554,73.30259684667794,55.86766674395862,0.0043645003,6624,0.3030222
979964,-26.654695600198227,0.004939797,1.574468085106383,45.47786061476852,0.0,16367.016996145248,78.08510638297872,-127.72340425531915,25.914893617021278,0.004939797,1.425531914893617,319836.59574468085,76.08641305299959,54.52213938523148,0.005255466,6671,0.2808336
989833,-26.91132780519449,0.005271586,1.9333333333333333,44.007625205801624,0.0,16480.521700382233,76.57777777777778,-128.8,27.42222222222222,0.005271586,1.0666666666666667,313662.5777777778,74.67720718128992,55.99237479419836,0.005244769,6716,0.29116765
999934,-26.23603892399323,0.0047584004,1.7777777777777777,44.011723376733045,0.0,16593.379726171494,76.88888888888889,-129.33333333333334,27.11111111111111,0.0047584004,1.2222222222222223,314936.8888888889,74.96913880333062,55.98827662326694,0.0047366368,6761,0.2922433
1009936,-25.567984556310876,0.0058532096,1.5777777777777777,45.67322691045812,0.0,16704.724556207657,76.31111111111112,-124.53333333333333,27.68888888888889,0.0058532096,1.4222222222222223,312570.31111111114,74.42768088183395,54.326773089541895,0.0056188,6806,0.28370222
1020000,-25.145096185074692,0.00477735,1.9555555555555555,46.44352228448624,0.0,16818.36419725418,75.8,-121.86666666666666,28.22222222222222,0.00477735,1.0444444444444445,310476.8,73.93621155752193,53.55647771551374,0.004373718,6851,0.30158156
1029860,-26.14816156343633,0.004159953,1.6818181818181819,44.430276920054276,0.0,16928.93969488144,76.47727272727273,-127.56818181818181,27.522727272727273,0.004159953,1.3181818181818181,313250.9090909091,74.58441452683977,55.569723079945724,0.004164896,6895,0.28429776
1039774,-25.279904690144683,0.0038888378,1.488888888888889,46.71801685653606,0.0,17042.73420381546,76.44444444444444,-122.26666666666667,27.555555555555557,0.0038888378,1.511111111111111,313116.44444444444,74.55396181705333,53.28198314346393,0.0043336344,6940,0.29926774
1049913,-25.527078123752336,0.005084999,1.3695652173913044,45.926573956424384,0.0,17152.593164920807,76.28260869565217,-123.84782608695652,27.73913043478261,0.005084999,1.6304347826086956,312453.5652173913,74.38628459147616,54.073426043575616,0.0048373137,6986,0.29623088
1059855,-26.18997504940019,0.00534098,1.2553191489361701,44.411969993837005,0.0,17270.356061697006,77.27659574468085,-128.74468085106383,26.72340425531915,0.00534098,1.7446808510638299,316524.93617021275,75.32812886894976,55.588030006162995,0.0048153265,7033,0.27934995
1069888,-26.32036172216668,0.0033997477,1.7173913043478262,45.24996473459182,0.0,17384.41712141037,76.80434782608695,-126.1304347826087,27.195652173913043,0.0033997477,1.2826086956521738,314590.60869565216,74.89100035388591,54.75003526540819,0.003536891,7079,0.2687275
1079952,-24.75248775788765,0.004282201,2.111111111111111,47.95263085685753,0.0,17494.975840568542,76.15555555555555,-119.13333333333334,27.844444444444445,0.004282201,0.8888888888888888,311933.15555555554,74.28086945998538,52.04736914314247,0.0047753737,7124,0.2593662
1089830,-26.82122783663595,0.0041175014,1.6888888888888889,43.648996069404056,0.0,17610.865619659424,76.62222222222222,-129.53333333333333,27.4,0.0041175014,1.3111111111111111,313844.6222222222,74.70320115562845,56.351003930595944,0.005029326,7169,0.26133594
