AttC,optimgain,surrgain,Tbt,entloss,MtR,EpisodesSoFar,AttNC,Tmc,Ptt,MpbtA,TtR,Tmt,MpbtN,TimestepsSoFar,entropy,meankl,TimeElapsed
0.13513513513513514,0.0033466124,0.0033466124,338528.86486486485,0.0,-37.7208510332295,5926,0.8648648648648649,21.2972972972973,80.37158292232986,18.551865537916168,-67.35135135135135,82.64864864864865,81.44813446208383,679756,0.2249762,0.0050837076,15519.472562789917
0.0,0.005249466,0.005249466,339193.08108108107,0.0,-38.05626784320573,5963,1.0,21.10810810810811,80.54349394609879,16.844236475734732,-68.86486486486487,82.8108108108108,83.15576352426527,689943,0.2547798,0.00837991,15623.174968957901
0.15789473684210525,0.0032565102,0.0032565102,336626.5263157895,0.0,-37.64892988738709,6001,0.8421052631578947,21.81578947368421,79.89853095936367,18.634854068672066,-66.89473684210526,82.1842105263158,81.36514593132794,699939,0.26115787,0.004234908,15729.87938284874
0.1794871794871795,0.0050958223,0.0050958223,337132.3076923077,0.0,-37.93316001998207,6040,0.8205128205128205,21.666666666666668,80.03186703267644,18.960044678003214,-66.71794871794872,82.3076923076923,81.0399553219968,709887,0.2376289,0.005524111,15835.81464600563
0.05405405405405406,0.004326047,0.004326047,337532.54054054053,0.0,-37.49725161156649,6077,0.9459459459459459,21.56756756756757,80.1246087816089,18.54379549183525,-67.13513513513513,82.4054054054054,81.45620450816476,719757,0.27000204,0.005309086,15940.522779941559
0.23684210526315788,0.0009780548,0.0009780548,339536.84210526315,0.0,-36.796373182130665,6115,0.7631578947368421,21.026315789473685,80.61960491319168,19.865320540669927,-66.44736842105263,82.89473684210526,80.13467945933007,729827,0.23862647,0.0026035307,16043.972033977509
0.1794871794871795,0.0046450105,0.0046450105,340283.07692307694,0.0,-38.36795005825823,6154,0.8205128205128205,20.871794871794872,80.76923038346376,18.095238041420163,-68.05128205128206,83.07692307692308,81.90476195857987,739741,0.27237755,0.0059220186,16151.156013965607
0.23076923076923078,0.003551378,0.003551378,337972.5128205128,0.0,-37.06311485415661,6193,0.7692307692307693,21.41025641025641,80.2644320058498,19.908063299717135,-66.1025641025641,82.51282051282051,80.09193670028286,749888,0.29562783,0.006019847,16260.082656145096
0.4523809523809524,0.002815592,0.002815592,337334.85714285716,0.0,-38.075692852613514,6235,0.5476190476190477,21.595238095238095,80.09509847379836,18.215100371670964,-67.38095238095238,82.35714285714286,81.78489962832904,759924,0.24421167,0.005243984,16375.335847854614
0.23076923076923078,0.004203793,0.004203793,338287.58974358975,0.0,-38.06251264359365,6274,0.7692307692307693,21.358974358974358,80.31664066492115,18.187892691900927,-67.58974358974359,82.58974358974359,81.81210730809907,769745,0.23277974,0.005438553,16486.15251469612
0.05263157894736842,0.005238266,0.005238266,336949.8947368421,0.0,-38.79322255176218,6312,0.9473684210526315,21.710526315789473,79.99244745243826,17.348557514213923,-68.02631578947368,82.26315789473684,82.65144248578608,779765,0.2999712,0.008920211,16592.56503534317
0.3333333333333333,0.007886626,0.007886626,335325.86666666664,0.0,-41.07855959166796,6357,0.6666666666666666,22.11111111111111,79.6189370119907,16.671668154397796,-68.24444444444444,81.86666666666666,83.32833184560221,789824,0.22549978,0.007090561,16718.76223397255
0.07894736842105263,0.0061561586,0.0061561586,335656.4210526316,0.0,-37.72538223781879,6395,0.9210526315789473,22.05263157894737,79.67665578564076,18.632789613406484,-66.71052631578948,81.94736842105263,81.36721038659353,799701,0.22785386,0.00578079,16829.156779527664
0.05263157894736842,0.0071062255,0.0071062255,339429.05263157893,0.0,-37.95482275303853,6433,0.9473684210526315,21.07894736842105,80.57569677063202,18.145155523816307,-67.84210526315789,82.86842105263158,81.8548444761837,809969,0.28378344,0.009230981,16935.75092482567
0.1951219512195122,0.005505177,0.005505177,336970.9268292683,0.0,-39.24638359405221,6474,0.8048780487804879,21.682926829268293,80.01533181160539,19.538898167988876,-66.1951219512195,82.26829268292683,80.46110183201111,819964,0.2240352,0.005592548,17048.615272521973
0.07894736842105263,0.004868605,0.004868605,338566.7368421053,0.0,-37.93309372070702,6512,0.9210526315789473,21.236842105263158,80.42066114657325,18.848351142542928,-67.10526315789474,82.65789473684211,81.15164885745708,829864,0.23899925,0.0074507995,17153.95240497589
0.05263157894736842,0.0060444186,0.0060444186,337704.4210526316,0.0,-37.91493390977007,6550,0.9473684210526315,21.473684210526315,80.2052520680801,19.044091954946477,-66.76315789473684,82.44736842105263,80.95590804505355,839873,0.26216146,0.008023939,17257.94611978531
0.2926829268292683,0.0030700227,0.0030700227,338769.1707317073,0.0,-38.27257042970301,6591,0.7073170731707317,21.26829268292683,80.40478956610755,18.98059459921493,-66.97560975609755,82.70731707317073,81.01940540078509,849891,0.24368222,0.005867423,17372.147124290466
0.16666666666666666,0.006980884,0.006980884,339285.3333333333,0.0,-40.02462188309336,6633,0.8333333333333334,21.095238095238095,80.55746612003425,18.93328885312672,-67.11904761904762,82.83333333333333,81.06671114687326,859885,0.20582232,0.006695356,17487.2646920681
0.05405405405405406,0.0037846803,0.0037846803,338528.86486486485,0.0,-36.6129319947315,6670,0.9459459459459459,21.35135135135135,80.32968938777935,20.380870900197134,-65.8108108108108,82.64864864864865,79.61912909980285,869929,0.24789493,0.0068935915,17588.218685626984
0.13157894736842105,0.003849981,0.003849981,336087.5789473684,0.0,-37.51094497162776,6708,0.868421052631579,21.894736842105264,79.81637873771405,19.983729883820512,-65.65789473684211,82.05263157894737,80.01627011617951,879965,0.24842839,0.008586152,17695.054178237915
0.10526315789473684,0.006397975,0.006397975,339105.6842105263,0.0,-37.77865347982331,6746,0.8947368421052632,21.210526315789473,80.462173790594,19.844159504564846,-66.39473684210526,82.78947368421052,80.15584049543517,889889,0.2709619,0.0101421205,17801.053189754486
0.2,0.0053399713,0.0053399713,334336.0,0.0,-37.03267167841083,6786,0.8,22.35,79.39761616711635,20.68771755633626,-64.75,81.625,79.31228244366373,899827,0.23958564,0.007102731,17914.213681936264
0.4782608695652174,0.004806627,0.004806627,338454.26086956525,0.0,-40.06041626710126,6832,0.5217391304347826,21.17391304347826,80.46456746381126,17.92620080417813,-67.84782608695652,82.6304347826087,82.07379919582188,909952,0.20528354,0.0048527354,18036.05889391899
0.15384615384615385,0.0027927551,0.0027927551,338182.5641025641,0.0,-38.1091603328502,6871,0.8461538461538461,21.435897435897434,80.25205135785268,19.746633538758967,-66.28205128205128,82.56410256410257,80.25336646124101,919915,0.19327609,0.004553764,18146.861909389496
0.13157894736842105,0.0076249503,0.0076249503,334039.5789473684,0.0,-37.09688096927302,6909,0.868421052631579,22.44736842105263,79.31345281430944,19.577522971174822,-65.60526315789474,81.55263157894737,80.42247702882518,929856,0.26088324,0.009912608,18254.012884140015
0.3,0.001784845,0.001784845,333516.8,0.0,-38.32412476546928,6949,0.7,22.575,79.1921856976697,19.589751281863826,-65.475,81.425,80.41024871813616,939788,0.24892129,0.004152238,18365.53618335724
0.30952380952380953,0.0029763794,0.0029763794,337432.38095238095,0.0,-37.911691447827415,6991,0.6904761904761905,21.61904761904762,80.08351216982999,20.442373983894203,-65.57142857142857,82.38095238095238,79.5576260161058,949981,0.23204024,0.0058096624,18474.95535469055
0.20512820512820512,0.0032102074,0.0032102074,335872.0,0.0,-37.368010858154015,7030,0.7948717948717948,22.0,79.72843209565023,21.326789144992727,-64.56410256410257,82.0,78.67321085500731,959877,0.22857852,0.0072294846,18585.037883996964
0.23684210526315788,0.003082511,0.003082511,333608.4210526316,0.0,-36.11242340315522,7068,0.7631578947368421,22.55263157894737,79.21314186616682,20.82959435110856,-64.5,81.44736842105263,79.17040564889145,969739,0.24441333,0.0064669265,18695.83020210266
0.23076923076923078,0.0037484923,0.0037484923,333351.3846153846,0.0,-36.016024598491086,7107,0.7692307692307693,22.58974358974359,79.1744013813176,21.739670480113666,-63.717948717948715,81.38461538461539,78.26032951988634,979840,0.17418937,0.014575076,18802.360143184662
0.02702702702702703,0.0033664266,0.0033664266,336979.02702702704,0.0,-36.01575896059486,7144,0.972972972972973,21.72972972972973,79.97729240295827,20.701729839978924,-65.27027027027027,82.27027027027027,79.29827016002113,989967,0.2172656,0.006378613,18906.543536901474
0.027777777777777776,0.007549868,0.007549868,335758.22222222225,0.0,-36.89101702035726,7180,0.9722222222222222,21.97222222222222,79.7414616775775,19.18771594149021,-66.30555555555556,81.97222222222223,80.81228405850982,999810,0.26277065,0.008836629,19011.400171279907
0.1794871794871795,0.0042911135,0.0042911135,336502.1538461539,0.0,-37.26445948176218,7219,0.8205128205128205,21.846153846153847,79.8685574635503,20.149159058750353,-65.58974358974359,82.15384615384616,79.85084094124964,1009912,0.21922134,0.006195114,19122.554580688477
0.02702702702702703,0.0034367738,0.0034367738,337089.7297297297,0.0,-37.38236132624909,7256,0.972972972972973,21.594594594594593,80.08807462330329,19.176209941169503,-66.54054054054055,82.29729729729729,80.8237900588305,1019797,0.2579662,0.009154343,19228.1003613472
0.10526315789473684,0.004116492,0.004116492,335333.05263157893,0.0,-36.678858317121794,7294,0.8947368421052632,22.105263157894736,79.62714556995564,20.498625919375318,-65.10526315789474,81.86842105263158,79.50137408062467,1029749,0.24685477,0.0063025006,19334.59309077263
0.02631578947368421,0.003657013,0.003657013,336303.15789473685,0.0,-35.715217462774575,7332,0.9736842105263158,21.842105263157894,79.86718226739572,21.39728106612499,-64.55263157894737,82.10526315789474,78.60271893387502,1039941,0.2743094,0.005244493,19436.53021979332
0.28888888888888886,0.0060628816,0.0060628816,339876.97777777776,0.0,-40.968617509661925,7377,0.7111111111111111,21.022222222222222,80.63742458728733,19.01142112582658,-67.2,82.97777777777777,80.9885788741734,1049885,0.24703704,0.005154869,19560.252704143524
0.15789473684210525,0.0054141693,0.0054141693,337273.2631578947,0.0,-36.30616434247977,7415,0.8421052631578947,21.605263157894736,80.08749659609673,21.307266337862746,-64.8157894736842,82.34210526315789,78.69273366213727,1059750,0.27341706,0.0072450484,19668.09052014351
0.23809523809523808,0.0053243544,0.0053243544,334214.09523809527,0.0,-37.868091464261724,7457,0.7619047619047619,22.404761904761905,79.35083992258438,20.673972350734296,-64.73809523809524,81.5952380952381,79.32602764926571,1069860,0.22110459,0.0066493484,19781.262030363083
0.10526315789473684,0.006125682,0.006125682,337273.2631578947,0.0,-36.69382035544787,7495,0.8947368421052632,21.605263157894736,80.0869071354718,21.054460999805492,-65.0,82.34210526315789,78.94553900019453,1079831,0.25696135,0.007911245,19884.982859134674
0.25,0.005513037,0.005513037,338534.4,0.0,-37.351258346489615,7535,0.75,21.275,80.39051565203961,20.844773694842868,-65.425,82.65,79.15522630515713,1089808,0.2504649,0.0075235236,19992.34721827507
