AttNC,MpbtA,Tmt,optimgain,MpbtN,AttC,MtR,Tbt,TtR,TimestepsSoFar,Tmc,Ptt,meankl,entloss,EpisodesSoFar,TimeElapsed,surrgain,entropy
7.848484848484849,76.8266139668943,55.984848484848484,0.002069278,23.17338603310573,2.1515151515151514,-9.570701775621856,229313.9393939394,-129.0909090909091,669854,49.24242424242424,54.59292352457782,0.008648278,0.0,5675,13882.854879379272,0.002069278,0.31197065
6.076923076923077,75.77366019545633,56.92307692307692,0.0007687506,24.226339804543656,3.923076923076923,-9.861264425761021,233156.92307692306,-138.30769230769232,679867,48.246153846153845,55.50847076756973,0.008089913,0.0,5740,14049.517650604248,0.0007687506,0.3198145
7.4393939393939394,76.60962436031582,56.53030303030303,0.0015855964,23.390375639684194,2.5606060606060606,-9.617157823845425,231548.12121212122,-132.42424242424244,689853,48.63636363636363,55.14015232256655,0.00880774,0.0,5806,14209.912131547928,0.0015855964,0.3263667
4.4375,73.97737823599275,58.359375,0.0010473857,26.022621764007262,5.5625,-10.57603515860912,239040.0,-152.5,699947,46.734375,56.90110742756671,0.004148651,0.0,5870,14375.467121362686,0.0010473857,0.33041024
6.878787878787879,76.08151096126885,56.18181818181818,0.0009007581,23.91848903873114,3.121212121212121,-9.847838401299454,230120.72727272726,-134.24242424242425,709940,49.06060606060606,54.77274165478169,0.0058744596,0.0,5936,14537.18941116333,0.0009007581,0.29539147
6.223880597014926,76.88396725366928,55.38805970149254,0.0009634192,23.116032746330713,3.7761194029850746,-9.283273909230447,226869.49253731343,-127.76119402985074,719953,49.865671641791046,54.01751871890372,0.0041049547,0.0,6003,14700.40128827095,0.0009634192,0.31853583
4.984615384615385,76.54686031343353,55.63076923076923,0.001074643,23.453139686566455,5.015384615384615,-9.419552383811508,227863.63076923077,-130.46153846153845,729993,49.6,54.257956816226134,0.007932591,0.0,6068,14857.642703294754,0.001074643,0.37631884
2.639344262295082,68.26137347913301,60.80327868852459,0.0006432718,31.73862652086697,7.360655737704918,-12.550838071947432,249050.22950819673,-193.60655737704917,739892,44.22950819672131,59.235527705020466,0.002697971,0.0,6129,15008.694676876068,0.0006432718,0.42466024
2.737704918032787,73.07946845071297,60.21311475409836,0.0011286621,26.92053154928704,7.262295081967213,-11.042874223226404,246632.9180327869,-162.45901639344262,749859,44.80327868852459,58.68923908025609,0.009743783,0.0,6190,15154.833126068115,0.0011286621,0.38234404
5.651515151515151,77.6568584565822,56.21212121212121,0.0013974573,22.343141543417836,4.348484848484849,-9.219201765144712,230244.84848484848,-125.60606060606061,759875,48.96969696969697,54.83024664593777,0.0077552423,0.0,6256,15313.53000330925,0.0013974573,0.3311861
5.164179104477612,76.74640409563428,56.46268656716418,0.0021192916,23.25359590436571,4.835820895522388,-9.740025956961743,231271.16417910447,-131.49253731343285,769905,48.71641791044776,55.06935663749355,0.009414376,0.0,6323,15473.961290121078,0.0021192916,0.357095
3.129032258064516,69.21185740948496,60.306451612903224,0.0015283383,30.788142590515033,6.870967741935484,-12.208018497091958,247015.2258064516,-187.09677419354838,779861,44.725806451612904,58.769760253659065,0.007874232,0.0,6385,15623.193549394608,0.0015283383,0.3890738
5.0,75.5470733109056,59.142857142857146,0.0008836279,24.452926689094365,5.0,-9.79173261475545,242249.14285714287,-144.9206349206349,789988,45.888888888888886,57.67176638841158,0.008070934,0.0,6448,15777.161177635193,0.0008836279,0.34562126
5.876923076923077,75.39853038649095,57.61538461538461,0.0018263025,24.60146961350907,4.123076923076923,-10.186694886143702,235992.61538461538,-141.84615384615384,799915,47.47692307692308,56.19972179720411,0.009439511,0.0,6513,15933.773606300354,0.0018263025,0.33328253
4.161290322580645,74.14238611334252,58.87096774193548,0.0023709447,25.85761388665747,5.838709677419355,-10.283868240190408,241135.48387096773,-152.58064516129033,809991,46.193548387096776,57.39805645056334,0.008748921,0.0,6575,16088.99496269226,0.0023709447,0.32793063
8.257575757575758,76.80466301714272,56.39393939393939,0.0019268127,23.195336982857288,1.7424242424242424,-9.663706786684761,230989.57575757575,-131.06060606060606,819954,48.78787878787879,55.004061220207596,0.008619725,0.0,6641,16251.999573230743,0.0019268127,0.28448993
7.045454545454546,76.72304198622737,56.84848484848485,0.0009638382,23.27695801377263,2.9545454545454546,-9.519025966780774,232851.39393939395,-132.57575757575756,829993,48.333333333333336,55.43298590216183,0.0073012183,0.0,6707,16419.173994779587,0.0009638382,0.27464974
8.23076923076923,75.84773711227307,56.52307692307692,0.0023219276,24.15226288772695,1.7692307692307692,-10.133123452869262,231518.52307692307,-136.76923076923077,839926,48.63076923076923,55.13813062540212,0.009445317,0.0,6772,16581.55618596077,0.0023219276,0.3100784
5.603174603174603,74.33447676423201,58.25396825396825,0.0012564771,25.66552323576799,4.396825396825397,-10.34876582715924,238608.25396825396,-150.47619047619048,849877,46.84126984126984,56.800150217628186,0.008283659,0.0,6835,16738.332746982574,0.0012564771,0.32523984
8.06060606060606,77.33226640089046,56.25757575757576,0.0011376779,22.66773359910954,1.9393939393939394,-9.464872293405625,230431.0303030303,-127.57575757575758,859956,48.878787878787875,54.89551402003125,0.00763678,0.0,6901,16902.56647491455,0.0011376779,0.30509573
6.0,74.78389898804339,59.03225806451613,0.0019059436,25.21610101195658,4.0,-10.332039746889253,241796.12903225806,-149.19354838709677,869852,46.0,57.56751825894228,0.008639884,0.0,6963,17061.894882678986,0.0019059436,0.35489735
6.375,73.95406843426002,57.375,0.001444635,26.045931565739924,3.625,-10.545639261691301,235008.0,-149.21875,879863,47.78125,55.94186716442821,0.009131982,0.0,7027,17219.745895147324,0.001444635,0.34089658
6.338461538461538,76.67168463843875,57.676923076923075,0.0017425286,23.32831536156122,3.6615384615384614,-9.562373691510452,236244.6769230769,-134.92307692307693,889896,47.52307692307692,56.205894563007895,0.009063142,0.0,7092,17376.19921708107,0.0017425286,0.36815515
3.75,70.0533833403829,61.63333333333333,0.001952738,29.94661665961712,6.25,-12.095059694526721,252450.13333333333,-185.0,899967,43.38333333333333,60.023400442722384,0.008457349,0.0,7152,17525.622901201248,0.001952738,0.39813712
8.03076923076923,77.05371696702066,56.353846153846156,0.0016741025,22.946283032979313,1.9692307692307693,-9.42360417691239,230825.35384615386,-129.69230769230768,909857,48.84615384615385,54.955871394436535,0.008526044,0.0,7217,17690.213449001312,0.0016741025,0.30131128
5.761904761904762,73.3194591082418,58.301587301587304,0.001645411,26.68054089175821,4.238095238095238,-10.718031720749133,238803.3015873016,-155.87301587301587,919927,46.79365079365079,56.846392168246645,0.00783208,0.0,7280,17849.365753889084,0.001645411,0.3346065
5.483870967741935,73.40310502593375,59.53225806451613,0.0012157727,26.596894974066213,4.516129032258065,-10.8364218831839,243844.12903225806,-158.8709677419355,929920,45.516129032258064,58.027897441853746,0.009119643,0.0,7342,18002.480506181717,0.0012157727,0.346204
5.096774193548387,72.22255053075648,59.0,0.0014698376,27.777449469243518,4.903225806451613,-11.334899403475125,241664.0,-164.03225806451613,939850,46.04838709677419,57.52912326315814,0.00850468,0.0,7404,18161.776581048965,0.0014698376,0.31489497
6.415384615384616,76.20304746402185,56.43076923076923,0.0012050046,23.796952535978146,3.5846153846153848,-9.635760962140482,231140.43076923076,-134.0,949922,48.723076923076924,55.05041740823896,0.008440783,0.0,7469,18316.888988494873,0.0012050046,0.2976166
4.859375,74.85529357294241,57.03125,0.0016548327,25.14470642705758,5.140625,-10.364081691582518,233600.0,-143.28125,959858,48.09375,55.63333995911396,0.008786732,0.0,7533,18475.9176902771,0.0016548327,0.29696918
3.71875,74.41055465275781,57.078125,0.0013648224,25.58944534724219,6.28125,-9.955432376581335,233792.0,-146.40625,969919,48.046875,55.675055544917946,0.00640388,0.0,7597,18626.420736312866,0.0013648224,0.26771075
5.82089552238806,77.01965140586596,56.059701492537314,0.0013532885,22.980348594134007,4.17910447761194,-9.459777302873503,229620.53731343284,-128.50746268656715,979946,49.059701492537314,54.7165897058322,0.007786306,0.0,7664,18788.173660993576,0.0013532885,0.2557824
4.587301587301587,74.67756302639623,58.06349206349206,0.0018459713,25.322436973603775,5.412698412698413,-10.15166833852207,237828.0634920635,-146.984126984127,989920,47.03174603174603,56.62189098005901,0.011019884,0.0,7727,18939.868410348892,0.0018459713,0.3085699
5.393939393939394,75.17543196598791,57.10606060606061,0.0015593779,24.82456803401206,4.606060606060606,-10.009259900769523,233906.42424242425,-142.27272727272728,999986,48.015151515151516,55.705273784285964,0.00775215,0.0,7793,19099.103784561157,0.0015593779,0.26118743
7.769230769230769,75.02408346681325,56.784615384615385,0.002058119,24.975916533186766,2.230769230769231,-10.2390449415712,232589.78461538462,-141.53846153846155,1009953,48.36923076923077,55.38603567659897,0.008899713,0.0,7858,19268.40140223503,0.002058119,0.3066005
4.55,72.08777927998113,61.61666666666667,0.0013156079,27.91222072001885,5.45,-11.470215668024377,252381.86666666667,-173.83333333333334,1019799,43.36666666666667,60.02774486162465,0.0063593118,0.0,7918,19418.26068878174,0.0013156079,0.30759728
6.538461538461538,75.10982509094931,58.38461538461539,0.0020451122,24.89017490905071,3.4615384615384617,-10.343969464194902,239143.38461538462,-146.0,1029954,46.723076923076924,56.91972078149014,0.010085713,0.0,7983,19582.246816635132,0.0020451122,0.32267338
4.354838709677419,74.27780484633871,58.17741935483871,0.0010258227,25.72219515366127,5.645161290322581,-10.320319900574802,238294.70967741936,-150.6451612903226,1039793,46.91935483870968,56.727839675192946,0.0077885273,0.0,8045,19733.70809197426,0.0010258227,0.28587487
5.390625,73.51294631322189,59.0,0.0019249072,26.4870536867781,4.609375,-10.892366959720025,241664.0,-156.40625,1049970,46.078125,57.514979664871206,0.0084019145,0.0,8109,19890.573929786682,0.0019249072,0.27522576
6.590909090909091,74.89279677873188,56.27272727272727,0.0015225372,25.107203221268122,3.409090909090909,-10.347034377028068,230493.0909090909,-140.9090909090909,1059997,48.95454545454545,54.86614984956587,0.0089794,0.0,8175,20054.76299071312,0.0015225372,0.29687
4.064516129032258,72.96422887062407,59.33870967741935,0.0014004895,27.035771129375952,5.935483870967742,-11.023915314473804,243051.35483870967,-161.29032258064515,1069846,45.693548387096776,57.85545159964789,0.010181472,0.0,8237,20207.57358431816,0.0014004895,0.29085633
7.257575757575758,75.74662808995335,56.68181818181818,0.0022087647,24.25337191004664,2.742424242424242,-10.023460454792916,232168.72727272726,-137.57575757575756,1079928,48.515151515151516,55.26781265750639,0.009687001,0.0,8303,20369.21387028694,0.0022087647,0.2833034
4.725806451612903,71.72439807764691,60.46774193548387,0.00093609927,28.27560192235308,5.274193548387097,-11.592298485468875,247675.87096774194,-171.61290322580646,1089910,44.564516129032256,58.92096635764123,0.007613605,0.0,8365,20522.62869143486,0.00093609927,0.27671793
4.983050847457627,68.96228783204491,61.3728813559322,0.0016480493,31.037712167955103,5.016949152542373,-12.57096659309375,251383.3220338983,-191.6949152542373,1099858,43.66101694915254,59.773669704034674,0.007722806,0.0,8424,20679.023114442825,0.0016480493,0.2786825
