Tmt,meankl,TtR,Tbt,entloss,EpisodesSoFar,TimeElapsed,AttC,AttNC,Ptt,optimgain,entropy,MpbtN,surrgain,TimestepsSoFar,Tmc,MpbtA,MtR
54.1044776119403,0.005183044,-119.40298507462687,221611.94029850746,0.0,7694,17336.770104408264,6.462686567164179,3.537313432835821,52.74511301214251,0.0022819007,0.3115316,21.985753962253398,0.0022819007,969866,51.26865671641791,78.0142460377466,-8.759071462816937
55.05714285714286,0.0034410905,-126.71428571428571,225514.05714285714,0.0,7764,17484.881343841553,6.642857142857143,3.357142857142857,53.68825335703469,0.002105545,0.3082713,22.824965966833695,0.002105545,979933,50.22857142857143,77.17503403316633,-9.176788611420495
55.371428571428574,0.0038554452,-131.42857142857142,226801.37142857144,0.0,7834,17632.96278834343,7.8,2.2,53.971743539616206,0.0024612895,0.29223964,23.50272528060204,0.0024612895,989971,49.94285714285714,76.49727471939794,-9.404081111982064
55.83582089552239,0.0038025854,-120.14925373134328,228703.5223880597,0.0,7901,17779.301371574402,6.537313432835821,3.462686567164179,54.470281987538016,0.002144416,0.3111019,21.45011179074963,0.002144416,999872,49.35820895522388,78.54988820925037,-8.955139444979887
55.028985507246375,0.0033903131,-115.79710144927536,225398.72463768115,0.0,7970,17925.361992120743,6.3478260869565215,3.652173913043478,53.66021970891029,0.0020431452,0.30511817,21.02695644207713,0.0020431452,1009935,50.26086956521739,78.97304355792288,-8.573230856875119
55.161764705882355,0.0036177787,-123.38235294117646,225942.58823529413,0.0,8038,18075.36370420456,6.455882352941177,3.5441176470588234,53.798267025688226,0.0020440742,0.31110016,22.37184075258003,0.0020440742,1019962,50.10294117647059,77.62815924741996,-9.137586166173651
57.01449275362319,0.003738468,-135.5072463768116,233531.36231884058,0.0,8107,18219.467475891113,7.3478260869565215,2.652173913043478,55.58659221313939,0.0024393091,0.30242312,23.68048708649775,0.0024393091,1029997,48.17391304347826,76.31951291350227,-9.535462349275571
56.04477611940298,0.004294891,-122.23880597014926,229559.40298507462,0.0,8174,18363.880839586258,6.313432835820896,3.6865671641791047,54.66667503885737,0.002505438,0.31294954,21.749468730084757,0.002505438,1039892,49.149253731343286,78.25053126991524,-8.85299705440267
55.205882352941174,0.0033085395,-107.94117647058823,226123.29411764705,0.0,8242,18508.048496723175,5.897058823529412,4.102941176470588,53.83255084602807,0.0022455363,0.3126612,19.614791346216627,0.0022455363,1050000,50.0735294117647,80.3852086537834,-7.824095064882086
55.73134328358209,0.0034935337,-127.91044776119404,228275.58208955225,0.0,8309,18656.57673931122,5.850746268656716,4.149253731343284,54.34936997638706,0.0022581005,0.3213562,22.80730766487102,0.0022581005,1059910,49.507462686567166,77.19269233512892,-9.165475218855521
56.470588235294116,0.0038253146,-127.6470588235294,231303.5294117647,0.0,8377,18805.97787976265,6.735294117647059,3.264705882352941,55.062859103603635,0.0021582972,0.32458234,22.407416047636108,0.0021582972,1069972,48.73529411764706,77.5925839523639,-8.938327619485571
57.43478260869565,0.003638518,-151.30434782608697,235252.86956521738,0.0,8446,18953.985763788223,7.101449275362318,2.898550724637681,56.00979400958521,0.0024743786,0.3204111,25.905877879322308,0.0024743786,1079908,47.69565217391305,74.0941221206777,-10.539253472874734
57.32835820895522,0.004649411,-136.4179104477612,234816.9552238806,0.0,8513,19100.11176085472,5.925373134328358,4.074626865671642,55.90698519104504,0.002758019,0.30105975,23.46577394981025,0.002758019,1089961,47.80597014925373,76.53422605018973,-9.440093066834132
56.16417910447761,0.00458376,-117.46268656716418,230048.4776119403,0.0,8580,19251.685084342957,4.417910447761194,5.582089552238806,54.7949473938977,0.0027816384,0.30932897,20.887035998232893,0.0027816384,1099849,49.0,79.11296400176714,-8.604099271162495
