MpbtA,EpisodesSoFar,Tbt,AttNC,surrgain,MtR,entloss,TimeElapsed,entropy,TimestepsSoFar,TtR,Tmt,Tmc,meankl,Ptt,MpbtN,AttC,optimgain
2.554116566932322,563,306210.55772646534,0.0,0.0019624392,-67.00943597920252,0.0,1379.8976166248322,0.684819,9993,-728.4191829484902,74.75843694493783,29.26998223801066,0.008401579,72.94948839931287,97.44588343306765,10.0,0.0019624392
3.3783698621200426,1049,302379.1934156379,0.0,0.0025927653,-64.70788087191303,0.0,2555.3653202056885,0.6599393,19989,-713.2098765432099,73.82304526748972,30.257201646090536,0.008586244,72.04123978693438,96.62163013787993,10.0,0.0025927653
4.592996716401269,1456,298172.6977886978,0.0,0.004365968,-61.790830375020434,0.0,3543.528970003128,0.61733073,29991,-694.4471744471745,72.7960687960688,31.356265356265357,0.009420235,71.03328533566977,95.40700328359877,10.0,0.004365968
7.310250094689816,1770,293633.63057324843,0.0,0.0049929116,-57.153045968946984,0.0,4321.570622444153,0.5596047,39980,-664.3312101910828,71.68789808917198,32.54140127388535,0.009620285,69.94640290837701,92.68974990531014,10.0,0.0049929116
15.852272194767721,1935,291511.0787878788,0.0,0.0032710275,-46.095238657921435,0.0,4771.579185247421,0.5024991,49940,-598.9090909090909,71.16969696969697,33.14545454545455,0.007677595,69.40745675299799,84.14772780523222,10.0,0.0032710275
40.972051597718185,1994,282485.1525423729,0.8813559322033898,0.0024935796,-24.770175016678063,0.0,5011.327751398087,0.4122479,59836,-408.135593220339,68.96610169491525,35.66101694915254,0.007212062,67.15128018171083,59.027948402281815,9.11864406779661,0.0024935796
65.80052683692806,2050,267776.0,6.625,0.0014556992,-14.518513058848322,0.0,5264.157505273819,0.33987227,69953,-224.10714285714286,65.375,39.57142857142857,0.0037172232,63.585268552295325,34.199473163071936,3.375,0.0014556992
68.7544104475056,2108,261932.1379310345,4.189655172413793,0.0011846148,-13.392955154336994,0.0,5520.981419086456,0.3191281,79995,-200.68965517241378,63.94827586206897,41.03448275862069,0.0037684203,62.22294695846552,31.24558955249438,5.810344827586207,0.0011846148
67.67034423259479,2167,257076.06779661018,5.47457627118644,0.0025744534,-14.406046653164982,0.0,5780.053153038025,0.3411334,89980,-202.88135593220338,62.76271186440678,42.186440677966104,0.0056630126,61.12868487087563,32.32965576740525,4.52542372881356,0.0025744534
70.32855695871292,2227,252996.26666666666,2.716666666666667,0.0013531155,-12.877849154758668,0.0,6045.973974704742,0.35127446,99987,-183.5,61.766666666666666,43.233333333333334,0.004199692,60.16400721080275,29.671443041287045,7.283333333333333,0.0013531155
69.29092509542367,2287,258525.86666666667,2.566666666666667,0.00096807035,-13.173956178613746,0.0,6320.283695459366,0.28850874,109913,-194.66666666666666,63.11666666666667,41.9,0.0060915733,61.42302798236985,30.70907490457632,7.433333333333334,0.00096807035
70.17209189633034,2348,252541.90163934426,5.327868852459017,0.0020251533,-13.179806052109088,0.0,6609.863616943359,0.35525978,119990,-183.7704918032787,61.65573770491803,43.34426229508197,0.0057886876,60.05519075801769,29.827908103669646,4.672131147540983,0.0020251533
67.7191679657316,2409,258249.44262295082,1.1311475409836065,0.0016118073,-12.910291912164299,0.0,6899.629656553268,0.2843461,129887,-205.7377049180328,63.049180327868854,41.950819672131146,0.0083881,61.364239562000066,32.2808320342684,8.868852459016393,0.0016118073
71.34525555281806,2470,255093.50819672132,4.409836065573771,0.00084074144,-12.485180453362794,0.0,7166.756950139999,0.33589235,139913,-179.01639344262296,62.278688524590166,42.704918032786885,0.0020817018,60.6535266516127,28.654744447181915,5.590163934426229,0.00084074144
70.10296644046684,2529,257284.33898305084,3.6440677966101696,0.0012388602,-12.312098989171313,0.0,7430.3856863975525,0.32051253,149909,-188.47457627118644,62.813559322033896,42.11864406779661,0.0053514326,61.18942602156137,29.897033559533163,6.3559322033898304,0.0012388602
72.68523808317089,2590,250863.2131147541,2.9672131147540983,0.00286278,-11.688038961762294,0.0,7698.719905138016,0.35895866,159879,-167.54098360655738,61.24590163934426,43.75409836065574,0.005924447,59.672382063718025,27.314761916829134,7.032786885245901,0.00286278
66.12123448673812,2655,254141.04615384617,1.1692307692307693,0.0016553577,-13.745968910191204,0.0,7975.1018278598785,0.30164367,169921,-212.0,62.04615384615385,42.96923076923077,0.006836012,60.41609953650267,33.87876551326186,8.830769230769231,0.0016553577
72.26367964043277,2716,250124.59016393442,3.639344262295082,0.0010318261,-11.870294138500624,0.0,8241.276636362076,0.31627572,179947,-169.01639344262296,61.0655737704918,43.950819672131146,0.0026537403,59.49160617569956,27.73632035956722,6.360655737704918,0.0010318261
71.64786230833688,2776,243438.93333333332,4.483333333333333,0.0022974603,-12.043181796861338,0.0,8514.836118221283,0.37983468,189972,-169.0,59.43333333333333,45.6,0.00557086,57.94265458218821,28.352137691663128,5.516666666666667,0.0022974603
71.31353260348185,2836,255453.86666666667,2.0833333333333335,0.0012043192,-11.882118417395775,0.0,8786.635558366776,0.35327464,199883,-179.83333333333334,62.36666666666667,42.63333333333333,0.0033381162,60.723969684578236,28.68646739651816,7.916666666666667,0.0012043192
71.83521261482441,2896,246510.93333333332,3.9166666666666665,0.0014198578,-11.668249337457828,0.0,9083.121714830399,0.41409305,209864,-170.16666666666666,60.18333333333333,44.85,0.006945114,58.65351096051666,28.164787385175565,6.083333333333333,0.0014198578
72.56239664890947,2958,251837.93548387097,1.8387096774193548,0.0009357846,-11.374595523872783,0.0,9380.259595155716,0.37931493,219930,-169.51612903225808,61.483870967741936,43.53225806451613,0.0026485226,59.88499165686286,27.43760335109052,8.161290322580646,0.0009357846
72.08534871096305,3019,244215.60655737706,2.7868852459016393,0.0010155383,-11.610382817290006,0.0,9702.115780830383,0.38628626,229969,-167.37704918032787,59.622950819672134,45.40983606557377,0.0021454252,58.12265688134172,27.914651289036982,7.213114754098361,0.0010155383
72.83381833199766,3080,250393.18032786885,3.262295081967213,0.0014964947,-11.615890362842842,0.0,10032.746134996414,0.4156145,239859,-165.9016393442623,61.131147540983605,43.885245901639344,0.0040934477,59.55229737978131,27.16618166800231,6.737704918032787,0.0014964947
66.72642701073732,3140,260642.13333333333,1.35,0.0017279788,-13.504349158589966,0.0,10349.638401031494,0.39241147,249939,-213.33333333333334,63.63333333333333,41.333333333333336,0.005112417,61.93431356973971,33.2735729892627,8.65,0.0017279788
73.82912705506882,3200,247603.2,3.216666666666667,0.0018393454,-11.007741342201134,0.0,10683.873633384705,0.39284882,259854,-158.16666666666666,60.45,44.583333333333336,0.006177635,58.90343827166361,26.170872944931187,6.783333333333333,0.0018393454
72.52515150584138,3260,248695.46666666667,3.033333333333333,0.0017729882,-11.213258500705395,0.0,11004.44350528717,0.35788867,269965,-167.33333333333334,60.71666666666667,44.28333333333333,0.004489541,59.17049799642347,27.47484849415865,6.966666666666667,0.0017729882
