Ptt,TtR,MpbtA,surrgain,AttNC,TimeElapsed,optimgain,AttC,MpbtN,Tmc,Tmt,MtR,entropy,TimestepsSoFar,entloss,Tbt,EpisodesSoFar,meankl
80.84330101672381,-70.44736842105263,15.34971340734321,0.0041547026,0.8421052631578947,11894.072218418121,0.0041547026,0.15789473684210525,84.65028659265678,20.789473684210527,83.15789473684211,-39.111751322850715,0.24174282,319990,0.0,340614.7368421053,4674,0.003067047
80.88993624960793,-71.02631578947368,14.665090426599463,0.0035571961,0.8421052631578947,11999.062525749207,0.0035571961,0.15789473684210525,85.33490957340055,20.736842105263158,83.1842105263158,-40.23999000509735,0.19980675,329770,0.0,340722.5263157895,4712,0.004847565
80.96528097496765,-70.72972972972973,15.070737035115977,0.003573043,0.8108108108108109,12102.133607625961,0.003573043,0.1891891891891892,84.92926296488403,20.64864864864865,83.24324324324324,-39.14786325546494,0.19597083,339918,0.0,340964.3243243243,4749,0.0051407586
80.38053526386913,-71.82857142857142,13.08852147895106,0.0037526689,0.9142857142857143,12209.462216377258,0.0037526689,0.08571428571428572,86.91147852104895,21.285714285714285,82.65714285714286,-39.58266670958086,0.23818989,349721,0.0,338563.65714285715,4784,0.004424528
81.01002124929582,-71.34210526315789,14.387786434917913,0.0048043807,0.7894736842105263,12316.580550432205,0.0048043807,0.21052631578947367,85.61221356508209,20.605263157894736,83.3157894736842,-39.18648644212582,0.1749605,359882,0.0,341261.4736842105,4822,0.006691721
80.93572545370704,-72.52777777777777,12.936505889483822,0.0029229599,0.8888888888888888,12419.704941511154,0.0029229599,0.1111111111111111,87.06349411051617,20.694444444444443,83.27777777777777,-39.954550263777385,0.19250578,369834,0.0,341105.77777777775,4858,0.003240418
80.12908251406927,-71.5,13.249743921910607,0.005701001,0.9705882352941176,12527.146837711334,0.005701001,0.029411764705882353,86.7502560780894,21.558823529411764,82.41176470588235,-37.723326146583815,0.2226727,379771,0.0,337558.5882352941,4892,0.0045806607
80.62393581635253,-72.1842105263158,12.963326718832393,0.004522763,0.8421052631578947,12634.797606945038,0.004522763,0.15789473684210525,87.03667328116761,21.026315789473685,82.92105263157895,-40.20598457538049,0.22381079,389990,0.0,339644.63157894736,4930,0.004298381
80.52094017268587,-72.19444444444444,12.85836457915817,0.005045871,0.9166666666666666,12740.218617200851,0.005045871,0.08333333333333333,87.14163542084184,21.13888888888889,82.83333333333333,-40.41607409695027,0.23830782,399921,0.0,339285.3333333333,4966,0.004652771
79.64706926857039,-70.28947368421052,14.180603864123345,0.0043762987,0.6578947368421053,12852.361414670944,0.0043762987,0.34210526315789475,85.81939613587667,22.07894736842105,81.89473684210526,-38.95113676074009,0.19709674,409925,0.0,335440.84210526315,5004,0.0044283136
80.96233682251453,-71.5945945945946,14.012459030063248,0.0056960173,0.6216216216216216,12958.542870283127,0.0056960173,0.3783783783783784,85.98754096993675,20.64864864864865,83.21621621621621,-39.93717077365365,0.22606446,419777,0.0,340853.6216216216,5041,0.0048099365
80.54720518919687,-71.62162162162163,13.579019337924132,0.0048969206,0.8648648648648649,13062.329375267029,0.0048969206,0.13513513513513514,86.42098066207586,21.10810810810811,82.83783783783784,-40.317299650182754,0.2695304,429779,0.0,339303.7837837838,5078,0.0067962464
80.05977990026119,-69.92307692307692,15.104416124346717,0.003876036,0.5128205128205128,13172.431538105011,0.003876036,0.48717948717948717,84.89558387565327,21.641025641025642,82.35897435897436,-39.14837932611423,0.22611304,439819,0.0,337342.358974359,5117,0.0032438019
80.52298643825631,-70.64102564102564,14.693456379795826,0.005826234,0.6153846153846154,13281.945066690445,0.005826234,0.38461538461538464,85.30654362020417,21.128205128205128,82.7948717948718,-39.00849775642912,0.21961436,449992,0.0,339127.7948717949,5156,0.0057234815
79.97988154388506,-70.64102564102564,14.113445566768801,0.004355403,0.5128205128205128,13392.06283569336,0.004355403,0.48717948717948717,85.88655443323118,21.71794871794872,82.23076923076923,-38.92988911592812,0.21678807,459971,0.0,336817.23076923075,5195,0.0040730173
80.64768444127482,-71.21052631578948,14.181024646616406,0.0036882614,0.6052631578947368,13501.196390151978,0.0036882614,0.39473684210526316,85.81897535338358,21.0,82.94736842105263,-39.50400862578224,0.19540903,469986,0.0,339752.4210526316,5233,0.004717168
80.7277016500032,-72.1891891891892,13.111818725780957,0.004712024,0.918918918918919,13608.97001194954,0.004712024,0.08108108108108109,86.88818127421904,20.91891891891892,83.05405405405405,-40.769884225376124,0.22562705,479948,0.0,340189.4054054054,5270,0.004011014
80.7486437141274,-70.91891891891892,14.64010395155729,0.0042486372,0.8108108108108109,13715.118442058563,0.0042486372,0.1891891891891892,85.35989604844269,20.89189189189189,83.05405405405405,-39.762878677868066,0.24916895,489865,0.0,340189.4054054054,5307,0.0052832514
80.16277923048594,-70.575,14.411310928287714,0.0061654807,0.575,13826.802375078201,0.0061654807,0.425,85.58868907171228,21.525,82.45,-40.12218720610878,0.20354977,499875,0.0,337715.2,5347,0.0056078006
80.40060200912107,-70.02702702702703,15.30723484490007,0.0035306397,0.7837837837837838,13932.164695978165,0.0035306397,0.21621621621621623,84.6927651550999,21.27027027027027,82.70270270270271,-38.706393025052705,0.19928196,509908,0.0,338750.2702702703,5384,0.0034301477
79.98872007408045,-69.62857142857143,15.374120901169112,0.004900827,0.7428571428571429,14038.78428888321,0.004900827,0.2571428571428571,84.62587909883088,21.714285714285715,82.28571428571429,-38.002906193807526,0.18626684,519764,0.0,337042.28571428574,5419,0.006209189
80.84994021233183,-72.27027027027027,13.131284940692604,0.0047254195,0.972972972972973,14142.935538768768,0.0047254195,0.02702702702702703,86.86871505930736,20.783783783783782,83.16216216216216,-39.959795514831065,0.2345417,529844,0.0,340632.2162162162,5456,0.0060583474
79.88474886161082,-70.15789473684211,14.583166372678214,0.0036188844,0.7105263157894737,14253.502699375153,0.0036188844,0.2894736842105263,85.41683362732178,21.81578947368421,82.10526315789474,-38.52830143655655,0.22121993,539958,0.0,336303.15789473685,5494,0.0037521347
81.41527413257602,-70.8157894736842,15.39892406233208,0.00644113,0.8157894736842105,14356.657320261002,0.00644113,0.18421052631578946,84.60107593766791,20.157894736842106,83.6842105263158,-39.919165730319584,0.26198965,549945,0.0,342770.5263157895,5532,0.0068827895
80.4690632877165,-70.10810810810811,15.277079936132008,0.0044393647,0.8648648648648649,14461.863300323486,0.0044393647,0.13513513513513514,84.722920063868,21.18918918918919,82.72972972972973,-39.524276632517335,0.22632588,559801,0.0,338860.97297297296,5569,0.0039949943
80.24432435321371,-69.37837837837837,15.88961231121785,0.0038902191,0.8918918918918919,14566.531818151474,0.0038902191,0.10810810810810811,84.11038768878217,21.43243243243243,82.51351351351352,-38.140164152606445,0.22539614,569970,0.0,337975.35135135136,5606,0.0019912147
79.67083768766086,-69.61111111111111,15.007803501809825,0.004208896,0.8333333333333334,14671.487679481506,0.004208896,0.16666666666666666,84.99219649819018,22.055555555555557,81.91666666666667,-38.45206352536238,0.24028462,579769,0.0,335530.6666666667,5642,0.0041763806
80.69781635584945,-69.05263157894737,16.82892396461453,0.0060234037,0.868421052631579,14774.703979253769,0.0060234037,0.13157894736842105,83.17107603538545,20.94736842105263,83.0,-38.73959212810932,0.2474509,589906,0.0,339968.0,5680,0.0073608384
80.62295914135649,-67.52631578947368,18.555040564127683,0.0020487367,0.6052631578947368,14882.80477309227,0.0020487367,0.39473684210526316,81.44495943587229,21.026315789473685,82.92105263157895,-37.551483022957484,0.23089243,599955,0.0,339644.63157894736,5718,0.002881207
80.9490356420882,-67.45945945945945,18.981429262442944,0.0052450686,0.7027027027027027,14988.703039169312,0.0052450686,0.2972972972972973,81.01857073755708,20.675675675675677,83.27027027027027,-37.7733566292594,0.2624378,609855,0.0,341075.02702702704,5755,0.005491074
80.00176777849472,-67.95,17.410297247742925,0.0060519166,0.425,15100.098672151566,0.0060519166,0.575,82.58970275225704,21.7,82.275,-38.16370476064979,0.22926651,619834,0.0,336998.4,5795,0.0052797566
79.91345129464344,-68.1025641025641,17.14547060832296,0.0062791016,0.717948717948718,15206.694019317627,0.0062791016,0.28205128205128205,82.854529391677,21.794871794871796,82.17948717948718,-37.796122017043004,0.2730884,629900,0.0,336607.1794871795,5834,0.0072311508
79.97794924092538,-67.25641025641026,18.19131254470375,0.0046760496,0.6153846153846154,15313.607184648514,0.0046760496,0.38461538461538464,81.80868745529622,21.71794871794872,82.2051282051282,-37.94059926577173,0.24282794,639938,0.0,336712.2051282051,5873,0.0047615804
79.8365353073397,-66.78947368421052,18.587020250883,0.0043464615,0.6578947368421053,15420.426809310913,0.0043464615,0.34210526315789475,81.412979749117,21.86842105263158,82.05263157894737,-37.46796449433923,0.27435303,649958,0.0,336087.5789473684,5911,0.00487783
79.02344086961901,-67.0,17.56823739017813,0.003632605,0.3902439024390244,15537.804508209229,0.003632605,0.6097560975609756,82.43176260982189,22.75609756097561,81.2439024390244,-38.480460698516104,0.21887073,659817,0.0,332775.0243902439,5952,0.005036336
79.27481615120722,-67.38461538461539,17.32272401879182,0.0059919525,0.5897435897435898,15646.09119439125,0.0059919525,0.41025641025641024,82.67727598120817,22.487179487179485,81.51282051282051,-37.88510725286512,0.2435522,669807,0.0,333876.5128205128,5991,0.0049868287
79.1343819084082,-65.78947368421052,19.140671399064644,0.0044366303,0.7631578947368421,15753.308228969574,0.0044366303,0.23684210526315788,80.85932860093534,22.63157894736842,81.34210526315789,-37.19243861677916,0.23295043,679774,0.0,333177.2631578947,6029,0.003843726
79.942968753448,-66.56410256410257,19.069112956900586,0.0070758895,0.6666666666666666,15861.292569637299,0.0070758895,0.3333333333333333,80.93088704309943,21.76923076923077,82.23076923076923,-37.31600224598992,0.25702587,689756,0.0,336817.23076923075,6068,0.006124384
80.11508607082585,-66.0,19.88040106547748,0.0050562713,0.75,15968.401575565338,0.0050562713,0.25,80.11959893452253,21.575,82.375,-37.43292405558567,0.21235572,699979,0.0,337408.0,6108,0.005241769
80.23658956608205,-67.1025641025641,18.62502878704034,0.0047277575,0.5384615384615384,16077.914771318436,0.0047277575,0.46153846153846156,81.37497121295965,21.435897435897434,82.46153846153847,-38.249694510427176,0.25315997,709915,0.0,337762.46153846156,6147,0.0050056456
80.40329330406601,-67.57142857142857,18.26225773806914,0.010417315,0.5714285714285714,16192.3480052948,0.010417315,0.42857142857142855,81.73774226193085,21.261904761904763,82.66666666666667,-38.93711109506293,0.22264203,719898,0.0,338602.6666666667,6189,0.0070671462
80.04489349375045,-66.65,19.032087648068963,0.0039365715,0.55,16302.430741071701,0.0039365715,0.45,80.96791235193103,21.65,82.3,-38.01398829566561,0.2282065,729894,0.0,337100.8,6229,0.0045408793
79.54256632072334,-65.78947368421052,19.511078158154874,0.00597813,0.7894736842105263,16406.868542194366,0.00597813,0.21052631578947367,80.48892184184513,22.18421052631579,81.73684210526316,-36.73468863332512,0.22726566,739950,0.0,334794.1052631579,6267,0.004943054
80.19693408952458,-65.86486486486487,20.167232542513528,0.0067795287,0.8648648648648649,16511.62519645691,0.0067795287,0.13513513513513514,79.83276745748644,21.486486486486488,82.45945945945945,-37.123765574015295,0.23518261,749841,0.0,337753.9459459459,6304,0.006728134
79.4009529513178,-65.26315789473684,20.0795505707513,0.004583502,0.868421052631579,16619.771231412888,0.004583502,0.13157894736842105,79.92044942924872,22.342105263157894,81.60526315789474,-37.68892435145115,0.2442207,759740,0.0,334255.15789473685,6342,0.0047902595
80.42269494273465,-67.09756097560975,18.880778133641797,0.0053371093,0.5853658536585366,16729.084991455078,0.0053371093,0.4146341463414634,81.11922186635817,21.24390243902439,82.70731707317073,-38.52885790820678,0.22276126,769921,0.0,338769.1707317073,6383,0.005817401
79.12284545295171,-65.89189189189189,19.00190766955978,0.004759471,0.8378378378378378,16837.54723906517,0.004759471,0.16216216216216217,80.9980923304402,22.64864864864865,81.35135135135135,-37.281868933982885,0.21503389,779897,0.0,333215.13513513515,6420,0.004069546
79.84729796377181,-66.23076923076923,19.363218888037498,0.0038306236,0.7948717948717948,16945.190368413925,0.0038306236,0.20512820512820512,80.63678111196252,21.871794871794872,82.12820512820512,-37.64770236424474,0.21592088,789908,0.0,336397.1282051282,6459,0.00407449
80.079407521682,-66.67567567567568,19.07526522579232,0.0049015624,0.918918918918919,17051.295986652374,0.0049015624,0.08108108108108109,80.92473477420768,21.62162162162162,82.37837837837837,-37.76705005250017,0.24424231,799900,0.0,337421.8378378378,6496,0.0054798373
81.20143289815347,-67.78048780487805,18.834039437622703,0.0048164423,0.7804878048780488,17160.790259599686,0.0048164423,0.21951219512195122,81.16596056237731,20.390243902439025,83.46341463414635,-39.363390309212114,0.20918056,809924,0.0,341866.14634146343,6537,0.0053043687
80.33631673621511,-67.05263157894737,18.880012893806292,0.0071669663,0.9473684210526315,17266.400579214096,0.0071669663,0.05263157894736842,81.11998710619372,21.342105263157894,82.63157894736842,-37.90933883110777,0.25414667,819969,0.0,338458.94736842107,6575,0.0061205584
79.55382246544974,-65.34210526315789,20.109600911659978,0.0054532103,0.6578947368421053,17375.133157491684,0.0054532103,0.34210526315789475,79.89039908834002,22.18421052631579,81.8157894736842,-36.381269787605994,0.22160515,829915,0.0,335117.4736842105,6613,0.0056710574
79.48005538485606,-65.53846153846153,19.787666234108137,0.003839142,0.8461538461538461,17483.541671276093,0.003839142,0.15384615384615385,80.21233376589187,22.256410256410255,81.6923076923077,-37.212822500444986,0.2345251,839931,0.0,334611.6923076923,6652,0.004973866
79.87458298656794,-66.15789473684211,19.490432519187816,0.003965631,0.8947368421052632,17586.659958839417,0.003965631,0.10526315789473684,80.50956748081215,21.842105263157894,82.15789473684211,-37.19267389424891,0.26105505,849959,0.0,336518.7368421053,6690,0.005598415
79.87117496196123,-65.51282051282051,20.306051861865846,0.0064512864,0.5897435897435898,17698.179911851883,0.0064512864,0.41025641025641024,79.69394813813416,21.846153846153847,82.15384615384616,-37.32096761057861,0.23787725,859778,0.0,336502.1538461539,6729,0.006237967
79.28100555668414,-65.26315789473684,19.982609883738604,0.0026059265,0.8421052631578947,17805.876905441284,0.0026059265,0.15789473684210525,80.01739011626138,22.473684210526315,81.5,-37.18736240837557,0.25226307,869746,0.0,333824.0,6767,0.002265326
79.72282689060128,-65.375,20.293784277006925,0.004475204,0.55,17915.233033418655,0.004475204,0.45,79.7062157229931,22.0,81.975,-36.778774618922355,0.24690747,879913,0.0,335769.6,6807,0.0049102833
79.83746888286164,-65.8157894736842,19.801928633500832,0.005255114,0.9210526315789473,18021.58163881302,0.005255114,0.07894736842105263,80.19807136649916,21.86842105263158,82.05263157894737,-37.033931878981264,0.2801054,889965,0.0,336087.5789473684,6845,0.006156474
80.20124380684979,-66.39024390243902,19.510391220891243,0.0077574523,0.6341463414634146,18136.00422334671,0.0077574523,0.36585365853658536,80.48960877910876,21.48780487804878,82.48780487804878,-38.65181321223892,0.23860791,899958,0.0,337870.0487804878,6886,0.0061911307
79.12536185601519,-65.3076923076923,19.70353588362844,0.0061302865,0.5384615384615384,18249.03838825226,0.0061302865,0.46153846153846156,80.29646411637157,22.641025641025642,81.33333333333333,-36.53716914989804,0.21484126,909875,0.0,333141.3333333333,6925,0.006234797
79.341612712242,-65.27027027027027,19.988718114055146,0.0040864474,0.918918918918919,18354.274495840073,0.0040864474,0.08108108108108109,80.01128188594484,22.405405405405407,81.54054054054055,-36.53354337226662,0.2165628,919779,0.0,333990.0540540541,6962,0.0041177277
79.69744815738831,-66.8157894736842,18.453053796055976,0.004552793,0.8947368421052632,18459.844668149948,0.004552793,0.10526315789473684,81.54694620394402,22.026315789473685,81.94736842105263,-37.04012284457116,0.21869932,929895,0.0,335656.4210526316,7000,0.0049909363
80.6206282518081,-67.60526315789474,18.46336110922826,0.004027835,0.9736842105263158,18566.318328142166,0.004027835,0.02631578947368421,81.53663889077174,21.026315789473685,82.89473684210526,-38.769212687609645,0.20461062,939852,0.0,339536.84210526315,7038,0.0054256916
79.77396935402597,-67.27027027027027,18.016199595282647,0.0041470537,0.972972972972973,18672.243428468704,0.0041470537,0.02702702702702703,81.98380040471736,21.945945945945947,82.02702702702703,-38.0148592793191,0.20474894,949795,0.0,335982.7027027027,7075,0.0056086564
79.42052506815055,-66.75675675675676,18.256492813756203,0.006492991,0.972972972972973,18778.166157722473,0.006492991,0.02702702702702703,81.7435071862438,22.324324324324323,81.64864864864865,-37.766681552102455,0.23530184,959917,0.0,334432.86486486485,7112,0.0075710905
79.6208452445656,-65.57894736842105,19.905852006436547,0.006881772,0.9473684210526315,18882.906455993652,0.006881772,0.05263157894736842,80.09414799356345,22.105263157894736,81.84210526315789,-37.12611360153824,0.21602644,969990,0.0,335225.2631578947,7150,0.0049679247
79.3254216717493,-66.1891891891892,18.855794671532013,0.0076014954,0.972972972972973,18986.975452423096,0.0076014954,0.02702702702702703,81.14420532846798,22.43243243243243,81.56756756756756,-36.87467782838132,0.2446811,979940,0.0,334100.75675675675,7187,0.006455695
80.34803267720751,-66.325,19.75436994569423,0.0055175843,0.725,19093.15380382538,0.0055175843,0.275,80.24563005430574,21.325,82.625,-37.77500611764408,0.19972071,989999,0.0,338432.0,7227,0.005893088
79.9292215530953,-66.72972972972973,18.844872809265222,0.003617395,0.9459459459459459,19197.61132645607,0.003617395,0.05405405405405406,81.15512719073479,21.783783783783782,82.21621621621621,-37.44216137990501,0.1935956,999804,0.0,336757.6216216216,7264,0.005092305
80.03012664556923,-67.28205128205128,18.251974554616446,0.0052051637,0.8717948717948718,19302.604507684708,0.0052051637,0.1282051282051282,81.7480254453836,21.666666666666668,82.28205128205128,-38.68271995964679,0.2055625,1009957,0.0,337027.28205128206,7303,0.0049684676
79.326141012464,-65.8108108108108,19.315578009625252,0.0052128267,0.8918918918918919,19408.964202404022,0.0052128267,0.10810810810810811,80.68442199037473,22.43243243243243,81.56756756756756,-36.98158529222175,0.22287017,1019866,0.0,334100.75675675675,7340,0.005368142
79.57056620558286,-66.10810810810811,19.211278553004938,0.005764781,0.8108108108108109,19512.486196041107,0.005764781,0.1891891891891892,80.78872144699508,22.16216216216216,81.8108108108108,-37.22740230803446,0.21493843,1029753,0.0,335097.08108108107,7377,0.004977372
80.34332060281638,-66.82051282051282,19.122595410164642,0.0049931733,0.9230769230769231,19614.171983003616,0.0049931733,0.07692307692307693,80.87740458983535,21.333333333333332,82.64102564102564,-37.99368275229022,0.21354663,1039939,0.0,338497.641025641,7416,0.0053448426
79.98075600577434,-66.08333333333333,19.666610335052773,0.005399007,0.9444444444444444,19715.95657467842,0.005399007,0.05555555555555555,80.33338966494722,21.72222222222222,82.25,-36.85816423949969,0.21105674,1049737,0.0,336896.0,7452,0.0064426474
80.43312172309109,-67.05263157894737,18.964043781163593,0.004841196,0.9736842105263158,19814.05546283722,0.004841196,0.02631578947368421,81.03595621883643,21.236842105263158,82.73684210526316,-37.20118536762461,0.23937085,1059962,0.0,338890.1052631579,7490,0.005589647
80.53532440470347,-65.71052631578948,20.71836507034124,0.0058639357,0.9473684210526315,19911.97338438034,0.0058639357,0.05263157894736842,79.28163492965876,21.13157894736842,82.86842105263158,-36.86575867640195,0.21246113,1069896,0.0,339429.05263157893,7528,0.0057227365
80.26573998890491,-66.07894736842105,20.00857597923073,0.0051358338,0.9210526315789473,20013.198309898376,0.0051358338,0.07894736842105263,79.9914240207693,21.42105263157895,82.57894736842105,-37.73357881089122,0.22933467,1079761,0.0,338243.36842105264,7566,0.00663119
79.50694241804182,-65.07894736842105,20.44339729782173,0.0042846254,0.8947368421052632,20113.862880706787,0.0042846254,0.10526315789473684,79.55660270217827,22.236842105263158,81.76315789473684,-36.60302002714054,0.20103632,1089922,0.0,334901.8947368421,7604,0.0040285145
