TtR,MpbtA,Tmt,TimestepsSoFar,MpbtN,Ptt,entropy,EpisodesSoFar,AttC,optimgain,Tmc,surrgain,entloss,AttNC,TimeElapsed,Tbt,MtR,meankl
-122.08695652173913,46.3881142857847,75.84782608695652,1099802,53.6118857142153,73.98127338516342,0.19753177,7388,1.0217391304347827,0.0027521637,28.17391304347826,0.0027521637,0.0,1.9782608695652173,18140.811848640442,310672.6956521739,-25.206054481643264,0.008311094
-116.87234042553192,48.31506426777916,75.36170212765957,1109929,51.68493573222084,73.52729013407729,0.20921013,7435,0.7446808510638298,0.0027553132,28.659574468085108,0.0027553132,0.0,2.25531914893617,18254.96480512619,308681.5319148936,-24.544826650090258,0.0068305866
-119.47826086956522,47.27645062777037,75.54347826086956,1119939,52.72354937222963,73.69656368034285,0.23496178,7481,0.8913043478260869,0.0028251566,28.47826086956522,0.0028251566,0.0,2.108695652173913,18369.631526470184,309426.0869565217,-24.868412278273986,0.007932572
-120.82978723404256,46.39468673899219,75.14893617021276,1129883,53.60531326100782,73.32808027107932,0.20740895,7528,1.0212765957446808,0.0029474706,28.872340425531913,0.0029474706,0.0,1.9787234042553192,18484.402776241302,307810.0425531915,-25.294670424614132,0.008321108
-115.2127659574468,49.26612517036502,75.72340425531915,1139964,50.73387482963498,73.86559103521624,0.1868963,7575,1.4042553191489362,0.0023097494,28.29787234042553,0.0023097494,0.0,1.5957446808510638,18598.455192804337,310163.06382978725,-23.629666758056143,0.007945883
-120.70212765957447,46.939004548923556,75.76595744680851,1149837,53.06099545107645,73.89359295824677,0.18179438,7622,0.425531914893617,0.0016659475,28.27659574468085,0.0016659475,0.0,2.574468085106383,18713.75991344452,310337.3617021277,-25.584670492206214,0.0060184896
-116.68085106382979,48.18695672492677,75.04255319148936,1159922,51.81304327507323,73.21551431228171,0.20888418,7669,0.425531914893617,0.0015182113,29.0,0.0015182113,0.0,2.574468085106383,18827.90015411377,307374.2978723404,-24.825486117879787,0.005677699
-121.625,46.61229301184067,75.89583333333333,1169892,53.387706988159344,74.04154444685193,0.2022136,7717,0.3333333333333333,0.0015331757,28.104166666666668,0.0015331757,0.0,2.6666666666666665,18945.859461545944,310869.3333333333,-26.182191385746165,0.007872469
-116.73333333333333,47.86859084350901,74.55555555555556,1179833,52.13140915649099,72.74160448687765,0.18412906,7762,0.9111111111111111,0.0020115732,29.511111111111113,0.0020115732,0.0,2.088888888888889,19059.26845908165,305379.55555555556,-24.739915390187555,0.007823113
-120.82978723404256,47.35601859885722,76.42553191489361,1189973,52.643981401142774,74.53444382912097,0.18930706,7809,1.1702127659574468,0.0019839595,27.574468085106382,0.0019839595,0.0,1.8297872340425532,19173.252092838287,313038.97872340423,-25.479423267613793,0.0059423074
-126.38297872340425,44.73102459526759,76.23404255319149,1199980,55.26897540473241,74.34302175091797,0.20199133,7856,0.5957446808510638,0.002626422,27.78723404255319,0.002626422,0.0,2.404255319148936,19289.137431383133,312254.6382978723,-26.64671502360292,0.008773304
-120.1304347826087,47.6015118601703,76.3695652173913,1209825,52.3984881398297,74.45610698991963,0.1906015,7902,0.3695652173913043,0.0020939314,27.67391304347826,0.0020939314,0.0,2.630434782608696,19403.686711788177,312809.73913043475,-25.53063634920857,0.0076030185
-122.80851063829788,45.52730398042117,75.04255319148936,1219954,54.47269601957883,73.21449197435318,0.20891266,7949,0.3617021276595745,0.0025355886,29.0,0.0025355886,0.0,2.6382978723404253,19520.271094083786,307374.2978723404,-25.634608030725026,0.008566593
-120.19148936170212,47.08543384208649,75.70212765957447,1229998,52.91456615791351,73.83142364178697,0.21414231,7996,0.2553191489361702,0.0029840602,28.340425531914892,0.0029840602,0.0,2.74468085106383,19639.170711278915,310075.91489361704,-25.649426042833387,0.010326214
-140.46666666666667,39.211107522842795,76.77777777777777,1239835,60.788892477157205,74.86150368015056,0.1482415,8041,1.3555555555555556,0.0031813828,27.22222222222222,0.0031813828,0.0,1.6444444444444444,19757.700937747955,314481.77777777775,-28.250782144041867,0.0080126105
-119.87234042553192,47.037505511135706,75.46808510638297,1249945,52.9624944888643,73.61238247353684,0.21616644,8088,0.44680851063829785,0.0024169784,28.574468085106382,0.0024169784,0.0,2.5531914893617023,19873.348256587982,309117.27659574465,-25.058177085622848,0.009034433
-123.58695652173913,45.73954882903942,75.84782608695652,1259959,54.26045117096058,73.96603646689776,0.20483224,8134,0.8260869565217391,0.0021435842,28.195652173913043,0.0021435842,0.0,2.1739130434782608,19989.33775806427,310672.6956521739,-25.583066334438218,0.0074988334
-126.8,45.01348771236001,76.75555555555556,1269888,54.98651228763999,74.8442165062279,0.17417796,8179,1.0666666666666667,0.0024469076,27.244444444444444,0.0024469076,0.0,1.9333333333333333,20103.120592832565,314390.7555555556,-25.81744280084312,0.0077150585
-116.47826086956522,48.98704148343258,76.02173913043478,1279866,51.01295851656742,74.12960181689142,0.22373441,8225,0.45652173913043476,0.0016021063,28.02173913043478,0.0016021063,0.0,2.5434782608695654,20218.235180854797,311385.04347826086,-24.488869016575688,0.008655479
-120.26086956521739,47.03311051358327,75.67391304347827,1289854,52.966889486416726,73.83212228677132,0.17575885,8271,0.9565217391304348,0.0021167756,28.32608695652174,0.0021167756,0.0,2.0434782608695654,20331.324218273163,309960.347826087,-24.674489196756745,0.008538259
-117.65217391304348,47.86553535315088,75.26086956521739,1299838,52.13446464684912,73.4180154459516,0.16779162,8317,1.0217391304347827,0.0024428966,28.782608695652176,0.0024428966,0.0,1.9782608695652173,20444.230999469757,308268.52173913043,-24.170381345838837,0.00832348
-116.47826086956522,48.13871649777995,74.82608695652173,1309817,51.86128350222005,73.01197950509399,0.1959821,8363,0.45652173913043476,0.0022235515,29.217391304347824,0.0022235515,0.0,2.5434782608695654,20560.677015304565,306487.652173913,-24.308299021227427,0.008316184
-123.25531914893617,45.57395256573641,75.51063829787235,1319922,54.426047434263566,73.68143125358061,0.19618371,8410,0.5531914893617021,0.0030888424,28.48936170212766,0.0030888424,0.0,2.4468085106382977,20677.55349612236,309291.57446808513,-25.698961110119452,0.008202324
-120.31914893617021,47.01487804002802,75.76595744680851,1329833,52.98512195997195,73.90652855657346,0.19331868,8457,0.5106382978723404,0.001776709,28.25531914893617,0.001776709,0.0,2.4893617021276597,20792.716005325317,310337.3617021277,-25.363525590571044,0.008428537
-126.32608695652173,44.757728292875655,76.1086956521739,1339843,55.24227170712434,74.22436447674967,0.17137127,8503,0.6086956521739131,0.0027509928,27.91304347826087,0.0027509928,0.0,2.391304347826087,20904.53929567337,311741.2173913043,-25.673697901900397,0.008983671
-124.97872340425532,45.22783742895575,75.91489361702128,1349960,54.77216257104426,74.0439513682339,0.18413985,8550,0.5531914893617021,0.0042165304,28.106382978723403,0.0042165304,0.0,2.4468085106382977,21021.039809942245,310947.40425531915,-25.96813738858543,0.009809016
-118.3695652173913,48.21881342180695,76.06521739130434,1359849,51.78118657819306,74.17307799083561,0.17643186,8596,0.43478260869565216,0.0025750224,27.97826086956522,0.0025750224,0.0,2.5652173913043477,21133.329752206802,311563.1304347826,-24.920839849483322,0.008285863
-116.68085106382979,48.69107091621551,75.76595744680851,1369868,51.30892908378449,73.90617737526217,0.18034868,8643,0.3191489361702128,0.0018651448,28.25531914893617,0.0018651448,0.0,2.6808510638297873,21247.988600969315,310337.3617021277,-24.720054878794226,0.0068530724
-120.51063829787235,46.49776295428226,75.08510638297872,1379945,53.50223704571773,73.25414917122681,0.19918528,8690,0.3191489361702128,0.0035546692,28.95744680851064,0.0035546692,0.0,2.6808510638297873,21365.897573709488,307548.59574468085,-25.49594400841227,0.010772581
-117.06382978723404,48.25288333166755,75.42553191489361,1389922,51.747116668332445,73.57289810393826,0.18468328,8737,0.5106382978723404,0.002514977,28.617021276595743,0.002514977,0.0,2.4893617021276597,21482.286039352417,308942.97872340423,-24.968737209730374,0.00813512
-116.68085106382979,48.44319916148639,75.38297872340425,1399907,51.55680083851361,73.52074027091447,0.16913283,8784,0.5957446808510638,0.0021571706,28.680851063829788,0.0021571706,0.0,2.404255319148936,21596.197395324707,308768.6808510638,-24.58563486572906,0.0077923005
-118.6304347826087,47.73275365521108,75.6304347826087,1409848,52.26724634478892,73.77692456289711,0.16658644,8830,0.5434782608695652,0.00245507,28.391304347826086,0.00245507,0.0,2.4565217391304346,21711.167303562164,309782.26086956525,-24.928413780721346,0.008394185
-121.82608695652173,46.25617625839125,75.54347826086956,1419826,53.74382374160875,73.66995324487443,0.16702919,8876,0.4782608695652174,0.0029186616,28.52173913043478,0.0029186616,0.0,2.5217391304347827,21828.726850271225,309426.0869565217,-25.626192564856826,0.008442876
-118.95652173913044,47.17723748695123,75.0,1429762,52.82276251304877,73.1742718834537,0.16862425,8922,0.32608695652173914,0.0023176428,29.043478260869566,0.0023176428,0.0,2.6739130434782608,21944.15635037422,307200.0,-25.190910997691343,0.0076644896
-122.36170212765957,45.91333645077489,75.48936170212765,1439928,54.08666354922511,73.6463535177493,0.19020078,8969,0.46808510638297873,0.0031296632,28.53191489361702,0.0031296632,0.0,2.5319148936170213,22061.188316822052,309204.42553191487,-25.66722589901419,0.010531879
-118.34042553191489,47.113350309876026,74.72340425531915,1449970,52.88664969012398,72.88960110766998,0.20214877,9016,0.5957446808510638,0.0035106388,29.361702127659573,0.0035106388,0.0,2.404255319148936,22175.15436887741,306067.06382978725,-25.1794107750691,0.009992836
-120.51063829787235,46.52893849963811,75.14893617021276,1459826,53.47106150036189,73.32804717359168,0.16345075,9063,1.148936170212766,0.0017295944,28.872340425531913,0.0017295944,0.0,1.851063829787234,22289.192692756653,307810.0425531915,-25.051616872744994,0.008451257
-118.5,47.70624281810989,75.45652173913044,1469824,52.29375718189011,73.58848443328655,0.16401039,9109,0.8043478260869565,0.0018931478,28.608695652173914,0.0018931478,0.0,2.1956521739130435,22401.669199466705,309069.9130434783,-24.38115814959849,0.007925172
-114.0,48.889629406853075,74.23404255319149,1479965,51.110370593146925,72.38964981899672,0.1817726,9156,0.7659574468085106,0.0035055033,29.914893617021278,0.0035055033,0.0,2.234042553191489,22518.344525814056,304062.6382978723,-23.979390345819773,0.010238715
-124.34042553191489,45.69680212053784,76.40425531914893,1489772,54.30319787946216,74.47425683011639,0.15666944,9203,1.148936170212766,0.0028728677,27.659574468085108,0.0028728677,0.0,1.851063829787234,22634.917375326157,312951.829787234,-25.712843454378383,0.008678001
-114.71739130434783,49.0575055881669,75.08695652173913,1499786,50.94249441183312,73.25630648362828,0.15805991,9249,0.6521739130434783,0.002172818,28.956521739130434,0.002172818,0.0,2.347826086956522,22746.577481031418,307556.17391304346,-23.692411135984646,0.0068663266
-116.29787234042553,47.88446067417585,74.55319148936171,1509958,52.11553932582415,72.70234388909483,0.18629664,9296,0.5106382978723404,0.0030531292,29.574468085106382,0.0030531292,0.0,2.4893617021276597,22864.15010857582,305369.87234042556,-24.53157589203549,0.009501373
-117.19148936170212,48.39014889403253,75.65957446808511,1519838,51.60985110596748,73.80558950119458,0.16975941,9343,1.0425531914893618,0.0023270904,28.361702127659573,0.0023270904,0.0,1.9574468085106382,22982.61412525177,309901.6170212766,-24.905537295184402,0.006817579
-119.26530612244898,47.47142477655256,75.71428571428571,1529926,52.52857522344745,73.87170003862428,0.18171813,9392,0.4489795918367347,0.0027013896,28.285714285714285,0.0027013896,0.0,2.5510204081632653,23094.05169916153,310125.71428571426,-25.533694658987493,0.008272972
-116.48936170212765,48.59184823938526,75.59574468085107,1539841,51.408151760614736,73.76044399823265,0.19390409,9439,0.851063829787234,0.0024377685,28.404255319148938,0.0024377685,0.0,2.148936170212766,23207.087406873703,309640.170212766,-24.832607279739367,0.009104715
-116.5625,48.70330446541132,75.64583333333333,1549981,51.29669553458868,73.80672859570944,0.1985552,9487,0.9375,0.0036009545,28.354166666666668,0.0036009545,0.0,2.0625,23319.813848733902,309845.3333333333,-24.24797306325918,0.0094905915
-131.2340425531915,43.552172370948185,77.1063829787234,1559840,56.44782762905183,75.15591975212863,0.15957391,9534,1.0212765957446808,0.0026516165,26.914893617021278,0.0026516165,0.0,1.9787234042553192,23435.218527555466,315827.74468085106,-27.554235636656934,0.007808504
-117.82978723404256,47.587502376295596,74.91489361702128,1569976,52.412497623704404,73.08225423933212,0.19238017,9581,0.7021276595744681,0.0017867655,29.148936170212767,0.0017867655,0.0,2.297872340425532,23548.784200668335,306851.40425531915,-24.63774413351208,0.009966921
-124.02127659574468,46.16372603667086,76.57446808510639,1579808,53.836273963329134,74.67444001259051,0.18166941,9628,0.9574468085106383,0.0027528515,27.425531914893618,0.0027528515,0.0,2.0425531914893615,23665.361654520035,313649.02127659577,-26.185336762165583,0.008690196
-122.17021276595744,46.28453909601402,75.76595744680851,1589818,53.71546090398599,73.89107592911452,0.17267016,9675,1.127659574468085,0.0017818054,28.27659574468085,0.0017818054,0.0,1.872340425531915,23780.576909065247,310337.3617021277,-25.104714692434918,0.007027933
-115.7872340425532,49.3635433026163,76.23404255319149,1599804,50.636456697383686,74.34207013527605,0.19951747,9722,0.9787234042553191,0.002983955,27.78723404255319,0.002983955,0.0,2.021276595744681,23894.329712867737,312254.6382978723,-23.93509252079233,0.0100062685
-122.6875,46.00840508595247,75.70833333333333,1609935,53.99159491404751,73.86573738527657,0.17735583,9770,1.4375,0.003108457,28.291666666666668,0.003108457,0.0,1.5625,24008.552043676376,310101.3333333333,-25.31136643658137,0.0079261
-122.36170212765957,46.02470334011833,75.70212765957447,1619812,53.97529665988168,73.83404212429976,0.19416302,9817,0.7446808510638298,0.0042587584,28.340425531914892,0.0042587584,0.0,2.25531914893617,24123.641820430756,310075.91489361704,-25.86047955152804,0.007819596
-123.25,45.983351597155654,75.9375,1629934,54.01664840284434,74.05286879978696,0.18968418,9865,1.1458333333333333,0.0020376912,28.104166666666668,0.0020376912,0.0,1.8541666666666667,24239.242576360703,311040.0,-25.84731426163845,0.0088319685
-125.42553191489361,44.90058434132524,75.70212765957447,1639866,55.09941565867476,73.83018676398372,0.19490714,9912,1.5106382978723405,0.002787088,28.340425531914892,0.002787088,0.0,1.4893617021276595,24357.344551563263,310075.91489361704,-25.830465889429327,0.0078554675
-129.85714285714286,43.3752486821496,76.34693877551021,1649849,56.6247513178504,74.43548487296538,0.15349631,9961,1.816326530612245,0.0024920462,27.693877551020407,0.0024920462,0.0,1.183673469387755,24475.461513757706,312717.0612244898,-26.40803671602454,0.0076809637
-125.125,45.44355869087047,76.35416666666667,1659904,54.556441309129525,74.45384623879019,0.17202075,10009,1.2708333333333333,0.0013441198,27.666666666666668,0.0013441198,0.0,1.7291666666666667,24591.339413404465,312746.6666666667,-26.076372924620504,0.006294252
-116.08695652173913,48.62352643315081,75.17391304347827,1669937,51.37647356684919,73.34961290066815,0.1935066,10055,1.2826086956521738,0.004639874,28.847826086956523,0.004639874,0.0,1.7173913043478262,24705.7663128376,307912.347826087,-24.178569149548757,0.009838029
-121.76086956521739,45.91040096302761,75.0,1679867,54.08959903697238,73.09010533559857,0.18743984,10101,1.4565217391304348,0.0018918747,29.17391304347826,0.0018918747,0.0,1.5434782608695652,24820.919377326965,307200.0,-25.187111141942825,0.008441881
-121.6304347826087,45.96677267470111,74.95652173913044,1689890,54.03322732529889,73.13198524765939,0.16756652,10147,1.7608695652173914,0.002785616,29.08695652173913,0.002785616,0.0,1.2391304347826086,24935.6625084877,307021.9130434783,-24.72286853480421,0.007392933
-124.125,45.81430793899139,76.35416666666667,1699989,54.1856920610086,74.44251380703308,0.18851507,10195,1.3125,0.0018767944,27.6875,0.0018767944,0.0,1.6875,25050.970696926117,312746.6666666667,-25.49598181881446,0.0071753245
-123.1304347826087,46.01491030852586,76.19565217391305,1709993,53.98508969147413,74.30578069686293,0.19018653,10241,1.4782608695652173,0.0029653686,27.82608695652174,0.0029653686,0.0,1.5217391304347827,25162.74637556076,312097.39130434784,-25.299504653351924,0.008821392
-122.02173913043478,46.5258559575648,76.02173913043478,1719784,53.474144042435185,74.15777499861048,0.17066862,10287,1.8478260869565217,0.002602599,27.97826086956522,0.002602599,0.0,1.1521739130434783,25276.679486751556,311385.04347826086,-25.043673038832477,0.008222072
-122.4375,46.16071684085558,75.85416666666667,1729991,53.83928315914442,73.98719942638144,0.18228585,10335,1.2083333333333333,0.002446002,28.166666666666668,0.002446002,0.0,1.7916666666666667,25392.24325156212,310698.6666666667,-25.63447840089798,0.009053951
-120.84782608695652,46.922396140740524,75.8695652173913,1739826,53.077603859259476,74.01589295781828,0.17061803,10381,1.2826086956521738,0.003304707,28.130434782608695,0.003304707,0.0,1.7173913043478262,25507.79870581627,310761.73913043475,-25.079997026445373,0.009027632
-118.91489361702128,47.87153765917821,76.08510638297872,1749882,52.1284623408218,74.20384723373591,0.18561198,10428,0.851063829787234,0.0032591675,27.93617021276596,0.0032591675,0.0,2.148936170212766,25624.392770528793,311644.59574468085,-24.94122229298162,0.009773206
-115.14893617021276,49.46323402267947,75.8936170212766,1759927,50.53676597732053,74.03874403260065,0.17664427,10475,0.851063829787234,0.0039872522,28.106382978723403,0.0039872522,0.0,2.148936170212766,25738.77708554268,310860.25531914894,-24.24047496809873,0.0091312425
-127.8913043478261,44.07029869211836,76.21739130434783,1769848,55.929701307881636,74.32667856391745,0.17512333,10521,0.8260869565217391,0.0028726736,27.804347826086957,0.0028726736,0.0,2.1739130434782608,25851.877537727356,312186.4347826087,-26.450129383452225,0.00888631
-121.34042553191489,46.912959428823825,75.97872340425532,1779959,53.08704057117618,74.08929949928876,0.16387033,10568,1.1702127659574468,0.0025387257,28.06382978723404,0.0025387257,0.0,1.8297872340425532,25967.39951634407,311208.8510638298,-25.212406542864006,0.008484449
-120.06666666666666,47.00494164416992,75.42222222222222,1789850,52.99505835583008,73.58374224409569,0.15610601,10613,0.8222222222222222,0.002433852,28.6,0.002433852,0.0,2.1777777777777776,26083.022688627243,308929.4222222222,-24.4815324703226,0.007947463
-118.7872340425532,46.95137454783585,74.59574468085107,1799886,53.048625452164174,72.75686593070039,0.18178046,10660,0.19148936170212766,0.0022065043,29.51063829787234,0.0022065043,0.0,2.8085106382978724,26200.976617336273,305544.170212766,-24.94830106453048,0.008220383
-117.95744680851064,47.63863962565956,75.1063829787234,1809888,52.361360374340435,73.27481643988529,0.19165552,10707,0.3191489361702128,0.0024925873,28.93617021276596,0.0024925873,0.0,2.6808510638297873,26317.351751327515,307635.74468085106,-25.109675712578497,0.008820032
-118.08510638297872,47.55821985643773,75.1063829787234,1819927,52.44178014356227,73.26016166874315,0.20392376,10754,0.46808510638297873,0.002702712,28.95744680851064,0.002702712,0.0,2.5319148936170213,26430.658090353012,307635.74468085106,-25.0125579370624,0.009267641
-112.85106382978724,49.82615217561376,75.02127659574468,1829995,50.17384782438625,73.16787496100895,0.20848343,10801,0.6382978723404256,0.0030057658,29.06382978723404,0.0030057658,0.0,2.3617021276595747,26545.53550386429,307287.1489361702,-23.531615024981875,0.009839688
-125.54347826086956,45.23058206898436,76.28260869565217,1839936,54.76941793101564,74.38780388545173,0.15312152,10847,1.2173913043478262,0.0018742869,27.73913043478261,0.0018742869,0.0,1.7826086956521738,26657.381424188614,312453.5652173913,-25.610529727242767,0.008077089
-114.0,49.27944442042463,74.82978723404256,1849942,50.72055557957537,73.00228481372177,0.2145521,10894,0.2978723404255319,0.0045908852,29.23404255319149,0.0045908852,0.0,2.702127659574468,26773.584953308105,306502.8085106383,-24.179561650060815,0.009852297
-120.19565217391305,47.332734168035934,76.06521739130434,1859788,52.66726583196406,74.18302551787241,0.19176777,10940,1.0217391304347827,0.002198824,27.956521739130434,0.002198824,0.0,1.9782608695652173,26887.131212711334,311563.1304347826,-24.65088790673267,0.009975613
-120.51063829787235,46.94485095730983,75.63829787234043,1869927,53.05514904269019,73.78582195484655,0.16034533,10987,1.1702127659574468,0.0026295125,28.382978723404257,0.0026295125,0.0,1.8297872340425532,27000.233245372772,309814.4680851064,-24.94619817839575,0.008695579
-115.72340425531915,48.502893242179645,74.97872340425532,1879960,51.49710675782037,73.1550308006863,0.18477403,11034,0.851063829787234,0.0023986974,29.06382978723404,0.0023986974,0.0,2.148936170212766,27113.035090446472,307112.8510638298,-24.011325758058057,0.008935836
-116.74468085106383,48.35923755554838,75.46808510638297,1889846,51.6407624444516,73.62625580252615,0.20163861,11081,0.425531914893617,0.0025593527,28.5531914893617,0.0025593527,0.0,2.574468085106383,27229.67897129059,309117.27659574465,-24.179759158664776,0.00968597
-119.6938775510204,47.32468235886203,75.73469387755102,1899978,52.67531764113798,73.863368737027,0.16647977,11130,0.7346938775510204,0.0025896647,28.306122448979593,0.0025896647,0.0,2.2653061224489797,27345.406483650208,310209.306122449,-25.457595035126435,0.008552522
-118.27659574468085,47.498132333138074,75.08510638297872,1909973,52.501867666861926,73.24210558955778,0.19500642,11177,0.2978723404255319,0.002513834,28.97872340425532,0.002513834,0.0,2.702127659574468,27459.5435628891,307548.59574468085,-24.97615603199704,0.009532156
-116.1063829787234,48.53673929300049,75.17021276595744,1919822,51.46326070699951,73.33525837033814,0.20440374,11224,0.723404255319149,0.0027275162,28.872340425531913,0.0027275162,0.0,2.276595744680851,27575.05428981781,307897.1914893617,-24.365731324259123,0.009270009
-120.12765957446808,47.69193299481348,76.44680851063829,1929902,52.30806700518652,74.54183140006559,0.16236855,11271,0.9148936170212766,0.0037324158,27.574468085106382,0.0037324158,0.0,2.0851063829787235,27687.936312913895,313126.12765957444,-25.21242772281353,0.008343346
-120.58695652173913,47.132992012482624,76.04347826086956,1939838,52.867007987517354,74.17773313684958,0.15934034,11317,0.8478260869565217,0.0027038127,27.956521739130434,0.0027038127,0.0,2.152173913043478,27800.63095474243,311474.0869565217,-24.798959132794533,0.007968605
-122.04255319148936,46.495155006962925,76.0,1949823,53.504844993037075,74.12533980328442,0.21174417,11364,0.44680851063829785,0.00319836,28.02127659574468,0.00319836,0.0,2.5531914893617023,27918.065264463425,311296.0,-25.60376671290327,0.009556763
-135.375,41.59113967300058,77.04166666666667,1959859,58.40886032699941,75.0962994326307,0.14753202,11412,1.3333333333333333,0.0027502817,26.979166666666668,0.0027502817,0.0,1.6666666666666667,28038.310454130173,315562.6666666667,-28.121977827130944,0.008555695
-118.8913043478261,47.12146402020502,74.93478260869566,1969952,52.87853597979497,73.09978408481253,0.20367119,11458,0.9130434782608695,0.0031139364,29.130434782608695,0.0031139364,0.0,2.0869565217391304,28149.6452562809,306932.8695652174,-24.674699058103933,0.010200962
-121.43478260869566,47.30823473936974,76.73913043478261,1979817,52.69176526063026,74.82805586506119,0.16806133,11504,1.326086956521739,0.0017014465,27.26086956521739,0.0017014465,0.0,1.673913043478261,28262.32558655739,314323.47826086957,-25.02908943183612,0.007800762
-116.67391304347827,47.88753585711279,74.65217391304348,1989904,52.1124641428872,72.83474107344576,0.19363782,11550,0.7608695652173914,0.0031956497,29.41304347826087,0.0031956497,0.0,2.239130434782609,28377.916028261185,305775.3043478261,-24.013537285322336,0.009889702
-116.87234042553192,48.89411747633133,76.25531914893617,1999908,51.10588252366867,74.33428638980536,0.2043332,11597,0.6808510638297872,0.0029634675,27.80851063829787,0.0029634675,0.0,2.3191489361702127,28489.36486363411,312341.78723404254,-24.39739667777811,0.009248853
-118.43478260869566,47.77571219636179,75.47826086956522,2009859,52.22428780363819,73.6358016035578,0.1782998,11643,1.0,0.0023795837,28.543478260869566,0.0023795837,0.0,2.0,28601.836560964584,309158.95652173914,-24.673004233248673,0.00802257
-115.46808510638297,48.920977457769204,75.36170212765957,2019948,51.079022542230796,73.51398557105536,0.21538125,11690,0.9361702127659575,0.004230385,28.680851063829788,0.004230385,0.0,2.0638297872340425,28715.935814142227,308681.5319148936,-24.52561408810068,0.007994432
-117.78260869565217,48.64284080883696,76.47826086956522,2029829,51.357159191163056,74.57022274011011,0.21199885,11736,1.1521739130434783,0.0031482065,27.543478260869566,0.0031482065,0.0,1.8478260869565217,28827.65041065216,313254.95652173914,-24.69754714681714,0.008564787
-121.27659574468085,46.61928309414818,75.61702127659575,2039852,53.38071690585182,73.73874821540335,0.2278031,11783,0.7021276595744681,0.003592812,28.4468085106383,0.003592812,0.0,2.297872340425532,28941.568339824677,309727.3191489362,-25.483327084953878,0.0112414425
-120.58695652173913,47.055600312182094,75.82608695652173,2049853,52.944399687817906,73.94629506242872,0.179389,11829,1.565217391304348,0.0022352936,28.217391304347824,0.0022352936,0.0,1.434782608695652,29056.93759584427,310583.652173913,-24.653831223714647,0.008571538
-122.23404255319149,45.924471174364626,75.36170212765957,2059871,54.075528825635395,73.52639577516291,0.18921347,11876,0.8936170212765957,0.0026623984,28.659574468085108,0.0026623984,0.0,2.106382978723404,29172.31565618515,308681.5319148936,-25.53598645143412,0.009234555
-115.86666666666666,48.3957308939761,74.84444444444445,2069835,51.60426910602389,73.02795399830212,0.20208909,11921,0.9111111111111111,0.0035859486,29.2,0.0035859486,0.0,2.088888888888889,29283.702770233154,306562.84444444446,-23.83649892248923,0.010235252
-118.53191489361703,47.86476574580984,75.7872340425532,2079817,52.13523425419016,73.94063088915144,0.23630065,11968,0.8723404255319149,0.0033647043,28.21276595744681,0.0033647043,0.0,2.127659574468085,29399.741502523422,310424.5106382979,-25.264826068000264,0.0081552705
-133.6595744680851,42.11671447648266,76.7872340425532,2089899,57.883285523517316,74.87363175822985,0.16251446,12015,1.5319148936170213,0.0031517674,27.21276595744681,0.0031517674,0.0,1.4680851063829787,29511.346098661423,314520.5106382979,-27.153617852011525,0.00791026
-121.82608695652173,46.39412691260021,75.76086956521739,2099931,53.60587308739981,73.91406110065758,0.19044189,12061,0.8913043478260869,0.0041278503,28.23913043478261,0.0041278503,0.0,2.108695652173913,29624.52511739731,310316.52173913043,-24.97089703438331,0.009063034
-118.17391304347827,48.155789184000035,75.8913043478261,2109794,51.84421081599996,74.00828579620055,0.2024017,12107,0.6739130434782609,0.0026871501,28.152173913043477,0.0026871501,0.0,2.3260869565217392,29737.801774978638,310850.7826086957,-24.809451858420616,0.008655013
-115.46808510638297,49.04555817113543,75.48936170212765,2119888,50.95444182886457,73.59311167252524,0.19997725,12154,0.8085106382978723,0.001381929,28.617021276595743,0.001381929,0.0,2.1914893617021276,29850.110690116882,309204.42553191487,-24.41383623861573,0.008531252
-120.8936170212766,46.612664232202484,75.31914893617021,2129862,53.38733576779754,73.43292315698206,0.1816096,12201,1.2765957446808511,0.0033721447,28.78723404255319,0.0033721447,0.0,1.7234042553191489,29968.09779191017,308507.2340425532,-24.983752074512335,0.008704576
-118.8913043478261,47.505736449535604,75.45652173913044,2139816,52.49426355046439,73.62960803796307,0.18354882,12247,0.45652173913043476,0.0016120239,28.543478260869566,0.0016120239,0.0,2.5434782608695654,30082.30260181427,309069.9130434783,-24.641375803469955,0.00841963
-118.1086956521739,47.807818805676355,75.34782608695652,2149802,52.19218119432364,73.5000746391845,0.20147087,12293,0.43478260869565216,0.0029530823,28.695652173913043,0.0029530823,0.0,2.5652173913043477,30198.161931991577,308624.6956521739,-24.820734499033254,0.0084659085
-118.14893617021276,47.89164656099632,75.59574468085107,2159961,52.10835343900367,73.74472094531362,0.22390026,12340,0.3829787234042553,0.002702031,28.425531914893618,0.002702031,0.0,2.617021276595745,30314.057919740677,309640.170212766,-25.172441448266664,0.010150085
-120.97826086956522,47.11806934575475,76.19565217391305,2169809,52.881930654245245,74.32128011455306,0.18806003,12386,0.6739130434782609,0.0026122092,27.804347826086957,0.0026122092,0.0,2.3260869565217392,30428.275263547897,312097.39130434784,-25.10399211645929,0.009315543
-116.87234042553192,47.9663666414514,74.85106382978724,2179801,52.0336333585486,73.03699141299217,0.20381178,12433,0.46808510638297873,0.0034378723,29.19148936170213,0.0034378723,0.0,2.5319148936170213,30543.99022746086,306589.9574468085,-24.2977414057939,0.009847766
