TtR,MpbtA,Tmt,TimestepsSoFar,MpbtN,Ptt,entropy,EpisodesSoFar,AttC,optimgain,Tmc,surrgain,entloss,AttNC,TimeElapsed,Tbt,MtR,meankl
-127.69565217391305,44.54695308185513,76.6086956521739,609934,55.45304691814487,74.70623133744472,0.24612191,5102,1.391304347826087,0.0025843873,27.391304347826086,0.0025843873,0.0,1.608695652173913,12506.808547258377,313789.2173913043,-25.88443218910091,0.007042046
-128.34782608695653,44.196724011054386,76.69565217391305,619912,55.80327598894562,74.75903872162405,0.21578112,5148,1.5217391304347827,0.0020958455,27.347826086956523,0.0020958455,0.0,1.4782608695652173,12618.960903406143,314145.39130434784,-25.887517815267795,0.0058983304
-125.61702127659575,45.128106908883346,76.36170212765957,629968,54.87189309111666,74.47621555546155,0.25100607,5195,0.6382978723404256,0.0026099884,27.638297872340427,0.0026099884,0.0,2.3617021276595747,12734.532271385193,312777.5319148936,-26.411032720416962,0.0061586522
-126.33333333333333,45.15127331258528,76.71111111111111,639785,54.848726687414725,74.80306585273756,0.23214284,5240,0.8444444444444444,0.0035132624,27.288888888888888,0.0035132624,0.0,2.1555555555555554,12849.334985733032,314208.7111111111,-26.44286722265894,0.008603159
-125.0,45.03522488274985,75.77777777777777,649815,54.96477511725015,73.91486287240915,0.28207594,5285,0.3333333333333333,0.0020372274,28.244444444444444,0.0020372274,0.0,2.6666666666666665,12966.46594953537,310385.77777777775,-25.63677168895225,0.0072956625
-127.43478260869566,44.64568860774066,76.6086956521739,659930,55.35431139225934,74.70507051942577,0.26406035,5331,1.0,0.002193228,27.391304347826086,0.002193228,0.0,2.0,13080.094380378723,313789.2173913043,-26.1144011799427,0.007071055
-128.0,43.93474005095937,76.04444444444445,669777,56.06525994904063,74.17822679315579,0.28253758,5376,0.8222222222222222,0.0022113642,27.955555555555556,0.0022113642,0.0,2.1777777777777776,13194.395437002182,311478.0444444445,-26.635261091692918,0.0077134348
-127.69565217391305,43.77345624842244,75.78260869565217,679951,56.22654375157754,73.91931095623677,0.27166086,5422,1.0,0.0018760833,28.23913043478261,0.0018760833,0.0,2.0,13308.110440254211,310405.5652173913,-26.182762302450836,0.006448381
-131.2,42.60560501697748,76.17777777777778,689893,57.39439498302248,74.2742338498779,0.24347341,5467,1.288888888888889,0.00193886,27.866666666666667,0.00193886,0.0,1.711111111111111,13422.289719820023,312024.1777777778,-26.545138200691646,0.005726353
-120.84782608695652,46.55985246076036,75.41304347826087,699951,53.44014753923964,73.58704315691286,0.27896887,5513,0.9565217391304348,0.0032087972,28.58695652173913,0.0032087972,0.0,2.0434782608695654,13534.834822416306,308891.82608695654,-24.919699037152565,0.009954427
-122.18181818181819,46.81602119749375,76.43181818181819,709814,53.18397880250625,74.5394249986466,0.24149647,5557,1.1590909090909092,0.0023188884,27.568181818181817,0.0023188884,0.0,1.8409090909090908,13650.035030126572,313064.7272727273,-24.97183101739214,0.0047893445
-120.4375,47.13612026749458,75.85416666666667,719981,52.86387973250543,73.97299424051427,0.31469515,5605,0.5,0.0025460112,28.1875,0.0025460112,0.0,2.5,13766.104046821594,310698.6666666667,-25.405879593213015,0.0073955483
-137.875,40.31053238617043,76.85416666666667,729881,59.68946761382956,74.93491600499196,0.19499265,5653,1.9583333333333333,0.0024353191,27.145833333333332,0.0024353191,0.0,1.0416666666666667,13887.357717514038,314794.6666666667,-27.593920778953677,0.005778422
-126.58695652173913,45.01851299206633,76.76086956521739,739851,54.98148700793366,74.83550343822476,0.24291044,5699,1.1304347826086956,0.0032301906,27.26086956521739,0.0032301906,0.0,1.8695652173913044,14001.702335357666,314412.52173913043,-25.80758504551427,0.0059797615
-120.97826086956522,46.6328554898391,75.47826086956522,749828,53.36714451016092,73.60637234685449,0.2716822,5745,0.717391304347826,0.0029625387,28.58695652173913,0.0029625387,0.0,2.282608695652174,14118.64459347725,309158.95652173914,-25.28384281397873,0.008080058
-121.125,46.29291145742215,75.1875,759965,53.70708854257786,73.33784716311837,0.2579235,5793,1.2291666666666667,0.0023359538,28.875,0.0023359538,0.0,1.7708333333333333,14233.371336221695,307968.0,-25.507393440016525,0.0063780844
-126.78260869565217,45.193891924325804,77.06521739130434,769991,54.8061080756742,75.13356090143138,0.2146744,5839,1.5217391304347827,0.0029437628,26.934782608695652,0.0029437628,0.0,1.4782608695652173,14347.828658103943,315659.1304347826,-25.823988763353576,0.0060153482
-121.82608695652173,46.27232409669718,75.6086956521739,779924,53.727675903302824,73.74405103779287,0.27266163,5885,0.7608695652173914,0.0035604395,28.434782608695652,0.0035604395,0.0,2.239130434782609,14464.007817983627,309693.2173913043,-25.577989069091444,0.008949988
-122.68085106382979,46.61785928070995,76.61702127659575,789876,53.38214071929004,74.71600704323137,0.26584777,5932,1.5106382978723405,0.0014827766,27.382978723404257,0.0014827766,0.0,1.4893617021276595,14580.842437505722,313823.3191489362,-25.586206977081197,0.0072668786
-131.26530612244898,42.96739431358362,76.65306122448979,799828,57.032605686416396,74.74783612485378,0.19586027,5981,2.183673469387755,0.0035249502,27.346938775510203,0.0035249502,0.0,0.8163265306122449,14702.556226015091,313970.9387755102,-26.77729821692356,0.008079221
-126.19148936170212,44.30831657319386,75.42553191489361,809942,55.69168342680613,73.55730005299506,0.22872822,6028,0.9574468085106383,0.003800533,28.638297872340427,0.003800533,0.0,2.0425531914893615,14818.991245031357,308942.97872340423,-26.031954711588092,0.00792463
-125.25,44.94952586824733,75.77272727272727,819780,55.050474131752665,73.91016419407497,0.23905358,6072,0.7727272727272727,0.002676056,28.25,0.002676056,0.0,2.227272727272727,14934.384183883667,310365.0909090909,-25.66981443777395,0.0083037205
-122.875,45.897612299257496,75.79166666666667,829973,54.1023877007425,73.9030704411422,0.24033764,6120,0.5,0.0015780965,28.270833333333332,0.0015780965,0.0,2.5,15048.635444402695,310442.6666666667,-25.95518177082704,0.00606592
-123.45652173913044,46.01173809689708,76.1304347826087,839920,53.988261903102924,74.23250837698747,0.2637553,6166,0.7391304347826086,0.002243351,27.91304347826087,0.002243351,0.0,2.260869565217391,15163.8090634346,311830.26086956525,-25.713903460387115,0.0042668264
-123.5,46.04027465365328,76.10416666666667,849987,53.95972534634674,74.22328202418907,0.2582462,6214,0.9583333333333334,0.0022162588,27.916666666666668,0.0022162588,0.0,2.0416666666666665,15280.239333629608,311722.6666666667,-25.499181415120116,0.006566583
-122.93617021276596,46.30550448653851,76.34042553191489,859988,53.69449551346151,74.45650720295221,0.28784806,6261,0.9361702127659575,0.0014477869,27.659574468085108,0.0014477869,0.0,2.0638297872340425,15391.516743659973,312690.3829787234,-25.688367876225463,0.0126205245
-130.625,43.271154306272216,76.66666666666667,869818,56.728845693727784,74.74710817921404,0.20607227,6309,1.9166666666666667,0.0035772603,27.354166666666668,0.0035772603,0.0,1.0833333333333333,15510.373764276505,314026.6666666667,-26.78479187373814,0.007187384
-117.06382978723404,48.274831849917646,75.40425531914893,879922,51.725168150082354,73.55367762761216,0.28545845,6356,0.723404255319149,0.0030526957,28.638297872340427,0.0030526957,0.0,2.276595744680851,15623.742150306702,308855.829787234,-24.534264989432145,0.009459448
-131.41304347826087,42.859500037457,76.3913043478261,889972,57.14049996254299,74.5000681702449,0.19969733,6402,1.826086956521739,0.002111259,27.608695652173914,0.002111259,0.0,1.173913043478261,15739.42934012413,312898.7826086957,-26.47825879733424,0.0048637674
-126.5625,44.56474340800102,76.16666666666667,899895,55.43525659199897,74.28068417349809,0.23644483,6450,1.4791666666666667,0.0019542286,27.854166666666668,0.0019542286,0.0,1.5208333333333333,15855.23200583458,311978.6666666667,-26.558006991935528,0.007917462
-123.06521739130434,45.88483613893631,75.69565217391305,909790,54.115163861063685,73.86753255109502,0.20355651,6496,1.173913043478261,0.0020447306,28.282608695652176,0.0020447306,0.0,1.826086956521739,15968.233531475067,310049.39130434784,-25.42116562985464,0.006213309
-117.0625,47.99413085035545,75.125,919997,52.00586914964455,73.27938765384938,0.27845782,6544,0.4375,0.0032934106,28.9375,0.0032934106,0.0,2.5625,16085.58399939537,307712.0,-25.242302672364072,0.010158557
-123.63829787234043,45.91376718822258,76.17021276595744,929919,54.086232811777414,74.28093362527673,0.21619287,6591,1.702127659574468,0.0024093764,27.851063829787233,0.0024093764,0.0,1.297872340425532,16203.144966363907,311993.1914893617,-25.662114704120377,0.0072569936
-132.65217391304347,42.132472677180274,76.23913043478261,939964,57.86752732281974,74.34715817207541,0.1807583,6637,1.1304347826086956,0.0028075115,27.782608695652176,0.0028075115,0.0,1.8695652173913044,16316.593878507614,312275.47826086957,-26.76504051602335,0.007861476
-120.0,47.2687226193445,75.76086956521739,949888,52.731277380655484,73.89969663863052,0.26258504,6683,0.5217391304347826,0.0026611816,28.26086956521739,0.0026611816,0.0,2.4782608695652173,16429.792067289352,310316.52173913043,-25.28271785822804,0.0069856364
-122.29787234042553,45.735549212566504,75.1063829787234,959878,54.2644507874335,73.30121580802056,0.2438107,6730,1.2553191489361701,0.0022954987,28.893617021276597,0.0022954987,0.0,1.7446808510638299,16546.883488178253,307635.74468085106,-25.315067266003723,0.007322869
-134.93333333333334,41.3412264409722,76.57777777777778,969962,58.65877355902782,74.67525439525397,0.19297066,6775,1.5333333333333334,0.0024885966,27.42222222222222,0.0024885966,0.0,1.4666666666666666,16657.971791505814,313662.5777777778,-27.08883685696346,0.007869486
-133.6875,42.35071356442982,77.08333333333333,979836,57.64928643557016,75.13502226319703,0.18599144,6823,1.4166666666666667,0.0035475637,26.9375,0.0035475637,0.0,1.5833333333333333,16775.187647104263,315733.3333333333,-27.08407598168768,0.0071577225
-118.02127659574468,47.706482340702415,75.29787234042553,989908,52.29351765929757,73.48084772214189,0.2564834,6870,0.7872340425531915,0.004866031,28.70212765957447,0.004866031,0.0,2.2127659574468086,16890.642807483673,308420.08510638296,-24.502905149752408,0.010854063
-126.38297872340425,45.51342487080242,77.19148936170212,999979,54.48657512919759,75.25190527436615,0.19824225,6917,1.3404255319148937,0.0028486673,26.80851063829787,0.0028486673,0.0,1.6595744680851063,17002.954615831375,316176.3404255319,-25.662870892308565,0.007374815
-122.53333333333333,46.22382265184351,76.0,1009863,53.77617734815649,74.10988471403746,0.22753029,6962,1.288888888888889,0.0030860107,28.044444444444444,0.0030860107,0.0,1.711111111111111,17117.700763225555,311296.0,-25.697807056704203,0.009261569
-124.17391304347827,46.10504264042331,76.76086956521739,1019854,53.89495735957671,74.83602932262072,0.21537091,7008,1.4782608695652173,0.0026311697,27.26086956521739,0.0026311697,0.0,1.5217391304347827,17228.58845591545,314412.52173913043,-25.576945938454163,0.009605172
-123.5,46.30086593668895,76.60416666666667,1029970,53.69913406331105,74.70203118308099,0.2036141,7056,1.9166666666666667,0.0028822988,27.395833333333332,0.0028822988,0.0,1.0833333333333333,17342.098529338837,313770.6666666667,-25.35461421725371,0.007752126
-123.48,46.189669131387134,76.52,1039987,53.810330868612866,74.61177096867561,0.19845709,7106,1.96,0.002586621,27.5,0.002586621,0.0,1.04,17461.287528038025,313425.92,-25.785497517720824,0.0067370026
-115.85106382978724,49.156720010177125,75.95744680851064,1049984,50.843279989822875,74.08462027390783,0.2164136,7153,0.9574468085106383,0.0024251586,28.06382978723404,0.0024251586,0.0,2.0425531914893615,17572.383723974228,311121.7021276596,-24.219806316530832,0.00785186
-114.8936170212766,48.900305079077185,74.97872340425532,1059870,51.099694920922815,73.15485314726673,0.24011934,7200,1.2553191489361701,0.0029139332,29.06382978723404,0.0029139332,0.0,1.7446808510638299,17686.648491621017,307112.8510638298,-24.18463325318259,0.0094495425
-114.25,49.60644317926503,75.52083333333333,1069914,50.39355682073497,73.67750760316753,0.21666387,7248,1.0833333333333333,0.0021026414,28.5,0.0021026414,0.0,1.9166666666666667,17798.149691343307,309333.3333333333,-23.9622729243876,0.007962983
-112.34042553191489,50.03146952316151,75.02127659574468,1079856,49.96853047683851,73.18223264337044,0.2240056,7295,1.6170212765957446,0.002281075,29.04255319148936,0.002281075,0.0,1.3829787234042554,17912.268113851547,307287.1489361702,-23.571472200634705,0.0070712212
-125.23404255319149,45.145417022740276,76.02127659574468,1089845,54.85458297725972,74.15509970630869,0.20078258,7342,1.127659574468085,0.002810374,27.97872340425532,0.002810374,0.0,1.872340425531915,18026.863859415054,311383.1489361702,-25.60618226054248,0.008048628
