entropy,TtR,Tbt,optimgain,surrgain,Ptt,AttC,meankl,TimestepsSoFar,MtR,EpisodesSoFar,TimeElapsed,entloss,AttNC,MpbtA,Tmt,Tmc,MpbtN
0.30190614,-67.575,339660.8,0.009551072,0.009551072,80.64680388608414,0.225,0.01015824,639984,-38.08617837082152,5805,15307.925884962082,0.0,0.775,18.54278355428629,82.925,21.0,81.45721644571373
0.2527556,-65.675,333824.0,0.0039759735,0.0039759735,79.26126282061321,0.375,0.0057420824,649780,-37.347484948266775,5845,15423.53797698021,0.0,0.625,19.42451626008476,81.5,22.5,80.57548373991524
0.23751186,-66.4,335872.0,0.0057825684,0.0057825684,79.76628264982214,0.25,0.0071023665,659757,-37.96877000143719,5885,15538.242280006409,0.0,0.75,19.02461422509836,82.0,21.95,80.97538577490164
0.2602644,-67.3076923076923,339757.9487179487,0.005292331,0.005292331,80.6509832217091,0.20512820512820512,0.0072666015,669781,-38.478946050973384,5924,15645.973878860474,0.0,0.7948717948717948,18.895464518919326,82.94871794871794,21.0,81.10453548108067
0.24084537,-66.5,338534.4,0.004909734,0.004909734,80.36996020788408,0.3,0.0064960434,679775,-38.13408576804043,5964,15758.407162427902,0.0,0.7,19.60709476293204,82.65,21.3,80.39290523706795
0.22800171,-66.0,337920.0,0.0068780137,0.0068780137,80.21165122298267,0.3,0.0073864716,689884,-37.232592413817436,6004,15870.699144124985,0.0,0.7,20.028860112224315,82.5,21.475,79.97113988777566
0.2569249,-66.05405405405405,337643.24324324325,0.005684059,0.005684059,80.17058650190106,0.02702702702702703,0.007962626,699780,-36.94380014258231,6041,15979.17282819748,0.0,0.972972972972973,19.88282148830026,82.43243243243244,21.513513513513512,80.11717851169972
0.291166,-65.84210526315789,337812.2105263158,0.0039580413,0.0039580413,80.18790345994255,0.18421052631578946,0.008987813,709889,-36.88483958781351,6079,16084.979476928711,0.0,0.8157894736842105,20.197210839134822,82.47368421052632,21.5,79.80278916086517
0.23200458,-65.8780487804878,337570.34146341466,0.0042080507,0.0042080507,80.18804234537885,0.4146341463414634,0.005742986,719882,-37.39091726317143,6120,16198.250315189362,0.0,0.5853658536585366,20.08976871371101,82.41463414634147,21.48780487804878,79.91023128628899
0.27668107,-66.60526315789474,337596.63157894736,0.0029768127,0.0029768127,80.1594797147698,0.15789473684210525,0.0069941557,729844,-37.195575042669304,6158,16304.557913064957,0.0,0.8421052631578947,19.197473404509523,82.42105263157895,21.526315789473685,80.80252659549049
0.25105685,-65.55,338534.4,0.0033375397,0.0033375397,80.35260200886327,0.2,0.004918594,739914,-36.9696006554082,6198,16413.162512779236,0.0,0.8,20.68953124941822,82.65,21.325,79.31046875058178
0.23995398,-65.07692307692308,334401.641025641,0.0042276955,0.0042276955,79.41174702324226,0.1282051282051282,0.0058862674,749800,-37.80483370698216,6237,16524.222343683243,0.0,0.8717948717948718,20.32564033186784,81.64102564102564,22.333333333333332,79.67435966813214
