optimgain,Tmt,meankl,Tbt,MpbtN,TimestepsSoFar,entloss,MtR,TimeElapsed,EpisodesSoFar,TtR,surrgain,AttC,MpbtA,AttNC,Tmc,Ptt,entropy
0.004061125,76.5,0.0047502033,313344.0,60.314468867648706,319798,0.0,-27.622247605362748,8736.608610153198,3654,-138.4090909090909,0.004061125,1.7045454545454546,39.6855311323513,1.2954545454545454,27.5,74.60310503069364,0.31963637
0.0034017435,76.06666666666666,0.003730338,311569.06666666665,57.60937359859973,329963,0.0,-26.6932248428011,8851.283802509308,3699,-131.53333333333333,0.0034017435,1.288888888888889,42.39062640140026,1.711111111111111,27.977777777777778,74.16944920907625,0.32544506
0.0032674433,76.3409090909091,0.0036634463,312692.36363636365,57.20830752652335,339869,0.0,-26.90902433771022,8966.841791152954,3743,-131.1818181818182,0.0032674433,1.3863636363636365,42.79169247347666,1.6136363636363635,27.681818181818183,74.44152592048819,0.2890349
0.0037485184,77.1590909090909,0.004984073,316043.63636363635,58.42385419664392,350000,0.0,-27.887831264525254,9082.242010116577,3787,-135.3409090909091,0.0037485184,1.0681818181818181,41.57614580335608,1.9318181818181819,26.84090909090909,75.21978852522885,0.309699
0.0051486287,77.06818181818181,0.0026591741,315671.2727272727,58.58177843014337,359803,0.0,-28.213354533448328,9201.084701061249,3831,-135.54545454545453,0.0051486287,1.0,41.418221569856605,2.0,26.931818181818183,75.13497781045372,0.29012415
0.0042983484,76.93181818181819,0.004478732,315112.7272727273,59.37061644570496,369850,0.0,-28.082886687612486,9314.022325515747,3875,-137.1818181818182,0.0042983484,1.2954545454545454,40.62938355429504,1.7045454545454546,27.113636363636363,74.97853215601593,0.30090323
0.003810442,76.9090909090909,0.0033131838,315019.63636363635,58.052665783557224,379822,0.0,-27.47640707394546,9426.825996398926,3919,-133.8409090909091,0.003810442,1.2045454545454546,41.94733421644276,1.7954545454545454,27.113636363636363,74.97242195588618,0.30417028
0.0041722413,76.79545454545455,0.0044700266,314554.1818181818,56.0842720798642,389837,0.0,-26.40722940434929,9539.88590836525,3963,-129.20454545454547,0.0041722413,1.4545454545454546,43.915727920135794,1.5454545454545454,27.227272727272727,74.8666386143568,0.30165982
0.0038237055,77.15555555555555,0.002988264,316029.15555555554,59.36605733050874,399866,0.0,-28.132732510589115,9652.734080553055,4008,-137.66666666666666,0.0038237055,1.488888888888889,40.63394266949126,1.511111111111111,26.866666666666667,75.20345245246163,0.2878947
0.0045335214,76.72727272727273,0.004522443,314274.9090909091,57.24323541810743,409787,0.0,-26.898804199220276,9766.953209161758,4052,-131.86363636363637,0.0045335214,1.25,42.756764581892554,1.75,27.318181818181817,74.78850545313038,0.3067966
0.003640078,76.6086956521739,0.003638863,313789.2173913043,58.8436554606186,419942,0.0,-27.468275656533656,9879.853162765503,4098,-135.32608695652175,0.003640078,1.7608695652173914,41.15634453938139,1.2391304347826086,27.41304347826087,74.69048464422772,0.2837732
0.004702934,76.36363636363636,0.0048530228,312785.45454545453,56.47797945259143,429918,0.0,-26.149553546542407,9992.408882141113,4142,-129.47727272727272,0.004702934,1.5909090909090908,43.52202054740857,1.4090909090909092,27.636363636363637,74.47767932518678,0.30289134
0.0054388572,76.75555555555556,0.004405049,314390.7555555556,57.86462465038448,439902,0.0,-27.185023862914157,10112.80044722557,4187,-133.46666666666667,0.0054388572,1.7777777777777777,42.13537534961552,1.2222222222222223,27.266666666666666,74.8288505165754,0.30434188
0.0039428226,76.67391304347827,0.0037820165,314056.347826087,59.94540276448235,449996,0.0,-28.07836355669522,10227.573182106018,4233,-137.93478260869566,0.0039428226,1.7391304347826086,40.05459723551763,1.2608695652173914,27.32608695652174,74.76628990886036,0.3192423
0.0048616393,76.56818181818181,0.0052188425,313623.2727272727,55.94954008043886,459999,0.0,-25.913196986875416,10337.99309372902,4277,-128.5909090909091,0.0048616393,1.5681818181818181,44.05045991956112,1.4318181818181819,27.431818181818183,74.6666778869393,0.30958217
0.0038137252,76.93478260869566,0.0031450654,315124.8695652174,59.743088468975934,469968,0.0,-27.812022322713123,10451.831564188004,4323,-138.1304347826087,0.0038137252,1.7608695652173914,40.256911531024066,1.2391304347826086,27.043478260869566,75.02669956191505,0.30371407
0.004168019,76.84444444444445,0.0044841645,314754.84444444446,57.77421543789047,479934,0.0,-26.971693336921362,10566.871736764908,4368,-133.33333333333334,0.004168019,1.711111111111111,42.22578456210954,1.288888888888889,27.177777777777777,74.91111158520513,0.2905169
0.005415559,76.47727272727273,0.0036916062,313250.9090909091,58.029886073451074,489756,0.0,-26.932480176945628,10682.42769742012,4412,-133.22727272727272,0.005415559,1.6590909090909092,41.97011392654892,1.3409090909090908,27.522727272727273,74.58202293303754,0.30610284
0.006017077,77.15217391304348,0.005336277,316015.3043478261,59.51832274898137,499945,0.0,-27.95115600651023,10794.935930252075,4458,-138.06521739130434,0.006017077,1.5434782608695652,40.481677251018624,1.4565217391304348,26.869565217391305,75.1983446462769,0.28440455
0.0033629842,76.62222222222222,0.0033527995,313844.6222222222,54.48245033404,509818,0.0,-25.54599774531827,10911.945430517197,4503,-125.33333333333333,0.0033629842,1.3555555555555556,45.517549665960004,1.6444444444444444,27.377777777777776,74.71798437372016,0.2661735
0.005896981,76.43478260869566,0.0052348124,313076.8695652174,56.86698950785809,519933,0.0,-26.52049431599428,11026.956372499466,4549,-130.43478260869566,0.005896981,1.434782608695652,43.13301049214191,1.565217391304348,27.565217391304348,74.54589195713044,0.26986283
0.00490848,75.55555555555556,0.0044082003,309475.55555555556,54.42198746163654,529873,0.0,-25.794982907239476,11138.221323251724,4594,-123.4,0.00490848,1.4,45.57801253836346,1.6,28.488888888888887,73.69136195326143,0.27922618
0.0040252544,76.5111111111111,0.0042643505,313389.5111111111,53.465288346969324,539890,0.0,-25.34813133419127,11252.62905907631,4639,-122.8,0.0040252544,1.7333333333333334,46.53471165303065,1.2666666666666666,27.488888888888887,74.61345942259062,0.25761268
0.005597662,77.02222222222223,0.0051179747,315483.02222222224,55.585965167715294,549854,0.0,-26.029638632573064,11362.939579248428,4684,-128.4,0.005597662,1.2222222222222223,44.41403483228472,1.7777777777777777,26.977777777777778,75.09282136099839,0.29114714
0.004405255,76.82608695652173,0.0035790603,314679.652173913,56.614074128865816,559910,0.0,-26.66291965736668,11476.199913978577,4730,-130.5,0.004405255,1.4782608695652173,43.385925871134184,1.5217391304347827,27.195652173913043,74.89571103346525,0.28337857
0.0067925905,76.73913043478261,0.0068972087,314323.47826086957,54.698772675323674,569976,0.0,-26.008332674300302,11588.160185575485,4776,-126.06521739130434,0.0067925905,1.5869565217391304,45.30122732467632,1.4130434782608696,27.282608695652176,74.81435874840342,0.29388848
0.0037266114,75.91489361702128,0.0033267296,310947.40425531915,53.14946263285246,579973,0.0,-24.908157040932416,11703.826112985611,4823,-121.08510638297872,0.0037266114,2.25531914893617,46.85053736714753,0.7446808510638298,28.085106382978722,74.05680648007795,0.29383275
0.0044048554,77.26086956521739,0.004889977,316460.52173913043,54.2666734292095,589940,0.0,-25.87666568124169,11816.110447406769,4869,-125.8695652173913,0.0044048554,2.0652173913043477,45.7333265707905,0.9347826086956522,26.76086956521739,75.30276502624827,0.28384474
0.0046427553,76.54347826086956,0.004076095,313522.0869565217,56.16705181594985,599792,0.0,-26.931379950103402,11931.393437623978,4915,-129.06521739130434,0.0046427553,2.260869565217391,43.83294818405013,0.7391304347826086,27.47826086956522,74.63026435387243,0.26463726
0.005362832,75.93181818181819,0.0057407487,311016.7272727273,53.88827820904083,609832,0.0,-25.045350506177066,12046.598856687546,4959,-122.6590909090909,0.005362832,2.1136363636363638,46.11172179095916,0.8863636363636364,28.068181818181817,74.07241523589647,0.25312927
0.004288198,76.42222222222222,0.004192226,313025.4222222222,56.938157382517964,619815,0.0,-26.72839769605268,12158.98086643219,5004,-130.66666666666666,0.004288198,1.488888888888889,43.06184261748204,1.511111111111111,27.622222222222224,74.50328337438835,0.25571862
0.0051226444,76.08695652173913,0.0049245586,311652.17391304346,52.64757049382099,629978,0.0,-25.186247738842063,12273.518659114838,5050,-120.26086956521739,0.0051226444,1.108695652173913,47.352429506179,1.891304347826087,27.934782608695652,74.20504920119484,0.26690647
0.005328008,77.21739130434783,0.004791168,316282.4347826087,53.167236994184115,639848,0.0,-25.78529301858973,12386.366203308105,5096,-123.32608695652173,0.005328008,1.3695652173913044,46.83276300581588,1.6304347826086956,26.782608695652176,75.27643476105642,0.25469235
0.0039332174,76.46666666666667,0.0035881796,313207.4666666667,55.114028436983524,649879,0.0,-25.791991857345145,12498.281056404114,5141,-126.53333333333333,0.0039332174,0.9111111111111111,44.885971563016476,2.088888888888889,27.533333333333335,74.57266097386146,0.27257442
0.004914444,76.54347826086956,0.0042414768,313522.0869565217,52.748018005704445,659820,0.0,-25.30859134717888,12613.413999795914,5187,-121.1086956521739,0.004914444,0.9565217391304348,47.25198199429555,2.0434782608695654,27.456521739130434,74.64600062709728,0.2627103
0.005174119,77.0,0.004369808,315392.0,54.02744435386911,669785,0.0,-26.265338835285053,12726.396089792252,5233,-124.82608695652173,0.005174119,0.8913043478260869,45.97255564613089,2.108695652173913,27.0,75.07294818651148,0.2702092
0.004754353,76.73913043478261,0.0048696585,314323.47826086957,53.726763955955846,679795,0.0,-25.45791070617637,12837.29475903511,5279,-123.78260869565217,0.004754353,1.0869565217391304,46.27323604404415,1.9130434782608696,27.26086956521739,74.82917624890133,0.2630441
0.004609574,76.14893617021276,0.00395286,311906.0425531915,53.78366573735473,689942,0.0,-25.74889356611673,12950.319632530212,5326,-123.0,0.004609574,1.0851063829787233,46.216334262645276,1.9148936170212767,27.872340425531913,74.26235030924184,0.2727428
0.00419669,77.3695652173913,0.004587259,316905.73913043475,54.3214951662411,699866,0.0,-25.78580032640795,13061.308831691742,5372,-126.26086956521739,0.00419669,1.2391304347826086,45.6785048337589,1.7608695652173914,26.630434782608695,75.41890658041665,0.24625622
0.0035810866,76.82222222222222,0.0034209813,314663.8222222222,53.75445700326676,709832,0.0,-25.48909205469535,13171.885713815689,5417,-124.0,0.0035810866,1.6666666666666667,46.245542996733256,1.3333333333333333,27.177777777777777,74.90524737749277,0.23650907
0.004199104,76.6304347826087,0.0042870375,313878.26086956525,53.59706086865984,719815,0.0,-25.50839777247667,13282.439552545547,5463,-123.26086956521739,0.004199104,1.7391304347826086,46.40293913134017,1.2608695652173914,27.369565217391305,74.72627258582625,0.23524746
0.0047891242,75.82608695652173,0.0049745566,310583.652173913,54.993633215251265,729798,0.0,-25.819614722474363,13398.695388793945,5509,-124.95652173913044,0.0047891242,1.9130434782608696,45.00636678474873,1.0869565217391304,28.17391304347826,73.97446164081994,0.22275974
0.004950207,76.78260869565217,0.00496531,314501.5652173913,52.452310376430425,739880,0.0,-25.418589598141267,13509.844379901886,5555,-120.78260869565217,0.004950207,1.326086956521739,47.54768962356959,1.673913043478261,27.23913043478261,74.8559514377321,0.23034558
0.0031071452,76.46808510638297,0.0030285101,313213.27659574465,54.43851302926374,749929,0.0,-26.175953821412136,13624.19284749031,5602,-124.7872340425532,0.0031071452,1.8085106382978724,45.561486970736276,1.1914893617021276,27.574468085106382,74.54686329803272,0.21394695
0.0045065125,76.1304347826087,0.0040628216,311830.26086956525,56.95970670089851,759988,0.0,-27.287333436529316,13741.599195241928,5648,-130.17391304347825,0.0045065125,1.7826086956521738,43.040293299101506,1.2173913043478262,27.956521739130434,74.20218864436966,0.21712717
0.0043736817,76.88888888888889,0.004533284,314936.8888888889,57.31152365377085,769881,0.0,-27.280438682086395,13854.845002651215,5693,-132.2,0.0043736817,1.711111111111111,42.688476346229145,1.288888888888889,27.11111111111111,74.96679363628893,0.20369405
0.004730418,76.93333333333334,0.0041815555,315118.93333333335,56.163707961830035,779878,0.0,-26.922387065189938,13965.436028003693,5738,-129.66666666666666,0.004730418,1.2666666666666666,43.83629203816997,1.7333333333333334,27.066666666666666,75.0119066031031,0.20187114
0.0038338571,76.88888888888889,0.0036705916,314936.8888888889,54.43400445996346,789814,0.0,-26.310379671752248,14078.248194694519,5783,-125.53333333333333,0.0038338571,1.2,45.56599554003656,1.8,27.155555555555555,74.93975440537137,0.22841501
0.0053115864,76.62222222222222,0.005756143,313844.6222222222,55.37349635264752,799803,0.0,-26.210359119917804,14193.017125368118,5828,-127.2,0.0053115864,1.6888888888888889,44.62650364735248,1.3111111111111111,27.377777777777776,74.71820683519944,0.2119981
0.0030380401,76.93333333333334,0.0031343033,315118.93333333335,53.738470897476994,809997,0.0,-25.30901826514024,14305.210449934006,5873,-124.13333333333334,0.0030380401,1.2444444444444445,46.261529102523006,1.7555555555555555,27.066666666666666,75.00941801459737,0.20630763
0.0053182547,76.71111111111111,0.005193753,314208.7111111111,52.996782827923916,819876,0.0,-25.402050513935446,14418.128836631775,5918,-122.0,0.0053182547,1.3777777777777778,47.003217172076106,1.6222222222222222,27.31111111111111,74.78765703142558,0.2361611
0.005628392,75.95555555555555,0.0057424367,311113.9555555555,53.76759952856087,829847,0.0,-25.239691469754735,14532.99495768547,5963,-122.66666666666667,0.005628392,1.8,46.23240047143913,1.2,28.044444444444444,74.09549623157483,0.23885295
0.0041367766,76.02272727272727,0.0045392546,311389.0909090909,51.4771467014064,839902,0.0,-24.00081185849402,14645.537290334702,6007,-117.61363636363636,0.0041367766,1.4545454545454546,48.5228532985936,1.5454545454545454,28.0,74.14398070603289,0.23292162
0.004377584,76.9090909090909,0.0044287145,315019.63636363635,57.88063824339201,849814,0.0,-26.794447220318272,14757.235047101974,6051,-133.8409090909091,0.004377584,1.8181818181818181,42.11936175660799,1.1818181818181819,27.113636363636363,74.97018043715967,0.19915882
0.0044250865,76.55813953488372,0.0041529383,313582.1395348837,57.627388612019004,859777,0.0,-26.32286918921892,14865.24727153778,6094,-132.48837209302326,0.0044250865,1.6744186046511629,42.372611387980996,1.3255813953488371,27.441860465116278,74.65804268712606,0.20279951
0.005570632,76.77272727272727,0.005060446,314461.0909090909,55.07171836205317,869958,0.0,-25.61444488600854,14979.829751729965,6138,-126.81818181818181,0.005570632,1.1818181818181819,44.92828163794683,1.8181818181818181,27.25,74.84310150450838,0.2233474
0.0043738806,77.4090909090909,0.0044046603,317067.63636363635,56.139188157102765,879906,0.0,-26.411370568722216,15092.507442951202,6182,-130.5681818181818,0.0043738806,1.6136363636363635,43.860811842897235,1.3863636363636365,26.59090909090909,75.45190483221656,0.22686774
0.0046863537,77.13333333333334,0.0050813467,315938.13333333336,57.330739257972226,889781,0.0,-27.029299269937745,15208.871687173843,6227,-132.86666666666667,0.0046863537,1.6222222222222222,42.669260742027774,1.3777777777777778,26.866666666666667,75.19728991386705,0.22868434
0.004435863,76.47727272727273,0.004246564,313250.9090909091,54.51853990477859,899905,0.0,-25.422363587467043,15321.922790288925,6271,-125.38636363636364,0.004435863,1.3181818181818181,45.48146009522142,1.6818181818181819,27.545454545454547,74.56766553318627,0.2197344
0.0039022584,76.37777777777778,0.004083892,312843.3777777778,55.28327501432783,909908,0.0,-26.10054156381362,15432.897948741913,6316,-126.86666666666666,0.0039022584,1.3555555555555556,44.716724985672194,1.6444444444444444,27.644444444444446,74.47664257096139,0.24123807
0.004962379,76.45454545454545,0.0047001597,313157.8181818182,55.90406895861551,919808,0.0,-26.28463416661059,15546.391185760498,6360,-128.38636363636363,0.004962379,1.5454545454545454,44.095931041384496,1.4545454545454546,27.545454545454547,74.56017854902436,0.21157469
0.0040807338,76.28888888888889,0.0047129584,312479.2888888889,56.15266228058219,929792,0.0,-26.651676367221814,15662.980481863022,6405,-128.86666666666667,0.0040807338,1.3555555555555556,43.84733771941781,1.6444444444444444,27.733333333333334,74.39186108894359,0.20561133
0.004692571,77.15555555555555,0.0040810504,316029.15555555554,53.770432549990254,939823,0.0,-25.08637406491106,15774.295083999634,6450,-124.53333333333333,0.004692571,1.3555555555555556,46.229567450009746,1.6444444444444444,26.866666666666667,75.20295528027025,0.21994126
0.0035637333,76.5,0.004017133,313344.0,55.43203511334134,949920,0.0,-26.34195181874509,15886.17657828331,6496,-127.3695652173913,0.0035637333,1.5217391304347827,44.56796488665867,1.4782608695652173,27.52173913043478,74.59025389165068,0.21268438
0.0043540485,76.68181818181819,0.0044661867,314088.7272727273,54.6889726632836,959899,0.0,-25.598985578164335,15996.830995321274,6540,-125.79545454545455,0.0043540485,1.4090909090909092,45.311027336716386,1.5909090909090908,27.34090909090909,74.75862859986036,0.222918
0.0051799132,76.6086956521739,0.0045501506,313789.2173913043,53.18060489980139,969973,0.0,-25.570935708944315,16110.822436571121,6586,-122.34782608695652,0.0051799132,1.2608695652173914,46.819395100198605,1.7391304347826086,27.391304347826086,74.7049309601368,0.24791469
0.004841153,76.0909090909091,0.0044714226,311668.36363636365,56.924452672763756,979985,0.0,-26.13526001297838,16222.583934783936,6630,-129.95454545454547,0.004841153,1.4772727272727273,43.07554732723626,1.5227272727272727,27.90909090909091,74.22116232154461,0.23874931
0.0049750954,76.5909090909091,0.004280196,313716.36363636365,57.55887706884442,989918,0.0,-26.722710948664687,16335.440918684006,6674,-132.27272727272728,0.0049750954,1.2272727272727273,42.44112293115558,1.7727272727272727,27.40909090909091,74.68950283993902,0.22259651
0.0038372772,77.11363636363636,0.0031267346,315857.45454545453,55.864249761450964,999892,0.0,-26.524645883529583,16447.410556554794,6718,-129.4090909090909,0.0038372772,1.25,44.135750238549036,1.75,26.886363636363637,75.17665480594138,0.2225795
0.004508086,76.18181818181819,0.0032802988,312040.7272727273,53.9479374581382,1009877,0.0,-25.341059629674966,16561.415815591812,6762,-123.4090909090909,0.004508086,1.25,46.05206254186179,1.75,27.84090909090909,74.29154806104512,0.24293974
0.005500885,77.11363636363636,0.004847953,315857.45454545453,56.851757482028354,1019991,0.0,-26.720683709396894,16674.70552611351,6806,-131.72727272727272,0.005500885,1.5909090909090908,43.148242517971624,1.4090909090909092,26.886363636363637,75.17714666688939,0.2290178
0.004536905,76.23255813953489,0.0037256323,312248.5581395349,59.05757172130429,1029852,0.0,-27.108940280476713,16786.754127264023,6849,-135.2093023255814,0.004536905,1.4651162790697674,40.94242827869571,1.5348837209302326,27.767441860465116,74.35254007224736,0.22452295
0.0047072754,76.6046511627907,0.0044807997,313772.6511627907,55.75602886833316,1039860,0.0,-25.99869746100695,16901.82466697693,6892,-128.51162790697674,0.0047072754,1.5348837209302326,44.24397113166684,1.4651162790697674,27.441860465116278,74.67098512522311,0.22570261
0.0044284626,76.6590909090909,0.0038472824,313995.63636363635,55.31771195016254,1049777,0.0,-26.502899455569185,17017.54665851593,6936,-127.29545454545455,0.0044284626,1.4772727272727273,44.682288049837446,1.5227272727272727,27.386363636363637,74.72402031538978,0.24134798
0.005682261,76.58695652173913,0.005604925,313700.17391304346,55.44531125646692,1059953,0.0,-26.26057781738057,17132.723596572876,6982,-127.5,0.005682261,1.6956521739130435,44.554688743533085,1.3043478260869565,27.434782608695652,74.670562097157,0.23720759
0.004190039,76.20454545454545,0.004064855,312133.8181818182,56.606755395912984,1069781,0.0,-26.347454630114967,17247.40069293976,7026,-129.61363636363637,0.004190039,1.4318181818181819,43.393244604087016,1.5681818181818181,27.84090909090909,74.29834312754464,0.22483441
0.005524404,76.44444444444444,0.0053600585,313116.44444444444,55.344535037031086,1079932,0.0,-25.997541493505505,17357.798939943314,7071,-126.93333333333334,0.005524404,1.4666666666666666,44.65546496296891,1.5333333333333334,27.555555555555557,74.55328074653129,0.22964779
0.0043267463,75.35555555555555,0.0033230016,308656.35555555555,54.36700941574188,1089852,0.0,-25.330987113598287,17475.06555056572,7116,-122.86666666666666,0.0043267463,1.2666666666666666,45.63299058425812,1.7333333333333334,28.711111111111112,73.49099485412171,0.24470475
