TimestepsSoFar,EpisodesSoFar,entropy,Tmc,optimgain,AttNC,MpbtA,Ptt,surrgain,meankl,TimeElapsed,TtR,AttC,MpbtN,Tmt,entloss,MtR,Tbt
189882,2746,0.35549712,43.74576271186441,0.0019760688,4.864406779661017,71.96224299170434,59.67917855499697,0.0019760688,0.0038846699,8718.063517332077,-171.864406779661,5.135593220338983,28.03775700829565,61.25423728813559,0.0,-11.90870183806243,250897.35593220338
199879,2810,0.29854837,43.21875,0.0019272437,1.1875,65.30630888179468,60.170645888748396,0.0019272437,0.0066348407,9036.223947286606,-217.1875,8.8125,34.693691118205344,61.78125,0.0,-13.72872624678468,253056.0
209972,2870,0.33913743,46.0,0.00092406676,2.9166666666666665,72.58950922043304,57.57459838229879,0.00092406676,0.0016309149,9355.899100065231,-161.83333333333334,7.083333333333333,27.41049077956695,59.05,0.0,-11.296648562504322,241868.8
219956,2930,0.29312277,44.916666666666664,0.0009416859,2.25,72.03639022238279,58.58805771975706,0.0009416859,0.00359377,9682.369677066803,-169.16666666666666,7.75,27.963609777617215,60.11666666666667,0.0,-11.453479885293953,246237.86666666667
229944,2989,0.2938167,45.52542372881356,0.0012500308,4.271186440677966,75.70570240559518,58.00698743312219,0.0012500308,0.004599825,9998.926340579987,-144.40677966101694,5.728813559322034,24.294297594404803,59.49152542372882,0.0,-10.354673239726964,243677.28813559323
239858,3050,0.34470835,46.868852459016395,0.002081533,4.557377049180328,73.26114338792482,56.76888640934926,0.002081533,0.0055711474,10335.040565252304,-155.5737704918033,5.442622950819672,26.73885661207517,58.21311475409836,0.0,-11.49592352760897,238440.9180327869
249855,3114,0.32607973,43.84375,0.0013670868,1.375,69.49814200254718,59.586349312027046,0.0013670868,0.0037674194,10662.297587633133,-188.28125,8.625,30.501857997452827,61.15625,0.0,-12.708787168888472,250496.0
259961,3176,0.33326733,45.016129032258064,0.001575177,2.838709677419355,71.92998392787305,58.493959630425486,0.001575177,0.0033152844,10981.525498390198,-169.67741935483872,7.161290322580645,28.070016072126926,60.016129032258064,0.0,-11.555330794053209,245826.06451612903
269877,3237,0.31201118,46.47540983606557,0.0012381778,3.0,71.8000785868469,57.14823305485484,0.0012381778,0.0027973535,11314.032144069672,-166.72131147540983,7.0,28.199921413153103,58.622950819672134,0.0,-11.581743049667216,240119.60655737706
279887,3299,0.309625,46.806451612903224,0.001181225,4.306451612903226,75.03011257352641,56.819480991221155,0.001181225,0.0026112183,11635.65463423729,-145.16129032258064,5.693548387096774,24.96988742647359,58.25806451612903,0.0,-10.340128332958036,238625.03225806452
289919,3361,0.30902547,47.483870967741936,0.0016962002,3.725806451612903,74.09181124748974,56.19601952110975,0.0016962002,0.0039791088,11978.670055627823,-149.67741935483872,6.274193548387097,25.90818875251022,57.61290322580645,0.0,-10.874998073010916,235982.4516129032
299897,3423,0.32356647,49.03225806451613,0.0018904826,3.1129032258064515,74.25364653845561,54.75376173222053,0.0018904826,0.004319504,12322.43911910057,-144.3548387096774,6.887096774193548,25.746353461544413,56.11290322580645,0.0,-10.647976294168856,229838.4516129032
309896,3486,0.3218906,47.19047619047619,0.0013638815,2.1904761904761907,71.82352620579512,56.4632453849835,0.0013638815,0.0030349835,12678.399820566177,-163.4920634920635,7.809523809523809,28.17647379420488,57.888888888888886,0.0,-11.178679428910327,237112.88888888888
319952,3550,0.315942,44.625,0.0011095386,2.203125,71.97364113877674,58.87479354326248,0.0011095386,0.002301452,13032.963764429092,-171.25,7.796875,28.02635886122324,60.4375,0.0,-11.49982721354233,247552.0
329979,3612,0.29794627,46.08064516129032,0.0014089133,3.3870967741935485,73.64845453466053,57.502880474334376,0.0014089133,0.0032980707,13392.879876613617,-155.96774193548387,6.612903225806452,26.351545465339473,58.983870967741936,0.0,-10.691177914904852,241597.93548387097
339853,3673,0.28934503,46.868852459016395,0.0019149461,3.5245901639344264,72.93093138275599,56.767685759059056,0.0019149461,0.0055319616,13758.750531435013,-157.86885245901638,6.475409836065574,27.069068617244003,58.21311475409836,0.0,-10.871600585631182,238440.9180327869
349857,3734,0.3266799,47.868852459016395,0.0015671483,4.508196721311475,74.56112865282586,55.8248532662333,0.0015671483,0.0042110276,14115.066839694977,-145.9016393442623,5.491803278688525,25.438871347174167,57.21311475409836,0.0,-10.448164518477917,234344.9180327869
359886,3796,0.34538054,46.46774193548387,0.0023933845,3.0,74.03166887016637,57.13212399176622,0.0023933845,0.0055328943,14470.694246530533,-152.58064516129033,7.0,25.968331129833626,58.58064516129032,0.0,-10.912174854585492,239946.32258064515
369880,3860,0.30946675,47.015625,0.0016155932,1.71875,71.9278558681821,56.64081321061094,0.0016155932,0.004013484,14825.91585278511,-165.625,8.28125,28.07214413181789,58.09375,0.0,-11.60008835980242,237952.0
379945,3923,0.34522837,47.46031746031746,0.00096267014,3.507936507936508,76.23370030799757,56.26083840635452,0.00096267014,0.0032290355,15175.14325928688,-137.14285714285714,6.492063492063492,23.766299692002427,57.73015873015873,0.0,-10.014945288516195,236462.73015873015
389958,3985,0.32066143,46.435483870967744,0.0020127615,2.564516129032258,73.36126892880789,57.183415867474295,0.0020127615,0.005821395,15526.354739189148,-157.41935483870967,7.435483870967742,26.638731071192087,58.66129032258065,0.0,-10.957098960672594,240276.64516129033
399871,4046,0.2976449,45.59016393442623,0.0013357217,3.9836065573770494,73.72933131666254,57.94505329401904,0.0013357217,0.0035827386,15877.435376405716,-156.39344262295083,6.016393442622951,26.270668683337473,59.42622950819672,0.0,-10.837304696713984,243409.83606557376
409874,4109,0.3063985,46.888888888888886,0.0018431653,5.476190476190476,73.08070703923593,56.754825082820965,0.0018431653,0.0052409344,16228.058790683746,-156.66666666666666,4.523809523809524,26.919292960764036,58.20634920634921,0.0,-11.238545458601742,238413.20634920636
419992,4171,0.30349332,46.03225806451613,0.0019396185,5.532258064516129,73.0661716968498,57.55058647762497,0.0019396185,0.0064127482,16573.837079048157,-159.51612903225808,4.467741935483871,26.933828303150197,59.03225806451613,0.0,-11.41529167094259,241796.12903225806
429990,4233,0.31254944,46.435483870967744,0.0016192786,4.419354838709677,73.64861873305318,57.156567882925735,0.0016192786,0.0034344657,16913.606147766113,-154.67741935483872,5.580645161290323,26.35138126694681,58.596774193548384,0.0,-11.185660695703746,240012.38709677418
439924,4294,0.30188286,47.557377049180324,0.0017821888,5.016393442622951,75.49563537411035,56.14111812021696,0.0017821888,0.004964559,17266.30742096901,-140.81967213114754,4.983606557377049,24.504364625889668,57.57377049180328,0.0,-10.2400976352189,235822.16393442624
449923,4356,0.36144212,47.79032258064516,0.0026775019,4.435483870967742,73.9265024005038,55.90550105619602,0.0026775019,0.0067529627,17594.366063833237,-149.03225806451613,5.564516129032258,26.073497599496196,57.306451612903224,0.0,-11.107179778552691,234727.2258064516
459967,4419,0.32800114,45.22222222222222,0.0011043946,2.0952380952380953,75.16800896589959,58.30225788030557,0.0011043946,0.0055022584,17937.160010814667,-149.52380952380952,7.904761904761905,24.8319910341004,59.80952380952381,0.0,-10.094979920166304,244979.80952380953
469946,4482,0.37040585,46.73015873015873,0.0018423363,4.111111111111111,75.21896666744361,56.89846110772596,0.0018423363,0.0045507182,18286.42979836464,-144.9206349206349,5.888888888888889,24.78103333255639,58.34920634920635,0.0,-10.382192279147517,238998.3492063492
479901,4545,0.33441383,45.80952380952381,0.0015274795,3.0634920634920637,74.69273576851242,57.76140706007116,0.0015274795,0.004244585,18639.845977067947,-150.0,6.936507936507937,25.30726423148758,59.25396825396825,0.0,-10.452813453464175,242704.25396825396
489957,4609,0.33704868,48.078125,0.0017319198,4.28125,76.67977817788939,55.61853948898591,0.0017319198,0.0037443102,18970.21445465088,-132.96875,5.71875,23.320221822110593,56.984375,0.0,-9.648140341290068,233408.0
499884,4671,0.36986408,45.75806451612903,0.0018409471,3.629032258064516,73.18608733732864,57.77993306652966,0.0018409471,0.003691303,19317.896590709686,-160.48387096774192,6.370967741935484,26.81391266267133,59.24193548387097,0.0,-11.073063672748093,242654.96774193548
509885,4734,0.37885663,44.77777777777778,0.0020080365,2.492063492063492,72.1004409131109,58.71005361078921,0.0020080365,0.00584041,19623.149874210358,-170.63492063492063,7.507936507936508,27.899559086889106,60.23809523809524,0.0,-11.323604805899963,246735.2380952381
519979,4800,0.36298025,47.57575757575758,0.001870336,4.621212121212121,76.62119408173757,56.09830527261204,0.001870336,0.0052246214,19937.45063519478,-134.0909090909091,5.378787878787879,23.378805918262458,57.5,0.0,-9.981176508299114,235520.0
529920,4864,0.3623914,45.4375,0.0023191294,1.34375,71.28581521830722,58.11337649209976,0.0023191294,0.0064786146,20248.398190021515,-173.75,8.65625,28.714184781692786,59.640625,0.0,-11.271469180750616,244288.0
539868,4927,0.37407875,47.80952380952381,0.001824517,3.1904761904761907,75.41566106249918,55.872663017100614,0.001824517,0.004789618,20557.353982686996,-140.95238095238096,6.809523809523809,24.584338937500817,57.25396825396825,0.0,-10.133313891119444,234512.25396825396
549845,4991,0.35708234,46.203125,0.0020729592,1.484375,72.70330316091695,57.38143916233897,0.0020729592,0.0056532985,20894.340208768845,-162.5,8.515625,27.296696839083044,58.84375,0.0,-10.689020684710226,241024.0
559868,5054,0.34160236,46.23809523809524,0.002512485,6.650793650793651,72.82546015717294,57.35439660012118,0.002512485,0.008034582,21235.295999765396,-160.63492063492063,3.3492063492063493,27.174539842827045,58.82539682539682,0.0,-11.778851360266243,240948.82539682538
569858,5118,0.38217366,46.46875,0.0016178504,2.265625,71.6379278308653,57.16443530122803,0.0016178504,0.004261847,21582.749879598618,-168.90625,7.734375,28.362072169134713,58.65625,0.0,-11.167081134313264,240256.0
579856,5184,0.34510586,47.833333333333336,0.0032331964,1.878787878787879,72.14995840998272,55.87615796135451,0.0032331964,0.0077007017,21935.479201555252,-161.06060606060606,8.121212121212121,27.85004159001727,57.28787878787879,0.0,-11.030444762800387,234651.15151515152
589991,5249,0.36557317,47.646153846153844,0.0021552914,4.538461538461538,75.05348531382069,56.06718359060968,0.0021552914,0.0051588975,22296.67729330063,-143.3846153846154,5.461538461538462,24.946514686179317,57.50769230769231,0.0,-10.482942779591243,235551.5076923077
599904,5313,0.34516254,46.28125,0.002782348,2.21875,75.74311653775794,57.29065662659791,0.002782348,0.0068849535,22649.74306869507,-143.4375,7.78125,24.256883462242044,58.734375,0.0,-9.66393953846067,240576.0
609841,5377,0.32399204,47.765625,0.0017294574,5.734375,75.57064662611855,55.94253495650933,0.0017294574,0.0047349604,23011.69431900978,-139.84375,4.265625,24.429353373881494,57.359375,0.0,-10.29588360490053,234944.0
619886,5441,0.3453286,47.0,0.0025080475,3.234375,74.58213817754809,56.66384943431128,0.0025080475,0.0043339627,23373.59232020378,-148.28125,6.765625,25.417861822451922,58.125,0.0,-10.259950260538263,238080.0
629899,5505,0.3353915,48.3125,0.0020077676,4.46875,76.52903685219013,55.42482680657775,0.0020077676,0.004851938,23722.995372772217,-133.125,5.53125,23.47096314780986,56.8125,0.0,-9.834954154428384,232704.0
639863,5568,0.36977428,47.44444444444444,0.001971892,3.9523809523809526,76.86386664569547,56.232271577202,0.001971892,0.0054033543,24084.828459501266,-133.33333333333334,6.0476190476190474,23.136133354304512,57.65079365079365,0.0,-9.59132866214593,236137.6507936508
649890,5630,0.4027589,44.62903225806452,0.0014283459,2.9516129032258065,73.49639638807948,58.85901732278468,0.0014283459,0.0032700007,24436.56316256523,-160.6451612903226,7.048387096774194,26.503603611920557,60.403225806451616,0.0,-10.745058465440412,247411.61290322582
659979,5694,0.39225355,42.640625,0.0022994392,1.96875,66.12503112461425,60.70334462915462,0.0022994392,0.0068799453,24795.310617923737,-215.46875,8.03125,33.87496887538576,62.328125,0.0,-13.591695910690055,255296.0
669908,5756,0.32587126,46.983870967741936,0.001319378,4.82258064516129,75.8063112215088,56.6751442583446,0.001319378,0.004069811,25164.116701841354,-140.6451612903226,5.17741935483871,24.193688778491182,58.12903225806452,0.0,-10.02080984753781,238096.51612903227
679953,5819,0.34797874,47.01587301587302,0.002316999,5.301587301587301,75.37586818049922,56.607955237178736,0.002316999,0.005423625,25521.956526517868,-143.4920634920635,4.698412698412699,24.624131819500754,58.01587301587302,0.0,-10.454090064425165,237633.0158730159
689877,5880,0.36097306,44.26229508196721,0.0016073327,3.1147540983606556,73.79585626668336,59.21940494070278,0.0016073327,0.007109836,25864.77044415474,-160.98360655737704,6.885245901639344,26.204143733316627,60.80327868852459,0.0,-10.667187840902024,249050.22950819673
699897,5942,0.3305179,45.983870967741936,0.0022822681,6.451612903225806,74.6772557964886,57.61041079827496,0.0022822681,0.0065469025,26209.00100493431,-149.3548387096774,3.5483870967741935,25.322744203511416,59.11290322580645,0.0,-10.549645727863043,242126.4516129032
709866,6004,0.35651392,48.145161290322584,0.0027938394,5.064516129032258,74.90453701938203,55.593531538100535,0.0027938394,0.0064388844,26558.27375292778,-142.58064516129033,4.935483870967742,25.09546298061795,57.0,0.0,-10.573013391855355,233472.0
719880,6066,0.36666054,44.87096774193548,0.00177249,3.1129032258064515,71.41047295899436,58.62518424161455,0.00177249,0.0059311506,26876.24467754364,-174.51612903225808,6.887096774193548,28.58952704100565,60.145161290322584,0.0,-11.558045568834862,246354.5806451613
729937,6127,0.3601874,45.67213114754098,0.0016030151,4.754098360655738,76.52395837005521,57.885001263556234,0.0016030151,0.004785221,27195.166982650757,-139.8360655737705,5.245901639344262,23.476041629944785,59.377049180327866,0.0,-9.819885502323142,243208.39344262294
739887,6188,0.37524995,44.85245901639344,0.0015252052,3.8852459016393444,74.435529289307,58.64116360054489,0.0015252052,0.0036765588,27505.3556368351,-153.60655737704917,6.114754098360656,25.564470710692976,60.16393442622951,0.0,-10.578767340425097,246431.47540983607
749958,6251,0.38447317,46.87301587301587,0.0021502005,3.492063492063492,75.28143991176553,56.76400046798548,0.0021502005,0.0052187904,27810.073852539062,-144.44444444444446,6.507936507936508,24.718560088234454,58.20634920634921,0.0,-10.265960108476886,238413.20634920636
759940,6314,0.37367985,46.12698412698413,0.0015687009,2.507936507936508,74.3677668452086,57.45846544507576,0.0015687009,0.004230777,28147.67660522461,-152.6984126984127,7.492063492063492,25.63223315479135,58.93650793650794,0.0,-10.386428877033802,241403.9365079365
769883,6376,0.34563172,46.5,0.0019498462,2.7419354838709675,77.91992795059774,57.09430854647802,0.0019498462,0.0059334515,28481.23009133339,-129.67741935483872,7.258064516129032,22.08007204940229,58.53225806451613,0.0,-8.986398979378654,239748.12903225806
779858,6441,0.35817337,49.246153846153845,0.0028135206,4.461538461538462,76.32776606543734,54.56309403505821,0.0028135206,0.0063333455,28836.306402921677,-132.30769230769232,5.538461538461538,23.67223393456262,55.92307692307692,0.0,-10.06281030466598,229060.92307692306
789900,6506,0.35556102,47.292307692307695,0.0022441244,2.353846153846154,76.39608111915378,56.34477664698715,0.0022441244,0.004893828,29176.16568183899,-136.30769230769232,7.6461538461538465,23.603918880846212,57.738461538461536,0.0,-9.443078048777599,236496.73846153845
799915,6570,0.36901596,49.140625,0.0021185006,3.15625,77.69083417013559,54.697765161783295,0.0021185006,0.00661995,29535.41683793068,-125.625,6.84375,22.309165829864416,56.109375,0.0,-8.96896765688063,229824.0
809939,6634,0.3565397,47.03125,0.0023151007,2.96875,77.60485364333638,56.63538861700953,0.0023151007,0.00599366,29872.117775917053,-130.78125,7.03125,22.39514635666361,58.09375,0.0,-9.08865911326964,237952.0
819971,6699,0.33266327,46.46153846153846,0.0013969516,3.0923076923076924,74.23731470586289,57.156418747393516,0.0013969516,0.0041000196,30230.880034446716,-152.0,6.907692307692308,25.762685294137132,58.63076923076923,0.0,-10.623173643132455,240151.63076923077
829981,6765,0.3398763,47.13636363636363,0.0024090537,3.5606060606060606,75.48379112342961,56.54164783323376,0.0024090537,0.004814331,30577.467453956604,-143.33333333333334,6.4393939393939394,24.5162088765704,58.0,0.0,-10.230409821991987,237568.0
839834,6828,0.36169034,47.61904761904762,0.0016427515,4.365079365079365,76.52879199312349,56.089471499232644,0.0016427515,0.004957745,30928.29795885086,-134.76190476190476,5.634920634920635,23.471208006876527,57.523809523809526,0.0,-9.68247285354505,235617.52380952382
849909,6890,0.387644,46.11290322580645,0.0020067815,3.532258064516129,74.28347240244001,57.48782263247286,0.0020067815,0.00509073,31253.12494444847,-152.25806451612902,6.467741935483871,25.71652759756,58.983870967741936,0.0,-10.334588090849083,241597.93548387097
859929,6954,0.36480686,44.203125,0.001973167,1.875,70.38798655117414,59.25889516249177,0.001973167,0.005558576,31594.559501171112,-182.1875,8.125,29.612013448825873,60.828125,0.0,-12.06499826080805,249152.0
869875,7017,0.35304177,46.666666666666664,0.0022351285,3.1904761904761907,74.76529989920506,56.97930176092942,0.0022351285,0.00498991,31902.353618621826,-147.61904761904762,6.809523809523809,25.234700100794935,58.46031746031746,0.0,-10.484525178152218,239453.46031746033
879976,7082,0.31807184,47.47692307692308,0.0021678559,4.230769230769231,77.1866985216062,56.19168050873566,0.0021678559,0.0054810685,32223.890820741653,-131.84615384615384,5.769230769230769,22.813301478393793,57.6,0.0,-9.513594977493918,235929.6
889847,7146,0.32270157,49.046875,0.0027866813,4.921875,76.47470639069101,54.790294875470714,0.0027866813,0.0068739345,32543.567324876785,-131.875,5.078125,23.52529360930895,56.203125,0.0,-9.847891914276591,230208.0
899868,7212,0.3372989,48.878787878787875,0.0022741205,6.5606060606060606,79.1859908418221,54.93035289531857,0.0022741205,0.005733517,32869.58971333504,-117.57575757575758,3.4393939393939394,20.814009158177907,56.333333333333336,0.0,-8.732161692181688,230741.33333333334
909968,7277,0.3432239,47.184615384615384,0.0023560885,5.2153846153846155,77.34615130686869,56.495786863004994,0.0023560885,0.0059281755,33202.554142951965,-132.30769230769232,4.7846153846153845,22.6538486931313,57.95384615384615,0.0,-9.327456644127636,237378.95384615383
919966,7342,0.35638747,48.323076923076925,0.0030250226,4.8307692307692305,76.87445980070267,55.44254742917954,0.0030250226,0.0060501965,33533.020392656326,-132.0,5.1692307692307695,23.125540199297365,56.86153846153846,0.0,-9.342260642954214,232904.86153846153
929862,7406,0.34473887,47.6875,0.0018996729,5.0,76.14567443112452,55.97912207684802,0.0018996729,0.005366223,33882.94219994545,-136.71875,5.0,23.854325568875478,57.359375,0.0,-9.733389177993796,234944.0
939953,7471,0.35650587,47.784615384615385,0.0019740127,5.415384615384616,77.11657921334304,55.931964945755624,0.0019740127,0.005583258,34217.44350337982,-132.0,4.584615384615384,22.883420786656952,57.353846153846156,0.0,-9.504503634831869,234921.35384615386
949941,7534,0.346345,46.888888888888886,0.0020005552,4.873015873015873,75.66610674072163,56.75586580938324,0.0020005552,0.004135854,34562.24147224426,-141.42857142857142,5.126984126984127,24.333893259278362,58.20634920634921,0.0,-9.72973488499656,238413.20634920636
959948,7598,0.3735475,47.578125,0.0018126918,4.890625,76.37709561511322,56.1055205963982,0.0018126918,0.0051487195,34908.06871724129,-136.5625,5.109375,23.62290438488677,57.515625,0.0,-9.632713176950501,235584.0
969963,7660,0.35664546,46.46774193548387,0.0022374976,4.532258064516129,75.97362282078534,57.127930871695995,0.0022374976,0.0062888605,35252.34172439575,-142.58064516129033,5.467741935483871,24.026377179214645,58.564516129032256,0.0,-9.520740080500788,239880.25806451612
979965,7722,0.3164357,46.82258064516129,0.0020611614,4.419354838709677,76.55384716432863,56.80345217582106,0.0020611614,0.006687727,35590.437440633774,-137.58064516129033,5.580645161290323,23.446152835671366,58.24193548387097,0.0,-9.454313855703942,238558.96774193548
989968,7787,0.32722402,48.47692307692308,0.0021983224,5.569230769230769,77.34172263940414,55.29822904585075,0.0021983224,0.0063548214,35933.501408815384,-128.46153846153845,4.430769230769231,22.65827736059585,56.707692307692305,0.0,-9.477334772001797,232274.70769230768
999962,7851,0.33095253,46.96875,0.0020256084,5.328125,76.10694568900811,56.694326445287395,0.0020256084,0.006465227,36288.39713215828,-140.625,4.671875,23.893054310991854,58.15625,0.0,-9.844453955762665,238208.0
1009944,7916,0.3076498,47.63076923076923,0.0025597967,6.230769230769231,77.92231313391042,56.069013535833726,0.0025597967,0.0070429076,36627.669311761856,-126.92307692307692,3.769230769230769,22.0776868660896,57.49230769230769,0.0,-9.085812025833212,235488.4923076923
1019865,7980,0.33175734,49.109375,0.0019426836,5.03125,78.28782879244413,54.671427343202176,0.0019426836,0.005188342,36960.49299645424,-121.25,4.96875,21.712171207555862,56.015625,0.0,-9.135004136892952,229440.0
1029932,8045,0.3717844,48.92307692307692,0.0034044094,5.2153846153846155,78.68072629736203,54.89612610118324,0.0034044094,0.0085122045,37281.2720682621,-120.0,4.7846153846153845,21.31927370263797,56.30769230769231,0.0,-8.82336468671476,230636.3076923077
1039849,8104,0.34726265,44.13559322033898,0.0021921925,4.203389830508475,71.62660200199815,59.3310001577652,0.0021921925,0.005689026,37605.783685445786,-174.0677966101695,5.796610169491525,28.37339799800184,60.91525423728814,0.0,-11.611289885599755,249508.88135593222
1049932,8167,0.33305725,46.65079365079365,0.0027035393,3.365079365079365,75.50081059653544,56.99419287909691,0.0027035393,0.006367948,37933.94895815849,-144.6031746031746,6.634920634920635,24.499189403464563,58.476190476190474,0.0,-9.853737648731544,239518.47619047618
1059949,8231,0.33008757,47.890625,0.0022899334,4.25,77.44593977880307,55.81568955271028,0.0022899334,0.0048708483,38273.2979183197,-132.5,5.75,22.554060221196924,57.21875,0.0,-9.230831795632293,234368.0
1069940,8296,0.3159884,48.276923076923076,0.0015672082,4.615384615384615,79.31755201224131,55.44439786604315,0.0015672082,0.004611302,38632.01271748543,-117.6923076923077,5.384615384615385,20.682447987758717,56.815384615384616,0.0,-8.601477286861327,232715.8153846154
1079966,8358,0.3199074,48.596774193548384,0.0017833111,3.8548387096774195,77.69201406545601,55.20943633303574,0.0017833111,0.005347076,38995.72173285484,-127.25806451612904,6.145161290322581,22.307985934543996,56.645161290322584,0.0,-8.93467509964009,232018.5806451613
1089895,8420,0.3232808,49.79032258064516,0.0021235521,3.725806451612903,79.0692987867491,54.05961932328409,0.0021235521,0.0046752323,39365.02745461464,-116.29032258064517,6.274193548387097,20.930701213250916,55.403225806451616,0.0,-8.266833308388659,226931.61290322582
1099983,8484,0.32701477,48.046875,0.0023780554,4.03125,76.25351369221286,55.68991565061973,0.0023780554,0.0053201714,39736.35837364197,-135.78125,5.96875,23.746486307787162,57.109375,0.0,-9.449387923657113,233920.0
1109918,8547,0.3270315,49.23809523809524,0.0021854977,4.111111111111111,79.0094372700234,54.58800703256059,0.0021854977,0.0047777775,40105.236678123474,-117.61904761904762,5.888888888888889,20.990562729976606,55.96825396825397,0.0,-8.401334077550423,229245.96825396825
1119880,8610,0.31815028,48.07936507936508,0.0023149336,4.015873015873016,78.8223142383934,55.64615074063266,0.0023149336,0.0046264497,40470.756009578705,-121.42857142857143,5.984126984126984,21.177685761606547,57.04761904761905,0.0,-8.535901468398928,233667.04761904763
1129877,8675,0.32716364,49.676923076923075,0.0021250558,4.569230769230769,78.04976745169398,54.20665817353968,0.0021250558,0.005110073,40833.023086071014,-122.0,5.430769230769231,21.95023254830599,55.6,0.0,-8.895655461454883,227737.6
1139940,8739,0.30689797,48.140625,0.0017505158,4.421875,77.7264214247967,55.60127253829512,0.0017505158,0.005506859,41192.632187604904,-128.4375,5.578125,22.273578575203313,57.015625,0.0,-8.868889904240927,233536.0
1149946,8803,0.28352648,50.28125,0.0020031342,5.46875,79.37402575136635,53.651473220650765,0.0020031342,0.004739926,41535.50046467781,-113.4375,4.53125,20.62597424863368,55.03125,0.0,-8.348662457417605,225408.0
1159933,8868,0.29938772,49.56923076923077,0.0021674747,5.476923076923077,78.02161860365104,54.23526926013817,0.0021674747,0.0061384398,41875.47659492493,-122.15384615384616,4.523076923076923,21.978381396348972,55.55384615384615,0.0,-9.044197897812039,227548.55384615384
1169930,8932,0.2851637,48.46875,0.0026247278,5.6875,78.89749510872147,55.32036600810575,0.0026247278,0.0058885193,42211.52534246445,-120.9375,4.3125,21.102504891278524,56.75,0.0,-8.505473468142258,232448.0
1179952,8996,0.28669629,49.25,0.0023793208,6.328125,79.81066497684613,54.605253849606214,0.0023793208,0.0053257314,42561.86040472984,-113.4375,3.671875,20.189335023153866,56.015625,0.0,-8.226623968041544,229440.0
1189868,9060,0.32170883,49.125,0.0034364571,5.765625,78.05122828868723,54.7078739020161,0.0034364571,0.006568059,42910.932096242905,-123.4375,4.234375,21.948771711312748,56.109375,0.0,-8.957155996353407,229824.0
1199988,9122,0.3280951,45.45161290322581,0.0023002382,4.580645161290323,76.83167923799428,58.08432546613508,0.0023002382,0.0065533314,43236.8956785202,-139.03225806451613,5.419354838709677,23.168320762005745,59.58064516129032,0.0,-9.479474240465995,244042.32258064515
1209986,9187,0.2976708,49.8,0.002060109,5.815384615384615,80.33423727596028,54.08298783058432,0.002060109,0.004701661,43571.03716611862,-108.76923076923077,4.184615384615385,19.665762724039716,55.46153846153846,0.0,-8.02648731275199,227170.46153846153
1219930,9250,0.3116234,48.04761904761905,0.0020618807,4.333333333333333,77.42442969785746,55.691170429972196,0.0020618807,0.0047092554,43895.90288925171,-129.04761904761904,5.666666666666667,22.57557030214255,57.111111111111114,0.0,-9.18795293034157,233927.11111111112
1229906,9314,0.30403194,49.078125,0.0023766898,4.703125,78.2826185777784,54.72271045995995,0.0023766898,0.005207705,44238.40486192703,-122.03125,5.296875,21.717381422221603,56.09375,0.0,-8.90374746395016,229760.0
1239974,9379,0.29799825,48.09230769230769,0.0019039866,4.492307692307692,77.73365287995293,55.65242340646136,0.0019039866,0.004226312,44579.07826566696,-128.15384615384616,5.507692307692308,22.266347120047055,57.07692307692308,0.0,-9.048282555511241,233787.07692307694
1249849,9442,0.30252486,48.55555555555556,0.00221757,4.984126984126984,80.36478666454661,55.20181500110503,0.00221757,0.0067332154,44911.98577308655,-110.63492063492063,5.015873015873016,19.635213335453376,56.58730158730159,0.0,-8.124320343485264,231781.5873015873
1259857,9507,0.30215797,48.38461538461539,0.0015835688,5.538461538461538,78.75726190582714,55.3577629399552,0.0015835688,0.0044130376,45253.47260427475,-120.0,4.461538461538462,21.242738094172832,56.738461538461536,0.0,-8.710426583612492,232400.73846153845
1269871,9572,0.3207613,49.07692307692308,0.002709637,5.3076923076923075,78.6507853509124,54.72426463732043,0.002709637,0.006816675,45590.650171518326,-119.23076923076923,4.6923076923076925,21.349214649087596,56.09230769230769,0.0,-8.902300420474374,229754.0923076923
1279896,9639,0.35651043,44.04477611940298,0.002299514,2.0,68.58662018799973,59.41039013742163,0.002299514,0.0051635364,45933.01934194565,-197.76119402985074,8.0,31.413379812000258,60.985074626865675,0.0,-12.60659587996641,249794.8656716418
1289880,9704,0.33457348,47.2,0.0024859093,4.061538461538461,78.60071926354544,56.46053540463741,0.0024859093,0.00512536,46263.807039260864,-124.46153846153847,5.938461538461539,21.399280736454536,57.89230769230769,0.0,-8.64342658160994,237126.8923076923
1299920,9768,0.32338458,47.40625,0.0020378213,3.609375,78.26701393546654,56.27263456036006,0.0020378213,0.005197348,46587.87954688072,-127.34375,6.390625,21.732986064533456,57.703125,0.0,-8.527177309146165,236352.0
1309865,9833,0.30312014,49.63076923076923,0.0016581761,4.292307692307692,80.27326244268228,54.26401050178223,0.0016581761,0.004423713,46895.866438150406,-110.0,5.707692307692308,19.726737557317705,55.676923076923075,0.0,-8.066466549751015,228052.6769230769
1319891,9898,0.3213241,47.95384615384615,0.0019134183,3.6615384615384614,79.24726109123118,55.783286883379084,0.0019134183,0.0067371377,47191.29449868202,-119.38461538461539,6.338461538461538,20.75273890876881,57.215384615384615,0.0,-8.753732226332767,234354.21538461538
1329958,9963,0.28632712,46.30769230769231,0.002641004,2.246153846153846,72.44015356827192,57.353463480421,0.002641004,0.008449381,47487.268739938736,-166.92307692307693,7.753846153846154,27.55984643172807,58.90769230769231,0.0,-10.686896497248119,241285.9076923077
