AttNC,entloss,TimestepsSoFar,EpisodesSoFar,surrgain,TtR,Fce,meankl,AttC,TimeElapsed,entropy,MtR,optimgain
1.1346153846153846,0.0,1809881,8721,2.7828979e-05,82.67307692307692,0.1654310134310134,0.010174776,1.8653846153846154,23384.373869419098,2.241306,15.702320947336922,2.7828979e-05
1.36,0.0,1819989,8771,1.5968322e-05,80.88,0.11706472626472626,0.008933181,1.64,23502.416638851166,2.338869,15.378500995653717,1.5968322e-05
1.25,0.0,1829776,8819,2.9123434e-05,81.9375,0.14090319865319864,0.008933075,1.75,23615.510255098343,2.4364974,15.686321731479234,2.9123434e-05
1.1730769230769231,0.0,1839840,8871,6.1131796e-06,75.6923076923077,0.1538626843242228,0.010174758,1.8269230769230769,23730.245885849,2.338869,14.502009053753751,6.1131796e-06
1.4489795918367347,0.0,1849909,8920,0.000120090735,78.61224489795919,0.13945970460256177,0.010174758,1.5510204081632653,23863.08055472374,2.241306,14.970372716421073,0.000120090735
1.150943396226415,0.0,1859966,8973,5.48741e-05,74.0377358490566,0.10559666748345996,0.010174758,1.849056603773585,23992.535092115402,2.1436841,14.04546220007634,5.48741e-05
1.326086956521739,0.0,1869982,9019,0.000104088336,89.47826086956522,0.14095652173913042,0.010175057,1.673913043478261,24116.766160726547,2.046118,17.31212276115834,0.000104088336
1.3181818181818181,0.0,1879769,9063,3.682556e-05,91.02272727272727,0.13151515151515156,0.009875947,1.6818181818181819,24240.27083659172,1.9499255,17.248896139843524,3.682556e-05
1.42,0.0,1889807,9113,6.1718245e-05,78.84,0.12781714285714288,0.008933181,1.58,24361.828624010086,2.047493,15.231580377803736,6.1718245e-05
1.3617021276595744,0.0,1899872,9160,4.2659507e-05,83.23404255319149,0.13665466448445174,0.008933174,1.6382978723404256,24475.47747206688,2.1451163,15.873865809500339,4.2659507e-05
1.4038461538461537,0.0,1909970,9212,5.967204e-06,76.5576923076923,0.10935108481262328,0.010174375,1.5961538461538463,24587.270763397217,2.0474932,14.698944608512146,5.967204e-06
1.4791666666666667,0.0,1919996,9260,5.1957704e-05,81.3125,0.1361428571428572,0.008933174,1.5208333333333333,24712.036627054214,2.1451166,15.780243978844856,5.1957704e-05
1.3695652173913044,0.0,1929813,9306,6.3552857e-06,84.91304347826087,0.12371980676328503,0.008929751,1.6304347826086956,24827.781854867935,2.2426753,15.950101535277893,6.3552857e-06
1.4222222222222223,0.0,1939834,9351,8.8904315e-05,95.46666666666667,0.1525079365079365,0.008933174,1.5777777777777777,24955.04781603813,2.340245,17.99482511786953,8.8904315e-05
1.2291666666666667,0.0,1949880,9399,4.3058142e-05,86.625,0.14578642653642654,0.010174776,1.7708333333333333,25078.9191532135,2.2426753,16.580727150964854,4.3058142e-05
1.3061224489795917,0.0,1959995,9448,6.963806e-05,85.71428571428571,0.13858516570572577,0.008933181,1.6938775510204083,25200.016886234283,2.340245,16.600824218224556,6.963806e-05
1.2045454545454546,0.0,1969790,9492,9.913127e-06,94.77272727272727,0.14114198844633624,0.0076479837,1.7954545454545454,25332.793648719788,2.2552755,18.207337268886228,9.913127e-06
1.42,0.0,1979840,9542,3.8912964e-05,78.3,0.14250980392156862,0.008933181,1.58,25443.93769621849,2.3528895,14.981107667863826,3.8912964e-05
1.4042553191489362,0.0,1989873,9589,1.0463715e-05,90.44680851063829,0.17064831038798492,0.008933075,1.5957446808510638,25569.158166885376,2.450446,17.201383354336755,1.0463715e-05
1.2448979591836735,0.0,1999950,9638,1.4717611e-05,83.75510204081633,0.13806802721088435,0.010175057,1.7551020408163265,25680.162505865097,2.352875,15.787631594576144,1.4717611e-05
1.0943396226415094,0.0,2009800,9691,6.544139e-05,76.18867924528301,0.15345665972861805,0.010174758,1.9056603773584906,25792.215269565582,2.2552752,14.670655772148038,6.544139e-05
1.4222222222222223,0.0,2019853,9736,2.0345053e-07,89.86666666666666,0.12707182166492512,0.008932953,1.5777777777777777,25908.840627908707,2.352875,17.33925298594623,2.0345053e-07
1.3725490196078431,0.0,2029938,9787,0.00013770192,77.47058823529412,0.15323980773385482,0.010174845,1.6274509803921569,26039.799382925034,2.255275,14.962095827867794,0.00013770192
1.2941176470588236,0.0,2039999,9838,1.4186605e-05,79.23529411764706,0.13500720630132393,0.008933095,1.7058823529411764,26160.294991493225,2.352875,15.168117561252625,1.4186605e-05
1.25,0.0,2049866,9890,4.283142e-05,74.59615384615384,0.12521691562184487,0.010174845,1.75,26277.416471004486,2.255275,14.273800580251885,4.283142e-05
1.3454545454545455,0.0,2059961,9945,2.9416402e-05,74.2909090909091,0.1253167869167869,0.008933181,1.6545454545454545,26407.395497083664,2.352875,14.232205764552821,2.9416402e-05
1.2127659574468086,0.0,2069787,9992,4.669698e-05,84.8936170212766,0.14734059832609214,0.008933095,1.7872340425531914,26527.788425207138,2.4504447,16.427251010705888,4.669698e-05
1.375,0.0,2079875,10040,7.641093e-06,86.4375,0.124993873425636,0.008933181,1.625,26651.904351711273,2.5480745,16.675522574437128,7.641093e-06
1.3541666666666667,0.0,2089917,10088,3.2093303e-05,85.25,0.13954100529100527,0.008933181,1.6458333333333333,26764.919617652893,2.6456525,16.60517597088269,3.2093303e-05
1.1372549019607843,0.0,2099984,10139,2.5453186e-05,81.0,0.17591217132014095,0.008933174,1.8627450980392157,26887.655826807022,2.7432373,15.513968512627903,2.5453186e-05
1.0175438596491229,0.0,2109954,10196,2.6518757e-05,72.52631578947368,0.1271788355948982,0.010174852,1.9824561403508771,27000.28340768814,2.6456525,13.892138956432454,2.6518757e-05
1.2340425531914894,0.0,2119760,10243,2.707227e-05,85.85106382978724,0.12886602758943186,0.008933181,1.7659574468085106,27132.086363315582,2.7432373,16.484193438475778,2.707227e-05
1.0384615384615385,0.0,2129844,10295,1.1031469e-05,78.86538461538461,0.11394775812422869,0.008933181,1.9615384615384615,27251.117205142975,2.8408206,15.338419626500475,1.1031469e-05
1.1666666666666667,0.0,2139779,10343,6.4534506e-06,88.1875,0.12972489733356468,0.010174852,1.8333333333333333,27355.696181297302,2.7432373,16.815446345087583,6.4534506e-06
1.14,0.0,2149861,10393,2.518209e-06,83.28,0.11529142857142856,0.010174752,1.86,27486.274441480637,2.6456525,16.204353055045885,2.518209e-06
