Tmc,MtR,entloss,entropy,AttNC,TimestepsSoFar,Tmt,MpbtA,meankl,MpbtN,EpisodesSoFar,Tbt,AttC,optimgain,TimeElapsed,TtR,Ptt,surrgain
19.501809408926416,-75.93746975480835,0.0,0.68404204,0.0,9999,84.35585042219542,4.925247731856398,0.009219406,95.07475226814323,829,345521.5633293124,1.0,0.023994334,2034.0280811786652,-80.19541616405307,82.02332248185726,0.023994334
19.543835616438358,-75.43922448795428,0.0,0.6570049,0.0,19989,84.30684931506849,4.755374089219385,0.0093066795,95.24462591078031,1559,345320.85479452054,1.0,0.014197801,3810.8217997550964,-80.29178082191781,81.98367603658693,0.014197801
19.42138364779874,-74.87956042490245,0.0,0.6114673,0.0,30000,84.41509433962264,4.67177838888508,0.009737895,95.32822161111477,2195,345764.22641509434,1.0,0.016686298,5364.353646278381,-80.46540880503144,82.09568649596544,0.016686298
19.66470588235294,-73.52580991691468,0.0,0.5473126,0.0,39995,84.18235294117648,4.482279161418549,0.010123793,95.51772083858141,2705,344810.91764705884,1.0,0.020056235,6614.907863140106,-80.40196078431373,81.87081206204122,0.020056235
19.80361757105943,-71.33754039652229,0.0,0.4735372,0.0,49997,84.0594315245478,4.673807630054204,0.009942111,95.3261923699458,3092,344307.4315245478,1.0,0.021645483,7569.535518407822,-80.12403100775194,81.74345900891036,0.021645483
19.888059701492537,-67.67360864446589,0.0,0.39814776,0.0,59920,83.99626865671642,5.379071625681312,0.009524301,94.62092837431868,3360,344048.7164179105,1.0,0.020007871,8239.204577445984,-79.4776119402985,81.66873760732776,0.020007871
20.013157894736842,-60.393046962691244,0.0,0.3277121,0.006578947368421052,69961,83.88157894736842,7.36487130298769,0.009219758,92.63512869701228,3512,343578.94736842107,0.993421052631579,0.016276041,8613.806883096695,-77.71710526315789,81.55447508836177,0.016276041
19.84090909090909,-53.54610177282509,0.0,0.25454012,0.11363636363636363,79938,84.0340909090909,9.33198750220158,0.008290229,90.6680124977984,3600,344203.63636363635,0.8863636363636364,0.013186823,8834.724964618683,-76.22727272727273,81.71300850010884,0.013186823
21.384615384615383,-44.11679090767216,0.0,0.21372935,0.28846153846153844,89982,82.59615384615384,12.090388307302332,0.0058678207,87.90961169269767,3652,338313.8461538461,0.7115384615384616,0.005504596,8980.223893880844,-72.61538461538461,80.29478606112767,0.005504596
20.425,-41.35464028914799,0.0,0.27231032,0.575,99870,83.5,12.09117437283742,0.0053117517,87.90882562716254,3692,342016.0,0.425,0.0057314252,9094.139868021011,-73.4,81.17879836036725,0.0057314252
20.857142857142858,-39.99521770664089,0.0,0.2679853,0.47619047619047616,109842,83.04761904761905,14.781748223415368,0.0030391747,85.21825177658464,3734,340163.04761904763,0.5238095238095238,0.003984317,9211.170490026474,-70.83333333333333,80.77430344589477,0.003984317
21.155555555555555,-42.97649087135999,0.0,0.20500195,0.6,119724,82.73333333333333,12.883531892559995,0.005370689,87.11646810744001,3779,338875.73333333334,0.4,0.0057181334,9339.65500164032,-72.11111111111111,80.49457710706018,0.0057181334
20.864864864864863,-39.763931103746394,0.0,0.3075211,0.972972972972973,129953,83.08108108108108,12.342705721381709,0.009405304,87.6572942786183,3816,340300.1081081081,0.02702702702702703,0.00579238,9445.858270168304,-72.83783783783784,80.77288205204938,0.00579238
21.0,-44.19482681039523,0.0,0.21228004,0.5319148936170213,139754,82.93617021276596,13.084013112016438,0.0068536224,86.91598688798356,3863,339706.55319148937,0.46808510638297873,0.007678162,9578.509586572647,-72.1063829787234,80.64358314662839,0.007678162
20.974358974358974,-40.28310045018625,0.0,0.27246255,0.7435897435897436,149905,83.0,13.578941651609712,0.0051544877,86.42105834839028,3902,339968.0,0.2564102564102564,0.0025383332,9691.269964456558,-71.7948717948718,80.67507060303687,0.0025383332
19.75,-40.36330769285668,0.0,0.32998532,0.6,159863,84.125,15.465578901357691,0.007274538,84.53442109864231,3942,344576.0,0.4,0.003591983,9804.740866184235,-71.15,81.79936734130713,0.003591983
20.979166666666668,-41.41296861056477,0.0,0.23792495,0.22916666666666666,169799,82.95833333333333,14.894088741599418,0.0060965954,85.10591125840058,3990,339797.3333333333,0.7708333333333334,0.0048322035,9937.356307029724,-70.60416666666667,80.66516113357919,0.0048322035
21.404761904761905,-40.337410486803705,0.0,0.22837627,0.6190476190476191,179935,82.52380952380952,14.371473223465339,0.0031318222,85.62852677653466,4032,338017.5238095238,0.38095238095238093,0.0044397092,10054.2955493927,-70.69047619047619,80.2670902070418,0.0044397092
20.81081081081081,-40.41687414769979,0.0,0.2833674,0.7837837837837838,189723,83.10810810810811,13.912709069511703,0.0043545817,86.0872909304883,4069,340410.8108108108,0.21621621621621623,0.0023618652,10163.560571432114,-71.56756756756756,80.81934154715827,0.0023618652
