TtR,AttNC,Fce,EpisodesSoFar,TimeElapsed,AttC,entropy,meankl,optimgain,TimestepsSoFar,surrgain,MtR,entloss
88.5,1.5909090909090908,0.12613252660793647,4762,6004.394591808319,1.4090909090909092,1.5609138,0.0011099103,0.00067540107,1019782,0.00067540107,16.98032944855942,0.0
82.0,1.6458333333333333,0.11947456838764399,4810,6061.604054689407,1.3541666666666667,1.5506588,0.0021047224,0.0018286479,1029960,0.0018286479,15.734935535565404,0.0
90.4390243902439,1.6829268292682926,0.12397212543554009,4851,6117.248463630676,1.3170731707317074,1.5392193,0.0010644959,0.00026736094,1039967,0.00026736094,17.191331565894043,0.0
86.04545454545455,1.6363636363636365,0.144469893742621,4895,6177.824223518372,1.3636363636363635,1.5343825,0.0013908996,0.00071354804,1049987,0.00071354804,16.364244138790326,0.0
80.18181818181819,1.7045454545454546,0.14338913229785982,4939,6243.679025888443,1.2954545454545454,1.5186437,0.0019636175,0.0005010648,1059769,0.0005010648,15.259033676509254,0.0
85.66666666666667,1.6666666666666667,0.12700428783429638,4984,6298.879012823105,1.3333333333333333,1.525014,0.004569463,0.00061257934,1069777,0.00061257934,16.46693000074575,0.0
76.3125,1.5,0.1257817156236697,5032,6353.095765352249,1.5,1.5242586,0.0011153761,0.00025776366,1079845,0.00025776366,14.74437639374719,0.0
85.91489361702128,1.3404255319148937,0.12211997344792651,5079,6413.3710832595825,1.6595744680851063,1.529663,0.012994781,0.0005725052,1089906,0.0005725052,16.167193863900952,0.0
90.55813953488372,1.697674418604651,0.16956072351421184,5122,6473.522896051407,1.302325581395349,1.5258,0.004950669,0.0007168475,1099917,0.0007168475,17.43841378898395,0.0
88.4,1.5555555555555556,0.15170499194847023,5167,6531.602981328964,1.4444444444444444,1.5052469,0.0012888238,0.00076943246,1109952,0.00076943246,16.949834865296406,0.0
79.83673469387755,1.4285714285714286,0.1348304953234912,5216,6590.591193914413,1.5714285714285714,1.5123649,0.0011355116,0.000406427,1119868,0.000406427,15.509348177702034,0.0
85.63636363636364,1.6818181818181819,0.12057808857808862,5260,6645.619377374649,1.3181818181818181,1.4999578,0.002770648,0.00019929059,1129904,0.00019929059,16.276249430814946,0.0
80.6,1.5333333333333334,0.10979633699633704,5305,6707.9681186676025,1.4666666666666666,1.5022327,0.0028925894,0.00085673627,1139758,0.00085673627,15.564552172511513,0.0
93.525,1.6,0.1247,5345,6765.08332824707,1.4,1.5341005,0.0017673357,0.00056091207,1149758,0.00056091207,17.665670617362103,0.0
84.06818181818181,1.5454545454545454,0.11865377176015478,5389,6821.869909524918,1.4545454545454546,1.5323459,0.0013087383,0.00016915804,1159908,0.00016915804,16.116394369300476,0.0
81.97674418604652,1.8372093023255813,0.13246511627906976,5432,6881.08345913887,1.1627906976744187,1.542106,0.0037752362,0.00089841307,1169913,0.00089841307,15.343807474845544,0.0
80.67391304347827,1.6956521739130435,0.11466365518539433,5478,6940.975896596909,1.3043478260869565,1.55563,0.0051425956,0.00044079692,1179959,0.00044079692,15.357160455849257,0.0
84.92857142857143,1.7857142857142858,0.11323809523809526,5520,6998.512070178986,1.2142857142857142,1.5372341,0.0022720592,0.00035838317,1189963,0.00035838317,16.148660478820638,0.0
84.81818181818181,1.5681818181818181,0.12373160173160173,5564,7058.6257536411285,1.4318181818181819,1.5281901,0.0024715401,0.0001404897,1199979,0.0001404897,15.888556137361375,0.0
82.70454545454545,1.6590909090909092,0.13606493506493508,5608,7110.236356973648,1.3409090909090908,1.4905123,0.001662384,0.00046008656,1209991,0.00046008656,15.77431607084241,0.0
77.93333333333334,1.8,0.10954771241830065,5653,7171.8562116622925,1.2,1.4905914,0.00023869143,0.00010804774,1219805,0.00010804774,14.676392008824497,0.0
81.92857142857143,1.6904761904761905,0.10996387520525455,5695,7229.2245581150055,1.3095238095238095,1.500611,0.0010509411,0.00071303814,1229837,0.00071303814,15.483995086757007,0.0
85.43181818181819,1.7045454545454546,0.12091179117911793,5739,7292.060449361801,1.2954545454545454,1.5367844,0.0045565553,0.0006180679,1239949,0.0006180679,16.23592255690015,0.0
67.88888888888889,1.3703703703703705,0.12590661922710727,5793,7348.536140680313,1.6296296296296295,1.543213,0.009228491,0.0017151021,1249958,0.0017151021,13.336091053258146,0.0
81.5,1.3541666666666667,0.12991942653306293,5841,7406.373717546463,1.6458333333333333,1.5444741,0.002096374,0.0008749514,1259921,0.0008749514,15.616372685713136,0.0
74.9423076923077,1.25,0.11948054738340695,5893,7462.078580856323,1.75,1.5446776,0.0014990944,0.00085909426,1269950,0.00085909426,14.233521672876877,0.0
74.93877551020408,1.6122448979591837,0.10673471183855869,5942,7528.731714963913,1.3877551020408163,1.5279567,0.0011842526,0.0005941213,1279950,0.0005941213,14.506161116850656,0.0
75.9375,1.3958333333333333,0.12226054776681583,5990,7580.807651758194,1.6041666666666667,1.5178224,0.0016835536,0.00027327272,1289768,0.00027327272,14.73968537164337,0.0
75.44680851063829,1.4893617021276595,0.1378596105511162,6037,7634.461375951767,1.5106382978723405,1.51416,0.0014346418,0.0003584269,1299929,0.0003584269,14.502761242525064,0.0
79.95652173913044,1.4130434782608696,0.11128410573715654,6083,7697.856734991074,1.5869565217391304,1.5123292,0.002403886,0.0010098958,1309917,0.0010098958,15.276736201220293,0.0
92.78571428571429,1.7142857142857142,0.12785281385281386,6125,7755.072585821152,1.2857142857142858,1.477295,0.0032081539,0.00028766072,1319929,0.00028766072,17.560983331415404,0.0
70.65306122448979,1.5510204081632653,0.1304833533779715,6174,7814.467247247696,1.4489795918367347,1.4738882,0.0035231614,0.00079376897,1329790,0.00079376897,13.709118206239737,0.0
76.125,1.5625,0.1405860479052913,6222,7871.594495773315,1.4375,1.47692,0.0026983728,0.00046848247,1339877,0.00046848247,14.635311070547246,0.0
80.52272727272727,1.8636363636363635,0.12329742785858483,6266,7925.816926717758,1.1363636363636365,1.4844948,0.002771196,0.00078102393,1349821,0.00078102393,15.605258664310913,0.0
76.02,1.46,0.1157150553150553,6316,7995.954785823822,1.54,1.4787626,0.00081972865,0.0006875514,1359911,0.0006875514,14.475441774072486,0.0
74.58823529411765,1.2745098039215685,0.11132957170108874,6367,8049.4580409526825,1.7254901960784315,1.4812888,0.00043038494,0.0007996773,1369865,0.0007996773,14.204857297596567,0.0
83.55319148936171,1.702127659574468,0.1289121353391814,6414,8114.851478099823,1.297872340425532,1.4733013,0.0056113484,0.00033359832,1379927,0.00033359832,16.21222844822143,0.0
75.79591836734694,1.346938775510204,0.12385273849204292,6463,8170.385176181793,1.653061224489796,1.4620792,0.0011744767,0.00034911092,1389825,0.00034911092,14.659313419619043,0.0
75.06818181818181,1.6590909090909092,0.10833254438544326,6507,8227.123275279999,1.3409090909090908,1.4696151,0.0027925833,0.00052933657,1399776,0.00052933657,14.310220986910178,0.0
