optimgain,AttC,AttNC,TimeElapsed,TtR,entloss,MtR,entropy,Tmt,Tmc,Tbt,MpbtN,EpisodesSoFar,TimestepsSoFar,meankl,MpbtA,surrgain,Ptt
0.0045598606,1.2,1.8,12081.317191839218,-126.93333333333334,0.0,-25.933583544892226,0.33896467,75.37777777777778,28.68888888888889,308747.3777777778,55.99836507298672,4938,569919,0.0040823575,44.001634927013285,0.0045598606,73.51095003952764
0.0038336085,1.5227272727272727,1.4772727272727273,12193.096878767014,-128.1818181818182,0.0,-25.579249094323952,0.34284484,76.47727272727273,27.59090909090909,313250.9090909091,55.814236390681984,4982,579932,0.0030374879,44.185763609318,0.0038336085,74.53989968724203
0.00511768,1.5454545454545454,1.4545454545454546,12307.878071784973,-132.47727272727272,0.0,-26.59222151526891,0.362776,76.47727272727273,27.522727272727273,313250.9090909091,57.62330377547622,5026,589986,0.004930523,42.3766962245238,0.00511768,74.58390730233855
0.004502422,1.3953488372093024,1.6046511627906976,12420.258712291718,-126.90697674418605,0.0,-25.73085476674712,0.35944158,76.23255813953489,27.767441860465116,312248.5581395349,55.42859781894508,5069,599784,0.004119852,44.571402181054914,0.004502422,74.35433178481152
0.0045694327,1.3409090909090908,1.6590909090909092,12534.868317127228,-130.63636363636363,0.0,-26.153643818208636,0.36487666,75.79545454545455,28.227272727272727,310458.1818181818,57.344155662975844,5113,609821,0.003753225,42.65584433702415,0.0045694327,73.93077987734704
0.0051115784,1.8085106382978724,1.1914893617021276,12652.264755487442,-134.17021276595744,0.0,-27.33612154964983,0.3596823,77.02127659574468,26.97872340425532,315479.1489361702,58.074070074542604,5160,619900,0.0040437668,41.92592992545738,0.0051115784,75.0909651876696
0.0043549254,1.8181818181818181,1.1818181818181819,12763.357977628708,-137.52272727272728,0.0,-27.342929989027994,0.35914966,77.36363636363636,26.636363636363637,316881.45454545453,59.16509786772733,5204,629857,0.004355519,40.83490213227265,0.0043549254,75.41023644936703
0.004184149,1.4565217391304348,1.5434782608695652,12878.337927341461,-120.71739130434783,0.0,-24.809867845057067,0.33334023,75.23913043478261,28.782608695652176,308179.47826086957,53.43181866977693,5250,639919,0.0041194772,46.56818133022307,0.004184149,73.41138030654021
0.0055890717,1.6136363636363635,1.3863636363636365,12994.411493301392,-134.52272727272728,0.0,-27.236166774939637,0.342447,76.93181818181819,27.068181818181817,315112.7272727273,58.153317342130975,5294,649798,0.005216936,41.84668265786903,0.0055890717,75.00816910072639
0.0040185424,1.297872340425532,1.702127659574468,13111.152605056763,-128.10638297872342,0.0,-26.418923686456132,0.27773303,75.87234042553192,28.127659574468087,310773.10638297873,56.29112085625871,5341,659976,0.004625135,43.70887914374129,0.0040185424,74.01699695635266
0.003279262,1.0,2.0,13223.172991991043,-125.11363636363636,0.0,-25.66602584896085,0.2760992,76.06818181818181,27.954545454545453,311575.2727272727,54.85132240748109,5385,669834,0.004672866,45.14867759251891,0.003279262,74.18340426143352
0.0051255384,0.6222222222222222,2.3777777777777778,13341.319682836533,-129.26666666666668,0.0,-27.439693677584373,0.29192826,75.75555555555556,28.266666666666666,310294.7555555556,56.937702906409534,5430,679871,0.0057847924,43.06229709359045,0.0051255384,73.89610762650517
0.0040317816,1.4,1.6,13455.887102365494,-125.2,0.0,-26.21885530843841,0.31337455,75.86666666666666,28.133333333333333,310749.86666666664,54.99396969689575,5475,689787,0.004457785,45.00603030310424,0.0040317816,74.01382390323873
0.004052951,1.5957446808510638,1.4042553191489362,13569.24804854393,-127.59574468085107,0.0,-26.804622976027346,0.29031366,76.74468085106383,27.27659574468085,314346.21276595746,55.394050256789214,5522,699925,0.004764928,44.60594974321077,0.004052951,74.81982502816318
0.00434375,1.4666666666666666,1.5333333333333334,13684.005177021027,-126.93333333333334,0.0,-26.61773667385301,0.3070627,76.5111111111111,27.488888888888887,313389.5111111111,55.253819417090625,5567,709856,0.0035858364,44.746180582909375,0.00434375,74.6156538278948
0.004588252,1.565217391304348,1.434782608695652,13798.910251140594,-130.30434782608697,0.0,-26.183881316691544,0.30817235,76.56521739130434,27.456521739130434,313611.1304347826,56.67187199039154,5613,719865,0.0053726435,43.32812800960846,0.004588252,74.65120537023931
0.005325182,1.2444444444444445,1.7555555555555555,13913.028549909592,-125.86666666666666,0.0,-26.049435813772636,0.31117493,76.84444444444445,27.177777777777777,314754.84444444446,54.62125596063196,5658,729825,0.005967059,45.37874403936804,0.005325182,74.9128890325368
0.00415886,1.3333333333333333,1.6666666666666667,14028.192794799805,-132.13333333333333,0.0,-27.20329965542633,0.31716537,76.4,27.622222222222224,312934.4,57.516754241495036,5703,739824,0.004369276,42.48324575850498,0.00415886,74.49538731571079
0.004001467,1.3695652173913044,1.6304347826086956,14140.851811408997,-132.19565217391303,0.0,-26.99017257332499,0.29492033,76.71739130434783,27.304347826086957,314234.4347826087,57.35016637946173,5749,749839,0.0043751826,42.64983362053827,0.004001467,74.79337369823311
0.0051761144,0.9777777777777777,2.022222222222222,14253.427450418472,-122.66666666666667,0.0,-24.79087260920813,0.27893016,75.46666666666667,28.533333333333335,309111.4666666667,54.19942814667423,5794,759985,0.0056818128,45.80057185332578,0.0051761144,73.63764139646639
0.0033645304,1.1555555555555554,1.8444444444444446,14368.375308513641,-126.6,0.0,-26.69722006753532,0.28134042,75.64444444444445,28.4,309839.64444444445,55.79273658088336,5839,769844,0.003630977,44.20726341911666,0.0033645304,73.77600347289817
0.0037605572,1.434782608695652,1.565217391304348,14484.82989692688,-127.82608695652173,0.0,-26.552799083507367,0.27596703,75.15217391304348,28.869565217391305,307823.3043478261,56.686560357944394,5885,779949,0.004487081,43.313439642055606,0.0037605572,73.32947635382304
0.0039431397,1.25,1.75,14598.801569700241,-122.25,0.0,-25.517695490602204,0.27905345,75.56818181818181,28.454545454545453,309527.2727272727,53.88260242888403,5929,789847,0.0040680743,46.11739757111598,0.0039431397,73.71874336538612
0.004273166,1.2173913043478262,1.7826086956521738,14716.187499761581,-129.2608695652174,0.0,-27.12287617215303,0.28164995,76.1086956521739,27.934782608695652,311741.2173913043,56.62345203321971,5975,799854,0.00515057,43.37654796678029,0.004273166,74.21027547229251
0.003566555,1.2608695652173914,1.7391304347826086,14830.96672821045,-126.58695652173913,0.0,-26.704081105952245,0.2709466,76.32608695652173,27.67391304347826,312631.652173913,55.22777679623744,6021,809786,0.004072988,44.77222320376255,0.003566555,74.44051888369678
0.004106439,1.173913043478261,1.826086956521739,14946.172501802444,-128.80434782608697,0.0,-27.13474064874789,0.29202843,76.06521739130434,27.934782608695652,311563.1304347826,56.46898759780815,6067,819915,0.0047027734,43.53101240219185,0.004106439,74.19899266025395
0.0039993725,1.565217391304348,1.434782608695652,15064.047651290894,-127.5,0.0,-26.338799069303786,0.3014695,76.6086956521739,27.391304347826086,313789.2173913043,55.41820669303217,6113,829974,0.0038070364,44.58179330696782,0.0039993725,74.70496562385252
0.0046801404,1.8,1.2,15182.314618825912,-129.13333333333333,0.0,-26.532934999485768,0.29866913,75.82222222222222,28.22222222222222,310567.8222222222,56.843971646414786,6158,839893,0.004748209,43.156028353585214,0.0046801404,73.94163346249985
0.0045715547,1.3333333333333333,1.6666666666666667,15299.482454299927,-131.13333333333333,0.0,-27.245601799803882,0.31212825,76.46666666666667,27.533333333333335,313207.4666666667,57.14312257239814,6203,849825,0.0043379283,42.85687742760184,0.0045715547,74.57387157378282
0.004842865,2.022222222222222,0.9777777777777777,15414.055319547653,-127.0,0.0,-25.490779483202783,0.31203404,75.6,28.4,309657.6,55.97000363968063,6248,859824,0.004615097,44.02999636031938,0.004842865,73.76303381010199
0.005123234,1.7333333333333334,1.2666666666666666,15528.0262362957,-125.66666666666667,0.0,-25.585308287998945,0.32574847,75.71111111111111,28.31111111111111,310112.7111111111,55.33687939824358,6293,869889,0.004475967,44.66312060175641,0.005123234,73.85202382998206
0.004537857,1.4772727272727273,1.5227272727272727,15640.191665172577,-123.3409090909091,0.0,-24.793399674277524,0.31886634,75.9090909090909,28.113636363636363,310923.63636363635,54.06714008534543,6337,879800,0.0054214,45.932859914654564,0.004537857,74.03580875090499
0.0044370685,1.5333333333333334,1.4666666666666666,15753.013752937317,-127.6,0.0,-25.963419438060612,0.33623657,75.97777777777777,28.066666666666666,311204.97777777776,55.943631384092754,6382,889965,0.0049465033,44.05636861590725,0.0044370685,74.08643239227021
0.004553019,1.7555555555555555,1.2444444444444445,15868.177108049393,-126.0,0.0,-25.64679459957453,0.3187576,76.42222222222222,27.6,313025.4222222222,54.950823611652524,6427,899834,0.0043998905,45.04917638834749,0.004553019,74.5168749381882
0.003624119,1.8222222222222222,1.1777777777777778,15981.132870912552,-129.6,0.0,-26.254272189219183,0.34649104,77.26666666666667,26.755555555555556,316484.26666666666,55.88511414175354,6472,909782,0.0028649124,44.11488585824645,0.003624119,75.30743019407834
0.0048843455,2.130434782608696,0.8695652173913043,16096.537861347198,-126.0,0.0,-25.250175802156008,0.31911916,76.04347826086956,28.0,311474.0869565217,55.174804139926586,6518,919913,0.004790277,44.82519586007341,0.0048843455,74.14866031905173
0.0038331288,1.434782608695652,1.565217391304348,16212.3203394413,-121.8913043478261,0.0,-25.23707016414769,0.32317644,76.15217391304348,27.847826086956523,311919.3043478261,53.31039398012346,6564,929978,0.0036814625,46.68960601987654,0.0038331288,74.27988688886198
0.0042528566,1.7173913043478262,1.2826086956521738,16329.828637361526,-125.02173913043478,0.0,-25.71976424656005,0.3299249,76.73913043478261,27.304347826086957,314323.47826086957,54.248657985500685,6610,939919,0.0037130066,45.75134201449932,0.0042528566,74.80068149040544
0.004979423,2.111111111111111,0.8888888888888888,16448.204406261444,-131.33333333333334,0.0,-26.192124655479866,0.3306983,75.68888888888888,28.355555555555554,310021.68888888886,57.77046606193847,6655,949877,0.005162706,42.229533938061515,0.004979423,73.81662207806987
0.003998549,1.6,1.4,16561.20529437065,-126.0,0.0,-25.75480711364759,0.32071152,76.44444444444444,27.57777777777778,313116.44444444444,54.87260346184545,6700,959861,0.0035116693,45.12739653815455,0.003998549,74.53835383184807
0.0046842163,1.711111111111111,1.288888888888889,16672.412224531174,-128.2,0.0,-25.93217444501853,0.30592564,76.4,27.6,312934.4,55.720805144425846,6745,969878,0.0047735306,44.27919485557416,0.0046842163,74.51054780886857
0.004619931,1.3111111111111111,1.6888888888888889,16787.039089679718,-127.13333333333334,0.0,-26.076021207800316,0.28934118,76.33333333333333,27.666666666666668,312661.3333333333,55.45762192398704,6790,979937,0.0040853433,44.54237807601294,0.004619931,74.45011183234753
0.004431239,1.065217391304348,1.934782608695652,16900.942932844162,-122.34782608695652,0.0,-25.504095411548544,0.27952546,76.6304347826087,27.391304347826086,313878.26086956525,53.22938899847984,6836,989967,0.0047746496,46.77061100152016,0.004431239,74.71400523079717
0.006016517,0.8913043478260869,2.108695652173913,17016.09083390236,-127.82608695652173,0.0,-26.610676934586625,0.2989643,76.23913043478261,27.76086956521739,312275.47826086957,55.82043606997909,6882,999896,0.006170651,44.17956393002095,0.006016517,74.36323360728552
0.005020362,1.3111111111111111,1.6888888888888889,17131.47162103653,-121.4,0.0,-24.581269207625,0.30853534,75.13333333333334,28.91111111111111,307746.13333333336,53.79940430918041,6927,1009962,0.005339446,46.200595690819604,0.005020362,73.29686702138989
0.0045739724,1.391304347826087,1.608695652173913,17248.40361881256,-125.41304347826087,0.0,-25.87928893961689,0.29035327,76.06521739130434,27.934782608695652,311563.1304347826,54.983931120508466,6973,1019882,0.0030288133,45.016068879491534,0.0045739724,74.1981095378935
0.0046043773,1.5,1.5,17362.74004292488,-125.02173913043478,0.0,-25.63897874920105,0.2748605,76.04347826086956,27.97826086956522,311474.0869565217,54.755326734065264,7019,1029871,0.004857426,45.244673265934736,0.0046043773,74.16478856708913
0.0035534506,1.3043478260869565,1.6956521739130435,17475.96226811409,-120.84782608695652,0.0,-25.540685638732885,0.2861936,75.93478260869566,28.065217391304348,311028.8695652174,53.08846256437583,7065,1039953,0.0039961133,46.91153743562417,0.0035534506,74.07719261506938
0.0034053074,1.5,1.5,17594.14235520363,-124.56521739130434,0.0,-25.75386285447451,0.29307216,75.6304347826087,28.391304347826086,309782.26086956525,54.90684858042333,7111,1049940,0.0029286798,45.09315141957668,0.0034053074,73.77812586463689
0.0048181633,1.3829787234042554,1.6170212765957446,17712.309314012527,-128.87234042553192,0.0,-26.547345526170833,0.28418443,77.19148936170212,26.80851063829787,316176.3404255319,55.66993580679196,7158,1059895,0.004962194,44.33006419320803,0.0048181633,75.25140409802238
0.00466368,1.3191489361702127,1.6808510638297873,17827.696220636368,-125.42553191489361,0.0,-26.232848152924678,0.29643402,76.65957446808511,27.361702127659573,313997.6170212766,54.552610138228005,7205,1069983,0.0047132373,45.447389861772,0.00466368,74.74106013669319
0.0042032003,1.2666666666666666,1.7333333333333334,17942.91438627243,-123.26666666666667,0.0,-25.11746425215182,0.2869144,77.02222222222223,26.977777777777778,315483.02222222224,53.34037018529786,7250,1079803,0.0050421823,46.65962981470214,0.0042032003,75.0924651084338
0.005232941,1.9574468085106382,1.0425531914893618,18061.082872629166,-130.72340425531914,0.0,-26.645175662665412,0.30692345,75.85106382978724,28.170212765957448,310685.9574468085,57.35545008774474,7297,1089867,0.00495715,42.64454991225524,0.005232941,73.98374358472736
