meankl,TimestepsSoFar,AttNC,MpbtA,surrgain,entloss,TimeElapsed,TtR,optimgain,MtR,Tmt,MpbtN,Tbt,Ptt,AttC,Tmc,EpisodesSoFar,entropy
0.009427455,9981,0.0,4.818566874808043,0.022158112,0.0,1973.1898386478424,-80.44579780755177,0.022158112,-76.13356901317928,84.52253349573691,95.18143312519172,346204.2971985384,82.2001461567445,1.0,19.30694275274056,821,0.6837665
0.010009394,19986,0.0,4.791405177542307,0.014995877,0.0,3740.1825137138367,-80.34149659863945,0.014995877,-75.51597032240734,84.3891156462585,95.20859482245748,345657.8176870748,82.0688372380112,1.0,19.45034013605442,1556,0.6551539
0.010462097,29993,0.0,4.582112136705614,0.018649297,0.0,5304.139276742935,-80.31993817619784,0.018649297,-74.83763180089632,84.18083462132921,95.41788786329413,344804.69860896445,81.84851542090578,1.0,19.69242658423493,2203,0.60730517
0.010195996,39980,0.0,4.450081130321259,0.023991363,0.0,6536.137768030167,-80.64497041420118,0.023991363,-73.69461133462893,84.40631163708086,95.54991886967855,345728.2524654832,82.07820815449725,1.0,19.441814595660748,2710,0.5435646
0.009981212,49990,0.0,4.746128833394169,0.024054836,0.0,7455.612185001373,-80.192,0.024054836,-71.14993401054492,84.19733333333333,95.25387116660588,344872.27733333333,81.87901032962066,1.0,19.656,3085,0.46934178
0.009432982,59993,0.0,5.53390235047162,0.019680368,0.0,8085.825563430786,-79.52325581395348,0.019680368,-67.40026390697948,84.18604651162791,94.46609764952842,344826.0465116279,81.85478606748171,1.0,19.686046511627907,3343,0.39387035
0.008999244,69898,0.006666666666666667,7.063194525795587,0.019720733,0.0,8460.15465259552,-77.62666666666667,0.019720733,-60.190363165812975,83.53333333333333,92.93680547420445,342152.5333333333,81.22165987982186,0.9933333333333333,20.373333333333335,3493,0.32579255
0.008133965,79915,0.010309278350515464,8.952292807415985,0.016825529,0.0,8707.371933460236,-76.16494845360825,0.016825529,-52.71609903598316,83.63917525773196,91.04770719258403,342586.0618556701,81.32678244654046,0.9896907216494846,20.257731958762886,3590,0.263452
0.0048912223,89984,0.14545454545454545,13.120159871709642,0.0097531825,0.0,8860.58542227745,-72.14545454545454,0.0097531825,-43.10121008895048,82.98181818181818,86.87984012829037,339893.5272727273,80.69384695159364,0.8545454545454545,20.945454545454545,3645,0.25432238
0.0040513217,99963,0.14,12.69922365131735,0.0074216537,0.0,8998.69018292427,-72.96,0.0074216537,-41.766678908551825,83.56,87.30077634868263,342261.76,81.29916212750246,0.86,20.28,3695,0.2140855
0.0044393716,109966,0.3409090909090909,12.480423068637753,0.007290631,0.0,9120.948469877243,-73.5,0.007290631,-41.27006834040865,84.0,87.51957693136222,344064.0,81.69120614515181,0.6590909090909091,19.863636363636363,3739,0.19097549
0.0033216416,119854,0.8333333333333334,11.994535414755841,0.007514981,0.0,9230.57139801979,-73.80555555555556,0.007514981,-40.475743653429966,83.86111111111111,88.00546458524417,343495.1111111111,81.47624573187026,0.16666666666666666,20.11111111111111,3775,0.24122334
0.0026812146,129844,0.5609756097560976,11.654170880377709,0.0066204835,0.0,9345.586225271225,-73.14634146341463,0.0066204835,-41.14830456796573,82.73170731707317,88.3458291196223,338869.0731707317,80.48104588350809,0.43902439024390244,21.170731707317074,3816,0.19539216
0.0016437578,139770,0.7297297297297297,11.494483996667185,0.0054470534,0.0,9468.241530656815,-73.75675675675676,0.0054470534,-40.8860714309612,83.29729729729729,88.50551600333279,341185.7297297297,80.97345135568983,0.2702702702702703,20.64864864864865,3853,0.21990064
0.0037694394,149874,0.625,11.168545350165406,0.006059668,0.0,9580.159178972244,-73.7,0.006059668,-41.49075800441892,82.95,88.83145464983457,339763.2,80.68641574944299,0.375,20.95,3893,0.18480667
0.0023267546,159895,0.8611111111111112,10.025323185813763,0.006243817,0.0,9684.58378648758,-75.22222222222223,0.006243817,-41.287947856646994,83.58333333333333,89.97467681418624,342357.3333333333,81.28428728234063,0.1388888888888889,20.305555555555557,3929,0.20313847
0.0016947103,169794,0.7297297297297297,11.486962182100509,0.004034537,0.0,9799.41949915886,-73.78378378378379,0.004034537,-40.57800619303018,83.32432432432432,88.51303781789947,341296.4324324324,81.01800278342994,0.2702702702702703,20.594594594594593,3966,0.1736092
0.0015932259,179887,0.7428571428571429,10.771179097863097,0.0050758226,0.0,9907.62387394905,-73.88571428571429,0.0050758226,-39.46126278955844,82.77142857142857,89.22882090213687,339031.77142857143,80.50795430868389,0.2571428571428571,21.142857142857142,4001,0.19268121
0.0027197313,189820,0.8611111111111112,9.979318732154889,0.0054635126,0.0,10012.743257522583,-75.08333333333333,0.0054635126,-41.34837735557159,83.36111111111111,90.0206812678451,341447.1111111111,81.01216414570534,0.1388888888888889,20.61111111111111,4037,0.19036984
0.0037291595,199857,0.8378378378378378,10.969014859190638,0.0077501405,0.0,10128.102924346924,-75.16216216216216,0.0077501405,-42.16426438271024,84.4054054054054,89.03098514080935,345724.54054054053,82.108774141074,0.16216216216216217,19.405405405405407,4074,0.22800787
0.0023337775,209843,0.6756756756756757,12.242967502843046,0.00471875,0.0,10237.447042703629,-72.62162162162163,0.00471875,-40.05076513627794,82.72972972972973,87.75703249715696,338860.97297297296,80.44538304242425,0.32432432432432434,21.216216216216218,4111,0.20375454
0.0021850858,219869,0.7837837837837838,11.19254355343733,0.0070961914,0.0,10343.833214521408,-74.16216216216216,0.0070961914,-40.85562239311187,83.48648648648648,88.80745644656264,341960.64864864864,81.17004679808947,0.21621621621621623,20.43243243243243,4148,0.21171519
0.0027338252,229835,0.6842105263157895,12.169547822562091,0.0068303132,0.0,10461.453541517258,-72.60526315789474,0.0068303132,-40.21925510555759,82.6842105263158,87.8304521774379,338674.5263157895,80.42245454203976,0.3157894736842105,21.236842105263158,4186,0.19558609
0.00443187,239904,0.8108108108108109,11.321932357125506,0.010341357,0.0,10573.92104959488,-73.62162162162163,0.010341357,-40.53592939605783,83.0,88.6780676428745,339968.0,80.6767812851215,0.1891891891891892,20.972972972972972,4223,0.24385568
0.0019299578,249890,0.6666666666666666,10.919931712889916,0.005979496,0.0,10687.311051368713,-73.74358974358974,0.005979496,-40.61108304594657,82.76923076923077,89.08006828711008,339022.76923076925,80.47988611922283,0.3333333333333333,21.17948717948718,4262,0.19179267
0.0016879303,259921,0.7777777777777778,10.872270449391339,0.005942627,0.0,10801.244808197021,-74.11111111111111,0.005942627,-40.75783964753899,83.13888888888889,89.12772955060865,340536.8888888889,80.84819131123383,0.2222222222222222,20.77777777777778,4298,0.20509814
