entloss,AttNC,EpisodesSoFar,TimeElapsed,MtR,TtR,optimgain,Fce,AttC,TimestepsSoFar,meankl,surrgain,entropy
0.0,2.6666666666666665,45,347.9796943664551,22.411961310721964,385.77777777777777,1.5816651e-05,0.1675141441036178,7.333333333333333,9753,0.00039168002,1.5816651e-05,1.4205319
0.0,2.4782608695652173,91,654.1634924411774,23.249077361946824,405.2173913043478,0.0001678772,0.16997529892670557,7.521739130434782,19999,0.004431726,0.0001678772,1.4732231
0.0,1.7872340425531914,138,1031.26229262352,21.4721568687805,369.1489361702128,1.5096283e-05,0.16606595454547643,8.212765957446809,29972,0.0014552511,1.5096283e-05,1.4767963
0.0,3.2954545454545454,182,1373.2592284679413,24.453334902837927,419.77272727272725,0.00016245544,0.1784503481643441,6.704545454545454,39801,0.0020560692,0.00016245544,1.4840523
0.0,2.1372549019607843,233,1739.0605039596558,23.04142624472048,387.05882352941177,0.00018795228,0.18263679343750375,7.862745098039215,49886,0.0026550153,0.00018795228,1.4993472
0.0,2.2222222222222223,287,2104.171115398407,23.668789907475862,393.14814814814815,0.0008757002,0.18851506431093515,7.777777777777778,59899,0.0030808707,0.0008757002,1.4966938
0.0,1.935483870967742,349,2481.260709285736,21.773327945165367,351.93548387096774,0.0007899384,0.18835367732824446,8.064516129032258,69838,0.0054801865,0.0007899384,1.4881562
0.0,2.4782608695652173,418,2840.620824575424,26.956304405225048,432.8985507246377,0.0024585514,0.23505101325503228,7.521739130434782,79907,0.0023997843,0.0024585514,1.4762497
0.0,2.875,498,3191.7156312465668,25.422838981520567,411.75,0.0005316707,0.257208264830307,7.125,89975,0.0009554192,0.0005316707,1.4578968
0.0,4.064516129032258,560,3551.0764343738556,34.464611205965916,567.258064516129,0.00049819413,0.29832191340686975,5.935483870967742,99853,0.0017430466,0.00049819413,1.429565
0.0,3.742857142857143,630,3947.872213125229,33.07612941556106,542.0,0.0009590401,0.2853354906767988,6.257142857142857,109992,0.0080981925,0.0009590401,1.3948939
0.0,4.125,702,4339.934839725494,39.04465133869558,649.7222222222222,0.0005592615,0.355240072273961,5.875,119993,0.0042893123,0.0005592615,1.3548021
0.0,4.863636363636363,768,4692.032890796661,46.59125283386522,786.060606060606,0.0005598642,0.3925858536791216,5.136363636363637,129757,0.003289834,0.0005598642,1.3107947
0.0,5.60655737704918,829,5059.987577199936,55.2107301409333,942.4590163934427,0.000987179,0.43441556096261147,4.39344262295082,139929,0.008062761,0.000987179,1.2717443
0.0,5.833333333333333,889,5415.0548458099365,64.10078911914557,1097.5,0.000906734,0.5150549381886032,4.166666666666667,149853,0.0019463643,0.000906734,1.236144
0.0,6.283333333333333,949,5759.194361209869,67.00276673194047,1159.3333333333333,0.00063151924,0.5291863868136238,3.716666666666667,159958,0.0029552546,0.00063151924,1.199081
0.0,5.564516129032258,1011,6084.632894515991,63.93639471318538,1101.4516129032259,0.0009819146,0.5334206388744492,4.435483870967742,169882,0.009262942,0.0009819146,1.1578809
0.0,7.54,1061,6441.350899219513,76.5260437361177,1327.2,0.0006210752,0.5805547442826247,2.46,179869,0.0036323925,0.0006210752,1.1315962
0.0,7.2075471698113205,1114,6809.358947277069,79.05860493272309,1370.377358490566,0.00095840974,0.6115370836157191,2.792452830188679,189955,0.005033169,0.00095840974,1.0879563
0.0,7.72,1164,7172.919747829437,90.62795055687026,1579.4,0.0007189254,0.6679818120046123,2.28,199864,0.0014267307,0.0007189254,1.0634202
0.0,8.23404255319149,1211,7540.043393611908,100.49201634190611,1744.6808510638298,0.0005615285,0.7400666014437577,1.7659574468085106,209788,0.0029502423,0.0005615285,1.0256809
0.0,8.27659574468085,1258,7876.575115442276,105.23180397316241,1835.9574468085107,0.00057192764,0.7624671152330729,1.7234042553191489,219798,0.0026542482,0.00057192764,0.9793714
0.0,8.446808510638299,1305,8219.11965084076,107.0156602756208,1869.3617021276596,0.0008207858,0.7749520811548347,1.553191489361702,229927,0.005205736,0.0008207858,0.9258413
0.0,8.083333333333334,1353,8565.602662086487,108.27429665785661,1889.7916666666667,0.00058427796,0.799903772153772,1.9166666666666667,239820,0.005491632,0.00058427796,0.8589043
0.0,9.523809523809524,1395,8949.87263250351,129.76604268055567,2269.5238095238096,0.00038827292,0.9211498793065616,0.47619047619047616,249858,0.0029487298,0.00038827292,0.91137695
0.0,8.020408163265307,1444,9268.811438083649,109.21598065797387,1905.5102040816328,0.000518269,0.811443941533087,1.9795918367346939,259979,0.0046091536,0.000518269,0.85028064
0.0,8.478260869565217,1490,9591.109528303146,117.56615445835035,2055.4347826086955,0.00013889803,0.8505858499321769,1.5217391304347827,269812,0.0004990068,0.00013889803,0.8590927
0.0,8.456521739130435,1536,9890.474268198013,118.92431139087759,2075.6521739130435,0.00041325172,0.860580057623536,1.5434782608695652,279874,0.008579624,0.00041325172,0.7715709
0.0,9.523809523809524,1578,10256.59518122673,132.39176425861422,2317.8571428571427,0.00018134764,0.93789343989344,0.47619047619047616,289898,0.0033823468,0.00018134764,0.7242433
0.0,9.090909090909092,1622,10566.976078987122,128.40131736441373,2245.4545454545455,0.00034288238,0.9282373081463992,0.9090909090909091,299926,0.0068089245,0.00034288238,0.64492214
0.0,9.523809523809524,1664,10875.563994646072,135.43152437891197,2369.5238095238096,0.0005051341,0.9529100529100527,0.47619047619047616,309938,0.010147339,0.0005051341,0.54745543
0.0,9.75609756097561,1705,11175.875671863556,139.03090315441742,2432.682926829268,0.00059934595,0.976459930313589,0.24390243902439024,319945,0.008916962,0.00059934595,0.64495814
