AttNC,entropy,AttC,Tmc,Ptt,EpisodesSoFar,TimeElapsed,entloss,TimestepsSoFar,surrgain,Tmt,TtR,Tbt,MpbtN,optimgain,MtR,MpbtA,meankl
0.0,0.684071,10.0,29.586994727592266,72.65625792008964,569,1325.9732151031494,0.0,9979,0.0032882697,74.45342706502636,-726.2038664323375,304961.237258348,97.5480335283695,0.0032882697,-66.8720846770237,2.4519664716303797,0.0089427885
0.0,0.657872,10.0,30.43035343035343,71.87804583802944,1050,2440.206507205963,0.0,19995,0.0024508436,73.64864864864865,-710.9563409563409,301664.86486486485,96.54660603377297,0.0024508436,-64.42529349715043,3.4533939662270994,0.009206232
0.0,0.616024,10.0,31.2975,71.08298547114158,1450,3328.5346846580505,0.0,29990,0.004387414,72.8375,-691.275,298342.4,94.92340720340458,0.004387414,-61.382038730684116,5.076592796595373,0.009837428
0.0,0.5707232,10.0,32.61875,69.88212330698774,1770,4055.215178966522,0.0,39985,0.004138898,71.6375,-663.78125,293427.2,92.67246297607377,0.004138898,-57.24696658919508,7.327537023926285,0.006908149
0.0,0.52305955,10.0,33.00476190476191,69.53705357857038,1980,4518.70517039299,0.0,49965,0.0049077137,71.3047619047619,-619.9047619047619,292064.30476190476,86.96915867180623,0.0049077137,-49.81760570516525,13.03084132819372,0.008555531
0.047619047619047616,0.51952916,9.952380952380953,33.49523809523809,69.09655252931296,2085,4771.464152097702,0.0,59924,0.002748399,70.86666666666666,-519.3333333333334,290269.86666666664,73.24858086105934,0.002748399,-35.77351585966757,26.751419138940655,0.0035472242
0.0963855421686747,0.47919714,9.903614457831326,36.036144578313255,66.80950382928087,2168,4977.0424728393555,0.0,69944,0.0031395932,68.62650602409639,-429.3975903614458,281094.1686746988,62.44545862253375,0.0031395932,-27.61015632679073,37.55454137746625,0.0042447904
1.8392857142857142,0.44242698,8.160714285714286,37.285714285714285,65.6797810992114,2224,5139.705917835236,0.0,79843,0.0024973075,67.5,-303.2142857142857,276480.0,44.777872067023395,0.0024973075,-18.45649661009127,55.222127932976626,0.003291691
2.0344827586206895,0.44160026,7.9655172413793105,40.10344827586207,63.08573668308621,2282,5286.002362728119,0.0,89859,0.0027882983,64.84482758620689,-234.31034482758622,265604.4137931034,36.002484800726556,0.0027882983,-14.844751885397732,63.99751519927344,0.0028012246
1.3114754098360655,0.41936556,8.688524590163935,39.540983606557376,63.61633221936897,2343,5455.533387899399,0.0,99936,0.0024298988,65.40983606557377,-264.42622950819674,267918.68852459016,40.2852298169295,0.0024298988,-16.47004342179713,59.714770183070506,0.0031011936
2.4107142857142856,0.41322953,7.589285714285714,41.035714285714285,62.20771392304784,2399,5604.383117437363,0.0,109850,0.0027010737,63.910714285714285,-226.60714285714286,261778.2857142857,35.282030626565955,0.0027010737,-14.457221525200254,64.71796937343403,0.0026477748
2.8135593220338984,0.37847206,7.186440677966102,41.28813559322034,61.97841581970133,2458,5766.62743973732,0.0,119970,0.0029214947,63.67796610169491,-213.22033898305085,260824.94915254237,33.440545224140024,0.0029214947,-13.88161760862302,66.55945477585995,0.004021198
