TtR,entloss,MpbtA,AttNC,Tmc,entropy,EpisodesSoFar,AttC,surrgain,TimestepsSoFar,MpbtN,TimeElapsed,Ptt,Tmt,optimgain,MtR,Tbt,meankl
-70.9,0.0,14.726421732648618,0.6,20.85,0.23593824,5390,0.4,0.0073057343,499789,85.27357826735138,14650.980041265488,80.79199229441795,83.125,0.0073057343,-39.88100786632484,340480.0,0.0027835977
-71.21052631578948,0.0,13.537637683288052,0.7105263157894737,21.605263157894736,0.20620723,5428,0.2894736842105263,0.008178131,509988,86.46236231671193,14782.929513931274,80.08533983001065,82.34210526315789,0.008178131,-39.707956114763064,337273.2631578947,0.0033488427
-73.05263157894737,0.0,12.273645946667143,0.8157894736842105,20.710526315789473,0.21109548,5466,0.18421052631578946,0.007009438,519936,87.72635405333284,14898.770157337189,80.91610790716788,83.23684210526316,0.007009438,-41.0108005316856,340938.1052631579,0.0026461934
-71.44444444444444,0.0,13.230373696597432,0.75,21.694444444444443,0.24390084,5502,0.25,0.009710487,529783,86.76962630340257,15019.134630680084,80.01051537250738,82.30555555555556,0.009710487,-39.238432134435676,337123.55555555556,0.0048840633
-71.05263157894737,0.0,14.172937938582693,0.7631578947368421,21.157894736842106,0.24168591,5540,0.23684210526315788,0.006452633,539982,85.8270620614173,15136.158487081528,80.50241735642204,82.78947368421052,0.006452633,-39.54686064240567,339105.6842105263,0.0028625545
-71.83783783783784,0.0,12.796333408325918,0.7567567567567568,21.56756756756757,0.2291747,5577,0.24324324324324326,0.0071088457,549882,87.20366659167408,15254.2142162323,80.11947629724716,82.37837837837837,0.0071088457,-39.66916428134693,337421.8378378378,0.0031370912
-70.5,0.0,14.360763580385598,0.5789473684210527,21.710526315789473,0.23073493,5615,0.42105263157894735,0.007190169,559817,85.6392364196144,15375.079060554504,79.99542143574403,82.28947368421052,0.007190169,-38.96415227037621,337057.6842105263,0.0032894409
-72.05128205128206,0.0,13.142001601699853,0.8205128205128205,20.974358974358974,0.26023763,5654,0.1794871794871795,0.011161789,569981,86.85799839830017,15496.519942760468,80.66818736327441,82.94871794871794,0.011161789,-40.68759442820927,339757.9487179487,0.005543218
-69.71052631578948,0.0,14.787883774299408,0.5789473684210527,22.210526315789473,0.24786502,5692,0.42105263157894735,0.006911859,579865,85.2121162257006,15611.449561595917,79.53139038566448,81.78947368421052,0.006911859,-38.53563532929849,335009.6842105263,0.0031127995
-71.21951219512195,0.0,14.022744384734942,0.4146341463414634,21.146341463414632,0.23783027,5733,0.5853658536585366,0.007285379,589942,85.97725561526505,15736.992954015732,80.51266428975,82.8048780487805,0.007285379,-40.16571410945311,339168.7804878049,0.0027144838
-71.525,0.0,13.901311783385287,0.575,20.875,0.22994624,5773,0.425,0.006195151,599908,86.0986882166147,15860.102060079575,80.75630447396284,83.025,0.006195151,-41.0793789562527,340070.4,0.002535549
-69.71052631578948,0.0,15.105128818455096,0.5789473684210527,21.81578947368421,0.26511014,5811,0.42105263157894735,0.006707619,609862,84.89487118154489,15978.050285577774,79.88929391319326,82.13157894736842,0.006707619,-38.63711610355062,336410.94736842107,0.003908198
-70.61538461538461,0.0,14.720170708199204,0.5641025641025641,21.23076923076923,0.2370542,5850,0.4358974358974359,0.006452704,619940,85.27982929180078,16099.616688966751,80.44055161541755,82.76923076923077,0.006452704,-38.70377431153326,339022.76923076925,0.002838455
-71.075,0.0,14.679787096358377,0.325,20.7,0.257739,5890,0.675,0.0075927107,629963,85.32021290364159,16222.623529434204,80.93043861687411,83.275,0.0075927107,-39.92276474443942,341094.4,0.0036625671
-70.85,0.0,14.23599093995712,0.5,21.375,0.22396927,5930,0.5,0.0060434043,639827,85.76400906004287,16341.48279595375,80.30343693067456,82.6,0.0060434043,-39.72066847049733,338329.6,0.003418293
-71.92307692307692,0.0,13.260996050018836,0.5641025641025641,21.025641025641026,0.21241094,5969,0.4358974358974359,0.007849717,649840,86.73900394998115,16464.39035820961,80.62415658437995,82.92307692307692,0.007849717,-40.1365978568299,339652.92307692306,0.0027694092
-70.41025641025641,0.0,13.931468983580217,0.358974358974359,22.205128205128204,0.23860678,6008,0.6410256410256411,0.008807689,659910,86.0685310164198,16584.77118229866,79.53524533630026,81.7948717948718,0.008807689,-39.17650840974019,335031.7948717949,0.004502481
-70.7948717948718,0.0,14.024155288741607,0.48717948717948717,21.641025641025642,0.21053657,6047,0.5128205128205128,0.0066070864,669787,85.9758447112584,16706.69265794754,80.05517260004278,82.33333333333333,0.0066070864,-40.16222920733526,337237.3333333333,0.0035168827
-72.57894736842105,0.0,12.523082378749367,0.8157894736842105,20.973684210526315,0.2100533,6085,0.18421052631578946,0.0052342103,679976,87.47691762125064,16823.922969579697,80.6677058509614,82.94736842105263,0.0052342103,-39.85010153888476,339752.4210526316,0.0023432216
-72.80555555555556,0.0,12.339843105618208,0.8888888888888888,20.944444444444443,0.19721538,6121,0.1111111111111111,0.005964316,689885,87.66015689438179,16935.865421533585,80.70332003971411,83.02777777777777,0.005964316,-40.254712965186606,340081.77777777775,0.0025029522
-72.08333333333333,0.0,12.777543664210171,0.7777777777777778,21.333333333333332,0.20456195,6157,0.2222222222222222,0.0073342817,699804,87.22245633578984,17049.723748922348,80.33641319334427,82.61111111111111,0.0073342817,-39.03424461532294,338375.1111111111,0.0028253286
-72.72222222222223,0.0,12.417660139608666,0.8611111111111112,20.916666666666668,0.20822431,6193,0.1388888888888889,0.00748535,709807,87.58233986039134,17165.780618429184,80.72430853330052,83.02777777777777,0.00748535,-39.47987925705918,340081.77777777775,0.003221333
-72.08108108108108,0.0,12.677547736734397,0.8648648648648649,21.45945945945946,0.22303188,6230,0.13513513513513514,0.007470218,719829,87.3224522632656,17286.41468834877,80.22284380963028,82.51351351351352,0.007470218,-40.06981311281444,337975.35135135136,0.0032936595
-71.71052631578948,0.0,12.592917546083354,0.7631578947368421,21.94736842105263,0.21479419,6268,0.23684210526315788,0.0058568968,729984,87.40708245391663,17405.707941532135,79.77055633211955,82.02631578947368,0.0058568968,-40.29708138313094,335979.7894736842,0.0028129073
-72.89473684210526,0.0,12.276983583312221,0.7894736842105263,20.81578947368421,0.21988979,6306,0.21052631578947367,0.006278961,739999,87.72301641668777,17524.04355573654,80.81459498010915,83.10526315789474,0.006278961,-40.59664823620047,340399.15789473685,0.0023931079
-72.86486486486487,0.0,12.705578398159862,0.8108108108108109,20.54054054054054,0.24542989,6343,0.1891891891891892,0.007314014,749924,87.29442160184014,17641.57799077034,81.0783947667287,83.43243243243244,0.007314014,-40.77165639132065,341739.24324324325,0.00476572
-71.05555555555556,0.0,13.701100303641754,0.7222222222222222,21.63888888888889,0.23904327,6379,0.2777777777777778,0.005944403,759831,86.29889969635826,17755.164168596268,80.0569509079931,82.33333333333333,0.005944403,-38.99195561307063,337237.3333333333,0.0032077052
-71.63414634146342,0.0,13.554392721886849,0.6341463414634146,21.097560975609756,0.24250162,6420,0.36585365853658536,0.007574347,769924,86.44560727811317,17884.44164633751,80.55449577337913,82.82926829268293,0.007574347,-40.66856651164593,339268.68292682926,0.0030733994
-69.26315789473684,0.0,15.178370828081405,0.4473684210526316,22.394736842105264,0.26530102,6458,0.5526315789473685,0.006326236,779859,84.82162917191859,18002.399533748627,79.3585867753403,81.60526315789474,0.006326236,-38.79628593745364,334255.15789473685,0.0025382142
-71.84615384615384,0.0,13.872909142081317,0.5641025641025641,20.487179487179485,0.24189101,6497,0.4358974358974359,0.0064698793,789900,86.12709085791867,18119.04496383667,81.11535716399639,83.41025641025641,0.0064698793,-40.225365138935864,341648.41025641025,0.0027431636
-70.225,0.0,14.84006393008868,0.725,21.5,0.21561338,6537,0.275,0.008317187,799871,85.15993606991134,18244.79604959488,80.1824727814501,82.45,0.008317187,-40.569072725674914,337715.2,0.0040659104
-71.21052631578948,0.0,13.327430968185654,0.7105263157894737,21.81578947368421,0.21371914,6575,0.2894736842105263,0.0058169984,809940,86.67256903181435,18366.935332536697,79.89415985496468,82.15789473684211,0.0058169984,-39.629384845407984,336518.7368421053,0.0030088893
-72.21621621621621,0.0,13.336416115113026,0.7837837837837838,20.62162162162162,0.22745264,6612,0.21621621621621623,0.009278752,819750,86.66358388488696,18481.657938718796,80.99935211256158,83.32432432432432,0.009278752,-40.01929613984492,341296.4324324324,0.0037336564
-71.02631578947368,0.0,13.71594012224507,0.6842105263157895,21.605263157894736,0.22514033,6650,0.3157894736842105,0.0077582304,829784,86.2840598777549,18609.238694429398,80.08003623693244,82.3157894736842,0.0077582304,-39.31923785395762,337165.4736842105,0.0036386207
-71.39473684210526,0.0,13.632131125494416,0.7368421052631579,21.36842105263158,0.23404035,6688,0.2631578947368421,0.009198413,839911,86.3678688745056,18723.928923130035,80.3084318104036,82.60526315789474,0.009198413,-40.143573780752995,338351.15789473685,0.0038149236
-71.3076923076923,0.0,14.192510920117778,0.6666666666666666,20.82051282051282,0.22019958,6727,0.3333333333333333,0.006120645,849938,85.80748907988223,18841.47659921646,80.813890861468,83.12820512820512,0.006120645,-40.34441002999068,340493.1282051282,0.0022891848
-69.83783783783784,0.0,14.807299532970454,0.6756756756756757,22.027027027027028,0.20788704,6764,0.32432432432432434,0.0068586916,859825,85.19270046702954,18961.998466968536,79.70077155335021,81.97297297297297,0.0068586916,-38.81903099939157,335761.2972972973,0.0031637761
-72.29729729729729,0.0,12.543202023819319,0.8378378378378378,21.2972972972973,0.26234952,6801,0.16216216216216217,0.010891876,869973,87.45679797618067,19079.931216478348,80.37002983093448,82.64864864864865,0.010891876,-39.68562962700543,338528.86486486485,0.005626542
-70.42105263157895,0.0,14.557192455356542,0.631578947368421,21.605263157894736,0.22450395,6839,0.3684210526315789,0.005934996,879827,85.44280754464343,19201.88583421707,80.08826550641419,82.36842105263158,0.005934996,-39.848329482726015,337381.05263157893,0.0033934608
-71.1025641025641,0.0,14.759500561977669,0.6666666666666666,20.512820512820515,0.22088203,6878,0.3333333333333333,0.007139775,889834,85.24049943802234,19324.845853090286,81.08467124983744,83.33333333333333,0.007139775,-41.02129526681764,341333.3333333333,0.0042359824
-71.89473684210526,0.0,13.175221544985101,0.6052631578947368,21.13157894736842,0.22605117,6916,0.39473684210526316,0.006810473,899763,86.82477845501485,19441.840301275253,80.52169519321743,82.78947368421052,0.006810473,-39.737064037556976,339105.6842105263,0.0031846233
-71.28205128205128,0.0,13.518585242010763,0.717948717948718,21.564102564102566,0.2168749,6955,0.28205128205128205,0.006746917,909920,86.48141475798923,19559.439781427383,80.1217022238707,82.38461538461539,0.006746917,-39.61790607268174,337447.3846153846,0.0026042305
-71.97435897435898,0.0,13.44162023285531,0.6666666666666666,20.871794871794872,0.22634944,6994,0.3333333333333333,0.008157135,919920,86.55837976714467,19680.204005002975,80.77571428643176,83.12820512820512,0.008157135,-40.3517134340613,340493.1282051282,0.0040010484
-70.87179487179488,0.0,14.590666564574725,0.6410256410256411,21.0,0.24478245,7033,0.358974358974359,0.009052074,929953,85.40933343542528,19797.411346912384,80.65169900662276,82.97435897435898,0.009052074,-39.32705169502426,339862.9743589744,0.0037222023
-71.67567567567568,0.0,13.439682534063676,0.8648648648648649,21.18918918918919,0.22012168,7070,0.13513513513513514,0.0059710164,939740,86.56031746593634,19916.80544614792,80.47616861107929,82.78378378378379,0.0059710164,-40.05026952893046,339082.3783783784,0.0027130332
-71.97435897435898,0.0,13.131553180104142,0.8461538461538461,21.0,0.21735108,7109,0.15384615384615385,0.0061654923,949973,86.86844681989584,20034.663801670074,80.63086381749807,82.84615384615384,0.0061654923,-40.417330963326464,339337.8461538461,0.0032437874
-70.29729729729729,0.0,13.91016542951283,0.8108108108108109,22.324324324324323,0.24414296,7146,0.1891891891891892,0.006690703,959965,86.08983457048716,20155.198492527008,79.4185288542341,81.64864864864865,0.006690703,-38.596219342239536,334432.86486486485,0.0033885003
-70.21621621621621,0.0,15.967886796731696,0.8108108108108109,20.324324324324323,0.25118008,7183,0.1891891891891892,0.008663808,969708,84.03211320326832,20270.559488534927,81.26275171329414,83.54054054054055,0.008663808,-39.341519695007975,342182.0540540541,0.0044250838
-70.0,0.0,15.279488699151798,0.7894736842105263,21.394736842105264,0.24953458,7221,0.21052631578947367,0.006227701,979849,84.72051130084822,20398.056240320206,80.28997121547829,82.60526315789474,0.006227701,-38.70086345822311,338351.15789473685,0.0038226887
-69.91891891891892,0.0,14.148194471340835,0.8108108108108109,22.594594594594593,0.2425686,7258,0.1891891891891892,0.0091667725,989752,85.85180552865916,20516.92036962509,79.17177684992816,81.4054054054054,0.0091667725,-38.28556118656652,333436.54054054053,0.0035149388
-70.23684210526316,0.0,14.285099289361321,0.7894736842105263,22.07894736842105,0.22822571,7296,0.21052631578947367,0.009941264,999760,85.71490071063869,20634.30062174797,79.65339850354331,81.92105263157895,0.009941264,-39.236436171242694,335548.63157894736,0.0037645684
-71.28571428571429,0.0,14.272919189065302,0.47619047619047616,20.80952380952381,0.26119018,7338,0.5238095238095238,0.010458273,1009983,85.72708081093467,20757.526259183884,80.8233689791833,83.11904761904762,0.010458273,-40.924742187890104,340455.61904761905,0.004637705
-69.92307692307692,0.0,15.337466855116642,0.6410256410256411,21.435897435897434,0.25035694,7377,0.358974358974359,0.008406287,1019969,84.66253314488335,20879.209924697876,80.25024101649286,82.56410256410257,0.008406287,-39.65508591516611,338182.5641025641,0.0039686416
-70.92307692307692,0.0,14.424584655696268,0.717948717948718,21.05128205128205,0.22175905,7416,0.28205128205128205,0.00902528,1029793,85.57541534430376,21000.706048965454,80.59975946207985,82.8974358974359,0.00902528,-40.5432140702817,339547.89743589744,0.004687827
-71.275,0.0,14.443994914744257,0.675,20.65,0.21706751,7456,0.325,0.00811102,1039715,85.55600508525575,21125.855308532715,80.97088239524368,83.275,0.00811102,-40.11923612118295,341094.4,0.0031396677
-70.58974358974359,0.0,14.729750977957142,0.5897435897435898,21.128205128205128,0.23142341,7495,0.41025641025641024,0.009200897,1049790,85.27024902204289,21241.303879737854,80.51822905657664,82.76923076923077,0.009200897,-38.9267172341605,339022.76923076925,0.004668204
-69.3,0.0,15.749147451530552,0.425,21.75,0.2502419,7535,0.575,0.009443176,1059877,84.25085254846944,21362.633993387222,79.95917589522666,82.25,0.009443176,-39.05951471913166,336896.0,0.0040850276
-69.65789473684211,0.0,15.406625846774038,0.631578947368421,21.605263157894736,0.23125774,7573,0.3684210526315789,0.006769275,1069734,84.59337415322597,21487.809675216675,80.08469489209666,82.34210526315789,0.006769275,-38.455204898504405,337273.2631578947,0.0030301996
-69.64102564102564,0.0,15.175169102208416,0.5897435897435898,21.846153846153847,0.2591947,7612,0.41025641025641024,0.012978812,1079834,84.82483089779157,21606.717264413834,79.85657456518358,82.07692307692308,0.012978812,-39.15091100124462,336187.07692307694,0.005451115
-70.04651162790698,0.0,14.879293586689128,0.46511627906976744,21.72093023255814,0.21908154,7655,0.5348837209302325,0.00911244,1089810,85.12070641331087,21738.34167933464,79.98683183575137,82.27906976744185,0.00911244,-40.891325443496974,337015.06976744183,0.0034824875
-69.95,0.0,15.680290045519223,0.525,20.95,0.23355477,7695,0.475,0.0073516173,1099927,84.31970995448079,21861.97389149666,80.68637457227362,82.95,0.0073516173,-39.81044561310757,339763.2,0.0042041913
-70.8974358974359,0.0,14.615969353244228,0.6666666666666666,20.94871794871795,0.23016502,7734,0.3333333333333333,0.008083683,1109717,85.38403064675576,21982.18724012375,80.69969415253753,83.02564102564102,0.008083683,-40.300275589421986,340073.0256410256,0.004086583
