EpisodesSoFar,meankl,TimestepsSoFar,MtR,optimgain,AttNC,surrgain,TimeElapsed,entloss,AttC,entropy,TtR,Fce
989,0.0046060802,119783,12.008937703031096,0.0017626373,0.609375,0.0017626373,372.5889711380005,0.0,0.390625,1.2103282,20.75,0.0909552144477877
1051,0.005008884,129851,12.800989797954967,0.0015429473,0.6451612903225806,0.0015429473,403.39482831954956,0.0,0.3548387096774194,1.1519777,22.5,0.11368051642754524
1108,0.0033955174,139910,12.642005006062163,0.0016799343,0.7017543859649122,0.0016799343,434.31679224967957,0.0,0.2982456140350877,1.133484,22.45614035087719,0.0981006050479735
1160,0.002460054,149934,14.11511087091539,0.00092164613,0.7692307692307693,0.00092164613,464.9379138946533,0.0,0.23076923076923078,1.1326307,24.673076923076923,0.12417948717948715
1219,0.0048875273,159987,12.55133391229029,0.0013291489,0.6779661016949152,0.0013291489,495.7403745651245,0.0,0.3220338983050847,1.1333622,21.779661016949152,0.09819912667370297
1283,0.0036711877,169846,11.664322433497748,0.0014407379,0.609375,0.0014407379,526.7630100250244,0.0,0.390625,1.092534,20.296875,0.09764287509875744
1345,0.0039942376,179942,12.480346670335148,0.0017660988,0.6451612903225806,0.0017660988,557.2205135822296,0.0,0.3548387096774194,1.0586118,21.806451612903224,0.11071274961597541
1397,0.005564859,189988,15.15070869933194,0.0017482556,0.7692307692307693,0.0017482556,588.8747758865356,0.0,0.23076923076923078,1.0080504,26.384615384615383,0.10870135746606335
1456,0.0047946693,199798,13.40086962679125,0.0016120911,0.6610169491525424,0.0016120911,619.1790823936462,0.0,0.3389830508474576,0.9974173,23.305084745762713,0.1329260569938536
1505,0.0047173584,209841,16.259761970192923,0.0017878059,0.8163265306122449,0.0017878059,650.3847386837006,0.0,0.1836734693877551,0.99871784,28.183673469387756,0.11983602791766057
