Tmt,Ptt,AttNC,optimgain,meankl,surrgain,TimestepsSoFar,MtR,TtR,Tmc,MpbtA,EpisodesSoFar,AttC,TimeElapsed,entropy,Tbt,MpbtN,entloss
77.40425531914893,75.44631135687924,0.851063829787234,0.0060896864,0.0039644823,0.0060896864,559959,-30.259837356727854,-151.40425531914894,26.595744680851062,34.886821684713105,4980,2.148936170212766,12396.94581913948,0.33820528,317047.829787234,65.11317831528693,0.0
77.93023255813954,75.93666788046613,0.9302325581395349,0.0050482443,0.004442622,0.0050482443,569904,-29.327250428433068,-151.88372093023256,26.069767441860463,35.10992374707887,5023,2.0697674418604652,12515.985846281052,0.33842322,319202.23255813954,64.89007625292113,0.0
78.97674418604652,76.8987162577551,1.0930232558139534,0.005079482,0.0034461396,0.005079482,579965,-30.1576829159332,-155.7906976744186,25.046511627906977,34.3459767451805,5066,1.9069767441860466,12631.331634521484,0.32582575,323488.74418604653,65.6540232548195,0.0
77.04651162790698,75.09688542593234,1.0930232558139534,0.00486726,0.0034725093,0.00486726,589823,-28.988799736723077,-147.8372093023256,26.976744186046513,36.07279134063387,5109,1.9069767441860466,12752.398415088654,0.34115696,315582.511627907,63.92720865936616,0.0
76.93023255813954,74.98831366198999,1.0,0.005601419,0.0045500174,0.005601419,599846,-29.061262317245056,-146.51162790697674,27.093023255813954,36.60434003061776,5152,2.0,12872.124926328659,0.32697842,315106.23255813954,63.39565996938223,0.0
77.18181818181819,75.21138678795994,1.1136363636363635,0.006528941,0.0046512787,0.006528941,609919,-29.34055001536975,-147.6818181818182,26.863636363636363,36.20098734078929,5196,1.8863636363636365,12987.632315635681,0.37200293,316136.7272727273,63.79901265921069,0.0
77.17777777777778,75.23653079321029,0.9555555555555556,0.005104004,0.0029212607,0.005104004,619980,-29.541717397291542,-150.33333333333334,26.822222222222223,35.17508202755122,5241,2.0444444444444443,13108.991532564163,0.34389812,316120.1777777778,64.82491797244877,0.0
77.65217391304348,75.67895391009132,0.8043478260869565,0.004734003,0.003634934,0.004734003,629983,-29.91951085012797,-150.65217391304347,26.347826086956523,35.333727020710356,5287,2.1956521739130435,13232.902845621109,0.34456897,318063.3043478261,64.66627297928963,0.0
78.0,76.00331464490539,1.0,0.005071506,0.00332266,0.005071506,639851,-30.13728977325023,-151.46511627906978,26.0,35.316018868943765,5330,2.0,13350.811567544937,0.3549847,319488.0,64.68398113105623,0.0
77.77777777777777,75.78077818496833,0.8666666666666667,0.0048335143,0.0033038543,0.0048335143,649893,-29.48364733931842,-148.26666666666668,26.244444444444444,36.49009459442257,5375,2.1333333333333333,13468.804737567902,0.34194648,318577.77777777775,63.50990540557742,0.0
77.18604651162791,75.24262467414037,0.8604651162790697,0.0060528307,0.004093312,0.0060528307,659781,-29.261262000408472,-149.93023255813952,26.813953488372093,35.33118229475567,5418,2.13953488372093,13587.339100837708,0.35392073,316154.0465116279,64.66881770524434,0.0
77.37209302325581,75.40138412770567,1.0,0.005668689,0.003630663,0.005668689,669760,-29.70576683087452,-152.58139534883722,26.651162790697676,34.36813705017332,5461,2.0,13703.344318628311,0.36005878,316916.0930232558,65.63186294982668,0.0
77.70454545454545,75.7276480010619,1.1363636363636365,0.004964503,0.0036463265,0.004964503,679880,-30.0488765259725,-152.9318181818182,26.295454545454547,34.488972683112344,5505,1.8636363636363635,13821.195317983627,0.3720806,318277.8181818182,65.51102731688768,0.0
76.88095238095238,74.95754525028369,0.9761904761904762,0.0042398525,0.0029678645,0.0042398525,689959,-28.045621625796922,-143.92857142857142,27.11904761904762,37.6410498715981,5547,2.0238095238095237,13942.062078475952,0.37185454,314904.38095238095,62.35895012840189,0.0
77.93181818181819,75.9262576934438,0.9318181818181818,0.00559182,0.0038072104,0.00559182,699888,-30.86366104426871,-154.5,26.09090909090909,33.90321848681427,5591,2.0681818181818183,14062.665376901627,0.36994922,319208.7272727273,66.09678151318575,0.0
76.72093023255815,74.80857236136372,0.8837209302325582,0.0061923824,0.005358566,0.0061923824,709799,-29.4570790670814,-150.34883720930233,27.27906976744186,34.69948039727005,5634,2.116279069767442,14181.261059522629,0.3896125,314248.93023255817,65.30051960272995,0.0
78.06666666666666,76.08200440040574,0.7111111111111111,0.005193632,0.0039396565,0.005193632,719858,-30.406671257536598,-155.46666666666667,25.91111111111111,33.66934416479252,5679,2.2888888888888888,14302.48746919632,0.38656655,319761.06666666665,66.33065583520748,0.0
77.57777777777778,75.59712132257212,0.7777777777777778,0.0055806725,0.0047194585,0.0055806725,729894,-29.05050636237273,-149.13333333333333,26.444444444444443,35.90614694893073,5724,2.2222222222222223,14420.297913312912,0.3878082,317758.5777777778,64.09385305106925,0.0
78.17777777777778,76.1693843187207,0.8444444444444444,0.0056001716,0.0039729266,0.0056001716,739881,-31.154788267831965,-154.33333333333334,25.822222222222223,34.2994656661967,5769,2.1555555555555554,14540.87440276146,0.3715807,320216.1777777778,65.7005343338033,0.0
78.53333333333333,76.50052132390095,0.8222222222222222,0.005441217,0.003706479,0.005441217,749909,-29.773435513549718,-152.33333333333334,25.466666666666665,35.266750845041656,5814,2.1777777777777776,14659.912417888641,0.37787384,321672.5333333333,64.73324915495836,0.0
76.97619047619048,75.04749647886482,0.9523809523809523,0.0048084566,0.0041472,0.0048084566,759785,-29.122292893120328,-148.85714285714286,27.023809523809526,35.60773105394924,5856,2.0476190476190474,14776.108558177948,0.39448318,315294.4761904762,64.39226894605075,0.0
78.12765957446808,76.12322336055794,0.5531914893617021,0.0044591106,0.0031671713,0.0044591106,769996,-29.0714620862736,-150.82978723404256,25.872340425531913,35.71428054714249,5903,2.4468085106382977,14896.19807600975,0.3866031,320010.89361702127,64.28571945285752,0.0
78.4888888888889,76.46018457866037,0.7555555555555555,0.005782131,0.00437966,0.005782131,779960,-31.089543843338593,-157.46666666666667,25.511111111111113,33.207043627203795,5948,2.2444444444444445,15013.845553398132,0.39925385,321490.4888888889,66.79295637279621,0.0
77.68181818181819,75.70454472212444,0.6590909090909091,0.0049710157,0.004457963,0.0049710157,789842,-29.329877558581643,-150.3409090909091,26.318181818181817,35.54211613538886,5992,2.340909090909091,15134.10922217369,0.37305602,318184.7272727273,64.45788386461115,0.0
78.34883720930233,76.31175871578796,0.813953488372093,0.005393502,0.004274197,0.005393502,799858,-29.63679238773993,-152.72093023255815,25.674418604651162,35.09411912025378,6035,2.186046511627907,15250.897013902664,0.40120605,320916.83720930235,64.90588087974622,0.0
77.86363636363636,75.85974704991574,0.6818181818181818,0.005460315,0.0038375836,0.005460315,809986,-29.76264115525304,-154.02272727272728,26.15909090909091,34.09617932493483,6079,2.3181818181818183,15369.992908716202,0.3977337,318929.45454545453,65.90382067506518,0.0
79.24444444444444,77.16574600427606,0.5777777777777777,0.004252058,0.0035812207,0.004252058,819871,-30.84498404187353,-157.6,24.755555555555556,33.76978119071211,6124,2.422222222222222,15489.359755277634,0.37851405,324585.2444444444,66.23021880928789,0.0
77.65957446808511,75.68722066301166,0.6808510638297872,0.005014856,0.0037235087,0.005014856,829979,-29.29016610216828,-147.25531914893617,26.340425531914892,36.86292500793619,6171,2.3191489361702127,15609.58807015419,0.35118422,318093.6170212766,63.13707499206379,0.0
76.5813953488372,74.67685935169128,0.7209302325581395,0.005497841,0.00430483,0.005497841,839871,-29.291444966565436,-149.02325581395348,27.41860465116279,35.20286913981446,6214,2.2790697674418605,15730.005552530289,0.3741804,313677.3953488372,64.79713086018552,0.0
77.47727272727273,75.51366975635393,0.9318181818181818,0.0052169943,0.0039066114,0.0052169943,849950,-28.50515222201452,-145.5681818181818,26.522727272727273,37.43570712018206,6258,2.0681818181818183,15850.22116446495,0.35396644,317346.9090909091,62.56429287981791,0.0
77.81818181818181,75.83477131409187,0.8636363636363636,0.0053190337,0.0036175698,0.0053190337,859923,-29.056241081242696,-144.0681818181818,26.181818181818183,38.29758655743682,6302,2.1363636363636362,15967.000527143478,0.3830003,318743.2727272727,61.70241344256319,0.0
77.31111111111112,75.3604898808069,0.7111111111111111,0.004103713,0.0029169607,0.004103713,869923,-28.75784499945471,-148.8,26.68888888888889,35.83139917480389,6347,2.2888888888888888,16088.403470039368,0.3646081,316666.31111111114,64.16860082519611,0.0
76.84782608695652,74.92575496445437,0.5652173913043478,0.0049015293,0.0034895581,0.0049015293,879927,-29.797378115407657,-152.2173913043478,27.152173913043477,34.15852925887109,6393,2.4347826086956523,16212.130342245102,0.36062643,314768.6956521739,65.8414707411289,0.0
77.81818181818181,75.81683715568194,0.7272727272727273,0.0050163562,0.003653473,0.0050163562,889955,-29.321943154664254,-150.75,26.204545454545453,35.55701853437541,6437,2.272727272727273,16330.372072458267,0.36332646,318743.2727272727,64.44298146562458,0.0
77.79069767441861,75.80874630391895,0.9534883720930233,0.004754836,0.0039624674,0.004754836,899823,-29.640497558344492,-151.53488372093022,26.209302325581394,35.107650556487,6480,2.046511627906977,16448.265407800674,0.3405138,318630.6976744186,64.892349443513,0.0
78.04444444444445,76.04671127129858,0.6888888888888889,0.005625115,0.004246818,0.005625115,909823,-29.488632601064886,-149.66666666666666,25.955555555555556,36.10355902070155,6525,2.311111111111111,16570.930572271347,0.34248066,319670.0444444445,63.896440979298426,0.0
77.18181818181819,75.22457219076318,1.1136363636363635,0.005509899,0.0039044032,0.005509899,919964,-28.554761788289763,-143.38636363636363,26.84090909090909,38.07057895674526,6569,1.8863636363636365,16687.48189687729,0.34186628,316136.7272727273,61.92942104325473,0.0
